tick_id,day,settlement_id,resident_id,object_id,owner_id,object_use,action,permission_state,location_before,location_after,carried_after,relationship_before,relationship_after,queue_before,queue_after,consequence_label,consequence_visible,bounded_consequence,rollback_available
1002,56,repair_ring,Juno,insulated tongs,Juno,repair,move_forward,observed,wire bench,wire bench,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1005,56,archive,Toma,clean cloth,shared,care,move_forward,observed,ink niche,ink niche,False,0.98,0.98,0.051,0.05,ambient ownership awareness,True,True,True
1008,57,riverbend,Lio,ridge lantern,Lio,signal,listen_memory,observed,wet crossing,wet crossing,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1011,57,signal,Milo,mast rope,Milo,repair,approach_resident,observed,arrival court,arrival court,False,0.98,0.98,0.05,0.056,attention cost,True,True,True
1012,57,orchard,Mara,market token,Mara,trade,drop_object,returning,satchel shed,satchel shed,False,0.98,0.98,0.056,0.062,object attention registered,True,True,True
1013,57,repair_ring,Juno,bell gauge,Juno,diagnostic,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
1014,57,riverbend,Lio,dry shawl,shared,care,approach_resident,observed,dry ridge,dry ridge,False,0.98,0.98,0.056,0.062,attention cost,True,True,True
1015,57,roofward,Fay,sun lens,Fay,craft,drop_object,returning,glass stair,glass stair,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1016,57,archive,Toma,ink ribbon,Toma,craft,request_permission,granted,spool room,spool room,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1017,57,signal,Milo,signal lens,Milo,craft,wait_respectfully,observed,lantern walk,lantern walk,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
1020,57,riverbend,Lio,ridge lantern,Lio,signal,wait_respectfully,observed,wet crossing,wet crossing,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
1023,57,signal,Milo,mast rope,Milo,repair,turn_right,observed,arrival court,arrival court,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1025,57,repair_ring,Juno,bell gauge,Juno,diagnostic,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.052,0.058,object attention registered,True,True,True
1026,58,roofward,Fay,brass hinge,Fay,repair,move_forward,observed,sun sill,sun sill,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1029,58,orchard,Mara,market token,Mara,trade,drop_object,returning,satchel shed,satchel shed,False,0.98,0.98,0.058,0.064,object attention registered,True,True,True
1030,58,repair_ring,Juno,bell gauge,Juno,diagnostic,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.058,0.054,permission negotiated,True,True,True
1032,58,roofward,Fay,sun lens,Fay,craft,drop_object,returning,glass stair,glass stair,False,0.98,0.98,0.056,0.062,object attention registered,True,True,True
1033,58,archive,Toma,ink ribbon,Toma,craft,request_permission,granted,spool room,spool room,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
1035,58,orchard,Mara,apple wrap,shared,care,listen_memory,observed,mud row,mud row,False,0.98,0.98,0.064,0.054,respectful pressure reduction,True,True,True
1038,58,roofward,Fay,brass hinge,Fay,repair,listen_memory,observed,sun sill,sun sill,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
1041,58,orchard,Mara,market token,Mara,trade,approach_resident,observed,satchel shed,satchel shed,False,0.98,0.98,0.054,0.06,attention cost,True,True,True
1042,58,repair_ring,Juno,bell gauge,Juno,diagnostic,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.054,0.06,object attention registered,True,True,True
1044,59,archive,Toma,clean cloth,shared,care,turn_right,observed,ink niche,ink niche,False,0.98,0.98,0.052,0.051,ambient ownership awareness,True,True,True
1046,59,orchard,Mara,market token,Mara,trade,drop_object,returning,satchel shed,satchel shed,False,0.98,0.98,0.06,0.066,object attention registered,True,True,True
1047,59,repair_ring,Juno,bell gauge,Juno,diagnostic,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.06,0.056,permission negotiated,True,True,True
1049,59,roofward,Fay,sun lens,Fay,craft,drop_object,returning,glass stair,glass stair,False,0.98,0.98,0.052,0.058,object attention registered,True,True,True
1050,59,archive,Toma,ink ribbon,Toma,craft,request_permission,granted,spool room,spool room,False,0.98,0.98,0.051,0.05,permission negotiated,True,True,True
1053,59,repair_ring,Juno,insulated tongs,Juno,repair,move_forward,observed,wire bench,wire bench,False,0.98,0.98,0.056,0.055,ambient ownership awareness,True,True,True
1056,59,archive,Toma,clean cloth,shared,care,move_forward,observed,ink niche,ink niche,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1059,59,repair_ring,Juno,bell gauge,Juno,diagnostic,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.055,0.061,object attention registered,True,True,True
1062,60,signal,Milo,mast rope,Milo,repair,approach_resident,observed,arrival court,arrival court,False,0.98,0.98,0.05,0.056,attention cost,True,True,True
1063,60,orchard,Mara,market token,Mara,trade,drop_object,returning,satchel shed,satchel shed,False,0.98,0.98,0.062,0.068,object attention registered,True,True,True
1064,60,repair_ring,Juno,bell gauge,Juno,diagnostic,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.061,0.057,permission negotiated,True,True,True
1065,60,riverbend,Lio,dry shawl,shared,care,approach_resident,observed,dry ridge,dry ridge,False,0.98,0.98,0.05,0.056,attention cost,True,True,True
1066,60,roofward,Fay,sun lens,Fay,craft,drop_object,returning,glass stair,glass stair,False,0.98,0.98,0.056,0.062,object attention registered,True,True,True
1067,60,archive,Toma,ink ribbon,Toma,craft,request_permission,granted,spool room,spool room,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
1068,60,signal,Milo,signal lens,Milo,craft,wait_respectfully,observed,lantern walk,lantern walk,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
1071,60,riverbend,Lio,ridge lantern,Lio,signal,wait_respectfully,observed,wet crossing,wet crossing,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
1074,60,signal,Milo,mast rope,Milo,repair,turn_right,observed,arrival court,arrival court,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1076,60,repair_ring,Juno,bell gauge,Juno,diagnostic,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.057,0.063,object attention registered,True,True,True
1077,60,riverbend,Lio,dry shawl,shared,care,turn_right,observed,dry ridge,dry ridge,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1079,60,archive,Toma,ink ribbon,Toma,craft,drop_object,returning,spool room,spool room,False,0.98,0.98,0.052,0.058,object attention registered,True,True,True
1080,61,orchard,Mara,market token,Mara,trade,drop_object,returning,satchel shed,satchel shed,False,0.98,0.98,0.064,0.07,object attention registered,True,True,True
1081,61,repair_ring,Juno,bell gauge,Juno,diagnostic,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.063,0.059,permission negotiated,True,True,True
1083,61,roofward,Fay,sun lens,Fay,craft,drop_object,returning,glass stair,glass stair,False,0.98,0.98,0.058,0.064,object attention registered,True,True,True
1084,61,archive,Toma,ink ribbon,Toma,craft,request_permission,granted,spool room,spool room,False,0.98,0.98,0.058,0.054,permission negotiated,True,True,True
1086,61,orchard,Mara,apple wrap,shared,care,listen_memory,observed,mud row,mud row,False,0.98,0.98,0.07,0.06,respectful pressure reduction,True,True,True
1089,61,roofward,Fay,brass hinge,Fay,repair,listen_memory,observed,sun sill,sun sill,False,0.98,0.98,0.064,0.054,respectful pressure reduction,True,True,True
1092,61,orchard,Mara,market token,Mara,trade,approach_resident,observed,satchel shed,satchel shed,False,0.98,0.98,0.06,0.066,attention cost,True,True,True
1093,61,repair_ring,Juno,bell gauge,Juno,diagnostic,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.059,0.065,object attention registered,True,True,True
1095,61,roofward,Fay,sun lens,Fay,craft,approach_resident,observed,glass stair,glass stair,False,0.98,0.98,0.054,0.06,attention cost,True,True,True
1096,61,archive,Toma,ink ribbon,Toma,craft,drop_object,returning,spool room,spool room,False,0.98,0.98,0.054,0.06,object attention registered,True,True,True
1097,61,signal,Milo,signal lens,Milo,craft,request_permission,granted,lantern walk,lantern walk,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1098,62,repair_ring,Juno,bell gauge,Juno,diagnostic,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.065,0.061,permission negotiated,True,True,True
1100,62,roofward,Fay,sun lens,Fay,craft,drop_object,returning,glass stair,glass stair,False,0.98,0.98,0.06,0.066,object attention registered,True,True,True
1101,62,archive,Toma,ink ribbon,Toma,craft,request_permission,granted,spool room,spool room,False,0.98,0.98,0.06,0.056,permission negotiated,True,True,True
1104,62,repair_ring,Juno,insulated tongs,Juno,repair,move_forward,observed,wire bench,wire bench,False,0.98,0.98,0.061,0.06,ambient ownership awareness,True,True,True
1107,62,archive,Toma,clean cloth,shared,care,move_forward,observed,ink niche,ink niche,False,0.98,0.98,0.056,0.055,ambient ownership awareness,True,True,True
1110,62,repair_ring,Juno,bell gauge,Juno,diagnostic,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.06,0.066,object attention registered,True,True,True
1113,62,archive,Toma,ink ribbon,Toma,craft,drop_object,returning,spool room,spool room,False,0.98,0.98,0.055,0.061,object attention registered,True,True,True
1114,62,signal,Milo,signal lens,Milo,craft,request_permission,granted,lantern walk,lantern walk,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1116,63,riverbend,Lio,dry shawl,shared,care,approach_resident,observed,dry ridge,dry ridge,False,0.98,0.98,0.05,0.056,attention cost,True,True,True
1117,63,roofward,Fay,sun lens,Fay,craft,drop_object,returning,glass stair,glass stair,False,0.98,0.98,0.062,0.068,object attention registered,True,True,True
1118,63,archive,Toma,ink ribbon,Toma,craft,request_permission,granted,spool room,spool room,False,0.98,0.98,0.061,0.057,permission negotiated,True,True,True
1119,63,signal,Milo,signal lens,Milo,craft,wait_respectfully,observed,lantern walk,lantern walk,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
1122,63,riverbend,Lio,ridge lantern,Lio,signal,wait_respectfully,observed,wet crossing,wet crossing,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
1125,63,signal,Milo,mast rope,Milo,repair,turn_right,observed,arrival court,arrival court,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1127,63,repair_ring,Juno,bell gauge,Juno,diagnostic,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.066,0.072,object attention registered,True,True,True
1128,63,riverbend,Lio,dry shawl,shared,care,turn_right,observed,dry ridge,dry ridge,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1130,63,archive,Toma,ink ribbon,Toma,craft,drop_object,returning,spool room,spool room,False,0.98,0.98,0.057,0.063,object attention registered,True,True,True
1131,63,signal,Milo,signal lens,Milo,craft,request_permission,granted,lantern walk,lantern walk,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
1134,64,roofward,Fay,sun lens,Fay,craft,drop_object,returning,glass stair,glass stair,False,0.98,0.98,0.064,0.07,object attention registered,True,True,True
1135,64,archive,Toma,ink ribbon,Toma,craft,request_permission,granted,spool room,spool room,False,0.98,0.98,0.063,0.059,permission negotiated,True,True,True
1137,64,orchard,Mara,apple wrap,shared,care,listen_memory,observed,mud row,mud row,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1140,64,roofward,Fay,brass hinge,Fay,repair,listen_memory,observed,sun sill,sun sill,False,0.98,0.98,0.07,0.06,respectful pressure reduction,True,True,True
1143,64,orchard,Mara,market token,Mara,trade,approach_resident,observed,satchel shed,satchel shed,False,0.98,0.98,0.056,0.062,attention cost,True,True,True
1144,64,repair_ring,Juno,bell gauge,Juno,diagnostic,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.062,0.068,object attention registered,True,True,True
1146,64,roofward,Fay,sun lens,Fay,craft,approach_resident,observed,glass stair,glass stair,False,0.98,0.98,0.06,0.066,attention cost,True,True,True
1147,64,archive,Toma,ink ribbon,Toma,craft,drop_object,returning,spool room,spool room,False,0.98,0.98,0.059,0.065,object attention registered,True,True,True
1148,64,signal,Milo,signal lens,Milo,craft,request_permission,granted,lantern walk,lantern walk,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1149,64,orchard,Mara,apple wrap,shared,care,wait_respectfully,observed,mud row,mud row,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
1151,64,riverbend,Lio,ridge lantern,Lio,signal,request_permission,granted,wet crossing,wet crossing,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1152,65,archive,Toma,ink ribbon,Toma,craft,request_permission,granted,spool room,spool room,False,0.98,0.98,0.065,0.061,permission negotiated,True,True,True
1155,65,repair_ring,Juno,insulated tongs,Juno,repair,move_forward,observed,wire bench,wire bench,False,0.98,0.98,0.058,0.057,ambient ownership awareness,True,True,True
1158,65,archive,Toma,clean cloth,shared,care,move_forward,observed,ink niche,ink niche,False,0.98,0.98,0.061,0.06,ambient ownership awareness,True,True,True
1161,65,repair_ring,Juno,bell gauge,Juno,diagnostic,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.057,0.063,object attention registered,True,True,True
1164,65,archive,Toma,ink ribbon,Toma,craft,drop_object,returning,spool room,spool room,False,0.98,0.98,0.06,0.066,object attention registered,True,True,True
1165,65,signal,Milo,signal lens,Milo,craft,request_permission,granted,lantern walk,lantern walk,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1167,65,repair_ring,Juno,insulated tongs,Juno,repair,listen_memory,observed,wire bench,wire bench,False,0.98,0.98,0.063,0.053,respectful pressure reduction,True,True,True
1168,65,riverbend,Lio,ridge lantern,Lio,signal,request_permission,granted,wet crossing,wet crossing,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1170,66,signal,Milo,signal lens,Milo,craft,wait_respectfully,observed,lantern walk,lantern walk,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
1173,66,riverbend,Lio,ridge lantern,Lio,signal,wait_respectfully,observed,wet crossing,wet crossing,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
1176,66,signal,Milo,mast rope,Milo,repair,turn_right,observed,arrival court,arrival court,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1178,66,repair_ring,Juno,bell gauge,Juno,diagnostic,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.053,0.059,object attention registered,True,True,True
1179,66,riverbend,Lio,dry shawl,shared,care,turn_right,observed,dry ridge,dry ridge,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
