tick_id,day,settlement_id,resident_id,protocol_step,avatar_choice,protocol_state,trust_before,trust_after,respect_delta,visible_body_response,greeting_card_visible,protocol_not_bypassed
946,53,glass_harbor,Puck,tap lantern rail,observe_before_speaking,respected,0.698,0.708,0.016,"resident turns toward avatar, shoulders lower",True,True
947,53,cinder_garden,Wren,repeat cool-hand sign,offer_greeting,partially_matched,0.654,0.66,0.01,"resident listens, then corrects sequence",True,True
948,53,lichen_bridge,Kio,touch rope post,ask_translation,partially_matched,0.768,0.774,0.01,"resident listens, then corrects sequence",True,True
949,53,orchid_engine,Cai,show palms to valve listener,repeat_local_phrase,partially_matched,0.832,0.838,0.01,"resident listens, then corrects sequence",True,True
950,53,moss_ward,Milo,wait for warm-cup phrase,offer_trade_good,neutral,0.69,0.692,0.003,resident waits for clearer intent,True,True
951,53,glass_harbor,Sera,pause at lamp pier,touch_restricted_object,warning,0.908,0.896,-0.018,resident steps between avatar and custom boundary,True,True
952,53,cinder_garden,Juno,wait at ash path,step_back,respected,0.818,0.828,0.016,"resident turns toward avatar, shoulders lower",True,True
953,53,lichen_bridge,Luma,wait for shared-bowl offer,ask_custom_reason,neutral,0.848,0.85,0.003,resident waits for clearer intent,True,True
954,54,moss_ward,Ari,stand by rain gate,offer_greeting,partially_matched,0.846,0.852,0.01,"resident listens, then corrects sequence",True,True
955,54,glass_harbor,Oren,tap lantern rail,ask_translation,partially_matched,0.786,0.792,0.01,"resident listens, then corrects sequence",True,True
956,54,cinder_garden,Vale,repeat cool-hand sign,repeat_local_phrase,partially_matched,0.888,0.894,0.01,"resident listens, then corrects sequence",True,True
957,54,lichen_bridge,Sol,touch rope post,offer_trade_good,neutral,0.72,0.722,0.003,resident waits for clearer intent,True,True
958,54,orchid_engine,Bea,show palms to valve listener,touch_restricted_object,warning,0.79,0.778,-0.018,resident steps between avatar and custom boundary,True,True
959,54,moss_ward,Fay,wait for warm-cup phrase,step_back,respected,0.808,0.818,0.016,"resident turns toward avatar, shoulders lower",True,True
960,54,glass_harbor,Puck,pause at lamp pier,ask_custom_reason,neutral,0.718,0.72,0.003,resident waits for clearer intent,True,True
961,54,cinder_garden,Wren,wait at ash path,interrupt_protocol,warning,0.662,0.65,-0.018,resident steps between avatar and custom boundary,True,True
962,54,lichen_bridge,Kio,wait for shared-bowl offer,wait_for_resident_lead,respected,0.784,0.794,0.016,"resident turns toward avatar, shoulders lower",True,True
963,54,orchid_engine,Cai,stand outside engine ring,observe_before_speaking,respected,0.84,0.85,0.016,"resident turns toward avatar, shoulders lower",True,True
964,54,moss_ward,Milo,show empty hands,offer_greeting,partially_matched,0.694,0.7,0.01,"resident listens, then corrects sequence",True,True
965,54,glass_harbor,Sera,accept tea-before-crossing,ask_translation,partially_matched,0.878,0.884,0.01,"resident listens, then corrects sequence",True,True
966,54,cinder_garden,Juno,bow to shade cloth,repeat_local_phrase,partially_matched,0.838,0.844,0.01,"resident listens, then corrects sequence",True,True
967,54,lichen_bridge,Luma,listen for signal hush,offer_trade_good,neutral,0.86,0.862,0.003,resident waits for clearer intent,True,True
968,54,orchid_engine,Dax,wait for orchid-cup,touch_restricted_object,warning,0.882,0.87,-0.018,resident steps between avatar and custom boundary,True,True
969,54,moss_ward,Tala,stand by rain gate,step_back,respected,0.716,0.726,0.016,"resident turns toward avatar, shoulders lower",True,True
970,54,glass_harbor,Nia,tap lantern rail,ask_custom_reason,neutral,0.878,0.88,0.003,resident waits for clearer intent,True,True
971,54,cinder_garden,Pax,repeat cool-hand sign,interrupt_protocol,warning,0.814,0.802,-0.018,resident steps between avatar and custom boundary,True,True
972,55,orchid_engine,Bea,stand outside engine ring,ask_translation,partially_matched,0.76,0.766,0.01,"resident listens, then corrects sequence",True,True
973,55,moss_ward,Fay,show empty hands,repeat_local_phrase,partially_matched,0.828,0.834,0.01,"resident listens, then corrects sequence",True,True
974,55,glass_harbor,Puck,accept tea-before-crossing,offer_trade_good,neutral,0.73,0.732,0.003,resident waits for clearer intent,True,True
975,55,cinder_garden,Wren,bow to shade cloth,touch_restricted_object,warning,0.64,0.628,-0.018,resident steps between avatar and custom boundary,True,True
976,55,lichen_bridge,Kio,listen for signal hush,step_back,respected,0.796,0.806,0.016,"resident turns toward avatar, shoulders lower",True,True
977,55,orchid_engine,Cai,wait for orchid-cup,ask_custom_reason,neutral,0.86,0.862,0.003,resident waits for clearer intent,True,True
978,55,moss_ward,Milo,stand by rain gate,interrupt_protocol,warning,0.702,0.69,-0.018,resident steps between avatar and custom boundary,True,True
979,55,glass_harbor,Sera,tap lantern rail,wait_for_resident_lead,respected,0.894,0.904,0.016,"resident turns toward avatar, shoulders lower",True,True
980,55,cinder_garden,Juno,repeat cool-hand sign,observe_before_speaking,respected,0.846,0.856,0.016,"resident turns toward avatar, shoulders lower",True,True
981,55,lichen_bridge,Luma,touch rope post,offer_greeting,partially_matched,0.864,0.87,0.01,"resident listens, then corrects sequence",True,True
982,55,orchid_engine,Dax,show palms to valve listener,ask_translation,partially_matched,0.852,0.858,0.01,"resident listens, then corrects sequence",True,True
983,55,moss_ward,Tala,wait for warm-cup phrase,repeat_local_phrase,partially_matched,0.736,0.742,0.01,"resident listens, then corrects sequence",True,True
984,55,glass_harbor,Nia,pause at lamp pier,offer_trade_good,neutral,0.89,0.892,0.003,resident waits for clearer intent,True,True
985,55,cinder_garden,Pax,wait at ash path,touch_restricted_object,warning,0.792,0.78,-0.018,resident steps between avatar and custom boundary,True,True
986,55,lichen_bridge,Rin,wait for shared-bowl offer,step_back,respected,0.704,0.714,0.016,"resident turns toward avatar, shoulders lower",True,True
987,55,orchid_engine,Eli,stand outside engine ring,ask_custom_reason,neutral,0.89,0.892,0.003,resident waits for clearer intent,True,True
988,55,moss_ward,Ari,show empty hands,interrupt_protocol,warning,0.854,0.842,-0.018,resident steps between avatar and custom boundary,True,True
989,55,glass_harbor,Oren,accept tea-before-crossing,wait_for_resident_lead,respected,0.802,0.812,0.016,"resident turns toward avatar, shoulders lower",True,True
990,56,lichen_bridge,Kio,touch rope post,repeat_local_phrase,partially_matched,0.816,0.822,0.01,"resident listens, then corrects sequence",True,True
991,56,orchid_engine,Cai,show palms to valve listener,offer_trade_good,neutral,0.872,0.874,0.003,resident waits for clearer intent,True,True
992,56,moss_ward,Milo,wait for warm-cup phrase,touch_restricted_object,warning,0.68,0.668,-0.018,resident steps between avatar and custom boundary,True,True
993,56,glass_harbor,Sera,pause at lamp pier,step_back,respected,0.906,0.916,0.016,"resident turns toward avatar, shoulders lower",True,True
994,56,cinder_garden,Juno,wait at ash path,ask_custom_reason,neutral,0.866,0.868,0.003,resident waits for clearer intent,True,True
995,56,lichen_bridge,Luma,wait for shared-bowl offer,interrupt_protocol,warning,0.872,0.86,-0.018,resident steps between avatar and custom boundary,True,True
996,56,orchid_engine,Dax,stand outside engine ring,wait_for_resident_lead,respected,0.868,0.878,0.016,"resident turns toward avatar, shoulders lower",True,True
997,56,moss_ward,Tala,show empty hands,observe_before_speaking,respected,0.744,0.754,0.016,"resident turns toward avatar, shoulders lower",True,True
998,56,glass_harbor,Nia,accept tea-before-crossing,offer_greeting,partially_matched,0.894,0.9,0.01,"resident listens, then corrects sequence",True,True
999,56,cinder_garden,Pax,bow to shade cloth,ask_translation,partially_matched,0.762,0.768,0.01,"resident listens, then corrects sequence",True,True
1000,56,lichen_bridge,Rin,listen for signal hush,repeat_local_phrase,partially_matched,0.724,0.73,0.01,"resident listens, then corrects sequence",True,True
1001,56,orchid_engine,Eli,wait for orchid-cup,offer_trade_good,neutral,0.902,0.904,0.003,resident waits for clearer intent,True,True
1002,56,moss_ward,Ari,stand by rain gate,touch_restricted_object,warning,0.832,0.82,-0.018,resident steps between avatar and custom boundary,True,True
1003,56,glass_harbor,Oren,tap lantern rail,step_back,respected,0.814,0.824,0.016,"resident turns toward avatar, shoulders lower",True,True
1004,56,cinder_garden,Vale,repeat cool-hand sign,ask_custom_reason,neutral,0.896,0.898,0.003,resident waits for clearer intent,True,True
1005,56,lichen_bridge,Sol,touch rope post,interrupt_protocol,warning,0.724,0.712,-0.018,resident steps between avatar and custom boundary,True,True
1006,56,orchid_engine,Bea,show palms to valve listener,wait_for_resident_lead,respected,0.776,0.786,0.016,"resident turns toward avatar, shoulders lower",True,True
1007,56,moss_ward,Fay,wait for warm-cup phrase,observe_before_speaking,respected,0.836,0.846,0.016,"resident turns toward avatar, shoulders lower",True,True
1008,57,cinder_garden,Juno,bow to shade cloth,offer_trade_good,neutral,0.878,0.88,0.003,resident waits for clearer intent,True,True
1009,57,lichen_bridge,Luma,listen for signal hush,touch_restricted_object,warning,0.85,0.838,-0.018,resident steps between avatar and custom boundary,True,True
1010,57,orchid_engine,Dax,wait for orchid-cup,step_back,respected,0.88,0.89,0.016,"resident turns toward avatar, shoulders lower",True,True
1011,57,moss_ward,Tala,stand by rain gate,ask_custom_reason,neutral,0.764,0.766,0.003,resident waits for clearer intent,True,True
1012,57,glass_harbor,Nia,tap lantern rail,interrupt_protocol,warning,0.902,0.89,-0.018,resident steps between avatar and custom boundary,True,True
1013,57,cinder_garden,Pax,repeat cool-hand sign,wait_for_resident_lead,respected,0.778,0.788,0.016,"resident turns toward avatar, shoulders lower",True,True
1014,57,lichen_bridge,Rin,touch rope post,observe_before_speaking,respected,0.732,0.742,0.016,"resident turns toward avatar, shoulders lower",True,True
1015,57,orchid_engine,Eli,show palms to valve listener,offer_greeting,partially_matched,0.906,0.912,0.01,"resident listens, then corrects sequence",True,True
1016,57,moss_ward,Ari,wait for warm-cup phrase,ask_translation,partially_matched,0.802,0.808,0.01,"resident listens, then corrects sequence",True,True
1017,57,glass_harbor,Oren,pause at lamp pier,repeat_local_phrase,partially_matched,0.834,0.84,0.01,"resident listens, then corrects sequence",True,True
1018,57,cinder_garden,Vale,wait at ash path,offer_trade_good,neutral,0.908,0.91,0.003,resident waits for clearer intent,True,True
1019,57,lichen_bridge,Sol,wait for shared-bowl offer,touch_restricted_object,warning,0.702,0.69,-0.018,resident steps between avatar and custom boundary,True,True
1020,57,orchid_engine,Bea,stand outside engine ring,step_back,respected,0.788,0.798,0.016,"resident turns toward avatar, shoulders lower",True,True
1021,57,moss_ward,Fay,show empty hands,ask_custom_reason,neutral,0.856,0.858,0.003,resident waits for clearer intent,True,True
1022,57,glass_harbor,Puck,accept tea-before-crossing,interrupt_protocol,warning,0.734,0.722,-0.018,resident steps between avatar and custom boundary,True,True
1023,57,cinder_garden,Wren,bow to shade cloth,wait_for_resident_lead,respected,0.61,0.62,0.016,"resident turns toward avatar, shoulders lower",True,True
1024,57,lichen_bridge,Kio,listen for signal hush,observe_before_speaking,respected,0.824,0.834,0.016,"resident turns toward avatar, shoulders lower",True,True
1025,57,orchid_engine,Cai,wait for orchid-cup,offer_greeting,partially_matched,0.876,0.882,0.01,"resident listens, then corrects sequence",True,True
1026,58,glass_harbor,Nia,pause at lamp pier,touch_restricted_object,warning,0.88,0.868,-0.018,resident steps between avatar and custom boundary,True,True
1027,58,cinder_garden,Pax,wait at ash path,step_back,respected,0.79,0.8,0.016,"resident turns toward avatar, shoulders lower",True,True
1028,58,lichen_bridge,Rin,wait for shared-bowl offer,ask_custom_reason,neutral,0.752,0.754,0.003,resident waits for clearer intent,True,True
1029,58,orchid_engine,Eli,stand outside engine ring,interrupt_protocol,warning,0.914,0.902,-0.018,resident steps between avatar and custom boundary,True,True
1030,58,moss_ward,Ari,show empty hands,wait_for_resident_lead,respected,0.818,0.828,0.016,"resident turns toward avatar, shoulders lower",True,True
1031,58,glass_harbor,Oren,accept tea-before-crossing,observe_before_speaking,respected,0.842,0.852,0.016,"resident turns toward avatar, shoulders lower",True,True
1032,58,cinder_garden,Vale,bow to shade cloth,offer_greeting,partially_matched,0.912,0.918,0.01,"resident listens, then corrects sequence",True,True
1033,58,lichen_bridge,Sol,listen for signal hush,ask_translation,partially_matched,0.672,0.678,0.01,"resident listens, then corrects sequence",True,True
1034,58,orchid_engine,Bea,wait for orchid-cup,repeat_local_phrase,partially_matched,0.808,0.814,0.01,"resident listens, then corrects sequence",True,True
1035,58,moss_ward,Fay,stand by rain gate,offer_trade_good,neutral,0.868,0.87,0.003,resident waits for clearer intent,True,True
1036,58,glass_harbor,Puck,tap lantern rail,touch_restricted_object,warning,0.712,0.7,-0.018,resident steps between avatar and custom boundary,True,True
1037,58,cinder_garden,Wren,repeat cool-hand sign,step_back,respected,0.622,0.632,0.016,"resident turns toward avatar, shoulders lower",True,True
1038,58,lichen_bridge,Kio,touch rope post,ask_custom_reason,neutral,0.844,0.846,0.003,resident waits for clearer intent,True,True
1039,58,orchid_engine,Cai,show palms to valve listener,interrupt_protocol,warning,0.884,0.872,-0.018,resident steps between avatar and custom boundary,True,True
1040,58,moss_ward,Milo,wait for warm-cup phrase,wait_for_resident_lead,respected,0.65,0.66,0.016,"resident turns toward avatar, shoulders lower",True,True
1041,58,glass_harbor,Sera,pause at lamp pier,observe_before_speaking,respected,0.926,0.936,0.016,"resident turns toward avatar, shoulders lower",True,True
1042,58,cinder_garden,Juno,wait at ash path,offer_greeting,partially_matched,0.882,0.888,0.01,"resident listens, then corrects sequence",True,True
