tick_id,agent_id,trace_event,payload_hash,public_selector,expected_public_signal,observed_public_signal,private_fields_redacted,replay_exportable,deterministic_order
0,Ari,public_ego_expression,v36-125837,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.51,Ari: turns away with object shielded; consent=no; respect=0.51,True,True,1
1362,Juno,public_ego_expression,v36-195970,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.08,Juno: turns away with object shielded; consent=no; respect=0.08,True,True,778
1363,Ari,public_ego_expression,v36-168769,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.83,Ari: turns away with object shielded; consent=no; respect=0.83,True,True,779
1365,Nia,public_ego_expression,v36-168398,#ego-Nia,Nia: turns away with object shielded; consent=no; respect=0.64,Nia: turns away with object shielded; consent=no; respect=0.64,True,True,780
1367,Ivo,public_ego_expression,v36-934580,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.96,Ivo: softens and faces avatar; consent=yes; respect=0.96,True,True,781
1368,Juno,public_ego_expression,v36-259218,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.04,Juno: turns away with object shielded; consent=no; respect=0.04,True,True,782
1370,Fay,public_ego_expression,v36-173920,#ego-Fay,Fay: hands open near the ledger; consent=no; respect=0.11,Fay: hands open near the ledger; consent=no; respect=0.11,True,True,783
1372,Milo,public_ego_expression,v36-379616,#ego-Milo,Milo: lantern held between body and road; consent=no; respect=0.15,Milo: lantern held between body and road; consent=no; respect=0.15,True,True,784
1373,Ivo,public_ego_expression,v36-233991,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.90,Ivo: turns away with object shielded; consent=no; respect=0.90,True,True,785
1375,Ari,public_ego_expression,v36-351271,#ego-Ari,Ari: shoulders angled toward the ridge; consent=no; respect=0.87,Ari: shoulders angled toward the ridge; consent=no; respect=0.87,True,True,786
1377,Nia,public_ego_expression,v36-113709,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.65,Nia: chin lifted toward the spool; consent=yes_later; respect=0.65,True,True,787
1379,Ivo,public_ego_expression,v36-031087,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.96,Ivo: softens and faces avatar; consent=yes; respect=0.96,True,True,788
1380,Juno,public_ego_expression,v36-195968,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.04,Juno: turns away with object shielded; consent=no; respect=0.04,True,True,789
1382,Fay,public_ego_expression,v36-206082,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.15,Fay: hands open near the ledger; consent=yes_later; respect=0.15,True,True,790
1384,Milo,public_ego_expression,v36-413217,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.19,Milo: lantern held between body and road; consent=yes_later; respect=0.19,True,True,791
1387,Ari,public_ego_expression,v36-384012,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.90,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.90,True,True,792
1389,Nia,public_ego_expression,v36-004506,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.71,Nia: softens and faces avatar; consent=yes; respect=0.71,True,True,793
1390,Milo,public_ego_expression,v36-955225,#ego-Milo,Milo: softens and faces avatar; consent=yes; respect=0.25,Milo: softens and faces avatar; consent=yes; respect=0.25,True,True,794
1391,Ivo,public_ego_expression,v36-146906,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.96,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.96,True,True,795
1392,Juno,public_ego_expression,v36-285215,#ego-Juno,Juno: elbows tucked around the wire; consent=no; respect=0.08,Juno: elbows tucked around the wire; consent=no; respect=0.08,True,True,796
1394,Fay,public_ego_expression,v36-232109,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.08,Fay: turns away with object shielded; consent=no; respect=0.08,True,True,797
1395,Nia,public_ego_expression,v36-231534,#ego-Nia,Nia: chin lifted toward the spool; consent=no; respect=0.75,Nia: chin lifted toward the spool; consent=no; respect=0.75,True,True,798
1396,Milo,public_ego_expression,v36-257496,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.18,Milo: turns away with object shielded; consent=no; respect=0.18,True,True,799
1399,Ari,public_ego_expression,v36-232249,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.84,Ari: turns away with object shielded; consent=no; respect=0.84,True,True,800
1401,Nia,public_ego_expression,v36-927189,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.81,Nia: softens and faces avatar; consent=yes; respect=0.81,True,True,801
1403,Ivo,public_ego_expression,v36-200451,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.96,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.96,True,True,802
1404,Juno,public_ego_expression,v36-316016,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.11,Juno: elbows tucked around the wire; consent=yes_later; respect=0.11,True,True,803
1406,Fay,public_ego_expression,v36-169134,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.04,Fay: turns away with object shielded; consent=no; respect=0.04,True,True,804
1408,Milo,public_ego_expression,v36-194255,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.12,Milo: turns away with object shielded; consent=no; respect=0.12,True,True,805
1411,Ari,public_ego_expression,v36-167770,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.77,Ari: turns away with object shielded; consent=no; respect=0.77,True,True,806
1412,Fay,public_ego_expression,v36-003740,#ego-Fay,Fay: softens and faces avatar; consent=yes; respect=0.10,Fay: softens and faces avatar; consent=yes; respect=0.10,True,True,807
1413,Nia,public_ego_expression,v36-929466,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.87,Nia: softens and faces avatar; consent=yes; respect=0.87,True,True,808
1415,Ivo,public_ego_expression,v36-264232,#ego-Ivo,Ivo: one palm over the satchel cord; consent=no; respect=0.96,Ivo: one palm over the satchel cord; consent=no; respect=0.96,True,True,809
1416,Juno,public_ego_expression,v36-258219,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.05,Juno: turns away with object shielded; consent=no; respect=0.05,True,True,810
1417,Ari,public_ego_expression,v36-230752,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.71,Ari: turns away with object shielded; consent=no; respect=0.71,True,True,811
1418,Fay,public_ego_expression,v36-174425,#ego-Fay,Fay: hands open near the ledger; consent=no; respect=0.14,Fay: hands open near the ledger; consent=no; respect=0.14,True,True,812
1420,Milo,public_ego_expression,v36-258467,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.13,Milo: lantern held between body and road; consent=yes_later; respect=0.13,True,True,813
1423,Ari,public_ego_expression,v36-229940,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.72,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.72,True,True,814
1425,Nia,public_ego_expression,v36-025973,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.93,Nia: softens and faces avatar; consent=yes; respect=0.93,True,True,815
1427,Ivo,public_ego_expression,v36-233994,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.90,Ivo: turns away with object shielded; consent=no; respect=0.90,True,True,816
1428,Ari,public_ego_expression,v36-231085,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.65,Ari: turns away with object shielded; consent=no; respect=0.65,True,True,817
1430,Nia,public_ego_expression,v36-229210,#ego-Nia,Nia: turns away with object shielded; consent=no; respect=0.86,Nia: turns away with object shielded; consent=no; respect=0.86,True,True,818
1432,Ivo,public_ego_expression,v36-931635,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.96,Ivo: softens and faces avatar; consent=yes; respect=0.96,True,True,819
1435,Fay,public_ego_expression,v36-929755,#ego-Fay,Fay: softens and faces avatar; consent=yes; respect=0.20,Fay: softens and faces avatar; consent=yes; respect=0.20,True,True,820
1437,Milo,public_ego_expression,v36-315387,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.14,Milo: lantern held between body and road; consent=yes_later; respect=0.14,True,True,821
1439,Juno,public_ego_expression,v36-161878,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.04,Juno: turns away with object shielded; consent=no; respect=0.04,True,True,822
