tick,day,speaker,listener,bystander,action,consequence,speaker_trust_delta,listener_trust_delta,bystander_trust_delta,group_mood_before,group_mood_after,replayable,not_overdriven
790,44,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.356268,0.355968,True,True
791,44,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.35497,0.36917,True,True
792,45,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.385951,0.394751,True,True
793,45,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.382875,0.384025,True,True
794,45,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.379923,0.376823,True,True
795,45,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.377096,0.391296,True,True
796,45,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.374399,0.383199,True,True
797,45,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.371832,0.374132,True,True
798,45,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.369399,0.378199,True,True
799,45,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.367101,0.368251,True,True
800,45,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.364941,0.361841,True,True
801,45,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.36292,0.37712,True,True
802,45,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.361041,0.369841,True,True
803,45,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.359305,0.361605,True,True
804,45,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.357713,0.366513,True,True
805,45,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.356268,0.357418,True,True
806,45,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.35497,0.35187,True,True
807,45,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.35382,0.36802,True,True
808,45,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.35282,0.36162,True,True
809,45,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.35197,0.35427,True,True
810,46,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.377096,0.376796,True,True
811,46,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.374399,0.375549,True,True
812,46,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.371832,0.371532,True,True
813,46,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.369399,0.374499,True,True
814,46,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.367101,0.375901,True,True
815,46,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.364941,0.370041,True,True
816,46,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.36292,0.36262,True,True
817,46,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.361041,0.362191,True,True
818,46,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.359305,0.359005,True,True
819,46,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.357713,0.362813,True,True
820,46,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.356268,0.365068,True,True
821,46,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.35497,0.36007,True,True
822,46,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.35382,0.35352,True,True
823,46,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.35282,0.35397,True,True
824,46,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.35197,0.35167,True,True
825,46,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.351272,0.356372,True,True
826,46,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.350725,0.359525,True,True
827,46,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.350331,0.355431,True,True
828,47,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.369399,0.378199,True,True
829,47,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.367101,0.356351,True,True
830,47,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.364941,0.373741,True,True
831,47,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.36292,0.37712,True,True
832,47,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.361041,0.357941,True,True
833,47,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.359305,0.373505,True,True
834,47,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.357713,0.366513,True,True
835,47,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.356268,0.345518,True,True
836,47,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.35497,0.36377,True,True
837,47,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.35382,0.36802,True,True
838,47,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.35282,0.34972,True,True
839,47,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.35197,0.36617,True,True
840,47,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.351272,0.360072,True,True
841,47,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.350725,0.339975,True,True
842,47,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.350331,0.359131,True,True
843,47,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.350089,0.364289,True,True
844,47,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.35,0.3469,True,True
845,47,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.350065,0.364265,True,True
846,48,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.36292,0.37172,True,True
847,48,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.361041,0.353091,True,True
848,48,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.359305,0.359005,True,True
849,48,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.357713,0.371913,True,True
850,48,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.356268,0.355968,True,True
851,48,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.35497,0.36007,True,True
852,48,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.35382,0.36262,True,True
853,48,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.35282,0.34487,True,True
854,48,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.35197,0.35167,True,True
855,48,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.351272,0.365472,True,True
856,48,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.350725,0.350425,True,True
857,48,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.350331,0.355431,True,True
858,48,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.350089,0.358889,True,True
859,48,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.35,0.34205,True,True
860,48,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.350065,0.349765,True,True
861,48,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.350282,0.364482,True,True
862,48,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.350652,0.350352,True,True
863,48,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.351174,0.356274,True,True
864,49,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.357713,0.354613,True,True
865,49,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.356268,0.357418,True,True
866,49,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.35497,0.36377,True,True
867,49,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.35382,0.35612,True,True
868,49,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.35282,0.36162,True,True
869,49,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.35197,0.36617,True,True
870,49,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.351272,0.348172,True,True
871,49,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.350725,0.351875,True,True
872,49,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.350331,0.359131,True,True
873,49,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.350089,0.352389,True,True
874,49,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.35,0.3588,True,True
875,49,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.350065,0.364265,True,True
876,49,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.350282,0.347182,True,True
877,49,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.350652,0.351802,True,True
878,49,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.351174,0.359974,True,True
879,49,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.351849,0.354149,True,True
880,49,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.352674,0.361474,True,True
881,49,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.353651,0.367851,True,True
882,50,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.35382,0.35352,True,True
883,50,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.35282,0.34487,True,True
884,50,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.35197,0.36077,True,True
885,50,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.351272,0.356372,True,True
886,50,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.350725,0.350425,True,True
887,50,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.350331,0.364531,True,True
888,50,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.350089,0.349789,True,True
889,50,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.35,0.34205,True,True
890,50,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.350065,0.358865,True,True
891,50,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.350282,0.355382,True,True
892,50,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.350652,0.350352,True,True
893,50,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.351174,0.365374,True,True
894,50,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.351849,0.351549,True,True
895,50,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.352674,0.344724,True,True
896,50,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.353651,0.362451,True,True
897,50,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.354776,0.359876,True,True
898,50,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.356051,0.355751,True,True
899,50,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.357473,0.371673,True,True
900,51,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.351272,0.360072,True,True
901,51,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.350725,0.351875,True,True
902,51,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.350331,0.347231,True,True
903,51,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.350089,0.364289,True,True
904,51,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.35,0.3588,True,True
905,51,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.350065,0.352365,True,True
906,51,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.350282,0.359082,True,True
907,51,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.350652,0.351802,True,True
908,51,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.351174,0.348074,True,True
909,51,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.351849,0.366049,True,True
910,51,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.352674,0.361474,True,True
911,51,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.353651,0.355951,True,True
912,51,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.354776,0.363576,True,True
913,51,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.356051,0.357201,True,True
914,51,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.357473,0.354373,True,True
915,51,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.359042,0.373242,True,True
916,51,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.360755,0.369555,True,True
917,51,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.362612,0.364912,True,True
918,52,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.350089,0.349789,True,True
919,52,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.35,0.35115,True,True
920,52,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.350065,0.349765,True,True
921,52,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.350282,0.355382,True,True
922,52,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.350652,0.359452,True,True
923,52,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.351174,0.356274,True,True
924,52,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.351849,0.351549,True,True
925,52,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.352674,0.353824,True,True
926,52,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.353651,0.353351,True,True
927,52,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.354776,0.359876,True,True
928,52,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.356051,0.364851,True,True
929,52,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.357473,0.362573,True,True
930,52,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.359042,0.358742,True,True
931,52,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.360755,0.361905,True,True
932,52,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.362612,0.362312,True,True
933,52,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.36461,0.36971,True,True
934,52,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.366748,0.375548,True,True
935,52,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.369024,0.374124,True,True
936,53,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.350282,0.359082,True,True
937,53,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.350652,0.339902,True,True
938,53,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.351174,0.359974,True,True
939,53,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.351849,0.366049,True,True
940,53,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.352674,0.349574,True,True
941,53,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.353651,0.367851,True,True
942,53,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.354776,0.363576,True,True
943,53,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.356051,0.345301,True,True
944,53,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.357473,0.366273,True,True
945,53,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.359042,0.373242,True,True
946,53,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.360755,0.357655,True,True
947,53,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.362612,0.376812,True,True
948,53,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.36461,0.37341,True,True
949,53,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.366748,0.355998,True,True
950,53,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.369024,0.377824,True,True
951,53,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.371436,0.385636,True,True
952,53,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.373981,0.370881,True,True
953,53,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.376658,0.390858,True,True
954,54,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.351849,0.360649,True,True
955,54,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.352674,0.344724,True,True
956,54,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.353651,0.353351,True,True
957,54,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.354776,0.368976,True,True
958,54,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.356051,0.355751,True,True
959,54,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.357473,0.362573,True,True
960,54,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.359042,0.367842,True,True
961,54,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.360755,0.352805,True,True
962,54,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.362612,0.362312,True,True
963,54,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.36461,0.37881,True,True
964,54,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.366748,0.366448,True,True
965,54,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.369024,0.374124,True,True
966,54,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.371436,0.380236,True,True
967,54,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.373981,0.366031,True,True
968,54,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.376658,0.376358,True,True
969,54,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.379464,0.393664,True,True
970,54,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.382396,0.382096,True,True
