tick_id,day,settlement_id,resident_id,help_offer,resident_boundary,response,refusal_present,refusal_respected,autonomy_before,autonomy_after,trust_before,trust_after,useful_without_coercion
1170,66,moss_ward,Ari,step back,do not move root ledger,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1173,66,lichen_bridge,Sol,repair together,do not step on tension rope,resident accepts bounded help,False,True,0.878,0.882,0.93,0.936,True
1174,66,orchid_engine,Bea,watch route,keep gear lane open,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1176,66,glass_harbor,Puck,step back,do not dim lamp,resident keeps plan ownership,False,True,0.9,0.91,0.94,0.94,True
1179,66,orchid_engine,Cai,repair together,do not turn valve key,resident accepts bounded help,False,True,0.84,0.844,0.908,0.914,True
1182,66,cinder_garden,Juno,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1183,66,lichen_bridge,Luma,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.852,0.862,0.94,0.94,True
1185,66,moss_ward,Tala,repair together,do not move root ledger,resident accepts bounded help,False,True,0.886,0.89,0.892,0.898,True
1188,67,orchid_engine,Bea,wait for resident lead,keep gear lane open,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1189,67,moss_ward,Fay,carry object,rain path first,resident accepts bounded help,False,True,0.864,0.868,0.94,0.94,True
1191,67,cinder_garden,Wren,watch route,shade caller leads,resident accepts bounded help,False,True,0.884,0.888,0.912,0.918,True
1192,67,lichen_bridge,Kio,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1194,67,moss_ward,Milo,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.83,0.84,0.94,0.94,True
1197,67,lichen_bridge,Luma,watch route,signal keeper answers,resident accepts bounded help,False,True,0.862,0.866,0.94,0.94,True
1198,67,orchid_engine,Dax,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.86,0.864,0.94,0.94,True
1200,67,glass_harbor,Nia,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1203,67,orchid_engine,Eli,watch route,keep gear lane open,resident accepts bounded help,False,True,0.876,0.88,0.94,0.94,True
1204,67,moss_ward,Ari,translate phrase,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1205,67,glass_harbor,Oren,step back,do not dim lamp,resident keeps plan ownership,False,True,0.834,0.844,0.908,0.914,True
1206,68,lichen_bridge,Kio,carry object,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1207,68,orchid_engine,Cai,repair together,do not turn valve key,resident accepts bounded help,False,True,0.844,0.848,0.926,0.932,True
1209,68,glass_harbor,Sera,translate phrase,tea before crossing,resident accepts bounded help,False,True,0.876,0.88,0.892,0.898,True
1211,68,lichen_bridge,Luma,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.866,0.876,0.94,0.94,True
1212,68,orchid_engine,Dax,carry object,orchid keeper decides,resident refuses; avatar records boundary and steps back,True,True,0.864,0.878,0.94,0.94,True
1215,68,cinder_garden,Pax,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.882,0.886,0.94,0.94,True
1218,68,moss_ward,Ari,carry object,rain path first,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1221,68,lichen_bridge,Sol,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.882,0.886,0.94,0.94,True
1222,68,orchid_engine,Bea,step back,do not turn valve key,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1224,69,cinder_garden,Juno,repair together,do not cross seed rows,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1227,69,moss_ward,Tala,step back,do not move root ledger,resident keeps plan ownership,False,True,0.89,0.9,0.906,0.912,True
1229,69,cinder_garden,Pax,carry object,cool bowl shared,resident accepts bounded help,False,True,0.886,0.89,0.94,0.94,True
1230,69,lichen_bridge,Rin,repair together,do not step on tension rope,resident accepts bounded help,False,True,0.852,0.856,0.94,0.94,True
1231,69,orchid_engine,Eli,watch route,keep gear lane open,resident accepts bounded help,False,True,0.88,0.884,0.94,0.94,True
1232,69,moss_ward,Ari,translate phrase,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1233,69,glass_harbor,Oren,step back,do not dim lamp,resident keeps plan ownership,False,True,0.844,0.854,0.918,0.924,True
1234,69,cinder_garden,Vale,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.874,0.884,0.94,0.94,True
1236,69,orchid_engine,Bea,repair together,do not turn valve key,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1239,69,cinder_garden,Wren,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.888,0.898,0.922,0.928,True
1240,69,lichen_bridge,Kio,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1242,70,glass_harbor,Nia,watch route,net keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1243,70,cinder_garden,Pax,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.89,0.894,0.94,0.94,True
1245,70,orchid_engine,Eli,wait for resident lead,keep gear lane open,resident keeps plan ownership,False,True,0.884,0.894,0.94,0.94,True
1246,70,moss_ward,Ari,carry object,rain path first,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1247,70,glass_harbor,Oren,repair together,do not dim lamp,resident accepts bounded help,False,True,0.854,0.858,0.924,0.93,True
1248,70,cinder_garden,Vale,watch route,shade caller leads,resident accepts bounded help,False,True,0.884,0.888,0.94,0.94,True
1249,70,lichen_bridge,Sol,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.886,0.89,0.94,0.94,True
1251,70,moss_ward,Fay,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.868,0.878,0.94,0.94,True
1252,70,glass_harbor,Puck,carry object,tea before crossing,resident refuses; avatar records boundary and steps back,True,True,0.91,0.924,0.94,0.94,True
1253,70,cinder_garden,Wren,repair together,do not cross seed rows,resident refuses; avatar records boundary and steps back,True,True,0.898,0.912,0.928,0.932,True
1254,70,lichen_bridge,Kio,watch route,signal keeper answers,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1257,70,glass_harbor,Sera,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.88,0.89,0.898,0.904,True
1260,71,moss_ward,Ari,translate phrase,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1261,71,glass_harbor,Oren,step back,do not dim lamp,resident keeps plan ownership,False,True,0.858,0.868,0.934,0.94,True
1263,71,lichen_bridge,Sol,carry object,meal room welcomes,resident accepts bounded help,False,True,0.89,0.894,0.94,0.94,True
1264,71,orchid_engine,Bea,repair together,do not turn valve key,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1266,71,glass_harbor,Puck,translate phrase,tea before crossing,resident accepts bounded help,False,True,0.924,0.928,0.94,0.94,True
1267,71,cinder_garden,Wren,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.912,0.922,0.936,0.94,True
1268,71,lichen_bridge,Kio,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1269,71,orchid_engine,Cai,carry object,orchid keeper decides,resident accepts bounded help,False,True,0.848,0.852,0.938,0.94,True
1270,71,moss_ward,Milo,repair together,do not move root ledger,resident accepts bounded help,False,True,0.84,0.844,0.94,0.94,True
1272,71,cinder_garden,Juno,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1274,71,orchid_engine,Dax,wait for resident lead,keep gear lane open,resident keeps plan ownership,False,True,0.878,0.888,0.94,0.94,True
1275,71,moss_ward,Tala,carry object,rain path first,resident accepts bounded help,False,True,0.9,0.904,0.912,0.918,True
1278,72,orchid_engine,Bea,step back,do not turn valve key,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1281,72,cinder_garden,Wren,repair together,do not cross seed rows,resident refuses; avatar records boundary and steps back,True,True,0.922,0.936,0.94,0.94,True
1282,72,lichen_bridge,Kio,watch route,signal keeper answers,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1284,72,moss_ward,Milo,step back,do not move root ledger,resident keeps plan ownership,False,True,0.844,0.854,0.94,0.94,True
1285,72,glass_harbor,Sera,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.89,0.9,0.918,0.924,True
1287,72,lichen_bridge,Luma,repair together,do not step on tension rope,resident accepts bounded help,False,True,0.876,0.88,0.94,0.94,True
1288,72,orchid_engine,Dax,watch route,keep gear lane open,resident accepts bounded help,False,True,0.888,0.892,0.94,0.94,True
1290,72,glass_harbor,Nia,step back,do not dim lamp,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1292,72,lichen_bridge,Rin,carry object,meal room welcomes,resident refuses; avatar records boundary and steps back,True,True,0.856,0.87,0.94,0.94,True
1293,72,orchid_engine,Eli,repair together,do not turn valve key,resident accepts bounded help,False,True,0.894,0.898,0.94,0.94,True
1296,73,lichen_bridge,Kio,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1299,73,glass_harbor,Sera,watch route,net keeper decides,resident accepts bounded help,False,True,0.9,0.904,0.924,0.93,True
1301,73,lichen_bridge,Luma,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.88,0.89,0.94,0.94,True
1302,73,orchid_engine,Dax,wait for resident lead,keep gear lane open,resident keeps plan ownership,False,True,0.892,0.902,0.94,0.94,True
1304,73,glass_harbor,Nia,repair together,do not dim lamp,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1305,73,cinder_garden,Pax,watch route,shade caller leads,resident accepts bounded help,False,True,0.894,0.898,0.94,0.94,True
1307,73,orchid_engine,Eli,step back,do not turn valve key,resident keeps plan ownership,False,True,0.898,0.908,0.94,0.94,True
1308,73,moss_ward,Ari,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1309,73,glass_harbor,Oren,carry object,tea before crossing,resident refuses; avatar records boundary and steps back,True,True,0.868,0.882,0.94,0.94,True
1311,73,lichen_bridge,Sol,watch route,signal keeper answers,resident accepts bounded help,False,True,0.894,0.898,0.94,0.94,True
1314,74,cinder_garden,Juno,carry object,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1315,74,lichen_bridge,Luma,repair together,do not step on tension rope,resident accepts bounded help,False,True,0.89,0.894,0.94,0.94,True
1316,74,orchid_engine,Dax,watch route,keep gear lane open,resident accepts bounded help,False,True,0.902,0.906,0.94,0.94,True
1317,74,moss_ward,Tala,translate phrase,rain path first,resident accepts bounded help,False,True,0.904,0.908,0.93,0.936,True
1318,74,glass_harbor,Nia,step back,do not dim lamp,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1319,74,cinder_garden,Pax,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.898,0.908,0.94,0.94,True
1320,74,lichen_bridge,Rin,carry object,meal room welcomes,resident refuses; avatar records boundary and steps back,True,True,0.87,0.884,0.94,0.94,True
1322,74,moss_ward,Ari,watch route,ask before loom repair,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1323,74,glass_harbor,Oren,translate phrase,tea before crossing,resident accepts bounded help,False,True,0.882,0.886,0.94,0.94,True
1324,74,cinder_garden,Vale,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.888,0.898,0.94,0.94,True
1326,74,orchid_engine,Bea,carry object,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1329,74,cinder_garden,Wren,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.936,0.94,0.94,0.94,True
1330,74,lichen_bridge,Kio,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1332,75,glass_harbor,Nia,repair together,do not dim lamp,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1335,75,orchid_engine,Eli,step back,do not turn valve key,resident keeps plan ownership,False,True,0.908,0.918,0.94,0.94,True
1337,75,glass_harbor,Oren,carry object,tea before crossing,resident refuses; avatar records boundary and steps back,True,True,0.886,0.9,0.94,0.94,True
1338,75,cinder_garden,Vale,repair together,do not cross seed rows,resident accepts bounded help,False,True,0.898,0.902,0.94,0.94,True
1341,75,moss_ward,Fay,step back,do not move root ledger,resident keeps plan ownership,False,True,0.878,0.888,0.94,0.94,True
1342,75,glass_harbor,Puck,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.928,0.938,0.94,0.94,True
1344,75,lichen_bridge,Kio,repair together,do not step on tension rope,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1346,75,moss_ward,Milo,translate phrase,rain path first,resident accepts bounded help,False,True,0.854,0.858,0.94,0.94,True
1347,75,glass_harbor,Sera,step back,do not dim lamp,resident keeps plan ownership,False,True,0.904,0.914,0.93,0.936,True
1350,76,moss_ward,Ari,watch route,ask before loom repair,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1351,76,glass_harbor,Oren,translate phrase,tea before crossing,resident accepts bounded help,False,True,0.9,0.904,0.94,0.94,True
1353,76,lichen_bridge,Sol,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.898,0.908,0.94,0.94,True
1356,76,glass_harbor,Puck,watch route,net keeper decides,resident accepts bounded help,False,True,0.938,0.94,0.94,0.94,True
1358,76,lichen_bridge,Kio,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1359,76,orchid_engine,Cai,wait for resident lead,keep gear lane open,resident keeps plan ownership,False,True,0.852,0.862,0.94,0.94,True
1360,76,moss_ward,Milo,carry object,rain path first,resident refuses; avatar records boundary and steps back,True,True,0.858,0.872,0.94,0.94,True
