tick_id,day,settlement_id,resident_a,resident_b,mediator_id,role_a,role_b,contested_duty,conflict_reason,mediation_state,fairness_before,fairness_after,resentment_before,resentment_after,visible_mediation_card,bounded_conflict
1088,61,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1090,61,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,loan priority conflict,mediated by household role,1.0,1.0,0.012,0.004,True,True
1092,61,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,deferred with visible queue,1.0,0.994,0.0,0.006,True,True
1094,61,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1096,61,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1098,62,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.296,0.288,True,True
1100,62,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,loan priority conflict,mediated by household role,0.994,1.0,0.358,0.35,True,True
1102,62,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.296,0.288,True,True
1104,62,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.388,0.38,True,True
1106,62,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,deferred with visible queue,1.0,0.994,0.246,0.252,True,True
1108,62,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.388,0.38,True,True
1110,62,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,loan priority conflict,mediated by household role,1.0,1.0,0.298,0.29,True,True
1112,62,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,0.994,1.0,0.36,0.352,True,True
1114,62,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.286,0.278,True,True
1116,63,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1118,63,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,1.0,1.0,0.004,0.0,True,True
1120,63,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,loan priority conflict,deferred with visible queue,0.994,0.988,0.006,0.012,True,True
1122,63,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1124,63,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1126,63,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,0.988,0.998,0.0,0.0,True,True
1128,63,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1130,63,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
1132,63,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,0.998,1.0,0.012,0.004,True,True
1134,64,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,deferred with visible queue,1.0,0.994,0.282,0.288,True,True
1136,64,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.41,0.402,True,True
1138,64,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.298,0.29,True,True
1140,64,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,loan priority conflict,mediated by household role,0.994,1.0,0.362,0.354,True,True
1142,64,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.276,0.268,True,True
1144,64,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.4,0.392,True,True
1146,64,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.298,0.29,True,True
1148,64,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,deferred with visible queue,1.0,0.994,0.412,0.418,True,True
1150,64,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,loan priority conflict,mediated by household role,1.0,1.0,0.3,0.292,True,True
1152,65,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1154,65,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1156,65,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1158,65,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1160,65,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,loan priority conflict,mediated by household role,1.0,1.0,0.004,0.0,True,True
1162,65,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,deferred with visible queue,1.0,0.994,0.0,0.006,True,True
1164,65,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1166,65,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1168,65,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
1170,66,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,loan priority conflict,mediated by household role,0.994,1.0,0.264,0.256,True,True
1172,66,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.392,0.384,True,True
1174,66,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.31,0.302,True,True
1176,66,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,deferred with visible queue,1.0,0.994,0.458,0.464,True,True
1178,66,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.288,0.28,True,True
1180,66,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,loan priority conflict,mediated by household role,1.0,1.0,0.394,0.386,True,True
1182,66,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,0.994,1.0,0.254,0.246,True,True
1184,66,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.394,0.386,True,True
1186,66,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.312,0.304,True,True
1188,67,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1190,67,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,loan priority conflict,deferred with visible queue,1.0,0.994,0.006,0.012,True,True
1192,67,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1194,67,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1196,67,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
1198,67,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1200,67,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
1202,67,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.012,0.004,True,True
1204,67,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,deferred with visible queue,1.0,0.994,0.0,0.006,True,True
1206,68,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.286,0.278,True,True
1208,68,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,1.0,1.0,0.416,0.408,True,True
1210,68,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,loan priority conflict,mediated by household role,1.0,1.0,0.254,0.246,True,True
1212,68,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.396,0.388,True,True
1214,68,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.314,0.306,True,True
1216,68,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.474,0.466,True,True
1218,68,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,deferred with visible queue,1.0,0.994,0.288,0.294,True,True
1220,68,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,loan priority conflict,mediated by household role,1.0,1.0,0.418,0.41,True,True
1222,68,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.234,0.226,True,True
1224,69,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1226,69,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
1228,69,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1230,69,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,loan priority conflict,mediated by household role,1.0,1.0,0.004,0.0,True,True
1232,69,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,deferred with visible queue,1.0,0.994,0.006,0.012,True,True
1234,69,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1236,69,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1238,69,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
1240,69,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
1242,70,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.326,0.318,True,True
1244,70,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.466,0.458,True,True
1246,70,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,deferred with visible queue,0.994,0.988,0.29,0.296,True,True
1248,70,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,1.0,1.0,0.45,0.442,True,True
1250,70,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,loan priority conflict,mediated by household role,1.0,1.0,0.212,0.204,True,True
1252,70,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,0.988,0.998,0.428,0.42,True,True
1254,70,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.328,0.32,True,True
1256,70,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.468,0.46,True,True
1258,70,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,0.998,1.0,0.294,0.286,True,True
1260,71,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,loan priority conflict,deferred with visible queue,1.0,0.994,0.012,0.018,True,True
1262,71,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1264,71,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1266,71,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
1268,71,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1270,71,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
1272,71,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.018,0.01,True,True
1274,71,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,deferred with visible queue,1.0,0.994,0.0,0.006,True,True
1276,71,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1278,72,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.222,0.214,True,True
1280,72,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,loan priority conflict,mediated by household role,1.0,1.0,0.45,0.442,True,True
1282,72,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.308,0.3,True,True
1284,72,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.47,0.462,True,True
1286,72,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.284,0.276,True,True
1288,72,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,deferred with visible queue,1.0,0.994,0.452,0.458,True,True
1290,72,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,loan priority conflict,mediated by household role,1.0,1.0,0.212,0.204,True,True
1292,72,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.452,0.444,True,True
1294,72,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,0.994,1.0,0.3,0.292,True,True
1296,73,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
1298,73,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1300,73,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,loan priority conflict,mediated by household role,1.0,1.0,0.01,0.002,True,True
1302,73,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,deferred with visible queue,1.0,0.994,0.006,0.012,True,True
1304,73,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1306,73,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1308,73,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
1310,73,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
1312,73,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.002,0.0,True,True
1314,74,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.272,0.264,True,True
1316,74,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,deferred with visible queue,1.0,0.994,0.478,0.484,True,True
1318,74,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.224,0.216,True,True
1320,74,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,loan priority conflict,mediated by household role,1.0,1.0,0.464,0.456,True,True
1322,74,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,0.994,1.0,0.278,0.27,True,True
1324,74,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.502,0.494,True,True
1326,74,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.252,0.244,True,True
1328,74,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,1.0,1.0,0.494,0.486,True,True
1330,74,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,loan priority conflict,deferred with visible queue,1.0,0.994,0.226,0.232,True,True
1332,75,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1334,75,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1336,75,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1338,75,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1340,75,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
