tick_id,day,settlement_id,resident_id,local_phrase,candidate_meaning_a,candidate_meaning_b,confidence_before,confidence_after,misunderstanding_risk_before,misunderstanding_risk_after,repair_action,autonomous_language_claim_blocked,translation_ui_visible
769,43,orchid_engine,Cai,engine ring Cai day-9 show palms to valve listener,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.748,0.774,0.02,0.02,resident gives slower phrase and gesture,True,True
770,43,moss_ward,Milo,moss breath Milo day-9 show empty hands,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.532,0.54,0.23,0.215,context observed without claiming fluency,True,True
771,43,glass_harbor,Sera,harbor chime Sera day-9 tap lantern rail,greeting: pause at lamp pier,custom warning: ask before lifting nets,0.676,0.666,0.07352,0.0786,misread phrase requires warning,True,True
772,43,cinder_garden,Juno,cinder pulse Juno day-9 wait at ash path,greeting: wait at ash path,custom warning: cool stone is shared,0.766,0.774,0.02,0.02,context observed without claiming fluency,True,True
773,43,lichen_bridge,Luma,bridge hum Luma day-9 listen for signal hush,greeting: wait for shared-bowl offer,custom warning: do not step on tension rope,0.766,0.792,0.02,0.02,resident gives slower phrase and gesture,True,True
774,44,moss_ward,Ari,moss breath Ari day-10 wait for warm-cup phrase,greeting: stand by rain gate,custom warning: step around blanket circle,0.774,0.782,0.02,0.02,context observed without claiming fluency,True,True
775,44,glass_harbor,Oren,harbor chime Oren day-10 accept tea-before-crossing,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.72,0.746,0.04032,0.02,resident gives slower phrase and gesture,True,True
776,44,cinder_garden,Vale,cinder pulse Vale day-10 repeat cool-hand sign,greeting: repeat cool-hand sign,custom warning: do not cross seed rows,0.782,0.808,0.02,0.02,resident gives slower phrase and gesture,True,True
777,44,lichen_bridge,Sol,bridge hum Sol day-10 wait for shared-bowl offer,greeting: touch rope post,custom warning: ask before signal bell,0.728,0.736,0.03352,0.02,context observed without claiming fluency,True,True
778,44,orchid_engine,Bea,engine ring Bea day-10 wait for orchid-cup,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.738,0.728,0.0204,0.024,misread phrase requires warning,True,True
779,44,moss_ward,Fay,moss breath Fay day-10 wait for warm-cup phrase,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.756,0.764,0.02,0.02,context observed without claiming fluency,True,True
780,44,glass_harbor,Puck,harbor chime Puck day-10 accept tea-before-crossing,greeting: pause at lamp pier,custom warning: ask before lifting nets,0.702,0.728,0.06048,0.0274,resident gives slower phrase and gesture,True,True
781,44,cinder_garden,Wren,cinder pulse Wren day-10 repeat cool-hand sign,greeting: wait at ash path,custom warning: cool stone is shared,0.54,0.53,0.22584,0.2282,misread phrase requires warning,True,True
782,44,lichen_bridge,Kio,bridge hum Kio day-10 wait for shared-bowl offer,greeting: wait for shared-bowl offer,custom warning: do not step on tension rope,0.738,0.746,0.02064,0.02,context observed without claiming fluency,True,True
783,44,orchid_engine,Cai,engine ring Cai day-10 wait for orchid-cup,greeting: stand outside engine ring,custom warning: ask before orchid lamp,0.774,0.782,0.02,0.02,context observed without claiming fluency,True,True
784,44,moss_ward,Milo,moss breath Milo day-10 wait for warm-cup phrase,greeting: show empty hands,custom warning: leave door-watch path clear,0.54,0.548,0.22152,0.2066,context observed without claiming fluency,True,True
785,44,glass_harbor,Sera,harbor chime Sera day-10 accept tea-before-crossing,greeting: accept tea-before-crossing,custom warning: do not dim public lamp,0.666,0.692,0.08544,0.0542,resident gives slower phrase and gesture,True,True
786,44,cinder_garden,Juno,cinder pulse Juno day-10 repeat cool-hand sign,greeting: bow to shade cloth,custom warning: ask before shade pole,0.774,0.8,0.02,0.02,resident gives slower phrase and gesture,True,True
787,44,lichen_bridge,Luma,bridge hum Luma day-10 wait for shared-bowl offer,greeting: listen for signal hush,custom warning: meal room first for strangers,0.792,0.8,0.02,0.02,context observed without claiming fluency,True,True
788,44,orchid_engine,Dax,engine ring Dax day-10 wait for orchid-cup,greeting: wait for orchid-cup,custom warning: do not turn valve key,0.684,0.674,0.06552,0.0706,misread phrase requires warning,True,True
789,44,moss_ward,Tala,moss breath Tala day-10 wait for warm-cup phrase,greeting: stand by rain gate,custom warning: step around blanket circle,0.684,0.692,0.07728,0.0624,context observed without claiming fluency,True,True
790,44,glass_harbor,Nia,harbor chime Nia day-10 accept tea-before-crossing,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.774,0.8,0.02,0.02,resident gives slower phrase and gesture,True,True
791,44,cinder_garden,Pax,cinder pulse Pax day-10 repeat cool-hand sign,greeting: repeat cool-hand sign,custom warning: do not cross seed rows,0.774,0.764,0.02,0.02,misread phrase requires warning,True,True
792,45,orchid_engine,Bea,engine ring Bea day-11 stand outside engine ring,greeting: stand outside engine ring,custom warning: ask before orchid lamp,0.728,0.754,0.03232,0.02,resident gives slower phrase and gesture,True,True
793,45,moss_ward,Fay,moss breath Fay day-11 stand by rain gate,greeting: show empty hands,custom warning: leave door-watch path clear,0.764,0.79,0.02,0.02,resident gives slower phrase and gesture,True,True
794,45,glass_harbor,Puck,harbor chime Puck day-11 pause at lamp pier,greeting: accept tea-before-crossing,custom warning: do not dim public lamp,0.728,0.736,0.03352,0.02,context observed without claiming fluency,True,True
795,45,cinder_garden,Wren,cinder pulse Wren day-11 bow to shade cloth,greeting: bow to shade cloth,custom warning: ask before shade pole,0.53,0.52,0.238,0.24,misread phrase requires warning,True,True
796,45,lichen_bridge,Kio,bridge hum Kio day-11 touch rope post,greeting: listen for signal hush,custom warning: meal room first for strangers,0.746,0.754,0.02,0.02,context observed without claiming fluency,True,True
797,45,orchid_engine,Cai,engine ring Cai day-11 stand outside engine ring,greeting: wait for orchid-cup,custom warning: do not turn valve key,0.782,0.808,0.02,0.02,resident gives slower phrase and gesture,True,True
798,45,moss_ward,Milo,moss breath Milo day-11 stand by rain gate,greeting: stand by rain gate,custom warning: step around blanket circle,0.548,0.538,0.21568,0.2184,misread phrase requires warning,True,True
799,45,glass_harbor,Sera,harbor chime Sera day-11 pause at lamp pier,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.692,0.7,0.05728,0.0444,context observed without claiming fluency,True,True
800,45,cinder_garden,Juno,cinder pulse Juno day-11 bow to shade cloth,greeting: repeat cool-hand sign,custom warning: do not cross seed rows,0.8,0.808,0.02,0.02,context observed without claiming fluency,True,True
801,45,lichen_bridge,Luma,bridge hum Luma day-11 touch rope post,greeting: touch rope post,custom warning: ask before signal bell,0.8,0.808,0.02,0.02,context observed without claiming fluency,True,True
802,45,orchid_engine,Dax,engine ring Dax day-11 stand outside engine ring,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.674,0.7,0.07744,0.0462,resident gives slower phrase and gesture,True,True
803,45,moss_ward,Tala,moss breath Tala day-11 stand by rain gate,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.692,0.718,0.06784,0.0352,resident gives slower phrase and gesture,True,True
804,45,glass_harbor,Nia,harbor chime Nia day-11 pause at lamp pier,greeting: pause at lamp pier,custom warning: ask before lifting nets,0.8,0.808,0.02,0.02,context observed without claiming fluency,True,True
805,45,cinder_garden,Pax,cinder pulse Pax day-11 bow to shade cloth,greeting: wait at ash path,custom warning: cool stone is shared,0.764,0.754,0.02,0.02,misread phrase requires warning,True,True
806,45,lichen_bridge,Rin,bridge hum Rin day-11 touch rope post,greeting: wait for shared-bowl offer,custom warning: do not step on tension rope,0.674,0.682,0.08944,0.0742,context observed without claiming fluency,True,True
807,45,orchid_engine,Eli,engine ring Eli day-11 stand outside engine ring,greeting: stand outside engine ring,custom warning: ask before orchid lamp,0.782,0.808,0.02,0.02,resident gives slower phrase and gesture,True,True
808,45,moss_ward,Ari,moss breath Ari day-11 stand by rain gate,greeting: show empty hands,custom warning: leave door-watch path clear,0.782,0.772,0.02,0.02,misread phrase requires warning,True,True
809,45,glass_harbor,Oren,harbor chime Oren day-11 pause at lamp pier,greeting: accept tea-before-crossing,custom warning: do not dim public lamp,0.746,0.754,0.02,0.02,context observed without claiming fluency,True,True
810,46,lichen_bridge,Kio,bridge hum Kio day-12 listen for signal hush,greeting: touch rope post,custom warning: ask before signal bell,0.754,0.78,0.02,0.02,resident gives slower phrase and gesture,True,True
811,46,orchid_engine,Cai,engine ring Cai day-12 show palms to valve listener,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.808,0.816,0.02,0.02,context observed without claiming fluency,True,True
812,46,moss_ward,Milo,moss breath Milo day-12 show empty hands,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.538,0.528,0.22784,0.2302,misread phrase requires warning,True,True
813,46,glass_harbor,Sera,harbor chime Sera day-12 tap lantern rail,greeting: pause at lamp pier,custom warning: ask before lifting nets,0.7,0.708,0.04808,0.0354,context observed without claiming fluency,True,True
814,46,cinder_garden,Juno,cinder pulse Juno day-12 wait at ash path,greeting: wait at ash path,custom warning: cool stone is shared,0.808,0.834,0.02,0.02,resident gives slower phrase and gesture,True,True
815,46,lichen_bridge,Luma,bridge hum Luma day-12 listen for signal hush,greeting: wait for shared-bowl offer,custom warning: do not step on tension rope,0.808,0.798,0.02,0.02,misread phrase requires warning,True,True
816,46,orchid_engine,Dax,engine ring Dax day-12 show palms to valve listener,greeting: stand outside engine ring,custom warning: ask before orchid lamp,0.7,0.708,0.04928,0.0364,context observed without claiming fluency,True,True
817,46,moss_ward,Tala,moss breath Tala day-12 show empty hands,greeting: show empty hands,custom warning: leave door-watch path clear,0.718,0.726,0.04064,0.0262,context observed without claiming fluency,True,True
818,46,glass_harbor,Nia,harbor chime Nia day-12 tap lantern rail,greeting: accept tea-before-crossing,custom warning: do not dim public lamp,0.808,0.816,0.02,0.02,context observed without claiming fluency,True,True
819,46,cinder_garden,Pax,cinder pulse Pax day-12 wait at ash path,greeting: bow to shade cloth,custom warning: ask before shade pole,0.754,0.78,0.02,0.02,resident gives slower phrase and gesture,True,True
820,46,lichen_bridge,Rin,bridge hum Rin day-12 listen for signal hush,greeting: listen for signal hush,custom warning: meal room first for strangers,0.682,0.708,0.08,0.047,resident gives slower phrase and gesture,True,True
821,46,orchid_engine,Eli,engine ring Eli day-12 show palms to valve listener,greeting: wait for orchid-cup,custom warning: do not turn valve key,0.808,0.816,0.02,0.02,context observed without claiming fluency,True,True
822,46,moss_ward,Ari,moss breath Ari day-12 show empty hands,greeting: stand by rain gate,custom warning: step around blanket circle,0.772,0.762,0.02,0.02,misread phrase requires warning,True,True
823,46,glass_harbor,Oren,harbor chime Oren day-12 tap lantern rail,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.754,0.762,0.02,0.02,context observed without claiming fluency,True,True
824,46,cinder_garden,Vale,cinder pulse Vale day-12 wait at ash path,greeting: repeat cool-hand sign,custom warning: do not cross seed rows,0.808,0.834,0.02,0.02,resident gives slower phrase and gesture,True,True
825,46,lichen_bridge,Sol,bridge hum Sol day-12 listen for signal hush,greeting: touch rope post,custom warning: ask before signal bell,0.736,0.726,0.02768,0.0304,misread phrase requires warning,True,True
826,46,orchid_engine,Bea,engine ring Bea day-12 show palms to valve listener,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.754,0.762,0.02,0.02,context observed without claiming fluency,True,True
827,46,moss_ward,Fay,moss breath Fay day-12 show empty hands,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.79,0.798,0.02,0.02,context observed without claiming fluency,True,True
828,47,cinder_garden,Juno,cinder pulse Juno day-13 repeat cool-hand sign,greeting: bow to shade cloth,custom warning: ask before shade pole,0.834,0.842,0.02,0.02,context observed without claiming fluency,True,True
829,47,lichen_bridge,Luma,bridge hum Luma day-13 wait for shared-bowl offer,greeting: listen for signal hush,custom warning: meal room first for strangers,0.798,0.788,0.02,0.02,misread phrase requires warning,True,True
830,47,orchid_engine,Dax,engine ring Dax day-13 wait for orchid-cup,greeting: wait for orchid-cup,custom warning: do not turn valve key,0.708,0.716,0.04008,0.0274,context observed without claiming fluency,True,True
831,47,moss_ward,Tala,moss breath Tala day-13 wait for warm-cup phrase,greeting: stand by rain gate,custom warning: step around blanket circle,0.726,0.752,0.03168,0.02,resident gives slower phrase and gesture,True,True
