tick_id,day,settlement_id,resident_id,avatar_action,routine_name,room_id,routine_phase_before,routine_phase_after,progress_before,progress_after,advanced_while_avatar_idle,routine_visible,private_workspace_sealed
413,23,archive,Vell,inspect_inventory,seal desk,spool room,share,share,0.976,0.988,False,True,True
414,24,orchard,Ivo,wait_respectfully,count seeds,arrival court,work,work,0.785,0.82,True,True,True
414,24,orchard,Mara,wait_respectfully,trade tokens,mud row,share,share,0.797,0.832,True,True,True
414,24,orchard,Pim,wait_respectfully,dry rows,satchel shed,recover,recover,0.844,0.879,True,True,True
415,24,repair_ring,Juno,inspect_inventory,cool bench,cool corner,prepare,prepare,0.928,0.94,False,True,True
415,24,repair_ring,Pax,inspect_inventory,clip wire,wire bench,work,work,0.958,0.97,False,True,True
415,24,repair_ring,Vale,inspect_inventory,test bell,cool corner,share,recover,0.988,0.08,False,True,True
416,24,riverbend,Ari,return_object,repair crossing,arrival court,work,work,0.808,0.82,False,True,True
416,24,riverbend,Lio,return_object,trim lantern,wet crossing,share,share,0.82,0.832,False,True,True
416,24,riverbend,Cee,return_object,dry cords,kit alcove,recover,recover,0.867,0.879,False,True,True
417,24,roofward,Fay,wait_respectfully,sort ledger,arrival court,work,work,0.762,0.797,True,True,True
417,24,roofward,Sera,wait_respectfully,clean lens,warm lane,share,share,0.809,0.844,True,True,True
417,24,roofward,Orr,wait_respectfully,shade stairs,sun sill,recover,recover,0.844,0.879,True,True,True
418,24,archive,Nia,inspect_inventory,sort tags,memory desk,prepare,prepare,0.928,0.94,False,True,True
418,24,archive,Toma,inspect_inventory,thread spool,stone stacks,work,work,0.958,0.97,False,True,True
418,24,archive,Vell,inspect_inventory,seal desk,memory desk,share,recover,0.988,0.08,False,True,True
419,24,signal,Milo,idle,check rope,arrival court,work,work,0.762,0.797,True,True,True
419,24,signal,Ren,idle,fill lantern,lantern walk,share,share,0.809,0.844,True,True,True
419,24,signal,Kesh,idle,watch lens,signal perch,recover,recover,0.844,0.879,True,True,True
420,24,orchard,Ivo,ask_handoff,count seeds,arrival court,work,work,0.82,0.832,False,True,True
420,24,orchard,Mara,ask_handoff,trade tokens,mud row,share,share,0.832,0.844,False,True,True
420,24,orchard,Pim,ask_handoff,dry rows,satchel shed,recover,recover,0.879,0.891,False,True,True
421,24,repair_ring,Juno,refuse_handoff,cool bench,cool corner,prepare,prepare,0.94,0.952,False,True,True
421,24,repair_ring,Pax,refuse_handoff,clip wire,wire bench,work,work,0.97,0.982,False,True,True
421,24,repair_ring,Vale,refuse_handoff,test bell,cool corner,recover,recover,0.08,0.092,False,True,True
422,24,riverbend,Ari,idle,repair crossing,arrival court,work,work,0.82,0.855,True,True,True
422,24,riverbend,Lio,idle,trim lantern,wet crossing,share,share,0.832,0.867,True,True,True
422,24,riverbend,Cee,idle,dry cords,kit alcove,recover,recover,0.879,0.914,True,True,True
423,24,roofward,Fay,ask_handoff,sort ledger,arrival court,work,work,0.797,0.809,False,True,True
423,24,roofward,Sera,ask_handoff,clean lens,warm lane,share,share,0.844,0.856,False,True,True
423,24,roofward,Orr,ask_handoff,shade stairs,sun sill,recover,recover,0.879,0.891,False,True,True
424,24,archive,Nia,refuse_handoff,sort tags,memory desk,prepare,prepare,0.94,0.952,False,True,True
424,24,archive,Toma,refuse_handoff,thread spool,stone stacks,work,work,0.97,0.982,False,True,True
424,24,archive,Vell,refuse_handoff,seal desk,memory desk,recover,recover,0.08,0.092,False,True,True
425,24,signal,Milo,return_object,check rope,arrival court,work,work,0.797,0.809,False,True,True
425,24,signal,Ren,return_object,fill lantern,lantern walk,share,share,0.844,0.856,False,True,True
425,24,signal,Kesh,return_object,watch lens,signal perch,recover,recover,0.879,0.891,False,True,True
426,24,orchard,Ivo,wait_respectfully,count seeds,arrival court,work,work,0.832,0.867,True,True,True
426,24,orchard,Mara,wait_respectfully,trade tokens,mud row,share,share,0.844,0.879,True,True,True
426,24,orchard,Pim,wait_respectfully,dry rows,satchel shed,recover,recover,0.891,0.926,True,True,True
427,24,repair_ring,Juno,inspect_inventory,cool bench,cool corner,prepare,prepare,0.952,0.964,False,True,True
427,24,repair_ring,Pax,inspect_inventory,clip wire,wire bench,work,work,0.982,0.994,False,True,True
427,24,repair_ring,Vale,inspect_inventory,test bell,cool corner,recover,recover,0.092,0.104,False,True,True
428,24,riverbend,Ari,return_object,repair crossing,arrival court,work,work,0.855,0.867,False,True,True
428,24,riverbend,Lio,return_object,trim lantern,wet crossing,share,share,0.867,0.879,False,True,True
428,24,riverbend,Cee,return_object,dry cords,kit alcove,recover,recover,0.914,0.926,False,True,True
429,24,roofward,Fay,wait_respectfully,sort ledger,arrival court,work,work,0.809,0.844,True,True,True
429,24,roofward,Sera,wait_respectfully,clean lens,warm lane,share,share,0.856,0.891,True,True,True
429,24,roofward,Orr,wait_respectfully,shade stairs,sun sill,recover,recover,0.891,0.926,True,True,True
430,24,archive,Nia,inspect_inventory,sort tags,memory desk,prepare,prepare,0.952,0.964,False,True,True
430,24,archive,Toma,inspect_inventory,thread spool,stone stacks,work,work,0.982,0.994,False,True,True
430,24,archive,Vell,inspect_inventory,seal desk,memory desk,recover,recover,0.092,0.104,False,True,True
431,24,signal,Milo,idle,check rope,arrival court,work,work,0.809,0.844,True,True,True
431,24,signal,Ren,idle,fill lantern,lantern walk,share,share,0.856,0.891,True,True,True
431,24,signal,Kesh,idle,watch lens,signal perch,recover,recover,0.891,0.926,True,True,True
432,25,repair_ring,Juno,inspect_inventory,cool bench,arrival court,prepare,prepare,0.964,0.976,False,True,True
432,25,repair_ring,Pax,inspect_inventory,clip wire,bell alcove,work,share,0.994,0.08,False,True,True
432,25,repair_ring,Vale,inspect_inventory,test bell,arrival court,recover,recover,0.104,0.116,False,True,True
433,25,riverbend,Ari,return_object,repair crossing,plank hall,work,work,0.867,0.879,False,True,True
433,25,riverbend,Lio,return_object,trim lantern,dry ridge,share,share,0.879,0.891,False,True,True
433,25,riverbend,Cee,return_object,dry cords,arrival court,recover,recover,0.926,0.938,False,True,True
434,25,roofward,Fay,wait_respectfully,sort ledger,glass stair,work,work,0.844,0.879,True,True,True
434,25,roofward,Sera,wait_respectfully,clean lens,ledger loft,share,share,0.891,0.926,True,True,True
434,25,roofward,Orr,wait_respectfully,shade stairs,arrival court,recover,recover,0.926,0.961,True,True,True
435,25,archive,Nia,inspect_inventory,sort tags,arrival court,prepare,prepare,0.964,0.976,False,True,True
435,25,archive,Toma,inspect_inventory,thread spool,ink niche,work,share,0.994,0.08,False,True,True
435,25,archive,Vell,inspect_inventory,seal desk,arrival court,recover,recover,0.104,0.116,False,True,True
436,25,signal,Milo,idle,check rope,mast base,work,work,0.844,0.879,True,True,True
436,25,signal,Ren,idle,fill lantern,lens room,share,share,0.891,0.926,True,True,True
436,25,signal,Kesh,idle,watch lens,arrival court,recover,recover,0.926,0.961,True,True,True
437,25,orchard,Ivo,ask_handoff,count seeds,seed lane,work,work,0.867,0.879,False,True,True
437,25,orchard,Mara,ask_handoff,trade tokens,market plank,share,share,0.879,0.891,False,True,True
437,25,orchard,Pim,ask_handoff,dry rows,arrival court,recover,recover,0.926,0.938,False,True,True
438,25,repair_ring,Juno,refuse_handoff,cool bench,arrival court,prepare,prepare,0.976,0.988,False,True,True
438,25,repair_ring,Pax,refuse_handoff,clip wire,bell alcove,share,share,0.08,0.092,False,True,True
438,25,repair_ring,Vale,refuse_handoff,test bell,arrival court,recover,recover,0.116,0.128,False,True,True
439,25,riverbend,Ari,idle,repair crossing,plank hall,work,work,0.879,0.914,True,True,True
439,25,riverbend,Lio,idle,trim lantern,dry ridge,share,share,0.891,0.926,True,True,True
439,25,riverbend,Cee,idle,dry cords,arrival court,recover,recover,0.938,0.973,True,True,True
440,25,roofward,Fay,ask_handoff,sort ledger,glass stair,work,work,0.879,0.891,False,True,True
440,25,roofward,Sera,ask_handoff,clean lens,ledger loft,share,share,0.926,0.938,False,True,True
440,25,roofward,Orr,ask_handoff,shade stairs,arrival court,recover,recover,0.961,0.973,False,True,True
441,25,archive,Nia,refuse_handoff,sort tags,arrival court,prepare,prepare,0.976,0.988,False,True,True
441,25,archive,Toma,refuse_handoff,thread spool,ink niche,share,share,0.08,0.092,False,True,True
441,25,archive,Vell,refuse_handoff,seal desk,arrival court,recover,recover,0.116,0.128,False,True,True
442,25,signal,Milo,return_object,check rope,mast base,work,work,0.879,0.891,False,True,True
442,25,signal,Ren,return_object,fill lantern,lens room,share,share,0.926,0.938,False,True,True
442,25,signal,Kesh,return_object,watch lens,arrival court,recover,recover,0.961,0.973,False,True,True
443,25,orchard,Ivo,wait_respectfully,count seeds,seed lane,work,work,0.879,0.914,True,True,True
443,25,orchard,Mara,wait_respectfully,trade tokens,market plank,share,share,0.891,0.926,True,True,True
443,25,orchard,Pim,wait_respectfully,dry rows,arrival court,recover,recover,0.938,0.973,True,True,True
444,25,repair_ring,Juno,inspect_inventory,cool bench,wire bench,prepare,work,0.988,0.08,False,True,True
444,25,repair_ring,Pax,inspect_inventory,clip wire,bell alcove,share,share,0.092,0.104,False,True,True
444,25,repair_ring,Vale,inspect_inventory,test bell,arrival court,recover,recover,0.128,0.14,False,True,True
445,25,riverbend,Ari,return_object,repair crossing,plank hall,work,work,0.914,0.926,False,True,True
445,25,riverbend,Lio,return_object,trim lantern,dry ridge,share,share,0.926,0.938,False,True,True
445,25,riverbend,Cee,return_object,dry cords,arrival court,recover,recover,0.973,0.985,False,True,True
446,25,roofward,Fay,wait_respectfully,sort ledger,glass stair,work,work,0.891,0.926,True,True,True
446,25,roofward,Sera,wait_respectfully,clean lens,ledger loft,share,share,0.938,0.973,True,True,True
446,25,roofward,Orr,wait_respectfully,shade stairs,warm lane,recover,prepare,0.973,0.08,True,True,True
447,25,archive,Nia,inspect_inventory,sort tags,stone stacks,prepare,work,0.988,0.08,False,True,True
447,25,archive,Toma,inspect_inventory,thread spool,ink niche,share,share,0.092,0.104,False,True,True
447,25,archive,Vell,inspect_inventory,seal desk,arrival court,recover,recover,0.128,0.14,False,True,True
448,25,signal,Milo,idle,check rope,mast base,work,work,0.891,0.926,True,True,True
448,25,signal,Ren,idle,fill lantern,lens room,share,share,0.938,0.973,True,True,True
448,25,signal,Kesh,idle,watch lens,lantern walk,recover,prepare,0.973,0.08,True,True,True
449,25,orchard,Ivo,ask_handoff,count seeds,seed lane,work,work,0.914,0.926,False,True,True
449,25,orchard,Mara,ask_handoff,trade tokens,market plank,share,share,0.926,0.938,False,True,True
449,25,orchard,Pim,ask_handoff,dry rows,arrival court,recover,recover,0.973,0.985,False,True,True
450,26,riverbend,Ari,return_object,repair crossing,wet crossing,work,work,0.926,0.938,False,True,True
450,26,riverbend,Lio,return_object,trim lantern,kit alcove,share,share,0.938,0.95,False,True,True
450,26,riverbend,Cee,return_object,dry cords,plank hall,recover,recover,0.985,0.997,False,True,True
451,26,roofward,Fay,wait_respectfully,sort ledger,warm lane,work,work,0.926,0.961,True,True,True
451,26,roofward,Sera,wait_respectfully,clean lens,arrival court,share,recover,0.973,0.08,True,True,True
451,26,roofward,Orr,wait_respectfully,shade stairs,ledger loft,prepare,prepare,0.08,0.115,True,True,True
452,26,archive,Nia,inspect_inventory,sort tags,spool room,work,work,0.08,0.092,False,True,True
452,26,archive,Toma,inspect_inventory,thread spool,memory desk,share,share,0.104,0.116,False,True,True
452,26,archive,Vell,inspect_inventory,seal desk,stone stacks,recover,recover,0.14,0.152,False,True,True
453,26,signal,Milo,idle,check rope,lantern walk,work,work,0.926,0.961,True,True,True
453,26,signal,Ren,idle,fill lantern,arrival court,share,recover,0.973,0.08,True,True,True
453,26,signal,Kesh,idle,watch lens,lens room,prepare,prepare,0.08,0.115,True,True,True
454,26,orchard,Ivo,ask_handoff,count seeds,mud row,work,work,0.926,0.938,False,True,True
454,26,orchard,Mara,ask_handoff,trade tokens,satchel shed,share,share,0.938,0.95,False,True,True
454,26,orchard,Pim,ask_handoff,dry rows,seed lane,recover,recover,0.985,0.997,False,True,True
455,26,repair_ring,Juno,refuse_handoff,cool bench,spark lane,work,work,0.08,0.092,False,True,True
455,26,repair_ring,Pax,refuse_handoff,clip wire,cool corner,share,share,0.104,0.116,False,True,True
455,26,repair_ring,Vale,refuse_handoff,test bell,wire bench,recover,recover,0.14,0.152,False,True,True
456,26,riverbend,Ari,idle,repair crossing,wet crossing,work,work,0.938,0.973,True,True,True
456,26,riverbend,Lio,idle,trim lantern,kit alcove,share,share,0.95,0.985,True,True,True
456,26,riverbend,Cee,idle,dry cords,dry ridge,recover,prepare,0.997,0.08,True,True,True
457,26,roofward,Fay,ask_handoff,sort ledger,warm lane,work,work,0.961,0.973,False,True,True
457,26,roofward,Sera,ask_handoff,clean lens,arrival court,recover,recover,0.08,0.092,False,True,True
457,26,roofward,Orr,ask_handoff,shade stairs,ledger loft,prepare,prepare,0.115,0.127,False,True,True
458,26,archive,Nia,refuse_handoff,sort tags,spool room,work,work,0.092,0.104,False,True,True
458,26,archive,Toma,refuse_handoff,thread spool,memory desk,share,share,0.116,0.128,False,True,True
458,26,archive,Vell,refuse_handoff,seal desk,stone stacks,recover,recover,0.152,0.164,False,True,True
459,26,signal,Milo,return_object,check rope,lantern walk,work,work,0.961,0.973,False,True,True
459,26,signal,Ren,return_object,fill lantern,arrival court,recover,recover,0.08,0.092,False,True,True
459,26,signal,Kesh,return_object,watch lens,lens room,prepare,prepare,0.115,0.127,False,True,True
460,26,orchard,Ivo,wait_respectfully,count seeds,mud row,work,work,0.938,0.973,True,True,True
460,26,orchard,Mara,wait_respectfully,trade tokens,satchel shed,share,share,0.95,0.985,True,True,True
460,26,orchard,Pim,wait_respectfully,dry rows,market plank,recover,prepare,0.997,0.08,True,True,True
461,26,repair_ring,Juno,inspect_inventory,cool bench,spark lane,work,work,0.092,0.104,False,True,True
461,26,repair_ring,Pax,inspect_inventory,clip wire,cool corner,share,share,0.116,0.128,False,True,True
461,26,repair_ring,Vale,inspect_inventory,test bell,wire bench,recover,recover,0.152,0.164,False,True,True
462,26,riverbend,Ari,return_object,repair crossing,wet crossing,work,work,0.973,0.985,False,True,True
462,26,riverbend,Lio,return_object,trim lantern,kit alcove,share,share,0.985,0.997,False,True,True
462,26,riverbend,Cee,return_object,dry cords,dry ridge,prepare,prepare,0.08,0.092,False,True,True
463,26,roofward,Fay,wait_respectfully,sort ledger,ledger loft,work,share,0.973,0.08,True,True,True
463,26,roofward,Sera,wait_respectfully,clean lens,arrival court,recover,recover,0.092,0.127,True,True,True
463,26,roofward,Orr,wait_respectfully,shade stairs,ledger loft,prepare,prepare,0.127,0.162,True,True,True
464,26,archive,Nia,inspect_inventory,sort tags,spool room,work,work,0.104,0.116,False,True,True
464,26,archive,Toma,inspect_inventory,thread spool,memory desk,share,share,0.128,0.14,False,True,True
464,26,archive,Vell,inspect_inventory,seal desk,stone stacks,recover,recover,0.164,0.176,False,True,True
465,26,signal,Milo,idle,check rope,lens room,work,share,0.973,0.08,True,True,True
465,26,signal,Ren,idle,fill lantern,arrival court,recover,recover,0.092,0.127,True,True,True
465,26,signal,Kesh,idle,watch lens,lens room,prepare,prepare,0.127,0.162,True,True,True
466,26,orchard,Ivo,ask_handoff,count seeds,mud row,work,work,0.973,0.985,False,True,True
466,26,orchard,Mara,ask_handoff,trade tokens,satchel shed,share,share,0.985,0.997,False,True,True
466,26,orchard,Pim,ask_handoff,dry rows,market plank,prepare,prepare,0.08,0.092,False,True,True
467,26,repair_ring,Juno,refuse_handoff,cool bench,spark lane,work,work,0.104,0.116,False,True,True
467,26,repair_ring,Pax,refuse_handoff,clip wire,cool corner,share,share,0.128,0.14,False,True,True
467,26,repair_ring,Vale,refuse_handoff,test bell,wire bench,recover,recover,0.164,0.176,False,True,True
468,27,roofward,Fay,wait_respectfully,sort ledger,sun sill,share,share,0.08,0.115,True,True,True
