tick,day,resident,schedule_before,schedule_after,debt_before,debt_after,trust_before,trust_after,memory_note,history_not_erased,non_magical_trust_repair
0,1,Tovan,sort herbs,carry water,0.56,0.558,0.357947,0.360947,enter linked to v60:tovan:water_carry:d001:s00; prehistory remains locked,True,True
1545,86,Fay,repair awning,sort herbs,0.147887,0.145887,0.372976,0.375976,enter linked to v60:fay:route_warning:d086:s15; prehistory remains locked,True,True
1546,86,Milo,sort herbs,carry water,0.153154,0.151154,0.549419,0.567419,talk linked to v60:milo:tool_loan:d086:s16; prehistory remains locked,True,True
1547,86,Sera,carry water,dry cloaks,0.158581,0.136581,0.680241,0.698241,offer_help linked to v60:sera:water_carry:d086:s17; prehistory remains locked,True,True
1548,87,Tovan,map safe route,rest after rain,0.164164,0.162164,0.652708,0.655708,inspect_memory linked to v60:tovan:missed_greeting:d087:s00; prehistory remains locked,True,True
1549,87,Nia,rest after rain,recover focus,0.169896,0.167896,0.500202,0.503202,enter linked to v60:nia:care_favor:d087:s01; prehistory remains locked,True,True
1550,87,Ari,recover focus,repair awning,0.175773,0.173773,0.333646,0.351646,talk linked to v60:ari:route_warning:d087:s02; prehistory remains locked,True,True
1551,87,Fay,repair awning,sort herbs,0.181788,0.159788,0.38068,0.39868,offer_help linked to v60:fay:tool_loan:d087:s03; prehistory remains locked,True,True
1552,87,Milo,sort herbs,carry water,0.187935,0.165935,0.550871,0.568871,return_tool linked to v60:milo:water_carry:d087:s04; prehistory remains locked,True,True
1553,87,Sera,carry water,dry cloaks,0.19421,0.19221,0.680594,0.683594,inspect_memory linked to v60:sera:repair_promise:d087:s05; prehistory remains locked,True,True
1554,87,Tovan,dry cloaks,map safe route,0.200606,0.198606,0.654856,0.657856,enter linked to v60:tovan:missed_greeting:d087:s06; prehistory remains locked,True,True
1555,87,Nia,map safe route,rest after rain,0.207116,0.205116,0.491933,0.509933,talk linked to v60:nia:care_favor:d087:s07; prehistory remains locked,True,True
1556,87,Ari,rest after rain,recover focus,0.213735,0.191735,0.338261,0.356261,offer_help linked to v60:ari:route_warning:d087:s08; prehistory remains locked,True,True
1557,87,Fay,recover focus,repair awning,0.220456,0.198456,0.383155,0.401155,return_tool linked to v60:fay:tool_loan:d087:s09; prehistory remains locked,True,True
1558,87,Milo,repair awning,sort herbs,0.227273,0.225273,0.545526,0.548526,inspect_memory linked to v60:milo:water_carry:d087:s10; prehistory remains locked,True,True
1559,87,Sera,sort herbs,carry water,0.234178,0.232178,0.677499,0.680499,enter linked to v60:sera:repair_promise:d087:s11; prehistory remains locked,True,True
1560,87,Tovan,carry water,dry cloaks,0.241167,0.239167,0.655276,0.673276,talk linked to v60:tovan:missed_greeting:d087:s12; prehistory remains locked,True,True
1561,87,Nia,dry cloaks,map safe route,0.24823,0.22623,0.483283,0.501283,offer_help linked to v60:nia:care_favor:d087:s13; prehistory remains locked,True,True
1562,87,Ari,map safe route,rest after rain,0.255363,0.233363,0.326135,0.344135,return_tool linked to v60:ari:route_warning:d087:s14; prehistory remains locked,True,True
1563,87,Fay,rest after rain,recover focus,0.262558,0.260558,0.376623,0.379623,inspect_memory linked to v60:fay:tool_loan:d087:s15; prehistory remains locked,True,True
1564,87,Milo,recover focus,repair awning,0.269809,0.267809,0.548628,0.551628,enter linked to v60:milo:water_carry:d087:s16; prehistory remains locked,True,True
1565,87,Sera,repair awning,sort herbs,0.277107,0.275107,0.691199,0.709199,talk linked to v60:sera:repair_promise:d087:s17; prehistory remains locked,True,True
1566,88,Tovan,carry water,dry cloaks,0.284447,0.262447,0.637122,0.655122,return_tool linked to v60:tovan:care_favor:d088:s00; prehistory remains locked,True,True
1567,88,Nia,dry cloaks,map safe route,0.29182,0.28982,0.482097,0.485097,inspect_memory linked to v60:nia:route_warning:d088:s01; prehistory remains locked,True,True
1568,88,Ari,map safe route,rest after rain,0.299221,0.297221,0.326385,0.329385,enter linked to v60:ari:tool_loan:d088:s02; prehistory remains locked,True,True
1569,88,Fay,rest after rain,recover focus,0.306642,0.304642,0.393072,0.411072,talk linked to v60:fay:water_carry:d088:s03; prehistory remains locked,True,True
1570,88,Milo,recover focus,repair awning,0.314076,0.292076,0.567517,0.585517,offer_help linked to v60:milo:repair_promise:d088:s04; prehistory remains locked,True,True
1571,88,Sera,repair awning,sort herbs,0.321515,0.299515,0.684013,0.702013,return_tool linked to v60:sera:missed_greeting:d088:s05; prehistory remains locked,True,True
1572,88,Tovan,sort herbs,carry water,0.328953,0.326953,0.648001,0.651001,inspect_memory linked to v60:tovan:care_favor:d088:s06; prehistory remains locked,True,True
1573,88,Nia,carry water,dry cloaks,0.336383,0.334383,0.478296,0.481296,enter linked to v60:nia:route_warning:d088:s07; prehistory remains locked,True,True
1574,88,Ari,dry cloaks,map safe route,0.343796,0.341796,0.323424,0.341424,talk linked to v60:ari:tool_loan:d088:s08; prehistory remains locked,True,True
1575,88,Fay,map safe route,rest after rain,0.351187,0.329187,0.399827,0.417827,offer_help linked to v60:fay:water_carry:d088:s09; prehistory remains locked,True,True
1576,88,Milo,rest after rain,recover focus,0.358548,0.336548,0.559162,0.577162,return_tool linked to v60:milo:repair_promise:d088:s10; prehistory remains locked,True,True
1577,88,Sera,recover focus,repair awning,0.365871,0.363871,0.677716,0.680716,inspect_memory linked to v60:sera:missed_greeting:d088:s11; prehistory remains locked,True,True
1578,88,Tovan,repair awning,sort herbs,0.373151,0.371151,0.638518,0.641518,enter linked to v60:tovan:care_favor:d088:s12; prehistory remains locked,True,True
1579,88,Nia,sort herbs,carry water,0.38038,0.37838,0.484971,0.502971,talk linked to v60:nia:route_warning:d088:s13; prehistory remains locked,True,True
1580,88,Ari,carry water,dry cloaks,0.38755,0.36555,0.33035,0.34835,offer_help linked to v60:ari:tool_loan:d088:s14; prehistory remains locked,True,True
1581,88,Fay,dry cloaks,map safe route,0.394656,0.372656,0.3992,0.4172,return_tool linked to v60:fay:water_carry:d088:s15; prehistory remains locked,True,True
1582,88,Milo,map safe route,rest after rain,0.40169,0.39969,0.560012,0.563012,inspect_memory linked to v60:milo:repair_promise:d088:s16; prehistory remains locked,True,True
1583,88,Sera,rest after rain,recover focus,0.408645,0.406645,0.68083,0.68383,enter linked to v60:sera:missed_greeting:d088:s17; prehistory remains locked,True,True
1584,89,Tovan,repair awning,sort herbs,0.415515,0.393515,0.639425,0.657425,offer_help linked to v60:tovan:route_warning:d089:s00; prehistory remains locked,True,True
1585,89,Nia,sort herbs,carry water,0.422294,0.400294,0.474906,0.492906,return_tool linked to v60:nia:tool_loan:d089:s01; prehistory remains locked,True,True
1586,89,Ari,carry water,dry cloaks,0.428974,0.426974,0.337178,0.340178,inspect_memory linked to v60:ari:water_carry:d089:s02; prehistory remains locked,True,True
1587,89,Fay,dry cloaks,map safe route,0.435549,0.433549,0.40099,0.40399,enter linked to v60:fay:repair_promise:d089:s03; prehistory remains locked,True,True
1588,89,Milo,map safe route,rest after rain,0.442014,0.440014,0.569319,0.587319,talk linked to v60:milo:missed_greeting:d089:s04; prehistory remains locked,True,True
1589,89,Sera,rest after rain,recover focus,0.448361,0.426361,0.67978,0.69778,offer_help linked to v60:sera:care_favor:d089:s05; prehistory remains locked,True,True
1590,89,Tovan,recover focus,repair awning,0.454584,0.432584,0.631409,0.649409,return_tool linked to v60:tovan:route_warning:d089:s06; prehistory remains locked,True,True
1591,89,Nia,repair awning,sort herbs,0.460679,0.458679,0.470932,0.473932,inspect_memory linked to v60:nia:tool_loan:d089:s07; prehistory remains locked,True,True
1592,89,Ari,sort herbs,carry water,0.466638,0.464638,0.326655,0.329655,enter linked to v60:ari:water_carry:d089:s08; prehistory remains locked,True,True
1593,89,Fay,carry water,dry cloaks,0.472457,0.470457,0.398622,0.416622,talk linked to v60:fay:repair_promise:d089:s09; prehistory remains locked,True,True
1594,89,Milo,dry cloaks,map safe route,0.478128,0.456128,0.582717,0.600717,offer_help linked to v60:milo:missed_greeting:d089:s10; prehistory remains locked,True,True
1595,89,Sera,map safe route,rest after rain,0.483648,0.461648,0.689597,0.707597,return_tool linked to v60:sera:care_favor:d089:s11; prehistory remains locked,True,True
1596,89,Tovan,rest after rain,recover focus,0.489011,0.487011,0.637201,0.640201,inspect_memory linked to v60:tovan:route_warning:d089:s12; prehistory remains locked,True,True
1597,89,Nia,recover focus,repair awning,0.494211,0.492211,0.485095,0.488095,enter linked to v60:nia:tool_loan:d089:s13; prehistory remains locked,True,True
1598,89,Ari,repair awning,sort herbs,0.499244,0.497244,0.326854,0.344854,talk linked to v60:ari:water_carry:d089:s14; prehistory remains locked,True,True
1599,89,Fay,sort herbs,carry water,0.504105,0.482105,0.404481,0.422481,offer_help linked to v60:fay:repair_promise:d089:s15; prehistory remains locked,True,True
1600,89,Milo,carry water,dry cloaks,0.508789,0.486789,0.563806,0.581806,return_tool linked to v60:milo:missed_greeting:d089:s16; prehistory remains locked,True,True
1601,89,Sera,dry cloaks,map safe route,0.513291,0.511291,0.687736,0.690736,inspect_memory linked to v60:sera:care_favor:d089:s17; prehistory remains locked,True,True
1602,90,Tovan,rest after rain,recover focus,0.517607,0.515607,0.63909,0.65709,talk linked to v60:tovan:tool_loan:d090:s00; prehistory remains locked,True,True
1603,90,Nia,recover focus,repair awning,0.521734,0.499734,0.458348,0.476348,offer_help linked to v60:nia:water_carry:d090:s01; prehistory remains locked,True,True
1604,90,Ari,repair awning,sort herbs,0.525667,0.503667,0.326255,0.344255,return_tool linked to v60:ari:repair_promise:d090:s02; prehistory remains locked,True,True
1605,90,Fay,sort herbs,carry water,0.529402,0.527402,0.406383,0.409383,inspect_memory linked to v60:fay:missed_greeting:d090:s03; prehistory remains locked,True,True
1606,90,Milo,carry water,dry cloaks,0.532936,0.530936,0.575162,0.578162,enter linked to v60:milo:care_favor:d090:s04; prehistory remains locked,True,True
1607,90,Sera,dry cloaks,map safe route,0.536265,0.534265,0.694153,0.712153,talk linked to v60:sera:route_warning:d090:s05; prehistory remains locked,True,True
1608,90,Tovan,map safe route,rest after rain,0.539387,0.517387,0.631939,0.649939,offer_help linked to v60:tovan:tool_loan:d090:s06; prehistory remains locked,True,True
1609,90,Nia,rest after rain,recover focus,0.542298,0.520298,0.460773,0.478773,return_tool linked to v60:nia:water_carry:d090:s07; prehistory remains locked,True,True
1610,90,Ari,recover focus,repair awning,0.544995,0.542995,0.332475,0.335475,inspect_memory linked to v60:ari:repair_promise:d090:s08; prehistory remains locked,True,True
1611,90,Fay,repair awning,sort herbs,0.547476,0.545476,0.402595,0.405595,enter linked to v60:fay:missed_greeting:d090:s09; prehistory remains locked,True,True
1612,90,Milo,sort herbs,carry water,0.549738,0.547738,0.570263,0.588263,talk linked to v60:milo:care_favor:d090:s10; prehistory remains locked,True,True
1613,90,Sera,carry water,dry cloaks,0.55178,0.52978,0.683246,0.701246,offer_help linked to v60:sera:route_warning:d090:s11; prehistory remains locked,True,True
1614,90,Tovan,dry cloaks,map safe route,0.553599,0.531599,0.629296,0.647296,return_tool linked to v60:tovan:tool_loan:d090:s12; prehistory remains locked,True,True
1615,90,Nia,map safe route,rest after rain,0.555193,0.553193,0.466508,0.469508,inspect_memory linked to v60:nia:water_carry:d090:s13; prehistory remains locked,True,True
1616,90,Ari,rest after rain,recover focus,0.556561,0.554561,0.341041,0.344041,enter linked to v60:ari:repair_promise:d090:s14; prehistory remains locked,True,True
1617,90,Fay,recover focus,repair awning,0.557702,0.555702,0.401532,0.419532,talk linked to v60:fay:missed_greeting:d090:s15; prehistory remains locked,True,True
1618,90,Milo,repair awning,sort herbs,0.558615,0.536615,0.575359,0.593359,offer_help linked to v60:milo:care_favor:d090:s16; prehistory remains locked,True,True
1619,90,Sera,sort herbs,carry water,0.559298,0.537298,0.681471,0.699471,return_tool linked to v60:sera:route_warning:d090:s17; prehistory remains locked,True,True
1620,91,Tovan,dry cloaks,map safe route,0.559752,0.557752,0.614977,0.617977,enter linked to v60:tovan:water_carry:d091:s00; prehistory remains locked,True,True
1621,91,Nia,map safe route,rest after rain,0.559975,0.557975,0.456531,0.474531,talk linked to v60:nia:repair_promise:d091:s01; prehistory remains locked,True,True
1622,91,Ari,rest after rain,recover focus,0.559967,0.537967,0.320395,0.338395,offer_help linked to v60:ari:missed_greeting:d091:s02; prehistory remains locked,True,True
1623,91,Fay,recover focus,repair awning,0.559729,0.537729,0.408081,0.426081,return_tool linked to v60:fay:care_favor:d091:s03; prehistory remains locked,True,True
1624,91,Milo,repair awning,sort herbs,0.559261,0.557261,0.582806,0.585806,inspect_memory linked to v60:milo:route_warning:d091:s04; prehistory remains locked,True,True
1625,91,Sera,sort herbs,carry water,0.558562,0.556562,0.679151,0.682151,enter linked to v60:sera:tool_loan:d091:s05; prehistory remains locked,True,True
1626,91,Tovan,carry water,dry cloaks,0.557634,0.555634,0.632347,0.650347,talk linked to v60:tovan:water_carry:d091:s06; prehistory remains locked,True,True
1627,91,Nia,dry cloaks,map safe route,0.556478,0.534478,0.454279,0.472279,offer_help linked to v60:nia:repair_promise:d091:s07; prehistory remains locked,True,True
1628,91,Ari,map safe route,rest after rain,0.555095,0.533095,0.336021,0.354021,return_tool linked to v60:ari:missed_greeting:d091:s08; prehistory remains locked,True,True
1629,91,Fay,rest after rain,recover focus,0.553486,0.551486,0.426173,0.429173,inspect_memory linked to v60:fay:care_favor:d091:s09; prehistory remains locked,True,True
1630,91,Milo,recover focus,repair awning,0.551652,0.549652,0.589636,0.592636,enter linked to v60:milo:route_warning:d091:s10; prehistory remains locked,True,True
1631,91,Sera,repair awning,sort herbs,0.549596,0.547596,0.690949,0.708949,talk linked to v60:sera:tool_loan:d091:s11; prehistory remains locked,True,True
1632,91,Tovan,sort herbs,carry water,0.54732,0.52532,0.634986,0.652986,offer_help linked to v60:tovan:water_carry:d091:s12; prehistory remains locked,True,True
1633,91,Nia,carry water,dry cloaks,0.544824,0.522824,0.462532,0.480532,return_tool linked to v60:nia:repair_promise:d091:s13; prehistory remains locked,True,True
1634,91,Ari,dry cloaks,map safe route,0.542113,0.540113,0.327816,0.330816,inspect_memory linked to v60:ari:missed_greeting:d091:s14; prehistory remains locked,True,True
1635,91,Fay,map safe route,rest after rain,0.539189,0.537189,0.418706,0.421706,enter linked to v60:fay:care_favor:d091:s15; prehistory remains locked,True,True
1636,91,Milo,rest after rain,recover focus,0.536053,0.534053,0.584258,0.602258,talk linked to v60:milo:route_warning:d091:s16; prehistory remains locked,True,True
1637,91,Sera,recover focus,repair awning,0.53271,0.51071,0.694126,0.712126,offer_help linked to v60:sera:tool_loan:d091:s17; prehistory remains locked,True,True
1638,92,Tovan,sort herbs,carry water,0.529163,0.527163,0.619708,0.622708,inspect_memory linked to v60:tovan:repair_promise:d092:s00; prehistory remains locked,True,True
1639,92,Nia,carry water,dry cloaks,0.525415,0.523415,0.447429,0.450429,enter linked to v60:nia:missed_greeting:d092:s01; prehistory remains locked,True,True
1640,92,Ari,dry cloaks,map safe route,0.521469,0.519469,0.320795,0.338795,talk linked to v60:ari:care_favor:d092:s02; prehistory remains locked,True,True
1641,92,Fay,map safe route,rest after rain,0.51733,0.49533,0.431362,0.449362,offer_help linked to v60:fay:route_warning:d092:s03; prehistory remains locked,True,True
1642,92,Milo,rest after rain,recover focus,0.513001,0.491001,0.594191,0.612191,return_tool linked to v60:milo:tool_loan:d092:s04; prehistory remains locked,True,True
