epoch_id,simulated_year,settlement_id,craft_domain,technology_stage,tool_name,apprentice_lineage_depth,material_source,failure_memory,practical_use,energy_budget,bounded_technology
505,505,moss_ward,path lanterns,6,path lanterns stage-6 root starch tool,22,root starch,year 490 path lanterns failure changed training,supports dry cloaks,0.304071,True
506,505,glass_harbor,lamp optics,6,lamp optics stage-6 salt reed tool,22,salt reed,year 490 lamp optics failure changed training,supports lantern lenses,0.304612,True
507,505,cinder_garden,shade rigs,6,shade rigs stage-6 shade wood tool,22,shade wood,year 490 shade rigs failure changed training,supports seed meal,0.305153,True
508,505,lichen_bridge,bridge ledgers,6,bridge ledgers stage-6 signal stone tool,22,signal stone,year 490 bridge ledgers failure changed training,supports rope kits,0.305694,True
509,505,orchid_engine,valve tools,6,valve tools stage-6 orchid oil tool,22,orchid oil,year 490 valve tools failure changed training,supports valve keys,0.306235,True
510,510,moss_ward,path lanterns,6,path lanterns stage-6 root starch tool,22,root starch,year 495 path lanterns failure changed training,supports dry cloaks,0.304612,True
511,510,glass_harbor,lamp optics,6,lamp optics stage-6 salt reed tool,22,salt reed,year 495 lamp optics failure changed training,supports lantern lenses,0.305153,True
512,510,cinder_garden,shade rigs,6,shade rigs stage-6 shade wood tool,22,shade wood,year 495 shade rigs failure changed training,supports seed meal,0.305694,True
513,510,lichen_bridge,bridge ledgers,6,bridge ledgers stage-6 signal stone tool,22,signal stone,year 495 bridge ledgers failure changed training,supports rope kits,0.306235,True
514,510,orchid_engine,valve tools,6,valve tools stage-6 orchid oil tool,22,orchid oil,year 495 valve tools failure changed training,supports valve keys,0.306776,True
515,515,moss_ward,path lanterns,6,path lanterns stage-6 root starch tool,22,root starch,year 500 path lanterns failure changed training,supports dry cloaks,0.305153,True
516,515,glass_harbor,lamp optics,6,lamp optics stage-6 salt reed tool,22,salt reed,year 500 lamp optics failure changed training,supports lantern lenses,0.305694,True
517,515,cinder_garden,shade rigs,6,shade rigs stage-6 shade wood tool,22,shade wood,year 500 shade rigs failure changed training,supports seed meal,0.306235,True
518,515,lichen_bridge,bridge ledgers,6,bridge ledgers stage-6 signal stone tool,22,signal stone,year 500 bridge ledgers failure changed training,supports rope kits,0.306776,True
519,515,orchid_engine,valve tools,6,valve tools stage-6 orchid oil tool,22,orchid oil,year 500 valve tools failure changed training,supports valve keys,0.307318,True
520,520,moss_ward,path lanterns,6,path lanterns stage-6 root starch tool,22,root starch,year 505 path lanterns failure changed training,supports dry cloaks,0.305694,True
521,520,glass_harbor,lamp optics,6,lamp optics stage-6 salt reed tool,22,salt reed,year 505 lamp optics failure changed training,supports lantern lenses,0.306235,True
522,520,cinder_garden,shade rigs,6,shade rigs stage-6 shade wood tool,22,shade wood,year 505 shade rigs failure changed training,supports seed meal,0.306776,True
523,520,lichen_bridge,bridge ledgers,6,bridge ledgers stage-6 signal stone tool,22,signal stone,year 505 bridge ledgers failure changed training,supports rope kits,0.307318,True
524,520,orchid_engine,valve tools,6,valve tools stage-6 orchid oil tool,22,orchid oil,year 505 valve tools failure changed training,supports valve keys,0.307859,True
525,525,moss_ward,cloak weaving,6,cloak weaving stage-6 moss fiber tool,23,moss fiber,year 510 cloak weaving failure changed training,supports root cakes,0.308235,True
526,525,glass_harbor,net knots,6,net knots stage-6 lamp oil tool,23,lamp oil,year 510 net knots failure changed training,supports kelp cord,0.308776,True
527,525,cinder_garden,ash ceramics,6,ash ceramics stage-6 cool stone tool,23,cool stone,year 510 ash ceramics failure changed training,supports shade poles,0.309318,True
528,525,lichen_bridge,rope trusses,6,rope trusses stage-6 lichen paste tool,23,lichen paste,year 510 rope trusses failure changed training,supports signal bells,0.309859,True
529,525,orchid_engine,orchid lamps,6,orchid lamps stage-6 valve ore tool,23,valve ore,year 510 orchid lamps failure changed training,supports orchid lamps,0.3012,True
530,530,moss_ward,cloak weaving,6,cloak weaving stage-6 moss fiber tool,23,moss fiber,year 515 cloak weaving failure changed training,supports root cakes,0.308776,True
531,530,glass_harbor,net knots,6,net knots stage-6 lamp oil tool,23,lamp oil,year 515 net knots failure changed training,supports kelp cord,0.309318,True
532,530,cinder_garden,ash ceramics,6,ash ceramics stage-6 cool stone tool,23,cool stone,year 515 ash ceramics failure changed training,supports shade poles,0.309859,True
533,530,lichen_bridge,rope trusses,6,rope trusses stage-6 lichen paste tool,23,lichen paste,year 515 rope trusses failure changed training,supports signal bells,0.3012,True
534,530,orchid_engine,orchid lamps,6,orchid lamps stage-6 valve ore tool,23,valve ore,year 515 orchid lamps failure changed training,supports orchid lamps,0.301741,True
535,535,moss_ward,cloak weaving,6,cloak weaving stage-6 moss fiber tool,23,moss fiber,year 520 cloak weaving failure changed training,supports root cakes,0.309318,True
536,535,glass_harbor,net knots,6,net knots stage-6 lamp oil tool,23,lamp oil,year 520 net knots failure changed training,supports kelp cord,0.309859,True
537,535,cinder_garden,ash ceramics,6,ash ceramics stage-6 cool stone tool,23,cool stone,year 520 ash ceramics failure changed training,supports shade poles,0.3012,True
538,535,lichen_bridge,rope trusses,6,rope trusses stage-6 lichen paste tool,23,lichen paste,year 520 rope trusses failure changed training,supports signal bells,0.301741,True
539,535,orchid_engine,orchid lamps,6,orchid lamps stage-6 valve ore tool,23,valve ore,year 520 orchid lamps failure changed training,supports orchid lamps,0.302282,True
540,540,moss_ward,cloak weaving,6,cloak weaving stage-6 moss fiber tool,23,moss fiber,year 525 cloak weaving failure changed training,supports root cakes,0.309859,True
541,540,glass_harbor,net knots,6,net knots stage-6 lamp oil tool,23,lamp oil,year 525 net knots failure changed training,supports kelp cord,0.3012,True
542,540,cinder_garden,ash ceramics,6,ash ceramics stage-6 cool stone tool,23,cool stone,year 525 ash ceramics failure changed training,supports shade poles,0.301741,True
543,540,lichen_bridge,rope trusses,6,rope trusses stage-6 lichen paste tool,23,lichen paste,year 525 rope trusses failure changed training,supports signal bells,0.302282,True
544,540,orchid_engine,orchid lamps,6,orchid lamps stage-6 valve ore tool,23,valve ore,year 525 orchid lamps failure changed training,supports orchid lamps,0.302824,True
545,545,moss_ward,cloak weaving,6,cloak weaving stage-6 moss fiber tool,23,moss fiber,year 530 cloak weaving failure changed training,supports root cakes,0.3012,True
546,545,glass_harbor,net knots,6,net knots stage-6 lamp oil tool,23,lamp oil,year 530 net knots failure changed training,supports kelp cord,0.301741,True
547,545,cinder_garden,ash ceramics,6,ash ceramics stage-6 cool stone tool,23,cool stone,year 530 ash ceramics failure changed training,supports shade poles,0.302282,True
548,545,lichen_bridge,rope trusses,6,rope trusses stage-6 lichen paste tool,23,lichen paste,year 530 rope trusses failure changed training,supports signal bells,0.302824,True
549,545,orchid_engine,orchid lamps,6,orchid lamps stage-6 valve ore tool,23,valve ore,year 530 orchid lamps failure changed training,supports orchid lamps,0.303365,True
550,550,moss_ward,rain jar firing,6,rain jar firing stage-6 rain clay tool,24,rain clay,year 535 rain jar firing failure changed training,supports jar seals,0.299741,True
551,550,glass_harbor,salt cisterns,6,salt cisterns stage-6 kelp fiber tool,24,kelp fiber,year 535 salt cisterns failure changed training,supports salt tea,0.300282,True
552,550,cinder_garden,seed calendars,6,seed calendars stage-6 ember fruit tool,24,ember fruit,year 535 seed calendars failure changed training,supports cool bowls,0.300824,True
553,550,lichen_bridge,signal bells,6,signal bells stage-6 rope reed tool,24,rope reed,year 535 signal bells failure changed training,supports lichen soup,0.301365,True
554,550,orchid_engine,gear washing,6,gear washing stage-6 steam water tool,24,steam water,year 535 gear washing failure changed training,supports steam tea,0.301906,True
555,555,moss_ward,rain jar firing,6,rain jar firing stage-6 rain clay tool,24,rain clay,year 540 rain jar firing failure changed training,supports jar seals,0.300282,True
556,555,glass_harbor,salt cisterns,6,salt cisterns stage-6 kelp fiber tool,24,kelp fiber,year 540 salt cisterns failure changed training,supports salt tea,0.300824,True
557,555,cinder_garden,seed calendars,6,seed calendars stage-6 ember fruit tool,24,ember fruit,year 540 seed calendars failure changed training,supports cool bowls,0.301365,True
558,555,lichen_bridge,signal bells,6,signal bells stage-6 rope reed tool,24,rope reed,year 540 signal bells failure changed training,supports lichen soup,0.301906,True
559,555,orchid_engine,gear washing,6,gear washing stage-6 steam water tool,24,steam water,year 540 gear washing failure changed training,supports steam tea,0.302447,True
560,560,moss_ward,rain jar firing,6,rain jar firing stage-6 rain clay tool,24,rain clay,year 545 rain jar firing failure changed training,supports jar seals,0.300824,True
561,560,glass_harbor,salt cisterns,6,salt cisterns stage-6 kelp fiber tool,24,kelp fiber,year 545 salt cisterns failure changed training,supports salt tea,0.301365,True
562,560,cinder_garden,seed calendars,6,seed calendars stage-6 ember fruit tool,24,ember fruit,year 545 seed calendars failure changed training,supports cool bowls,0.301906,True
563,560,lichen_bridge,signal bells,6,signal bells stage-6 rope reed tool,24,rope reed,year 545 signal bells failure changed training,supports lichen soup,0.302447,True
564,560,orchid_engine,gear washing,6,gear washing stage-6 steam water tool,24,steam water,year 545 gear washing failure changed training,supports steam tea,0.302988,True
565,565,moss_ward,rain jar firing,6,rain jar firing stage-6 rain clay tool,24,rain clay,year 550 rain jar firing failure changed training,supports jar seals,0.301365,True
566,565,glass_harbor,salt cisterns,6,salt cisterns stage-6 kelp fiber tool,24,kelp fiber,year 550 salt cisterns failure changed training,supports salt tea,0.301906,True
567,565,cinder_garden,seed calendars,6,seed calendars stage-6 ember fruit tool,24,ember fruit,year 550 seed calendars failure changed training,supports cool bowls,0.302447,True
568,565,lichen_bridge,signal bells,6,signal bells stage-6 rope reed tool,24,rope reed,year 550 signal bells failure changed training,supports lichen soup,0.302988,True
569,565,orchid_engine,gear washing,6,gear washing stage-6 steam water tool,24,steam water,year 550 gear washing failure changed training,supports steam tea,0.303529,True
570,570,moss_ward,rain jar firing,6,rain jar firing stage-6 rain clay tool,24,rain clay,year 555 rain jar firing failure changed training,supports jar seals,0.301906,True
571,570,glass_harbor,salt cisterns,6,salt cisterns stage-6 kelp fiber tool,24,kelp fiber,year 555 salt cisterns failure changed training,supports salt tea,0.302447,True
572,570,cinder_garden,seed calendars,6,seed calendars stage-6 ember fruit tool,24,ember fruit,year 555 seed calendars failure changed training,supports cool bowls,0.302988,True
573,570,lichen_bridge,signal bells,6,signal bells stage-6 rope reed tool,24,rope reed,year 555 signal bells failure changed training,supports lichen soup,0.303529,True
574,570,orchid_engine,gear washing,6,gear washing stage-6 steam water tool,24,steam water,year 555 gear washing failure changed training,supports steam tea,0.304071,True
575,575,moss_ward,path lanterns,6,path lanterns stage-6 root starch tool,25,root starch,year 560 path lanterns failure changed training,supports dry cloaks,0.302447,True
576,575,glass_harbor,lamp optics,6,lamp optics stage-6 salt reed tool,25,salt reed,year 560 lamp optics failure changed training,supports lantern lenses,0.302988,True
577,575,cinder_garden,shade rigs,6,shade rigs stage-6 shade wood tool,25,shade wood,year 560 shade rigs failure changed training,supports seed meal,0.303529,True
578,575,lichen_bridge,bridge ledgers,6,bridge ledgers stage-6 signal stone tool,25,signal stone,year 560 bridge ledgers failure changed training,supports rope kits,0.304071,True
579,575,orchid_engine,valve tools,6,valve tools stage-6 orchid oil tool,25,orchid oil,year 560 valve tools failure changed training,supports valve keys,0.304612,True
580,580,moss_ward,path lanterns,6,path lanterns stage-6 root starch tool,25,root starch,year 565 path lanterns failure changed training,supports dry cloaks,0.302988,True
