tick_id,day,agent,region_id,public_memory_key,remembered_supply,remembered_season,remembered_guild,remembered_apprentice,remembered_collapse,private_workspace_sealed,replay_pointer
754,48,Nia,archive_quarter,v28:Nia:archive_quarter:day48,archive_quarter->signal_ridge:paper:0.27,autumn_wind,Index Guild:0.28,Sera:0.70,stable,True,replay:754:archive_quarter
755,48,Milo,signal_ridge,v28:Milo:signal_ridge:day48,signal_ridge->orchard_fen:planks:0.00,autumn_wind,Signal Guild:0.15,Ren:0.74,stable,True,replay:755:signal_ridge
756,48,Ivo,orchard_fen,v28:Ivo:orchard_fen:day48,orchard_fen->riverbend:seeds:0.27,autumn_wind,Seed Guild:0.02,Mara:0.77,stable,True,replay:756:orchard_fen
757,48,Ari,riverbend,v28:Ari:riverbend:day48,riverbend->roofward:planks:0.31,autumn_wind,Bridgewright Guild:0.00,Toma:0.65,stable,True,replay:757:riverbend
758,48,Fay,roofward,v28:Fay:roofward:day48,roofward->archive_quarter:thread:0.41,autumn_wind,Glassgarden Guild:0.09,Lio:0.68,stable,True,replay:758:roofward
759,48,Nia,archive_quarter,v28:Nia:archive_quarter:day48,archive_quarter->signal_ridge:paper:0.00,autumn_wind,Index Guild:0.22,Sera:0.70,stable,True,replay:759:archive_quarter
760,48,Milo,signal_ridge,v28:Milo:signal_ridge:day48,signal_ridge->orchard_fen:oil:0.00,autumn_wind,Signal Guild:0.17,Ren:0.74,stable,True,replay:760:signal_ridge
761,48,Ivo,orchard_fen,v28:Ivo:orchard_fen:day48,orchard_fen->riverbend:oil:0.31,autumn_wind,Seed Guild:0.02,Mara:0.78,stable,True,replay:761:orchard_fen
762,48,Ari,riverbend,v28:Ari:riverbend:day48,riverbend->roofward:planks:0.00,autumn_wind,Bridgewright Guild:0.02,Toma:0.65,stable,True,replay:762:riverbend
763,48,Fay,roofward,v28:Fay:roofward:day48,roofward->archive_quarter:herbs:0.27,autumn_wind,Glassgarden Guild:0.09,Lio:0.69,stable,True,replay:763:roofward
764,48,Nia,archive_quarter,v28:Nia:archive_quarter:day48,archive_quarter->signal_ridge:wire:0.36,autumn_wind,Index Guild:0.14,Sera:0.71,stable,True,replay:764:archive_quarter
765,48,Milo,signal_ridge,v28:Milo:signal_ridge:day48,signal_ridge->orchard_fen:oil:0.27,autumn_wind,Signal Guild:0.17,Ren:0.75,stable,True,replay:765:signal_ridge
766,48,Ivo,orchard_fen,v28:Ivo:orchard_fen:day48,orchard_fen->riverbend:seeds:0.36,autumn_wind,Seed Guild:0.02,Mara:0.78,stable,True,replay:766:orchard_fen
767,48,Ari,riverbend,v28:Ari:riverbend:day48,riverbend->roofward:water:0.41,autumn_wind,Bridgewright Guild:0.00,Toma:0.65,stable,True,replay:767:riverbend
768,49,Fay,roofward,v28:Fay:roofward:day49,roofward->signal_ridge:wire:0.00,winter_cold,Glassgarden Guild:0.14,Lio:0.69,stable,True,replay:768:roofward
769,49,Nia,archive_quarter,v28:Nia:archive_quarter:day49,archive_quarter->orchard_fen:paper:0.25,winter_cold,Index Guild:0.14,Sera:0.71,stable,True,replay:769:archive_quarter
770,49,Milo,signal_ridge,v28:Milo:signal_ridge:day49,signal_ridge->riverbend:oil:0.00,winter_cold,Signal Guild:0.07,Ren:0.75,stable,True,replay:770:signal_ridge
771,49,Ivo,orchard_fen,v28:Ivo:orchard_fen:day49,orchard_fen->roofward:water:0.25,winter_cold,Seed Guild:0.02,Mara:0.78,stable,True,replay:771:orchard_fen
772,49,Ari,riverbend,v28:Ari:riverbend:day49,riverbend->archive_quarter:planks:0.00,winter_cold,Bridgewright Guild:0.02,Toma:0.65,stable,True,replay:772:riverbend
773,49,Fay,roofward,v28:Fay:roofward:day49,roofward->signal_ridge:herbs:0.00,winter_cold,Glassgarden Guild:0.18,Lio:0.69,stable,True,replay:773:roofward
774,49,Nia,archive_quarter,v28:Nia:archive_quarter:day49,archive_quarter->orchard_fen:planks:0.29,winter_cold,Index Guild:0.14,Sera:0.71,stable,True,replay:774:archive_quarter
775,49,Milo,signal_ridge,v28:Milo:signal_ridge:day49,signal_ridge->riverbend:oil:0.38,winter_cold,Signal Guild:0.00,Ren:0.76,stable,True,replay:775:signal_ridge
776,49,Ivo,orchard_fen,v28:Ivo:orchard_fen:day49,orchard_fen->roofward:seeds:0.29,winter_cold,Seed Guild:0.02,Mara:0.79,stable,True,replay:776:orchard_fen
777,49,Ari,riverbend,v28:Ari:riverbend:day49,riverbend->archive_quarter:thread:0.00,winter_cold,Bridgewright Guild:0.04,Toma:0.66,stable,True,replay:777:riverbend
778,49,Fay,roofward,v28:Fay:roofward:day49,roofward->signal_ridge:herbs:0.25,winter_cold,Glassgarden Guild:0.21,Lio:0.69,stable,True,replay:778:roofward
779,49,Nia,archive_quarter,v28:Nia:archive_quarter:day49,archive_quarter->orchard_fen:paper:0.00,winter_cold,Index Guild:0.15,Sera:0.71,stable,True,replay:779:archive_quarter
780,49,Milo,signal_ridge,v28:Milo:signal_ridge:day49,signal_ridge->riverbend:oil:0.00,winter_cold,Signal Guild:0.00,Ren:0.76,stable,True,replay:780:signal_ridge
781,49,Ivo,orchard_fen,v28:Ivo:orchard_fen:day49,orchard_fen->roofward:seeds:0.00,winter_cold,Seed Guild:0.04,Mara:0.80,stable,True,replay:781:orchard_fen
782,49,Ari,riverbend,v28:Ari:riverbend:day49,riverbend->archive_quarter:planks:0.00,winter_cold,Bridgewright Guild:0.08,Toma:0.66,stable,True,replay:782:riverbend
783,49,Fay,roofward,v28:Fay:roofward:day49,roofward->signal_ridge:wire:0.00,winter_cold,Glassgarden Guild:0.15,Lio:0.70,stable,True,replay:783:roofward
784,50,Nia,archive_quarter,v28:Nia:archive_quarter:day50,archive_quarter->signal_ridge:wire:0.00,winter_cold,Index Guild:0.17,Sera:0.72,stable,True,replay:784:archive_quarter
785,50,Milo,signal_ridge,v28:Milo:signal_ridge:day50,signal_ridge->orchard_fen:oil:0.33,winter_cold,Signal Guild:0.00,Ren:0.76,stable,True,replay:785:signal_ridge
786,50,Ivo,orchard_fen,v28:Ivo:orchard_fen:day50,orchard_fen->riverbend:seeds:0.25,winter_cold,Seed Guild:0.00,Mara:0.80,stable,True,replay:786:orchard_fen
787,50,Ari,riverbend,v28:Ari:riverbend:day50,riverbend->roofward:water:0.29,winter_cold,Bridgewright Guild:0.11,Toma:0.66,stable,True,replay:787:riverbend
788,50,Fay,roofward,v28:Fay:roofward:day50,roofward->archive_quarter:herbs:0.00,winter_cold,Glassgarden Guild:0.17,Lio:0.70,stable,True,replay:788:roofward
789,50,Nia,archive_quarter,v28:Nia:archive_quarter:day50,archive_quarter->signal_ridge:paper:0.00,winter_cold,Index Guild:0.19,Sera:0.72,stable,True,replay:789:archive_quarter
790,50,Milo,signal_ridge,v28:Milo:signal_ridge:day50,signal_ridge->orchard_fen:planks:0.00,winter_cold,Signal Guild:0.02,Ren:0.76,stable,True,replay:790:signal_ridge
791,50,Ivo,orchard_fen,v28:Ivo:orchard_fen:day50,orchard_fen->riverbend:seeds:0.00,winter_cold,Seed Guild:0.00,Mara:0.80,stable,True,replay:791:orchard_fen
792,50,Ari,riverbend,v28:Ari:riverbend:day50,riverbend->roofward:planks:0.33,winter_cold,Bridgewright Guild:0.14,Toma:0.67,stable,True,replay:792:riverbend
793,50,Fay,roofward,v28:Fay:roofward:day50,roofward->archive_quarter:thread:0.25,winter_cold,Glassgarden Guild:0.17,Lio:0.70,stable,True,replay:793:roofward
794,50,Nia,archive_quarter,v28:Nia:archive_quarter:day50,archive_quarter->signal_ridge:paper:0.33,winter_cold,Index Guild:0.19,Sera:0.72,stable,True,replay:794:archive_quarter
795,50,Milo,signal_ridge,v28:Milo:signal_ridge:day50,signal_ridge->orchard_fen:oil:0.00,winter_cold,Signal Guild:0.04,Ren:0.76,stable,True,replay:795:signal_ridge
796,50,Ivo,orchard_fen,v28:Ivo:orchard_fen:day50,orchard_fen->riverbend:oil:0.33,winter_cold,Seed Guild:0.00,Mara:0.80,stable,True,replay:796:orchard_fen
797,50,Ari,riverbend,v28:Ari:riverbend:day50,riverbend->roofward:planks:0.00,winter_cold,Bridgewright Guild:0.19,Toma:0.68,stable,True,replay:797:riverbend
798,50,Fay,roofward,v28:Fay:roofward:day50,roofward->archive_quarter:herbs:0.29,winter_cold,Glassgarden Guild:0.17,Lio:0.70,stable,True,replay:798:roofward
799,50,Nia,archive_quarter,v28:Nia:archive_quarter:day50,archive_quarter->signal_ridge:wire:0.00,winter_cold,Index Guild:0.10,Sera:0.73,stable,True,replay:799:archive_quarter
800,51,Milo,signal_ridge,v28:Milo:signal_ridge:day51,signal_ridge->riverbend:oil:0.00,winter_cold,Signal Guild:0.05,Ren:0.77,stable,True,replay:800:signal_ridge
801,51,Ivo,orchard_fen,v28:Ivo:orchard_fen:day51,orchard_fen->roofward:seeds:0.25,winter_cold,Seed Guild:0.03,Mara:0.80,stable,True,replay:801:orchard_fen
802,51,Ari,riverbend,v28:Ari:riverbend:day51,riverbend->archive_quarter:planks:0.00,winter_cold,Bridgewright Guild:0.12,Toma:0.68,stable,True,replay:802:riverbend
803,51,Fay,roofward,v28:Fay:roofward:day51,roofward->signal_ridge:wire:0.00,winter_cold,Glassgarden Guild:0.19,Lio:0.71,stable,True,replay:803:roofward
804,51,Nia,archive_quarter,v28:Nia:archive_quarter:day51,archive_quarter->orchard_fen:paper:0.00,winter_cold,Index Guild:0.12,Sera:0.73,stable,True,replay:804:archive_quarter
805,51,Milo,signal_ridge,v28:Milo:signal_ridge:day51,signal_ridge->riverbend:oil:0.00,winter_cold,Signal Guild:0.07,Ren:0.77,stable,True,replay:805:signal_ridge
806,51,Ivo,orchard_fen,v28:Ivo:orchard_fen:day51,orchard_fen->roofward:water:0.00,winter_cold,Seed Guild:0.07,Mara:0.81,stable,True,replay:806:orchard_fen
807,51,Ari,riverbend,v28:Ari:riverbend:day51,riverbend->archive_quarter:planks:0.00,winter_cold,Bridgewright Guild:0.03,Toma:0.68,stable,True,replay:807:riverbend
808,51,Fay,roofward,v28:Fay:roofward:day51,roofward->signal_ridge:herbs:0.00,winter_cold,Glassgarden Guild:0.21,Lio:0.72,stable,True,replay:808:roofward
809,51,Nia,archive_quarter,v28:Nia:archive_quarter:day51,archive_quarter->orchard_fen:planks:0.33,winter_cold,Index Guild:0.12,Sera:0.73,stable,True,replay:809:archive_quarter
810,51,Milo,signal_ridge,v28:Milo:signal_ridge:day51,signal_ridge->riverbend:oil:0.00,winter_cold,Signal Guild:0.09,Ren:0.77,stable,True,replay:810:signal_ridge
811,51,Ivo,orchard_fen,v28:Ivo:orchard_fen:day51,orchard_fen->roofward:seeds:0.00,winter_cold,Seed Guild:0.12,Mara:0.81,stable,True,replay:811:orchard_fen
812,51,Ari,riverbend,v28:Ari:riverbend:day51,riverbend->archive_quarter:thread:0.00,winter_cold,Bridgewright Guild:0.00,Toma:0.69,stable,True,replay:812:riverbend
813,51,Fay,roofward,v28:Fay:roofward:day51,roofward->signal_ridge:herbs:0.00,winter_cold,Glassgarden Guild:0.22,Lio:0.72,stable,True,replay:813:roofward
814,51,Nia,archive_quarter,v28:Nia:archive_quarter:day51,archive_quarter->orchard_fen:paper:0.00,winter_cold,Index Guild:0.13,Sera:0.73,stable,True,replay:814:archive_quarter
815,51,Milo,signal_ridge,v28:Milo:signal_ridge:day51,signal_ridge->riverbend:oil:0.00,winter_cold,Signal Guild:0.00,Ren:0.77,stable,True,replay:815:signal_ridge
816,52,Ivo,orchard_fen,v28:Ivo:orchard_fen:day52,orchard_fen->riverbend:oil:0.25,winter_cold,Seed Guild:0.15,Mara:0.81,stable,True,replay:816:orchard_fen
817,52,Ari,riverbend,v28:Ari:riverbend:day52,riverbend->roofward:planks:0.29,winter_cold,Bridgewright Guild:0.00,Toma:0.69,stable,True,replay:817:riverbend
818,52,Fay,roofward,v28:Fay:roofward:day52,roofward->archive_quarter:herbs:0.00,winter_cold,Glassgarden Guild:0.16,Lio:0.73,stable,True,replay:818:roofward
819,52,Nia,archive_quarter,v28:Nia:archive_quarter:day52,archive_quarter->signal_ridge:wire:0.00,winter_cold,Index Guild:0.15,Sera:0.74,stable,True,replay:819:archive_quarter
820,52,Milo,signal_ridge,v28:Milo:signal_ridge:day52,signal_ridge->orchard_fen:oil:0.00,winter_cold,Signal Guild:0.05,Ren:0.77,stable,True,replay:820:signal_ridge
821,52,Ivo,orchard_fen,v28:Ivo:orchard_fen:day52,orchard_fen->riverbend:seeds:0.00,winter_cold,Seed Guild:0.19,Mara:0.81,stable,True,replay:821:orchard_fen
822,52,Ari,riverbend,v28:Ari:riverbend:day52,riverbend->roofward:water:0.33,winter_cold,Bridgewright Guild:0.00,Toma:0.69,stable,True,replay:822:riverbend
823,52,Fay,roofward,v28:Fay:roofward:day52,roofward->archive_quarter:herbs:0.25,winter_cold,Glassgarden Guild:0.05,Lio:0.73,stable,True,replay:823:roofward
824,52,Nia,archive_quarter,v28:Nia:archive_quarter:day52,archive_quarter->signal_ridge:paper:0.00,winter_cold,Index Guild:0.17,Sera:0.74,stable,True,replay:824:archive_quarter
825,52,Milo,signal_ridge,v28:Milo:signal_ridge:day52,signal_ridge->orchard_fen:planks:0.00,winter_cold,Signal Guild:0.10,Ren:0.78,stable,True,replay:825:signal_ridge
826,52,Ivo,orchard_fen,v28:Ivo:orchard_fen:day52,orchard_fen->riverbend:seeds:0.33,winter_cold,Seed Guild:0.22,Mara:0.81,stable,True,replay:826:orchard_fen
827,52,Ari,riverbend,v28:Ari:riverbend:day52,riverbend->roofward:planks:0.00,winter_cold,Bridgewright Guild:0.02,Toma:0.69,stable,True,replay:827:riverbend
828,52,Fay,roofward,v28:Fay:roofward:day52,roofward->archive_quarter:thread:0.29,winter_cold,Glassgarden Guild:0.00,Lio:0.73,stable,True,replay:828:roofward
829,52,Nia,archive_quarter,v28:Nia:archive_quarter:day52,archive_quarter->signal_ridge:paper:0.00,winter_cold,Index Guild:0.19,Sera:0.75,stable,True,replay:829:archive_quarter
830,52,Milo,signal_ridge,v28:Milo:signal_ridge:day52,signal_ridge->orchard_fen:oil:0.00,winter_cold,Signal Guild:0.15,Ren:0.78,stable,True,replay:830:signal_ridge
831,52,Ivo,orchard_fen,v28:Ivo:orchard_fen:day52,orchard_fen->riverbend:oil:0.38,winter_cold,Seed Guild:0.14,Mara:0.82,stable,True,replay:831:orchard_fen
832,53,Ari,riverbend,v28:Ari:riverbend:day53,riverbend->archive_quarter:thread:0.00,winter_cold,Bridgewright Guild:0.04,Toma:0.69,stable,True,replay:832:riverbend
833,53,Fay,roofward,v28:Fay:roofward:day53,roofward->signal_ridge:herbs:0.00,winter_cold,Glassgarden Guild:0.02,Lio:0.73,stable,True,replay:833:roofward
834,53,Nia,archive_quarter,v28:Nia:archive_quarter:day53,archive_quarter->orchard_fen:paper:0.29,winter_cold,Index Guild:0.08,Sera:0.76,stable,True,replay:834:archive_quarter
835,53,Milo,signal_ridge,v28:Milo:signal_ridge:day53,signal_ridge->riverbend:oil:0.00,winter_cold,Signal Guild:0.19,Ren:0.78,stable,True,replay:835:signal_ridge
836,53,Ivo,orchard_fen,v28:Ivo:orchard_fen:day53,orchard_fen->roofward:seeds:0.00,winter_cold,Seed Guild:0.16,Mara:0.82,stable,True,replay:836:orchard_fen
837,53,Ari,riverbend,v28:Ari:riverbend:day53,riverbend->archive_quarter:planks:0.00,winter_cold,Bridgewright Guild:0.08,Toma:0.70,stable,True,replay:837:riverbend
838,53,Fay,roofward,v28:Fay:roofward:day53,roofward->signal_ridge:wire:0.00,winter_cold,Glassgarden Guild:0.04,Lio:0.74,stable,True,replay:838:roofward
839,53,Nia,archive_quarter,v28:Nia:archive_quarter:day53,archive_quarter->orchard_fen:paper:0.00,winter_cold,Index Guild:0.00,Sera:0.76,stable,True,replay:839:archive_quarter
840,53,Milo,signal_ridge,v28:Milo:signal_ridge:day53,signal_ridge->riverbend:oil:0.00,winter_cold,Signal Guild:0.24,Ren:0.79,stable,True,replay:840:signal_ridge
841,53,Ivo,orchard_fen,v28:Ivo:orchard_fen:day53,orchard_fen->roofward:water:0.00,winter_cold,Seed Guild:0.17,Mara:0.82,stable,True,replay:841:orchard_fen
842,53,Ari,riverbend,v28:Ari:riverbend:day53,riverbend->archive_quarter:planks:0.38,winter_cold,Bridgewright Guild:0.11,Toma:0.70,stable,True,replay:842:riverbend
843,53,Fay,roofward,v28:Fay:roofward:day53,roofward->signal_ridge:herbs:0.00,winter_cold,Glassgarden Guild:0.05,Lio:0.74,stable,True,replay:843:roofward
844,53,Nia,archive_quarter,v28:Nia:archive_quarter:day53,archive_quarter->orchard_fen:planks:0.38,winter_cold,Index Guild:0.00,Sera:0.76,stable,True,replay:844:archive_quarter
845,53,Milo,signal_ridge,v28:Milo:signal_ridge:day53,signal_ridge->riverbend:oil:0.00,winter_cold,Signal Guild:0.29,Ren:0.80,stable,True,replay:845:signal_ridge
846,53,Ivo,orchard_fen,v28:Ivo:orchard_fen:day53,orchard_fen->roofward:seeds:0.00,winter_cold,Seed Guild:0.19,Mara:0.83,stable,True,replay:846:orchard_fen
847,53,Ari,riverbend,v28:Ari:riverbend:day53,riverbend->archive_quarter:thread:0.00,winter_cold,Bridgewright Guild:0.05,Toma:0.70,stable,True,replay:847:riverbend
848,54,Nia,archive_quarter,v28:Nia:archive_quarter:day54,archive_quarter->signal_ridge:wire:0.00,winter_cold,Index Guild:0.02,Sera:0.76,stable,True,replay:848:archive_quarter
849,54,Milo,signal_ridge,v28:Milo:signal_ridge:day54,signal_ridge->orchard_fen:oil:0.33,winter_cold,Signal Guild:0.32,Ren:0.80,stable,True,replay:849:signal_ridge
850,54,Ivo,orchard_fen,v28:Ivo:orchard_fen:day54,orchard_fen->riverbend:seeds:0.00,winter_cold,Seed Guild:0.10,Mara:0.83,stable,True,replay:850:orchard_fen
851,54,Ari,riverbend,v28:Ari:riverbend:day54,riverbend->roofward:water:0.29,winter_cold,Bridgewright Guild:0.08,Toma:0.71,stable,True,replay:851:riverbend
852,54,Fay,roofward,v28:Fay:roofward:day54,roofward->archive_quarter:herbs:0.00,winter_cold,Glassgarden Guild:0.07,Lio:0.74,stable,True,replay:852:roofward
853,54,Nia,archive_quarter,v28:Nia:archive_quarter:day54,archive_quarter->signal_ridge:paper:0.29,winter_cold,Index Guild:0.02,Sera:0.76,stable,True,replay:853:archive_quarter
854,54,Milo,signal_ridge,v28:Milo:signal_ridge:day54,signal_ridge->orchard_fen:planks:0.00,winter_cold,Signal Guild:0.37,Ren:0.80,stable,True,replay:854:signal_ridge
855,54,Ivo,orchard_fen,v28:Ivo:orchard_fen:day54,orchard_fen->riverbend:seeds:0.00,winter_cold,Seed Guild:0.00,Mara:0.83,stable,True,replay:855:orchard_fen
856,54,Ari,riverbend,v28:Ari:riverbend:day54,riverbend->roofward:planks:0.00,winter_cold,Bridgewright Guild:0.12,Toma:0.71,stable,True,replay:856:riverbend
857,54,Fay,roofward,v28:Fay:roofward:day54,roofward->archive_quarter:thread:0.25,winter_cold,Glassgarden Guild:0.07,Lio:0.74,stable,True,replay:857:roofward
858,54,Nia,archive_quarter,v28:Nia:archive_quarter:day54,archive_quarter->signal_ridge:paper:0.00,winter_cold,Index Guild:0.04,Sera:0.77,stable,True,replay:858:archive_quarter
859,54,Milo,signal_ridge,v28:Milo:signal_ridge:day54,signal_ridge->orchard_fen:oil:0.00,winter_cold,Signal Guild:0.42,Ren:0.80,stable,True,replay:859:signal_ridge
860,54,Ivo,orchard_fen,v28:Ivo:orchard_fen:day54,orchard_fen->riverbend:oil:0.33,winter_cold,Seed Guild:0.00,Mara:0.84,stable,True,replay:860:orchard_fen
861,54,Ari,riverbend,v28:Ari:riverbend:day54,riverbend->roofward:planks:0.00,winter_cold,Bridgewright Guild:0.17,Toma:0.72,stable,True,replay:861:riverbend
862,54,Fay,roofward,v28:Fay:roofward:day54,roofward->archive_quarter:herbs:0.29,winter_cold,Glassgarden Guild:0.07,Lio:0.74,stable,True,replay:862:roofward
863,54,Nia,archive_quarter,v28:Nia:archive_quarter:day54,archive_quarter->signal_ridge:wire:0.00,winter_cold,Index Guild:0.00,Sera:0.77,stable,True,replay:863:archive_quarter
864,55,Milo,signal_ridge,v28:Milo:signal_ridge:day55,signal_ridge->riverbend:oil:0.00,winter_cold,Signal Guild:0.46,Ren:0.80,stable,True,replay:864:signal_ridge
865,55,Ivo,orchard_fen,v28:Ivo:orchard_fen:day55,orchard_fen->roofward:seeds:0.25,winter_cold,Seed Guild:0.00,Mara:0.84,stable,True,replay:865:orchard_fen
866,55,Ari,riverbend,v28:Ari:riverbend:day55,riverbend->archive_quarter:planks:0.29,winter_cold,Bridgewright Guild:0.09,Toma:0.72,stable,True,replay:866:riverbend
867,55,Fay,roofward,v28:Fay:roofward:day55,roofward->signal_ridge:wire:0.00,winter_cold,Glassgarden Guild:0.12,Lio:0.75,stable,True,replay:867:roofward
868,55,Nia,archive_quarter,v28:Nia:archive_quarter:day55,archive_quarter->orchard_fen:paper:0.00,winter_cold,Index Guild:0.02,Sera:0.77,stable,True,replay:868:archive_quarter
869,55,Milo,signal_ridge,v28:Milo:signal_ridge:day55,signal_ridge->riverbend:oil:0.00,winter_cold,Signal Guild:0.51,Ren:0.81,stable,True,replay:869:signal_ridge
870,55,Ivo,orchard_fen,v28:Ivo:orchard_fen:day55,orchard_fen->roofward:water:0.00,winter_cold,Seed Guild:0.02,Mara:0.84,stable,True,replay:870:orchard_fen
871,55,Ari,riverbend,v28:Ari:riverbend:day55,riverbend->archive_quarter:planks:0.00,winter_cold,Bridgewright Guild:0.00,Toma:0.73,stable,True,replay:871:riverbend
872,55,Fay,roofward,v28:Fay:roofward:day55,roofward->signal_ridge:herbs:0.00,winter_cold,Glassgarden Guild:0.17,Lio:0.76,stable,True,replay:872:roofward
873,55,Nia,archive_quarter,v28:Nia:archive_quarter:day55,archive_quarter->orchard_fen:planks:0.33,winter_cold,Index Guild:0.02,Sera:0.77,stable,True,replay:873:archive_quarter
874,55,Milo,signal_ridge,v28:Milo:signal_ridge:day55,signal_ridge->riverbend:oil:0.00,winter_cold,Signal Guild:0.56,Ren:0.81,stable,True,replay:874:signal_ridge
875,55,Ivo,orchard_fen,v28:Ivo:orchard_fen:day55,orchard_fen->roofward:seeds:0.00,winter_cold,Seed Guild:0.04,Mara:0.84,stable,True,replay:875:orchard_fen
876,55,Ari,riverbend,v28:Ari:riverbend:day55,riverbend->archive_quarter:thread:0.00,winter_cold,Bridgewright Guild:0.00,Toma:0.73,stable,True,replay:876:riverbend
877,55,Fay,roofward,v28:Fay:roofward:day55,roofward->signal_ridge:herbs:0.00,winter_cold,Glassgarden Guild:0.21,Lio:0.76,stable,True,replay:877:roofward
878,55,Nia,archive_quarter,v28:Nia:archive_quarter:day55,archive_quarter->orchard_fen:paper:0.00,winter_cold,Index Guild:0.04,Sera:0.77,stable,True,replay:878:archive_quarter
879,55,Milo,signal_ridge,v28:Milo:signal_ridge:day55,signal_ridge->riverbend:oil:0.00,winter_cold,Signal Guild:0.49,Ren:0.81,stable,True,replay:879:signal_ridge
880,56,Ivo,orchard_fen,v28:Ivo:orchard_fen:day56,orchard_fen->riverbend:oil:0.25,winter_cold,Seed Guild:0.04,Mara:0.84,stable,True,replay:880:orchard_fen
881,56,Ari,riverbend,v28:Ari:riverbend:day56,riverbend->roofward:planks:0.00,winter_cold,Bridgewright Guild:0.02,Toma:0.73,stable,True,replay:881:riverbend
882,56,Fay,roofward,v28:Fay:roofward:day56,roofward->archive_quarter:herbs:0.00,winter_cold,Glassgarden Guild:0.15,Lio:0.77,stable,True,replay:882:roofward
883,56,Nia,archive_quarter,v28:Nia:archive_quarter:day56,archive_quarter->signal_ridge:wire:0.00,winter_cold,Index Guild:0.05,Sera:0.78,stable,True,replay:883:archive_quarter
884,56,Milo,signal_ridge,v28:Milo:signal_ridge:day56,signal_ridge->orchard_fen:oil:0.00,winter_cold,Signal Guild:0.54,Ren:0.82,stable,True,replay:884:signal_ridge
885,56,Ivo,orchard_fen,v28:Ivo:orchard_fen:day56,orchard_fen->riverbend:seeds:0.29,winter_cold,Seed Guild:0.04,Mara:0.85,stable,True,replay:885:orchard_fen
886,56,Ari,riverbend,v28:Ari:riverbend:day56,riverbend->roofward:water:0.33,winter_cold,Bridgewright Guild:0.05,Toma:0.73,stable,True,replay:886:riverbend
887,56,Fay,roofward,v28:Fay:roofward:day56,roofward->archive_quarter:herbs:0.25,winter_cold,Glassgarden Guild:0.03,Lio:0.77,stable,True,replay:887:roofward
888,56,Nia,archive_quarter,v28:Nia:archive_quarter:day56,archive_quarter->signal_ridge:paper:0.33,winter_cold,Index Guild:0.05,Sera:0.79,stable,True,replay:888:archive_quarter
889,56,Milo,signal_ridge,v28:Milo:signal_ridge:day56,signal_ridge->orchard_fen:planks:0.00,winter_cold,Signal Guild:0.59,Ren:0.82,stable,True,replay:889:signal_ridge
890,56,Ivo,orchard_fen,v28:Ivo:orchard_fen:day56,orchard_fen->riverbend:seeds:0.00,winter_cold,Seed Guild:0.05,Mara:0.85,stable,True,replay:890:orchard_fen
891,56,Ari,riverbend,v28:Ari:riverbend:day56,riverbend->roofward:planks:0.00,winter_cold,Bridgewright Guild:0.09,Toma:0.73,stable,True,replay:891:riverbend
892,56,Fay,roofward,v28:Fay:roofward:day56,roofward->archive_quarter:thread:0.29,winter_cold,Glassgarden Guild:0.00,Lio:0.77,stable,True,replay:892:roofward
893,56,Nia,archive_quarter,v28:Nia:archive_quarter:day56,archive_quarter->signal_ridge:paper:0.00,winter_cold,Index Guild:0.07,Sera:0.79,stable,True,replay:893:archive_quarter
894,56,Milo,signal_ridge,v28:Milo:signal_ridge:day56,signal_ridge->orchard_fen:oil:0.00,winter_cold,Signal Guild:0.64,Ren:0.82,stable,True,replay:894:signal_ridge
895,56,Ivo,orchard_fen,v28:Ivo:orchard_fen:day56,orchard_fen->riverbend:oil:0.38,winter_cold,Seed Guild:0.00,Mara:0.85,stable,True,replay:895:orchard_fen
896,57,Ari,riverbend,v28:Ari:riverbend:day57,riverbend->archive_quarter:thread:0.00,winter_cold,Bridgewright Guild:0.14,Toma:0.74,stable,True,replay:896:riverbend
897,57,Fay,roofward,v28:Fay:roofward:day57,roofward->signal_ridge:herbs:0.00,winter_cold,Glassgarden Guild:0.02,Lio:0.77,stable,True,replay:897:roofward
898,57,Nia,archive_quarter,v28:Nia:archive_quarter:day57,archive_quarter->orchard_fen:paper:0.00,winter_cold,Index Guild:0.01,Sera:0.79,stable,True,replay:898:archive_quarter
899,57,Milo,signal_ridge,v28:Milo:signal_ridge:day57,signal_ridge->riverbend:oil:0.00,winter_cold,Signal Guild:0.68,Ren:0.83,stable,True,replay:899:signal_ridge
900,57,Ivo,orchard_fen,v28:Ivo:orchard_fen:day57,orchard_fen->roofward:seeds:0.00,winter_cold,Seed Guild:0.05,Mara:0.85,stable,True,replay:900:orchard_fen
901,57,Ari,riverbend,v28:Ari:riverbend:day57,riverbend->archive_quarter:planks:0.33,winter_cold,Bridgewright Guild:0.17,Toma:0.74,stable,True,replay:901:riverbend
902,57,Fay,roofward,v28:Fay:roofward:day57,roofward->signal_ridge:wire:0.00,winter_cold,Glassgarden Guild:0.04,Lio:0.78,stable,True,replay:902:roofward
903,57,Nia,archive_quarter,v28:Nia:archive_quarter:day57,archive_quarter->orchard_fen:paper:0.00,winter_cold,Index Guild:0.00,Sera:0.80,stable,True,replay:903:archive_quarter
904,57,Milo,signal_ridge,v28:Milo:signal_ridge:day57,signal_ridge->riverbend:oil:0.00,winter_cold,Signal Guild:0.73,Ren:0.83,stable,True,replay:904:signal_ridge
