tick,day,slot,selected_tick,selected_resident,event_key,event_kind,previous_event_key,next_event_key,scrubber_position,replay_row_visible,same_loop_reference
552,31,12,552,Nia,v58-loop-event-00552,repair_trust,v58-loop-event-00551:wait_offscreen,v58-loop-event-00553:move,0.109546,True,v58_consolidated_playable_consequence_loop
553,31,13,553,Ari,v58-loop-event-00553,move,v58-loop-event-00552:repair_trust,v58-loop-event-00554:talk,0.109744,True,v58_consolidated_playable_consequence_loop
554,31,14,554,Fay,v58-loop-event-00554,talk,v58-loop-event-00553:move,v58-loop-event-00555:offer_help,0.109942,True,v58_consolidated_playable_consequence_loop
555,31,15,555,Milo,v58-loop-event-00555,offer_help,v58-loop-event-00554:talk,v58-loop-event-00556:borrow_tool,0.110141,True,v58_consolidated_playable_consequence_loop
556,31,16,556,Sera,v58-loop-event-00556,borrow_tool,v58-loop-event-00555:offer_help,v58-loop-event-00557:return_tool,0.110339,True,v58_consolidated_playable_consequence_loop
557,31,17,557,Tovan,v58-loop-event-00557,return_tool,v58-loop-event-00556:borrow_tool,v58-loop-event-00558:interrupt_work,0.110538,True,v58_consolidated_playable_consequence_loop
558,32,0,558,Nia,v58-loop-event-00558,wait_offscreen,v58-loop-event-00557:interrupt_work,v58-loop-event-00559:repair_trust,0.110736,True,v58_consolidated_playable_consequence_loop
559,32,1,559,Ari,v58-loop-event-00559,repair_trust,v58-loop-event-00558:wait_offscreen,v58-loop-event-00560:move,0.110935,True,v58_consolidated_playable_consequence_loop
560,32,2,560,Fay,v58-loop-event-00560,move,v58-loop-event-00559:repair_trust,v58-loop-event-00561:talk,0.111133,True,v58_consolidated_playable_consequence_loop
561,32,3,561,Milo,v58-loop-event-00561,talk,v58-loop-event-00560:move,v58-loop-event-00562:offer_help,0.111332,True,v58_consolidated_playable_consequence_loop
562,32,4,562,Sera,v58-loop-event-00562,offer_help,v58-loop-event-00561:talk,v58-loop-event-00563:borrow_tool,0.11153,True,v58_consolidated_playable_consequence_loop
563,32,5,563,Tovan,v58-loop-event-00563,borrow_tool,v58-loop-event-00562:offer_help,v58-loop-event-00564:return_tool,0.111729,True,v58_consolidated_playable_consequence_loop
564,32,6,564,Nia,v58-loop-event-00564,return_tool,v58-loop-event-00563:borrow_tool,v58-loop-event-00565:interrupt_work,0.111927,True,v58_consolidated_playable_consequence_loop
565,32,7,565,Ari,v58-loop-event-00565,interrupt_work,v58-loop-event-00564:return_tool,v58-loop-event-00566:wait_offscreen,0.112125,True,v58_consolidated_playable_consequence_loop
566,32,8,566,Fay,v58-loop-event-00566,wait_offscreen,v58-loop-event-00565:interrupt_work,v58-loop-event-00567:repair_trust,0.112324,True,v58_consolidated_playable_consequence_loop
567,32,9,567,Milo,v58-loop-event-00567,repair_trust,v58-loop-event-00566:wait_offscreen,v58-loop-event-00568:move,0.112522,True,v58_consolidated_playable_consequence_loop
568,32,10,568,Sera,v58-loop-event-00568,move,v58-loop-event-00567:repair_trust,v58-loop-event-00569:talk,0.112721,True,v58_consolidated_playable_consequence_loop
569,32,11,569,Tovan,v58-loop-event-00569,talk,v58-loop-event-00568:move,v58-loop-event-00570:offer_help,0.112919,True,v58_consolidated_playable_consequence_loop
570,32,12,570,Nia,v58-loop-event-00570,offer_help,v58-loop-event-00569:talk,v58-loop-event-00571:borrow_tool,0.113118,True,v58_consolidated_playable_consequence_loop
571,32,13,571,Ari,v58-loop-event-00571,borrow_tool,v58-loop-event-00570:offer_help,v58-loop-event-00572:return_tool,0.113316,True,v58_consolidated_playable_consequence_loop
572,32,14,572,Fay,v58-loop-event-00572,return_tool,v58-loop-event-00571:borrow_tool,v58-loop-event-00573:interrupt_work,0.113515,True,v58_consolidated_playable_consequence_loop
573,32,15,573,Milo,v58-loop-event-00573,interrupt_work,v58-loop-event-00572:return_tool,v58-loop-event-00574:wait_offscreen,0.113713,True,v58_consolidated_playable_consequence_loop
574,32,16,574,Sera,v58-loop-event-00574,wait_offscreen,v58-loop-event-00573:interrupt_work,v58-loop-event-00575:repair_trust,0.113911,True,v58_consolidated_playable_consequence_loop
575,32,17,575,Tovan,v58-loop-event-00575,repair_trust,v58-loop-event-00574:wait_offscreen,v58-loop-event-00576:move,0.11411,True,v58_consolidated_playable_consequence_loop
576,33,0,576,Nia,v58-loop-event-00576,talk,v58-loop-event-00575:move,v58-loop-event-00577:offer_help,0.114308,True,v58_consolidated_playable_consequence_loop
577,33,1,577,Ari,v58-loop-event-00577,offer_help,v58-loop-event-00576:talk,v58-loop-event-00578:borrow_tool,0.114507,True,v58_consolidated_playable_consequence_loop
578,33,2,578,Fay,v58-loop-event-00578,borrow_tool,v58-loop-event-00577:offer_help,v58-loop-event-00579:return_tool,0.114705,True,v58_consolidated_playable_consequence_loop
579,33,3,579,Milo,v58-loop-event-00579,return_tool,v58-loop-event-00578:borrow_tool,v58-loop-event-00580:interrupt_work,0.114904,True,v58_consolidated_playable_consequence_loop
580,33,4,580,Sera,v58-loop-event-00580,interrupt_work,v58-loop-event-00579:return_tool,v58-loop-event-00581:wait_offscreen,0.115102,True,v58_consolidated_playable_consequence_loop
581,33,5,581,Tovan,v58-loop-event-00581,wait_offscreen,v58-loop-event-00580:interrupt_work,v58-loop-event-00582:repair_trust,0.115301,True,v58_consolidated_playable_consequence_loop
582,33,6,582,Nia,v58-loop-event-00582,repair_trust,v58-loop-event-00581:wait_offscreen,v58-loop-event-00583:move,0.115499,True,v58_consolidated_playable_consequence_loop
583,33,7,583,Ari,v58-loop-event-00583,move,v58-loop-event-00582:repair_trust,v58-loop-event-00584:talk,0.115698,True,v58_consolidated_playable_consequence_loop
584,33,8,584,Fay,v58-loop-event-00584,talk,v58-loop-event-00583:move,v58-loop-event-00585:offer_help,0.115896,True,v58_consolidated_playable_consequence_loop
585,33,9,585,Milo,v58-loop-event-00585,offer_help,v58-loop-event-00584:talk,v58-loop-event-00586:borrow_tool,0.116094,True,v58_consolidated_playable_consequence_loop
586,33,10,586,Sera,v58-loop-event-00586,borrow_tool,v58-loop-event-00585:offer_help,v58-loop-event-00587:return_tool,0.116293,True,v58_consolidated_playable_consequence_loop
587,33,11,587,Tovan,v58-loop-event-00587,return_tool,v58-loop-event-00586:borrow_tool,v58-loop-event-00588:interrupt_work,0.116491,True,v58_consolidated_playable_consequence_loop
588,33,12,588,Nia,v58-loop-event-00588,interrupt_work,v58-loop-event-00587:return_tool,v58-loop-event-00589:wait_offscreen,0.11669,True,v58_consolidated_playable_consequence_loop
589,33,13,589,Ari,v58-loop-event-00589,wait_offscreen,v58-loop-event-00588:interrupt_work,v58-loop-event-00590:repair_trust,0.116888,True,v58_consolidated_playable_consequence_loop
590,33,14,590,Fay,v58-loop-event-00590,repair_trust,v58-loop-event-00589:wait_offscreen,v58-loop-event-00591:move,0.117087,True,v58_consolidated_playable_consequence_loop
591,33,15,591,Milo,v58-loop-event-00591,move,v58-loop-event-00590:repair_trust,v58-loop-event-00592:talk,0.117285,True,v58_consolidated_playable_consequence_loop
592,33,16,592,Sera,v58-loop-event-00592,talk,v58-loop-event-00591:move,v58-loop-event-00593:offer_help,0.117484,True,v58_consolidated_playable_consequence_loop
593,33,17,593,Tovan,v58-loop-event-00593,offer_help,v58-loop-event-00592:talk,v58-loop-event-00594:borrow_tool,0.117682,True,v58_consolidated_playable_consequence_loop
594,34,0,594,Nia,v58-loop-event-00594,return_tool,v58-loop-event-00593:borrow_tool,v58-loop-event-00595:interrupt_work,0.117881,True,v58_consolidated_playable_consequence_loop
595,34,1,595,Ari,v58-loop-event-00595,interrupt_work,v58-loop-event-00594:return_tool,v58-loop-event-00596:wait_offscreen,0.118079,True,v58_consolidated_playable_consequence_loop
596,34,2,596,Fay,v58-loop-event-00596,wait_offscreen,v58-loop-event-00595:interrupt_work,v58-loop-event-00597:repair_trust,0.118277,True,v58_consolidated_playable_consequence_loop
597,34,3,597,Milo,v58-loop-event-00597,repair_trust,v58-loop-event-00596:wait_offscreen,v58-loop-event-00598:move,0.118476,True,v58_consolidated_playable_consequence_loop
598,34,4,598,Sera,v58-loop-event-00598,move,v58-loop-event-00597:repair_trust,v58-loop-event-00599:talk,0.118674,True,v58_consolidated_playable_consequence_loop
599,34,5,599,Tovan,v58-loop-event-00599,talk,v58-loop-event-00598:move,v58-loop-event-00600:offer_help,0.118873,True,v58_consolidated_playable_consequence_loop
600,34,6,600,Nia,v58-loop-event-00600,offer_help,v58-loop-event-00599:talk,v58-loop-event-00601:borrow_tool,0.119071,True,v58_consolidated_playable_consequence_loop
601,34,7,601,Ari,v58-loop-event-00601,borrow_tool,v58-loop-event-00600:offer_help,v58-loop-event-00602:return_tool,0.11927,True,v58_consolidated_playable_consequence_loop
602,34,8,602,Fay,v58-loop-event-00602,return_tool,v58-loop-event-00601:borrow_tool,v58-loop-event-00603:interrupt_work,0.119468,True,v58_consolidated_playable_consequence_loop
603,34,9,603,Milo,v58-loop-event-00603,interrupt_work,v58-loop-event-00602:return_tool,v58-loop-event-00604:wait_offscreen,0.119667,True,v58_consolidated_playable_consequence_loop
604,34,10,604,Sera,v58-loop-event-00604,wait_offscreen,v58-loop-event-00603:interrupt_work,v58-loop-event-00605:repair_trust,0.119865,True,v58_consolidated_playable_consequence_loop
605,34,11,605,Tovan,v58-loop-event-00605,repair_trust,v58-loop-event-00604:wait_offscreen,v58-loop-event-00606:move,0.120064,True,v58_consolidated_playable_consequence_loop
606,34,12,606,Nia,v58-loop-event-00606,move,v58-loop-event-00605:repair_trust,v58-loop-event-00607:talk,0.120262,True,v58_consolidated_playable_consequence_loop
607,34,13,607,Ari,v58-loop-event-00607,talk,v58-loop-event-00606:move,v58-loop-event-00608:offer_help,0.12046,True,v58_consolidated_playable_consequence_loop
608,34,14,608,Fay,v58-loop-event-00608,offer_help,v58-loop-event-00607:talk,v58-loop-event-00609:borrow_tool,0.120659,True,v58_consolidated_playable_consequence_loop
609,34,15,609,Milo,v58-loop-event-00609,borrow_tool,v58-loop-event-00608:offer_help,v58-loop-event-00610:return_tool,0.120857,True,v58_consolidated_playable_consequence_loop
610,34,16,610,Sera,v58-loop-event-00610,return_tool,v58-loop-event-00609:borrow_tool,v58-loop-event-00611:interrupt_work,0.121056,True,v58_consolidated_playable_consequence_loop
611,34,17,611,Tovan,v58-loop-event-00611,interrupt_work,v58-loop-event-00610:return_tool,v58-loop-event-00612:wait_offscreen,0.121254,True,v58_consolidated_playable_consequence_loop
612,35,0,612,Nia,v58-loop-event-00612,repair_trust,v58-loop-event-00611:wait_offscreen,v58-loop-event-00613:move,0.121453,True,v58_consolidated_playable_consequence_loop
613,35,1,613,Ari,v58-loop-event-00613,move,v58-loop-event-00612:repair_trust,v58-loop-event-00614:talk,0.121651,True,v58_consolidated_playable_consequence_loop
614,35,2,614,Fay,v58-loop-event-00614,talk,v58-loop-event-00613:move,v58-loop-event-00615:offer_help,0.12185,True,v58_consolidated_playable_consequence_loop
615,35,3,615,Milo,v58-loop-event-00615,offer_help,v58-loop-event-00614:talk,v58-loop-event-00616:borrow_tool,0.122048,True,v58_consolidated_playable_consequence_loop
616,35,4,616,Sera,v58-loop-event-00616,borrow_tool,v58-loop-event-00615:offer_help,v58-loop-event-00617:return_tool,0.122246,True,v58_consolidated_playable_consequence_loop
617,35,5,617,Tovan,v58-loop-event-00617,return_tool,v58-loop-event-00616:borrow_tool,v58-loop-event-00618:interrupt_work,0.122445,True,v58_consolidated_playable_consequence_loop
618,35,6,618,Nia,v58-loop-event-00618,interrupt_work,v58-loop-event-00617:return_tool,v58-loop-event-00619:wait_offscreen,0.122643,True,v58_consolidated_playable_consequence_loop
619,35,7,619,Ari,v58-loop-event-00619,wait_offscreen,v58-loop-event-00618:interrupt_work,v58-loop-event-00620:repair_trust,0.122842,True,v58_consolidated_playable_consequence_loop
620,35,8,620,Fay,v58-loop-event-00620,repair_trust,v58-loop-event-00619:wait_offscreen,v58-loop-event-00621:move,0.12304,True,v58_consolidated_playable_consequence_loop
621,35,9,621,Milo,v58-loop-event-00621,move,v58-loop-event-00620:repair_trust,v58-loop-event-00622:talk,0.123239,True,v58_consolidated_playable_consequence_loop
622,35,10,622,Sera,v58-loop-event-00622,talk,v58-loop-event-00621:move,v58-loop-event-00623:offer_help,0.123437,True,v58_consolidated_playable_consequence_loop
623,35,11,623,Tovan,v58-loop-event-00623,offer_help,v58-loop-event-00622:talk,v58-loop-event-00624:borrow_tool,0.123636,True,v58_consolidated_playable_consequence_loop
624,35,12,624,Nia,v58-loop-event-00624,borrow_tool,v58-loop-event-00623:offer_help,v58-loop-event-00625:return_tool,0.123834,True,v58_consolidated_playable_consequence_loop
625,35,13,625,Ari,v58-loop-event-00625,return_tool,v58-loop-event-00624:borrow_tool,v58-loop-event-00626:interrupt_work,0.124033,True,v58_consolidated_playable_consequence_loop
626,35,14,626,Fay,v58-loop-event-00626,interrupt_work,v58-loop-event-00625:return_tool,v58-loop-event-00627:wait_offscreen,0.124231,True,v58_consolidated_playable_consequence_loop
627,35,15,627,Milo,v58-loop-event-00627,wait_offscreen,v58-loop-event-00626:interrupt_work,v58-loop-event-00628:repair_trust,0.124429,True,v58_consolidated_playable_consequence_loop
628,35,16,628,Sera,v58-loop-event-00628,repair_trust,v58-loop-event-00627:wait_offscreen,v58-loop-event-00629:move,0.124628,True,v58_consolidated_playable_consequence_loop
629,35,17,629,Tovan,v58-loop-event-00629,move,v58-loop-event-00628:repair_trust,v58-loop-event-00630:talk,0.124826,True,v58_consolidated_playable_consequence_loop
630,36,0,630,Nia,v58-loop-event-00630,offer_help,v58-loop-event-00629:talk,v58-loop-event-00631:borrow_tool,0.125025,True,v58_consolidated_playable_consequence_loop
631,36,1,631,Ari,v58-loop-event-00631,borrow_tool,v58-loop-event-00630:offer_help,v58-loop-event-00632:return_tool,0.125223,True,v58_consolidated_playable_consequence_loop
632,36,2,632,Fay,v58-loop-event-00632,return_tool,v58-loop-event-00631:borrow_tool,v58-loop-event-00633:interrupt_work,0.125422,True,v58_consolidated_playable_consequence_loop
633,36,3,633,Milo,v58-loop-event-00633,interrupt_work,v58-loop-event-00632:return_tool,v58-loop-event-00634:wait_offscreen,0.12562,True,v58_consolidated_playable_consequence_loop
634,36,4,634,Sera,v58-loop-event-00634,wait_offscreen,v58-loop-event-00633:interrupt_work,v58-loop-event-00635:repair_trust,0.125819,True,v58_consolidated_playable_consequence_loop
635,36,5,635,Tovan,v58-loop-event-00635,repair_trust,v58-loop-event-00634:wait_offscreen,v58-loop-event-00636:move,0.126017,True,v58_consolidated_playable_consequence_loop
636,36,6,636,Nia,v58-loop-event-00636,move,v58-loop-event-00635:repair_trust,v58-loop-event-00637:talk,0.126216,True,v58_consolidated_playable_consequence_loop
637,36,7,637,Ari,v58-loop-event-00637,talk,v58-loop-event-00636:move,v58-loop-event-00638:offer_help,0.126414,True,v58_consolidated_playable_consequence_loop
638,36,8,638,Fay,v58-loop-event-00638,offer_help,v58-loop-event-00637:talk,v58-loop-event-00639:borrow_tool,0.126612,True,v58_consolidated_playable_consequence_loop
639,36,9,639,Milo,v58-loop-event-00639,borrow_tool,v58-loop-event-00638:offer_help,v58-loop-event-00640:return_tool,0.126811,True,v58_consolidated_playable_consequence_loop
640,36,10,640,Sera,v58-loop-event-00640,return_tool,v58-loop-event-00639:borrow_tool,v58-loop-event-00641:interrupt_work,0.127009,True,v58_consolidated_playable_consequence_loop
641,36,11,641,Tovan,v58-loop-event-00641,interrupt_work,v58-loop-event-00640:return_tool,v58-loop-event-00642:wait_offscreen,0.127208,True,v58_consolidated_playable_consequence_loop
642,36,12,642,Nia,v58-loop-event-00642,wait_offscreen,v58-loop-event-00641:interrupt_work,v58-loop-event-00643:repair_trust,0.127406,True,v58_consolidated_playable_consequence_loop
643,36,13,643,Ari,v58-loop-event-00643,repair_trust,v58-loop-event-00642:wait_offscreen,v58-loop-event-00644:move,0.127605,True,v58_consolidated_playable_consequence_loop
644,36,14,644,Fay,v58-loop-event-00644,move,v58-loop-event-00643:repair_trust,v58-loop-event-00645:talk,0.127803,True,v58_consolidated_playable_consequence_loop
645,36,15,645,Milo,v58-loop-event-00645,talk,v58-loop-event-00644:move,v58-loop-event-00646:offer_help,0.128002,True,v58_consolidated_playable_consequence_loop
646,36,16,646,Sera,v58-loop-event-00646,offer_help,v58-loop-event-00645:talk,v58-loop-event-00647:borrow_tool,0.1282,True,v58_consolidated_playable_consequence_loop
647,36,17,647,Tovan,v58-loop-event-00647,borrow_tool,v58-loop-event-00646:offer_help,v58-loop-event-00648:return_tool,0.128398,True,v58_consolidated_playable_consequence_loop
648,37,0,648,Nia,v58-loop-event-00648,interrupt_work,v58-loop-event-00647:return_tool,v58-loop-event-00649:wait_offscreen,0.128597,True,v58_consolidated_playable_consequence_loop
649,37,1,649,Ari,v58-loop-event-00649,wait_offscreen,v58-loop-event-00648:interrupt_work,v58-loop-event-00650:repair_trust,0.128795,True,v58_consolidated_playable_consequence_loop
650,37,2,650,Fay,v58-loop-event-00650,repair_trust,v58-loop-event-00649:wait_offscreen,v58-loop-event-00651:move,0.128994,True,v58_consolidated_playable_consequence_loop
651,37,3,651,Milo,v58-loop-event-00651,move,v58-loop-event-00650:repair_trust,v58-loop-event-00652:talk,0.129192,True,v58_consolidated_playable_consequence_loop
652,37,4,652,Sera,v58-loop-event-00652,talk,v58-loop-event-00651:move,v58-loop-event-00653:offer_help,0.129391,True,v58_consolidated_playable_consequence_loop
