tick_id,day,settlement_id,resident_id,gesture,mismatch_type,repair_action,repair_success,risk_before,risk_after,visible_gesture_marker,bounded_repair
2154,120,orchid_engine,Bea,open palms,none,gesture accepted,True,0.04,0.02,Bea:open palms:none,True
2156,120,glass_harbor,Puck,net-hand open,meaning,slow repeat with resident correction,True,0.12,0.02,Puck:net-hand open:meaning,True
2158,120,lichen_bridge,Kio,signal hush,none,gesture accepted,True,0.04,0.02,Kio:signal hush:none,True
2160,121,glass_harbor,Nia,tea hold,timing,slow repeat with resident correction,True,0.12,0.02,Nia:tea hold:timing,True
2162,121,lichen_bridge,Rin,rope touch,none,gesture accepted,True,0.04,0.02,Rin:rope touch:none,True
2164,121,moss_ward,Ari,cup pause,none,gesture accepted,True,0.04,0.02,Ari:cup pause:none,True
2165,121,glass_harbor,Oren,lantern tap,timing,slow repeat with resident correction,True,0.12,0.02,Oren:lantern tap:timing,True
2166,121,cinder_garden,Vale,cool hand,none,gesture accepted,True,0.04,0.02,Vale:cool hand:none,True
2168,121,orchid_engine,Bea,open palms,none,gesture accepted,True,0.04,0.02,Bea:open palms:none,True
2170,121,glass_harbor,Puck,net-hand open,timing,slow repeat with resident correction,True,0.12,0.02,Puck:net-hand open:timing,True
2171,121,cinder_garden,Wren,shade bow,none,gesture accepted,True,0.04,0.02,Wren:shade bow:none,True
2172,121,lichen_bridge,Kio,signal hush,none,gesture accepted,True,0.04,0.02,Kio:signal hush:none,True
2174,121,moss_ward,Milo,empty hands,none,gesture accepted,True,0.04,0.02,Milo:empty hands:none,True
2176,121,cinder_garden,Juno,seed-step stop,none,gesture accepted,True,0.04,0.02,Juno:seed-step stop:none,True
2177,121,lichen_bridge,Luma,rope touch,meaning,slow repeat with resident correction,True,0.12,0.02,Luma:rope touch:meaning,True
2178,122,moss_ward,Ari,cup pause,none,gesture accepted,True,0.04,0.02,Ari:cup pause:none,True
2180,122,cinder_garden,Vale,cool hand,timing,slow repeat with resident correction,True,0.12,0.02,Vale:cool hand:timing,True
2182,122,orchid_engine,Bea,open palms,none,gesture accepted,True,0.04,0.02,Bea:open palms:none,True
2184,122,glass_harbor,Puck,net-hand open,meaning,slow repeat with resident correction,False,0.12,0.08,Puck:net-hand open:meaning,True
2186,122,lichen_bridge,Kio,signal hush,none,gesture accepted,True,0.04,0.02,Kio:signal hush:none,True
2188,122,moss_ward,Milo,empty hands,none,gesture accepted,True,0.04,0.02,Milo:empty hands:none,True
2190,122,cinder_garden,Juno,seed-step stop,timing,slow repeat with resident correction,False,0.12,0.08,Juno:seed-step stop:timing,True
2192,122,orchid_engine,Dax,valve pause,none,gesture accepted,True,0.04,0.02,Dax:valve pause:none,True
2194,122,glass_harbor,Nia,lantern tap,none,gesture accepted,True,0.04,0.02,Nia:lantern tap:none,True
2196,123,orchid_engine,Bea,open palms,none,gesture accepted,True,0.04,0.02,Bea:open palms:none,True
2198,123,glass_harbor,Puck,net-hand open,meaning,slow repeat with resident correction,True,0.12,0.02,Puck:net-hand open:meaning,True
2199,123,cinder_garden,Wren,shade bow,none,gesture accepted,True,0.04,0.02,Wren:shade bow:none,True
2200,123,lichen_bridge,Kio,signal hush,timing,slow repeat with resident correction,True,0.12,0.02,Kio:signal hush:timing,True
2202,123,moss_ward,Milo,empty hands,none,gesture accepted,True,0.04,0.02,Milo:empty hands:none,True
2204,123,cinder_garden,Juno,seed-step stop,none,gesture accepted,True,0.04,0.02,Juno:seed-step stop:none,True
2205,123,lichen_bridge,Luma,rope touch,timing,slow repeat with resident correction,True,0.12,0.02,Luma:rope touch:timing,True
2206,123,orchid_engine,Dax,valve pause,none,gesture accepted,True,0.04,0.02,Dax:valve pause:none,True
2208,123,glass_harbor,Nia,lantern tap,none,gesture accepted,True,0.04,0.02,Nia:lantern tap:none,True
2210,123,lichen_bridge,Rin,shared bowl,timing,slow repeat with resident correction,True,0.12,0.02,Rin:shared bowl:timing,True
2211,123,orchid_engine,Eli,open palms,none,gesture accepted,True,0.04,0.02,Eli:open palms:none,True
2212,123,moss_ward,Ari,door-path step,meaning,slow repeat with resident correction,True,0.12,0.02,Ari:door-path step:meaning,True
2214,124,lichen_bridge,Kio,signal hush,none,gesture accepted,True,0.04,0.02,Kio:signal hush:none,True
2216,124,moss_ward,Milo,empty hands,none,gesture accepted,True,0.04,0.02,Milo:empty hands:none,True
2218,124,cinder_garden,Juno,seed-step stop,none,gesture accepted,True,0.04,0.02,Juno:seed-step stop:none,True
2220,124,orchid_engine,Dax,valve pause,timing,slow repeat with resident correction,False,0.12,0.08,Dax:valve pause:timing,True
2222,124,glass_harbor,Nia,lantern tap,none,gesture accepted,True,0.04,0.02,Nia:lantern tap:none,True
2224,124,lichen_bridge,Rin,shared bowl,none,gesture accepted,True,0.04,0.02,Rin:shared bowl:none,True
2226,124,moss_ward,Ari,door-path step,meaning,slow repeat with resident correction,False,0.12,0.08,Ari:door-path step:meaning,True
2228,124,cinder_garden,Vale,shade bow,none,gesture accepted,True,0.04,0.02,Vale:shade bow:none,True
2230,124,orchid_engine,Bea,orchid cup,timing,slow repeat with resident correction,True,0.12,0.02,Bea:orchid cup:timing,True
2232,125,cinder_garden,Juno,seed-step stop,none,gesture accepted,True,0.04,0.02,Juno:seed-step stop:none,True
2233,125,lichen_bridge,Luma,rope touch,meaning,slow repeat with resident correction,True,0.12,0.02,Luma:rope touch:meaning,True
2234,125,orchid_engine,Dax,valve pause,none,gesture accepted,True,0.04,0.02,Dax:valve pause:none,True
2236,125,glass_harbor,Nia,lantern tap,none,gesture accepted,True,0.04,0.02,Nia:lantern tap:none,True
2238,125,lichen_bridge,Rin,shared bowl,none,gesture accepted,True,0.04,0.02,Rin:shared bowl:none,True
2239,125,orchid_engine,Eli,open palms,none,gesture accepted,True,0.04,0.02,Eli:open palms:none,True
2240,125,moss_ward,Ari,door-path step,timing,slow repeat with resident correction,True,0.12,0.02,Ari:door-path step:timing,True
2242,125,cinder_garden,Vale,shade bow,none,gesture accepted,True,0.04,0.02,Vale:shade bow:none,True
2244,125,orchid_engine,Bea,orchid cup,none,gesture accepted,True,0.04,0.02,Bea:orchid cup:none,True
2245,125,moss_ward,Fay,empty hands,timing,slow repeat with resident correction,True,0.12,0.02,Fay:empty hands:timing,True
2246,125,glass_harbor,Puck,tea hold,none,gesture accepted,True,0.04,0.02,Puck:tea hold:none,True
2248,125,lichen_bridge,Kio,rope touch,none,gesture accepted,True,0.04,0.02,Kio:rope touch:none,True
2250,126,glass_harbor,Nia,lantern tap,timing,slow repeat with resident correction,True,0.12,0.02,Nia:lantern tap:timing,True
2252,126,lichen_bridge,Rin,shared bowl,none,gesture accepted,True,0.04,0.02,Rin:shared bowl:none,True
2254,126,moss_ward,Ari,door-path step,meaning,slow repeat with resident correction,True,0.12,0.02,Ari:door-path step:meaning,True
2256,126,cinder_garden,Vale,shade bow,none,gesture accepted,True,0.04,0.02,Vale:shade bow:none,True
2258,126,orchid_engine,Bea,orchid cup,none,gesture accepted,True,0.04,0.02,Bea:orchid cup:none,True
2260,126,glass_harbor,Puck,tea hold,timing,slow repeat with resident correction,True,0.12,0.02,Puck:tea hold:timing,True
2262,126,lichen_bridge,Kio,rope touch,none,gesture accepted,True,0.04,0.02,Kio:rope touch:none,True
2264,126,moss_ward,Milo,cup pause,none,gesture accepted,True,0.04,0.02,Milo:cup pause:none,True
2266,126,cinder_garden,Juno,cool hand,none,gesture accepted,True,0.04,0.02,Juno:cool hand:none,True
2268,127,moss_ward,Ari,door-path step,meaning,slow repeat with resident correction,True,0.12,0.02,Ari:door-path step:meaning,True
2270,127,cinder_garden,Vale,shade bow,timing,slow repeat with resident correction,True,0.12,0.02,Vale:shade bow:timing,True
2272,127,orchid_engine,Bea,orchid cup,none,gesture accepted,True,0.04,0.02,Bea:orchid cup:none,True
2273,127,moss_ward,Fay,empty hands,none,gesture accepted,True,0.04,0.02,Fay:empty hands:none,True
2274,127,glass_harbor,Puck,tea hold,none,gesture accepted,True,0.04,0.02,Puck:tea hold:none,True
2276,127,lichen_bridge,Kio,rope touch,none,gesture accepted,True,0.04,0.02,Kio:rope touch:none,True
2278,127,moss_ward,Milo,cup pause,none,gesture accepted,True,0.04,0.02,Milo:cup pause:none,True
2279,127,glass_harbor,Sera,lantern tap,none,gesture accepted,True,0.04,0.02,Sera:lantern tap:none,True
2280,127,cinder_garden,Juno,cool hand,timing,slow repeat with resident correction,True,0.12,0.02,Juno:cool hand:timing,True
2282,127,orchid_engine,Dax,open palms,meaning,slow repeat with resident correction,True,0.12,0.02,Dax:open palms:meaning,True
2284,127,glass_harbor,Nia,net-hand open,none,gesture accepted,True,0.04,0.02,Nia:net-hand open:none,True
2285,127,cinder_garden,Pax,shade bow,timing,slow repeat with resident correction,True,0.12,0.02,Pax:shade bow:timing,True
2286,128,orchid_engine,Bea,orchid cup,none,gesture accepted,True,0.04,0.02,Bea:orchid cup:none,True
2288,128,glass_harbor,Puck,tea hold,none,gesture accepted,True,0.04,0.02,Puck:tea hold:none,True
2290,128,lichen_bridge,Kio,rope touch,timing,slow repeat with resident correction,True,0.12,0.02,Kio:rope touch:timing,True
2292,128,moss_ward,Milo,cup pause,none,gesture accepted,True,0.04,0.02,Milo:cup pause:none,True
2294,128,cinder_garden,Juno,cool hand,none,gesture accepted,True,0.04,0.02,Juno:cool hand:none,True
2296,128,orchid_engine,Dax,open palms,meaning,slow repeat with resident correction,True,0.12,0.02,Dax:open palms:meaning,True
2298,128,glass_harbor,Nia,net-hand open,none,gesture accepted,True,0.04,0.02,Nia:net-hand open:none,True
2300,128,lichen_bridge,Rin,signal hush,timing,slow repeat with resident correction,True,0.12,0.02,Rin:signal hush:timing,True
2302,128,moss_ward,Ari,empty hands,none,gesture accepted,True,0.04,0.02,Ari:empty hands:none,True
2304,129,lichen_bridge,Kio,rope touch,none,gesture accepted,True,0.04,0.02,Kio:rope touch:none,True
2306,129,moss_ward,Milo,cup pause,none,gesture accepted,True,0.04,0.02,Milo:cup pause:none,True
2307,129,glass_harbor,Sera,lantern tap,none,gesture accepted,True,0.04,0.02,Sera:lantern tap:none,True
2308,129,cinder_garden,Juno,cool hand,none,gesture accepted,True,0.04,0.02,Juno:cool hand:none,True
2310,129,orchid_engine,Dax,open palms,timing,slow repeat with resident correction,False,0.12,0.08,Dax:open palms:timing,True
2312,129,glass_harbor,Nia,net-hand open,none,gesture accepted,True,0.04,0.02,Nia:net-hand open:none,True
2313,129,cinder_garden,Pax,shade bow,none,gesture accepted,True,0.04,0.02,Pax:shade bow:none,True
2314,129,lichen_bridge,Rin,signal hush,none,gesture accepted,True,0.04,0.02,Rin:signal hush:none,True
2316,129,moss_ward,Ari,empty hands,none,gesture accepted,True,0.04,0.02,Ari:empty hands:none,True
2318,129,cinder_garden,Vale,seed-step stop,none,gesture accepted,True,0.04,0.02,Vale:seed-step stop:none,True
2319,129,lichen_bridge,Sol,rope touch,none,gesture accepted,True,0.04,0.02,Sol:rope touch:none,True
2320,129,orchid_engine,Bea,valve pause,timing,slow repeat with resident correction,True,0.12,0.02,Bea:valve pause:timing,True
2322,130,cinder_garden,Juno,cool hand,none,gesture accepted,True,0.04,0.02,Juno:cool hand:none,True
2324,130,orchid_engine,Dax,open palms,meaning,slow repeat with resident correction,True,0.12,0.02,Dax:open palms:meaning,True
2326,130,glass_harbor,Nia,net-hand open,none,gesture accepted,True,0.04,0.02,Nia:net-hand open:none,True
2328,130,lichen_bridge,Rin,signal hush,none,gesture accepted,True,0.04,0.02,Rin:signal hush:none,True
2330,130,moss_ward,Ari,empty hands,timing,slow repeat with resident correction,True,0.12,0.02,Ari:empty hands:timing,True
2332,130,cinder_garden,Vale,seed-step stop,none,gesture accepted,True,0.04,0.02,Vale:seed-step stop:none,True
2334,130,orchid_engine,Bea,valve pause,none,gesture accepted,True,0.04,0.02,Bea:valve pause:none,True
2336,130,glass_harbor,Puck,lantern tap,none,gesture accepted,True,0.04,0.02,Puck:lantern tap:none,True
2338,130,lichen_bridge,Kio,shared bowl,meaning,slow repeat with resident correction,True,0.12,0.02,Kio:shared bowl:meaning,True
2340,131,glass_harbor,Nia,net-hand open,timing,slow repeat with resident correction,True,0.12,0.02,Nia:net-hand open:timing,True
2341,131,cinder_garden,Pax,shade bow,none,gesture accepted,True,0.04,0.02,Pax:shade bow:none,True
2342,131,lichen_bridge,Rin,signal hush,none,gesture accepted,True,0.04,0.02,Rin:signal hush:none,True
2344,131,moss_ward,Ari,empty hands,none,gesture accepted,True,0.04,0.02,Ari:empty hands:none,True
2346,131,cinder_garden,Vale,seed-step stop,none,gesture accepted,True,0.04,0.02,Vale:seed-step stop:none,True
2347,131,lichen_bridge,Sol,rope touch,none,gesture accepted,True,0.04,0.02,Sol:rope touch:none,True
2348,131,orchid_engine,Bea,valve pause,none,gesture accepted,True,0.04,0.02,Bea:valve pause:none,True
2350,131,glass_harbor,Puck,lantern tap,timing,slow repeat with resident correction,True,0.12,0.02,Puck:lantern tap:timing,True
2352,131,lichen_bridge,Kio,shared bowl,meaning,slow repeat with resident correction,True,0.12,0.02,Kio:shared bowl:meaning,True
2353,131,orchid_engine,Cai,open palms,none,gesture accepted,True,0.04,0.02,Cai:open palms:none,True
2354,131,moss_ward,Milo,door-path step,none,gesture accepted,True,0.04,0.02,Milo:door-path step:none,True
2356,131,cinder_garden,Juno,shade bow,none,gesture accepted,True,0.04,0.02,Juno:shade bow:none,True
2358,132,moss_ward,Ari,empty hands,none,gesture accepted,True,0.04,0.02,Ari:empty hands:none,True
2360,132,cinder_garden,Vale,seed-step stop,timing,slow repeat with resident correction,True,0.12,0.02,Vale:seed-step stop:timing,True
2362,132,orchid_engine,Bea,valve pause,none,gesture accepted,True,0.04,0.02,Bea:valve pause:none,True
2364,132,glass_harbor,Puck,lantern tap,none,gesture accepted,True,0.04,0.02,Puck:lantern tap:none,True
2366,132,lichen_bridge,Kio,shared bowl,meaning,slow repeat with resident correction,True,0.12,0.02,Kio:shared bowl:meaning,True
2368,132,moss_ward,Milo,door-path step,none,gesture accepted,True,0.04,0.02,Milo:door-path step:none,True
2370,132,cinder_garden,Juno,shade bow,timing,slow repeat with resident correction,True,0.12,0.02,Juno:shade bow:timing,True
2372,132,orchid_engine,Dax,orchid cup,none,gesture accepted,True,0.04,0.02,Dax:orchid cup:none,True
2374,132,glass_harbor,Nia,tea hold,none,gesture accepted,True,0.04,0.02,Nia:tea hold:none,True
2376,133,orchid_engine,Bea,valve pause,none,gesture accepted,True,0.04,0.02,Bea:valve pause:none,True
2378,133,glass_harbor,Puck,lantern tap,none,gesture accepted,True,0.04,0.02,Puck:lantern tap:none,True
2380,133,lichen_bridge,Kio,shared bowl,timing,slow repeat with resident correction,True,0.12,0.02,Kio:shared bowl:timing,True
2381,133,orchid_engine,Cai,open palms,none,gesture accepted,True,0.04,0.02,Cai:open palms:none,True
2382,133,moss_ward,Milo,door-path step,none,gesture accepted,True,0.04,0.02,Milo:door-path step:none,True
2384,133,cinder_garden,Juno,shade bow,none,gesture accepted,True,0.04,0.02,Juno:shade bow:none,True
2386,133,orchid_engine,Dax,orchid cup,none,gesture accepted,True,0.04,0.02,Dax:orchid cup:none,True
2387,133,moss_ward,Tala,empty hands,meaning,slow repeat with resident correction,True,0.12,0.02,Tala:empty hands:meaning,True
2388,133,glass_harbor,Nia,tea hold,none,gesture accepted,True,0.04,0.02,Nia:tea hold:none,True
2390,133,lichen_bridge,Rin,rope touch,timing,slow repeat with resident correction,True,0.12,0.02,Rin:rope touch:timing,True
2392,133,moss_ward,Ari,cup pause,none,gesture accepted,True,0.04,0.02,Ari:cup pause:none,True
2393,133,glass_harbor,Oren,lantern tap,none,gesture accepted,True,0.04,0.02,Oren:lantern tap:none,True
2394,134,lichen_bridge,Kio,shared bowl,meaning,slow repeat with resident correction,False,0.12,0.08,Kio:shared bowl:meaning,True
2396,134,moss_ward,Milo,door-path step,none,gesture accepted,True,0.04,0.02,Milo:door-path step:none,True
2398,134,cinder_garden,Juno,shade bow,none,gesture accepted,True,0.04,0.02,Juno:shade bow:none,True
2400,134,orchid_engine,Dax,orchid cup,timing,slow repeat with resident correction,False,0.12,0.08,Dax:orchid cup:timing,True
2402,134,glass_harbor,Nia,tea hold,none,gesture accepted,True,0.04,0.02,Nia:tea hold:none,True
2404,134,lichen_bridge,Rin,rope touch,none,gesture accepted,True,0.04,0.02,Rin:rope touch:none,True
2406,134,moss_ward,Ari,cup pause,none,gesture accepted,True,0.04,0.02,Ari:cup pause:none,True
2408,134,cinder_garden,Vale,cool hand,meaning,slow repeat with resident correction,True,0.12,0.02,Vale:cool hand:meaning,True
2410,134,orchid_engine,Bea,open palms,timing,slow repeat with resident correction,True,0.12,0.02,Bea:open palms:timing,True
2412,135,cinder_garden,Juno,shade bow,none,gesture accepted,True,0.04,0.02,Juno:shade bow:none,True
2414,135,orchid_engine,Dax,orchid cup,none,gesture accepted,True,0.04,0.02,Dax:orchid cup:none,True
2415,135,moss_ward,Tala,empty hands,timing,slow repeat with resident correction,True,0.12,0.02,Tala:empty hands:timing,True
2416,135,glass_harbor,Nia,tea hold,none,gesture accepted,True,0.04,0.02,Nia:tea hold:none,True
2418,135,lichen_bridge,Rin,rope touch,none,gesture accepted,True,0.04,0.02,Rin:rope touch:none,True
2420,135,moss_ward,Ari,cup pause,timing,slow repeat with resident correction,True,0.12,0.02,Ari:cup pause:timing,True
2421,135,glass_harbor,Oren,lantern tap,none,gesture accepted,True,0.04,0.02,Oren:lantern tap:none,True
2422,135,cinder_garden,Vale,cool hand,meaning,slow repeat with resident correction,True,0.12,0.02,Vale:cool hand:meaning,True
2424,135,orchid_engine,Bea,open palms,none,gesture accepted,True,0.04,0.02,Bea:open palms:none,True
2426,135,glass_harbor,Puck,net-hand open,none,gesture accepted,True,0.04,0.02,Puck:net-hand open:none,True
2427,135,cinder_garden,Wren,shade bow,none,gesture accepted,True,0.04,0.02,Wren:shade bow:none,True
2428,135,lichen_bridge,Kio,signal hush,none,gesture accepted,True,0.04,0.02,Kio:signal hush:none,True
2430,136,glass_harbor,Nia,tea hold,timing,slow repeat with resident correction,False,0.12,0.08,Nia:tea hold:timing,True
2432,136,lichen_bridge,Rin,rope touch,none,gesture accepted,True,0.04,0.02,Rin:rope touch:none,True
2434,136,moss_ward,Ari,cup pause,none,gesture accepted,True,0.04,0.02,Ari:cup pause:none,True
2436,136,cinder_garden,Vale,cool hand,meaning,slow repeat with resident correction,False,0.12,0.08,Vale:cool hand:meaning,True
2438,136,orchid_engine,Bea,open palms,none,gesture accepted,True,0.04,0.02,Bea:open palms:none,True
2440,136,glass_harbor,Puck,net-hand open,timing,slow repeat with resident correction,True,0.12,0.02,Puck:net-hand open:timing,True
2442,136,lichen_bridge,Kio,signal hush,none,gesture accepted,True,0.04,0.02,Kio:signal hush:none,True
2444,136,moss_ward,Milo,empty hands,none,gesture accepted,True,0.04,0.02,Milo:empty hands:none,True
2446,136,cinder_garden,Juno,seed-step stop,none,gesture accepted,True,0.04,0.02,Juno:seed-step stop:none,True
2448,137,moss_ward,Ari,cup pause,none,gesture accepted,True,0.04,0.02,Ari:cup pause:none,True
2449,137,glass_harbor,Oren,lantern tap,none,gesture accepted,True,0.04,0.02,Oren:lantern tap:none,True
2450,137,cinder_garden,Vale,cool hand,timing,slow repeat with resident correction,True,0.12,0.02,Vale:cool hand:timing,True
2452,137,orchid_engine,Bea,open palms,none,gesture accepted,True,0.04,0.02,Bea:open palms:none,True
2454,137,glass_harbor,Puck,net-hand open,none,gesture accepted,True,0.04,0.02,Puck:net-hand open:none,True
2455,137,cinder_garden,Wren,shade bow,timing,slow repeat with resident correction,True,0.12,0.02,Wren:shade bow:timing,True
2456,137,lichen_bridge,Kio,signal hush,none,gesture accepted,True,0.04,0.02,Kio:signal hush:none,True
2458,137,moss_ward,Milo,empty hands,none,gesture accepted,True,0.04,0.02,Milo:empty hands:none,True
2460,137,cinder_garden,Juno,seed-step stop,timing,slow repeat with resident correction,True,0.12,0.02,Juno:seed-step stop:timing,True
2461,137,lichen_bridge,Luma,rope touch,none,gesture accepted,True,0.04,0.02,Luma:rope touch:none,True
2462,137,orchid_engine,Dax,valve pause,none,gesture accepted,True,0.04,0.02,Dax:valve pause:none,True
2464,137,glass_harbor,Nia,lantern tap,meaning,slow repeat with resident correction,True,0.12,0.02,Nia:lantern tap:meaning,True
2466,138,orchid_engine,Bea,open palms,none,gesture accepted,True,0.04,0.02,Bea:open palms:none,True
2468,138,glass_harbor,Puck,net-hand open,none,gesture accepted,True,0.04,0.02,Puck:net-hand open:none,True
2470,138,lichen_bridge,Kio,signal hush,timing,slow repeat with resident correction,True,0.12,0.02,Kio:signal hush:timing,True
2472,138,moss_ward,Milo,empty hands,none,gesture accepted,True,0.04,0.02,Milo:empty hands:none,True
2474,138,cinder_garden,Juno,seed-step stop,none,gesture accepted,True,0.04,0.02,Juno:seed-step stop:none,True
2476,138,orchid_engine,Dax,valve pause,none,gesture accepted,True,0.04,0.02,Dax:valve pause:none,True
2478,138,glass_harbor,Nia,lantern tap,meaning,slow repeat with resident correction,True,0.12,0.02,Nia:lantern tap:meaning,True
2480,138,lichen_bridge,Rin,shared bowl,timing,slow repeat with resident correction,True,0.12,0.02,Rin:shared bowl:timing,True
2482,138,moss_ward,Ari,door-path step,none,gesture accepted,True,0.04,0.02,Ari:door-path step:none,True
2484,139,lichen_bridge,Kio,signal hush,none,gesture accepted,True,0.04,0.02,Kio:signal hush:none,True
2486,139,moss_ward,Milo,empty hands,none,gesture accepted,True,0.04,0.02,Milo:empty hands:none,True
2488,139,cinder_garden,Juno,seed-step stop,none,gesture accepted,True,0.04,0.02,Juno:seed-step stop:none,True
2489,139,lichen_bridge,Luma,rope touch,none,gesture accepted,True,0.04,0.02,Luma:rope touch:none,True
2490,139,orchid_engine,Dax,valve pause,timing,slow repeat with resident correction,True,0.12,0.02,Dax:valve pause:timing,True
2492,139,glass_harbor,Nia,lantern tap,meaning,slow repeat with resident correction,True,0.12,0.02,Nia:lantern tap:meaning,True
2494,139,lichen_bridge,Rin,shared bowl,none,gesture accepted,True,0.04,0.02,Rin:shared bowl:none,True
2495,139,orchid_engine,Eli,open palms,timing,slow repeat with resident correction,True,0.12,0.02,Eli:open palms:timing,True
2496,139,moss_ward,Ari,door-path step,none,gesture accepted,True,0.04,0.02,Ari:door-path step:none,True
2498,139,cinder_garden,Vale,shade bow,none,gesture accepted,True,0.04,0.02,Vale:shade bow:none,True
2500,139,orchid_engine,Bea,orchid cup,timing,slow repeat with resident correction,True,0.12,0.02,Bea:orchid cup:timing,True
2501,139,moss_ward,Fay,empty hands,none,gesture accepted,True,0.04,0.02,Fay:empty hands:none,True
2502,140,cinder_garden,Juno,seed-step stop,none,gesture accepted,True,0.04,0.02,Juno:seed-step stop:none,True
2504,140,orchid_engine,Dax,valve pause,none,gesture accepted,True,0.04,0.02,Dax:valve pause:none,True
2506,140,glass_harbor,Nia,lantern tap,meaning,slow repeat with resident correction,True,0.12,0.02,Nia:lantern tap:meaning,True
2508,140,lichen_bridge,Rin,shared bowl,none,gesture accepted,True,0.04,0.02,Rin:shared bowl:none,True
2510,140,moss_ward,Ari,door-path step,timing,slow repeat with resident correction,True,0.12,0.02,Ari:door-path step:timing,True
2512,140,cinder_garden,Vale,shade bow,none,gesture accepted,True,0.04,0.02,Vale:shade bow:none,True
2514,140,orchid_engine,Bea,orchid cup,none,gesture accepted,True,0.04,0.02,Bea:orchid cup:none,True
2516,140,glass_harbor,Puck,tea hold,none,gesture accepted,True,0.04,0.02,Puck:tea hold:none,True
2518,140,lichen_bridge,Kio,rope touch,none,gesture accepted,True,0.04,0.02,Kio:rope touch:none,True
2520,141,glass_harbor,Nia,lantern tap,timing,slow repeat with resident correction,False,0.12,0.08,Nia:lantern tap:timing,True
2522,141,lichen_bridge,Rin,shared bowl,none,gesture accepted,True,0.04,0.02,Rin:shared bowl:none,True
2523,141,orchid_engine,Eli,open palms,none,gesture accepted,True,0.04,0.02,Eli:open palms:none,True
2524,141,moss_ward,Ari,door-path step,none,gesture accepted,True,0.04,0.02,Ari:door-path step:none,True
2526,141,cinder_garden,Vale,shade bow,none,gesture accepted,True,0.04,0.02,Vale:shade bow:none,True
2528,141,orchid_engine,Bea,orchid cup,none,gesture accepted,True,0.04,0.02,Bea:orchid cup:none,True
2529,141,moss_ward,Fay,empty hands,none,gesture accepted,True,0.04,0.02,Fay:empty hands:none,True
2530,141,glass_harbor,Puck,tea hold,timing,slow repeat with resident correction,True,0.12,0.02,Puck:tea hold:timing,True
2532,141,lichen_bridge,Kio,rope touch,none,gesture accepted,True,0.04,0.02,Kio:rope touch:none,True
2534,141,moss_ward,Milo,cup pause,meaning,slow repeat with resident correction,True,0.12,0.02,Milo:cup pause:meaning,True
2535,141,glass_harbor,Sera,lantern tap,timing,slow repeat with resident correction,True,0.12,0.02,Sera:lantern tap:timing,True
2536,141,cinder_garden,Juno,cool hand,none,gesture accepted,True,0.04,0.02,Juno:cool hand:none,True
2538,142,moss_ward,Ari,door-path step,none,gesture accepted,True,0.04,0.02,Ari:door-path step:none,True
2540,142,cinder_garden,Vale,shade bow,timing,slow repeat with resident correction,True,0.12,0.02,Vale:shade bow:timing,True
2542,142,orchid_engine,Bea,orchid cup,none,gesture accepted,True,0.04,0.02,Bea:orchid cup:none,True
2544,142,glass_harbor,Puck,tea hold,none,gesture accepted,True,0.04,0.02,Puck:tea hold:none,True
2546,142,lichen_bridge,Kio,rope touch,none,gesture accepted,True,0.04,0.02,Kio:rope touch:none,True
2548,142,moss_ward,Milo,cup pause,meaning,slow repeat with resident correction,True,0.12,0.02,Milo:cup pause:meaning,True
2550,142,cinder_garden,Juno,cool hand,timing,slow repeat with resident correction,False,0.12,0.08,Juno:cool hand:timing,True
2552,142,orchid_engine,Dax,open palms,none,gesture accepted,True,0.04,0.02,Dax:open palms:none,True
2554,142,glass_harbor,Nia,net-hand open,none,gesture accepted,True,0.04,0.02,Nia:net-hand open:none,True
2556,143,orchid_engine,Bea,orchid cup,none,gesture accepted,True,0.04,0.02,Bea:orchid cup:none,True
2557,143,moss_ward,Fay,empty hands,none,gesture accepted,True,0.04,0.02,Fay:empty hands:none,True
2558,143,glass_harbor,Puck,tea hold,none,gesture accepted,True,0.04,0.02,Puck:tea hold:none,True
2560,143,lichen_bridge,Kio,rope touch,timing,slow repeat with resident correction,True,0.12,0.02,Kio:rope touch:timing,True
2562,143,moss_ward,Milo,cup pause,meaning,slow repeat with resident correction,True,0.12,0.02,Milo:cup pause:meaning,True
2563,143,glass_harbor,Sera,lantern tap,none,gesture accepted,True,0.04,0.02,Sera:lantern tap:none,True
2564,143,cinder_garden,Juno,cool hand,none,gesture accepted,True,0.04,0.02,Juno:cool hand:none,True
2566,143,orchid_engine,Dax,open palms,none,gesture accepted,True,0.04,0.02,Dax:open palms:none,True
2568,143,glass_harbor,Nia,net-hand open,none,gesture accepted,True,0.04,0.02,Nia:net-hand open:none,True
2569,143,cinder_garden,Pax,shade bow,meaning,slow repeat with resident correction,True,0.12,0.02,Pax:shade bow:meaning,True
2570,143,lichen_bridge,Rin,signal hush,timing,slow repeat with resident correction,True,0.12,0.02,Rin:signal hush:timing,True
2572,143,moss_ward,Ari,empty hands,none,gesture accepted,True,0.04,0.02,Ari:empty hands:none,True
2574,144,lichen_bridge,Kio,rope touch,none,gesture accepted,True,0.04,0.02,Kio:rope touch:none,True
2576,144,moss_ward,Milo,cup pause,meaning,slow repeat with resident correction,True,0.12,0.02,Milo:cup pause:meaning,True
2578,144,cinder_garden,Juno,cool hand,none,gesture accepted,True,0.04,0.02,Juno:cool hand:none,True
2580,144,orchid_engine,Dax,open palms,timing,slow repeat with resident correction,True,0.12,0.02,Dax:open palms:timing,True
