tick_id,day,settlement_id,resident_id,welfare_before,welfare_after,distress_before,distress_after,safety_before,safety_after,recovery_action,recovery_latency_ticks,care_available,no_suffering_loop,visible_state_marker,emotion_label
527,30,lichen_bridge,Luma,0.761511,0.724268,0.189761,0.197184,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
528,30,orchid_engine,Dax,0.873502,0.822629,0.04,0.04,0.37,0.39,short rest lowers activation,5,True,True,turns toward shelter route,settled
529,30,moss_ward,Tala,0.794213,0.793473,0.102837,0.108833,0.61,0.63,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
530,30,glass_harbor,Nia,0.864762,0.810842,0.04,0.04,0.32,0.315,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
531,30,cinder_garden,Pax,0.617593,0.616731,0.422305,0.424088,0.3,0.3,short rest lowers activation,4,True,True,turns toward shelter route,watchful
532,30,lichen_bridge,Rin,0.868393,0.815509,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
533,30,orchid_engine,Eli,0.698833,0.695861,0.246956,0.255511,0.3,0.32,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
534,30,moss_ward,Ari,0.868579,0.818918,0.04,0.04,0.31,0.33,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
535,30,glass_harbor,Oren,0.807638,0.770375,0.103794,0.109423,0.32,0.315,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
536,30,cinder_garden,Vale,0.897628,0.843271,0.04,0.04,0.55,0.51,short rest lowers activation,5,True,True,"slower gait, lowered shoulders",settled
537,30,lichen_bridge,Sol,0.697858,0.67715,0.312253,0.284582,0.32,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,watchful
538,30,orchid_engine,Bea,0.864151,0.813205,0.04,0.04,0.3,0.32,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
539,30,moss_ward,Fay,0.780569,0.747021,0.154006,0.158158,0.31,0.33,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
540,31,cinder_garden,Juno,0.873146,0.839852,0.04,0.04,0.41,0.43,short rest lowers activation,3,True,True,turns toward shelter route,settled
541,31,lichen_bridge,Luma,0.776868,0.758712,0.160784,0.132906,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
542,31,orchid_engine,Dax,0.875229,0.818782,0.04,0.04,0.39,0.36,household care lowers need pressure,4,True,True,turns toward shelter route,settled
543,31,moss_ward,Tala,0.846073,0.829076,0.072433,0.04,0.63,0.62,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
544,31,glass_harbor,Nia,0.863442,0.809657,0.04,0.04,0.315,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
545,31,cinder_garden,Pax,0.616731,0.616682,0.424088,0.426044,0.3,0.32,short rest lowers activation,4,True,True,turns toward shelter route,watchful
546,31,lichen_bridge,Rin,0.868109,0.81592,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
547,31,orchid_engine,Eli,0.748461,0.728087,0.219111,0.189137,0.32,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
548,31,moss_ward,Ari,0.871518,0.816225,0.04,0.04,0.33,0.32,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
549,31,glass_harbor,Oren,0.805575,0.79732,0.088623,0.059482,0.315,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
550,31,cinder_garden,Vale,0.895871,0.848504,0.04,0.04,0.51,0.6,short rest lowers activation,5,True,True,"slower gait, lowered shoulders",settled
551,31,lichen_bridge,Sol,0.72975,0.71332,0.248182,0.219129,0.3,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
552,31,orchid_engine,Bea,0.865805,0.810217,0.04,0.04,0.32,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
553,31,moss_ward,Fay,0.799621,0.782637,0.121758,0.091339,0.33,0.32,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
554,31,glass_harbor,Puck,0.864219,0.810511,0.04,0.04,0.32,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
555,31,cinder_garden,Wren,0.724173,0.726127,0.227386,0.226067,0.3,0.32,short rest lowers activation,6,True,True,turns toward shelter route,settled
556,31,lichen_bridge,Kio,0.868416,0.815532,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
557,31,orchid_engine,Cai,0.770564,0.749262,0.177206,0.148909,0.32,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
558,32,glass_harbor,Nia,0.844857,0.810092,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
559,32,cinder_garden,Pax,0.616682,0.613896,0.426044,0.428668,0.32,0.3,short rest lowers activation,4,True,True,turns toward shelter route,watchful
560,32,lichen_bridge,Rin,0.86852,0.81672,0.04,0.04,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
561,32,orchid_engine,Eli,0.780687,0.764413,0.152737,0.123495,0.3,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
562,32,moss_ward,Ari,0.868825,0.815204,0.04,0.04,0.32,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
563,32,glass_harbor,Oren,0.84992,0.80755,0.04,0.04,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
564,32,cinder_garden,Vale,0.901104,0.846256,0.04,0.04,0.6,0.565,short rest lowers activation,5,True,True,"slower gait, lowered shoulders",settled
565,32,lichen_bridge,Sol,0.71332,0.707567,0.219129,0.230299,0.3,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
566,32,orchid_engine,Bea,0.862817,0.809913,0.04,0.04,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
567,32,moss_ward,Fay,0.817837,0.809598,0.070539,0.040296,0.32,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
568,32,glass_harbor,Puck,0.863111,0.810228,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
569,32,cinder_garden,Wren,0.726127,0.724989,0.226067,0.22559,0.32,0.3,short rest lowers activation,6,True,True,turns toward shelter route,settled
570,32,lichen_bridge,Kio,0.868132,0.815823,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
571,32,orchid_engine,Cai,0.801862,0.76553,0.112509,0.118295,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
572,32,moss_ward,Milo,0.87362,0.817832,0.04,0.04,0.39,0.34,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
573,32,glass_harbor,Sera,0.808675,0.790998,0.122201,0.091255,0.51,0.49,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
574,32,cinder_garden,Juno,0.892452,0.837748,0.04,0.04,0.43,0.395,short rest lowers activation,3,True,True,turns toward shelter route,settled
575,32,lichen_bridge,Luma,0.811312,0.79514,0.096506,0.067475,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
576,33,moss_ward,Ari,0.850404,0.816627,0.04,0.04,0.3,0.305,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
577,33,glass_harbor,Oren,0.86015,0.804353,0.04,0.045435,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
578,33,cinder_garden,Vale,0.898856,0.843901,0.04,0.04,0.565,0.515,short rest lowers activation,5,True,True,"slower gait, lowered shoulders",settled
579,33,lichen_bridge,Sol,0.707567,0.703343,0.230299,0.241251,0.3,0.32,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
580,33,orchid_engine,Bea,0.862513,0.809648,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
581,33,moss_ward,Fay,0.862198,0.809216,0.04,0.04321,0.3,0.305,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
582,33,glass_harbor,Puck,0.862828,0.809968,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
583,33,cinder_garden,Wren,0.724989,0.725356,0.22559,0.224592,0.3,0.3,short rest lowers activation,6,True,True,turns toward shelter route,settled
584,33,lichen_bridge,Kio,0.868423,0.818297,0.04,0.04,0.3,0.32,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
585,33,orchid_engine,Cai,0.80073,0.792445,0.097495,0.068045,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
586,33,moss_ward,Milo,0.870432,0.818391,0.04,0.04,0.34,0.345,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
587,33,glass_harbor,Sera,0.843598,0.817704,0.054855,0.04,0.49,0.46,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
588,33,cinder_garden,Juno,0.890348,0.838803,0.04,0.04,0.395,0.415,short rest lowers activation,3,True,True,turns toward shelter route,settled
589,33,lichen_bridge,Luma,0.79514,0.792184,0.067475,0.078108,0.3,0.32,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
590,33,orchid_engine,Dax,0.871382,0.814658,0.04,0.04,0.36,0.32,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
591,33,moss_ward,Tala,0.829076,0.826895,0.04,0.045152,0.62,0.625,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
592,33,glass_harbor,Nia,0.862692,0.809808,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
593,33,cinder_garden,Pax,0.613896,0.612053,0.428668,0.431725,0.3,0.3,short rest lowers activation,4,True,True,turns toward shelter route,watchful
594,34,orchid_engine,Bea,0.844848,0.810841,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
595,34,moss_ward,Fay,0.861816,0.806994,0.04,0.044103,0.305,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
596,34,glass_harbor,Puck,0.862568,0.81214,0.04,0.04,0.3,0.32,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
597,34,cinder_garden,Wren,0.725356,0.725228,0.224592,0.224257,0.3,0.3,short rest lowers activation,6,True,True,turns toward shelter route,settled
598,34,lichen_bridge,Kio,0.870897,0.8162,0.04,0.04,0.32,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
599,34,orchid_engine,Cai,0.845045,0.806552,0.04,0.04526,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
600,34,moss_ward,Milo,0.870991,0.81629,0.04,0.04,0.345,0.315,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
601,34,glass_harbor,Sera,0.817704,0.814429,0.04,0.049136,0.46,0.48,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
602,34,cinder_garden,Juno,0.891403,0.836589,0.04,0.04,0.415,0.385,short rest lowers activation,3,True,True,turns toward shelter route,settled
603,34,lichen_bridge,Luma,0.827384,0.81006,0.057308,0.04,0.32,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
604,34,orchid_engine,Dax,0.867258,0.815571,0.04,0.04,0.32,0.315,household care lowers need pressure,3,True,True,turns toward shelter route,settled
605,34,moss_ward,Tala,0.879495,0.827047,0.04,0.04,0.625,0.595,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
606,34,glass_harbor,Nia,0.862408,0.811486,0.04,0.04,0.3,0.32,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
607,34,cinder_garden,Pax,0.612053,0.60979,0.431725,0.435315,0.3,0.3,short rest lowers activation,4,True,True,turns toward shelter route,watchful
608,34,lichen_bridge,Rin,0.86932,0.815872,0.04,0.04,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
609,34,orchid_engine,Eli,0.817013,0.802611,0.087095,0.054996,0.3,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
610,34,moss_ward,Ari,0.869227,0.815503,0.04,0.04,0.305,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
611,34,glass_harbor,Oren,0.856953,0.806531,0.04,0.044437,0.3,0.32,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
612,35,lichen_bridge,Kio,0.8514,0.81594,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
613,35,orchid_engine,Cai,0.859152,0.811069,0.04,0.04,0.3,0.32,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
614,35,moss_ward,Milo,0.86889,0.81875,0.04,0.04,0.315,0.335,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
615,35,glass_harbor,Sera,0.867029,0.818097,0.04,0.04,0.48,0.475,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
616,35,cinder_garden,Juno,0.889189,0.834991,0.04,0.04,0.385,0.345,short rest lowers activation,3,True,True,turns toward shelter route,settled
617,35,lichen_bridge,Luma,0.86266,0.80977,0.04,0.04,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
618,35,orchid_engine,Dax,0.868171,0.817288,0.04,0.04,0.315,0.335,short rest lowers activation,5,True,True,turns toward shelter route,settled
619,35,moss_ward,Tala,0.827047,0.827036,0.04,0.045449,0.595,0.615,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
620,35,glass_harbor,Nia,0.864086,0.810167,0.04,0.04,0.32,0.315,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
621,35,cinder_garden,Pax,0.60979,0.607722,0.435315,0.439211,0.3,0.3,short rest lowers activation,4,True,True,turns toward shelter route,watchful
622,35,lichen_bridge,Rin,0.868472,0.816008,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
623,35,orchid_engine,Eli,0.802611,0.80009,0.054996,0.062715,0.3,0.32,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
624,35,moss_ward,Ari,0.868103,0.817172,0.04,0.04,0.3,0.32,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
625,35,glass_harbor,Oren,0.859131,0.808761,0.04,0.04,0.32,0.315,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
626,35,cinder_garden,Vale,0.896501,0.845904,0.04,0.04,0.515,0.545,short rest lowers activation,5,True,True,"slower gait, lowered shoulders",settled
627,35,lichen_bridge,Sol,0.755943,0.736054,0.204851,0.175672,0.32,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
628,35,orchid_engine,Bea,0.863441,0.813128,0.04,0.04,0.3,0.32,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
629,35,moss_ward,Fay,0.859594,0.811968,0.04,0.04,0.3,0.32,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
630,36,cinder_garden,Juno,0.870191,0.836238,0.04,0.04,0.345,0.365,short rest lowers activation,3,True,True,turns toward shelter route,settled
631,36,lichen_bridge,Luma,0.86237,0.810344,0.04,0.04,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
632,36,orchid_engine,Dax,0.869888,0.813431,0.04,0.04,0.335,0.305,household care lowers need pressure,4,True,True,turns toward shelter route,settled
633,36,moss_ward,Tala,0.879636,0.827698,0.04,0.04,0.615,0.605,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
634,36,glass_harbor,Nia,0.862767,0.809636,0.04,0.04,0.315,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
635,36,cinder_garden,Pax,0.607722,0.606532,0.439211,0.44328,0.3,0.32,short rest lowers activation,4,True,True,turns toward shelter route,watchful
636,36,lichen_bridge,Rin,0.868608,0.816254,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
637,36,orchid_engine,Eli,0.85269,0.808742,0.04,0.04,0.32,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
638,36,moss_ward,Ari,0.869772,0.816212,0.04,0.04,0.32,0.31,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
639,36,glass_harbor,Oren,0.843961,0.807618,0.04,0.04,0.315,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
640,36,cinder_garden,Vale,0.898504,0.846931,0.04,0.04,0.545,0.565,short rest lowers activation,5,True,True,"slower gait, lowered shoulders",settled
