tick,day,snapshot_key,avatar_room,selected_resident,resident_state_digest,resource_state_digest,replay_event_count,snapshot_size_bytes,restored_ok,storage_keys_present
347,20,ssrm:v59:audit:snapshot:d020:t00347,tool alcove,Tovan,"{""debt"": 0.5139, ""memory"": ""tovan:care_favor:audit:d020:s05"", ""resident"": ""Tovan"", ""schedule"": ""care duty"", ""trust"": 0.3278}","{""care"": 16, ""fiber"": 26, ""herb"": 13, ""tool time"": 19, ""water"": 23, ""wood"": 10}",160,244,True,True
348,20,ssrm:v59:audit:snapshot:d020:t00348,rain court,Nia,"{""debt"": 0.5255, ""memory"": ""nia:tool_loan:audit:d020:s06"", ""resident"": ""Nia"", ""schedule"": ""private task"", ""trust"": 0.4735}","{""care"": 17, ""fiber"": 27, ""herb"": 14, ""tool time"": 20, ""water"": 24, ""wood"": 11}",160,242,True,True
349,20,ssrm:v59:audit:snapshot:d020:t00349,fiber loft,Ari,"{""debt"": 0.5229, ""memory"": ""ari:repair_promise:audit:d020:s07"", ""resident"": ""Ari"", ""schedule"": ""recover focus"", ""trust"": 0.7087}","{""care"": 18, ""fiber"": 28, ""herb"": 15, ""tool time"": 21, ""water"": 25, ""wood"": 12}",160,248,True,True
350,20,ssrm:v59:audit:snapshot:d020:t00350,west hearth,Fay,"{""debt"": 0.506, ""memory"": ""fay:care_favor:audit:d020:s08"", ""resident"": ""Fay"", ""schedule"": ""work"", ""trust"": 0.6606}","{""care"": 19, ""fiber"": 10, ""herb"": 16, ""tool time"": 22, ""water"": 26, ""wood"": 13}",160,234,True,True
351,20,ssrm:v59:audit:snapshot:d020:t00351,river gate,Milo,"{""debt"": 0.5448, ""memory"": ""milo:tool_loan:audit:d020:s09"", ""resident"": ""Milo"", ""schedule"": ""negotiate debt"", ""trust"": 0.4542}","{""care"": 20, ""fiber"": 11, ""herb"": 17, ""tool time"": 23, ""water"": 27, ""wood"": 14}",160,246,True,True
352,20,ssrm:v59:audit:snapshot:d020:t00352,arrival court,Sera,"{""debt"": 0.4994, ""memory"": ""sera:repair_promise:audit:d020:s10"", ""resident"": ""Sera"", ""schedule"": ""negotiate debt"", ""trust"": 0.3322}","{""care"": 21, ""fiber"": 12, ""herb"": 18, ""tool time"": 24, ""water"": 28, ""wood"": 15}",160,251,True,True
353,20,ssrm:v59:audit:snapshot:d020:t00353,tool alcove,Tovan,"{""debt"": 0.5376, ""memory"": ""tovan:care_favor:audit:d020:s11"", ""resident"": ""Tovan"", ""schedule"": ""care duty"", ""trust"": 0.2974}","{""care"": 22, ""fiber"": 13, ""herb"": 19, ""tool time"": 25, ""water"": 10, ""wood"": 16}",160,244,True,True
354,20,ssrm:v59:audit:snapshot:d020:t00354,rain court,Nia,"{""debt"": 0.5056, ""memory"": ""nia:tool_loan:audit:d020:s12"", ""resident"": ""Nia"", ""schedule"": ""care duty"", ""trust"": 0.4865}","{""care"": 23, ""fiber"": 14, ""herb"": 20, ""tool time"": 26, ""water"": 11, ""wood"": 17}",160,239,True,True
355,20,ssrm:v59:audit:snapshot:d020:t00355,fiber loft,Ari,"{""debt"": 0.4874, ""memory"": ""ari:repair_promise:audit:d020:s13"", ""resident"": ""Ari"", ""schedule"": ""private task"", ""trust"": 0.7005}","{""care"": 24, ""fiber"": 15, ""herb"": 21, ""tool time"": 27, ""water"": 12, ""wood"": 18}",160,247,True,True
356,20,ssrm:v59:audit:snapshot:d020:t00356,west hearth,Fay,"{""debt"": 0.4969, ""memory"": ""fay:care_favor:audit:d020:s14"", ""resident"": ""Fay"", ""schedule"": ""recover focus"", ""trust"": 0.6498}","{""care"": 25, ""fiber"": 16, ""herb"": 22, ""tool time"": 28, ""water"": 13, ""wood"": 19}",160,244,True,True
357,20,ssrm:v59:audit:snapshot:d020:t00357,river gate,Milo,"{""debt"": 0.4921, ""memory"": ""milo:tool_loan:audit:d020:s15"", ""resident"": ""Milo"", ""schedule"": ""work"", ""trust"": 0.4983}","{""care"": 26, ""fiber"": 17, ""herb"": 23, ""tool time"": 10, ""water"": 14, ""wood"": 20}",160,236,True,True
358,20,ssrm:v59:audit:snapshot:d020:t00358,arrival court,Sera,"{""debt"": 0.4731, ""memory"": ""sera:repair_promise:audit:d020:s16"", ""resident"": ""Sera"", ""schedule"": ""rest"", ""trust"": 0.3442}","{""care"": 27, ""fiber"": 18, ""herb"": 24, ""tool time"": 11, ""water"": 15, ""wood"": 21}",160,241,True,True
359,20,ssrm:v59:audit:snapshot:d020:t00359,tool alcove,Tovan,"{""debt"": 0.5099, ""memory"": ""tovan:care_favor:audit:d020:s17"", ""resident"": ""Tovan"", ""schedule"": ""seek tool"", ""trust"": 0.2969}","{""care"": 28, ""fiber"": 19, ""herb"": 25, ""tool time"": 12, ""water"": 16, ""wood"": 22}",160,244,True,True
360,21,ssrm:v59:audit:snapshot:d021:t00360,fiber loft,Nia,"{""debt"": 0.5044, ""memory"": ""nia:tool_loan:audit:d021:s00"", ""resident"": ""Nia"", ""schedule"": ""private task"", ""trust"": 0.4839}","{""care"": 10, ""fiber"": 20, ""herb"": 26, ""tool time"": 13, ""water"": 17, ""wood"": 23}",160,242,True,True
361,21,ssrm:v59:audit:snapshot:d021:t00361,west hearth,Ari,"{""debt"": 0.4707, ""memory"": ""ari:repair_promise:audit:d021:s01"", ""resident"": ""Ari"", ""schedule"": ""private task"", ""trust"": 0.6751}","{""care"": 11, ""fiber"": 21, ""herb"": 27, ""tool time"": 14, ""water"": 18, ""wood"": 24}",160,247,True,True
362,21,ssrm:v59:audit:snapshot:d021:t00362,river gate,Fay,"{""debt"": 0.4509, ""memory"": ""fay:care_favor:audit:d021:s02"", ""resident"": ""Fay"", ""schedule"": ""recover focus"", ""trust"": 0.6702}","{""care"": 12, ""fiber"": 22, ""herb"": 28, ""tool time"": 15, ""water"": 19, ""wood"": 25}",160,244,True,True
363,21,ssrm:v59:audit:snapshot:d021:t00363,arrival court,Milo,"{""debt"": 0.4588, ""memory"": ""milo:tool_loan:audit:d021:s03"", ""resident"": ""Milo"", ""schedule"": ""work"", ""trust"": 0.4755}","{""care"": 13, ""fiber"": 23, ""herb"": 10, ""tool time"": 16, ""water"": 20, ""wood"": 26}",160,236,True,True
364,21,ssrm:v59:audit:snapshot:d021:t00364,tool alcove,Sera,"{""debt"": 0.4525, ""memory"": ""sera:repair_promise:audit:d021:s04"", ""resident"": ""Sera"", ""schedule"": ""rest"", ""trust"": 0.3359}","{""care"": 14, ""fiber"": 24, ""herb"": 11, ""tool time"": 17, ""water"": 21, ""wood"": 27}",160,241,True,True
365,21,ssrm:v59:audit:snapshot:d021:t00365,rain court,Tovan,"{""debt"": 0.432, ""memory"": ""tovan:care_favor:audit:d021:s05"", ""resident"": ""Tovan"", ""schedule"": ""negotiate debt"", ""trust"": 0.3507}","{""care"": 15, ""fiber"": 25, ""herb"": 12, ""tool time"": 18, ""water"": 22, ""wood"": 28}",160,248,True,True
366,21,ssrm:v59:audit:snapshot:d021:t00366,fiber loft,Nia,"{""debt"": 0.4673, ""memory"": ""nia:tool_loan:audit:d021:s06"", ""resident"": ""Nia"", ""schedule"": ""care duty"", ""trust"": 0.4824}","{""care"": 16, ""fiber"": 26, ""herb"": 13, ""tool time"": 19, ""water"": 23, ""wood"": 10}",160,239,True,True
367,21,ssrm:v59:audit:snapshot:d021:t00367,west hearth,Ari,"{""debt"": 0.4185, ""memory"": ""ari:repair_promise:audit:d021:s07"", ""resident"": ""Ari"", ""schedule"": ""care duty"", ""trust"": 0.7069}","{""care"": 17, ""fiber"": 27, ""herb"": 14, ""tool time"": 20, ""water"": 24, ""wood"": 11}",160,244,True,True
368,21,ssrm:v59:audit:snapshot:d021:t00368,river gate,Fay,"{""debt"": 0.4535, ""memory"": ""fay:care_favor:audit:d021:s08"", ""resident"": ""Fay"", ""schedule"": ""recover focus"", ""trust"": 0.6164}","{""care"": 18, ""fiber"": 28, ""herb"": 15, ""tool time"": 21, ""water"": 25, ""wood"": 12}",160,244,True,True
369,21,ssrm:v59:audit:snapshot:d021:t00369,arrival court,Milo,"{""debt"": 0.4184, ""memory"": ""milo:tool_loan:audit:d021:s09"", ""resident"": ""Milo"", ""schedule"": ""recover focus"", ""trust"": 0.4713}","{""care"": 19, ""fiber"": 10, ""herb"": 16, ""tool time"": 22, ""water"": 26, ""wood"": 13}",160,245,True,True
370,21,ssrm:v59:audit:snapshot:d021:t00370,tool alcove,Sera,"{""debt"": 0.3971, ""memory"": ""sera:repair_promise:audit:d021:s10"", ""resident"": ""Sera"", ""schedule"": ""work"", ""trust"": 0.3224}","{""care"": 20, ""fiber"": 11, ""herb"": 17, ""tool time"": 23, ""water"": 27, ""wood"": 14}",160,241,True,True
371,21,ssrm:v59:audit:snapshot:d021:t00371,rain court,Tovan,"{""debt"": 0.4037, ""memory"": ""tovan:care_favor:audit:d021:s11"", ""resident"": ""Tovan"", ""schedule"": ""rest"", ""trust"": 0.3358}","{""care"": 21, ""fiber"": 12, ""herb"": 18, ""tool time"": 24, ""water"": 28, ""wood"": 15}",160,239,True,True
372,21,ssrm:v59:audit:snapshot:d021:t00372,fiber loft,Nia,"{""debt"": 0.3962, ""memory"": ""nia:tool_loan:audit:d021:s12"", ""resident"": ""Nia"", ""schedule"": ""negotiate debt"", ""trust"": 0.5056}","{""care"": 22, ""fiber"": 13, ""herb"": 19, ""tool time"": 25, ""water"": 10, ""wood"": 16}",160,244,True,True
373,21,ssrm:v59:audit:snapshot:d021:t00373,west hearth,Ari,"{""debt"": 0.3746, ""memory"": ""ari:repair_promise:audit:d021:s13"", ""resident"": ""Ari"", ""schedule"": ""seek tool"", ""trust"": 0.6983}","{""care"": 23, ""fiber"": 14, ""herb"": 20, ""tool time"": 26, ""water"": 11, ""wood"": 17}",160,244,True,True
374,21,ssrm:v59:audit:snapshot:d021:t00374,river gate,Fay,"{""debt"": 0.4088, ""memory"": ""fay:care_favor:audit:d021:s14"", ""resident"": ""Fay"", ""schedule"": ""private task"", ""trust"": 0.6162}","{""care"": 24, ""fiber"": 15, ""herb"": 21, ""tool time"": 27, ""water"": 12, ""wood"": 18}",160,243,True,True
375,21,ssrm:v59:audit:snapshot:d021:t00375,arrival court,Milo,"{""debt"": 0.359, ""memory"": ""milo:tool_loan:audit:d021:s15"", ""resident"": ""Milo"", ""schedule"": ""private task"", ""trust"": 0.4721}","{""care"": 25, ""fiber"": 16, ""herb"": 22, ""tool time"": 28, ""water"": 13, ""wood"": 19}",160,243,True,True
376,21,ssrm:v59:audit:snapshot:d021:t00376,tool alcove,Sera,"{""debt"": 0.3931, ""memory"": ""sera:repair_promise:audit:d021:s16"", ""resident"": ""Sera"", ""schedule"": ""work"", ""trust"": 0.2989}","{""care"": 26, ""fiber"": 17, ""herb"": 23, ""tool time"": 10, ""water"": 14, ""wood"": 20}",160,241,True,True
377,21,ssrm:v59:audit:snapshot:d021:t00377,rain court,Tovan,"{""debt"": 0.3572, ""memory"": ""tovan:care_favor:audit:d021:s17"", ""resident"": ""Tovan"", ""schedule"": ""work"", ""trust"": 0.3177}","{""care"": 27, ""fiber"": 18, ""herb"": 24, ""tool time"": 11, ""water"": 15, ""wood"": 21}",160,239,True,True
378,22,ssrm:v59:audit:snapshot:d022:t00378,west hearth,Nia,"{""debt"": 0.3491, ""memory"": ""nia:tool_loan:audit:d022:s00"", ""resident"": ""Nia"", ""schedule"": ""negotiate debt"", ""trust"": 0.4985}","{""care"": 28, ""fiber"": 19, ""herb"": 25, ""tool time"": 12, ""water"": 16, ""wood"": 22}",160,244,True,True
379,22,ssrm:v59:audit:snapshot:d022:t00379,river gate,Ari,"{""debt"": 0.3411, ""memory"": ""ari:repair_promise:audit:d022:s01"", ""resident"": ""Ari"", ""schedule"": ""seek tool"", ""trust"": 0.7106}","{""care"": 10, ""fiber"": 20, ""herb"": 26, ""tool time"": 13, ""water"": 17, ""wood"": 23}",160,244,True,True
380,22,ssrm:v59:audit:snapshot:d022:t00380,arrival court,Fay,"{""debt"": 0.319, ""memory"": ""fay:care_favor:audit:d022:s02"", ""resident"": ""Fay"", ""schedule"": ""care duty"", ""trust"": 0.6549}","{""care"": 11, ""fiber"": 21, ""herb"": 27, ""tool time"": 14, ""water"": 18, ""wood"": 24}",160,239,True,True
381,22,ssrm:v59:audit:snapshot:d022:t00381,tool alcove,Milo,"{""debt"": 0.3528, ""memory"": ""milo:tool_loan:audit:d022:s03"", ""resident"": ""Milo"", ""schedule"": ""recover focus"", ""trust"": 0.4468}","{""care"": 12, ""fiber"": 22, ""herb"": 28, ""tool time"": 15, ""water"": 19, ""wood"": 25}",160,245,True,True
382,22,ssrm:v59:audit:snapshot:d022:t00382,rain court,Sera,"{""debt"": 0.3027, ""memory"": ""sera:repair_promise:audit:d022:s04"", ""resident"": ""Sera"", ""schedule"": ""recover focus"", ""trust"": 0.3114}","{""care"": 13, ""fiber"": 23, ""herb"": 10, ""tool time"": 16, ""water"": 20, ""wood"": 26}",160,250,True,True
383,22,ssrm:v59:audit:snapshot:d022:t00383,fiber loft,Tovan,"{""debt"": 0.3366, ""memory"": ""tovan:care_favor:audit:d022:s05"", ""resident"": ""Tovan"", ""schedule"": ""rest"", ""trust"": 0.3021}","{""care"": 14, ""fiber"": 24, ""herb"": 11, ""tool time"": 17, ""water"": 21, ""wood"": 27}",160,239,True,True
384,22,ssrm:v59:audit:snapshot:d022:t00384,west hearth,Nia,"{""debt"": 0.3004, ""memory"": ""nia:tool_loan:audit:d022:s06"", ""resident"": ""Nia"", ""schedule"": ""rest"", ""trust"": 0.495}","{""care"": 15, ""fiber"": 25, ""herb"": 12, ""tool time"": 18, ""water"": 22, ""wood"": 28}",160,233,True,True
385,22,ssrm:v59:audit:snapshot:d022:t00385,river gate,Ari,"{""debt"": 0.2783, ""memory"": ""ari:repair_promise:audit:d022:s07"", ""resident"": ""Ari"", ""schedule"": ""negotiate debt"", ""trust"": 0.7162}","{""care"": 16, ""fiber"": 26, ""herb"": 13, ""tool time"": 19, ""water"": 23, ""wood"": 10}",160,249,True,True
386,22,ssrm:v59:audit:snapshot:d022:t00386,arrival court,Fay,"{""debt"": 0.2842, ""memory"": ""fay:care_favor:audit:d022:s08"", ""resident"": ""Fay"", ""schedule"": ""seek tool"", ""trust"": 0.6311}","{""care"": 17, ""fiber"": 27, ""herb"": 14, ""tool time"": 20, ""water"": 24, ""wood"": 11}",160,240,True,True
387,22,ssrm:v59:audit:snapshot:d022:t00387,tool alcove,Milo,"{""debt"": 0.2762, ""memory"": ""milo:tool_loan:audit:d022:s09"", ""resident"": ""Milo"", ""schedule"": ""care duty"", ""trust"": 0.4747}","{""care"": 18, ""fiber"": 28, ""herb"": 15, ""tool time"": 21, ""water"": 25, ""wood"": 12}",160,241,True,True
388,22,ssrm:v59:audit:snapshot:d022:t00388,rain court,Sera,"{""debt"": 0.2542, ""memory"": ""sera:repair_promise:audit:d022:s10"", ""resident"": ""Sera"", ""schedule"": ""private task"", ""trust"": 0.3167}","{""care"": 19, ""fiber"": 10, ""herb"": 16, ""tool time"": 22, ""water"": 26, ""wood"": 13}",160,249,True,True
389,22,ssrm:v59:audit:snapshot:d022:t00389,fiber loft,Tovan,"{""debt"": 0.2883, ""memory"": ""tovan:care_favor:audit:d022:s11"", ""resident"": ""Tovan"", ""schedule"": ""work"", ""trust"": 0.3054}","{""care"": 20, ""fiber"": 11, ""herb"": 17, ""tool time"": 23, ""water"": 27, ""wood"": 14}",160,239,True,True
390,22,ssrm:v59:audit:snapshot:d022:t00390,west hearth,Nia,"{""debt"": 0.2385, ""memory"": ""nia:tool_loan:audit:d022:s12"", ""resident"": ""Nia"", ""schedule"": ""work"", ""trust"": 0.524}","{""care"": 21, ""fiber"": 12, ""herb"": 18, ""tool time"": 24, ""water"": 28, ""wood"": 15}",160,233,True,True
391,22,ssrm:v59:audit:snapshot:d022:t00391,river gate,Ari,"{""debt"": 0.2727, ""memory"": ""ari:repair_promise:audit:d022:s13"", ""resident"": ""Ari"", ""schedule"": ""negotiate debt"", ""trust"": 0.6568}","{""care"": 22, ""fiber"": 13, ""herb"": 19, ""tool time"": 25, ""water"": 10, ""wood"": 16}",160,249,True,True
392,22,ssrm:v59:audit:snapshot:d022:t00392,arrival court,Fay,"{""debt"": 0.2371, ""memory"": ""fay:care_favor:audit:d022:s14"", ""resident"": ""Fay"", ""schedule"": ""negotiate debt"", ""trust"": 0.6402}","{""care"": 23, ""fiber"": 14, ""herb"": 20, ""tool time"": 26, ""water"": 11, ""wood"": 17}",160,245,True,True
393,22,ssrm:v59:audit:snapshot:d022:t00393,tool alcove,Milo,"{""debt"": 0.2156, ""memory"": ""milo:tool_loan:audit:d022:s15"", ""resident"": ""Milo"", ""schedule"": ""seek tool"", ""trust"": 0.4634}","{""care"": 24, ""fiber"": 15, ""herb"": 21, ""tool time"": 27, ""water"": 12, ""wood"": 18}",160,241,True,True
394,22,ssrm:v59:audit:snapshot:d022:t00394,rain court,Sera,"{""debt"": 0.2221, ""memory"": ""sera:repair_promise:audit:d022:s16"", ""resident"": ""Sera"", ""schedule"": ""care duty"", ""trust"": 0.299}","{""care"": 25, ""fiber"": 16, ""herb"": 22, ""tool time"": 28, ""water"": 13, ""wood"": 19}",160,245,True,True
395,22,ssrm:v59:audit:snapshot:d022:t00395,fiber loft,Tovan,"{""debt"": 0.2148, ""memory"": ""tovan:care_favor:audit:d022:s17"", ""resident"": ""Tovan"", ""schedule"": ""private task"", ""trust"": 0.3548}","{""care"": 26, ""fiber"": 17, ""herb"": 23, ""tool time"": 10, ""water"": 14, ""wood"": 20}",160,247,True,True
396,23,ssrm:v59:audit:snapshot:d023:t00396,river gate,Nia,"{""debt"": 0.2357, ""memory"": ""nia:tool_loan:audit:d023:s00"", ""resident"": ""Nia"", ""schedule"": ""rest"", ""trust"": 0.493}","{""care"": 27, ""fiber"": 18, ""herb"": 24, ""tool time"": 11, ""water"": 15, ""wood"": 21}",160,233,True,True
397,23,ssrm:v59:audit:snapshot:d023:t00397,arrival court,Ari,"{""debt"": 0.1867, ""memory"": ""ari:repair_promise:audit:d023:s01"", ""resident"": ""Ari"", ""schedule"": ""rest"", ""trust"": 0.7031}","{""care"": 28, ""fiber"": 19, ""herb"": 25, ""tool time"": 12, ""water"": 16, ""wood"": 22}",160,239,True,True
398,23,ssrm:v59:audit:snapshot:d023:t00398,tool alcove,Fay,"{""debt"": 0.2218, ""memory"": ""fay:care_favor:audit:d023:s02"", ""resident"": ""Fay"", ""schedule"": ""seek tool"", ""trust"": 0.6087}","{""care"": 10, ""fiber"": 20, ""herb"": 26, ""tool time"": 13, ""water"": 17, ""wood"": 23}",160,240,True,True
399,23,ssrm:v59:audit:snapshot:d023:t00399,rain court,Milo,"{""debt"": 0.1871, ""memory"": ""milo:tool_loan:audit:d023:s03"", ""resident"": ""Milo"", ""schedule"": ""seek tool"", ""trust"": 0.443}","{""care"": 11, ""fiber"": 21, ""herb"": 27, ""tool time"": 14, ""water"": 18, ""wood"": 24}",160,240,True,True
400,23,ssrm:v59:audit:snapshot:d023:t00400,fiber loft,Sera,"{""debt"": 0.1666, ""memory"": ""sera:repair_promise:audit:d023:s04"", ""resident"": ""Sera"", ""schedule"": ""care duty"", ""trust"": 0.3237}","{""care"": 12, ""fiber"": 22, ""herb"": 28, ""tool time"": 15, ""water"": 19, ""wood"": 25}",160,246,True,True
401,23,ssrm:v59:audit:snapshot:d023:t00401,west hearth,Tovan,"{""debt"": 0.1743, ""memory"": ""tovan:care_favor:audit:d023:s05"", ""resident"": ""Tovan"", ""schedule"": ""private task"", ""trust"": 0.3491}","{""care"": 13, ""fiber"": 23, ""herb"": 10, ""tool time"": 16, ""water"": 20, ""wood"": 26}",160,247,True,True
402,23,ssrm:v59:audit:snapshot:d023:t00402,river gate,Nia,"{""debt"": 0.1682, ""memory"": ""nia:tool_loan:audit:d023:s06"", ""resident"": ""Nia"", ""schedule"": ""recover focus"", ""trust"": 0.5411}","{""care"": 14, ""fiber"": 24, ""herb"": 11, ""tool time"": 17, ""water"": 21, ""wood"": 27}",160,243,True,True
403,23,ssrm:v59:audit:snapshot:d023:t00403,arrival court,Ari,"{""debt"": 0.1482, ""memory"": ""ari:repair_promise:audit:d023:s07"", ""resident"": ""Ari"", ""schedule"": ""work"", ""trust"": 0.6985}","{""care"": 15, ""fiber"": 25, ""herb"": 12, ""tool time"": 18, ""water"": 22, ""wood"": 28}",160,239,True,True
404,23,ssrm:v59:audit:snapshot:d023:t00404,tool alcove,Fay,"{""debt"": 0.1845, ""memory"": ""fay:care_favor:audit:d023:s08"", ""resident"": ""Fay"", ""schedule"": ""negotiate debt"", ""trust"": 0.621}","{""care"": 16, ""fiber"": 26, ""herb"": 13, ""tool time"": 19, ""water"": 23, ""wood"": 10}",160,244,True,True
405,23,ssrm:v59:audit:snapshot:d023:t00405,rain court,Milo,"{""debt"": 0.137, ""memory"": ""milo:tool_loan:audit:d023:s09"", ""resident"": ""Milo"", ""schedule"": ""negotiate debt"", ""trust"": 0.4644}","{""care"": 17, ""fiber"": 27, ""herb"": 14, ""tool time"": 20, ""water"": 24, ""wood"": 11}",160,245,True,True
406,23,ssrm:v59:audit:snapshot:d023:t00406,fiber loft,Sera,"{""debt"": 0.1738, ""memory"": ""sera:repair_promise:audit:d023:s10"", ""resident"": ""Sera"", ""schedule"": ""care duty"", ""trust"": 0.2915}","{""care"": 18, ""fiber"": 28, ""herb"": 15, ""tool time"": 21, ""water"": 25, ""wood"": 12}",160,246,True,True
407,23,ssrm:v59:audit:snapshot:d023:t00407,west hearth,Tovan,"{""debt"": 0.1407, ""memory"": ""tovan:care_favor:audit:d023:s11"", ""resident"": ""Tovan"", ""schedule"": ""care duty"", ""trust"": 0.3429}","{""care"": 19, ""fiber"": 10, ""herb"": 16, ""tool time"": 22, ""water"": 26, ""wood"": 13}",160,244,True,True
408,23,ssrm:v59:audit:snapshot:d023:t00408,river gate,Nia,"{""debt"": 0.1219, ""memory"": ""nia:tool_loan:audit:d023:s12"", ""resident"": ""Nia"", ""schedule"": ""private task"", ""trust"": 0.5272}","{""care"": 20, ""fiber"": 11, ""herb"": 17, ""tool time"": 23, ""water"": 27, ""wood"": 14}",160,242,True,True
409,23,ssrm:v59:audit:snapshot:d023:t00409,arrival court,Ari,"{""debt"": 0.1314, ""memory"": ""ari:repair_promise:audit:d023:s13"", ""resident"": ""Ari"", ""schedule"": ""recover focus"", ""trust"": 0.7001}","{""care"": 21, ""fiber"": 12, ""herb"": 18, ""tool time"": 24, ""water"": 28, ""wood"": 15}",160,248,True,True
410,23,ssrm:v59:audit:snapshot:d023:t00410,tool alcove,Fay,"{""debt"": 0.1271, ""memory"": ""fay:care_favor:audit:d023:s14"", ""resident"": ""Fay"", ""schedule"": ""work"", ""trust"": 0.6458}","{""care"": 22, ""fiber"": 13, ""herb"": 19, ""tool time"": 25, ""water"": 10, ""wood"": 16}",160,235,True,True
411,23,ssrm:v59:audit:snapshot:d023:t00411,rain court,Milo,"{""debt"": 0.109, ""memory"": ""milo:tool_loan:audit:d023:s15"", ""resident"": ""Milo"", ""schedule"": ""rest"", ""trust"": 0.4644}","{""care"": 23, ""fiber"": 14, ""herb"": 20, ""tool time"": 26, ""water"": 11, ""wood"": 17}",160,235,True,True
412,23,ssrm:v59:audit:snapshot:d023:t00412,fiber loft,Sera,"{""debt"": 0.1473, ""memory"": ""sera:repair_promise:audit:d023:s16"", ""resident"": ""Sera"", ""schedule"": ""seek tool"", ""trust"": 0.2907}","{""care"": 24, ""fiber"": 15, ""herb"": 21, ""tool time"": 27, ""water"": 12, ""wood"": 18}",160,246,True,True
413,23,ssrm:v59:audit:snapshot:d023:t00413,west hearth,Tovan,"{""debt"": 0.1017, ""memory"": ""tovan:care_favor:audit:d023:s17"", ""resident"": ""Tovan"", ""schedule"": ""seek tool"", ""trust"": 0.3546}","{""care"": 25, ""fiber"": 16, ""herb"": 22, ""tool time"": 28, ""water"": 13, ""wood"": 19}",160,244,True,True
