tick_id,day,settlement_id,caregiver_id,recipient_id,duty,care_tool,need_addressed,care_quality_before,care_quality_after,welfare_before,welfare_after,burden_before,burden_after,accepted_or_refused,visible_care_card,reciprocal_memory,bounded_care
879,49,orchid_engine,Cai,Eli,Cai uses orchid tea for Eli,orchid tea,thirst,0.62672,0.69672,0.807656,0.860256,0.508,0.526,accepted,True,Eli remembers Cai care: accepted,True
880,49,moss_ward,Milo,Ari,Milo uses dry cloak for Ari,dry cloak,wetness,0.596,0.666,0.817176,0.869776,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
881,49,glass_harbor,Sera,Oren,Sera uses soft bunk for Oren,soft bunk,rest_debt,0.60656,0.67656,0.807249,0.859849,0.634,0.652,accepted,True,Oren remembers Sera care: accepted,True
882,50,lichen_bridge,Rin,Kio,Rin uses rest alcove for Kio,rest alcove,fatigue,0.596,0.636,0.816217,0.851417,0.7,0.7,deferred with consent,True,Kio remembers Rin care: deferred with consent,True
883,50,orchid_engine,Eli,Cai,Eli uses heat vent for Cai,heat vent,temperature,0.60944,0.67944,0.807338,0.859938,0.616,0.634,accepted,True,Cai remembers Eli care: accepted,True
884,50,moss_ward,Ari,Milo,Ari uses warm broth for Milo,warm broth,hunger,0.596,0.666,0.815515,0.868115,0.7,0.7,accepted,True,Milo remembers Ari care: accepted,True
885,50,glass_harbor,Oren,Sera,Oren uses steam wrap for Sera,steam wrap,temperature,0.62672,0.69672,0.812226,0.864826,0.508,0.526,accepted,True,Sera remembers Oren care: accepted,True
886,50,cinder_garden,Vale,Juno,Vale uses seed meal for Juno,seed meal,hunger,0.596,0.666,0.836321,0.888921,0.7,0.7,accepted,True,Juno remembers Vale care: accepted,True
887,50,lichen_bridge,Sol,Luma,Sol uses hand warmer for Luma,hand warmer,temperature,0.61808,0.68808,0.813054,0.865654,0.562,0.58,accepted,True,Luma remembers Sol care: accepted,True
888,50,orchid_engine,Bea,Dax,Bea uses orchid tea for Dax,orchid tea,thirst,0.596,0.666,0.810341,0.862941,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
890,50,glass_harbor,Puck,Nia,Puck uses soft bunk for Nia,soft bunk,rest_debt,0.596,0.666,0.809978,0.862578,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
892,50,lichen_bridge,Kio,Rin,Kio uses lichen soup for Rin,lichen soup,hunger,0.596,0.666,0.816309,0.868909,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
894,50,moss_ward,Milo,Ari,Milo uses quiet mat for Ari,quiet mat,fatigue,0.596,0.666,0.816531,0.869131,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
895,50,glass_harbor,Sera,Oren,Sera uses salve for Oren,salve,pain,0.60368,0.67368,0.807434,0.860034,0.652,0.67,accepted,True,Oren remembers Sera care: accepted,True
896,50,cinder_garden,Juno,Vale,Juno uses cool water for Vale,cool water,temperature,0.596,0.666,0.838067,0.890667,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
897,50,lichen_bridge,Luma,Sol,Luma uses rope splint for Sol,rope splint,injury,0.63536,0.70536,0.804364,0.856964,0.454,0.472,accepted,True,Sol remembers Luma care: accepted,True
898,50,orchid_engine,Dax,Bea,Dax uses gear glove for Bea,gear glove,pain,0.596,0.666,0.809367,0.861967,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
899,50,moss_ward,Tala,Fay,Tala uses bandage for Fay,bandage,pain,0.60656,0.67656,0.810054,0.862654,0.634,0.652,accepted,True,Fay remembers Tala care: accepted,True
900,51,cinder_garden,Vale,Juno,Vale uses soft glove for Juno,soft glove,pain,0.596,0.636,0.83401,0.86921,0.7,0.7,deferred with consent,True,Juno remembers Vale care: deferred with consent,True
901,51,lichen_bridge,Sol,Luma,Sol uses lichen soup for Luma,lichen soup,hunger,0.6152,0.6852,0.809483,0.862083,0.58,0.598,accepted,True,Luma remembers Sol care: accepted,True
902,51,orchid_engine,Bea,Dax,Bea uses cot pass for Dax,cot pass,rest_debt,0.596,0.666,0.812029,0.864629,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
903,51,moss_ward,Fay,Tala,Fay uses quiet mat for Tala,quiet mat,fatigue,0.62672,0.69672,0.82666,0.87926,0.508,0.526,accepted,True,Tala remembers Fay care: accepted,True
904,51,glass_harbor,Puck,Nia,Puck uses salve for Nia,salve,pain,0.596,0.666,0.808658,0.861258,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
906,51,lichen_bridge,Kio,Rin,Kio uses rope splint for Rin,rope splint,injury,0.596,0.666,0.816025,0.868625,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
907,51,orchid_engine,Cai,Eli,Cai uses gear glove for Eli,gear glove,pain,0.62384,0.69384,0.807853,0.860453,0.526,0.544,accepted,True,Eli remembers Cai care: accepted,True
908,51,moss_ward,Milo,Ari,Milo uses bandage for Ari,bandage,pain,0.596,0.666,0.819469,0.872069,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
909,51,glass_harbor,Sera,Oren,Sera uses salt tea for Oren,salt tea,thirst,0.6008,0.6408,0.805879,0.841079,0.67,0.676,deferred with consent,True,Oren remembers Sera care: deferred with consent,True
910,51,cinder_garden,Juno,Vale,Juno uses shade cloth for Vale,shade cloth,safety,0.596,0.666,0.836309,0.888909,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
911,51,lichen_bridge,Luma,Sol,Luma uses rest alcove for Sol,rest alcove,fatigue,0.63248,0.70248,0.812117,0.864717,0.472,0.49,accepted,True,Sol remembers Luma care: accepted,True
912,51,orchid_engine,Dax,Bea,Dax uses heat vent for Bea,heat vent,temperature,0.596,0.666,0.811021,0.863621,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
913,51,moss_ward,Tala,Fay,Tala uses warm broth for Fay,warm broth,hunger,0.60368,0.67368,0.812229,0.864829,0.652,0.67,accepted,True,Fay remembers Tala care: accepted,True
914,51,glass_harbor,Nia,Puck,Nia uses steam wrap for Puck,steam wrap,temperature,0.596,0.666,0.809752,0.862352,0.7,0.7,accepted,True,Puck remembers Nia care: accepted,True
916,51,lichen_bridge,Rin,Kio,Rin uses hand warmer for Kio,hand warmer,temperature,0.596,0.666,0.816632,0.869232,0.7,0.7,accepted,True,Kio remembers Rin care: accepted,True
917,51,orchid_engine,Eli,Cai,Eli uses orchid tea for Cai,orchid tea,thirst,0.60656,0.67656,0.811622,0.864222,0.634,0.652,accepted,True,Cai remembers Eli care: accepted,True
918,52,glass_harbor,Puck,Nia,Puck uses salt tea for Nia,salt tea,thirst,0.596,0.636,0.807474,0.842674,0.7,0.7,deferred with consent,True,Nia remembers Puck care: deferred with consent,True
920,52,lichen_bridge,Kio,Rin,Kio uses rest alcove for Rin,rest alcove,fatigue,0.596,0.666,0.816208,0.868808,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
921,52,orchid_engine,Cai,Eli,Cai uses heat vent for Eli,heat vent,temperature,0.62096,0.69096,0.80802,0.86062,0.544,0.562,accepted,True,Eli remembers Cai care: accepted,True
922,52,moss_ward,Milo,Ari,Milo uses warm broth for Ari,warm broth,hunger,0.596,0.666,0.816777,0.869377,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
923,52,glass_harbor,Sera,Oren,Sera uses steam wrap for Oren,steam wrap,temperature,0.59984,0.66984,0.807593,0.860193,0.676,0.694,accepted,True,Oren remembers Sera care: accepted,True
924,52,cinder_garden,Juno,Vale,Juno uses seed meal for Vale,seed meal,hunger,0.596,0.666,0.841541,0.894141,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
926,52,orchid_engine,Dax,Bea,Dax uses orchid tea for Bea,orchid tea,thirst,0.596,0.666,0.808033,0.860633,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
927,52,moss_ward,Tala,Fay,Tala uses dry cloak for Fay,dry cloak,wetness,0.6008,0.6408,0.813354,0.848554,0.67,0.676,deferred with consent,True,Fay remembers Tala care: deferred with consent,True
928,52,glass_harbor,Nia,Puck,Nia uses soft bunk for Puck,soft bunk,rest_debt,0.596,0.666,0.808644,0.861244,0.7,0.7,accepted,True,Puck remembers Nia care: accepted,True
930,52,lichen_bridge,Rin,Kio,Rin uses lichen soup for Kio,lichen soup,hunger,0.596,0.666,0.816348,0.868948,0.7,0.7,accepted,True,Kio remembers Rin care: accepted,True
931,52,orchid_engine,Eli,Cai,Eli uses cot pass for Cai,cot pass,rest_debt,0.60368,0.67368,0.807991,0.860591,0.652,0.67,accepted,True,Cai remembers Eli care: accepted,True
932,52,moss_ward,Ari,Milo,Ari uses quiet mat for Milo,quiet mat,fatigue,0.596,0.666,0.817672,0.870272,0.7,0.7,accepted,True,Milo remembers Ari care: accepted,True
933,52,glass_harbor,Oren,Sera,Oren uses salve for Sera,salve,pain,0.62384,0.69384,0.810965,0.863565,0.526,0.544,accepted,True,Sera remembers Oren care: accepted,True
934,52,cinder_garden,Vale,Juno,Vale uses cool water for Juno,cool water,temperature,0.596,0.666,0.835628,0.888228,0.7,0.7,accepted,True,Juno remembers Vale care: accepted,True
935,52,lichen_bridge,Sol,Luma,Sol uses rope splint for Luma,rope splint,injury,0.61232,0.68232,0.812498,0.865098,0.598,0.616,accepted,True,Luma remembers Sol care: accepted,True
936,53,moss_ward,Milo,Ari,Milo uses dry cloak for Ari,dry cloak,wetness,0.596,0.636,0.816356,0.851556,0.7,0.7,deferred with consent,True,Ari remembers Milo care: deferred with consent,True
937,53,glass_harbor,Sera,Oren,Sera uses soft bunk for Oren,soft bunk,rest_debt,0.59696,0.66696,0.807302,0.859902,0.694,0.7,accepted,True,Oren remembers Sera care: accepted,True
938,53,cinder_garden,Juno,Vale,Juno uses soft glove for Vale,soft glove,pain,0.596,0.666,0.839293,0.891893,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
940,53,orchid_engine,Dax,Bea,Dax uses cot pass for Bea,cot pass,rest_debt,0.596,0.666,0.807729,0.860329,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
941,53,moss_ward,Tala,Fay,Tala uses quiet mat for Fay,quiet mat,fatigue,0.59984,0.66984,0.813352,0.865952,0.676,0.694,accepted,True,Fay remembers Tala care: accepted,True
942,53,glass_harbor,Nia,Puck,Nia uses salve for Puck,salve,pain,0.596,0.666,0.808378,0.860978,0.7,0.7,accepted,True,Puck remembers Nia care: accepted,True
944,53,lichen_bridge,Rin,Kio,Rin uses rope splint for Kio,rope splint,injury,0.596,0.666,0.81664,0.86924,0.7,0.7,accepted,True,Kio remembers Rin care: accepted,True
945,53,orchid_engine,Eli,Cai,Eli uses gear glove for Cai,gear glove,pain,0.6008,0.6408,0.805502,0.840702,0.67,0.676,deferred with consent,True,Cai remembers Eli care: deferred with consent,True
946,53,moss_ward,Ari,Milo,Ari uses bandage for Milo,bandage,pain,0.596,0.666,0.816284,0.868884,0.7,0.7,accepted,True,Milo remembers Ari care: accepted,True
947,53,glass_harbor,Oren,Sera,Oren uses salt tea for Sera,salt tea,thirst,0.62096,0.69096,0.809523,0.862123,0.544,0.562,accepted,True,Sera remembers Oren care: accepted,True
948,53,cinder_garden,Vale,Juno,Vale uses shade cloth for Juno,shade cloth,safety,0.596,0.666,0.833524,0.886124,0.7,0.7,accepted,True,Juno remembers Vale care: accepted,True
950,53,orchid_engine,Bea,Dax,Bea uses heat vent for Dax,heat vent,temperature,0.596,0.666,0.808743,0.861343,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
952,53,glass_harbor,Puck,Nia,Puck uses steam wrap for Nia,steam wrap,temperature,0.596,0.666,0.807908,0.860508,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
954,54,orchid_engine,Dax,Bea,Dax uses gear glove for Bea,gear glove,pain,0.596,0.636,0.807464,0.842664,0.7,0.7,deferred with consent,True,Bea remembers Dax care: deferred with consent,True
955,54,moss_ward,Tala,Fay,Tala uses bandage for Fay,bandage,pain,0.59696,0.66696,0.813131,0.865731,0.694,0.7,accepted,True,Fay remembers Tala care: accepted,True
956,54,glass_harbor,Nia,Puck,Nia uses salt tea for Puck,salt tea,thirst,0.596,0.666,0.808136,0.860736,0.7,0.7,accepted,True,Puck remembers Nia care: accepted,True
958,54,lichen_bridge,Rin,Kio,Rin uses rest alcove for Kio,rest alcove,fatigue,0.596,0.666,0.818754,0.871354,0.7,0.7,accepted,True,Kio remembers Rin care: accepted,True
959,54,orchid_engine,Eli,Cai,Eli uses heat vent for Cai,heat vent,temperature,0.59984,0.66984,0.807509,0.860109,0.676,0.694,accepted,True,Cai remembers Eli care: accepted,True
960,54,moss_ward,Ari,Milo,Ari uses warm broth for Milo,warm broth,hunger,0.596,0.666,0.816843,0.869443,0.7,0.7,accepted,True,Milo remembers Ari care: accepted,True
962,54,cinder_garden,Vale,Juno,Vale uses seed meal for Juno,seed meal,hunger,0.596,0.666,0.836679,0.889279,0.7,0.7,accepted,True,Juno remembers Vale care: accepted,True
963,54,lichen_bridge,Sol,Luma,Sol uses hand warmer for Luma,hand warmer,temperature,0.60944,0.64944,0.810691,0.845891,0.616,0.622,deferred with consent,True,Luma remembers Sol care: deferred with consent,True
964,54,orchid_engine,Bea,Dax,Bea uses orchid tea for Dax,orchid tea,thirst,0.596,0.666,0.80813,0.86073,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
965,54,moss_ward,Fay,Tala,Fay uses dry cloak for Tala,dry cloak,wetness,0.62384,0.69384,0.825739,0.878339,0.526,0.544,accepted,True,Tala remembers Fay care: accepted,True
966,54,glass_harbor,Puck,Nia,Puck uses soft bunk for Nia,soft bunk,rest_debt,0.596,0.666,0.807624,0.860224,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
967,54,cinder_garden,Wren,Pax,Wren uses soft glove for Pax,soft glove,pain,0.6728,0.7428,0.558192,0.610792,0.22,0.238,accepted,True,Pax remembers Wren care: accepted,True
968,54,lichen_bridge,Kio,Rin,Kio uses lichen soup for Rin,lichen soup,hunger,0.596,0.666,0.817008,0.869608,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
969,54,orchid_engine,Cai,Eli,Cai uses cot pass for Eli,cot pass,rest_debt,0.61808,0.68808,0.808901,0.861501,0.562,0.58,accepted,True,Eli remembers Cai care: accepted,True
970,54,moss_ward,Milo,Ari,Milo uses quiet mat for Ari,quiet mat,fatigue,0.596,0.666,0.817491,0.870091,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
971,54,glass_harbor,Sera,Oren,Sera uses salve for Oren,salve,pain,0.596,0.666,0.80508,0.85768,0.7,0.7,accepted,True,Oren remembers Sera care: accepted,True
972,55,lichen_bridge,Rin,Kio,Rin uses hand warmer for Kio,hand warmer,temperature,0.596,0.636,0.816656,0.851856,0.7,0.7,deferred with consent,True,Kio remembers Rin care: deferred with consent,True
973,55,orchid_engine,Eli,Cai,Eli uses orchid tea for Cai,orchid tea,thirst,0.59696,0.66696,0.807276,0.859876,0.694,0.7,accepted,True,Cai remembers Eli care: accepted,True
974,55,moss_ward,Ari,Milo,Ari uses dry cloak for Milo,dry cloak,wetness,0.596,0.666,0.816242,0.868842,0.7,0.7,accepted,True,Milo remembers Ari care: accepted,True
975,55,glass_harbor,Oren,Sera,Oren uses soft bunk for Sera,soft bunk,rest_debt,0.61808,0.68808,0.805532,0.858132,0.562,0.58,accepted,True,Sera remembers Oren care: accepted,True
976,55,cinder_garden,Vale,Juno,Vale uses soft glove for Juno,soft glove,pain,0.596,0.666,0.834465,0.887065,0.7,0.7,accepted,True,Juno remembers Vale care: accepted,True
977,55,lichen_bridge,Sol,Luma,Sol uses lichen soup for Luma,lichen soup,hunger,0.60848,0.67848,0.813258,0.865858,0.622,0.64,accepted,True,Luma remembers Sol care: accepted,True
978,55,orchid_engine,Bea,Dax,Bea uses cot pass for Dax,cot pass,rest_debt,0.596,0.666,0.80933,0.86193,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
980,55,glass_harbor,Puck,Nia,Puck uses salve for Nia,salve,pain,0.596,0.666,0.809302,0.861902,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
982,55,lichen_bridge,Kio,Rin,Kio uses rope splint for Rin,rope splint,injury,0.596,0.666,0.81616,0.86876,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
984,55,moss_ward,Milo,Ari,Milo uses bandage for Ari,bandage,pain,0.596,0.666,0.816367,0.868967,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
985,55,glass_harbor,Sera,Oren,Sera uses salt tea for Oren,salt tea,thirst,0.596,0.666,0.807255,0.859855,0.7,0.7,accepted,True,Oren remembers Sera care: accepted,True
986,55,cinder_garden,Juno,Vale,Juno uses shade cloth for Vale,shade cloth,safety,0.596,0.666,0.836697,0.889297,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
987,55,lichen_bridge,Luma,Sol,Luma uses rest alcove for Sol,rest alcove,fatigue,0.6296,0.6996,0.805756,0.858356,0.49,0.508,accepted,True,Sol remembers Luma care: accepted,True
988,55,orchid_engine,Dax,Bea,Dax uses heat vent for Bea,heat vent,temperature,0.596,0.666,0.808657,0.861257,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
989,55,moss_ward,Tala,Fay,Tala uses warm broth for Fay,warm broth,hunger,0.596,0.666,0.810908,0.863508,0.7,0.7,accepted,True,Fay remembers Tala care: accepted,True
990,56,cinder_garden,Vale,Juno,Vale uses cool water for Juno,cool water,temperature,0.596,0.636,0.832651,0.867851,0.7,0.7,deferred with consent,True,Juno remembers Vale care: deferred with consent,True
991,56,lichen_bridge,Sol,Luma,Sol uses rope splint for Luma,rope splint,injury,0.6056,0.6756,0.812968,0.865568,0.64,0.658,accepted,True,Luma remembers Sol care: accepted,True
992,56,orchid_engine,Bea,Dax,Bea uses gear glove for Dax,gear glove,pain,0.596,0.666,0.811035,0.863635,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
993,56,moss_ward,Fay,Tala,Fay uses bandage for Tala,bandage,pain,0.62096,0.69096,0.825886,0.878486,0.544,0.562,accepted,True,Tala remembers Fay care: accepted,True
994,56,glass_harbor,Puck,Nia,Puck uses salt tea for Nia,salt tea,thirst,0.596,0.666,0.807983,0.860583,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
996,56,lichen_bridge,Kio,Rin,Kio uses rest alcove for Rin,rest alcove,fatigue,0.596,0.666,0.816296,0.868896,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
997,56,orchid_engine,Cai,Eli,Cai uses heat vent for Eli,heat vent,temperature,0.6152,0.6852,0.788759,0.841359,0.58,0.598,accepted,True,Eli remembers Cai care: accepted,True
998,56,moss_ward,Milo,Ari,Milo uses warm broth for Ari,warm broth,hunger,0.596,0.666,0.818036,0.870636,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
999,56,glass_harbor,Sera,Oren,Sera uses steam wrap for Oren,steam wrap,temperature,0.596,0.636,0.808512,0.843712,0.7,0.7,deferred with consent,True,Oren remembers Sera care: deferred with consent,True
1000,56,cinder_garden,Juno,Vale,Juno uses seed meal for Vale,seed meal,hunger,0.596,0.666,0.838703,0.891303,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
1002,56,orchid_engine,Dax,Bea,Dax uses orchid tea for Bea,orchid tea,thirst,0.596,0.666,0.810944,0.863544,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
1003,56,moss_ward,Tala,Fay,Tala uses dry cloak for Fay,dry cloak,wetness,0.596,0.666,0.815562,0.868162,0.7,0.7,accepted,True,Fay remembers Tala care: accepted,True
1004,56,glass_harbor,Nia,Puck,Nia uses soft bunk for Puck,soft bunk,rest_debt,0.596,0.666,0.810328,0.862928,0.7,0.7,accepted,True,Puck remembers Nia care: accepted,True
1006,56,lichen_bridge,Rin,Kio,Rin uses lichen soup for Kio,lichen soup,hunger,0.596,0.666,0.816396,0.868996,0.7,0.7,accepted,True,Kio remembers Rin care: accepted,True
1007,56,orchid_engine,Eli,Cai,Eli uses cot pass for Cai,cot pass,rest_debt,0.596,0.666,0.810966,0.863566,0.7,0.7,accepted,True,Cai remembers Eli care: accepted,True
1008,57,glass_harbor,Puck,Nia,Puck uses steam wrap for Nia,steam wrap,temperature,0.596,0.636,0.807452,0.842652,0.7,0.7,deferred with consent,True,Nia remembers Puck care: deferred with consent,True
1009,57,cinder_garden,Wren,Pax,Wren uses seed meal for Pax,seed meal,hunger,0.66992,0.73992,0.580407,0.633007,0.238,0.256,accepted,True,Pax remembers Wren care: accepted,True
1010,57,lichen_bridge,Kio,Rin,Kio uses hand warmer for Rin,hand warmer,temperature,0.596,0.666,0.816542,0.869142,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
1011,57,orchid_engine,Cai,Eli,Cai uses orchid tea for Eli,orchid tea,thirst,0.61232,0.68232,0.808146,0.860746,0.598,0.616,accepted,True,Eli remembers Cai care: accepted,True
