tick,day,slot,resident,room,schedule_state,need_state,debt_focus,project_progress,offscreen,schedule_changed_by_avatar,agency_preserved
1264,71,4,Fay,arrival court,recover focus,tired,missed greeting,0.428436,False,True,True
1265,71,5,Milo,tool alcove,work,hungry,care favor,0.41833,False,False,True
1266,71,6,Sera,rain court,rest,guarded,route warning,0.452305,False,False,True
1267,71,7,Tovan,fiber loft,negotiate debt,steady,tool loan,0.499125,False,True,True
1268,71,8,Nia,west hearth,care duty,wet,water carry,0.515744,False,True,False
1269,71,9,Ari,river gate,care duty,focused,repair promise,0.486882,False,True,True
1270,71,10,Fay,arrival court,recover focus,relieved,missed greeting,0.409075,False,True,True
1271,71,11,Milo,tool alcove,recover focus,tired,care favor,0.416276,True,False,True
1272,71,12,Sera,rain court,work,hungry,route warning,0.439447,False,True,True
1273,71,13,Tovan,fiber loft,rest,guarded,tool loan,0.487284,False,False,True
1274,71,14,Nia,west hearth,negotiate debt,steady,water carry,0.515806,False,False,True
1275,71,15,Ari,river gate,seek tool,wet,repair promise,0.49879,False,True,True
1276,71,16,Fay,arrival court,private task,focused,missed greeting,0.451881,False,True,False
1277,71,17,Milo,tool alcove,private task,relieved,care favor,0.418206,False,True,True
1278,72,0,Sera,fiber loft,work,focused,tool loan,0.500759,True,False,True
1279,72,1,Tovan,west hearth,rest,relieved,water carry,0.542832,False,True,True
1280,72,2,Nia,river gate,negotiate debt,tired,repair promise,0.546223,False,False,True
1281,72,3,Ari,arrival court,seek tool,hungry,missed greeting,0.507815,False,False,True
1282,72,4,Fay,tool alcove,care duty,guarded,care favor,0.462918,False,True,True
1283,72,5,Milo,rain court,recover focus,steady,route warning,0.452812,False,True,True
1284,72,6,Sera,fiber loft,recover focus,wet,tool loan,0.486788,False,True,True
1285,72,7,Tovan,west hearth,rest,focused,water carry,0.503608,False,True,True
1286,72,8,Nia,river gate,rest,relieved,repair promise,0.550227,True,False,True
1287,72,9,Ari,arrival court,negotiate debt,tired,missed greeting,0.521365,False,True,True
1288,72,10,Fay,tool alcove,seek tool,hungry,care favor,0.473558,False,False,True
1289,72,11,Milo,rain court,care duty,guarded,route warning,0.450759,False,False,True
1290,72,12,Sera,fiber loft,private task,steady,tool loan,0.47393,False,True,True
1291,72,13,Tovan,west hearth,work,wet,water carry,0.521767,False,True,True
1292,72,14,Nia,river gate,work,focused,repair promise,0.550289,False,True,True
1293,72,15,Ari,arrival court,negotiate debt,relieved,missed greeting,0.503273,False,True,True
1294,72,16,Fay,tool alcove,negotiate debt,tired,care favor,0.486363,True,False,True
1295,72,17,Milo,rain court,seek tool,hungry,route warning,0.452689,True,True,True
1296,73,0,Sera,west hearth,private task,tired,water carry,0.535241,False,False,True
1297,73,1,Tovan,river gate,recover focus,hungry,repair promise,0.577315,False,True,True
1298,73,2,Nia,arrival court,rest,guarded,missed greeting,0.580706,False,True,True
1299,73,3,Ari,tool alcove,rest,steady,care favor,0.542297,False,True,True
1300,73,4,Fay,rain court,seek tool,wet,route warning,0.467401,False,True,False
1301,73,5,Milo,fiber loft,seek tool,focused,tool loan,0.487295,True,False,True
1302,73,6,Sera,west hearth,care duty,relieved,water carry,0.521271,False,True,True
1303,73,7,Tovan,river gate,private task,tired,repair promise,0.568091,False,False,True
1304,73,8,Nia,arrival court,recover focus,hungry,missed greeting,0.584709,False,False,True
1305,73,9,Ari,tool alcove,work,guarded,care favor,0.555847,False,True,True
1306,73,10,Fay,rain court,negotiate debt,steady,route warning,0.50804,False,True,True
1307,73,11,Milo,fiber loft,negotiate debt,wet,tool loan,0.485242,False,True,True
1308,73,12,Sera,west hearth,care duty,focused,water carry,0.478413,False,True,False
1309,73,13,Tovan,river gate,care duty,relieved,repair promise,0.55625,True,False,True
1310,73,14,Nia,arrival court,private task,tired,missed greeting,0.584772,False,True,True
1311,73,15,Ari,tool alcove,recover focus,hungry,care favor,0.567756,False,False,True
1312,73,16,Fay,rain court,work,guarded,route warning,0.520846,False,False,True
1313,73,17,Milo,fiber loft,rest,steady,tool loan,0.487172,False,True,True
1314,74,0,Sera,river gate,seek tool,guarded,repair promise,0.569724,False,True,True
1315,74,1,Tovan,arrival court,private task,steady,missed greeting,0.581798,False,True,True
1316,74,2,Nia,tool alcove,private task,wet,care favor,0.615189,True,False,True
1317,74,3,Ari,rain court,recover focus,focused,route warning,0.57678,False,True,True
1318,74,4,Fay,fiber loft,work,relieved,tool loan,0.531884,False,False,True
1319,74,5,Milo,west hearth,rest,tired,water carry,0.521778,False,False,True
1320,74,6,Sera,river gate,negotiate debt,hungry,repair promise,0.555753,False,True,True
1321,74,7,Tovan,arrival court,care duty,guarded,missed greeting,0.602573,False,True,True
1322,74,8,Nia,tool alcove,care duty,steady,care favor,0.619192,False,True,True
1323,74,9,Ari,rain court,recover focus,wet,route warning,0.56033,False,True,True
1324,74,10,Fay,fiber loft,recover focus,focused,tool loan,0.542523,True,False,True
1325,74,11,Milo,west hearth,work,relieved,water carry,0.519725,False,True,True
1326,74,12,Sera,river gate,rest,tired,repair promise,0.542895,False,False,True
1327,74,13,Tovan,arrival court,negotiate debt,hungry,missed greeting,0.590732,False,False,True
1328,74,14,Nia,tool alcove,seek tool,guarded,care favor,0.619255,False,True,True
1329,74,15,Ari,rain court,private task,steady,route warning,0.602239,False,True,True
1330,74,16,Fay,fiber loft,private task,wet,tool loan,0.555329,False,True,True
1331,74,17,Milo,west hearth,work,focused,water carry,0.491654,False,True,True
1332,75,0,Sera,arrival court,rest,wet,missed greeting,0.604207,True,True,True
1333,75,1,Tovan,tool alcove,negotiate debt,focused,care favor,0.64628,False,False,True
1334,75,2,Nia,rain court,seek tool,relieved,route warning,0.649672,False,False,True
1335,75,3,Ari,fiber loft,care duty,tired,tool loan,0.611263,False,True,True
1336,75,4,Fay,west hearth,recover focus,hungry,water carry,0.566367,False,True,False
1337,75,5,Milo,river gate,recover focus,guarded,repair promise,0.556261,False,True,True
1338,75,6,Sera,arrival court,rest,steady,missed greeting,0.560236,False,True,True
1339,75,7,Tovan,tool alcove,rest,wet,care favor,0.637056,True,False,True
1340,75,8,Nia,rain court,negotiate debt,focused,route warning,0.653675,False,True,True
1341,75,9,Ari,fiber loft,seek tool,relieved,tool loan,0.624813,False,False,True
1342,75,10,Fay,west hearth,care duty,tired,water carry,0.577006,False,False,True
1343,75,11,Milo,river gate,private task,hungry,repair promise,0.554207,False,True,True
1344,75,12,Sera,arrival court,work,guarded,missed greeting,0.577378,False,True,False
1345,75,13,Tovan,tool alcove,work,steady,care favor,0.625215,False,True,True
1346,75,14,Nia,rain court,negotiate debt,wet,route warning,0.623737,False,True,True
1347,75,15,Ari,fiber loft,negotiate debt,focused,tool loan,0.636721,True,False,True
1348,75,16,Fay,west hearth,seek tool,relieved,water carry,0.589812,False,True,True
1349,75,17,Milo,river gate,care duty,tired,repair promise,0.556137,True,False,True
1350,76,0,Sera,tool alcove,recover focus,relieved,care favor,0.63869,False,True,True
1351,76,1,Tovan,rain court,rest,tired,route warning,0.680763,False,True,True
1352,76,2,Nia,fiber loft,rest,hungry,tool loan,0.684155,False,True,True
1353,76,3,Ari,west hearth,seek tool,guarded,water carry,0.615746,False,True,True
1354,76,4,Fay,river gate,seek tool,steady,repair promise,0.60085,True,False,True
1355,76,5,Milo,arrival court,care duty,wet,missed greeting,0.590743,False,True,True
1356,76,6,Sera,tool alcove,private task,focused,care favor,0.624719,False,False,True
1357,76,7,Tovan,rain court,recover focus,relieved,route warning,0.671539,False,False,True
1358,76,8,Nia,fiber loft,work,tired,tool loan,0.688158,False,True,True
1359,76,9,Ari,west hearth,negotiate debt,hungry,water carry,0.659296,False,True,True
1360,76,10,Fay,river gate,negotiate debt,guarded,repair promise,0.611489,False,True,True
1361,76,11,Milo,arrival court,care duty,steady,missed greeting,0.55869,False,True,True
1362,76,12,Sera,tool alcove,care duty,wet,care favor,0.611861,True,False,True
1363,76,13,Tovan,rain court,private task,focused,route warning,0.659698,False,True,True
1364,76,14,Nia,fiber loft,recover focus,relieved,tool loan,0.68822,False,False,True
1365,76,15,Ari,west hearth,work,tired,water carry,0.671204,False,False,True
1366,76,16,Fay,river gate,rest,hungry,repair promise,0.624294,False,True,True
1367,76,17,Milo,arrival court,seek tool,guarded,missed greeting,0.59062,False,True,True
1368,77,0,Sera,rain court,private task,hungry,route warning,0.643172,False,True,False
1369,77,1,Tovan,fiber loft,private task,guarded,tool loan,0.715246,True,False,True
1370,77,2,Nia,west hearth,recover focus,steady,water carry,0.718637,False,True,True
1371,77,3,Ari,river gate,work,wet,repair promise,0.680228,False,False,True
1372,77,4,Fay,arrival court,rest,focused,missed greeting,0.635332,False,False,True
1373,77,5,Milo,tool alcove,negotiate debt,relieved,care favor,0.625226,False,True,True
1374,77,6,Sera,rain court,care duty,tired,route warning,0.659202,False,True,True
1375,77,7,Tovan,fiber loft,care duty,hungry,tool loan,0.706022,False,True,True
1376,77,8,Nia,west hearth,recover focus,guarded,water carry,0.69264,False,True,False
1377,77,9,Ari,river gate,recover focus,steady,repair promise,0.693778,True,False,True
1378,77,10,Fay,arrival court,work,wet,missed greeting,0.645971,False,True,True
1379,77,11,Milo,tool alcove,rest,focused,care favor,0.623173,False,False,True
1380,77,12,Sera,rain court,negotiate debt,relieved,route warning,0.646344,False,False,True
1381,77,13,Tovan,fiber loft,seek tool,tired,tool loan,0.694181,False,True,True
1382,77,14,Nia,west hearth,private task,hungry,water carry,0.722703,False,True,True
1383,77,15,Ari,river gate,private task,guarded,repair promise,0.705687,False,True,True
1384,77,16,Fay,arrival court,work,steady,missed greeting,0.628777,False,True,False
1385,77,17,Milo,tool alcove,work,wet,care favor,0.625103,True,False,True
1386,78,0,Sera,fiber loft,negotiate debt,steady,tool loan,0.707655,True,False,True
1387,78,1,Tovan,west hearth,seek tool,wet,water carry,0.749729,False,False,True
1388,78,2,Nia,river gate,care duty,focused,repair promise,0.75312,False,True,True
1389,78,3,Ari,arrival court,recover focus,relieved,missed greeting,0.714711,False,True,True
1390,78,4,Fay,tool alcove,recover focus,tired,care favor,0.669815,False,True,True
1391,78,5,Milo,rain court,rest,hungry,route warning,0.629709,False,True,True
1392,78,6,Sera,fiber loft,rest,guarded,tool loan,0.693684,True,False,True
1393,78,7,Tovan,west hearth,negotiate debt,steady,water carry,0.740505,False,True,True
1394,78,8,Nia,river gate,seek tool,wet,repair promise,0.757123,False,False,True
1395,78,9,Ari,arrival court,care duty,focused,missed greeting,0.728261,False,False,True
1396,78,10,Fay,tool alcove,private task,relieved,care favor,0.680454,False,True,True
1397,78,11,Milo,rain court,work,tired,route warning,0.657656,False,True,True
1398,78,12,Sera,fiber loft,work,hungry,tool loan,0.680827,False,True,True
1399,78,13,Tovan,west hearth,negotiate debt,guarded,water carry,0.698664,False,True,True
1400,78,14,Nia,river gate,negotiate debt,steady,repair promise,0.757186,True,False,True
1401,78,15,Ari,arrival court,seek tool,wet,missed greeting,0.74017,False,True,True
1402,78,16,Fay,tool alcove,care duty,focused,care favor,0.69326,False,False,True
1403,78,17,Milo,rain court,private task,relieved,route warning,0.659585,True,False,True
1404,79,0,Sera,west hearth,rest,focused,water carry,0.742138,False,True,False
1405,79,1,Tovan,river gate,rest,relieved,repair promise,0.784211,False,True,True
1406,79,2,Nia,arrival court,seek tool,tired,missed greeting,0.757603,False,True,True
1407,79,3,Ari,tool alcove,seek tool,hungry,care favor,0.749194,True,False,True
1408,79,4,Fay,rain court,care duty,guarded,route warning,0.704298,False,True,True
1409,79,5,Milo,fiber loft,private task,steady,tool loan,0.694192,False,False,True
1410,79,6,Sera,west hearth,recover focus,wet,water carry,0.728167,False,False,True
1411,79,7,Tovan,river gate,work,focused,repair promise,0.774987,False,True,True
1412,79,8,Nia,arrival court,negotiate debt,relieved,missed greeting,0.791606,False,True,False
1413,79,9,Ari,tool alcove,negotiate debt,tired,care favor,0.762744,False,True,True
1414,79,10,Fay,rain court,care duty,hungry,route warning,0.684937,False,True,True
1415,79,11,Milo,fiber loft,care duty,guarded,tool loan,0.692138,True,False,True
1416,79,12,Sera,west hearth,private task,steady,water carry,0.715309,False,True,True
1417,79,13,Tovan,river gate,recover focus,wet,repair promise,0.763146,False,False,True
1418,79,14,Nia,arrival court,work,focused,missed greeting,0.791668,False,False,True
1419,79,15,Ari,tool alcove,rest,relieved,care favor,0.774652,False,True,True
1420,79,16,Fay,rain court,seek tool,tired,route warning,0.727743,False,True,False
1421,79,17,Milo,fiber loft,seek tool,hungry,tool loan,0.694068,False,True,True
1422,80,0,Sera,river gate,private task,tired,repair promise,0.776621,True,False,True
1423,80,1,Tovan,arrival court,recover focus,hungry,missed greeting,0.818694,False,True,True
1424,80,2,Nia,tool alcove,work,guarded,care favor,0.822086,False,False,True
1425,80,3,Ari,rain court,rest,steady,route warning,0.783677,False,False,True
1426,80,4,Fay,fiber loft,negotiate debt,wet,tool loan,0.738781,False,True,True
1427,80,5,Milo,west hearth,care duty,focused,water carry,0.728674,False,True,True
1428,80,6,Sera,river gate,care duty,relieved,repair promise,0.76265,False,True,True
1429,80,7,Tovan,arrival court,recover focus,tired,missed greeting,0.77947,False,True,True
1430,80,8,Nia,tool alcove,recover focus,hungry,care favor,0.826089,True,False,True
1431,80,9,Ari,rain court,work,guarded,route warning,0.797227,False,True,True
1432,80,10,Fay,fiber loft,rest,steady,tool loan,0.74942,False,False,True
1433,80,11,Milo,west hearth,negotiate debt,wet,water carry,0.726621,False,False,True
1434,80,12,Sera,river gate,seek tool,focused,repair promise,0.749792,False,True,True
1435,80,13,Tovan,arrival court,private task,relieved,missed greeting,0.797629,False,True,True
1436,80,14,Nia,tool alcove,private task,tired,care favor,0.826151,False,True,True
1437,80,15,Ari,rain court,work,hungry,route warning,0.779135,False,True,True
1438,80,16,Fay,fiber loft,work,guarded,tool loan,0.762226,True,False,True
1439,80,17,Milo,west hearth,rest,steady,water carry,0.728551,False,True,True
1440,81,0,Sera,arrival court,seek tool,guarded,missed greeting,0.811103,True,False,True
1441,81,1,Tovan,tool alcove,care duty,steady,care favor,0.853177,False,True,True
1442,81,2,Nia,rain court,recover focus,wet,route warning,0.856568,False,True,True
1443,81,3,Ari,fiber loft,recover focus,focused,tool loan,0.818159,False,True,True
1444,81,4,Fay,west hearth,rest,relieved,water carry,0.743263,False,True,False
1445,81,5,Milo,river gate,rest,tired,repair promise,0.763157,True,False,True
1446,81,6,Sera,arrival court,negotiate debt,hungry,missed greeting,0.797133,False,True,True
1447,81,7,Tovan,tool alcove,seek tool,guarded,care favor,0.843953,False,False,True
1448,81,8,Nia,rain court,care duty,steady,route warning,0.860571,False,False,True
1449,81,9,Ari,fiber loft,private task,wet,tool loan,0.831709,False,True,True
