tick,day,resident,absent_ticks,offscreen_activity,progress_before,progress_after,resource_delta,interaction_without_avatar,visible_after_return
1251,70,Ari,13,ambient household tick,0.447065,0.461065,0,True,True
1252,70,Fay,14,ambient household tick,0.399258,0.413258,1,True,True
1253,70,Milo,15,ambient household tick,0.37646,0.39046,0,True,True
1254,70,Sera,16,ambient household tick,0.399631,0.413631,0,True,True
1255,70,Tovan,17,ambient household tick,0.447468,0.461468,-1,True,True
1256,70,Nia,18,resident schedule advanced,0.47599,0.50199,0,True,True
1257,70,Ari,19,ambient household tick,0.458974,0.472974,1,True,True
1258,70,Fay,20,ambient household tick,0.412064,0.426064,0,True,True
1259,70,Milo,21,ambient household tick,0.37839,0.39239,0,True,True
1260,71,Sera,22,ambient household tick,0.442095,0.456095,1,True,True
1261,71,Tovan,23,ambient household tick,0.484169,0.498169,0,True,True
1262,71,Nia,24,ambient household tick,0.48756,0.50156,-1,True,True
1263,71,Ari,25,resident schedule advanced,0.449151,0.475151,0,True,True
1264,71,Fay,26,ambient household tick,0.404255,0.418255,0,True,True
1265,71,Milo,4,ambient household tick,0.394149,0.408149,1,True,True
1266,71,Sera,5,ambient household tick,0.428125,0.442125,0,True,True
1267,71,Tovan,6,ambient household tick,0.474945,0.488945,0,True,True
1268,71,Nia,7,ambient household tick,0.491563,0.505563,0,True,True
1269,71,Ari,8,ambient household tick,0.462701,0.476701,0,True,True
1270,71,Fay,9,ambient household tick,0.414894,0.428894,1,True,True
1271,71,Milo,10,resident schedule advanced,0.392096,0.418096,0,True,True
1272,71,Sera,11,ambient household tick,0.415267,0.429267,0,True,True
1273,71,Tovan,12,ambient household tick,0.463104,0.477104,0,True,True
1274,71,Nia,13,ambient household tick,0.491626,0.505626,0,True,True
1275,71,Ari,14,ambient household tick,0.47461,0.48861,1,True,True
1276,71,Fay,15,ambient household tick,0.4277,0.4417,0,True,True
1277,71,Milo,16,ambient household tick,0.394026,0.408026,0,True,True
1278,72,Sera,17,resident schedule advanced,0.463414,0.489414,1,True,True
1279,72,Tovan,18,ambient household tick,0.505487,0.519487,0,True,True
1280,72,Nia,19,ambient household tick,0.508878,0.522878,0,True,True
1281,72,Ari,20,ambient household tick,0.47047,0.48447,0,True,True
1282,72,Fay,21,ambient household tick,0.425573,0.439573,0,True,True
1283,72,Milo,22,ambient household tick,0.415467,0.429467,1,True,True
1284,72,Sera,23,ambient household tick,0.449443,0.463443,0,True,True
1285,72,Tovan,24,ambient household tick,0.496263,0.510263,-1,True,True
1286,72,Nia,25,resident schedule advanced,0.512882,0.538882,0,True,True
1287,72,Ari,26,ambient household tick,0.48402,0.49802,0,True,True
1288,72,Fay,4,ambient household tick,0.436213,0.450213,1,True,True
1289,72,Milo,5,ambient household tick,0.413414,0.427414,0,True,True
1290,72,Sera,6,ambient household tick,0.436585,0.450585,0,True,True
1291,72,Tovan,7,ambient household tick,0.484422,0.498422,0,True,True
1292,72,Nia,8,ambient household tick,0.512944,0.526944,0,True,True
1293,72,Ari,9,ambient household tick,0.495928,0.509928,1,True,True
1294,72,Fay,10,resident schedule advanced,0.449018,0.475018,0,True,True
1295,72,Milo,11,resident schedule advanced,0.415344,0.441344,0,True,True
1296,73,Sera,12,ambient household tick,0.502518,0.516518,1,True,True
1297,73,Tovan,13,ambient household tick,0.544591,0.558591,0,True,True
1298,73,Nia,14,ambient household tick,0.547982,0.561982,0,True,True
1299,73,Ari,15,ambient household tick,0.509574,0.523574,0,True,True
1300,73,Fay,16,ambient household tick,0.464677,0.478677,-1,True,True
1301,73,Milo,17,resident schedule advanced,0.454571,0.480571,1,True,True
1302,73,Sera,18,ambient household tick,0.488547,0.502547,0,True,True
1303,73,Tovan,19,ambient household tick,0.535367,0.549367,0,True,True
1304,73,Nia,20,ambient household tick,0.551985,0.565985,0,True,True
1305,73,Ari,21,ambient household tick,0.523123,0.537123,0,True,True
1306,73,Fay,22,ambient household tick,0.475316,0.489316,1,True,True
1307,73,Milo,23,ambient household tick,0.452518,0.466518,0,True,True
1308,73,Sera,24,ambient household tick,0.475689,0.489689,-1,True,True
1309,73,Tovan,25,resident schedule advanced,0.523526,0.549526,0,True,True
1310,73,Nia,26,ambient household tick,0.552048,0.566048,0,True,True
1311,73,Ari,4,ambient household tick,0.535032,0.549032,1,True,True
1312,73,Fay,5,ambient household tick,0.488122,0.502122,0,True,True
1313,73,Milo,6,ambient household tick,0.454448,0.468448,0,True,True
1314,74,Sera,7,ambient household tick,0.555158,0.569158,1,True,True
1315,74,Tovan,8,ambient household tick,0.597232,0.611232,-1,True,True
1316,74,Nia,9,resident schedule advanced,0.600623,0.626623,0,True,True
1317,74,Ari,10,ambient household tick,0.562214,0.576214,0,True,True
1318,74,Fay,11,ambient household tick,0.517318,0.531318,0,True,True
1319,74,Milo,12,ambient household tick,0.507212,0.521212,1,True,True
1320,74,Sera,13,ambient household tick,0.541188,0.555188,0,True,True
1321,74,Tovan,14,ambient household tick,0.588008,0.602008,0,True,True
1322,74,Nia,15,ambient household tick,0.604626,0.618626,0,True,True
1323,74,Ari,16,ambient household tick,0.575764,0.589764,-1,True,True
1324,74,Fay,17,resident schedule advanced,0.527957,0.553957,1,True,True
1325,74,Milo,18,ambient household tick,0.505159,0.519159,0,True,True
1326,74,Sera,19,ambient household tick,0.52833,0.54233,0,True,True
1327,74,Tovan,20,ambient household tick,0.576167,0.590167,0,True,True
1328,74,Nia,21,ambient household tick,0.604689,0.618689,0,True,True
1329,74,Ari,22,ambient household tick,0.587673,0.601673,1,True,True
1330,74,Fay,23,ambient household tick,0.540763,0.554763,0,True,True
1331,74,Milo,24,ambient household tick,0.507089,0.521089,-1,True,True
1332,75,Sera,25,resident schedule advanced,0.604642,0.630642,1,True,True
1333,75,Tovan,26,ambient household tick,0.646715,0.660715,0,True,True
1334,75,Nia,4,ambient household tick,0.650107,0.664107,0,True,True
1335,75,Ari,5,ambient household tick,0.611698,0.625698,0,True,True
1336,75,Fay,6,ambient household tick,0.566802,0.580802,0,True,True
1337,75,Milo,7,ambient household tick,0.556696,0.570696,1,True,True
1338,75,Sera,8,ambient household tick,0.590671,0.604671,-1,True,True
1339,75,Tovan,9,resident schedule advanced,0.637491,0.663491,0,True,True
1340,75,Nia,10,ambient household tick,0.65411,0.66811,0,True,True
1341,75,Ari,11,ambient household tick,0.625248,0.639248,0,True,True
1342,75,Fay,12,ambient household tick,0.577441,0.591441,1,True,True
1343,75,Milo,13,ambient household tick,0.554642,0.568642,0,True,True
1344,75,Sera,14,ambient household tick,0.577813,0.591813,0,True,True
1345,75,Tovan,15,ambient household tick,0.62565,0.63965,0,True,True
1346,75,Nia,16,ambient household tick,0.654172,0.668172,-1,True,True
1347,75,Ari,17,resident schedule advanced,0.637156,0.663156,1,True,True
1348,75,Fay,18,ambient household tick,0.590247,0.604247,0,True,True
1349,75,Milo,19,resident schedule advanced,0.556572,0.582572,0,True,True
1350,76,Sera,20,ambient household tick,0.637176,0.651176,1,True,True
1351,76,Tovan,21,ambient household tick,0.67925,0.69325,0,True,True
1352,76,Nia,22,ambient household tick,0.682641,0.696641,0,True,True
1353,76,Ari,23,ambient household tick,0.644232,0.658232,-1,True,True
1354,76,Fay,24,resident schedule advanced,0.599336,0.625336,0,True,True
1355,76,Milo,25,ambient household tick,0.58923,0.60323,1,True,True
1356,76,Sera,26,ambient household tick,0.623206,0.637206,0,True,True
1357,76,Tovan,4,ambient household tick,0.670026,0.684026,0,True,True
1358,76,Nia,5,ambient household tick,0.686644,0.700644,0,True,True
1359,76,Ari,6,ambient household tick,0.657782,0.671782,0,True,True
1360,76,Fay,7,ambient household tick,0.609975,0.623975,1,True,True
1361,76,Milo,8,ambient household tick,0.587177,0.601177,-1,True,True
1362,76,Sera,9,resident schedule advanced,0.610348,0.636348,0,True,True
1363,76,Tovan,10,ambient household tick,0.658185,0.672185,0,True,True
1364,76,Nia,11,ambient household tick,0.686707,0.700707,0,True,True
1365,76,Ari,12,ambient household tick,0.669691,0.683691,1,True,True
1366,76,Fay,13,ambient household tick,0.622781,0.636781,0,True,True
1367,76,Milo,14,ambient household tick,0.589106,0.603106,0,True,True
1368,77,Sera,15,ambient household tick,0.654553,0.668553,1,True,True
1369,77,Tovan,16,resident schedule advanced,0.696626,0.722626,0,True,True
1370,77,Nia,17,ambient household tick,0.700018,0.714018,0,True,True
1371,77,Ari,18,ambient household tick,0.661609,0.675609,0,True,True
1372,77,Fay,19,ambient household tick,0.616713,0.630713,0,True,True
1373,77,Milo,20,ambient household tick,0.606607,0.620607,1,True,True
1374,77,Sera,21,ambient household tick,0.640582,0.654582,0,True,True
1375,77,Tovan,22,ambient household tick,0.687402,0.701402,0,True,True
1376,77,Nia,23,ambient household tick,0.704021,0.718021,-1,True,True
1377,77,Ari,24,resident schedule advanced,0.675159,0.701159,0,True,True
1378,77,Fay,25,ambient household tick,0.627352,0.641352,1,True,True
1379,77,Milo,26,ambient household tick,0.604553,0.618553,0,True,True
1380,77,Sera,4,ambient household tick,0.627724,0.641724,0,True,True
1381,77,Tovan,5,ambient household tick,0.675561,0.689561,0,True,True
1382,77,Nia,6,ambient household tick,0.704083,0.718083,0,True,True
1383,77,Ari,7,ambient household tick,0.687067,0.701067,1,True,True
1384,77,Fay,8,ambient household tick,0.640158,0.654158,-1,True,True
1385,77,Milo,9,resident schedule advanced,0.606483,0.632483,0,True,True
1386,78,Sera,10,resident schedule advanced,0.672499,0.698499,1,True,True
1387,78,Tovan,11,ambient household tick,0.714573,0.728573,0,True,True
1388,78,Nia,12,ambient household tick,0.717964,0.731964,0,True,True
1389,78,Ari,13,ambient household tick,0.679555,0.693555,0,True,True
1390,78,Fay,14,ambient household tick,0.634659,0.648659,0,True,True
1391,78,Milo,15,ambient household tick,0.624553,0.638553,1,True,True
1392,78,Sera,16,resident schedule advanced,0.658528,0.684528,0,True,True
1393,78,Tovan,17,ambient household tick,0.705348,0.719348,0,True,True
1394,78,Nia,18,ambient household tick,0.721967,0.735967,0,True,True
1395,78,Ari,19,ambient household tick,0.693105,0.707105,0,True,True
1396,78,Fay,20,ambient household tick,0.645298,0.659298,1,True,True
1397,78,Milo,21,ambient household tick,0.6225,0.6365,0,True,True
1398,78,Sera,22,ambient household tick,0.64567,0.65967,0,True,True
1399,78,Tovan,23,ambient household tick,0.693507,0.707507,-1,True,True
1400,78,Nia,24,resident schedule advanced,0.722029,0.748029,0,True,True
1401,78,Ari,25,ambient household tick,0.705014,0.719014,1,True,True
1402,78,Fay,26,ambient household tick,0.658104,0.672104,0,True,True
1403,78,Milo,4,resident schedule advanced,0.624429,0.650429,0,True,True
1404,79,Sera,5,ambient household tick,0.706219,0.720219,1,True,True
1405,79,Tovan,6,ambient household tick,0.748292,0.762292,0,True,True
1406,79,Nia,7,ambient household tick,0.751683,0.765683,-1,True,True
1407,79,Ari,8,resident schedule advanced,0.713275,0.739275,0,True,True
1408,79,Fay,9,ambient household tick,0.668378,0.682378,0,True,True
1409,79,Milo,10,ambient household tick,0.658272,0.672272,1,True,True
1410,79,Sera,11,ambient household tick,0.692248,0.706248,0,True,True
1411,79,Tovan,12,ambient household tick,0.739068,0.753068,0,True,True
1412,79,Nia,13,ambient household tick,0.755686,0.769686,0,True,True
1413,79,Ari,14,ambient household tick,0.726824,0.740824,0,True,True
1414,79,Fay,15,ambient household tick,0.679017,0.693017,1,True,True
1415,79,Milo,16,resident schedule advanced,0.656219,0.682219,0,True,True
1416,79,Sera,17,ambient household tick,0.67939,0.69339,0,True,True
1417,79,Tovan,18,ambient household tick,0.727227,0.741227,0,True,True
1418,79,Nia,19,ambient household tick,0.755749,0.769749,0,True,True
1419,79,Ari,20,ambient household tick,0.738733,0.752733,1,True,True
1420,79,Fay,21,ambient household tick,0.691823,0.705823,0,True,True
1421,79,Milo,22,ambient household tick,0.658149,0.672149,0,True,True
1422,80,Sera,23,resident schedule advanced,0.756413,0.782413,1,True,True
1423,80,Tovan,24,ambient household tick,0.798486,0.812486,0,True,True
1424,80,Nia,25,ambient household tick,0.801878,0.815878,0,True,True
1425,80,Ari,26,ambient household tick,0.763469,0.777469,0,True,True
1426,80,Fay,4,ambient household tick,0.718573,0.732573,0,True,True
1427,80,Milo,5,ambient household tick,0.708467,0.722467,1,True,True
1428,80,Sera,6,ambient household tick,0.742442,0.756442,0,True,True
1429,80,Tovan,7,ambient household tick,0.789262,0.803262,-1,True,True
1430,80,Nia,8,resident schedule advanced,0.805881,0.831881,0,True,True
1431,80,Ari,9,ambient household tick,0.777019,0.791019,0,True,True
1432,80,Fay,10,ambient household tick,0.729212,0.743212,1,True,True
1433,80,Milo,11,ambient household tick,0.706413,0.720413,0,True,True
1434,80,Sera,12,ambient household tick,0.729584,0.743584,0,True,True
1435,80,Tovan,13,ambient household tick,0.777421,0.791421,0,True,True
1436,80,Nia,14,ambient household tick,0.805943,0.819943,0,True,True
1437,80,Ari,15,ambient household tick,0.788927,0.802927,1,True,True
1438,80,Fay,16,resident schedule advanced,0.742018,0.768018,0,True,True
1439,80,Milo,17,ambient household tick,0.708343,0.722343,0,True,True
1440,81,Sera,18,resident schedule advanced,0.808637,0.834637,1,True,True
1441,81,Tovan,19,ambient household tick,0.850711,0.864711,0,True,True
1442,81,Nia,20,ambient household tick,0.854102,0.868102,0,True,True
1443,81,Ari,21,ambient household tick,0.815693,0.829693,0,True,True
1444,81,Fay,22,ambient household tick,0.770797,0.784797,-1,True,True
1445,81,Milo,23,resident schedule advanced,0.760691,0.786691,1,True,True
1446,81,Sera,24,ambient household tick,0.794666,0.808666,0,True,True
1447,81,Tovan,25,ambient household tick,0.841486,0.855486,0,True,True
1448,81,Nia,26,ambient household tick,0.858105,0.872105,0,True,True
1449,81,Ari,4,ambient household tick,0.829243,0.843243,0,True,True
1450,81,Fay,5,ambient household tick,0.781436,0.795436,1,True,True
1451,81,Milo,6,ambient household tick,0.758638,0.772638,0,True,True
1452,81,Sera,7,ambient household tick,0.781809,0.795809,-1,True,True
1453,81,Tovan,8,resident schedule advanced,0.829646,0.855646,0,True,True
1454,81,Nia,9,ambient household tick,0.858168,0.872168,0,True,True
1455,81,Ari,10,ambient household tick,0.841152,0.855152,1,True,True
1456,81,Fay,11,ambient household tick,0.794242,0.808242,0,True,True
1457,81,Milo,12,resident schedule advanced,0.760567,0.786567,0,True,True
1458,82,Sera,13,ambient household tick,0.84658,0.86058,1,True,True
1459,82,Tovan,14,ambient household tick,0.888653,0.902653,-1,True,True
1460,82,Nia,15,resident schedule advanced,0.892045,0.918045,0,True,True
1461,82,Ari,16,ambient household tick,0.853636,0.867636,0,True,True
1462,82,Fay,17,ambient household tick,0.80874,0.82274,0,True,True
1463,82,Milo,18,ambient household tick,0.798634,0.812634,1,True,True
1464,82,Sera,19,ambient household tick,0.832609,0.846609,0,True,True
1465,82,Tovan,20,ambient household tick,0.879429,0.893429,0,True,True
1466,82,Nia,21,ambient household tick,0.896048,0.910048,0,True,True
1467,82,Ari,22,ambient household tick,0.867186,0.881186,-1,True,True
1468,82,Fay,23,resident schedule advanced,0.819379,0.845379,1,True,True
1469,82,Milo,24,ambient household tick,0.79658,0.81058,0,True,True
1470,82,Sera,25,ambient household tick,0.819751,0.833751,0,True,True
1471,82,Tovan,26,ambient household tick,0.867588,0.881588,0,True,True
1472,82,Nia,4,ambient household tick,0.89611,0.91011,0,True,True
1473,82,Ari,5,ambient household tick,0.879094,0.893094,1,True,True
1474,82,Fay,6,ambient household tick,0.832185,0.846185,0,True,True
1475,82,Milo,7,ambient household tick,0.79851,0.81251,-1,True,True
1476,83,Sera,8,ambient household tick,0.86706,0.88106,1,True,True
1477,83,Tovan,9,ambient household tick,0.909133,0.923133,0,True,True
1478,83,Nia,10,ambient household tick,0.912525,0.926525,0,True,True
1479,83,Ari,11,ambient household tick,0.874116,0.888116,0,True,True
1480,83,Fay,12,ambient household tick,0.82922,0.84322,0,True,True
1481,83,Milo,13,ambient household tick,0.819114,0.833114,1,True,True
1482,83,Sera,14,ambient household tick,0.853089,0.867089,-1,True,True
1483,83,Tovan,15,resident schedule advanced,0.899909,0.925909,0,True,True
1484,83,Nia,16,ambient household tick,0.916528,0.930528,0,True,True
1485,83,Ari,17,ambient household tick,0.887666,0.901666,0,True,True
1486,83,Fay,18,ambient household tick,0.839859,0.853859,1,True,True
1487,83,Milo,19,ambient household tick,0.81706,0.83106,0,True,True
1488,83,Sera,20,ambient household tick,0.840231,0.854231,0,True,True
1489,83,Tovan,21,ambient household tick,0.888068,0.902068,0,True,True
1490,83,Nia,22,ambient household tick,0.91659,0.93059,-1,True,True
