tick,day,resident,schedule_key,memory_key,debt_key,consequence_key,snapshot_key,index_lookup,resident_filterable,crosslinks_complete
1571,88,Tovan,schedule:tovan:d088:s05,tovan:care_favor:audit:d088:s05,debt:care_favor:tovan,cause:borrow_tool:resident:Tovan:tick:01571,ssrm:v59:audit:snapshot:d088:t01571,resident=Tovan|tick=1571|memory=tovan:care_favor:audit:d088:s05|debt=debt:care_favor:tovan,True,True
1572,88,Nia,schedule:nia:d088:s06,nia:tool_loan:audit:d088:s06,debt:tool_loan:nia,cause:return_tool:resident:Nia:tick:01572,ssrm:v59:audit:snapshot:d088:t01572,resident=Nia|tick=1572|memory=nia:tool_loan:audit:d088:s06|debt=debt:tool_loan:nia,True,True
1573,88,Ari,schedule:ari:d088:s07,ari:repair_promise:audit:d088:s07,debt:repair_promise:ari,cause:interrupt_work:resident:Ari:tick:01573,ssrm:v59:audit:snapshot:d088:t01573,resident=Ari|tick=1573|memory=ari:repair_promise:audit:d088:s07|debt=debt:repair_promise:ari,True,True
1574,88,Fay,schedule:fay:d088:s08,fay:care_favor:audit:d088:s08,debt:care_favor:fay,cause:wait_offscreen:resident:Fay:tick:01574,ssrm:v59:audit:snapshot:d088:t01574,resident=Fay|tick=1574|memory=fay:care_favor:audit:d088:s08|debt=debt:care_favor:fay,True,True
1575,88,Milo,schedule:milo:d088:s09,milo:tool_loan:audit:d088:s09,debt:tool_loan:milo,cause:repair_trust:resident:Milo:tick:01575,ssrm:v59:audit:snapshot:d088:t01575,resident=Milo|tick=1575|memory=milo:tool_loan:audit:d088:s09|debt=debt:tool_loan:milo,True,True
1576,88,Sera,schedule:sera:d088:s10,sera:repair_promise:audit:d088:s10,debt:repair_promise:sera,cause:move:resident:Sera:tick:01576,ssrm:v59:audit:snapshot:d088:t01576,resident=Sera|tick=1576|memory=sera:repair_promise:audit:d088:s10|debt=debt:repair_promise:sera,True,True
1577,88,Tovan,schedule:tovan:d088:s11,tovan:care_favor:audit:d088:s11,debt:care_favor:tovan,cause:talk:resident:Tovan:tick:01577,ssrm:v59:audit:snapshot:d088:t01577,resident=Tovan|tick=1577|memory=tovan:care_favor:audit:d088:s11|debt=debt:care_favor:tovan,True,True
1578,88,Nia,schedule:nia:d088:s12,nia:tool_loan:audit:d088:s12,debt:tool_loan:nia,cause:offer_help:resident:Nia:tick:01578,ssrm:v59:audit:snapshot:d088:t01578,resident=Nia|tick=1578|memory=nia:tool_loan:audit:d088:s12|debt=debt:tool_loan:nia,True,True
1579,88,Ari,schedule:ari:d088:s13,ari:repair_promise:audit:d088:s13,debt:repair_promise:ari,cause:borrow_tool:resident:Ari:tick:01579,ssrm:v59:audit:snapshot:d088:t01579,resident=Ari|tick=1579|memory=ari:repair_promise:audit:d088:s13|debt=debt:repair_promise:ari,True,True
1580,88,Fay,schedule:fay:d088:s14,fay:care_favor:audit:d088:s14,debt:care_favor:fay,cause:return_tool:resident:Fay:tick:01580,ssrm:v59:audit:snapshot:d088:t01580,resident=Fay|tick=1580|memory=fay:care_favor:audit:d088:s14|debt=debt:care_favor:fay,True,True
1581,88,Milo,schedule:milo:d088:s15,milo:tool_loan:audit:d088:s15,debt:tool_loan:milo,cause:interrupt_work:resident:Milo:tick:01581,ssrm:v59:audit:snapshot:d088:t01581,resident=Milo|tick=1581|memory=milo:tool_loan:audit:d088:s15|debt=debt:tool_loan:milo,True,True
1582,88,Sera,schedule:sera:d088:s16,sera:repair_promise:audit:d088:s16,debt:repair_promise:sera,cause:wait_offscreen:resident:Sera:tick:01582,ssrm:v59:audit:snapshot:d088:t01582,resident=Sera|tick=1582|memory=sera:repair_promise:audit:d088:s16|debt=debt:repair_promise:sera,True,True
1583,88,Tovan,schedule:tovan:d088:s17,tovan:care_favor:audit:d088:s17,debt:care_favor:tovan,cause:repair_trust:resident:Tovan:tick:01583,ssrm:v59:audit:snapshot:d088:t01583,resident=Tovan|tick=1583|memory=tovan:care_favor:audit:d088:s17|debt=debt:care_favor:tovan,True,True
1584,89,Nia,schedule:nia:d089:s00,nia:tool_loan:audit:d089:s00,debt:tool_loan:nia,cause:talk:resident:Nia:tick:01584,ssrm:v59:audit:snapshot:d089:t01584,resident=Nia|tick=1584|memory=nia:tool_loan:audit:d089:s00|debt=debt:tool_loan:nia,True,True
1585,89,Ari,schedule:ari:d089:s01,ari:repair_promise:audit:d089:s01,debt:repair_promise:ari,cause:offer_help:resident:Ari:tick:01585,ssrm:v59:audit:snapshot:d089:t01585,resident=Ari|tick=1585|memory=ari:repair_promise:audit:d089:s01|debt=debt:repair_promise:ari,True,True
1586,89,Fay,schedule:fay:d089:s02,fay:care_favor:audit:d089:s02,debt:care_favor:fay,cause:borrow_tool:resident:Fay:tick:01586,ssrm:v59:audit:snapshot:d089:t01586,resident=Fay|tick=1586|memory=fay:care_favor:audit:d089:s02|debt=debt:care_favor:fay,True,True
1587,89,Milo,schedule:milo:d089:s03,milo:tool_loan:audit:d089:s03,debt:tool_loan:milo,cause:return_tool:resident:Milo:tick:01587,ssrm:v59:audit:snapshot:d089:t01587,resident=Milo|tick=1587|memory=milo:tool_loan:audit:d089:s03|debt=debt:tool_loan:milo,True,True
1588,89,Sera,schedule:sera:d089:s04,sera:repair_promise:audit:d089:s04,debt:repair_promise:sera,cause:interrupt_work:resident:Sera:tick:01588,ssrm:v59:audit:snapshot:d089:t01588,resident=Sera|tick=1588|memory=sera:repair_promise:audit:d089:s04|debt=debt:repair_promise:sera,True,True
1589,89,Tovan,schedule:tovan:d089:s05,tovan:care_favor:audit:d089:s05,debt:care_favor:tovan,cause:wait_offscreen:resident:Tovan:tick:01589,ssrm:v59:audit:snapshot:d089:t01589,resident=Tovan|tick=1589|memory=tovan:care_favor:audit:d089:s05|debt=debt:care_favor:tovan,True,True
1590,89,Nia,schedule:nia:d089:s06,nia:tool_loan:audit:d089:s06,debt:tool_loan:nia,cause:repair_trust:resident:Nia:tick:01590,ssrm:v59:audit:snapshot:d089:t01590,resident=Nia|tick=1590|memory=nia:tool_loan:audit:d089:s06|debt=debt:tool_loan:nia,True,True
1591,89,Ari,schedule:ari:d089:s07,ari:repair_promise:audit:d089:s07,debt:repair_promise:ari,cause:move:resident:Ari:tick:01591,ssrm:v59:audit:snapshot:d089:t01591,resident=Ari|tick=1591|memory=ari:repair_promise:audit:d089:s07|debt=debt:repair_promise:ari,True,True
1592,89,Fay,schedule:fay:d089:s08,fay:care_favor:audit:d089:s08,debt:care_favor:fay,cause:talk:resident:Fay:tick:01592,ssrm:v59:audit:snapshot:d089:t01592,resident=Fay|tick=1592|memory=fay:care_favor:audit:d089:s08|debt=debt:care_favor:fay,True,True
1593,89,Milo,schedule:milo:d089:s09,milo:tool_loan:audit:d089:s09,debt:tool_loan:milo,cause:offer_help:resident:Milo:tick:01593,ssrm:v59:audit:snapshot:d089:t01593,resident=Milo|tick=1593|memory=milo:tool_loan:audit:d089:s09|debt=debt:tool_loan:milo,True,True
1594,89,Sera,schedule:sera:d089:s10,sera:repair_promise:audit:d089:s10,debt:repair_promise:sera,cause:borrow_tool:resident:Sera:tick:01594,ssrm:v59:audit:snapshot:d089:t01594,resident=Sera|tick=1594|memory=sera:repair_promise:audit:d089:s10|debt=debt:repair_promise:sera,True,True
1595,89,Tovan,schedule:tovan:d089:s11,tovan:care_favor:audit:d089:s11,debt:care_favor:tovan,cause:return_tool:resident:Tovan:tick:01595,ssrm:v59:audit:snapshot:d089:t01595,resident=Tovan|tick=1595|memory=tovan:care_favor:audit:d089:s11|debt=debt:care_favor:tovan,True,True
1596,89,Nia,schedule:nia:d089:s12,nia:tool_loan:audit:d089:s12,debt:tool_loan:nia,cause:interrupt_work:resident:Nia:tick:01596,ssrm:v59:audit:snapshot:d089:t01596,resident=Nia|tick=1596|memory=nia:tool_loan:audit:d089:s12|debt=debt:tool_loan:nia,True,True
1597,89,Ari,schedule:ari:d089:s13,ari:repair_promise:audit:d089:s13,debt:repair_promise:ari,cause:wait_offscreen:resident:Ari:tick:01597,ssrm:v59:audit:snapshot:d089:t01597,resident=Ari|tick=1597|memory=ari:repair_promise:audit:d089:s13|debt=debt:repair_promise:ari,True,True
1598,89,Fay,schedule:fay:d089:s14,fay:care_favor:audit:d089:s14,debt:care_favor:fay,cause:repair_trust:resident:Fay:tick:01598,ssrm:v59:audit:snapshot:d089:t01598,resident=Fay|tick=1598|memory=fay:care_favor:audit:d089:s14|debt=debt:care_favor:fay,True,True
1599,89,Milo,schedule:milo:d089:s15,milo:tool_loan:audit:d089:s15,debt:tool_loan:milo,cause:move:resident:Milo:tick:01599,ssrm:v59:audit:snapshot:d089:t01599,resident=Milo|tick=1599|memory=milo:tool_loan:audit:d089:s15|debt=debt:tool_loan:milo,True,True
1600,89,Sera,schedule:sera:d089:s16,sera:repair_promise:audit:d089:s16,debt:repair_promise:sera,cause:talk:resident:Sera:tick:01600,ssrm:v59:audit:snapshot:d089:t01600,resident=Sera|tick=1600|memory=sera:repair_promise:audit:d089:s16|debt=debt:repair_promise:sera,True,True
1601,89,Tovan,schedule:tovan:d089:s17,tovan:care_favor:audit:d089:s17,debt:care_favor:tovan,cause:offer_help:resident:Tovan:tick:01601,ssrm:v59:audit:snapshot:d089:t01601,resident=Tovan|tick=1601|memory=tovan:care_favor:audit:d089:s17|debt=debt:care_favor:tovan,True,True
1602,90,Nia,schedule:nia:d090:s00,nia:tool_loan:audit:d090:s00,debt:tool_loan:nia,cause:return_tool:resident:Nia:tick:01602,ssrm:v59:audit:snapshot:d090:t01602,resident=Nia|tick=1602|memory=nia:tool_loan:audit:d090:s00|debt=debt:tool_loan:nia,True,True
1603,90,Ari,schedule:ari:d090:s01,ari:repair_promise:audit:d090:s01,debt:repair_promise:ari,cause:interrupt_work:resident:Ari:tick:01603,ssrm:v59:audit:snapshot:d090:t01603,resident=Ari|tick=1603|memory=ari:repair_promise:audit:d090:s01|debt=debt:repair_promise:ari,True,True
1604,90,Fay,schedule:fay:d090:s02,fay:care_favor:audit:d090:s02,debt:care_favor:fay,cause:wait_offscreen:resident:Fay:tick:01604,ssrm:v59:audit:snapshot:d090:t01604,resident=Fay|tick=1604|memory=fay:care_favor:audit:d090:s02|debt=debt:care_favor:fay,True,True
1605,90,Milo,schedule:milo:d090:s03,milo:tool_loan:audit:d090:s03,debt:tool_loan:milo,cause:repair_trust:resident:Milo:tick:01605,ssrm:v59:audit:snapshot:d090:t01605,resident=Milo|tick=1605|memory=milo:tool_loan:audit:d090:s03|debt=debt:tool_loan:milo,True,True
1606,90,Sera,schedule:sera:d090:s04,sera:repair_promise:audit:d090:s04,debt:repair_promise:sera,cause:move:resident:Sera:tick:01606,ssrm:v59:audit:snapshot:d090:t01606,resident=Sera|tick=1606|memory=sera:repair_promise:audit:d090:s04|debt=debt:repair_promise:sera,True,True
1607,90,Tovan,schedule:tovan:d090:s05,tovan:care_favor:audit:d090:s05,debt:care_favor:tovan,cause:talk:resident:Tovan:tick:01607,ssrm:v59:audit:snapshot:d090:t01607,resident=Tovan|tick=1607|memory=tovan:care_favor:audit:d090:s05|debt=debt:care_favor:tovan,True,True
1608,90,Nia,schedule:nia:d090:s06,nia:tool_loan:audit:d090:s06,debt:tool_loan:nia,cause:offer_help:resident:Nia:tick:01608,ssrm:v59:audit:snapshot:d090:t01608,resident=Nia|tick=1608|memory=nia:tool_loan:audit:d090:s06|debt=debt:tool_loan:nia,True,True
1609,90,Ari,schedule:ari:d090:s07,ari:repair_promise:audit:d090:s07,debt:repair_promise:ari,cause:borrow_tool:resident:Ari:tick:01609,ssrm:v59:audit:snapshot:d090:t01609,resident=Ari|tick=1609|memory=ari:repair_promise:audit:d090:s07|debt=debt:repair_promise:ari,True,True
1610,90,Fay,schedule:fay:d090:s08,fay:care_favor:audit:d090:s08,debt:care_favor:fay,cause:return_tool:resident:Fay:tick:01610,ssrm:v59:audit:snapshot:d090:t01610,resident=Fay|tick=1610|memory=fay:care_favor:audit:d090:s08|debt=debt:care_favor:fay,True,True
1611,90,Milo,schedule:milo:d090:s09,milo:tool_loan:audit:d090:s09,debt:tool_loan:milo,cause:interrupt_work:resident:Milo:tick:01611,ssrm:v59:audit:snapshot:d090:t01611,resident=Milo|tick=1611|memory=milo:tool_loan:audit:d090:s09|debt=debt:tool_loan:milo,True,True
1612,90,Sera,schedule:sera:d090:s10,sera:repair_promise:audit:d090:s10,debt:repair_promise:sera,cause:wait_offscreen:resident:Sera:tick:01612,ssrm:v59:audit:snapshot:d090:t01612,resident=Sera|tick=1612|memory=sera:repair_promise:audit:d090:s10|debt=debt:repair_promise:sera,True,True
1613,90,Tovan,schedule:tovan:d090:s11,tovan:care_favor:audit:d090:s11,debt:care_favor:tovan,cause:repair_trust:resident:Tovan:tick:01613,ssrm:v59:audit:snapshot:d090:t01613,resident=Tovan|tick=1613|memory=tovan:care_favor:audit:d090:s11|debt=debt:care_favor:tovan,True,True
1614,90,Nia,schedule:nia:d090:s12,nia:tool_loan:audit:d090:s12,debt:tool_loan:nia,cause:move:resident:Nia:tick:01614,ssrm:v59:audit:snapshot:d090:t01614,resident=Nia|tick=1614|memory=nia:tool_loan:audit:d090:s12|debt=debt:tool_loan:nia,True,True
1615,90,Ari,schedule:ari:d090:s13,ari:repair_promise:audit:d090:s13,debt:repair_promise:ari,cause:talk:resident:Ari:tick:01615,ssrm:v59:audit:snapshot:d090:t01615,resident=Ari|tick=1615|memory=ari:repair_promise:audit:d090:s13|debt=debt:repair_promise:ari,True,True
1616,90,Fay,schedule:fay:d090:s14,fay:care_favor:audit:d090:s14,debt:care_favor:fay,cause:offer_help:resident:Fay:tick:01616,ssrm:v59:audit:snapshot:d090:t01616,resident=Fay|tick=1616|memory=fay:care_favor:audit:d090:s14|debt=debt:care_favor:fay,True,True
1617,90,Milo,schedule:milo:d090:s15,milo:tool_loan:audit:d090:s15,debt:tool_loan:milo,cause:borrow_tool:resident:Milo:tick:01617,ssrm:v59:audit:snapshot:d090:t01617,resident=Milo|tick=1617|memory=milo:tool_loan:audit:d090:s15|debt=debt:tool_loan:milo,True,True
1618,90,Sera,schedule:sera:d090:s16,sera:repair_promise:audit:d090:s16,debt:repair_promise:sera,cause:return_tool:resident:Sera:tick:01618,ssrm:v59:audit:snapshot:d090:t01618,resident=Sera|tick=1618|memory=sera:repair_promise:audit:d090:s16|debt=debt:repair_promise:sera,True,True
1619,90,Tovan,schedule:tovan:d090:s17,tovan:care_favor:audit:d090:s17,debt:care_favor:tovan,cause:interrupt_work:resident:Tovan:tick:01619,ssrm:v59:audit:snapshot:d090:t01619,resident=Tovan|tick=1619|memory=tovan:care_favor:audit:d090:s17|debt=debt:care_favor:tovan,True,True
1620,91,Nia,schedule:nia:d091:s00,nia:tool_loan:audit:d091:s00,debt:tool_loan:nia,cause:repair_trust:resident:Nia:tick:01620,ssrm:v59:audit:snapshot:d091:t01620,resident=Nia|tick=1620|memory=nia:tool_loan:audit:d091:s00|debt=debt:tool_loan:nia,True,True
1621,91,Ari,schedule:ari:d091:s01,ari:repair_promise:audit:d091:s01,debt:repair_promise:ari,cause:move:resident:Ari:tick:01621,ssrm:v59:audit:snapshot:d091:t01621,resident=Ari|tick=1621|memory=ari:repair_promise:audit:d091:s01|debt=debt:repair_promise:ari,True,True
1622,91,Fay,schedule:fay:d091:s02,fay:care_favor:audit:d091:s02,debt:care_favor:fay,cause:talk:resident:Fay:tick:01622,ssrm:v59:audit:snapshot:d091:t01622,resident=Fay|tick=1622|memory=fay:care_favor:audit:d091:s02|debt=debt:care_favor:fay,True,True
1623,91,Milo,schedule:milo:d091:s03,milo:tool_loan:audit:d091:s03,debt:tool_loan:milo,cause:offer_help:resident:Milo:tick:01623,ssrm:v59:audit:snapshot:d091:t01623,resident=Milo|tick=1623|memory=milo:tool_loan:audit:d091:s03|debt=debt:tool_loan:milo,True,True
1624,91,Sera,schedule:sera:d091:s04,sera:repair_promise:audit:d091:s04,debt:repair_promise:sera,cause:borrow_tool:resident:Sera:tick:01624,ssrm:v59:audit:snapshot:d091:t01624,resident=Sera|tick=1624|memory=sera:repair_promise:audit:d091:s04|debt=debt:repair_promise:sera,True,True
1625,91,Tovan,schedule:tovan:d091:s05,tovan:care_favor:audit:d091:s05,debt:care_favor:tovan,cause:return_tool:resident:Tovan:tick:01625,ssrm:v59:audit:snapshot:d091:t01625,resident=Tovan|tick=1625|memory=tovan:care_favor:audit:d091:s05|debt=debt:care_favor:tovan,True,True
1626,91,Nia,schedule:nia:d091:s06,nia:tool_loan:audit:d091:s06,debt:tool_loan:nia,cause:interrupt_work:resident:Nia:tick:01626,ssrm:v59:audit:snapshot:d091:t01626,resident=Nia|tick=1626|memory=nia:tool_loan:audit:d091:s06|debt=debt:tool_loan:nia,True,True
1627,91,Ari,schedule:ari:d091:s07,ari:repair_promise:audit:d091:s07,debt:repair_promise:ari,cause:wait_offscreen:resident:Ari:tick:01627,ssrm:v59:audit:snapshot:d091:t01627,resident=Ari|tick=1627|memory=ari:repair_promise:audit:d091:s07|debt=debt:repair_promise:ari,True,True
1628,91,Fay,schedule:fay:d091:s08,fay:care_favor:audit:d091:s08,debt:care_favor:fay,cause:repair_trust:resident:Fay:tick:01628,ssrm:v59:audit:snapshot:d091:t01628,resident=Fay|tick=1628|memory=fay:care_favor:audit:d091:s08|debt=debt:care_favor:fay,True,True
1629,91,Milo,schedule:milo:d091:s09,milo:tool_loan:audit:d091:s09,debt:tool_loan:milo,cause:move:resident:Milo:tick:01629,ssrm:v59:audit:snapshot:d091:t01629,resident=Milo|tick=1629|memory=milo:tool_loan:audit:d091:s09|debt=debt:tool_loan:milo,True,True
1630,91,Sera,schedule:sera:d091:s10,sera:repair_promise:audit:d091:s10,debt:repair_promise:sera,cause:talk:resident:Sera:tick:01630,ssrm:v59:audit:snapshot:d091:t01630,resident=Sera|tick=1630|memory=sera:repair_promise:audit:d091:s10|debt=debt:repair_promise:sera,True,True
1631,91,Tovan,schedule:tovan:d091:s11,tovan:care_favor:audit:d091:s11,debt:care_favor:tovan,cause:offer_help:resident:Tovan:tick:01631,ssrm:v59:audit:snapshot:d091:t01631,resident=Tovan|tick=1631|memory=tovan:care_favor:audit:d091:s11|debt=debt:care_favor:tovan,True,True
1632,91,Nia,schedule:nia:d091:s12,nia:tool_loan:audit:d091:s12,debt:tool_loan:nia,cause:borrow_tool:resident:Nia:tick:01632,ssrm:v59:audit:snapshot:d091:t01632,resident=Nia|tick=1632|memory=nia:tool_loan:audit:d091:s12|debt=debt:tool_loan:nia,True,True
1633,91,Ari,schedule:ari:d091:s13,ari:repair_promise:audit:d091:s13,debt:repair_promise:ari,cause:return_tool:resident:Ari:tick:01633,ssrm:v59:audit:snapshot:d091:t01633,resident=Ari|tick=1633|memory=ari:repair_promise:audit:d091:s13|debt=debt:repair_promise:ari,True,True
1634,91,Fay,schedule:fay:d091:s14,fay:care_favor:audit:d091:s14,debt:care_favor:fay,cause:interrupt_work:resident:Fay:tick:01634,ssrm:v59:audit:snapshot:d091:t01634,resident=Fay|tick=1634|memory=fay:care_favor:audit:d091:s14|debt=debt:care_favor:fay,True,True
1635,91,Milo,schedule:milo:d091:s15,milo:tool_loan:audit:d091:s15,debt:tool_loan:milo,cause:wait_offscreen:resident:Milo:tick:01635,ssrm:v59:audit:snapshot:d091:t01635,resident=Milo|tick=1635|memory=milo:tool_loan:audit:d091:s15|debt=debt:tool_loan:milo,True,True
1636,91,Sera,schedule:sera:d091:s16,sera:repair_promise:audit:d091:s16,debt:repair_promise:sera,cause:repair_trust:resident:Sera:tick:01636,ssrm:v59:audit:snapshot:d091:t01636,resident=Sera|tick=1636|memory=sera:repair_promise:audit:d091:s16|debt=debt:repair_promise:sera,True,True
1637,91,Tovan,schedule:tovan:d091:s17,tovan:care_favor:audit:d091:s17,debt:care_favor:tovan,cause:move:resident:Tovan:tick:01637,ssrm:v59:audit:snapshot:d091:t01637,resident=Tovan|tick=1637|memory=tovan:care_favor:audit:d091:s17|debt=debt:care_favor:tovan,True,True
1638,92,Nia,schedule:nia:d092:s00,nia:tool_loan:audit:d092:s00,debt:tool_loan:nia,cause:offer_help:resident:Nia:tick:01638,ssrm:v59:audit:snapshot:d092:t01638,resident=Nia|tick=1638|memory=nia:tool_loan:audit:d092:s00|debt=debt:tool_loan:nia,True,True
1639,92,Ari,schedule:ari:d092:s01,ari:repair_promise:audit:d092:s01,debt:repair_promise:ari,cause:borrow_tool:resident:Ari:tick:01639,ssrm:v59:audit:snapshot:d092:t01639,resident=Ari|tick=1639|memory=ari:repair_promise:audit:d092:s01|debt=debt:repair_promise:ari,True,True
1640,92,Fay,schedule:fay:d092:s02,fay:care_favor:audit:d092:s02,debt:care_favor:fay,cause:return_tool:resident:Fay:tick:01640,ssrm:v59:audit:snapshot:d092:t01640,resident=Fay|tick=1640|memory=fay:care_favor:audit:d092:s02|debt=debt:care_favor:fay,True,True
1641,92,Milo,schedule:milo:d092:s03,milo:tool_loan:audit:d092:s03,debt:tool_loan:milo,cause:interrupt_work:resident:Milo:tick:01641,ssrm:v59:audit:snapshot:d092:t01641,resident=Milo|tick=1641|memory=milo:tool_loan:audit:d092:s03|debt=debt:tool_loan:milo,True,True
1642,92,Sera,schedule:sera:d092:s04,sera:repair_promise:audit:d092:s04,debt:repair_promise:sera,cause:wait_offscreen:resident:Sera:tick:01642,ssrm:v59:audit:snapshot:d092:t01642,resident=Sera|tick=1642|memory=sera:repair_promise:audit:d092:s04|debt=debt:repair_promise:sera,True,True
1643,92,Tovan,schedule:tovan:d092:s05,tovan:care_favor:audit:d092:s05,debt:care_favor:tovan,cause:repair_trust:resident:Tovan:tick:01643,ssrm:v59:audit:snapshot:d092:t01643,resident=Tovan|tick=1643|memory=tovan:care_favor:audit:d092:s05|debt=debt:care_favor:tovan,True,True
1644,92,Nia,schedule:nia:d092:s06,nia:tool_loan:audit:d092:s06,debt:tool_loan:nia,cause:move:resident:Nia:tick:01644,ssrm:v59:audit:snapshot:d092:t01644,resident=Nia|tick=1644|memory=nia:tool_loan:audit:d092:s06|debt=debt:tool_loan:nia,True,True
1645,92,Ari,schedule:ari:d092:s07,ari:repair_promise:audit:d092:s07,debt:repair_promise:ari,cause:talk:resident:Ari:tick:01645,ssrm:v59:audit:snapshot:d092:t01645,resident=Ari|tick=1645|memory=ari:repair_promise:audit:d092:s07|debt=debt:repair_promise:ari,True,True
1646,92,Fay,schedule:fay:d092:s08,fay:care_favor:audit:d092:s08,debt:care_favor:fay,cause:offer_help:resident:Fay:tick:01646,ssrm:v59:audit:snapshot:d092:t01646,resident=Fay|tick=1646|memory=fay:care_favor:audit:d092:s08|debt=debt:care_favor:fay,True,True
