tick,day,resident,resource_name,resource_before,resource_after,item_name,item_before,item_after,widget_patch,visible_delta,localstorage_written
1236,69,Sera,stone,18,17,patch kit,4,3,"{""after"": 17, ""before"": 18, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""stone""}",stone:-1; patch kit:-1,True
1237,69,Tovan,copper,19,20,dry cloak,1,1,"{""after"": 20, ""before"": 19, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""copper""}",copper:+1; dry cloak:+0,True
1238,69,Nia,herb,20,19,sealed jar,3,3,"{""after"": 19, ""before"": 20, ""item"": ""sealed jar"", ""itemAfter"": 3, ""resource"": ""herb""}",herb:-1; sealed jar:+0,True
1239,69,Ari,charcoal,21,22,patch kit,4,3,"{""after"": 22, ""before"": 21, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""charcoal""}",charcoal:+1; patch kit:-1,True
1240,69,Fay,water,22,21,dry cloak,1,2,"{""after"": 21, ""before"": 22, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""water""}",water:-1; dry cloak:+1,True
1241,69,Milo,fiber,23,24,sealed jar,3,3,"{""after"": 24, ""before"": 23, ""item"": ""sealed jar"", ""itemAfter"": 3, ""resource"": ""fiber""}",fiber:+1; sealed jar:+0,True
1242,70,Sera,stone,25,26,patch kit,3,2,"{""after"": 26, ""before"": 25, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""stone""}",stone:+1; patch kit:-1,True
1243,70,Tovan,copper,26,25,dry cloak,0,0,"{""after"": 25, ""before"": 26, ""item"": ""dry cloak"", ""itemAfter"": 0, ""resource"": ""copper""}",copper:-1; dry cloak:+0,True
1244,70,Nia,herb,27,28,sealed jar,2,2,"{""after"": 28, ""before"": 27, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""herb""}",herb:+1; sealed jar:+0,True
1245,70,Ari,charcoal,28,27,patch kit,3,4,"{""after"": 27, ""before"": 28, ""item"": ""patch kit"", ""itemAfter"": 4, ""resource"": ""charcoal""}",charcoal:-1; patch kit:+1,True
1246,70,Fay,water,29,30,dry cloak,0,0,"{""after"": 30, ""before"": 29, ""item"": ""dry cloak"", ""itemAfter"": 0, ""resource"": ""water""}",water:+1; dry cloak:+0,True
1247,70,Milo,fiber,30,29,sealed jar,2,3,"{""after"": 29, ""before"": 30, ""item"": ""sealed jar"", ""itemAfter"": 3, ""resource"": ""fiber""}",fiber:-1; sealed jar:+1,True
1248,70,Sera,wood,31,32,patch kit,4,3,"{""after"": 32, ""before"": 31, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""wood""}",wood:+1; patch kit:-1,True
1249,70,Tovan,stone,9,8,dry cloak,1,1,"{""after"": 8, ""before"": 9, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""stone""}",stone:-1; dry cloak:+0,True
1250,70,Nia,copper,10,11,sealed jar,3,3,"{""after"": 11, ""before"": 10, ""item"": ""sealed jar"", ""itemAfter"": 3, ""resource"": ""copper""}",copper:+1; sealed jar:+0,True
1251,70,Ari,herb,11,10,patch kit,4,3,"{""after"": 10, ""before"": 11, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""herb""}",herb:-1; patch kit:-1,True
1252,70,Fay,charcoal,12,13,dry cloak,1,2,"{""after"": 13, ""before"": 12, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""charcoal""}",charcoal:+1; dry cloak:+1,True
1253,70,Milo,water,13,12,sealed jar,3,3,"{""after"": 12, ""before"": 13, ""item"": ""sealed jar"", ""itemAfter"": 3, ""resource"": ""water""}",water:-1; sealed jar:+0,True
1254,70,Sera,fiber,14,15,patch kit,0,1,"{""after"": 15, ""before"": 14, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""fiber""}",fiber:+1; patch kit:+1,True
1255,70,Tovan,wood,15,14,dry cloak,2,2,"{""after"": 14, ""before"": 15, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""wood""}",wood:-1; dry cloak:+0,True
1256,70,Nia,stone,16,17,sealed jar,4,4,"{""after"": 17, ""before"": 16, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""stone""}",stone:+1; sealed jar:+0,True
1257,70,Ari,copper,17,16,patch kit,0,0,"{""after"": 16, ""before"": 17, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""copper""}",copper:-1; patch kit:+0,True
1258,70,Fay,herb,18,19,dry cloak,2,2,"{""after"": 19, ""before"": 18, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""herb""}",herb:+1; dry cloak:+0,True
1259,70,Milo,charcoal,19,18,sealed jar,4,5,"{""after"": 18, ""before"": 19, ""item"": ""sealed jar"", ""itemAfter"": 5, ""resource"": ""charcoal""}",charcoal:-1; sealed jar:+1,True
1260,71,Sera,fiber,21,20,patch kit,4,3,"{""after"": 20, ""before"": 21, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""fiber""}",fiber:-1; patch kit:-1,True
1261,71,Tovan,wood,22,23,dry cloak,1,1,"{""after"": 23, ""before"": 22, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""wood""}",wood:+1; dry cloak:+0,True
1262,71,Nia,stone,23,22,sealed jar,3,3,"{""after"": 22, ""before"": 23, ""item"": ""sealed jar"", ""itemAfter"": 3, ""resource"": ""stone""}",stone:-1; sealed jar:+0,True
1263,71,Ari,copper,24,25,patch kit,4,3,"{""after"": 25, ""before"": 24, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""copper""}",copper:+1; patch kit:-1,True
1264,71,Fay,herb,25,24,dry cloak,1,2,"{""after"": 24, ""before"": 25, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""herb""}",herb:-1; dry cloak:+1,True
1265,71,Milo,charcoal,26,27,sealed jar,3,3,"{""after"": 27, ""before"": 26, ""item"": ""sealed jar"", ""itemAfter"": 3, ""resource"": ""charcoal""}",charcoal:+1; sealed jar:+0,True
1266,71,Sera,water,27,26,patch kit,0,1,"{""after"": 26, ""before"": 27, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""water""}",water:-1; patch kit:+1,True
1267,71,Tovan,fiber,28,29,dry cloak,2,2,"{""after"": 29, ""before"": 28, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""fiber""}",fiber:+1; dry cloak:+0,True
1268,71,Nia,wood,29,28,sealed jar,4,4,"{""after"": 28, ""before"": 29, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""wood""}",wood:-1; sealed jar:+0,True
1269,71,Ari,stone,30,31,patch kit,0,0,"{""after"": 31, ""before"": 30, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""stone""}",stone:+1; patch kit:+0,True
1270,71,Fay,copper,31,30,dry cloak,2,2,"{""after"": 30, ""before"": 31, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""copper""}",copper:-1; dry cloak:+0,True
1271,71,Milo,herb,9,10,sealed jar,4,5,"{""after"": 10, ""before"": 9, ""item"": ""sealed jar"", ""itemAfter"": 5, ""resource"": ""herb""}",herb:+1; sealed jar:+1,True
1272,71,Sera,charcoal,10,9,patch kit,1,0,"{""after"": 9, ""before"": 10, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""charcoal""}",charcoal:-1; patch kit:-1,True
1273,71,Tovan,water,11,12,dry cloak,3,4,"{""after"": 12, ""before"": 11, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""water""}",water:+1; dry cloak:+1,True
1274,71,Nia,fiber,12,11,sealed jar,0,0,"{""after"": 11, ""before"": 12, ""item"": ""sealed jar"", ""itemAfter"": 0, ""resource"": ""fiber""}",fiber:-1; sealed jar:+0,True
1275,71,Ari,wood,13,14,patch kit,1,0,"{""after"": 14, ""before"": 13, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""wood""}",wood:+1; patch kit:-1,True
1276,71,Fay,stone,14,13,dry cloak,3,3,"{""after"": 13, ""before"": 14, ""item"": ""dry cloak"", ""itemAfter"": 3, ""resource"": ""stone""}",stone:-1; dry cloak:+0,True
1277,71,Milo,copper,15,16,sealed jar,0,0,"{""after"": 16, ""before"": 15, ""item"": ""sealed jar"", ""itemAfter"": 0, ""resource"": ""copper""}",copper:+1; sealed jar:+0,True
1278,72,Sera,charcoal,17,18,patch kit,0,1,"{""after"": 18, ""before"": 17, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""charcoal""}",charcoal:+1; patch kit:+1,True
1279,72,Tovan,water,18,17,dry cloak,2,2,"{""after"": 17, ""before"": 18, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""water""}",water:-1; dry cloak:+0,True
1280,72,Nia,fiber,19,20,sealed jar,4,4,"{""after"": 20, ""before"": 19, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""fiber""}",fiber:+1; sealed jar:+0,True
1281,72,Ari,wood,20,19,patch kit,0,0,"{""after"": 19, ""before"": 20, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""wood""}",wood:-1; patch kit:+0,True
1282,72,Fay,stone,21,22,dry cloak,2,2,"{""after"": 22, ""before"": 21, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""stone""}",stone:+1; dry cloak:+0,True
1283,72,Milo,copper,22,21,sealed jar,4,5,"{""after"": 21, ""before"": 22, ""item"": ""sealed jar"", ""itemAfter"": 5, ""resource"": ""copper""}",copper:-1; sealed jar:+1,True
1284,72,Sera,herb,23,24,patch kit,1,0,"{""after"": 24, ""before"": 23, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""herb""}",herb:+1; patch kit:-1,True
1285,72,Tovan,charcoal,24,23,dry cloak,3,4,"{""after"": 23, ""before"": 24, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""charcoal""}",charcoal:-1; dry cloak:+1,True
1286,72,Nia,water,25,26,sealed jar,0,0,"{""after"": 26, ""before"": 25, ""item"": ""sealed jar"", ""itemAfter"": 0, ""resource"": ""water""}",water:+1; sealed jar:+0,True
1287,72,Ari,fiber,26,25,patch kit,1,0,"{""after"": 25, ""before"": 26, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""fiber""}",fiber:-1; patch kit:-1,True
1288,72,Fay,wood,27,28,dry cloak,3,3,"{""after"": 28, ""before"": 27, ""item"": ""dry cloak"", ""itemAfter"": 3, ""resource"": ""wood""}",wood:+1; dry cloak:+0,True
1289,72,Milo,stone,28,27,sealed jar,0,0,"{""after"": 27, ""before"": 28, ""item"": ""sealed jar"", ""itemAfter"": 0, ""resource"": ""stone""}",stone:-1; sealed jar:+0,True
1290,72,Sera,copper,29,30,patch kit,2,3,"{""after"": 30, ""before"": 29, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""copper""}",copper:+1; patch kit:+1,True
1291,72,Tovan,herb,30,29,dry cloak,4,4,"{""after"": 29, ""before"": 30, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""herb""}",herb:-1; dry cloak:+0,True
1292,72,Nia,charcoal,31,32,sealed jar,1,2,"{""after"": 32, ""before"": 31, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""charcoal""}",charcoal:+1; sealed jar:+1,True
1293,72,Ari,water,9,8,patch kit,2,1,"{""after"": 8, ""before"": 9, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""water""}",water:-1; patch kit:-1,True
1294,72,Fay,fiber,10,11,dry cloak,4,4,"{""after"": 11, ""before"": 10, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""fiber""}",fiber:+1; dry cloak:+0,True
1295,72,Milo,wood,11,10,sealed jar,1,1,"{""after"": 10, ""before"": 11, ""item"": ""sealed jar"", ""itemAfter"": 1, ""resource"": ""wood""}",wood:-1; sealed jar:+0,True
1296,73,Sera,copper,13,12,patch kit,1,0,"{""after"": 12, ""before"": 13, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""copper""}",copper:-1; patch kit:-1,True
1297,73,Tovan,herb,14,15,dry cloak,3,4,"{""after"": 15, ""before"": 14, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""herb""}",herb:+1; dry cloak:+1,True
1298,73,Nia,charcoal,15,14,sealed jar,0,0,"{""after"": 14, ""before"": 15, ""item"": ""sealed jar"", ""itemAfter"": 0, ""resource"": ""charcoal""}",charcoal:-1; sealed jar:+0,True
1299,73,Ari,water,16,17,patch kit,1,0,"{""after"": 17, ""before"": 16, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""water""}",water:+1; patch kit:-1,True
1300,73,Fay,fiber,17,16,dry cloak,3,3,"{""after"": 16, ""before"": 17, ""item"": ""dry cloak"", ""itemAfter"": 3, ""resource"": ""fiber""}",fiber:-1; dry cloak:+0,True
1301,73,Milo,wood,18,19,sealed jar,0,0,"{""after"": 19, ""before"": 18, ""item"": ""sealed jar"", ""itemAfter"": 0, ""resource"": ""wood""}",wood:+1; sealed jar:+0,True
1302,73,Sera,stone,19,18,patch kit,2,3,"{""after"": 18, ""before"": 19, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""stone""}",stone:-1; patch kit:+1,True
1303,73,Tovan,copper,20,21,dry cloak,4,4,"{""after"": 21, ""before"": 20, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""copper""}",copper:+1; dry cloak:+0,True
1304,73,Nia,herb,21,20,sealed jar,1,2,"{""after"": 20, ""before"": 21, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""herb""}",herb:-1; sealed jar:+1,True
1305,73,Ari,charcoal,22,23,patch kit,2,1,"{""after"": 23, ""before"": 22, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""charcoal""}",charcoal:+1; patch kit:-1,True
1306,73,Fay,water,23,22,dry cloak,4,4,"{""after"": 22, ""before"": 23, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""water""}",water:-1; dry cloak:+0,True
1307,73,Milo,fiber,24,25,sealed jar,1,1,"{""after"": 25, ""before"": 24, ""item"": ""sealed jar"", ""itemAfter"": 1, ""resource"": ""fiber""}",fiber:+1; sealed jar:+0,True
1308,73,Sera,wood,25,24,patch kit,3,2,"{""after"": 24, ""before"": 25, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""wood""}",wood:-1; patch kit:-1,True
1309,73,Tovan,stone,26,27,dry cloak,0,1,"{""after"": 27, ""before"": 26, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""stone""}",stone:+1; dry cloak:+1,True
1310,73,Nia,copper,27,26,sealed jar,2,2,"{""after"": 26, ""before"": 27, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""copper""}",copper:-1; sealed jar:+0,True
1311,73,Ari,herb,28,29,patch kit,3,4,"{""after"": 29, ""before"": 28, ""item"": ""patch kit"", ""itemAfter"": 4, ""resource"": ""herb""}",herb:+1; patch kit:+1,True
1312,73,Fay,charcoal,29,28,dry cloak,0,0,"{""after"": 28, ""before"": 29, ""item"": ""dry cloak"", ""itemAfter"": 0, ""resource"": ""charcoal""}",charcoal:-1; dry cloak:+0,True
1313,73,Milo,water,30,31,sealed jar,2,2,"{""after"": 31, ""before"": 30, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""water""}",water:+1; sealed jar:+0,True
1314,74,Sera,wood,9,10,patch kit,2,3,"{""after"": 10, ""before"": 9, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""wood""}",wood:+1; patch kit:+1,True
1315,74,Tovan,stone,10,9,dry cloak,4,4,"{""after"": 9, ""before"": 10, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""stone""}",stone:-1; dry cloak:+0,True
1316,74,Nia,copper,11,12,sealed jar,1,2,"{""after"": 12, ""before"": 11, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""copper""}",copper:+1; sealed jar:+1,True
1317,74,Ari,herb,12,11,patch kit,2,1,"{""after"": 11, ""before"": 12, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""herb""}",herb:-1; patch kit:-1,True
1318,74,Fay,charcoal,13,14,dry cloak,4,4,"{""after"": 14, ""before"": 13, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""charcoal""}",charcoal:+1; dry cloak:+0,True
1319,74,Milo,water,14,13,sealed jar,1,1,"{""after"": 13, ""before"": 14, ""item"": ""sealed jar"", ""itemAfter"": 1, ""resource"": ""water""}",water:-1; sealed jar:+0,True
1320,74,Sera,fiber,15,16,patch kit,3,2,"{""after"": 16, ""before"": 15, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""fiber""}",fiber:+1; patch kit:-1,True
1321,74,Tovan,wood,16,15,dry cloak,0,1,"{""after"": 15, ""before"": 16, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""wood""}",wood:-1; dry cloak:+1,True
1322,74,Nia,stone,17,18,sealed jar,2,2,"{""after"": 18, ""before"": 17, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""stone""}",stone:+1; sealed jar:+0,True
1323,74,Ari,copper,18,17,patch kit,3,4,"{""after"": 17, ""before"": 18, ""item"": ""patch kit"", ""itemAfter"": 4, ""resource"": ""copper""}",copper:-1; patch kit:+1,True
1324,74,Fay,herb,19,20,dry cloak,0,0,"{""after"": 20, ""before"": 19, ""item"": ""dry cloak"", ""itemAfter"": 0, ""resource"": ""herb""}",herb:+1; dry cloak:+0,True
1325,74,Milo,charcoal,20,19,sealed jar,2,2,"{""after"": 19, ""before"": 20, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""charcoal""}",charcoal:-1; sealed jar:+0,True
1326,74,Sera,water,21,22,patch kit,4,3,"{""after"": 22, ""before"": 21, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""water""}",water:+1; patch kit:-1,True
1327,74,Tovan,fiber,22,21,dry cloak,1,1,"{""after"": 21, ""before"": 22, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""fiber""}",fiber:-1; dry cloak:+0,True
1328,74,Nia,wood,23,24,sealed jar,3,4,"{""after"": 24, ""before"": 23, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""wood""}",wood:+1; sealed jar:+1,True
1329,74,Ari,stone,24,23,patch kit,4,3,"{""after"": 23, ""before"": 24, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""stone""}",stone:-1; patch kit:-1,True
1330,74,Fay,copper,25,26,dry cloak,1,2,"{""after"": 26, ""before"": 25, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""copper""}",copper:+1; dry cloak:+1,True
1331,74,Milo,herb,26,25,sealed jar,3,3,"{""after"": 25, ""before"": 26, ""item"": ""sealed jar"", ""itemAfter"": 3, ""resource"": ""herb""}",herb:-1; sealed jar:+0,True
1332,75,Sera,water,28,27,patch kit,3,2,"{""after"": 27, ""before"": 28, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""water""}",water:-1; patch kit:-1,True
1333,75,Tovan,fiber,29,30,dry cloak,0,1,"{""after"": 30, ""before"": 29, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""fiber""}",fiber:+1; dry cloak:+1,True
1334,75,Nia,wood,30,29,sealed jar,2,2,"{""after"": 29, ""before"": 30, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""wood""}",wood:-1; sealed jar:+0,True
1335,75,Ari,stone,31,32,patch kit,3,4,"{""after"": 32, ""before"": 31, ""item"": ""patch kit"", ""itemAfter"": 4, ""resource"": ""stone""}",stone:+1; patch kit:+1,True
1336,75,Fay,copper,9,8,dry cloak,0,0,"{""after"": 8, ""before"": 9, ""item"": ""dry cloak"", ""itemAfter"": 0, ""resource"": ""copper""}",copper:-1; dry cloak:+0,True
1337,75,Milo,herb,10,11,sealed jar,2,2,"{""after"": 11, ""before"": 10, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""herb""}",herb:+1; sealed jar:+0,True
1338,75,Sera,charcoal,11,10,patch kit,4,3,"{""after"": 10, ""before"": 11, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""charcoal""}",charcoal:-1; patch kit:-1,True
1339,75,Tovan,water,12,13,dry cloak,1,1,"{""after"": 13, ""before"": 12, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""water""}",water:+1; dry cloak:+0,True
1340,75,Nia,fiber,13,12,sealed jar,3,4,"{""after"": 12, ""before"": 13, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""fiber""}",fiber:-1; sealed jar:+1,True
1341,75,Ari,wood,14,15,patch kit,4,3,"{""after"": 15, ""before"": 14, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""wood""}",wood:+1; patch kit:-1,True
1342,75,Fay,stone,15,14,dry cloak,1,2,"{""after"": 14, ""before"": 15, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""stone""}",stone:-1; dry cloak:+1,True
1343,75,Milo,copper,16,17,sealed jar,3,3,"{""after"": 17, ""before"": 16, ""item"": ""sealed jar"", ""itemAfter"": 3, ""resource"": ""copper""}",copper:+1; sealed jar:+0,True
1344,75,Sera,herb,17,16,patch kit,0,0,"{""after"": 16, ""before"": 17, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""herb""}",herb:-1; patch kit:+0,True
1345,75,Tovan,charcoal,18,19,dry cloak,2,2,"{""after"": 19, ""before"": 18, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""charcoal""}",charcoal:+1; dry cloak:+0,True
1346,75,Nia,water,19,18,sealed jar,4,4,"{""after"": 18, ""before"": 19, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""water""}",water:-1; sealed jar:+0,True
1347,75,Ari,fiber,20,21,patch kit,0,1,"{""after"": 21, ""before"": 20, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""fiber""}",fiber:+1; patch kit:+1,True
1348,75,Fay,wood,21,20,dry cloak,2,2,"{""after"": 20, ""before"": 21, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""wood""}",wood:-1; dry cloak:+0,True
1349,75,Milo,stone,22,23,sealed jar,4,5,"{""after"": 23, ""before"": 22, ""item"": ""sealed jar"", ""itemAfter"": 5, ""resource"": ""stone""}",stone:+1; sealed jar:+1,True
1350,76,Sera,herb,24,25,patch kit,4,3,"{""after"": 25, ""before"": 24, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""herb""}",herb:+1; patch kit:-1,True
1351,76,Tovan,charcoal,25,24,dry cloak,1,1,"{""after"": 24, ""before"": 25, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""charcoal""}",charcoal:-1; dry cloak:+0,True
1352,76,Nia,water,26,27,sealed jar,3,4,"{""after"": 27, ""before"": 26, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""water""}",water:+1; sealed jar:+1,True
1353,76,Ari,fiber,27,26,patch kit,4,3,"{""after"": 26, ""before"": 27, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""fiber""}",fiber:-1; patch kit:-1,True
1354,76,Fay,wood,28,29,dry cloak,1,2,"{""after"": 29, ""before"": 28, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""wood""}",wood:+1; dry cloak:+1,True
1355,76,Milo,stone,29,28,sealed jar,3,3,"{""after"": 28, ""before"": 29, ""item"": ""sealed jar"", ""itemAfter"": 3, ""resource"": ""stone""}",stone:-1; sealed jar:+0,True
1356,76,Sera,copper,30,31,patch kit,0,0,"{""after"": 31, ""before"": 30, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""copper""}",copper:+1; patch kit:+0,True
1357,76,Tovan,herb,31,30,dry cloak,2,2,"{""after"": 30, ""before"": 31, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""herb""}",herb:-1; dry cloak:+0,True
1358,76,Nia,charcoal,9,10,sealed jar,4,4,"{""after"": 10, ""before"": 9, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""charcoal""}",charcoal:+1; sealed jar:+0,True
