tick_id,day,settlement_id,resident_id,project_id,material_item,inventory_before,inventory_after,output_item,output_before,output_after,task_effect,inventory_delta_visible,material_consumed,output_created,no_magic_inventory
0,1,glass_harbor,Oren,4691632fda,salt chalk,520,518,mend fog net output,0,1,consume 2 salt chalk; advance mend fog net,True,True,True,True
792,45,cinder_garden,Pax,f91854767d,seed ink,479,478,sort ember fruit output,40,41,consume 1 seed ink; advance sort ember fruit,True,True,True,True
793,45,lichen_bridge,Rin,47513db752,rope fiber,477,475,repair meal ledger output,40,41,consume 2 rope fiber; advance repair meal ledger,True,True,True,True
794,45,orchid_engine,Eli,ee36774892,gear cloth,478,477,clean gear wash output,39,40,consume 1 gear cloth; advance clean gear wash,True,True,True,True
795,45,moss_ward,Ari,6666182d43,moss cord,478,477,raise warm-cup shelf output,39,40,consume 1 moss cord; advance raise warm-cup shelf,True,True,True,True
796,45,glass_harbor,Oren,4691632fda,salt chalk,476,475,mend fog net output,40,41,consume 1 salt chalk; advance mend fog net,True,True,True,True
797,45,cinder_garden,Vale,669e90cbc3,shade reed,477,476,repair seed calendar output,39,40,consume 1 shade reed; advance repair seed calendar,True,True,True,True
798,45,lichen_bridge,Sol,797e050dde,bell tin,477,476,weave spare rope output,39,40,consume 1 bell tin; advance weave spare rope,True,True,True,True
799,45,orchid_engine,Bea,936769c116,orchid oil,477,476,stabilize steam kettle output,40,41,consume 1 orchid oil; advance stabilize steam kettle,True,True,True,True
800,45,moss_ward,Fay,23961e054e,charcoal mark,477,476,patch blanket loom output,40,41,consume 1 charcoal mark; advance patch blanket loom,True,True,True,True
801,45,glass_harbor,Puck,4e34e5eca9,lamp oil,478,477,mark crossing rope output,40,41,consume 1 lamp oil; advance mark crossing rope,True,True,True,True
802,45,cinder_garden,Wren,f54993de4d,ember basket,478,477,sort ember fruit output,41,42,consume 1 ember basket; advance sort ember fruit,True,True,True,True
803,45,lichen_bridge,Kio,e74a8726db,meal token,478,477,repair meal ledger output,41,42,consume 1 meal token; advance repair meal ledger,True,True,True,True
804,45,orchid_engine,Cai,fee339b1d9,steam seal,478,477,clean gear wash output,40,41,consume 1 steam seal; advance clean gear wash,True,True,True,True
805,45,moss_ward,Milo,d27f39c290,reed bundle,477,476,raise warm-cup shelf output,40,41,consume 1 reed bundle; advance raise warm-cup shelf,True,True,True,True
806,45,glass_harbor,Sera,c5ce3bb82a,glass bead,478,476,mend fog net output,41,42,consume 2 glass bead; advance mend fog net,True,True,True,True
807,45,cinder_garden,Juno,ab3857f6de,cool stone,477,476,repair seed calendar output,40,41,consume 1 cool stone; advance repair seed calendar,True,True,True,True
808,45,lichen_bridge,Luma,6e76849c77,lichen glue,477,476,weave spare rope output,40,41,consume 1 lichen glue; advance weave spare rope,True,True,True,True
809,45,orchid_engine,Dax,1194905158,valve grease,476,475,stabilize steam kettle output,41,42,consume 1 valve grease; advance stabilize steam kettle,True,True,True,True
810,46,glass_harbor,Puck,b9f27156b1,lamp oil,477,476,seal fog catcher output,40,41,consume 1 lamp oil; advance seal fog catcher,True,True,True,True
811,46,cinder_garden,Wren,8d7a6c2aa4,ember basket,477,476,shade seed rows output,40,41,consume 1 ember basket; advance shade seed rows,True,True,True,True
812,46,lichen_bridge,Kio,a9335a1d29,meal token,477,476,mark signal bell output,39,40,consume 1 meal token; advance mark signal bell,True,True,True,True
813,46,orchid_engine,Cai,b31fad0817,steam seal,477,476,listen to valve pulse output,39,40,consume 1 steam seal; advance listen to valve pulse,True,True,True,True
814,46,moss_ward,Milo,48ae12c016,reed bundle,476,475,copy root ledger output,40,41,consume 1 reed bundle; advance copy root ledger,True,True,True,True
815,46,glass_harbor,Sera,ea7173b0ad,glass bead,476,475,relight public lamp output,39,40,consume 1 glass bead; advance relight public lamp,True,True,True,True
816,46,cinder_garden,Juno,5f79a57e6f,cool stone,476,475,cool ash path output,39,40,consume 1 cool stone; advance cool ash path,True,True,True,True
817,46,lichen_bridge,Luma,e1bab827b9,lichen glue,476,475,test rope bridge output,40,41,consume 1 lichen glue; advance test rope bridge,True,True,True,True
818,46,orchid_engine,Dax,3645f43e1d,valve grease,475,474,tend orchid lamp output,40,41,consume 1 valve grease; advance tend orchid lamp,True,True,True,True
819,46,moss_ward,Tala,28589c06c6,dry clay,476,474,drain rain path output,40,41,consume 2 dry clay; advance drain rain path,True,True,True,True
820,46,glass_harbor,Nia,9a5c1e063a,net fiber,478,477,seal fog catcher output,41,42,consume 1 net fiber; advance seal fog catcher,True,True,True,True
821,46,cinder_garden,Pax,da2b247900,seed ink,478,477,shade seed rows output,41,42,consume 1 seed ink; advance shade seed rows,True,True,True,True
822,46,lichen_bridge,Rin,0d07f43a57,rope fiber,475,474,mark signal bell output,40,41,consume 1 rope fiber; advance mark signal bell,True,True,True,True
823,46,orchid_engine,Eli,2432f12bb3,gear cloth,477,476,listen to valve pulse output,40,41,consume 1 gear cloth; advance listen to valve pulse,True,True,True,True
824,46,moss_ward,Ari,2ea8f2d96e,moss cord,477,476,copy root ledger output,41,42,consume 1 moss cord; advance copy root ledger,True,True,True,True
825,46,glass_harbor,Oren,fd03ad5da8,salt chalk,475,474,relight public lamp output,40,41,consume 1 salt chalk; advance relight public lamp,True,True,True,True
826,46,cinder_garden,Vale,5e37aea90d,shade reed,476,475,cool ash path output,40,41,consume 1 shade reed; advance cool ash path,True,True,True,True
827,46,lichen_bridge,Sol,72a63892cd,bell tin,476,475,test rope bridge output,41,42,consume 1 bell tin; advance test rope bridge,True,True,True,True
828,47,moss_ward,Tala,5b51e19d49,dry clay,474,473,raise warm-cup shelf output,41,42,consume 1 dry clay; advance raise warm-cup shelf,True,True,True,True
829,47,glass_harbor,Nia,b58364559a,net fiber,477,476,mend fog net output,42,43,consume 1 net fiber; advance mend fog net,True,True,True,True
830,47,cinder_garden,Pax,301d0ea001,seed ink,477,476,repair seed calendar output,41,42,consume 1 seed ink; advance repair seed calendar,True,True,True,True
831,47,lichen_bridge,Rin,84fdd2bf40,rope fiber,474,473,weave spare rope output,41,42,consume 1 rope fiber; advance weave spare rope,True,True,True,True
832,47,orchid_engine,Eli,b41913dbe2,gear cloth,476,474,stabilize steam kettle output,42,43,consume 2 gear cloth; advance stabilize steam kettle,True,True,True,True
833,47,moss_ward,Ari,572d4e939c,moss cord,476,475,patch blanket loom output,41,42,consume 1 moss cord; advance patch blanket loom,True,True,True,True
834,47,glass_harbor,Oren,5a399028bb,salt chalk,474,473,mark crossing rope output,41,42,consume 1 salt chalk; advance mark crossing rope,True,True,True,True
835,47,cinder_garden,Vale,cc7272cc69,shade reed,475,474,sort ember fruit output,42,43,consume 1 shade reed; advance sort ember fruit,True,True,True,True
836,47,lichen_bridge,Sol,76f402ab6a,bell tin,475,474,repair meal ledger output,42,43,consume 1 bell tin; advance repair meal ledger,True,True,True,True
837,47,orchid_engine,Bea,9a2f344251,orchid oil,476,475,clean gear wash output,41,42,consume 1 orchid oil; advance clean gear wash,True,True,True,True
838,47,moss_ward,Fay,69fbe1ae68,charcoal mark,476,475,raise warm-cup shelf output,42,43,consume 1 charcoal mark; advance raise warm-cup shelf,True,True,True,True
839,47,glass_harbor,Puck,cf04a81caf,lamp oil,476,475,mend fog net output,43,44,consume 1 lamp oil; advance mend fog net,True,True,True,True
840,47,cinder_garden,Wren,88d6240bdd,ember basket,476,475,repair seed calendar output,42,43,consume 1 ember basket; advance repair seed calendar,True,True,True,True
841,47,lichen_bridge,Kio,87e730b100,meal token,476,475,weave spare rope output,42,43,consume 1 meal token; advance weave spare rope,True,True,True,True
842,47,orchid_engine,Cai,b805ef5f3b,steam seal,476,475,stabilize steam kettle output,43,44,consume 1 steam seal; advance stabilize steam kettle,True,True,True,True
843,47,moss_ward,Milo,037725c0bc,reed bundle,475,474,patch blanket loom output,42,43,consume 1 reed bundle; advance patch blanket loom,True,True,True,True
844,47,glass_harbor,Sera,39906512c4,glass bead,475,474,mark crossing rope output,42,43,consume 1 glass bead; advance mark crossing rope,True,True,True,True
845,47,cinder_garden,Juno,5d450b0d31,cool stone,475,473,sort ember fruit output,43,44,consume 2 cool stone; advance sort ember fruit,True,True,True,True
846,48,orchid_engine,Bea,2899e764df,orchid oil,475,474,listen to valve pulse output,41,42,consume 1 orchid oil; advance listen to valve pulse,True,True,True,True
847,48,moss_ward,Fay,5147eb41b9,charcoal mark,475,474,copy root ledger output,42,43,consume 1 charcoal mark; advance copy root ledger,True,True,True,True
848,48,glass_harbor,Puck,ed218dd38f,lamp oil,475,474,relight public lamp output,41,42,consume 1 lamp oil; advance relight public lamp,True,True,True,True
849,48,cinder_garden,Wren,a66b280afe,ember basket,475,474,cool ash path output,41,42,consume 1 ember basket; advance cool ash path,True,True,True,True
850,48,lichen_bridge,Kio,505b3ed3bc,meal token,475,474,test rope bridge output,42,43,consume 1 meal token; advance test rope bridge,True,True,True,True
851,48,orchid_engine,Cai,9567222324,steam seal,475,474,tend orchid lamp output,41,42,consume 1 steam seal; advance tend orchid lamp,True,True,True,True
852,48,moss_ward,Milo,022ca473b4,reed bundle,474,473,drain rain path output,41,42,consume 1 reed bundle; advance drain rain path,True,True,True,True
853,48,glass_harbor,Sera,e2517cc645,glass bead,474,473,seal fog catcher output,42,43,consume 1 glass bead; advance seal fog catcher,True,True,True,True
854,48,cinder_garden,Juno,46bd9e887d,cool stone,473,472,shade seed rows output,42,43,consume 1 cool stone; advance shade seed rows,True,True,True,True
855,48,lichen_bridge,Luma,ef4a1eb826,lichen glue,475,474,mark signal bell output,41,42,consume 1 lichen glue; advance mark signal bell,True,True,True,True
856,48,orchid_engine,Dax,5ea66d74e7,valve grease,474,473,listen to valve pulse output,42,43,consume 1 valve grease; advance listen to valve pulse,True,True,True,True
857,48,moss_ward,Tala,825eef3be9,dry clay,473,472,copy root ledger output,43,44,consume 1 dry clay; advance copy root ledger,True,True,True,True
858,48,glass_harbor,Nia,aa85d5f3cf,net fiber,476,474,relight public lamp output,42,43,consume 2 net fiber; advance relight public lamp,True,True,True,True
859,48,cinder_garden,Pax,bfe20f64e9,seed ink,476,475,cool ash path output,42,43,consume 1 seed ink; advance cool ash path,True,True,True,True
860,48,lichen_bridge,Rin,1ca3ca05c1,rope fiber,473,472,test rope bridge output,43,44,consume 1 rope fiber; advance test rope bridge,True,True,True,True
861,48,orchid_engine,Eli,79a49a3901,gear cloth,474,473,tend orchid lamp output,42,43,consume 1 gear cloth; advance tend orchid lamp,True,True,True,True
862,48,moss_ward,Ari,27a5f6be30,moss cord,475,474,drain rain path output,42,43,consume 1 moss cord; advance drain rain path,True,True,True,True
863,48,glass_harbor,Oren,139ed15166,salt chalk,473,472,seal fog catcher output,43,44,consume 1 salt chalk; advance seal fog catcher,True,True,True,True
864,49,lichen_bridge,Luma,6e76849c77,lichen glue,474,473,weave spare rope output,43,44,consume 1 lichen glue; advance weave spare rope,True,True,True,True
865,49,orchid_engine,Dax,1194905158,valve grease,473,472,stabilize steam kettle output,44,45,consume 1 valve grease; advance stabilize steam kettle,True,True,True,True
866,49,moss_ward,Tala,ffd144b235,dry clay,472,471,patch blanket loom output,43,44,consume 1 dry clay; advance patch blanket loom,True,True,True,True
867,49,glass_harbor,Nia,e283abe06a,net fiber,474,473,mark crossing rope output,43,44,consume 1 net fiber; advance mark crossing rope,True,True,True,True
868,49,cinder_garden,Pax,f91854767d,seed ink,475,474,sort ember fruit output,44,45,consume 1 seed ink; advance sort ember fruit,True,True,True,True
869,49,lichen_bridge,Rin,47513db752,rope fiber,472,471,repair meal ledger output,43,44,consume 1 rope fiber; advance repair meal ledger,True,True,True,True
870,49,orchid_engine,Eli,ee36774892,gear cloth,473,472,clean gear wash output,42,43,consume 1 gear cloth; advance clean gear wash,True,True,True,True
871,49,moss_ward,Ari,6666182d43,moss cord,474,472,raise warm-cup shelf output,43,44,consume 2 moss cord; advance raise warm-cup shelf,True,True,True,True
872,49,glass_harbor,Oren,4691632fda,salt chalk,472,471,mend fog net output,44,45,consume 1 salt chalk; advance mend fog net,True,True,True,True
873,49,cinder_garden,Vale,669e90cbc3,shade reed,474,473,repair seed calendar output,43,44,consume 1 shade reed; advance repair seed calendar,True,True,True,True
874,49,lichen_bridge,Sol,797e050dde,bell tin,474,473,weave spare rope output,44,45,consume 1 bell tin; advance weave spare rope,True,True,True,True
875,49,orchid_engine,Bea,936769c116,orchid oil,474,473,stabilize steam kettle output,45,46,consume 1 orchid oil; advance stabilize steam kettle,True,True,True,True
876,49,moss_ward,Fay,23961e054e,charcoal mark,474,473,patch blanket loom output,44,45,consume 1 charcoal mark; advance patch blanket loom,True,True,True,True
877,49,glass_harbor,Puck,4e34e5eca9,lamp oil,474,473,mark crossing rope output,44,45,consume 1 lamp oil; advance mark crossing rope,True,True,True,True
878,49,cinder_garden,Wren,f54993de4d,ember basket,474,473,sort ember fruit output,45,46,consume 1 ember basket; advance sort ember fruit,True,True,True,True
879,49,lichen_bridge,Kio,e74a8726db,meal token,474,473,repair meal ledger output,44,45,consume 1 meal token; advance repair meal ledger,True,True,True,True
880,49,orchid_engine,Cai,fee339b1d9,steam seal,474,473,clean gear wash output,43,44,consume 1 steam seal; advance clean gear wash,True,True,True,True
881,49,moss_ward,Milo,d27f39c290,reed bundle,473,472,raise warm-cup shelf output,44,45,consume 1 reed bundle; advance raise warm-cup shelf,True,True,True,True
882,50,cinder_garden,Vale,5e37aea90d,shade reed,473,472,cool ash path output,43,44,consume 1 shade reed; advance cool ash path,True,True,True,True
883,50,lichen_bridge,Sol,72a63892cd,bell tin,473,472,test rope bridge output,44,45,consume 1 bell tin; advance test rope bridge,True,True,True,True
884,50,orchid_engine,Bea,ff802a82b5,orchid oil,473,471,tend orchid lamp output,43,44,consume 2 orchid oil; advance tend orchid lamp,True,True,True,True
885,50,moss_ward,Fay,b4068fee47,charcoal mark,473,472,drain rain path output,43,44,consume 1 charcoal mark; advance drain rain path,True,True,True,True
886,50,glass_harbor,Puck,b9f27156b1,lamp oil,473,472,seal fog catcher output,44,45,consume 1 lamp oil; advance seal fog catcher,True,True,True,True
887,50,cinder_garden,Wren,8d7a6c2aa4,ember basket,473,472,shade seed rows output,43,44,consume 1 ember basket; advance shade seed rows,True,True,True,True
888,50,lichen_bridge,Kio,a9335a1d29,meal token,473,472,mark signal bell output,42,43,consume 1 meal token; advance mark signal bell,True,True,True,True
889,50,orchid_engine,Cai,b31fad0817,steam seal,473,472,listen to valve pulse output,43,44,consume 1 steam seal; advance listen to valve pulse,True,True,True,True
890,50,moss_ward,Milo,48ae12c016,reed bundle,472,471,copy root ledger output,44,45,consume 1 reed bundle; advance copy root ledger,True,True,True,True
891,50,glass_harbor,Sera,ea7173b0ad,glass bead,473,472,relight public lamp output,43,44,consume 1 glass bead; advance relight public lamp,True,True,True,True
892,50,cinder_garden,Juno,5f79a57e6f,cool stone,472,471,cool ash path output,44,45,consume 1 cool stone; advance cool ash path,True,True,True,True
893,50,lichen_bridge,Luma,e1bab827b9,lichen glue,473,472,test rope bridge output,45,46,consume 1 lichen glue; advance test rope bridge,True,True,True,True
