tick,day,resident,posture,gaze,gesture,facing,proximity_before,proximity_after,trust_before,trust_after,gesture_visible,body_state_public,private_workspace_not_leaked
1031,58,Milo,alert half-turn,toward bystander,points to shelf,avatar,3.1,2.89,0.35853,0.36453,True,steady,True
1032,58,Sera,open stance,toward exit,touches chest,avatar,3.1,2.89,0.36004,0.36604,True,wet,True
1033,58,Tovan,focused crouch,down at hands,offers handle,avatar,3.099,2.889,0.335944,0.353944,True,steady,True
1034,58,Nia,alert half-turn,toward avatar,steps aside,side-on boundary,3.098,3.278,0.33557,0.32157,True,steady,True
1035,58,Ari,open stance,toward tool,small wave,avatar,3.096,2.886,0.439329,0.445329,True,steady,True
1036,58,Fay,focused crouch,away then back,palm stop,side-on boundary,3.092,3.272,0.40333,0.38933,True,wet,True
1037,58,Milo,alert half-turn,toward bystander,points to shelf,avatar,3.088,2.878,0.366029,0.384029,True,steady,True
1038,58,Sera,open stance,toward exit,touches chest,avatar,3.084,2.874,0.361052,0.367052,True,wet,True
1039,58,Tovan,focused crouch,down at hands,offers handle,avatar,3.078,2.868,0.355652,0.361652,True,steady,True
1040,58,Nia,alert half-turn,toward avatar,steps aside,avatar,3.071,2.861,0.332336,0.350336,True,steady,True
1041,58,Ari,open stance,toward tool,small wave,side-on boundary,3.064,3.244,0.441136,0.427136,True,steady,True
1042,58,Fay,focused crouch,away then back,palm stop,avatar,3.056,2.846,0.403516,0.409516,True,tired,True
1043,58,Milo,alert half-turn,toward bystander,points to shelf,side-on boundary,3.047,3.227,0.363225,0.349225,True,tired,True
1044,59,Sera,open stance,down at hands,touches chest,avatar,3.037,2.827,0.32269,0.32869,True,steady,True
1045,59,Tovan,focused crouch,toward avatar,offers handle,avatar,3.026,2.816,0.34134,0.35934,True,steady,True
1046,59,Nia,alert half-turn,toward tool,steps aside,side-on boundary,3.015,3.195,0.301655,0.287655,True,steady,True
1047,59,Ari,open stance,away then back,small wave,avatar,3.002,2.792,0.391289,0.397289,True,wet,True
1048,59,Fay,focused crouch,toward bystander,palm stop,side-on boundary,2.989,3.169,0.374477,0.360477,True,steady,True
1049,59,Milo,alert half-turn,toward exit,points to shelf,avatar,2.975,2.765,0.369858,0.387858,True,wet,True
1050,59,Sera,open stance,down at hands,touches chest,avatar,2.961,2.751,0.331859,0.337859,True,steady,True
1051,59,Tovan,focused crouch,toward avatar,offers handle,avatar,2.946,2.736,0.329847,0.335847,True,steady,True
1052,59,Nia,alert half-turn,toward tool,steps aside,avatar,2.93,2.72,0.332352,0.350352,True,steady,True
1053,59,Ari,open stance,away then back,small wave,side-on boundary,2.913,3.093,0.39204,0.37804,True,wet,True
1054,59,Fay,focused crouch,toward bystander,palm stop,avatar,2.896,2.686,0.360698,0.366698,True,steady,True
1055,59,Milo,alert half-turn,toward exit,points to shelf,side-on boundary,2.878,3.058,0.34274,0.32874,True,wet,True
1056,59,Sera,open stance,down at hands,touches chest,avatar,2.859,2.649,0.355374,0.373374,True,steady,True
1057,59,Tovan,focused crouch,toward avatar,offers handle,avatar,2.84,2.63,0.322061,0.328061,True,steady,True
1058,59,Nia,alert half-turn,toward tool,steps aside,avatar,2.82,2.61,0.327866,0.333866,True,steady,True
1059,59,Ari,open stance,away then back,small wave,avatar,2.799,2.589,0.399086,0.417086,True,wet,True
1060,59,Fay,focused crouch,toward bystander,palm stop,side-on boundary,2.778,2.958,0.366802,0.352802,True,steady,True
1061,59,Milo,alert half-turn,toward exit,points to shelf,avatar,2.756,2.546,0.372242,0.378242,True,tired,True
1062,60,Sera,open stance,toward avatar,touches chest,avatar,2.734,2.524,0.309876,0.315876,True,steady,True
1063,60,Tovan,focused crouch,toward tool,offers handle,avatar,2.712,2.502,0.337637,0.343637,True,steady,True
1064,60,Nia,alert half-turn,away then back,steps aside,avatar,2.688,2.478,0.315348,0.333348,True,wet,True
1065,60,Ari,open stance,toward bystander,small wave,side-on boundary,2.665,2.845,0.379501,0.365501,True,steady,True
1066,60,Fay,focused crouch,toward exit,palm stop,avatar,2.641,2.431,0.342948,0.348948,True,wet,True
1067,60,Milo,alert half-turn,down at hands,points to shelf,side-on boundary,2.616,2.796,0.322356,0.308356,True,steady,True
1068,60,Sera,open stance,toward avatar,touches chest,avatar,2.591,2.381,0.336624,0.354624,True,steady,True
1069,60,Tovan,focused crouch,toward tool,offers handle,avatar,2.566,2.356,0.3337,0.3397,True,steady,True
1070,60,Nia,alert half-turn,away then back,steps aside,avatar,2.54,2.33,0.300865,0.306865,True,wet,True
1071,60,Ari,open stance,toward bystander,small wave,avatar,2.514,2.304,0.358203,0.376203,True,steady,True
1072,60,Fay,focused crouch,toward exit,palm stop,side-on boundary,2.488,2.668,0.348096,0.334096,True,wet,True
1073,60,Milo,alert half-turn,down at hands,points to shelf,avatar,2.461,2.251,0.355408,0.361408,True,steady,True
1074,60,Sera,open stance,toward avatar,touches chest,side-on boundary,2.434,2.614,0.332254,0.318254,True,steady,True
1075,60,Tovan,focused crouch,toward tool,offers handle,avatar,2.407,2.197,0.318059,0.336059,True,steady,True
1076,60,Nia,alert half-turn,away then back,steps aside,avatar,2.38,2.17,0.308783,0.314783,True,wet,True
1077,60,Ari,open stance,toward bystander,small wave,avatar,2.353,2.143,0.382463,0.388463,True,steady,True
1078,60,Fay,focused crouch,toward exit,palm stop,avatar,2.325,2.115,0.35512,0.37312,True,wet,True
1079,60,Milo,alert half-turn,down at hands,points to shelf,side-on boundary,2.297,2.477,0.346645,0.332645,True,tired,True
1080,61,Sera,open stance,toward tool,touches chest,avatar,2.27,2.06,0.338942,0.356942,True,steady,True
1081,61,Tovan,focused crouch,away then back,offers handle,avatar,2.242,2.032,0.312539,0.318539,True,wet,True
1082,61,Nia,alert half-turn,toward bystander,steps aside,avatar,2.214,2.004,0.315516,0.321516,True,steady,True
1083,61,Ari,open stance,toward exit,small wave,avatar,2.186,1.976,0.362156,0.380156,True,wet,True
1084,61,Fay,focused crouch,down at hands,palm stop,side-on boundary,2.158,2.338,0.348165,0.334165,True,steady,True
1085,61,Milo,alert half-turn,toward avatar,points to shelf,avatar,2.13,1.92,0.344644,0.350644,True,steady,True
1086,61,Sera,open stance,toward tool,touches chest,side-on boundary,2.103,2.283,0.337775,0.323775,True,steady,True
1087,61,Tovan,focused crouch,away then back,offers handle,avatar,2.075,1.865,0.311454,0.329454,True,wet,True
1088,61,Nia,alert half-turn,toward bystander,steps aside,avatar,2.047,1.837,0.342632,0.348632,True,steady,True
1089,61,Ari,open stance,toward exit,small wave,avatar,2.02,1.81,0.363699,0.369699,True,wet,True
1090,61,Fay,focused crouch,down at hands,palm stop,avatar,1.993,1.783,0.330733,0.348733,True,steady,True
1091,61,Milo,alert half-turn,toward avatar,points to shelf,side-on boundary,1.966,2.146,0.3134,0.2994,True,steady,True
1092,61,Sera,open stance,toward tool,touches chest,avatar,1.939,1.729,0.33294,0.33894,True,steady,True
1093,61,Tovan,focused crouch,away then back,offers handle,side-on boundary,1.912,2.092,0.334586,0.320586,True,wet,True
1094,61,Nia,alert half-turn,toward bystander,steps aside,avatar,1.886,1.676,0.331888,0.349888,True,steady,True
1095,61,Ari,open stance,toward exit,small wave,avatar,1.86,1.65,0.369075,0.375075,True,wet,True
1096,61,Fay,focused crouch,down at hands,palm stop,avatar,1.834,1.624,0.328739,0.334739,True,steady,True
1097,61,Milo,alert half-turn,toward avatar,points to shelf,avatar,1.809,1.599,0.338211,0.356211,True,tired,True
1098,62,Sera,open stance,away then back,touches chest,side-on boundary,1.784,1.964,0.306548,0.292548,True,wet,True
1099,62,Tovan,focused crouch,toward bystander,offers handle,avatar,1.759,1.549,0.342811,0.360811,True,steady,True
1100,62,Nia,alert half-turn,toward exit,steps aside,avatar,1.735,1.525,0.343284,0.349284,True,wet,True
1101,62,Ari,open stance,down at hands,small wave,avatar,1.712,1.502,0.356289,0.362289,True,steady,True
1102,62,Fay,focused crouch,toward avatar,palm stop,avatar,1.688,1.478,0.329043,0.347043,True,steady,True
1103,62,Milo,alert half-turn,toward tool,points to shelf,side-on boundary,1.666,1.846,0.339228,0.325228,True,steady,True
1104,62,Sera,open stance,away then back,touches chest,avatar,1.644,1.434,0.319854,0.325854,True,wet,True
1105,62,Tovan,focused crouch,toward bystander,offers handle,side-on boundary,1.622,1.802,0.316842,0.302842,True,steady,True
1106,62,Nia,alert half-turn,toward exit,steps aside,avatar,1.601,1.391,0.341528,0.359528,True,wet,True
1107,62,Ari,open stance,down at hands,small wave,avatar,1.58,1.37,0.322426,0.328426,True,steady,True
1108,62,Fay,focused crouch,toward avatar,palm stop,avatar,1.56,1.35,0.329946,0.335946,True,steady,True
1109,62,Milo,alert half-turn,toward tool,points to shelf,avatar,1.541,1.331,0.306069,0.324069,True,steady,True
1110,62,Sera,open stance,away then back,touches chest,side-on boundary,1.522,1.702,0.325045,0.311045,True,wet,True
1111,62,Tovan,focused crouch,toward bystander,offers handle,avatar,1.504,1.294,0.322484,0.328484,True,steady,True
1112,62,Nia,alert half-turn,toward exit,steps aside,side-on boundary,1.487,1.667,0.338778,0.324778,True,wet,True
1113,62,Ari,open stance,down at hands,small wave,avatar,1.47,1.26,0.340024,0.358024,True,steady,True
1114,62,Fay,focused crouch,toward avatar,palm stop,avatar,1.454,1.244,0.329499,0.335499,True,steady,True
1115,62,Milo,alert half-turn,toward tool,points to shelf,avatar,1.439,1.229,0.32491,0.33091,True,steady,True
1116,63,Sera,open stance,toward bystander,touches chest,avatar,1.425,1.215,0.335264,0.341264,True,steady,True
1117,63,Tovan,focused crouch,toward exit,offers handle,side-on boundary,1.411,1.591,0.332065,0.318065,True,wet,True
1118,63,Nia,alert half-turn,down at hands,steps aside,avatar,1.398,1.188,0.355314,0.373314,True,steady,True
1119,63,Ari,open stance,toward avatar,small wave,avatar,1.385,1.175,0.334043,0.340043,True,steady,True
1120,63,Fay,focused crouch,toward tool,palm stop,avatar,1.374,1.164,0.326089,0.332089,True,steady,True
1121,63,Milo,alert half-turn,away then back,points to shelf,avatar,1.363,1.153,0.310413,0.328413,True,wet,True
1122,63,Sera,open stance,toward bystander,touches chest,side-on boundary,1.353,1.533,0.311311,0.297311,True,steady,True
1123,63,Tovan,focused crouch,toward exit,offers handle,avatar,1.344,1.134,0.342614,0.348614,True,wet,True
1124,63,Nia,alert half-turn,down at hands,steps aside,side-on boundary,1.336,1.516,0.338256,0.324256,True,steady,True
1125,63,Ari,open stance,toward avatar,small wave,avatar,1.329,1.119,0.30796,0.32596,True,steady,True
1126,63,Fay,focused crouch,toward tool,palm stop,avatar,1.322,1.112,0.33524,0.34124,True,steady,True
1127,63,Milo,alert half-turn,away then back,points to shelf,avatar,1.316,1.106,0.309113,0.315113,True,wet,True
1128,63,Sera,open stance,toward bystander,touches chest,avatar,1.312,1.102,0.3412,0.3592,True,steady,True
1129,63,Tovan,focused crouch,toward exit,offers handle,side-on boundary,1.308,1.488,0.336184,0.322184,True,wet,True
1130,63,Nia,alert half-turn,down at hands,steps aside,avatar,1.304,1.094,0.339597,0.345597,True,steady,True
1131,63,Ari,open stance,toward avatar,small wave,side-on boundary,1.302,1.482,0.315662,0.301662,True,steady,True
1132,63,Fay,focused crouch,toward tool,palm stop,avatar,1.301,1.091,0.304715,0.322715,True,steady,True
1133,63,Milo,alert half-turn,away then back,points to shelf,avatar,1.3,1.09,0.321848,0.327848,True,steady,True
1134,64,Sera,open stance,toward exit,touches chest,side-on boundary,1.3,1.48,0.316594,0.302594,True,steady,True
1135,64,Tovan,focused crouch,down at hands,offers handle,avatar,1.301,1.091,0.346788,0.352788,True,steady,True
1136,64,Nia,alert half-turn,toward avatar,steps aside,side-on boundary,1.303,1.483,0.378312,0.364312,True,steady,True
1137,64,Ari,open stance,toward tool,small wave,avatar,1.306,1.096,0.30378,0.32178,True,steady,True
1138,64,Fay,focused crouch,away then back,palm stop,avatar,1.31,1.1,0.306253,0.312253,True,steady,True
1139,64,Milo,alert half-turn,toward bystander,points to shelf,avatar,1.315,1.105,0.328375,0.334375,True,steady,True
1140,64,Sera,open stance,toward exit,touches chest,avatar,1.32,1.11,0.334682,0.352682,True,steady,True
1141,64,Tovan,focused crouch,down at hands,offers handle,side-on boundary,1.326,1.506,0.340465,0.326465,True,steady,True
1142,64,Nia,alert half-turn,toward avatar,steps aside,avatar,1.333,1.123,0.381987,0.387987,True,steady,True
1143,64,Ari,open stance,toward tool,small wave,side-on boundary,1.341,1.521,0.328128,0.314128,True,steady,True
1144,64,Fay,focused crouch,away then back,palm stop,avatar,1.35,1.14,0.321768,0.339768,True,steady,True
1145,64,Milo,alert half-turn,toward bystander,points to shelf,avatar,1.36,1.15,0.310966,0.316966,True,steady,True
1146,64,Sera,open stance,toward exit,touches chest,avatar,1.37,1.16,0.31789,0.32389,True,steady,True
1147,64,Tovan,focused crouch,down at hands,offers handle,avatar,1.381,1.171,0.361118,0.379118,True,steady,True
1148,64,Nia,alert half-turn,toward avatar,steps aside,side-on boundary,1.393,1.573,0.382722,0.368722,True,steady,True
1149,64,Ari,open stance,toward tool,small wave,avatar,1.406,1.196,0.312053,0.318053,True,steady,True
1150,64,Fay,focused crouch,away then back,palm stop,side-on boundary,1.42,1.6,0.308607,0.294607,True,steady,True
1151,64,Milo,alert half-turn,toward bystander,points to shelf,avatar,1.434,1.224,0.317643,0.335643,True,steady,True
1152,65,Sera,open stance,down at hands,touches chest,avatar,1.449,1.239,0.359861,0.377861,True,steady,True
1153,65,Tovan,focused crouch,toward avatar,offers handle,side-on boundary,1.465,1.645,0.372419,0.358419,True,steady,True
1154,65,Nia,alert half-turn,toward tool,steps aside,avatar,1.481,1.271,0.382446,0.388446,True,steady,True
1155,65,Ari,open stance,away then back,small wave,side-on boundary,1.498,1.678,0.300429,0.286429,True,steady,True
1156,65,Fay,focused crouch,toward bystander,palm stop,avatar,1.516,1.306,0.317913,0.335913,True,steady,True
1157,65,Milo,alert half-turn,toward exit,points to shelf,avatar,1.535,1.325,0.342096,0.348096,True,steady,True
1158,65,Sera,open stance,down at hands,touches chest,avatar,1.554,1.344,0.355525,0.361525,True,steady,True
1159,65,Tovan,focused crouch,toward avatar,offers handle,avatar,1.573,1.363,0.354432,0.372432,True,steady,True
1160,65,Nia,alert half-turn,toward tool,steps aside,side-on boundary,1.594,1.774,0.384846,0.370846,True,steady,True
1161,65,Ari,open stance,away then back,small wave,avatar,1.615,1.405,0.332263,0.338263,True,steady,True
1162,65,Fay,focused crouch,toward bystander,palm stop,side-on boundary,1.636,1.816,0.310445,0.296445,True,steady,True
1163,65,Milo,alert half-turn,toward exit,points to shelf,avatar,1.658,1.448,0.320482,0.338482,True,wet,True
1164,65,Sera,open stance,down at hands,touches chest,avatar,1.681,1.471,0.330207,0.336207,True,steady,True
1165,65,Tovan,focused crouch,toward avatar,offers handle,avatar,1.704,1.494,0.357668,0.363668,True,steady,True
1166,65,Nia,alert half-turn,toward tool,steps aside,avatar,1.727,1.517,0.398641,0.416641,True,steady,True
1167,65,Ari,open stance,away then back,small wave,side-on boundary,1.751,1.931,0.319983,0.305983,True,wet,True
1168,65,Fay,focused crouch,toward bystander,palm stop,avatar,1.776,1.566,0.308733,0.314733,True,steady,True
1169,65,Milo,alert half-turn,toward exit,points to shelf,side-on boundary,1.8,1.98,0.336595,0.322595,True,wet,True
1170,66,Sera,open stance,toward avatar,touches chest,avatar,1.826,1.616,0.356025,0.362025,True,steady,True
1171,66,Tovan,focused crouch,toward tool,offers handle,avatar,1.851,1.641,0.371821,0.389821,True,steady,True
1172,66,Nia,alert half-turn,away then back,steps aside,side-on boundary,1.877,2.057,0.429488,0.415488,True,wet,True
1173,66,Ari,open stance,toward bystander,small wave,avatar,1.903,1.693,0.314931,0.320931,True,steady,True
1174,66,Fay,focused crouch,toward exit,palm stop,side-on boundary,1.93,2.11,0.329165,0.315165,True,wet,True
1175,66,Milo,alert half-turn,down at hands,points to shelf,avatar,1.956,1.746,0.331015,0.349015,True,steady,True
1176,66,Sera,open stance,toward avatar,touches chest,avatar,1.983,1.773,0.380847,0.386847,True,steady,True
1177,66,Tovan,focused crouch,toward tool,offers handle,avatar,2.011,1.801,0.403495,0.409495,True,steady,True
1178,66,Nia,alert half-turn,away then back,steps aside,avatar,2.038,1.828,0.400385,0.418385,True,wet,True
1179,66,Ari,open stance,toward bystander,small wave,side-on boundary,2.065,2.245,0.3141,0.3001,True,steady,True
1180,66,Fay,focused crouch,toward exit,palm stop,avatar,2.093,1.883,0.31457,0.32057,True,wet,True
1181,66,Milo,alert half-turn,down at hands,points to shelf,side-on boundary,2.121,2.301,0.363314,0.349314,True,steady,True
1182,66,Sera,open stance,toward avatar,touches chest,avatar,2.149,1.939,0.347951,0.365951,True,steady,True
