tick_id,day,week,settlement_id,simulated_year,dialect_family,phrase,ritual,craft_technology,lineage_memory,culture_marker_visible,not_autonomous_language_claim,frequency_hz,flower_phase
570,36,6,glass_harbor,1269,harbor chime-family,harbor-4-keep Puck,lamp touch,salt steps tool lineage v4,Puck remembers harbor chime-family shelter rule from year 1266,True,True,7.648052,0.03815
571,36,6,cinder_garden,1340,cinder pulse-family,cinder-5-keep Wren,cool hand sign,seed shelf tool lineage v5,Wren remembers cinder pulse-family shelter rule from year 1337,True,True,10.15538,0.068858
572,36,6,lichen_bridge,1418,bridge hum-family,bridge-5-keep Kio,rope touch,rope bridge tool lineage v6,Kio remembers bridge hum-family shelter rule from year 1415,True,True,9.016052,0.060667
573,36,6,orchid_engine,1493,engine ring-family,engine-3-keep Cai,orchid cup,orchid bay tool lineage v7,Cai remembers engine ring-family shelter rule from year 1490,True,True,11.36971,0.089075
574,36,6,moss_ward,1185,moss-ward breath-family,moss-ward-4-keep Milo,door-watch blessing,tool nook tool lineage v8,Milo remembers moss-ward breath-family shelter rule from year 1182,True,True,6.779549,0.047683
575,36,6,glass_harbor,1269,harbor chime-family,harbor-4-keep Sera,tea before crossing,lamp pier tool lineage v9,Sera remembers harbor chime-family shelter rule from year 1266,True,True,7.878,0.064192
576,37,6,lichen_bridge,1418,bridge hum-family,bridge-5-keep Kio,shared bowl,signal post tool lineage v6,Kio remembers bridge hum-family shelter rule from year 1415,True,True,8.152876,0.0815
577,37,6,orchid_engine,1493,engine ring-family,engine-3-keep Cai,gear-wash thanks,gear wash tool lineage v7,Cai remembers engine ring-family shelter rule from year 1490,True,True,10.506534,0.109908
578,37,6,moss_ward,1185,moss-ward breath-family,moss-ward-4-keep Milo,warm cup before work,moss lane tool lineage v8,Milo remembers moss-ward breath-family shelter rule from year 1182,True,True,5.916373,0.068517
579,37,6,glass_harbor,1269,harbor chime-family,harbor-4-keep Sera,lamp touch,salt steps tool lineage v9,Sera remembers harbor chime-family shelter rule from year 1266,True,True,7.038,0.085025
580,37,6,cinder_garden,1340,cinder pulse-family,cinder-5-keep Juno,cool hand sign,seed shelf tool lineage v10,Juno remembers cinder pulse-family shelter rule from year 1337,True,True,9.778389,0.115733
581,37,6,lichen_bridge,1418,bridge hum-family,bridge-6-keep Luma,rope touch,rope bridge tool lineage v11,Luma remembers bridge hum-family shelter rule from year 1415,True,True,8.506355,0.107542
582,37,6,orchid_engine,1493,engine ring-family,engine-3-keep Dax,orchid cup,orchid bay tool lineage v0,Dax remembers engine ring-family shelter rule from year 1490,True,True,10.878791,0.13595
583,37,6,moss_ward,1185,moss-ward breath-family,moss-ward-4-keep Tala,door-watch blessing,tool nook tool lineage v1,Tala remembers moss-ward breath-family shelter rule from year 1182,True,True,6.20276,0.094558
584,37,6,glass_harbor,1269,harbor chime-family,harbor-3-keep Nia,tea before crossing,lamp pier tool lineage v2,Nia remembers harbor chime-family shelter rule from year 1266,True,True,7.466979,0.111067
585,37,6,cinder_garden,1340,cinder pulse-family,cinder-4-keep Pax,seed-count chant,ash path tool lineage v3,Pax remembers cinder pulse-family shelter rule from year 1337,True,True,10.124188,0.141775
586,37,6,lichen_bridge,1418,bridge hum-family,bridge-5-keep Rin,signal hush,lichen wall tool lineage v4,Rin remembers bridge hum-family shelter rule from year 1415,True,True,8.833928,0.133583
587,37,6,orchid_engine,1493,engine ring-family,engine-3-keep Eli,valve pause,engine ring tool lineage v5,Eli remembers engine ring-family shelter rule from year 1490,True,True,11.13538,0.161992
588,37,6,moss_ward,1185,moss-ward breath-family,moss-ward-3-keep Ari,blanket share,rain gate tool lineage v6,Ari remembers moss-ward breath-family shelter rule from year 1182,True,True,6.663391,0.1206
589,37,6,glass_harbor,1269,harbor chime-family,harbor-4-keep Oren,net-knot thanks,net room tool lineage v7,Oren remembers harbor chime-family shelter rule from year 1266,True,True,7.866137,0.137108
590,37,6,cinder_garden,1340,cinder pulse-family,cinder-5-keep Vale,shade cloth bow,ember bed tool lineage v8,Vale remembers cinder pulse-family shelter rule from year 1337,True,True,10.502989,0.167817
591,37,6,lichen_bridge,1418,bridge hum-family,bridge-5-keep Sol,shared bowl,signal post tool lineage v9,Sol remembers bridge hum-family shelter rule from year 1415,True,True,9.088,0.159625
592,38,6,moss_ward,1185,moss-ward breath-family,moss-ward-3-keep Ari,door-watch blessing,tool nook tool lineage v6,Ari remembers moss-ward breath-family shelter rule from year 1182,True,True,5.800215,0.141433
593,38,6,glass_harbor,1269,harbor chime-family,harbor-4-keep Oren,tea before crossing,lamp pier tool lineage v7,Oren remembers harbor chime-family shelter rule from year 1266,True,True,7.002961,0.157942
594,38,6,cinder_garden,1340,cinder pulse-family,cinder-5-keep Vale,seed-count chant,ash path tool lineage v8,Vale remembers cinder pulse-family shelter rule from year 1337,True,True,9.639813,0.18865
595,38,6,lichen_bridge,1418,bridge hum-family,bridge-5-keep Sol,signal hush,lichen wall tool lineage v9,Sol remembers bridge hum-family shelter rule from year 1415,True,True,8.248,0.180458
596,38,6,orchid_engine,1493,engine ring-family,engine-3-keep Bea,valve pause,engine ring tool lineage v10,Bea remembers engine ring-family shelter rule from year 1490,True,True,10.76288,0.208867
597,38,6,moss_ward,1185,moss-ward breath-family,moss-ward-3-keep Fay,blanket share,rain gate tool lineage v11,Fay remembers moss-ward breath-family shelter rule from year 1182,True,True,6.173204,0.167475
598,38,6,glass_harbor,1269,harbor chime-family,harbor-4-keep Puck,net-knot thanks,net room tool lineage v0,Puck remembers harbor chime-family shelter rule from year 1266,True,True,7.375432,0.183983
599,38,6,cinder_garden,1340,cinder pulse-family,cinder-5-keep Wren,shade cloth bow,ember bed tool lineage v1,Wren remembers cinder pulse-family shelter rule from year 1337,True,True,9.88276,0.214692
600,38,6,lichen_bridge,1418,bridge hum-family,bridge-5-keep Kio,shared bowl,signal post tool lineage v2,Kio remembers bridge hum-family shelter rule from year 1415,True,True,8.720256,0.2065
601,38,6,orchid_engine,1493,engine ring-family,engine-3-keep Cai,gear-wash thanks,gear wash tool lineage v3,Cai remembers engine ring-family shelter rule from year 1490,True,True,11.073914,0.234908
602,38,6,moss_ward,1185,moss-ward breath-family,moss-ward-4-keep Milo,warm cup before work,moss lane tool lineage v4,Milo remembers moss-ward breath-family shelter rule from year 1182,True,True,6.483753,0.193517
603,38,6,glass_harbor,1269,harbor chime-family,harbor-4-keep Sera,lamp touch,salt steps tool lineage v5,Sera remembers harbor chime-family shelter rule from year 1266,True,True,7.60538,0.210025
604,38,6,cinder_garden,1340,cinder pulse-family,cinder-5-keep Juno,cool hand sign,seed shelf tool lineage v6,Juno remembers cinder pulse-family shelter rule from year 1337,True,True,10.345769,0.240733
605,38,6,lichen_bridge,1418,bridge hum-family,bridge-6-keep Luma,rope touch,rope bridge tool lineage v7,Luma remembers bridge hum-family shelter rule from year 1415,True,True,9.073735,0.232542
606,38,6,orchid_engine,1493,engine ring-family,engine-3-keep Dax,orchid cup,orchid bay tool lineage v8,Dax remembers engine ring-family shelter rule from year 1490,True,True,11.446171,0.26095
607,38,6,moss_ward,1185,moss-ward breath-family,moss-ward-4-keep Tala,door-watch blessing,tool nook tool lineage v9,Tala remembers moss-ward breath-family shelter rule from year 1182,True,True,6.748,0.219558
608,39,6,cinder_garden,1340,cinder pulse-family,cinder-5-keep Juno,shade cloth bow,ember bed tool lineage v6,Juno remembers cinder pulse-family shelter rule from year 1337,True,True,9.482593,0.261567
609,39,6,lichen_bridge,1418,bridge hum-family,bridge-6-keep Luma,shared bowl,signal post tool lineage v7,Luma remembers bridge hum-family shelter rule from year 1415,True,True,8.210559,0.253375
610,39,6,orchid_engine,1493,engine ring-family,engine-3-keep Dax,gear-wash thanks,gear wash tool lineage v8,Dax remembers engine ring-family shelter rule from year 1490,True,True,10.582995,0.281783
611,39,6,moss_ward,1185,moss-ward breath-family,moss-ward-4-keep Tala,warm cup before work,moss lane tool lineage v9,Tala remembers moss-ward breath-family shelter rule from year 1182,True,True,5.908,0.240392
612,39,6,glass_harbor,1269,harbor chime-family,harbor-3-keep Nia,lamp touch,salt steps tool lineage v10,Nia remembers harbor chime-family shelter rule from year 1266,True,True,7.194359,0.2569
613,39,6,cinder_garden,1340,cinder pulse-family,cinder-4-keep Pax,cool hand sign,seed shelf tool lineage v11,Pax remembers cinder pulse-family shelter rule from year 1337,True,True,9.854028,0.287608
614,39,6,lichen_bridge,1418,bridge hum-family,bridge-5-keep Rin,rope touch,rope bridge tool lineage v0,Rin remembers bridge hum-family shelter rule from year 1415,True,True,8.561308,0.279417
615,39,6,orchid_engine,1493,engine ring-family,engine-3-keep Eli,orchid cup,orchid bay tool lineage v1,Eli remembers engine ring-family shelter rule from year 1490,True,True,10.86522,0.307825
616,39,6,moss_ward,1185,moss-ward breath-family,moss-ward-3-keep Ari,door-watch blessing,tool nook tool lineage v2,Ari remembers moss-ward breath-family shelter rule from year 1182,True,True,6.370055,0.266433
617,39,6,glass_harbor,1269,harbor chime-family,harbor-4-keep Oren,tea before crossing,lamp pier tool lineage v3,Oren remembers harbor chime-family shelter rule from year 1266,True,True,7.570341,0.282942
618,39,6,cinder_garden,1340,cinder pulse-family,cinder-5-keep Vale,seed-count chant,ash path tool lineage v4,Vale remembers cinder pulse-family shelter rule from year 1337,True,True,10.209653,0.31365
619,39,6,lichen_bridge,1418,bridge hum-family,bridge-5-keep Sol,signal hush,lichen wall tool lineage v5,Sol remembers bridge hum-family shelter rule from year 1415,True,True,8.81538,0.305458
620,39,6,orchid_engine,1493,engine ring-family,engine-3-keep Bea,valve pause,engine ring tool lineage v6,Bea remembers engine ring-family shelter rule from year 1490,True,True,11.33272,0.333867
621,39,6,moss_ward,1185,moss-ward breath-family,moss-ward-3-keep Fay,blanket share,rain gate tool lineage v7,Fay remembers moss-ward breath-family shelter rule from year 1182,True,True,6.743044,0.292475
622,39,6,glass_harbor,1269,harbor chime-family,harbor-4-keep Puck,net-knot thanks,net room tool lineage v8,Puck remembers harbor chime-family shelter rule from year 1266,True,True,7.942812,0.308983
623,39,6,cinder_garden,1340,cinder pulse-family,cinder-5-keep Wren,shade cloth bow,ember bed tool lineage v9,Wren remembers cinder pulse-family shelter rule from year 1337,True,True,10.428,0.339692
624,40,6,orchid_engine,1493,engine ring-family,engine-3-keep Bea,orchid cup,orchid bay tool lineage v6,Bea remembers engine ring-family shelter rule from year 1490,True,True,10.469544,0.3547
625,40,6,moss_ward,1185,moss-ward breath-family,moss-ward-3-keep Fay,door-watch blessing,tool nook tool lineage v7,Fay remembers moss-ward breath-family shelter rule from year 1182,True,True,5.879868,0.313308
626,40,6,glass_harbor,1269,harbor chime-family,harbor-4-keep Puck,tea before crossing,lamp pier tool lineage v8,Puck remembers harbor chime-family shelter rule from year 1266,True,True,7.079636,0.329817
627,40,6,cinder_garden,1340,cinder pulse-family,cinder-5-keep Wren,seed-count chant,ash path tool lineage v9,Wren remembers cinder pulse-family shelter rule from year 1337,True,True,9.588,0.360525
628,40,6,lichen_bridge,1418,bridge hum-family,bridge-5-keep Kio,signal hush,lichen wall tool lineage v10,Kio remembers bridge hum-family shelter rule from year 1415,True,True,8.450096,0.352333
629,40,6,orchid_engine,1493,engine ring-family,engine-3-keep Cai,valve pause,engine ring tool lineage v11,Cai remembers engine ring-family shelter rule from year 1490,True,True,10.801294,0.380742
630,40,6,moss_ward,1185,moss-ward breath-family,moss-ward-4-keep Milo,blanket share,rain gate tool lineage v0,Milo remembers moss-ward breath-family shelter rule from year 1182,True,True,6.211133,0.33935
631,40,6,glass_harbor,1269,harbor chime-family,harbor-4-keep Sera,net-knot thanks,net room tool lineage v1,Sera remembers harbor chime-family shelter rule from year 1266,True,True,7.33276,0.355858
632,40,6,cinder_garden,1340,cinder pulse-family,cinder-5-keep Juno,shade cloth bow,ember bed tool lineage v2,Juno remembers cinder pulse-family shelter rule from year 1337,True,True,10.049973,0.386567
633,40,6,lichen_bridge,1418,bridge hum-family,bridge-6-keep Luma,shared bowl,signal post tool lineage v3,Luma remembers bridge hum-family shelter rule from year 1415,True,True,8.780399,0.378375
634,40,6,orchid_engine,1493,engine ring-family,engine-3-keep Dax,gear-wash thanks,gear wash tool lineage v4,Dax remembers engine ring-family shelter rule from year 1490,True,True,11.150375,0.406783
635,40,6,moss_ward,1185,moss-ward breath-family,moss-ward-4-keep Tala,warm cup before work,moss lane tool lineage v5,Tala remembers moss-ward breath-family shelter rule from year 1182,True,True,6.47538,0.365392
636,40,6,glass_harbor,1269,harbor chime-family,harbor-3-keep Nia,lamp touch,salt steps tool lineage v6,Nia remembers harbor chime-family shelter rule from year 1266,True,True,7.761739,0.3819
637,40,6,cinder_garden,1340,cinder pulse-family,cinder-4-keep Pax,cool hand sign,seed shelf tool lineage v7,Pax remembers cinder pulse-family shelter rule from year 1337,True,True,10.421408,0.412608
638,40,6,lichen_bridge,1418,bridge hum-family,bridge-5-keep Rin,rope touch,rope bridge tool lineage v8,Rin remembers bridge hum-family shelter rule from year 1415,True,True,9.131148,0.404417
639,40,6,orchid_engine,1493,engine ring-family,engine-3-keep Eli,orchid cup,orchid bay tool lineage v9,Eli remembers engine ring-family shelter rule from year 1490,True,True,11.408,0.432825
640,41,6,glass_harbor,1269,harbor chime-family,harbor-3-keep Nia,net-knot thanks,net room tool lineage v6,Nia remembers harbor chime-family shelter rule from year 1266,True,True,6.898563,0.402733
641,41,6,cinder_garden,1340,cinder pulse-family,cinder-4-keep Pax,shade cloth bow,ember bed tool lineage v7,Pax remembers cinder pulse-family shelter rule from year 1337,True,True,9.558232,0.433442
642,41,6,lichen_bridge,1418,bridge hum-family,bridge-5-keep Rin,shared bowl,signal post tool lineage v8,Rin remembers bridge hum-family shelter rule from year 1415,True,True,8.267972,0.42525
643,41,6,orchid_engine,1493,engine ring-family,engine-3-keep Eli,gear-wash thanks,gear wash tool lineage v9,Eli remembers engine ring-family shelter rule from year 1490,True,True,10.568,0.453658
644,41,6,moss_ward,1185,moss-ward breath-family,moss-ward-3-keep Ari,warm cup before work,moss lane tool lineage v10,Ari remembers moss-ward breath-family shelter rule from year 1182,True,True,6.097435,0.412267
645,41,6,glass_harbor,1269,harbor chime-family,harbor-4-keep Oren,lamp touch,salt steps tool lineage v11,Oren remembers harbor chime-family shelter rule from year 1266,True,True,7.300181,0.428775
646,41,6,cinder_garden,1340,cinder pulse-family,cinder-5-keep Vale,cool hand sign,seed shelf tool lineage v0,Vale remembers cinder pulse-family shelter rule from year 1337,True,True,9.937033,0.459483
647,41,6,lichen_bridge,1418,bridge hum-family,bridge-5-keep Sol,rope touch,rope bridge tool lineage v1,Sol remembers bridge hum-family shelter rule from year 1415,True,True,8.54522,0.451292
648,41,6,orchid_engine,1493,engine ring-family,engine-3-keep Bea,orchid cup,orchid bay tool lineage v2,Bea remembers engine ring-family shelter rule from year 1490,True,True,11.036924,0.4797
