tick,day,selected_resident,visible_schedule,visible_project,visible_debt,visible_care_need,visible_trust,panel_patch,private_workspace_hidden
877,49,Tovan,seek tool,repair awning,repair promise,guarded,0.662342,"{""debt"": ""repair promise"", ""project"": ""repair awning"", ""resident"": ""Tovan"", ""schedule"": ""seek tool"", ""trust"": 0.6623}",True
878,49,Nia,care duty,fix bridge peg,missed greeting,relieved,0.655093,"{""debt"": ""missed greeting"", ""project"": ""fix bridge peg"", ""resident"": ""Nia"", ""schedule"": ""care duty"", ""trust"": 0.6551}",True
879,49,Ari,private task,patch cloak,care favor,steady,0.42012,"{""debt"": ""care favor"", ""project"": ""patch cloak"", ""resident"": ""Ari"", ""schedule"": ""private task"", ""trust"": 0.4201}",True
880,49,Fay,recover focus,repair awning,route warning,tired,0.32205,"{""debt"": ""route warning"", ""project"": ""repair awning"", ""resident"": ""Fay"", ""schedule"": ""recover focus"", ""trust"": 0.322}",True
881,49,Milo,work,fix bridge peg,tool loan,wet,0.387617,"{""debt"": ""tool loan"", ""project"": ""fix bridge peg"", ""resident"": ""Milo"", ""schedule"": ""work"", ""trust"": 0.3876}",True
882,50,Sera,negotiate debt,map safe route,repair promise,hungry,0.545646,"{""debt"": ""repair promise"", ""project"": ""map safe route"", ""resident"": ""Sera"", ""schedule"": ""negotiate debt"", ""trust"": 0.5456}",True
883,50,Tovan,care duty,dry seed store,missed greeting,focused,0.626782,"{""debt"": ""missed greeting"", ""project"": ""dry seed store"", ""resident"": ""Tovan"", ""schedule"": ""care duty"", ""trust"": 0.6268}",True
884,50,Nia,care duty,sort herb shelf,care favor,guarded,0.617173,"{""debt"": ""care favor"", ""project"": ""sort herb shelf"", ""resident"": ""Nia"", ""schedule"": ""care duty"", ""trust"": 0.6172}",True
885,50,Ari,private task,map safe route,route warning,relieved,0.431784,"{""debt"": ""route warning"", ""project"": ""map safe route"", ""resident"": ""Ari"", ""schedule"": ""private task"", ""trust"": 0.4318}",True
886,50,Fay,recover focus,dry seed store,tool loan,steady,0.330133,"{""debt"": ""tool loan"", ""project"": ""dry seed store"", ""resident"": ""Fay"", ""schedule"": ""recover focus"", ""trust"": 0.3301}",True
887,50,Milo,work,sort herb shelf,water carry,tired,0.377919,"{""debt"": ""water carry"", ""project"": ""sort herb shelf"", ""resident"": ""Milo"", ""schedule"": ""work"", ""trust"": 0.3779}",True
888,50,Sera,rest,map safe route,repair promise,wet,0.549608,"{""debt"": ""repair promise"", ""project"": ""map safe route"", ""resident"": ""Sera"", ""schedule"": ""rest"", ""trust"": 0.5496}",True
889,50,Tovan,seek tool,dry seed store,missed greeting,hungry,0.629851,"{""debt"": ""missed greeting"", ""project"": ""dry seed store"", ""resident"": ""Tovan"", ""schedule"": ""seek tool"", ""trust"": 0.6299}",True
890,50,Nia,seek tool,sort herb shelf,care favor,focused,0.62985,"{""debt"": ""care favor"", ""project"": ""sort herb shelf"", ""resident"": ""Nia"", ""schedule"": ""seek tool"", ""trust"": 0.6298}",True
891,50,Ari,private task,map safe route,route warning,guarded,0.410702,"{""debt"": ""route warning"", ""project"": ""map safe route"", ""resident"": ""Ari"", ""schedule"": ""private task"", ""trust"": 0.4107}",True
892,50,Fay,private task,dry seed store,tool loan,relieved,0.308603,"{""debt"": ""tool loan"", ""project"": ""dry seed store"", ""resident"": ""Fay"", ""schedule"": ""private task"", ""trust"": 0.3086}",True
893,50,Milo,recover focus,sort herb shelf,water carry,steady,0.383174,"{""debt"": ""water carry"", ""project"": ""sort herb shelf"", ""resident"": ""Milo"", ""schedule"": ""recover focus"", ""trust"": 0.3832}",True
894,50,Sera,work,map safe route,repair promise,tired,0.540044,"{""debt"": ""repair promise"", ""project"": ""map safe route"", ""resident"": ""Sera"", ""schedule"": ""work"", ""trust"": 0.54}",True
895,50,Tovan,rest,dry seed store,missed greeting,wet,0.680666,"{""debt"": ""missed greeting"", ""project"": ""dry seed store"", ""resident"": ""Tovan"", ""schedule"": ""rest"", ""trust"": 0.6807}",True
896,50,Nia,negotiate debt,sort herb shelf,care favor,hungry,0.625031,"{""debt"": ""care favor"", ""project"": ""sort herb shelf"", ""resident"": ""Nia"", ""schedule"": ""negotiate debt"", ""trust"": 0.625}",True
897,50,Ari,care duty,map safe route,route warning,focused,0.388187,"{""debt"": ""route warning"", ""project"": ""map safe route"", ""resident"": ""Ari"", ""schedule"": ""care duty"", ""trust"": 0.3882}",True
898,50,Fay,care duty,dry seed store,tool loan,guarded,0.321701,"{""debt"": ""tool loan"", ""project"": ""dry seed store"", ""resident"": ""Fay"", ""schedule"": ""care duty"", ""trust"": 0.3217}",True
899,50,Milo,recover focus,sort herb shelf,water carry,relieved,0.332993,"{""debt"": ""water carry"", ""project"": ""sort herb shelf"", ""resident"": ""Milo"", ""schedule"": ""recover focus"", ""trust"": 0.333}",True
900,51,Sera,work,repair awning,missed greeting,steady,0.57146,"{""debt"": ""missed greeting"", ""project"": ""repair awning"", ""resident"": ""Sera"", ""schedule"": ""work"", ""trust"": 0.5715}",True
901,51,Tovan,rest,fix bridge peg,care favor,tired,0.661624,"{""debt"": ""care favor"", ""project"": ""fix bridge peg"", ""resident"": ""Tovan"", ""schedule"": ""rest"", ""trust"": 0.6616}",True
902,51,Nia,negotiate debt,patch cloak,route warning,wet,0.649907,"{""debt"": ""route warning"", ""project"": ""patch cloak"", ""resident"": ""Nia"", ""schedule"": ""negotiate debt"", ""trust"": 0.6499}",True
903,51,Ari,seek tool,repair awning,tool loan,hungry,0.431316,"{""debt"": ""tool loan"", ""project"": ""repair awning"", ""resident"": ""Ari"", ""schedule"": ""seek tool"", ""trust"": 0.4313}",True
904,51,Fay,private task,fix bridge peg,water carry,focused,0.291532,"{""debt"": ""water carry"", ""project"": ""fix bridge peg"", ""resident"": ""Fay"", ""schedule"": ""private task"", ""trust"": 0.2915}",True
905,51,Milo,private task,patch cloak,repair promise,guarded,0.392796,"{""debt"": ""repair promise"", ""project"": ""patch cloak"", ""resident"": ""Milo"", ""schedule"": ""private task"", ""trust"": 0.3928}",True
906,51,Sera,work,repair awning,missed greeting,relieved,0.537466,"{""debt"": ""missed greeting"", ""project"": ""repair awning"", ""resident"": ""Sera"", ""schedule"": ""work"", ""trust"": 0.5375}",True
907,51,Tovan,work,fix bridge peg,care favor,steady,0.659068,"{""debt"": ""care favor"", ""project"": ""fix bridge peg"", ""resident"": ""Tovan"", ""schedule"": ""work"", ""trust"": 0.6591}",True
908,51,Nia,rest,patch cloak,route warning,tired,0.627505,"{""debt"": ""route warning"", ""project"": ""patch cloak"", ""resident"": ""Nia"", ""schedule"": ""rest"", ""trust"": 0.6275}",True
909,51,Ari,negotiate debt,repair awning,tool loan,wet,0.397074,"{""debt"": ""tool loan"", ""project"": ""repair awning"", ""resident"": ""Ari"", ""schedule"": ""negotiate debt"", ""trust"": 0.3971}",True
910,51,Fay,seek tool,fix bridge peg,water carry,hungry,0.324712,"{""debt"": ""water carry"", ""project"": ""fix bridge peg"", ""resident"": ""Fay"", ""schedule"": ""seek tool"", ""trust"": 0.3247}",True
911,51,Milo,care duty,patch cloak,repair promise,focused,0.39713,"{""debt"": ""repair promise"", ""project"": ""patch cloak"", ""resident"": ""Milo"", ""schedule"": ""care duty"", ""trust"": 0.3971}",True
912,51,Sera,recover focus,repair awning,missed greeting,guarded,0.532147,"{""debt"": ""missed greeting"", ""project"": ""repair awning"", ""resident"": ""Sera"", ""schedule"": ""recover focus"", ""trust"": 0.5321}",True
913,51,Tovan,recover focus,fix bridge peg,care favor,relieved,0.687604,"{""debt"": ""care favor"", ""project"": ""fix bridge peg"", ""resident"": ""Tovan"", ""schedule"": ""recover focus"", ""trust"": 0.6876}",True
914,51,Nia,rest,patch cloak,route warning,steady,0.584707,"{""debt"": ""route warning"", ""project"": ""patch cloak"", ""resident"": ""Nia"", ""schedule"": ""rest"", ""trust"": 0.5847}",True
915,51,Ari,rest,repair awning,tool loan,tired,0.421857,"{""debt"": ""tool loan"", ""project"": ""repair awning"", ""resident"": ""Ari"", ""schedule"": ""rest"", ""trust"": 0.4219}",True
916,51,Fay,negotiate debt,fix bridge peg,water carry,wet,0.339588,"{""debt"": ""water carry"", ""project"": ""fix bridge peg"", ""resident"": ""Fay"", ""schedule"": ""negotiate debt"", ""trust"": 0.3396}",True
917,51,Milo,seek tool,patch cloak,repair promise,hungry,0.373403,"{""debt"": ""repair promise"", ""project"": ""patch cloak"", ""resident"": ""Milo"", ""schedule"": ""seek tool"", ""trust"": 0.3734}",True
918,52,Sera,private task,dry seed store,care favor,focused,0.568377,"{""debt"": ""care favor"", ""project"": ""dry seed store"", ""resident"": ""Sera"", ""schedule"": ""private task"", ""trust"": 0.5684}",True
919,52,Tovan,work,sort herb shelf,route warning,guarded,0.654927,"{""debt"": ""route warning"", ""project"": ""sort herb shelf"", ""resident"": ""Tovan"", ""schedule"": ""work"", ""trust"": 0.6549}",True
920,52,Nia,work,map safe route,tool loan,relieved,0.639138,"{""debt"": ""tool loan"", ""project"": ""map safe route"", ""resident"": ""Nia"", ""schedule"": ""work"", ""trust"": 0.6391}",True
921,52,Ari,negotiate debt,dry seed store,water carry,steady,0.36731,"{""debt"": ""water carry"", ""project"": ""dry seed store"", ""resident"": ""Ari"", ""schedule"": ""negotiate debt"", ""trust"": 0.3673}",True
922,52,Fay,negotiate debt,sort herb shelf,repair promise,tired,0.311964,"{""debt"": ""repair promise"", ""project"": ""sort herb shelf"", ""resident"": ""Fay"", ""schedule"": ""negotiate debt"", ""trust"": 0.312}",True
923,52,Milo,seek tool,map safe route,missed greeting,wet,0.390221,"{""debt"": ""missed greeting"", ""project"": ""map safe route"", ""resident"": ""Milo"", ""schedule"": ""seek tool"", ""trust"": 0.3902}",True
924,52,Sera,care duty,dry seed store,care favor,hungry,0.552673,"{""debt"": ""care favor"", ""project"": ""dry seed store"", ""resident"": ""Sera"", ""schedule"": ""care duty"", ""trust"": 0.5527}",True
925,52,Tovan,private task,sort herb shelf,route warning,focused,0.696764,"{""debt"": ""route warning"", ""project"": ""sort herb shelf"", ""resident"": ""Tovan"", ""schedule"": ""private task"", ""trust"": 0.6968}",True
926,52,Nia,recover focus,map safe route,tool loan,guarded,0.625951,"{""debt"": ""tool loan"", ""project"": ""map safe route"", ""resident"": ""Nia"", ""schedule"": ""recover focus"", ""trust"": 0.626}",True
927,52,Ari,rest,dry seed store,water carry,relieved,0.388593,"{""debt"": ""water carry"", ""project"": ""dry seed store"", ""resident"": ""Ari"", ""schedule"": ""rest"", ""trust"": 0.3886}",True
928,52,Fay,rest,sort herb shelf,repair promise,steady,0.320493,"{""debt"": ""repair promise"", ""project"": ""sort herb shelf"", ""resident"": ""Fay"", ""schedule"": ""rest"", ""trust"": 0.3205}",True
929,52,Milo,seek tool,map safe route,missed greeting,tired,0.364837,"{""debt"": ""missed greeting"", ""project"": ""map safe route"", ""resident"": ""Milo"", ""schedule"": ""seek tool"", ""trust"": 0.3648}",True
930,52,Sera,seek tool,dry seed store,care favor,wet,0.565368,"{""debt"": ""care favor"", ""project"": ""dry seed store"", ""resident"": ""Sera"", ""schedule"": ""seek tool"", ""trust"": 0.5654}",True
931,52,Tovan,care duty,sort herb shelf,route warning,hungry,0.675759,"{""debt"": ""route warning"", ""project"": ""sort herb shelf"", ""resident"": ""Tovan"", ""schedule"": ""care duty"", ""trust"": 0.6758}",True
932,52,Nia,private task,map safe route,tool loan,focused,0.605602,"{""debt"": ""tool loan"", ""project"": ""map safe route"", ""resident"": ""Nia"", ""schedule"": ""private task"", ""trust"": 0.6056}",True
933,52,Ari,recover focus,dry seed store,water carry,guarded,0.39944,"{""debt"": ""water carry"", ""project"": ""dry seed store"", ""resident"": ""Ari"", ""schedule"": ""recover focus"", ""trust"": 0.3994}",True
934,52,Fay,work,sort herb shelf,repair promise,relieved,0.311935,"{""debt"": ""repair promise"", ""project"": ""sort herb shelf"", ""resident"": ""Fay"", ""schedule"": ""work"", ""trust"": 0.3119}",True
935,52,Milo,negotiate debt,map safe route,missed greeting,steady,0.355181,"{""debt"": ""missed greeting"", ""project"": ""map safe route"", ""resident"": ""Milo"", ""schedule"": ""negotiate debt"", ""trust"": 0.3552}",True
936,53,Sera,care duty,fix bridge peg,route warning,tired,0.540805,"{""debt"": ""route warning"", ""project"": ""fix bridge peg"", ""resident"": ""Sera"", ""schedule"": ""care duty"", ""trust"": 0.5408}",True
937,53,Tovan,care duty,patch cloak,tool loan,wet,0.666896,"{""debt"": ""tool loan"", ""project"": ""patch cloak"", ""resident"": ""Tovan"", ""schedule"": ""care duty"", ""trust"": 0.6669}",True
938,53,Nia,private task,repair awning,water carry,hungry,0.609089,"{""debt"": ""water carry"", ""project"": ""repair awning"", ""resident"": ""Nia"", ""schedule"": ""private task"", ""trust"": 0.6091}",True
939,53,Ari,recover focus,fix bridge peg,repair promise,focused,0.391204,"{""debt"": ""repair promise"", ""project"": ""fix bridge peg"", ""resident"": ""Ari"", ""schedule"": ""recover focus"", ""trust"": 0.3912}",True
940,53,Fay,work,patch cloak,missed greeting,guarded,0.321588,"{""debt"": ""missed greeting"", ""project"": ""patch cloak"", ""resident"": ""Fay"", ""schedule"": ""work"", ""trust"": 0.3216}",True
941,53,Milo,rest,repair awning,care favor,relieved,0.42199,"{""debt"": ""care favor"", ""project"": ""repair awning"", ""resident"": ""Milo"", ""schedule"": ""rest"", ""trust"": 0.422}",True
942,53,Sera,seek tool,fix bridge peg,route warning,steady,0.55628,"{""debt"": ""route warning"", ""project"": ""fix bridge peg"", ""resident"": ""Sera"", ""schedule"": ""seek tool"", ""trust"": 0.5563}",True
943,53,Tovan,seek tool,patch cloak,tool loan,tired,0.699529,"{""debt"": ""tool loan"", ""project"": ""patch cloak"", ""resident"": ""Tovan"", ""schedule"": ""seek tool"", ""trust"": 0.6995}",True
944,53,Nia,private task,repair awning,water carry,wet,0.577644,"{""debt"": ""water carry"", ""project"": ""repair awning"", ""resident"": ""Nia"", ""schedule"": ""private task"", ""trust"": 0.5776}",True
945,53,Ari,private task,fix bridge peg,repair promise,hungry,0.374477,"{""debt"": ""repair promise"", ""project"": ""fix bridge peg"", ""resident"": ""Ari"", ""schedule"": ""private task"", ""trust"": 0.3745}",True
946,53,Fay,recover focus,patch cloak,missed greeting,focused,0.319114,"{""debt"": ""missed greeting"", ""project"": ""patch cloak"", ""resident"": ""Fay"", ""schedule"": ""recover focus"", ""trust"": 0.3191}",True
947,53,Milo,work,repair awning,care favor,guarded,0.401244,"{""debt"": ""care favor"", ""project"": ""repair awning"", ""resident"": ""Milo"", ""schedule"": ""work"", ""trust"": 0.4012}",True
948,53,Sera,rest,fix bridge peg,route warning,relieved,0.602636,"{""debt"": ""route warning"", ""project"": ""fix bridge peg"", ""resident"": ""Sera"", ""schedule"": ""rest"", ""trust"": 0.6026}",True
949,53,Tovan,negotiate debt,patch cloak,tool loan,steady,0.689022,"{""debt"": ""tool loan"", ""project"": ""patch cloak"", ""resident"": ""Tovan"", ""schedule"": ""negotiate debt"", ""trust"": 0.689}",True
950,53,Nia,care duty,repair awning,water carry,tired,0.583801,"{""debt"": ""water carry"", ""project"": ""repair awning"", ""resident"": ""Nia"", ""schedule"": ""care duty"", ""trust"": 0.5838}",True
951,53,Ari,care duty,fix bridge peg,repair promise,wet,0.398522,"{""debt"": ""repair promise"", ""project"": ""fix bridge peg"", ""resident"": ""Ari"", ""schedule"": ""care duty"", ""trust"": 0.3985}",True
952,53,Fay,recover focus,patch cloak,missed greeting,hungry,0.29601,"{""debt"": ""missed greeting"", ""project"": ""patch cloak"", ""resident"": ""Fay"", ""schedule"": ""recover focus"", ""trust"": 0.296}",True
953,53,Milo,recover focus,repair awning,care favor,focused,0.401132,"{""debt"": ""care favor"", ""project"": ""repair awning"", ""resident"": ""Milo"", ""schedule"": ""recover focus"", ""trust"": 0.4011}",True
954,54,Sera,rest,sort herb shelf,tool loan,guarded,0.584265,"{""debt"": ""tool loan"", ""project"": ""sort herb shelf"", ""resident"": ""Sera"", ""schedule"": ""rest"", ""trust"": 0.5843}",True
955,54,Tovan,negotiate debt,map safe route,water carry,relieved,0.671561,"{""debt"": ""water carry"", ""project"": ""map safe route"", ""resident"": ""Tovan"", ""schedule"": ""negotiate debt"", ""trust"": 0.6716}",True
956,54,Nia,seek tool,dry seed store,repair promise,steady,0.591992,"{""debt"": ""repair promise"", ""project"": ""dry seed store"", ""resident"": ""Nia"", ""schedule"": ""seek tool"", ""trust"": 0.592}",True
957,54,Ari,private task,sort herb shelf,missed greeting,tired,0.335875,"{""debt"": ""missed greeting"", ""project"": ""sort herb shelf"", ""resident"": ""Ari"", ""schedule"": ""private task"", ""trust"": 0.3359}",True
958,54,Fay,private task,map safe route,care favor,wet,0.319985,"{""debt"": ""care favor"", ""project"": ""map safe route"", ""resident"": ""Fay"", ""schedule"": ""private task"", ""trust"": 0.32}",True
959,54,Milo,work,dry seed store,route warning,hungry,0.37673,"{""debt"": ""route warning"", ""project"": ""dry seed store"", ""resident"": ""Milo"", ""schedule"": ""work"", ""trust"": 0.3767}",True
