tick_id,day,settlement_id,avatar_position,visible_resident,sight_packet,sound_packet,smell_packet,temperature_packet,wetness_packet,local_history_hash,prehistory_present,private_workspace_boundary,frequency_hz,flower_phase
760,43,moss_ward,stand by rain gate,Ari,Ari near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,bbf98133c9066427,True,True,20.02804,0.286222
761,43,glass_harbor,pause at lamp pier,Oren,Oren near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,bd6a48e8d95c8fce,True,True,21.16346,0.304778
762,43,cinder_garden,bow to shade cloth,Vale,Vale near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,0b00a5116df486a7,True,True,23.75284,0.331333
763,43,lichen_bridge,touch rope post,Sol,Sol near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,37756f41800978e4,True,True,22.37878,0.325889
764,43,orchid_engine,stand outside engine ring,Bea,Bea near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,0b39addcee22ced1,True,True,24.75096,0.354444
765,43,moss_ward,stand by rain gate,Fay,Fay near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,bbf98133c9066427,True,True,20.10404,0.314
766,43,glass_harbor,pause at lamp pier,Puck,Puck near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,bd6a48e8d95c8fce,True,True,21.2212,0.332556
767,43,cinder_garden,bow to shade cloth,Wren,Wren near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,0b00a5116df486a7,True,True,23.7561,0.359111
768,43,lichen_bridge,touch rope post,Kio,Kio near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,37756f41800978e4,True,True,22.48672,0.353667
769,43,orchid_engine,stand outside engine ring,Cai,Cai near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,0b39addcee22ced1,True,True,24.85336,0.382222
770,43,moss_ward,stand by rain gate,Milo,Milo near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,bbf98133c9066427,True,True,20.14642,0.341778
771,43,glass_harbor,pause at lamp pier,Sera,Sera near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,bd6a48e8d95c8fce,True,True,21.37638,0.360333
772,43,cinder_garden,bow to shade cloth,Juno,Juno near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,0b00a5116df486a7,True,True,23.92716,0.386889
773,43,lichen_bridge,touch rope post,Luma,Luma near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,37756f41800978e4,True,True,22.61726,0.381444
774,44,moss_ward,stand by rain gate,Ari,Ari near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,b0d041b9bc86cd77,True,True,20.2964,0.365
775,44,glass_harbor,pause at lamp pier,Oren,Oren near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,ad684cb9dd20f6e4,True,True,21.41726,0.383556
776,44,cinder_garden,bow to shade cloth,Vale,Vale near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,ea48e96b6e014469,True,True,24.02712,0.410111
777,44,lichen_bridge,touch rope post,Sol,Sol near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,6b57262b623783b3,True,True,22.65208,0.404667
778,44,orchid_engine,stand outside engine ring,Bea,Bea near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,41ee0c8271fbad12,True,True,25.00772,0.433222
779,44,moss_ward,stand by rain gate,Fay,Fay near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,b0d041b9bc86cd77,True,True,20.37536,0.392778
780,44,glass_harbor,pause at lamp pier,Puck,Puck near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,ad684cb9dd20f6e4,True,True,21.49548,0.411333
781,44,cinder_garden,bow to shade cloth,Wren,Wren near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,ea48e96b6e014469,True,True,24.02594,0.437889
782,44,lichen_bridge,touch rope post,Kio,Kio near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,6b57262b623783b3,True,True,22.7615,0.432444
783,44,orchid_engine,stand outside engine ring,Cai,Cai near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,41ee0c8271fbad12,True,True,25.12518,0.461
784,44,moss_ward,stand by rain gate,Milo,Milo near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,b0d041b9bc86cd77,True,True,20.41478,0.420556
785,44,glass_harbor,pause at lamp pier,Sera,Sera near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,ad684cb9dd20f6e4,True,True,21.63018,0.439111
786,44,cinder_garden,bow to shade cloth,Juno,Juno near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,ea48e96b6e014469,True,True,24.20144,0.465667
787,44,lichen_bridge,touch rope post,Luma,Luma near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,6b57262b623783b3,True,True,22.89056,0.460222
788,44,orchid_engine,stand outside engine ring,Dax,Dax near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,41ee0c8271fbad12,True,True,25.22064,0.488778
789,44,moss_ward,stand by rain gate,Tala,Tala near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,b0d041b9bc86cd77,True,True,20.52932,0.448333
790,44,glass_harbor,pause at lamp pier,Nia,Nia near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,ad684cb9dd20f6e4,True,True,21.74224,0.466889
791,44,cinder_garden,bow to shade cloth,Pax,Pax near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,ea48e96b6e014469,True,True,24.28756,0.493444
792,45,orchid_engine,stand outside engine ring,Bea,Bea near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,5949602305b2ad4c,True,True,25.26152,0.512
793,45,moss_ward,stand by rain gate,Fay,Fay near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,3ad6ac23554fea3e,True,True,20.64964,0.471556
794,45,glass_harbor,pause at lamp pier,Puck,Puck near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,8d6a1f5a2f42deca,True,True,21.76878,0.490111
795,45,cinder_garden,bow to shade cloth,Wren,Wren near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,6a870cf9c1fac3e6,True,True,24.2827,0.516667
796,45,lichen_bridge,touch rope post,Kio,Kio near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,9253666014f8a373,True,True,23.03282,0.511222
797,45,orchid_engine,stand outside engine ring,Cai,Cai near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,5949602305b2ad4c,True,True,25.39946,0.539778
798,45,moss_ward,stand by rain gate,Milo,Milo near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,3ad6ac23554fea3e,True,True,20.68462,0.499333
799,45,glass_harbor,pause at lamp pier,Sera,Sera near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,8d6a1f5a2f42deca,True,True,21.90496,0.517889
800,45,cinder_garden,bow to shade cloth,Juno,Juno near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,6a870cf9c1fac3e6,True,True,24.47326,0.544444
801,45,lichen_bridge,touch rope post,Luma,Luma near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,9253666014f8a373,True,True,23.15892,0.539
802,45,orchid_engine,stand outside engine ring,Dax,Dax near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,5949602305b2ad4c,True,True,25.47444,0.567556
803,45,moss_ward,stand by rain gate,Tala,Tala near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,3ad6ac23554fea3e,True,True,20.8036,0.527111
804,45,glass_harbor,pause at lamp pier,Nia,Nia near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,8d6a1f5a2f42deca,True,True,22.01554,0.545667
805,45,cinder_garden,bow to shade cloth,Pax,Pax near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,6a870cf9c1fac3e6,True,True,24.54432,0.572222
806,45,lichen_bridge,touch rope post,Rin,Rin near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,9253666014f8a373,True,True,23.18678,0.566778
807,45,orchid_engine,stand outside engine ring,Eli,Eli near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,5949602305b2ad4c,True,True,25.59686,0.595333
808,45,moss_ward,stand by rain gate,Ari,Ari near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,3ad6ac23554fea3e,True,True,20.94624,0.554889
809,45,glass_harbor,pause at lamp pier,Oren,Oren near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,8d6a1f5a2f42deca,True,True,22.07204,0.573444
810,46,lichen_bridge,touch rope post,Kio,Kio near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,14130ee2a986c817,True,True,23.3071,0.59
811,46,orchid_engine,stand outside engine ring,Cai,Cai near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,6aeabc0938bb799c,True,True,25.67276,0.618556
812,46,moss_ward,stand by rain gate,Milo,Milo near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,ec9937eb13b84dd2,True,True,20.94138,0.578111
813,46,glass_harbor,pause at lamp pier,Sera,Sera near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,f01cb7cf7ff49466,True,True,22.17628,0.596667
814,46,cinder_garden,bow to shade cloth,Juno,Juno near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,5a15f9b92c924ced,True,True,24.74754,0.623222
815,46,lichen_bridge,touch rope post,Luma,Luma near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,14130ee2a986c817,True,True,23.42876,0.617778
816,46,orchid_engine,stand outside engine ring,Dax,Dax near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,6aeabc0938bb799c,True,True,25.74922,0.646333
817,46,moss_ward,stand by rain gate,Tala,Tala near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,ec9937eb13b84dd2,True,True,21.07542,0.605889
818,46,glass_harbor,pause at lamp pier,Nia,Nia near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,f01cb7cf7ff49466,True,True,22.2839,0.624444
819,46,cinder_garden,bow to shade cloth,Pax,Pax near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,5a15f9b92c924ced,True,True,24.79812,0.651
820,46,lichen_bridge,touch rope post,Rin,Rin near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,14130ee2a986c817,True,True,23.46106,0.645556
821,46,orchid_engine,stand outside engine ring,Eli,Eli near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,6aeabc0938bb799c,True,True,25.87016,0.674111
822,46,moss_ward,stand by rain gate,Ari,Ari near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,ec9937eb13b84dd2,True,True,21.203,0.633667
823,46,glass_harbor,pause at lamp pier,Oren,Oren near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,f01cb7cf7ff49466,True,True,22.34336,0.652222
824,46,cinder_garden,bow to shade cloth,Vale,Vale near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,5a15f9b92c924ced,True,True,24.94494,0.678778
825,46,lichen_bridge,touch rope post,Sol,Sol near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,14130ee2a986c817,True,True,23.56644,0.673333
826,46,orchid_engine,stand outside engine ring,Bea,Bea near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,6aeabc0938bb799c,True,True,25.9163,0.701889
827,46,moss_ward,stand by rain gate,Fay,Fay near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,ec9937eb13b84dd2,True,True,21.30146,0.661444
828,47,cinder_garden,bow to shade cloth,Juno,Juno near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,962e79b6ce1bc1e6,True,True,25.02084,0.702
829,47,lichen_bridge,touch rope post,Luma,Luma near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,af684bda27d57dd6,True,True,23.68552,0.696556
830,47,orchid_engine,stand outside engine ring,Dax,Dax near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,a2df86ea38544e76,True,True,26.02054,0.725111
831,47,moss_ward,stand by rain gate,Tala,Tala near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,914d37175835a40b,True,True,21.3497,0.684667
832,47,glass_harbor,pause at lamp pier,Nia,Nia near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,b88e7cf187cc34da,True,True,22.55374,0.703222
833,47,cinder_garden,bow to shade cloth,Pax,Pax near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,962e79b6ce1bc1e6,True,True,25.0729,0.729778
834,47,lichen_bridge,touch rope post,Rin,Rin near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,af684bda27d57dd6,True,True,23.73288,0.724333
835,47,orchid_engine,stand outside engine ring,Eli,Eli near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,a2df86ea38544e76,True,True,26.13852,0.752889
836,47,moss_ward,stand by rain gate,Ari,Ari near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,914d37175835a40b,True,True,21.4568,0.712444
837,47,glass_harbor,pause at lamp pier,Oren,Oren near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,b88e7cf187cc34da,True,True,22.61764,0.731
838,47,cinder_garden,bow to shade cloth,Vale,Vale near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,962e79b6ce1bc1e6,True,True,25.21824,0.757556
839,47,lichen_bridge,touch rope post,Sol,Sol near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,af684bda27d57dd6,True,True,23.8232,0.752111
