tick_id,day,settlement_id,resident_id,dialect_id,phrase_token,remembered_phrase,relationship_before,relationship_after,memory_age_days,saved_relationship_summary,restored_phrase,visible_after_restore,persistent_relationship_key
656,42,riverbend,Ari,riverbend-dialect-9,riverbend:ari:13:0:5,riverbend:ari:11:14:5,0.952,0.956,38,Ari remembers riverbend:ari:11:14:5 with trust 0.77,riverbend:ari:11:14:5,True,ssrm.v41.relationship.riverbend.Ari
658,42,archive,Nia,archive-dialect-9,archive:nia:13:2:5,archive:nia:11:10:5,0.857,0.861,38,Nia remembers archive:nia:11:10:5 with trust 0.72,archive:nia:11:10:5,True,ssrm.v41.relationship.archive.Nia
660,42,orchard,Ivo,orchard-dialect-9,orchard:ivo:13:4:5,orchard:ivo:11:12:5,0.945,0.949,38,Ivo remembers orchard:ivo:11:12:5 with trust 0.80,orchard:ivo:11:12:5,True,ssrm.v41.relationship.orchard.Ivo
662,42,riverbend,Ari,riverbend-dialect-9,riverbend:ari:13:6:5,riverbend:ari:13:0:5,0.956,0.96,38,Ari remembers riverbend:ari:13:0:5 with trust 0.77,riverbend:ari:13:0:5,True,ssrm.v41.relationship.riverbend.Ari
664,42,archive,Nia,archive-dialect-9,archive:nia:13:8:5,archive:nia:13:2:5,0.873,0.877,38,Nia remembers archive:nia:13:2:5 with trust 0.73,archive:nia:13:2:5,True,ssrm.v41.relationship.archive.Nia
666,42,orchard,Ivo,orchard-dialect-9,orchard:ivo:13:10:5,orchard:ivo:13:4:5,0.949,0.953,36,Ivo remembers orchard:ivo:13:4:5 with trust 0.80,orchard:ivo:13:4:5,True,ssrm.v41.relationship.orchard.Ivo
668,42,riverbend,Ari,riverbend-dialect-9,riverbend:ari:13:12:5,riverbend:ari:13:6:5,0.972,0.976,36,Ari remembers riverbend:ari:13:6:5 with trust 0.78,riverbend:ari:13:6:5,True,ssrm.v41.relationship.riverbend.Ari
670,42,archive,Nia,archive-dialect-9,archive:nia:13:14:5,archive:nia:13:8:5,0.88,0.884,36,Nia remembers archive:nia:13:8:5 with trust 0.74,archive:nia:13:8:5,True,ssrm.v41.relationship.archive.Nia
672,43,orchard,Mara,orchard-dialect-9,orchard:mara:14:0:5,orchard:mara:12:14:5,0.958,0.964,22,Mara remembers orchard:mara:12:14:5 with trust 0.70,orchard:mara:12:14:5,True,ssrm.v41.relationship.orchard.Mara
674,43,riverbend,Lio,riverbend-dialect-9,riverbend:lio:14:2:5,riverbend:lio:12:10:5,0.98,0.98,25,Lio remembers riverbend:lio:12:10:5 with trust 0.67,riverbend:lio:12:10:5,True,ssrm.v41.relationship.riverbend.Lio
675,43,roofward,Fay,roofward-dialect-9,roofward:fay:14:3:5,roofward:fay:12:5:5,0.943,0.949,25,Fay remembers roofward:fay:12:5:5 with trust 0.66,roofward:fay:12:5:5,True,ssrm.v41.relationship.roofward.Fay
676,43,archive,Toma,archive-dialect-9,archive:toma:14:4:5,archive:toma:12:12:5,0.98,0.98,22,Toma remembers archive:toma:12:12:5 with trust 0.70,archive:toma:12:12:5,True,ssrm.v41.relationship.archive.Toma
677,43,signal,Milo,signal-dialect-9,signal:milo:14:5:5,signal:milo:12:7:5,0.96,0.97,25,Milo remembers signal:milo:12:7:5 with trust 0.69,signal:milo:12:7:5,True,ssrm.v41.relationship.signal.Milo
678,43,orchard,Mara,orchard-dialect-9,orchard:mara:14:6:5,orchard:mara:14:0:5,0.964,0.968,22,Mara remembers orchard:mara:14:0:5 with trust 0.70,orchard:mara:14:0:5,True,ssrm.v41.relationship.orchard.Mara
679,43,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:14:7:5,repair_ring:juno:12:9:5,0.886,0.892,25,Juno remembers repair_ring:juno:12:9:5 with trust 0.68,repair_ring:juno:12:9:5,True,ssrm.v41.relationship.repair_ring.Juno
680,43,riverbend,Lio,riverbend-dialect-9,riverbend:lio:14:8:5,riverbend:lio:14:2:5,0.98,0.98,22,Lio remembers riverbend:lio:14:2:5 with trust 0.68,riverbend:lio:14:2:5,True,ssrm.v41.relationship.riverbend.Lio
682,43,archive,Toma,archive-dialect-9,archive:toma:14:10:5,archive:toma:14:4:5,0.98,0.98,22,Toma remembers archive:toma:14:4:5 with trust 0.70,archive:toma:14:4:5,True,ssrm.v41.relationship.archive.Toma
684,43,orchard,Mara,orchard-dialect-9,orchard:mara:14:12:5,orchard:mara:14:6:5,0.98,0.98,22,Mara remembers orchard:mara:14:6:5 with trust 0.71,orchard:mara:14:6:5,True,ssrm.v41.relationship.orchard.Mara
686,43,riverbend,Lio,riverbend-dialect-9,riverbend:lio:14:14:5,riverbend:lio:14:8:5,0.98,0.98,22,Lio remembers riverbend:lio:14:8:5 with trust 0.68,riverbend:lio:14:8:5,True,ssrm.v41.relationship.riverbend.Lio
687,43,roofward,Fay,roofward-dialect-9,roofward:fay:14:15:5,roofward:fay:14:3:5,0.949,0.959,22,Fay remembers roofward:fay:14:3:5 with trust 0.66,roofward:fay:14:3:5,True,ssrm.v41.relationship.roofward.Fay
688,44,archive,Nia,archive-dialect-9,archive:nia:15:0:5,archive:nia:13:14:5,0.896,0.9,38,Nia remembers archive:nia:13:14:5 with trust 0.75,archive:nia:13:14:5,True,ssrm.v41.relationship.archive.Nia
690,44,orchard,Ivo,orchard-dialect-9,orchard:ivo:15:2:5,orchard:ivo:13:10:5,0.965,0.969,38,Ivo remembers orchard:ivo:13:10:5 with trust 0.81,orchard:ivo:13:10:5,True,ssrm.v41.relationship.orchard.Ivo
692,44,riverbend,Ari,riverbend-dialect-9,riverbend:ari:15:4:5,riverbend:ari:13:12:5,0.98,0.98,38,Ari remembers riverbend:ari:13:12:5 with trust 0.79,riverbend:ari:13:12:5,True,ssrm.v41.relationship.riverbend.Ari
694,44,archive,Nia,archive-dialect-9,archive:nia:15:6:5,archive:nia:15:0:5,0.9,0.904,38,Nia remembers archive:nia:15:0:5 with trust 0.75,archive:nia:15:0:5,True,ssrm.v41.relationship.archive.Nia
696,44,orchard,Ivo,orchard-dialect-9,orchard:ivo:15:8:5,orchard:ivo:15:2:5,0.98,0.98,38,Ivo remembers orchard:ivo:15:2:5 with trust 0.82,orchard:ivo:15:2:5,True,ssrm.v41.relationship.orchard.Ivo
698,44,riverbend,Ari,riverbend-dialect-9,riverbend:ari:15:10:5,riverbend:ari:15:4:5,0.98,0.98,36,Ari remembers riverbend:ari:15:4:5 with trust 0.79,riverbend:ari:15:4:5,True,ssrm.v41.relationship.riverbend.Ari
700,44,archive,Nia,archive-dialect-9,archive:nia:15:12:5,archive:nia:15:6:5,0.916,0.92,36,Nia remembers archive:nia:15:6:5 with trust 0.76,archive:nia:15:6:5,True,ssrm.v41.relationship.archive.Nia
702,44,orchard,Ivo,orchard-dialect-9,orchard:ivo:15:14:5,orchard:ivo:15:8:5,0.98,0.98,36,Ivo remembers orchard:ivo:15:8:5 with trust 0.82,orchard:ivo:15:8:5,True,ssrm.v41.relationship.orchard.Ivo
704,45,riverbend,Lio,riverbend-dialect-9,riverbend:lio:16:0:5,riverbend:lio:14:14:5,0.98,0.98,24,Lio remembers riverbend:lio:14:14:5 with trust 0.69,riverbend:lio:14:14:5,True,ssrm.v41.relationship.riverbend.Lio
705,45,roofward,Fay,roofward-dialect-9,roofward:fay:16:1:5,roofward:fay:14:15:5,0.959,0.965,22,Fay remembers roofward:fay:14:15:5 with trust 0.66,roofward:fay:14:15:5,True,ssrm.v41.relationship.roofward.Fay
706,45,archive,Toma,archive-dialect-9,archive:toma:16:2:5,archive:toma:14:10:5,0.98,0.98,22,Toma remembers archive:toma:14:10:5 with trust 0.70,archive:toma:14:10:5,True,ssrm.v41.relationship.archive.Toma
707,45,signal,Milo,signal-dialect-9,signal:milo:16:3:5,signal:milo:14:5:5,0.97,0.98,27,Milo remembers signal:milo:14:5:5 with trust 0.69,signal:milo:14:5:5,True,ssrm.v41.relationship.signal.Milo
708,45,orchard,Mara,orchard-dialect-9,orchard:mara:16:4:5,orchard:mara:14:12:5,0.98,0.98,22,Mara remembers orchard:mara:14:12:5 with trust 0.72,orchard:mara:14:12:5,True,ssrm.v41.relationship.orchard.Mara
709,45,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:16:5:5,repair_ring:juno:14:7:5,0.892,0.898,27,Juno remembers repair_ring:juno:14:7:5 with trust 0.68,repair_ring:juno:14:7:5,True,ssrm.v41.relationship.repair_ring.Juno
710,45,riverbend,Lio,riverbend-dialect-9,riverbend:lio:16:6:5,riverbend:lio:16:0:5,0.98,0.98,22,Lio remembers riverbend:lio:16:0:5 with trust 0.69,riverbend:lio:16:0:5,True,ssrm.v41.relationship.riverbend.Lio
712,45,archive,Toma,archive-dialect-9,archive:toma:16:8:5,archive:toma:16:2:5,0.98,0.98,22,Toma remembers archive:toma:16:2:5 with trust 0.71,archive:toma:16:2:5,True,ssrm.v41.relationship.archive.Toma
714,45,orchard,Mara,orchard-dialect-9,orchard:mara:16:10:5,orchard:mara:16:4:5,0.98,0.98,22,Mara remembers orchard:mara:16:4:5 with trust 0.72,orchard:mara:16:4:5,True,ssrm.v41.relationship.orchard.Mara
716,45,riverbend,Lio,riverbend-dialect-9,riverbend:lio:16:12:5,riverbend:lio:16:6:5,0.98,0.98,22,Lio remembers riverbend:lio:16:6:5 with trust 0.70,riverbend:lio:16:6:5,True,ssrm.v41.relationship.riverbend.Lio
717,45,roofward,Fay,roofward-dialect-9,roofward:fay:16:13:5,roofward:fay:16:1:5,0.965,0.975,20,Fay remembers roofward:fay:16:1:5 with trust 0.66,roofward:fay:16:1:5,True,ssrm.v41.relationship.roofward.Fay
718,45,archive,Toma,archive-dialect-9,archive:toma:16:14:5,archive:toma:16:8:5,0.98,0.98,22,Toma remembers archive:toma:16:8:5 with trust 0.71,archive:toma:16:8:5,True,ssrm.v41.relationship.archive.Toma
719,45,signal,Milo,signal-dialect-9,signal:milo:16:15:5,signal:milo:16:3:5,0.98,0.98,27,Milo remembers signal:milo:16:3:5 with trust 0.69,signal:milo:16:3:5,True,ssrm.v41.relationship.signal.Milo
720,46,orchard,Ivo,orchard-dialect-9,orchard:ivo:17:0:5,orchard:ivo:15:14:5,0.98,0.98,38,Ivo remembers orchard:ivo:15:14:5 with trust 0.83,orchard:ivo:15:14:5,True,ssrm.v41.relationship.orchard.Ivo
722,46,riverbend,Ari,riverbend-dialect-9,riverbend:ari:17:2:5,riverbend:ari:15:10:5,0.98,0.98,38,Ari remembers riverbend:ari:15:10:5 with trust 0.79,riverbend:ari:15:10:5,True,ssrm.v41.relationship.riverbend.Ari
724,46,archive,Nia,archive-dialect-9,archive:nia:17:4:5,archive:nia:15:12:5,0.932,0.936,38,Nia remembers archive:nia:15:12:5 with trust 0.77,archive:nia:15:12:5,True,ssrm.v41.relationship.archive.Nia
726,46,orchard,Ivo,orchard-dialect-9,orchard:ivo:17:6:5,orchard:ivo:17:0:5,0.98,0.98,38,Ivo remembers orchard:ivo:17:0:5 with trust 0.83,orchard:ivo:17:0:5,True,ssrm.v41.relationship.orchard.Ivo
728,46,riverbend,Ari,riverbend-dialect-9,riverbend:ari:17:8:5,riverbend:ari:17:2:5,0.98,0.98,38,Ari remembers riverbend:ari:17:2:5 with trust 0.79,riverbend:ari:17:2:5,True,ssrm.v41.relationship.riverbend.Ari
730,46,archive,Nia,archive-dialect-9,archive:nia:17:10:5,archive:nia:17:4:5,0.948,0.952,26,Nia remembers archive:nia:17:4:5 with trust 0.78,archive:nia:17:4:5,True,ssrm.v41.relationship.archive.Nia
732,46,orchard,Ivo,orchard-dialect-9,orchard:ivo:17:12:5,orchard:ivo:17:6:5,0.98,0.98,26,Ivo remembers orchard:ivo:17:6:5 with trust 0.84,orchard:ivo:17:6:5,True,ssrm.v41.relationship.orchard.Ivo
734,46,riverbend,Ari,riverbend-dialect-9,riverbend:ari:17:14:5,riverbend:ari:17:8:5,0.98,0.98,26,Ari remembers riverbend:ari:17:8:5 with trust 0.79,riverbend:ari:17:8:5,True,ssrm.v41.relationship.riverbend.Ari
736,47,archive,Toma,archive-dialect-9,archive:toma:18:0:5,archive:toma:16:14:5,0.98,0.98,22,Toma remembers archive:toma:16:14:5 with trust 0.72,archive:toma:16:14:5,True,ssrm.v41.relationship.archive.Toma
737,47,signal,Milo,signal-dialect-9,signal:milo:18:1:5,signal:milo:16:15:5,0.98,0.98,26,Milo remembers signal:milo:16:15:5 with trust 0.69,signal:milo:16:15:5,True,ssrm.v41.relationship.signal.Milo
738,47,orchard,Mara,orchard-dialect-9,orchard:mara:18:2:5,orchard:mara:16:10:5,0.98,0.98,22,Mara remembers orchard:mara:16:10:5 with trust 0.72,orchard:mara:16:10:5,True,ssrm.v41.relationship.orchard.Mara
739,47,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:18:3:5,repair_ring:juno:16:5:5,0.898,0.904,29,Juno remembers repair_ring:juno:16:5:5 with trust 0.68,repair_ring:juno:16:5:5,True,ssrm.v41.relationship.repair_ring.Juno
740,47,riverbend,Lio,riverbend-dialect-9,riverbend:lio:18:4:5,riverbend:lio:16:12:5,0.98,0.98,24,Lio remembers riverbend:lio:16:12:5 with trust 0.71,riverbend:lio:16:12:5,True,ssrm.v41.relationship.riverbend.Lio
742,47,archive,Toma,archive-dialect-9,archive:toma:18:6:5,archive:toma:18:0:5,0.98,0.98,22,Toma remembers archive:toma:18:0:5 with trust 0.72,archive:toma:18:0:5,True,ssrm.v41.relationship.archive.Toma
744,47,orchard,Mara,orchard-dialect-9,orchard:mara:18:8:5,orchard:mara:18:2:5,0.98,0.98,22,Mara remembers orchard:mara:18:2:5 with trust 0.73,orchard:mara:18:2:5,True,ssrm.v41.relationship.orchard.Mara
746,47,riverbend,Lio,riverbend-dialect-9,riverbend:lio:18:10:5,riverbend:lio:18:4:5,0.98,0.98,22,Lio remembers riverbend:lio:18:4:5 with trust 0.71,riverbend:lio:18:4:5,True,ssrm.v41.relationship.riverbend.Lio
747,47,roofward,Fay,roofward-dialect-9,roofward:fay:18:11:5,roofward:fay:16:13:5,0.975,0.98,20,Fay remembers roofward:fay:16:13:5 with trust 0.66,roofward:fay:16:13:5,True,ssrm.v41.relationship.roofward.Fay
748,47,archive,Toma,archive-dialect-9,archive:toma:18:12:5,archive:toma:18:6:5,0.98,0.98,22,Toma remembers archive:toma:18:6:5 with trust 0.73,archive:toma:18:6:5,True,ssrm.v41.relationship.archive.Toma
749,47,signal,Milo,signal-dialect-9,signal:milo:18:13:5,signal:milo:18:1:5,0.98,0.98,24,Milo remembers signal:milo:18:1:5 with trust 0.69,signal:milo:18:1:5,True,ssrm.v41.relationship.signal.Milo
750,47,orchard,Mara,orchard-dialect-9,orchard:mara:18:14:5,orchard:mara:18:8:5,0.98,0.98,22,Mara remembers orchard:mara:18:8:5 with trust 0.73,orchard:mara:18:8:5,True,ssrm.v41.relationship.orchard.Mara
751,47,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:18:15:5,repair_ring:juno:18:3:5,0.904,0.914,26,Juno remembers repair_ring:juno:18:3:5 with trust 0.68,repair_ring:juno:18:3:5,True,ssrm.v41.relationship.repair_ring.Juno
752,48,riverbend,Ari,riverbend-dialect-9,riverbend:ari:19:0:5,riverbend:ari:17:14:5,0.98,0.98,28,Ari remembers riverbend:ari:17:14:5 with trust 0.79,riverbend:ari:17:14:5,True,ssrm.v41.relationship.riverbend.Ari
754,48,archive,Nia,archive-dialect-9,archive:nia:19:2:5,archive:nia:17:10:5,0.952,0.956,28,Nia remembers archive:nia:17:10:5 with trust 0.78,archive:nia:17:10:5,True,ssrm.v41.relationship.archive.Nia
756,48,orchard,Ivo,orchard-dialect-9,orchard:ivo:19:4:5,orchard:ivo:17:12:5,0.98,0.98,28,Ivo remembers orchard:ivo:17:12:5 with trust 0.85,orchard:ivo:17:12:5,True,ssrm.v41.relationship.orchard.Ivo
758,48,riverbend,Ari,riverbend-dialect-9,riverbend:ari:19:6:5,riverbend:ari:19:0:5,0.98,0.98,28,Ari remembers riverbend:ari:19:0:5 with trust 0.79,riverbend:ari:19:0:5,True,ssrm.v41.relationship.riverbend.Ari
760,48,archive,Nia,archive-dialect-9,archive:nia:19:8:5,archive:nia:19:2:5,0.968,0.972,28,Nia remembers archive:nia:19:2:5 with trust 0.79,archive:nia:19:2:5,True,ssrm.v41.relationship.archive.Nia
762,48,orchard,Ivo,orchard-dialect-9,orchard:ivo:19:10:5,orchard:ivo:19:4:5,0.98,0.98,26,Ivo remembers orchard:ivo:19:4:5 with trust 0.85,orchard:ivo:19:4:5,True,ssrm.v41.relationship.orchard.Ivo
764,48,riverbend,Ari,riverbend-dialect-9,riverbend:ari:19:12:5,riverbend:ari:19:6:5,0.98,0.98,26,Ari remembers riverbend:ari:19:6:5 with trust 0.80,riverbend:ari:19:6:5,True,ssrm.v41.relationship.riverbend.Ari
766,48,archive,Nia,archive-dialect-9,archive:nia:19:14:5,archive:nia:19:8:5,0.972,0.976,26,Nia remembers archive:nia:19:8:5 with trust 0.79,archive:nia:19:8:5,True,ssrm.v41.relationship.archive.Nia
768,49,orchard,Mara,orchard-dialect-9,orchard:mara:20:0:5,orchard:mara:18:14:5,0.98,0.98,22,Mara remembers orchard:mara:18:14:5 with trust 0.74,orchard:mara:18:14:5,True,ssrm.v41.relationship.orchard.Mara
769,49,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:20:1:5,repair_ring:juno:18:15:5,0.914,0.92,28,Juno remembers repair_ring:juno:18:15:5 with trust 0.68,repair_ring:juno:18:15:5,True,ssrm.v41.relationship.repair_ring.Juno
770,49,riverbend,Lio,riverbend-dialect-9,riverbend:lio:20:2:5,riverbend:lio:18:10:5,0.98,0.98,24,Lio remembers riverbend:lio:18:10:5 with trust 0.71,riverbend:lio:18:10:5,True,ssrm.v41.relationship.riverbend.Lio
772,49,archive,Toma,archive-dialect-9,archive:toma:20:4:5,archive:toma:18:12:5,0.98,0.98,22,Toma remembers archive:toma:18:12:5 with trust 0.74,archive:toma:18:12:5,True,ssrm.v41.relationship.archive.Toma
774,49,orchard,Mara,orchard-dialect-9,orchard:mara:20:6:5,orchard:mara:20:0:5,0.98,0.98,22,Mara remembers orchard:mara:20:0:5 with trust 0.74,orchard:mara:20:0:5,True,ssrm.v41.relationship.orchard.Mara
776,49,riverbend,Lio,riverbend-dialect-9,riverbend:lio:20:8:5,riverbend:lio:20:2:5,0.98,0.98,22,Lio remembers riverbend:lio:20:2:5 with trust 0.72,riverbend:lio:20:2:5,True,ssrm.v41.relationship.riverbend.Lio
777,49,roofward,Fay,roofward-dialect-9,roofward:fay:20:9:5,roofward:fay:18:11:5,0.98,0.98,22,Fay remembers roofward:fay:18:11:5 with trust 0.66,roofward:fay:18:11:5,True,ssrm.v41.relationship.roofward.Fay
778,49,archive,Toma,archive-dialect-9,archive:toma:20:10:5,archive:toma:20:4:5,0.98,0.98,22,Toma remembers archive:toma:20:4:5 with trust 0.74,archive:toma:20:4:5,True,ssrm.v41.relationship.archive.Toma
779,49,signal,Milo,signal-dialect-9,signal:milo:20:11:5,signal:milo:18:13:5,0.98,0.98,24,Milo remembers signal:milo:18:13:5 with trust 0.69,signal:milo:18:13:5,True,ssrm.v41.relationship.signal.Milo
780,49,orchard,Mara,orchard-dialect-9,orchard:mara:20:12:5,orchard:mara:20:6:5,0.98,0.98,22,Mara remembers orchard:mara:20:6:5 with trust 0.74,orchard:mara:20:6:5,True,ssrm.v41.relationship.orchard.Mara
781,49,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:20:13:5,repair_ring:juno:20:1:5,0.92,0.93,26,Juno remembers repair_ring:juno:20:1:5 with trust 0.68,repair_ring:juno:20:1:5,True,ssrm.v41.relationship.repair_ring.Juno
782,49,riverbend,Lio,riverbend-dialect-9,riverbend:lio:20:14:5,riverbend:lio:20:8:5,0.98,0.98,22,Lio remembers riverbend:lio:20:8:5 with trust 0.72,riverbend:lio:20:8:5,True,ssrm.v41.relationship.riverbend.Lio
784,50,signal,Milo,signal-dialect-9,signal:milo:21:0:5,signal:milo:20:11:5,0.98,0.98,23,Milo remembers signal:milo:20:11:5 with trust 0.70,signal:milo:20:11:5,True,ssrm.v41.relationship.signal.Milo
785,50,orchard,Mara,orchard-dialect-9,orchard:mara:21:1:5,orchard:mara:20:12:5,0.98,0.98,21,Mara remembers orchard:mara:20:12:5 with trust 0.74,orchard:mara:20:12:5,True,ssrm.v41.relationship.orchard.Mara
786,50,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:21:2:5,repair_ring:juno:20:13:5,0.93,0.934,25,Juno remembers repair_ring:juno:20:13:5 with trust 0.68,repair_ring:juno:20:13:5,True,ssrm.v41.relationship.repair_ring.Juno
788,50,roofward,Fay,roofward-dialect-9,roofward:fay:21:4:5,roofward:fay:20:9:5,0.98,0.98,21,Fay remembers roofward:fay:20:9:5 with trust 0.67,roofward:fay:20:9:5,True,ssrm.v41.relationship.roofward.Fay
790,50,signal,Milo,signal-dialect-9,signal:milo:21:6:5,signal:milo:21:0:5,0.98,0.98,21,Milo remembers signal:milo:21:0:5 with trust 0.70,signal:milo:21:0:5,True,ssrm.v41.relationship.signal.Milo
792,50,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:21:8:5,repair_ring:juno:21:2:5,0.946,0.952,23,Juno remembers repair_ring:juno:21:2:5 with trust 0.69,repair_ring:juno:21:2:5,True,ssrm.v41.relationship.repair_ring.Juno
793,50,riverbend,Lio,riverbend-dialect-9,riverbend:lio:21:9:5,riverbend:lio:20:14:5,0.98,0.98,23,Lio remembers riverbend:lio:20:14:5 with trust 0.72,riverbend:lio:20:14:5,True,ssrm.v41.relationship.riverbend.Lio
794,50,roofward,Fay,roofward-dialect-9,roofward:fay:21:10:5,roofward:fay:21:4:5,0.98,0.98,21,Fay remembers roofward:fay:21:4:5 with trust 0.67,roofward:fay:21:4:5,True,ssrm.v41.relationship.roofward.Fay
795,50,archive,Toma,archive-dialect-9,archive:toma:21:11:5,archive:toma:20:10:5,0.98,0.98,21,Toma remembers archive:toma:20:10:5 with trust 0.74,archive:toma:20:10:5,True,ssrm.v41.relationship.archive.Toma
796,50,signal,Milo,signal-dialect-9,signal:milo:21:12:5,signal:milo:21:6:5,0.98,0.98,21,Milo remembers signal:milo:21:6:5 with trust 0.70,signal:milo:21:6:5,True,ssrm.v41.relationship.signal.Milo
797,50,orchard,Mara,orchard-dialect-9,orchard:mara:21:13:5,orchard:mara:21:1:5,0.98,0.98,21,Mara remembers orchard:mara:21:1:5 with trust 0.74,orchard:mara:21:1:5,True,ssrm.v41.relationship.orchard.Mara
798,50,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:21:14:5,repair_ring:juno:21:8:5,0.952,0.956,21,Juno remembers repair_ring:juno:21:8:5 with trust 0.69,repair_ring:juno:21:8:5,True,ssrm.v41.relationship.repair_ring.Juno
800,51,roofward,Sera,roofward-dialect-9,roofward:sera:22:0:5,roofward:sera:10:14:5,0.98,0.98,38,Sera remembers roofward:sera:10:14:5 with trust 0.88,roofward:sera:10:14:5,True,ssrm.v41.relationship.roofward.Sera
802,51,signal,Ren,signal-dialect-9,signal:ren:22:2:5,signal:ren:10:10:5,0.828,0.832,38,Ren remembers signal:ren:10:10:5 with trust 0.72,signal:ren:10:10:5,True,ssrm.v41.relationship.signal.Ren
804,51,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:22:4:5,repair_ring:pax:10:12:5,0.955,0.959,38,Pax remembers repair_ring:pax:10:12:5 with trust 0.82,repair_ring:pax:10:12:5,True,ssrm.v41.relationship.repair_ring.Pax
806,51,roofward,Sera,roofward-dialect-9,roofward:sera:22:6:5,roofward:sera:22:0:5,0.98,0.98,38,Sera remembers roofward:sera:22:0:5 with trust 0.89,roofward:sera:22:0:5,True,ssrm.v41.relationship.roofward.Sera
808,51,signal,Ren,signal-dialect-9,signal:ren:22:8:5,signal:ren:22:2:5,0.844,0.848,38,Ren remembers signal:ren:22:2:5 with trust 0.73,signal:ren:22:2:5,True,ssrm.v41.relationship.signal.Ren
810,51,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:22:10:5,repair_ring:pax:22:4:5,0.971,0.975,36,Pax remembers repair_ring:pax:22:4:5 with trust 0.83,repair_ring:pax:22:4:5,True,ssrm.v41.relationship.repair_ring.Pax
812,51,roofward,Sera,roofward-dialect-9,roofward:sera:22:12:5,roofward:sera:22:6:5,0.98,0.98,36,Sera remembers roofward:sera:22:6:5 with trust 0.89,roofward:sera:22:6:5,True,ssrm.v41.relationship.roofward.Sera
814,51,signal,Ren,signal-dialect-9,signal:ren:22:14:5,signal:ren:22:8:5,0.848,0.852,36,Ren remembers signal:ren:22:8:5 with trust 0.73,signal:ren:22:8:5,True,ssrm.v41.relationship.signal.Ren
816,52,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:23:0:5,repair_ring:juno:21:14:5,0.959,0.963,22,Juno remembers repair_ring:juno:21:14:5 with trust 0.69,repair_ring:juno:21:14:5,True,ssrm.v41.relationship.repair_ring.Juno
