tick,day,resident,cause_action,direct_effect,delayed_effect,affected_resource,recovery_path,causal_chain_id,chain_scrubbable,non_magical_trust_repair
1672,93,Sera,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,offer help,chain:sera:interrupt_work:093:16,True,True
1673,93,Tovan,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,wait,chain:tovan:wait_offscreen:093:17,True,True
1674,94,Nia,move,trust warms,movement only,care,finish owed work,chain:nia:move:094:00,True,True
1675,94,Ari,talk,trust warms,movement only,tool time,apologize,chain:ari:talk:094:01,True,True
1676,94,Fay,offer_help,trust warms,dashboard schedule/debt changes after restore,water,return tool,chain:fay:offer_help:094:02,True,True
1677,94,Milo,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,give space,chain:milo:borrow_tool:094:03,True,True
1678,94,Sera,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,offer help,chain:sera:return_tool:094:04,True,True
1679,94,Tovan,interrupt_work,trust cools,dashboard schedule/debt changes after restore,herb,wait,chain:tovan:interrupt_work:094:05,True,True
1680,94,Nia,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,finish owed work,chain:nia:wait_offscreen:094:06,True,True
1681,94,Ari,repair_trust,trust warms,dashboard schedule/debt changes after restore,tool time,apologize,chain:ari:repair_trust:094:07,True,True
1682,94,Fay,move,trust warms,movement only,water,return tool,chain:fay:move:094:08,True,True
1683,94,Milo,talk,trust warms,movement only,fiber,give space,chain:milo:talk:094:09,True,True
1684,94,Sera,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,offer help,chain:sera:offer_help:094:10,True,True
1685,94,Tovan,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,wait,chain:tovan:borrow_tool:094:11,True,True
1686,94,Nia,return_tool,trust warms,dashboard schedule/debt changes after restore,care,finish owed work,chain:nia:return_tool:094:12,True,True
1687,94,Ari,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,apologize,chain:ari:interrupt_work:094:13,True,True
1688,94,Fay,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,return tool,chain:fay:wait_offscreen:094:14,True,True
1689,94,Milo,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,give space,chain:milo:repair_trust:094:15,True,True
1690,94,Sera,move,trust warms,movement only,wood,offer help,chain:sera:move:094:16,True,True
1691,94,Tovan,talk,trust warms,movement only,herb,wait,chain:tovan:talk:094:17,True,True
1692,95,Nia,borrow_tool,trust cools,dashboard schedule/debt changes after restore,tool time,finish owed work,chain:nia:borrow_tool:095:00,True,True
1693,95,Ari,return_tool,trust warms,dashboard schedule/debt changes after restore,water,apologize,chain:ari:return_tool:095:01,True,True
1694,95,Fay,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,return tool,chain:fay:interrupt_work:095:02,True,True
1695,95,Milo,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,give space,chain:milo:wait_offscreen:095:03,True,True
1696,95,Sera,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,offer help,chain:sera:repair_trust:095:04,True,True
1697,95,Tovan,move,trust warms,movement only,care,wait,chain:tovan:move:095:05,True,True
1698,95,Nia,talk,trust warms,movement only,tool time,finish owed work,chain:nia:talk:095:06,True,True
1699,95,Ari,offer_help,trust warms,dashboard schedule/debt changes after restore,water,apologize,chain:ari:offer_help:095:07,True,True
1700,95,Fay,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,return tool,chain:fay:borrow_tool:095:08,True,True
1701,95,Milo,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,give space,chain:milo:return_tool:095:09,True,True
1702,95,Sera,interrupt_work,trust cools,dashboard schedule/debt changes after restore,herb,offer help,chain:sera:interrupt_work:095:10,True,True
1703,95,Tovan,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,wait,chain:tovan:wait_offscreen:095:11,True,True
1704,95,Nia,repair_trust,trust warms,dashboard schedule/debt changes after restore,tool time,finish owed work,chain:nia:repair_trust:095:12,True,True
1705,95,Ari,move,trust warms,movement only,water,apologize,chain:ari:move:095:13,True,True
1706,95,Fay,talk,trust warms,movement only,fiber,return tool,chain:fay:talk:095:14,True,True
1707,95,Milo,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,give space,chain:milo:offer_help:095:15,True,True
1708,95,Sera,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,offer help,chain:sera:borrow_tool:095:16,True,True
1709,95,Tovan,return_tool,trust warms,dashboard schedule/debt changes after restore,care,wait,chain:tovan:return_tool:095:17,True,True
1710,96,Nia,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,finish owed work,chain:nia:wait_offscreen:096:00,True,True
1711,96,Ari,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,apologize,chain:ari:repair_trust:096:01,True,True
1712,96,Fay,move,trust warms,movement only,wood,return tool,chain:fay:move:096:02,True,True
1713,96,Milo,talk,trust warms,movement only,herb,give space,chain:milo:talk:096:03,True,True
1714,96,Sera,offer_help,trust warms,dashboard schedule/debt changes after restore,care,offer help,chain:sera:offer_help:096:04,True,True
1715,96,Tovan,borrow_tool,trust cools,dashboard schedule/debt changes after restore,tool time,wait,chain:tovan:borrow_tool:096:05,True,True
1716,96,Nia,return_tool,trust warms,dashboard schedule/debt changes after restore,water,finish owed work,chain:nia:return_tool:096:06,True,True
1717,96,Ari,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,apologize,chain:ari:interrupt_work:096:07,True,True
1718,96,Fay,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,return tool,chain:fay:wait_offscreen:096:08,True,True
1719,96,Milo,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,give space,chain:milo:repair_trust:096:09,True,True
1720,96,Sera,move,trust warms,movement only,care,offer help,chain:sera:move:096:10,True,True
1721,96,Tovan,talk,trust warms,movement only,tool time,wait,chain:tovan:talk:096:11,True,True
1722,96,Nia,offer_help,trust warms,dashboard schedule/debt changes after restore,water,finish owed work,chain:nia:offer_help:096:12,True,True
1723,96,Ari,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,apologize,chain:ari:borrow_tool:096:13,True,True
1724,96,Fay,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,return tool,chain:fay:return_tool:096:14,True,True
1725,96,Milo,interrupt_work,trust cools,dashboard schedule/debt changes after restore,herb,give space,chain:milo:interrupt_work:096:15,True,True
1726,96,Sera,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,offer help,chain:sera:wait_offscreen:096:16,True,True
1727,96,Tovan,repair_trust,trust warms,dashboard schedule/debt changes after restore,tool time,wait,chain:tovan:repair_trust:096:17,True,True
1728,97,Nia,talk,trust warms,movement only,fiber,finish owed work,chain:nia:talk:097:00,True,True
1729,97,Ari,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,apologize,chain:ari:offer_help:097:01,True,True
1730,97,Fay,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,return tool,chain:fay:borrow_tool:097:02,True,True
1731,97,Milo,return_tool,trust warms,dashboard schedule/debt changes after restore,care,give space,chain:milo:return_tool:097:03,True,True
1732,97,Sera,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,offer help,chain:sera:interrupt_work:097:04,True,True
1733,97,Tovan,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,wait,chain:tovan:wait_offscreen:097:05,True,True
1734,97,Nia,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,finish owed work,chain:nia:repair_trust:097:06,True,True
1735,97,Ari,move,trust warms,movement only,wood,apologize,chain:ari:move:097:07,True,True
1736,97,Fay,talk,trust warms,movement only,herb,return tool,chain:fay:talk:097:08,True,True
1737,97,Milo,offer_help,trust warms,dashboard schedule/debt changes after restore,care,give space,chain:milo:offer_help:097:09,True,True
1738,97,Sera,borrow_tool,trust cools,dashboard schedule/debt changes after restore,tool time,offer help,chain:sera:borrow_tool:097:10,True,True
1739,97,Tovan,return_tool,trust warms,dashboard schedule/debt changes after restore,water,wait,chain:tovan:return_tool:097:11,True,True
1740,97,Nia,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,finish owed work,chain:nia:interrupt_work:097:12,True,True
1741,97,Ari,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,apologize,chain:ari:wait_offscreen:097:13,True,True
1742,97,Fay,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,return tool,chain:fay:repair_trust:097:14,True,True
1743,97,Milo,move,trust warms,movement only,care,give space,chain:milo:move:097:15,True,True
1744,97,Sera,talk,trust warms,movement only,tool time,offer help,chain:sera:talk:097:16,True,True
1745,97,Tovan,offer_help,trust warms,dashboard schedule/debt changes after restore,water,wait,chain:tovan:offer_help:097:17,True,True
1746,98,Nia,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,finish owed work,chain:nia:return_tool:098:00,True,True
1747,98,Ari,interrupt_work,trust cools,dashboard schedule/debt changes after restore,herb,apologize,chain:ari:interrupt_work:098:01,True,True
1748,98,Fay,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,return tool,chain:fay:wait_offscreen:098:02,True,True
1749,98,Milo,repair_trust,trust warms,dashboard schedule/debt changes after restore,tool time,give space,chain:milo:repair_trust:098:03,True,True
1750,98,Sera,move,trust warms,movement only,water,offer help,chain:sera:move:098:04,True,True
1751,98,Tovan,talk,trust warms,movement only,fiber,wait,chain:tovan:talk:098:05,True,True
1752,98,Nia,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,finish owed work,chain:nia:offer_help:098:06,True,True
1753,98,Ari,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,apologize,chain:ari:borrow_tool:098:07,True,True
1754,98,Fay,return_tool,trust warms,dashboard schedule/debt changes after restore,care,return tool,chain:fay:return_tool:098:08,True,True
1755,98,Milo,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,give space,chain:milo:interrupt_work:098:09,True,True
1756,98,Sera,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,offer help,chain:sera:wait_offscreen:098:10,True,True
1757,98,Tovan,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,wait,chain:tovan:repair_trust:098:11,True,True
1758,98,Nia,move,trust warms,movement only,wood,finish owed work,chain:nia:move:098:12,True,True
1759,98,Ari,talk,trust warms,movement only,herb,apologize,chain:ari:talk:098:13,True,True
1760,98,Fay,offer_help,trust warms,dashboard schedule/debt changes after restore,care,return tool,chain:fay:offer_help:098:14,True,True
1761,98,Milo,borrow_tool,trust cools,dashboard schedule/debt changes after restore,tool time,give space,chain:milo:borrow_tool:098:15,True,True
1762,98,Sera,return_tool,trust warms,dashboard schedule/debt changes after restore,water,offer help,chain:sera:return_tool:098:16,True,True
1763,98,Tovan,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,wait,chain:tovan:interrupt_work:098:17,True,True
1764,99,Nia,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,finish owed work,chain:nia:repair_trust:099:00,True,True
1765,99,Ari,move,trust warms,movement only,care,apologize,chain:ari:move:099:01,True,True
1766,99,Fay,talk,trust warms,movement only,tool time,return tool,chain:fay:talk:099:02,True,True
1767,99,Milo,offer_help,trust warms,dashboard schedule/debt changes after restore,water,give space,chain:milo:offer_help:099:03,True,True
1768,99,Sera,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,offer help,chain:sera:borrow_tool:099:04,True,True
1769,99,Tovan,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,wait,chain:tovan:return_tool:099:05,True,True
1770,99,Nia,interrupt_work,trust cools,dashboard schedule/debt changes after restore,herb,finish owed work,chain:nia:interrupt_work:099:06,True,True
1771,99,Ari,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,apologize,chain:ari:wait_offscreen:099:07,True,True
1772,99,Fay,repair_trust,trust warms,dashboard schedule/debt changes after restore,tool time,return tool,chain:fay:repair_trust:099:08,True,True
1773,99,Milo,move,trust warms,movement only,water,give space,chain:milo:move:099:09,True,True
1774,99,Sera,talk,trust warms,movement only,fiber,offer help,chain:sera:talk:099:10,True,True
1775,99,Tovan,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,wait,chain:tovan:offer_help:099:11,True,True
1776,99,Nia,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,finish owed work,chain:nia:borrow_tool:099:12,True,True
1777,99,Ari,return_tool,trust warms,dashboard schedule/debt changes after restore,care,apologize,chain:ari:return_tool:099:13,True,True
1778,99,Fay,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,return tool,chain:fay:interrupt_work:099:14,True,True
1779,99,Milo,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,give space,chain:milo:wait_offscreen:099:15,True,True
1780,99,Sera,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,offer help,chain:sera:repair_trust:099:16,True,True
1781,99,Tovan,move,trust warms,movement only,wood,wait,chain:tovan:move:099:17,True,True
