tick,day,slot,avatar_room,avatar_action_key,resident,project,trust_before,trust_after,obligation_before,obligation_after,schedule_before,schedule_after,visible_consequence,avatar_agency_bound,resident_agency_bound,replay_key
1534,86,4,fiber loft,return_tool,Fay,dry seed store,0.608778,0.624778,0.254422,0.228422,seek tool,care duty,trust warms and obligation decreases,True,True,v58-loop-01534
1535,86,5,west hearth,interrupt_work,Milo,sort herb shelf,0.651627,0.631627,0.460899,0.490899,care duty,recover focus,work is delayed and debt marker increases,True,True,v58-loop-01535
1536,86,6,river gate,wait_offscreen,Sera,map safe route,0.552646,0.550646,0.511522,0.505522,private task,recover focus,residents continue without avatar,True,True,v58-loop-01536
1537,86,7,arrival court,repair_trust,Tovan,dry seed store,0.372874,0.388874,0.357255,0.331255,recover focus,work,trust warms and obligation decreases,True,True,v58-loop-01537
1538,86,8,tool alcove,move,Nia,sort herb shelf,0.321616,0.325616,0.147527,0.145527,work,rest,position changes but history remains intact,True,True,v58-loop-01538
1539,86,9,rain court,talk,Ari,map safe route,0.438822,0.454822,0.085493,0.059493,rest,negotiate debt,trust warms and obligation decreases,True,True,v58-loop-01539
1540,86,10,fiber loft,offer_help,Fay,dry seed store,0.610462,0.626462,0.23124,0.20524,negotiate debt,seek tool,trust warms and obligation decreases,True,True,v58-loop-01540
1541,86,11,west hearth,borrow_tool,Milo,sort herb shelf,0.645685,0.625685,0.443592,0.473592,seek tool,private task,work is delayed and debt marker increases,True,True,v58-loop-01541
1542,86,12,river gate,return_tool,Sera,map safe route,0.533817,0.553817,0.516853,0.490853,care duty,private task,trust warms and obligation decreases,True,True,v58-loop-01542
1543,86,13,arrival court,interrupt_work,Tovan,dry seed store,0.384886,0.364886,0.380061,0.410061,private task,work,work is delayed and debt marker increases,True,True,v58-loop-01543
1544,86,14,tool alcove,wait_offscreen,Nia,sort herb shelf,0.297517,0.295517,0.165717,0.159717,recover focus,work,residents continue without avatar,True,True,v58-loop-01544
1545,86,15,rain court,repair_trust,Ari,map safe route,0.462199,0.478199,0.081447,0.055447,work,rest,trust warms and obligation decreases,True,True,v58-loop-01545
1546,86,16,fiber loft,move,Fay,dry seed store,0.629171,0.633171,0.208877,0.206877,rest,negotiate debt,position changes but history remains intact,True,True,v58-loop-01546
1547,86,17,west hearth,talk,Milo,sort herb shelf,0.647694,0.667694,0.424574,0.398574,negotiate debt,seek tool,trust warms and obligation decreases,True,True,v58-loop-01547
1548,87,0,arrival court,borrow_tool,Sera,repair awning,0.525135,0.505135,0.435076,0.465076,care duty,recover focus,work is delayed and debt marker increases,True,False,v58-loop-01548
1549,87,1,tool alcove,return_tool,Tovan,fix bridge peg,0.35009,0.36609,0.220874,0.194874,private task,recover focus,trust warms and obligation decreases,True,True,v58-loop-01549
1550,87,2,rain court,interrupt_work,Nia,patch cloak,0.294822,0.274822,0.083318,0.113318,recover focus,rest,work is delayed and debt marker increases,True,True,v58-loop-01550
1551,87,3,fiber loft,wait_offscreen,Ari,repair awning,0.477317,0.479317,0.15565,0.14965,work,rest,residents continue without avatar,True,True,v58-loop-01551
1552,87,4,west hearth,repair_trust,Fay,fix bridge peg,0.635355,0.651355,0.367807,0.341807,rest,negotiate debt,trust warms and obligation decreases,True,True,v58-loop-01552
1553,87,5,river gate,move,Milo,patch cloak,0.654129,0.658129,0.514282,0.512282,negotiate debt,seek tool,position changes but history remains intact,True,True,v58-loop-01553
1554,87,6,arrival court,talk,Sera,repair awning,0.532863,0.552863,0.453194,0.427194,seek tool,care duty,trust warms and obligation decreases,True,True,v58-loop-01554
1555,87,7,tool alcove,offer_help,Tovan,fix bridge peg,0.354451,0.370451,0.243714,0.217714,care duty,private task,trust warms and obligation decreases,True,True,v58-loop-01555
1556,87,8,rain court,borrow_tool,Nia,patch cloak,0.298052,0.278052,0.088756,0.118756,private task,work,work is delayed and debt marker increases,True,False,v58-loop-01556
1557,87,9,fiber loft,return_tool,Ari,repair awning,0.457054,0.473054,0.138419,0.112419,recover focus,work,trust warms and obligation decreases,True,True,v58-loop-01557
1558,87,10,west hearth,interrupt_work,Fay,fix bridge peg,0.634344,0.614344,0.344597,0.374597,work,negotiate debt,work is delayed and debt marker increases,True,True,v58-loop-01558
1559,87,11,river gate,wait_offscreen,Milo,patch cloak,0.641982,0.643982,0.507577,0.501577,rest,negotiate debt,residents continue without avatar,True,True,v58-loop-01559
1560,87,12,arrival court,repair_trust,Sera,repair awning,0.536369,0.556369,0.469487,0.443487,negotiate debt,seek tool,trust warms and obligation decreases,True,True,v58-loop-01560
1561,87,13,tool alcove,move,Tovan,fix bridge peg,0.374584,0.378584,0.267225,0.265225,seek tool,care duty,position changes but history remains intact,True,True,v58-loop-01561
1562,87,14,rain court,talk,Nia,patch cloak,0.294509,0.310509,0.09671,0.07071,care duty,private task,trust warms and obligation decreases,True,True,v58-loop-01562
1563,87,15,fiber loft,offer_help,Ari,repair awning,0.459118,0.475118,0.123112,0.097112,private task,recover focus,trust warms and obligation decreases,True,True,v58-loop-01563
1564,87,16,west hearth,borrow_tool,Fay,fix bridge peg,0.61583,0.59583,0.320856,0.350856,recover focus,rest,work is delayed and debt marker increases,True,False,v58-loop-01564
1565,87,17,river gate,return_tool,Milo,patch cloak,0.665634,0.685634,0.498399,0.472399,work,rest,trust warms and obligation decreases,True,True,v58-loop-01565
1566,88,0,tool alcove,wait_offscreen,Sera,dry seed store,0.502485,0.500485,0.330502,0.324502,negotiate debt,seek tool,residents continue without avatar,True,True,v58-loop-01566
1567,88,1,rain court,repair_trust,Tovan,sort herb shelf,0.341058,0.357058,0.129057,0.103057,seek tool,care duty,trust warms and obligation decreases,True,True,v58-loop-01567
1568,88,2,fiber loft,move,Nia,map safe route,0.315766,0.319766,0.093196,0.091196,care duty,private task,position changes but history remains intact,True,True,v58-loop-01568
1569,88,3,west hearth,talk,Ari,dry seed store,0.46535,0.48135,0.257655,0.231655,private task,recover focus,trust warms and obligation decreases,True,True,v58-loop-01569
1570,88,4,river gate,offer_help,Fay,sort herb shelf,0.624325,0.644325,0.463132,0.437132,recover focus,work,trust warms and obligation decreases,True,True,v58-loop-01570
1571,88,5,arrival court,borrow_tool,Milo,map safe route,0.663642,0.643642,0.510591,0.540591,work,negotiate debt,work is delayed and debt marker increases,True,True,v58-loop-01571
1572,88,6,tool alcove,return_tool,Sera,dry seed store,0.527317,0.543317,0.354062,0.328062,rest,negotiate debt,trust warms and obligation decreases,True,True,v58-loop-01572
1573,88,7,rain court,interrupt_work,Tovan,sort herb shelf,0.342948,0.322948,0.145166,0.175166,negotiate debt,care duty,work is delayed and debt marker increases,True,True,v58-loop-01573
1574,88,8,fiber loft,wait_offscreen,Nia,map safe route,0.327696,0.325696,0.08625,0.08025,seek tool,care duty,residents continue without avatar,True,True,v58-loop-01574
1575,88,9,west hearth,repair_trust,Ari,dry seed store,0.47568,0.49168,0.234382,0.208382,care duty,private task,trust warms and obligation decreases,True,True,v58-loop-01575
1576,88,10,river gate,move,Fay,sort herb shelf,0.634799,0.638799,0.446076,0.444076,private task,recover focus,position changes but history remains intact,True,True,v58-loop-01576
1577,88,11,arrival court,talk,Milo,map safe route,0.645083,0.665083,0.516273,0.490273,recover focus,work,trust warms and obligation decreases,True,True,v58-loop-01577
1578,88,12,tool alcove,offer_help,Sera,dry seed store,0.517858,0.533858,0.376978,0.350978,work,rest,trust warms and obligation decreases,True,True,v58-loop-01578
1579,88,13,rain court,borrow_tool,Tovan,sort herb shelf,0.338992,0.318992,0.163118,0.193118,rest,seek tool,work is delayed and debt marker increases,True,True,v58-loop-01579
1580,88,14,fiber loft,return_tool,Nia,map safe route,0.329003,0.345003,0.081849,0.055849,negotiate debt,seek tool,trust warms and obligation decreases,True,True,v58-loop-01580
1581,88,15,west hearth,interrupt_work,Ari,dry seed store,0.479101,0.459101,0.211891,0.241891,seek tool,private task,work is delayed and debt marker increases,True,True,v58-loop-01581
1582,88,16,river gate,wait_offscreen,Fay,sort herb shelf,0.640578,0.638578,0.42728,0.42128,care duty,private task,residents continue without avatar,True,True,v58-loop-01582
1583,88,17,arrival court,repair_trust,Milo,map safe route,0.648159,0.668159,0.519379,0.493379,private task,recover focus,trust warms and obligation decreases,True,True,v58-loop-01583
1584,89,0,rain court,talk,Sera,fix bridge peg,0.507208,0.523208,0.217804,0.191804,work,rest,trust warms and obligation decreases,True,True,v58-loop-01584
1585,89,1,fiber loft,offer_help,Tovan,patch cloak,0.334933,0.350933,0.082771,0.056771,rest,negotiate debt,trust warms and obligation decreases,True,True,v58-loop-01585
1586,89,2,west hearth,borrow_tool,Nia,repair awning,0.304104,0.284104,0.158157,0.188157,negotiate debt,care duty,work is delayed and debt marker increases,True,True,v58-loop-01586
1587,89,3,river gate,return_tool,Ari,fix bridge peg,0.480062,0.496062,0.370938,0.344938,seek tool,care duty,trust warms and obligation decreases,True,True,v58-loop-01587
1588,89,4,arrival court,interrupt_work,Fay,patch cloak,0.63015,0.61015,0.515006,0.545006,care duty,recover focus,work is delayed and debt marker increases,True,False,v58-loop-01588
1589,89,5,tool alcove,wait_offscreen,Milo,repair awning,0.641421,0.643421,0.450808,0.444808,private task,recover focus,residents continue without avatar,True,True,v58-loop-01589
1590,89,6,rain court,repair_trust,Sera,fix bridge peg,0.512611,0.528611,0.24053,0.21453,recover focus,work,trust warms and obligation decreases,True,True,v58-loop-01590
1591,89,7,fiber loft,move,Tovan,patch cloak,0.347642,0.351642,0.087858,0.085858,work,rest,position changes but history remains intact,True,True,v58-loop-01591
1592,89,8,west hearth,talk,Nia,repair awning,0.323295,0.339295,0.140676,0.114676,rest,negotiate debt,trust warms and obligation decreases,True,True,v58-loop-01592
1593,89,9,river gate,offer_help,Ari,fix bridge peg,0.476934,0.492934,0.347823,0.321823,negotiate debt,seek tool,trust warms and obligation decreases,True,True,v58-loop-01593
1594,89,10,arrival court,borrow_tool,Fay,patch cloak,0.643554,0.623554,0.508646,0.538646,seek tool,private task,work is delayed and debt marker increases,True,True,v58-loop-01594
1595,89,11,tool alcove,return_tool,Milo,repair awning,0.657279,0.677279,0.467364,0.441364,care duty,private task,trust warms and obligation decreases,True,True,v58-loop-01595
1596,89,12,rain court,interrupt_work,Sera,fix bridge peg,0.521898,0.501898,0.263965,0.293965,private task,work,work is delayed and debt marker increases,True,False,v58-loop-01596
1597,89,13,fiber loft,wait_offscreen,Tovan,patch cloak,0.364394,0.366394,0.095471,0.089471,recover focus,work,residents continue without avatar,True,True,v58-loop-01597
1598,89,14,west hearth,repair_trust,Nia,repair awning,0.331417,0.347417,0.125093,0.099093,work,rest,trust warms and obligation decreases,True,True,v58-loop-01598
1599,89,15,river gate,move,Ari,fix bridge peg,0.492739,0.496739,0.324139,0.322139,rest,negotiate debt,position changes but history remains intact,True,True,v58-loop-01599
1600,89,16,arrival court,talk,Fay,patch cloak,0.65242,0.67242,0.499802,0.473802,negotiate debt,seek tool,trust warms and obligation decreases,True,True,v58-loop-01600
1601,89,17,tool alcove,offer_help,Milo,repair awning,0.639783,0.659783,0.481928,0.455928,seek tool,care duty,trust warms and obligation decreases,True,True,v58-loop-01601
1602,90,0,fiber loft,return_tool,Sera,sort herb shelf,0.494057,0.510057,0.126999,0.100999,private task,recover focus,trust warms and obligation decreases,True,True,v58-loop-01602
1603,90,1,west hearth,interrupt_work,Tovan,map safe route,0.355459,0.335459,0.094345,0.124345,recover focus,rest,work is delayed and debt marker increases,True,True,v58-loop-01603
1604,90,2,river gate,wait_offscreen,Nia,dry seed store,0.318531,0.316531,0.260898,0.254898,work,rest,residents continue without avatar,True,True,v58-loop-01604
1605,90,3,arrival court,repair_trust,Ari,sort herb shelf,0.496223,0.516223,0.465327,0.439327,rest,negotiate debt,trust warms and obligation decreases,True,True,v58-loop-01605
1606,90,4,tool alcove,move,Fay,map safe route,0.665845,0.669845,0.509613,0.507613,negotiate debt,seek tool,position changes but history remains intact,True,True,v58-loop-01606
1607,90,5,rain court,talk,Milo,dry seed store,0.63537,0.65137,0.350857,0.324857,seek tool,care duty,trust warms and obligation decreases,True,True,v58-loop-01607
1608,90,6,fiber loft,offer_help,Sera,sort herb shelf,0.497137,0.513137,0.142839,0.116839,care duty,private task,trust warms and obligation decreases,True,True,v58-loop-01608
1609,90,7,west hearth,borrow_tool,Tovan,map safe route,0.334055,0.314055,0.087055,0.117055,private task,work,work is delayed and debt marker increases,True,True,v58-loop-01609
1610,90,8,river gate,return_tool,Nia,dry seed store,0.311863,0.327863,0.237539,0.211539,recover focus,work,trust warms and obligation decreases,True,True,v58-loop-01610
1611,90,9,arrival court,interrupt_work,Ari,sort herb shelf,0.519785,0.499785,0.448527,0.478527,work,negotiate debt,work is delayed and debt marker increases,True,True,v58-loop-01611
1612,90,10,tool alcove,wait_offscreen,Fay,map safe route,0.633736,0.631736,0.515644,0.509644,rest,negotiate debt,residents continue without avatar,True,True,v58-loop-01612
1613,90,11,rain court,repair_trust,Milo,dry seed store,0.649582,0.665582,0.373878,0.347878,negotiate debt,seek tool,trust warms and obligation decreases,True,True,v58-loop-01613
1614,90,12,fiber loft,move,Sera,sort herb shelf,0.486951,0.490951,0.16055,0.15855,seek tool,care duty,position changes but history remains intact,True,True,v58-loop-01614
1615,90,13,west hearth,talk,Tovan,map safe route,0.354351,0.370351,0.0823,0.0563,care duty,private task,trust warms and obligation decreases,True,True,v58-loop-01615
1616,90,14,river gate,offer_help,Nia,dry seed store,0.336262,0.352262,0.214925,0.188925,private task,recover focus,trust warms and obligation decreases,True,True,v58-loop-01616
1617,90,15,arrival court,borrow_tool,Ari,sort herb shelf,0.490603,0.470603,0.429957,0.459957,recover focus,rest,work is delayed and debt marker increases,True,True,v58-loop-01617
1618,90,16,tool alcove,return_tool,Fay,map safe route,0.661174,0.681174,0.519107,0.493107,work,rest,trust warms and obligation decreases,True,True,v58-loop-01618
1619,90,17,rain court,interrupt_work,Milo,dry seed store,0.626308,0.606308,0.396019,0.426019,rest,seek tool,work is delayed and debt marker increases,True,True,v58-loop-01619
1620,91,0,west hearth,repair_trust,Sera,patch cloak,0.478983,0.494983,0.082274,0.056274,seek tool,care duty,trust warms and obligation decreases,True,True,v58-loop-01620
1621,91,1,river gate,move,Tovan,repair awning,0.323601,0.327601,0.160695,0.158695,care duty,private task,position changes but history remains intact,True,True,v58-loop-01621
