tick,day,active_panel,selected_resident,selected_tick,filter_text,visible_columns,panel_patch,keyboard_shortcut,export_ready,private_workspace_hidden
431,24,scrubber,Tovan,431,resident:Tovan event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d024:s17"", ""panel"": ""scrubber"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d024:t00431"", ""tick"": 431}",j/k,True,True
432,25,resident index,Nia,432,resident:Nia event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d025:s00"", ""panel"": ""resident index"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d025:t00432"", ""tick"": 432}",x,True,True
433,25,schedule diff,Ari,433,resident:Ari event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d025:s01"", ""panel"": ""schedule diff"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d025:t00433"", ""tick"": 433}",j/k,True,True
434,25,invariant,Fay,434,resident:Fay event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d025:s02"", ""panel"": ""invariant"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d025:t00434"", ""tick"": 434}",m,True,True
435,25,dashboard,Milo,435,resident:Milo event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d025:s03"", ""panel"": ""dashboard"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d025:t00435"", ""tick"": 435}",s,True,True
436,25,resident index,Sera,436,resident:Sera event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d025:s04"", ""panel"": ""resident index"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d025:t00436"", ""tick"": 436}",e,True,True
437,25,schedule diff,Tovan,437,resident:Tovan event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d025:s05"", ""panel"": ""schedule diff"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d025:t00437"", ""tick"": 437}",r,True,True
438,25,invariant,Nia,438,resident:Nia event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d025:s06"", ""panel"": ""invariant"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d025:t00438"", ""tick"": 438}",d,True,True
439,25,dashboard,Ari,439,resident:Ari event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d025:s07"", ""panel"": ""dashboard"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d025:t00439"", ""tick"": 439}",x,True,True
440,25,resident index,Fay,440,resident:Fay event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d025:s08"", ""panel"": ""resident index"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d025:t00440"", ""tick"": 440}",j/k,True,True
441,25,schedule diff,Milo,441,resident:Milo event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d025:s09"", ""panel"": ""schedule diff"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d025:t00441"", ""tick"": 441}",m,True,True
442,25,invariant,Sera,442,resident:Sera event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d025:s10"", ""panel"": ""invariant"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d025:t00442"", ""tick"": 442}",s,True,True
443,25,dashboard,Tovan,443,resident:Tovan event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d025:s11"", ""panel"": ""dashboard"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d025:t00443"", ""tick"": 443}",e,True,True
444,25,resident index,Nia,444,resident:Nia event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d025:s12"", ""panel"": ""resident index"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d025:t00444"", ""tick"": 444}",r,True,True
445,25,schedule diff,Ari,445,resident:Ari event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d025:s13"", ""panel"": ""schedule diff"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d025:t00445"", ""tick"": 445}",d,True,True
446,25,invariant,Fay,446,resident:Fay event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d025:s14"", ""panel"": ""invariant"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d025:t00446"", ""tick"": 446}",x,True,True
447,25,dashboard,Milo,447,resident:Milo event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d025:s15"", ""panel"": ""dashboard"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d025:t00447"", ""tick"": 447}",j/k,True,True
448,25,resident index,Sera,448,resident:Sera event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d025:s16"", ""panel"": ""resident index"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d025:t00448"", ""tick"": 448}",m,True,True
449,25,schedule diff,Tovan,449,resident:Tovan event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d025:s17"", ""panel"": ""schedule diff"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d025:t00449"", ""tick"": 449}",s,True,True
450,26,snapshot,Nia,450,resident:Nia event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d026:s00"", ""panel"": ""snapshot"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d026:t00450"", ""tick"": 450}",m,True,True
451,26,causality,Ari,451,resident:Ari event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d026:s01"", ""panel"": ""causality"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d026:t00451"", ""tick"": 451}",s,True,True
452,26,scrubber,Fay,452,resident:Fay event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d026:s02"", ""panel"": ""scrubber"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d026:t00452"", ""tick"": 452}",e,True,True
453,26,memory debt,Milo,453,resident:Milo event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d026:s03"", ""panel"": ""memory debt"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d026:t00453"", ""tick"": 453}",r,True,True
454,26,snapshot,Sera,454,resident:Sera event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d026:s04"", ""panel"": ""snapshot"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d026:t00454"", ""tick"": 454}",d,True,True
455,26,causality,Tovan,455,resident:Tovan event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d026:s05"", ""panel"": ""causality"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d026:t00455"", ""tick"": 455}",x,True,True
456,26,scrubber,Nia,456,resident:Nia event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d026:s06"", ""panel"": ""scrubber"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d026:t00456"", ""tick"": 456}",j/k,True,True
457,26,memory debt,Ari,457,resident:Ari event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d026:s07"", ""panel"": ""memory debt"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d026:t00457"", ""tick"": 457}",m,True,True
458,26,snapshot,Fay,458,resident:Fay event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d026:s08"", ""panel"": ""snapshot"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d026:t00458"", ""tick"": 458}",s,True,True
459,26,causality,Milo,459,resident:Milo event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d026:s09"", ""panel"": ""causality"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d026:t00459"", ""tick"": 459}",e,True,True
460,26,scrubber,Sera,460,resident:Sera event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d026:s10"", ""panel"": ""scrubber"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d026:t00460"", ""tick"": 460}",r,True,True
461,26,memory debt,Tovan,461,resident:Tovan event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d026:s11"", ""panel"": ""memory debt"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d026:t00461"", ""tick"": 461}",d,True,True
462,26,snapshot,Nia,462,resident:Nia event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d026:s12"", ""panel"": ""snapshot"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d026:t00462"", ""tick"": 462}",x,True,True
463,26,causality,Ari,463,resident:Ari event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d026:s13"", ""panel"": ""causality"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d026:t00463"", ""tick"": 463}",j/k,True,True
464,26,scrubber,Fay,464,resident:Fay event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d026:s14"", ""panel"": ""scrubber"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d026:t00464"", ""tick"": 464}",m,True,True
465,26,memory debt,Milo,465,resident:Milo event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d026:s15"", ""panel"": ""memory debt"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d026:t00465"", ""tick"": 465}",s,True,True
466,26,snapshot,Sera,466,resident:Sera event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d026:s16"", ""panel"": ""snapshot"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d026:t00466"", ""tick"": 466}",e,True,True
467,26,causality,Tovan,467,resident:Tovan event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d026:s17"", ""panel"": ""causality"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d026:t00467"", ""tick"": 467}",r,True,True
468,27,dashboard,Nia,468,resident:Nia event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d027:s00"", ""panel"": ""dashboard"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d027:t00468"", ""tick"": 468}",e,True,True
469,27,resident index,Ari,469,resident:Ari event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d027:s01"", ""panel"": ""resident index"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d027:t00469"", ""tick"": 469}",r,True,True
470,27,schedule diff,Fay,470,resident:Fay event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d027:s02"", ""panel"": ""schedule diff"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d027:t00470"", ""tick"": 470}",d,True,True
471,27,invariant,Milo,471,resident:Milo event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d027:s03"", ""panel"": ""invariant"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d027:t00471"", ""tick"": 471}",x,True,True
472,27,dashboard,Sera,472,resident:Sera event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d027:s04"", ""panel"": ""dashboard"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d027:t00472"", ""tick"": 472}",j/k,True,True
473,27,resident index,Tovan,473,resident:Tovan event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d027:s05"", ""panel"": ""resident index"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d027:t00473"", ""tick"": 473}",m,True,True
474,27,schedule diff,Nia,474,resident:Nia event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d027:s06"", ""panel"": ""schedule diff"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d027:t00474"", ""tick"": 474}",s,True,True
475,27,invariant,Ari,475,resident:Ari event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d027:s07"", ""panel"": ""invariant"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d027:t00475"", ""tick"": 475}",e,True,True
476,27,dashboard,Fay,476,resident:Fay event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d027:s08"", ""panel"": ""dashboard"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d027:t00476"", ""tick"": 476}",r,True,True
477,27,resident index,Milo,477,resident:Milo event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d027:s09"", ""panel"": ""resident index"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d027:t00477"", ""tick"": 477}",d,True,True
478,27,schedule diff,Sera,478,resident:Sera event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d027:s10"", ""panel"": ""schedule diff"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d027:t00478"", ""tick"": 478}",x,True,True
479,27,invariant,Tovan,479,resident:Tovan event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d027:s11"", ""panel"": ""invariant"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d027:t00479"", ""tick"": 479}",j/k,True,True
480,27,dashboard,Nia,480,resident:Nia event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d027:s12"", ""panel"": ""dashboard"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d027:t00480"", ""tick"": 480}",m,True,True
481,27,resident index,Ari,481,resident:Ari event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d027:s13"", ""panel"": ""resident index"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d027:t00481"", ""tick"": 481}",s,True,True
482,27,schedule diff,Fay,482,resident:Fay event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d027:s14"", ""panel"": ""schedule diff"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d027:t00482"", ""tick"": 482}",e,True,True
483,27,invariant,Milo,483,resident:Milo event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d027:s15"", ""panel"": ""invariant"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d027:t00483"", ""tick"": 483}",r,True,True
484,27,dashboard,Sera,484,resident:Sera event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d027:s16"", ""panel"": ""dashboard"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d027:t00484"", ""tick"": 484}",d,True,True
485,27,resident index,Tovan,485,resident:Tovan event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d027:s17"", ""panel"": ""resident index"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d027:t00485"", ""tick"": 485}",x,True,True
486,28,memory debt,Nia,486,resident:Nia event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d028:s00"", ""panel"": ""memory debt"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d028:t00486"", ""tick"": 486}",d,True,True
