tick_id,day,settlement_id,resident_id,avatar_action,local_lexeme,public_translation,reply_line,dialect_conditioned,references_culture,references_technology,references_memory,private_workspace_hidden
341,29,signal,Milo,ask_memory,signal-ask-mem-3,signal-ask-mem-3: light before haste,Milo: our signal lenses still keep the avatar-waiting story and lantern-turning-child naming.,True,True,True,True,True
342,29,orchard,Mara,rest_near_resident,orchard-rest-ne-4,orchard-rest-ne-4: keep tomorrow dry,Mara: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
343,29,repair_ring,Juno,enter_world,repair_ring-enter-w-5,repair_ring-enter-w-5: give hands room near sparks,Juno: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
344,29,riverbend,Lio,ask_memory,riverbend-ask-mem-6,riverbend-ask-mem-6: ask before crossing wet tools,Lio: our route engines still keep the avatar-waiting story and plank-listening-avatar waiting myth.,True,True,True,True,True
345,29,roofward,Fay,rest_near_resident,roofward-rest-ne-7,roofward-rest-ne-7: wait before taking ledgers,Fay: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
346,29,archive,Toma,enter_world,archive-enter-w-8,archive-enter-w-8: ask before touching signal spools,Toma: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
347,29,signal,Milo,ask_local_word,signal-ask-loc-9,signal-ask-loc-9: light before haste,"Milo: in signal-dialect-8, signal-ask-loc-9 carries path visibility, lantern-turning-child naming, and light before haste.",True,True,False,True,True
348,30,repair_ring,Juno,give_space,repair_ring-give-sp-10,repair_ring-give-sp-10: give hands room near sparks,Juno: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
349,30,riverbend,Lio,ask_local_word,riverbend-ask-loc-11,riverbend-ask-loc-11: ask before crossing wet tools,"Lio: in riverbend-dialect-8, riverbend-ask-loc-11 carries dry crossing, plank-listening-avatar waiting myth, and ask before crossing wet tools.",True,True,False,True,True
350,30,roofward,Fay,request_tool,roofward-request-12,roofward-request-12: wait before taking ledgers,Fay: roofward-request-12 means ask first. Our sun-ledger-trade witness and wait before taking ledgers are carried by civic observatories.,True,True,True,True,True
351,30,archive,Toma,give_space,archive-give-sp-0,archive-give-sp-0: ask before touching signal spools,Toma: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
352,30,signal,Milo,ask_memory,signal-ask-mem-1,signal-ask-mem-1: light before haste,Milo: our signal lenses still keep the avatar-waiting story and lantern-turning-child naming.,True,True,True,True,True
353,30,orchard,Mara,rest_near_resident,orchard-rest-ne-2,orchard-rest-ne-2: keep tomorrow dry,Mara: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
354,30,repair_ring,Juno,enter_world,repair_ring-enter-w-3,repair_ring-enter-w-3: give hands room near sparks,Juno: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
355,30,riverbend,Lio,ask_memory,riverbend-ask-mem-4,riverbend-ask-mem-4: ask before crossing wet tools,Lio: our route engines still keep the avatar-waiting story and plank-listening-avatar waiting myth.,True,True,True,True,True
356,30,roofward,Fay,rest_near_resident,roofward-rest-ne-5,roofward-rest-ne-5: wait before taking ledgers,Fay: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
357,30,archive,Toma,enter_world,archive-enter-w-6,archive-enter-w-6: ask before touching signal spools,Toma: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
358,30,signal,Milo,ask_local_word,signal-ask-loc-7,signal-ask-loc-7: light before haste,"Milo: in signal-dialect-8, signal-ask-loc-7 carries path visibility, lantern-turning-child naming, and light before haste.",True,True,False,True,True
359,30,orchard,Mara,request_tool,orchard-request-8,orchard-request-8: keep tomorrow dry,Mara: orchard-request-8 means ask first. Our satchel-vow-seasonal repair and keep tomorrow dry are carried by water clocks.,True,True,True,True,True
360,31,repair_ring,Pax,follow_route,repair_ring-follow--9,repair_ring-follow--9: give hands room near sparks,Pax: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
361,31,riverbend,Ari,offer_help,riverbend-offer-h-10,riverbend-offer-h-10: ask before crossing wet tools,Ari: help is welcome when it follows ask before crossing wet tools; route engines made the work shareable.,True,True,True,True,True
362,31,roofward,Sera,move_near_object,roofward-move-ne-11,roofward-move-ne-11: wait before taking ledgers,"Sera: slow steps. The sun-ledger-trade witness says owned things need room, and civic observatories records that memory.",True,True,True,False,True
363,31,archive,Nia,follow_route,archive-follow--12,archive-follow--12: ask before touching signal spools,Nia: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
364,31,signal,Ren,mark_map,signal-mark-ma-0,signal-mark-ma-0: light before haste,Ren: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
365,31,orchard,Ivo,leave_gift,orchard-leave-g-1,orchard-leave-g-1: keep tomorrow dry,Ivo: gift recorded through satchel-vow-seasonal repair; next visit begins warmer under keep tomorrow dry.,True,True,False,True,True
366,31,repair_ring,Pax,inspect_ritual,repair_ring-inspect-2,repair_ring-inspect-2: give hands room near sparks,Pax: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
367,31,riverbend,Ari,mark_map,riverbend-mark-ma-3,riverbend-mark-ma-3: ask before crossing wet tools,Ari: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
368,31,roofward,Sera,leave_gift,roofward-leave-g-4,roofward-leave-g-4: wait before taking ledgers,Sera: gift recorded through sun-ledger-trade witness; next visit begins warmer under wait before taking ledgers.,True,True,False,True,True
369,31,archive,Nia,inspect_ritual,archive-inspect-5,archive-inspect-5: ask before touching signal spools,Nia: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
370,31,signal,Ren,offer_help,signal-offer-h-6,signal-offer-h-6: light before haste,Ren: help is welcome when it follows light before haste; signal lenses made the work shareable.,True,True,True,True,True
371,31,orchard,Ivo,move_near_object,orchard-move-ne-7,orchard-move-ne-7: keep tomorrow dry,"Ivo: slow steps. The satchel-vow-seasonal repair says owned things need room, and water clocks records that memory.",True,True,True,False,True
372,32,repair_ring,Juno,ask_memory,repair_ring-ask-mem-8,repair_ring-ask-mem-8: give hands room near sparks,Juno: our kiln alloys still keep the avatar-waiting story and spark-distance-object blessing.,True,True,True,True,True
373,32,riverbend,Lio,request_tool,riverbend-request-9,riverbend-request-9: ask before crossing wet tools,Lio: riverbend-request-9 means ask first. Our plank-listening-avatar waiting myth and ask before crossing wet tools are carried by route engines.,True,True,True,True,True
374,32,roofward,Fay,give_space,roofward-give-sp-10,roofward-give-sp-10: wait before taking ledgers,Fay: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
375,32,archive,Toma,ask_memory,archive-ask-mem-11,archive-ask-mem-11: ask before touching signal spools,Toma: our memory looms still keep the avatar-waiting story and spool-naming-boundary asking.,True,True,True,True,True
376,32,signal,Milo,rest_near_resident,signal-rest-ne-12,signal-rest-ne-12: light before haste,Milo: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
377,32,orchard,Mara,enter_world,orchard-enter-w-0,orchard-enter-w-0: keep tomorrow dry,Mara: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
378,32,repair_ring,Juno,ask_local_word,repair_ring-ask-loc-1,repair_ring-ask-loc-1: give hands room near sparks,"Juno: in repair_ring-dialect-8, repair_ring-ask-loc-1 carries safe repair space, spark-distance-object blessing, and give hands room near sparks.",True,True,False,True,True
379,32,riverbend,Lio,rest_near_resident,riverbend-rest-ne-2,riverbend-rest-ne-2: ask before crossing wet tools,Lio: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
380,32,roofward,Fay,enter_world,roofward-enter-w-3,roofward-enter-w-3: wait before taking ledgers,Fay: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
381,32,archive,Toma,ask_local_word,archive-ask-loc-4,archive-ask-loc-4: ask before touching signal spools,"Toma: in archive-dialect-8, archive-ask-loc-4 carries signal memory, spool-naming-boundary asking, and ask before touching signal spools.",True,True,False,True,True
382,32,signal,Milo,request_tool,signal-request-5,signal-request-5: light before haste,Milo: signal-request-5 means ask first. Our lantern-turning-child naming and light before haste are carried by signal lenses.,True,True,True,True,True
383,32,orchard,Mara,give_space,orchard-give-sp-6,orchard-give-sp-6: keep tomorrow dry,Mara: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
384,33,repair_ring,Pax,mark_map,repair_ring-mark-ma-7,repair_ring-mark-ma-7: give hands room near sparks,Pax: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
385,33,riverbend,Ari,move_near_object,riverbend-move-ne-8,riverbend-move-ne-8: ask before crossing wet tools,"Ari: slow steps. The plank-listening-avatar waiting myth says owned things need room, and route engines records that memory.",True,True,True,False,True
