tick_id,day,session_id,settlement_id,resident_id,site_id,sprite_x_before,sprite_y_before,sprite_x_after,sprite_y_after,animation_frame_index,easing_label,path_progress_before,path_progress_after,body_pose,sensory_overlay,animated_path_visible
0,1,canvas-session-001,lichen_bridge,Luma,meal_room,106,104,118,116,0,cautious-step,0.377419,0.416129,reaching,bowl clink; lichen soup; warm steam,True
1393,78,canvas-session-013,lichen_bridge,Luma,meal_room,256,316,268,304,1,ease-in-out,0.6,0.63871,walking,bowl clink; lichen soup; warm steam,True
1394,78,canvas-session-013,orchid_engine,Dax,engine_ring,344,164,332,152,2,ease-in-out,0.63871,0.677419,reaching,valve pulse; warm iron; hot dry,True
1395,78,canvas-session-013,moss_ward,Tala,blanket_room,260,148,248,160,3,cautious-step,0.96129,1.0,walking,loom creak; warm wool; warm dry,True
1396,78,canvas-session-013,glass_harbor,Nia,fog_rail,292,200,304,188,4,ease-in-out,0.635484,0.674194,walking,fog bell; cold fog; chilled wet,True
1397,78,canvas-session-013,cinder_garden,Pax,seed_shelf,228,228,216,220,5,ease-in-out,0.774194,0.806452,walking,seed rattle; seed oil; warm dry,True
1398,78,canvas-session-013,lichen_bridge,Rin,signal_post,256,304,256,316,6,cautious-step,0.890323,0.909677,reaching,bell hum; bell tin; cool mist,True
1399,78,canvas-session-013,orchid_engine,Eli,orchid_bay,332,164,344,164,7,ease-in-out,0.806452,0.825806,walking,steam sigh; orchid oil; humid warm,True
1400,78,canvas-session-013,moss_ward,Ari,rain_gate,260,148,248,160,8,ease-in-out,0.464516,0.503226,walking,rain taps; wet moss; cold damp,True
1401,78,canvas-session-013,glass_harbor,Oren,net_room,292,200,292,200,9,cautious-step,1.0,1.0,walking,net rasp; salt fiber; mild damp,True
1402,78,canvas-session-013,cinder_garden,Vale,shade_tent,240,240,252,240,10,ease-in-out,0.735484,0.754839,reaching,cloth flap; dry shade; soft warm,True
1403,78,canvas-session-013,lichen_bridge,Sol,rope_bridge,268,292,256,292,11,ease-in-out,0.696774,0.716129,walking,rope strain; damp rope; wet breeze,True
1404,79,canvas-session-014,moss_ward,Tala,root_alcove,248,160,260,148,0,cautious-step,0.677419,0.716129,reaching,root drip; root ink; cool still,True
1405,79,canvas-session-014,glass_harbor,Nia,lamp_pier,304,188,292,200,1,ease-in-out,0.445161,0.483871,walking,lamp hiss; lamp oil; salt cold,True
1406,79,canvas-session-014,cinder_garden,Pax,ash_path,216,220,228,232,2,ease-in-out,0.767742,0.806452,walking,ash crunch; cool ash; hot edge,True
1407,79,canvas-session-014,lichen_bridge,Rin,meal_room,256,316,268,304,3,cautious-step,0.6,0.63871,walking,bowl clink; lichen soup; warm steam,True
1408,79,canvas-session-014,orchid_engine,Eli,engine_ring,344,164,332,152,4,ease-in-out,0.63871,0.677419,reaching,valve pulse; warm iron; hot dry,True
1409,79,canvas-session-014,moss_ward,Ari,blanket_room,248,160,248,160,5,ease-in-out,1.0,1.0,walking,loom creak; warm wool; warm dry,True
1410,79,canvas-session-014,glass_harbor,Oren,fog_rail,292,200,304,188,6,cautious-step,0.635484,0.674194,walking,fog bell; cold fog; chilled wet,True
1411,79,canvas-session-014,cinder_garden,Vale,seed_shelf,252,240,240,228,7,ease-in-out,0.716129,0.754839,walking,seed rattle; seed oil; warm dry,True
1412,79,canvas-session-014,lichen_bridge,Sol,signal_post,256,292,256,304,8,ease-in-out,0.870968,0.890323,reaching,bell hum; bell tin; cool mist,True
1413,79,canvas-session-014,orchid_engine,Bea,orchid_bay,320,152,332,164,9,cautious-step,0.767742,0.806452,walking,steam sigh; orchid oil; humid warm,True
1414,79,canvas-session-014,moss_ward,Fay,rain_gate,260,148,248,160,10,ease-in-out,0.464516,0.503226,walking,rain taps; wet moss; cold damp,True
1415,79,canvas-session-014,glass_harbor,Puck,net_room,292,200,292,200,11,ease-in-out,1.0,1.0,walking,net rasp; salt fiber; mild damp,True
1416,79,canvas-session-014,cinder_garden,Wren,shade_tent,240,240,252,240,0,cautious-step,0.735484,0.754839,reaching,cloth flap; dry shade; soft warm,True
1417,79,canvas-session-014,lichen_bridge,Kio,rope_bridge,268,292,256,292,1,ease-in-out,0.696774,0.716129,walking,rope strain; damp rope; wet breeze,True
1418,79,canvas-session-014,orchid_engine,Cai,gear_wash,320,152,320,164,2,ease-in-out,0.774194,0.793548,walking,gear brush; gear oil; warm damp,True
1419,79,canvas-session-014,moss_ward,Milo,root_alcove,260,148,272,136,3,cautious-step,0.716129,0.754839,walking,root drip; root ink; cool still,True
1420,79,canvas-session-014,glass_harbor,Sera,lamp_pier,304,188,292,200,4,ease-in-out,0.445161,0.483871,reaching,lamp hiss; lamp oil; salt cold,True
1421,79,canvas-session-014,cinder_garden,Juno,ash_path,228,232,228,244,5,ease-in-out,0.806452,0.825806,walking,ash crunch; cool ash; hot edge,True
1422,80,canvas-session-014,orchid_engine,Bea,engine_ring,332,164,320,152,6,cautious-step,0.658065,0.696774,reaching,valve pulse; warm iron; hot dry,True
1423,80,canvas-session-014,moss_ward,Fay,blanket_room,248,160,248,160,7,ease-in-out,1.0,1.0,walking,loom creak; warm wool; warm dry,True
1424,80,canvas-session-014,glass_harbor,Puck,fog_rail,292,200,304,188,8,ease-in-out,0.635484,0.674194,walking,fog bell; cold fog; chilled wet,True
1425,80,canvas-session-014,cinder_garden,Wren,seed_shelf,252,240,240,228,9,cautious-step,0.716129,0.754839,walking,seed rattle; seed oil; warm dry,True
1426,80,canvas-session-014,lichen_bridge,Kio,signal_post,256,292,256,304,10,ease-in-out,0.870968,0.890323,reaching,bell hum; bell tin; cool mist,True
1427,80,canvas-session-014,orchid_engine,Cai,orchid_bay,320,164,332,164,11,ease-in-out,0.787097,0.806452,walking,steam sigh; orchid oil; humid warm,True
1428,80,canvas-session-014,moss_ward,Milo,rain_gate,272,136,260,148,0,cautious-step,0.425806,0.464516,walking,rain taps; wet moss; cold damp,True
1429,80,canvas-session-014,glass_harbor,Sera,net_room,292,200,292,200,1,ease-in-out,1.0,1.0,walking,net rasp; salt fiber; mild damp,True
1430,80,canvas-session-014,cinder_garden,Juno,shade_tent,228,244,240,240,2,ease-in-out,0.709677,0.735484,reaching,cloth flap; dry shade; soft warm,True
1431,80,canvas-session-014,lichen_bridge,Luma,rope_bridge,268,304,256,292,3,cautious-step,0.677419,0.716129,walking,rope strain; damp rope; wet breeze,True
1432,80,canvas-session-014,orchid_engine,Dax,gear_wash,332,152,320,164,4,ease-in-out,0.754839,0.793548,walking,gear brush; gear oil; warm damp,True
1433,80,canvas-session-014,moss_ward,Tala,root_alcove,260,148,272,136,5,ease-in-out,0.716129,0.754839,walking,root drip; root ink; cool still,True
1434,80,canvas-session-014,glass_harbor,Nia,lamp_pier,292,200,280,212,6,cautious-step,0.483871,0.522581,reaching,lamp hiss; lamp oil; salt cold,True
1435,80,canvas-session-014,cinder_garden,Pax,ash_path,228,232,228,244,7,ease-in-out,0.806452,0.825806,walking,ash crunch; cool ash; hot edge,True
1436,80,canvas-session-014,lichen_bridge,Rin,meal_room,268,304,280,292,8,ease-in-out,0.63871,0.677419,walking,bowl clink; lichen soup; warm steam,True
1437,80,canvas-session-014,orchid_engine,Eli,engine_ring,332,152,320,140,9,cautious-step,0.677419,0.716129,walking,valve pulse; warm iron; hot dry,True
1438,80,canvas-session-014,moss_ward,Ari,blanket_room,248,160,248,160,10,ease-in-out,1.0,1.0,reaching,loom creak; warm wool; warm dry,True
1439,80,canvas-session-014,glass_harbor,Oren,fog_rail,304,188,316,176,11,ease-in-out,0.674194,0.712903,walking,fog bell; cold fog; chilled wet,True
1440,81,canvas-session-014,lichen_bridge,Luma,signal_post,256,292,256,304,0,cautious-step,0.870968,0.890323,reaching,bell hum; bell tin; cool mist,True
1441,81,canvas-session-014,orchid_engine,Dax,orchid_bay,320,164,332,164,1,ease-in-out,0.787097,0.806452,walking,steam sigh; orchid oil; humid warm,True
1442,81,canvas-session-014,moss_ward,Tala,rain_gate,272,136,260,148,2,ease-in-out,0.425806,0.464516,walking,rain taps; wet moss; cold damp,True
1443,81,canvas-session-014,glass_harbor,Nia,net_room,280,212,292,200,3,cautious-step,0.96129,1.0,walking,net rasp; salt fiber; mild damp,True
1444,81,canvas-session-014,cinder_garden,Pax,shade_tent,228,244,240,240,4,ease-in-out,0.709677,0.735484,reaching,cloth flap; dry shade; soft warm,True
1445,81,canvas-session-014,lichen_bridge,Rin,rope_bridge,280,292,268,292,5,ease-in-out,0.677419,0.696774,walking,rope strain; damp rope; wet breeze,True
1446,81,canvas-session-014,orchid_engine,Eli,gear_wash,320,140,320,152,6,cautious-step,0.754839,0.774194,walking,gear brush; gear oil; warm damp,True
1447,81,canvas-session-014,moss_ward,Ari,root_alcove,248,160,260,148,7,ease-in-out,0.677419,0.716129,walking,root drip; root ink; cool still,True
1448,81,canvas-session-014,glass_harbor,Oren,lamp_pier,316,176,304,188,8,ease-in-out,0.406452,0.445161,reaching,lamp hiss; lamp oil; salt cold,True
1449,81,canvas-session-014,cinder_garden,Vale,ash_path,240,228,228,240,9,cautious-step,0.780645,0.819355,walking,ash crunch; cool ash; hot edge,True
1450,81,canvas-session-014,lichen_bridge,Sol,meal_room,256,304,268,292,10,ease-in-out,0.619355,0.658065,walking,bowl clink; lichen soup; warm steam,True
1451,81,canvas-session-014,orchid_engine,Bea,engine_ring,320,152,308,140,11,ease-in-out,0.696774,0.735484,walking,valve pulse; warm iron; hot dry,True
1452,81,canvas-session-014,moss_ward,Fay,blanket_room,248,160,248,160,0,cautious-step,1.0,1.0,reaching,loom creak; warm wool; warm dry,True
1453,81,canvas-session-014,glass_harbor,Puck,fog_rail,304,188,316,176,1,ease-in-out,0.674194,0.712903,walking,fog bell; cold fog; chilled wet,True
1454,81,canvas-session-014,cinder_garden,Wren,seed_shelf,240,228,228,220,2,ease-in-out,0.754839,0.787097,walking,seed rattle; seed oil; warm dry,True
1455,81,canvas-session-014,lichen_bridge,Kio,signal_post,256,304,256,316,3,cautious-step,0.890323,0.909677,walking,bell hum; bell tin; cool mist,True
1456,81,canvas-session-014,orchid_engine,Cai,orchid_bay,332,164,344,164,4,ease-in-out,0.806452,0.825806,reaching,steam sigh; orchid oil; humid warm,True
1457,81,canvas-session-014,moss_ward,Milo,rain_gate,260,148,248,160,5,ease-in-out,0.464516,0.503226,walking,rain taps; wet moss; cold damp,True
1458,82,canvas-session-014,cinder_garden,Vale,shade_tent,228,240,240,240,6,cautious-step,0.716129,0.735484,reaching,cloth flap; dry shade; soft warm,True
1459,82,canvas-session-014,lichen_bridge,Sol,rope_bridge,268,292,256,292,7,ease-in-out,0.696774,0.716129,walking,rope strain; damp rope; wet breeze,True
1460,82,canvas-session-014,orchid_engine,Bea,gear_wash,308,140,320,152,8,ease-in-out,0.735484,0.774194,walking,gear brush; gear oil; warm damp,True
1461,82,canvas-session-014,moss_ward,Fay,root_alcove,248,160,260,148,9,cautious-step,0.677419,0.716129,walking,root drip; root ink; cool still,True
1462,82,canvas-session-014,glass_harbor,Puck,lamp_pier,316,176,304,188,10,ease-in-out,0.406452,0.445161,reaching,lamp hiss; lamp oil; salt cold,True
1463,82,canvas-session-014,cinder_garden,Wren,ash_path,228,220,228,232,11,ease-in-out,0.787097,0.806452,walking,ash crunch; cool ash; hot edge,True
1464,82,canvas-session-014,lichen_bridge,Kio,meal_room,256,316,268,304,0,cautious-step,0.6,0.63871,walking,bowl clink; lichen soup; warm steam,True
1465,82,canvas-session-014,orchid_engine,Cai,engine_ring,344,164,332,152,1,ease-in-out,0.63871,0.677419,walking,valve pulse; warm iron; hot dry,True
1466,82,canvas-session-014,moss_ward,Milo,blanket_room,248,160,248,160,2,ease-in-out,1.0,1.0,reaching,loom creak; warm wool; warm dry,True
1467,82,canvas-session-014,glass_harbor,Sera,fog_rail,292,200,304,188,3,cautious-step,0.635484,0.674194,walking,fog bell; cold fog; chilled wet,True
1468,82,canvas-session-014,cinder_garden,Juno,seed_shelf,240,240,228,228,4,ease-in-out,0.735484,0.774194,walking,seed rattle; seed oil; warm dry,True
1469,82,canvas-session-014,lichen_bridge,Luma,signal_post,256,304,256,316,5,ease-in-out,0.890323,0.909677,walking,bell hum; bell tin; cool mist,True
1470,82,canvas-session-014,orchid_engine,Dax,orchid_bay,332,164,344,164,6,cautious-step,0.806452,0.825806,reaching,steam sigh; orchid oil; humid warm,True
1471,82,canvas-session-014,moss_ward,Tala,rain_gate,260,148,248,160,7,ease-in-out,0.464516,0.503226,walking,rain taps; wet moss; cold damp,True
1472,82,canvas-session-014,glass_harbor,Nia,net_room,292,200,292,200,8,ease-in-out,1.0,1.0,walking,net rasp; salt fiber; mild damp,True
1473,82,canvas-session-014,cinder_garden,Pax,shade_tent,240,240,252,240,9,cautious-step,0.735484,0.754839,walking,cloth flap; dry shade; soft warm,True
1474,82,canvas-session-014,lichen_bridge,Rin,rope_bridge,268,292,256,292,10,ease-in-out,0.696774,0.716129,reaching,rope strain; damp rope; wet breeze,True
1475,82,canvas-session-014,orchid_engine,Eli,gear_wash,320,152,320,164,11,ease-in-out,0.774194,0.793548,walking,gear brush; gear oil; warm damp,True
1476,83,canvas-session-014,glass_harbor,Sera,lamp_pier,304,188,292,200,0,cautious-step,0.445161,0.483871,reaching,lamp hiss; lamp oil; salt cold,True
1477,83,canvas-session-014,cinder_garden,Juno,ash_path,228,228,228,240,1,ease-in-out,0.8,0.819355,walking,ash crunch; cool ash; hot edge,True
1478,83,canvas-session-014,lichen_bridge,Luma,meal_room,256,316,268,304,2,ease-in-out,0.6,0.63871,walking,bowl clink; lichen soup; warm steam,True
1479,83,canvas-session-014,orchid_engine,Dax,engine_ring,344,164,332,152,3,cautious-step,0.63871,0.677419,walking,valve pulse; warm iron; hot dry,True
1480,83,canvas-session-014,moss_ward,Tala,blanket_room,248,160,248,160,4,ease-in-out,1.0,1.0,reaching,loom creak; warm wool; warm dry,True
1481,83,canvas-session-014,glass_harbor,Nia,fog_rail,292,200,304,188,5,ease-in-out,0.635484,0.674194,walking,fog bell; cold fog; chilled wet,True
1482,83,canvas-session-014,cinder_garden,Pax,seed_shelf,252,240,240,228,6,cautious-step,0.716129,0.754839,walking,seed rattle; seed oil; warm dry,True
1483,83,canvas-session-014,lichen_bridge,Rin,signal_post,256,292,256,304,7,ease-in-out,0.870968,0.890323,walking,bell hum; bell tin; cool mist,True
1484,83,canvas-session-014,orchid_engine,Eli,orchid_bay,320,164,332,164,8,ease-in-out,0.787097,0.806452,reaching,steam sigh; orchid oil; humid warm,True
1485,83,canvas-session-014,moss_ward,Ari,rain_gate,260,148,248,160,9,cautious-step,0.464516,0.503226,walking,rain taps; wet moss; cold damp,True
1486,83,canvas-session-014,glass_harbor,Oren,net_room,304,188,292,200,10,ease-in-out,0.96129,1.0,walking,net rasp; salt fiber; mild damp,True
1487,83,canvas-session-014,cinder_garden,Vale,shade_tent,240,240,252,240,11,ease-in-out,0.735484,0.754839,walking,cloth flap; dry shade; soft warm,True
1488,83,canvas-session-014,lichen_bridge,Sol,rope_bridge,256,292,244,292,0,cautious-step,0.716129,0.735484,reaching,rope strain; damp rope; wet breeze,True
1489,83,canvas-session-014,orchid_engine,Bea,gear_wash,320,152,320,164,1,ease-in-out,0.774194,0.793548,walking,gear brush; gear oil; warm damp,True
1490,83,canvas-session-014,moss_ward,Fay,root_alcove,260,148,272,136,2,ease-in-out,0.716129,0.754839,walking,root drip; root ink; cool still,True
1491,83,canvas-session-014,glass_harbor,Puck,lamp_pier,304,188,292,200,3,cautious-step,0.445161,0.483871,walking,lamp hiss; lamp oil; salt cold,True
1492,83,canvas-session-014,cinder_garden,Wren,ash_path,228,232,228,244,4,ease-in-out,0.806452,0.825806,reaching,ash crunch; cool ash; hot edge,True
1493,83,canvas-session-014,lichen_bridge,Kio,meal_room,268,304,280,292,5,ease-in-out,0.63871,0.677419,walking,bowl clink; lichen soup; warm steam,True
1494,84,canvas-session-014,moss_ward,Ari,blanket_room,248,160,248,160,6,cautious-step,1.0,1.0,reaching,loom creak; warm wool; warm dry,True
1495,84,canvas-session-014,glass_harbor,Oren,fog_rail,292,200,304,188,7,ease-in-out,0.635484,0.674194,walking,fog bell; cold fog; chilled wet,True
1496,84,canvas-session-014,cinder_garden,Vale,seed_shelf,252,240,240,228,8,ease-in-out,0.716129,0.754839,walking,seed rattle; seed oil; warm dry,True
1497,84,canvas-session-014,lichen_bridge,Sol,signal_post,244,292,256,304,9,cautious-step,0.851613,0.890323,walking,bell hum; bell tin; cool mist,True
1498,84,canvas-session-014,orchid_engine,Bea,orchid_bay,320,164,332,164,10,ease-in-out,0.787097,0.806452,reaching,steam sigh; orchid oil; humid warm,True
1499,84,canvas-session-014,moss_ward,Fay,rain_gate,272,136,260,148,11,ease-in-out,0.425806,0.464516,walking,rain taps; wet moss; cold damp,True
1500,84,canvas-session-014,glass_harbor,Puck,net_room,292,200,292,200,0,cautious-step,1.0,1.0,walking,net rasp; salt fiber; mild damp,True
1501,84,canvas-session-014,cinder_garden,Wren,shade_tent,228,244,240,240,1,ease-in-out,0.709677,0.735484,walking,cloth flap; dry shade; soft warm,True
1502,84,canvas-session-014,lichen_bridge,Kio,rope_bridge,280,292,268,292,2,ease-in-out,0.677419,0.696774,reaching,rope strain; damp rope; wet breeze,True
1503,84,canvas-session-014,orchid_engine,Cai,gear_wash,332,152,320,164,3,cautious-step,0.754839,0.793548,walking,gear brush; gear oil; warm damp,True
1504,84,canvas-session-014,moss_ward,Milo,root_alcove,248,160,260,148,4,ease-in-out,0.677419,0.716129,walking,root drip; root ink; cool still,True
1505,84,canvas-session-014,glass_harbor,Sera,lamp_pier,292,200,280,212,5,ease-in-out,0.483871,0.522581,walking,lamp hiss; lamp oil; salt cold,True
1506,84,canvas-session-014,cinder_garden,Juno,ash_path,228,240,228,252,6,cautious-step,0.819355,0.83871,reaching,ash crunch; cool ash; hot edge,True
1507,84,canvas-session-014,lichen_bridge,Luma,meal_room,268,304,280,292,7,ease-in-out,0.63871,0.677419,walking,bowl clink; lichen soup; warm steam,True
1508,84,canvas-session-014,orchid_engine,Dax,engine_ring,332,152,320,140,8,ease-in-out,0.677419,0.716129,walking,valve pulse; warm iron; hot dry,True
1509,84,canvas-session-014,moss_ward,Tala,blanket_room,248,160,248,160,9,cautious-step,1.0,1.0,walking,loom creak; warm wool; warm dry,True
1510,84,canvas-session-014,glass_harbor,Nia,fog_rail,304,188,316,176,10,ease-in-out,0.674194,0.712903,reaching,fog bell; cold fog; chilled wet,True
1511,84,canvas-session-014,cinder_garden,Pax,seed_shelf,240,228,228,220,11,ease-in-out,0.754839,0.787097,walking,seed rattle; seed oil; warm dry,True
1512,85,canvas-session-015,orchid_engine,Cai,orchid_bay,320,164,332,164,0,cautious-step,0.787097,0.806452,reaching,steam sigh; orchid oil; humid warm,True
1513,85,canvas-session-015,moss_ward,Milo,rain_gate,260,148,248,160,1,ease-in-out,0.464516,0.503226,walking,rain taps; wet moss; cold damp,True
1514,85,canvas-session-015,glass_harbor,Sera,net_room,280,212,292,200,2,ease-in-out,0.96129,1.0,walking,net rasp; salt fiber; mild damp,True
1515,85,canvas-session-015,cinder_garden,Juno,shade_tent,228,252,240,240,3,cautious-step,0.696774,0.735484,walking,cloth flap; dry shade; soft warm,True
1516,85,canvas-session-015,lichen_bridge,Luma,rope_bridge,280,292,268,292,4,ease-in-out,0.677419,0.696774,reaching,rope strain; damp rope; wet breeze,True
