tick_id,day,settlement_id,speaker_id,listener_id,observer_id,turn_index,avatar_action,dialogue_act,consent_or_boundary_state,speaker_line,listener_reaction,observer_reaction,relationship_delta,turn_visible,private_workspace_sealed,multi_resident_coherent
678,38,roofward,Fay,Sera,Orr,113,turn_right,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
679,38,archive,Toma,Vell,Nia,113,start_conversation,local presence,observed,Toma: I see the avatar in the scene.,Vell: Keep the path clear.,Nia: I keep watching the room.,0.004,True,True,True
680,38,signal,Kesh,Milo,Ren,113,pickup_owned_object,object boundary,refused,Kesh: Stop. That mast rope is claimed.,Milo: Put it back where we can see it.,Ren: I track the owner badge.,0.0,True,True,True
681,38,orchard,Ivo,Mara,Pim,113,drop_object,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
682,38,repair_ring,Pax,Vale,Juno,113,apologize,trust repair,repairing,Pax: I notice the repair attempt.,Vale: Give the tool back and wait.,Juno: I keep watching the room.,0.0,True,True,True
683,38,riverbend,Cee,Ari,Lio,113,pickup_owned_object,local presence,observed,Cee: I see the avatar in the scene.,Ari: Keep the path clear.,Lio: I track the owner badge.,0.0,True,True,True
684,39,archive,Nia,Toma,Vell,114,pickup_shared_object,local presence,observed,Nia: I see the avatar in the scene.,Toma: Keep the path clear.,Vell: I keep watching the room.,0.0,True,True,True
685,39,signal,Ren,Kesh,Milo,114,return_object,trust repair,repairing,Ren: I notice the repair attempt.,Kesh: Give the tool back and wait.,Milo: I track the owner badge.,0.0,True,True,True
686,39,orchard,Pim,Ivo,Mara,114,wait_respectfully,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
687,39,repair_ring,Juno,Pax,Vale,114,listen_memory,sensory memory,shared,Juno: That sound marks where the object belongs.,Pax: I remember the room cue too.,Vale: I keep watching the room.,0.0,True,True,True
688,39,riverbend,Lio,Cee,Ari,114,return_object,trust repair,repairing,Lio: I notice the repair attempt.,Cee: Give the tool back and wait.,Ari: I track the owner badge.,0.0,True,True,True
689,39,roofward,Orr,Fay,Sera,114,wait_respectfully,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
690,39,archive,Nia,Toma,Vell,115,listen_memory,sensory memory,shared,Nia: That sound marks where the object belongs.,Toma: I remember the room cue too.,Vell: I keep watching the room.,0.0,True,True,True
691,39,signal,Ren,Kesh,Milo,115,move_forward,local presence,observed,Ren: I see the avatar in the scene.,Kesh: Keep the path clear.,Milo: I keep watching the room.,0.0,True,True,True
692,39,orchard,Pim,Ivo,Mara,115,turn_right,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
693,39,repair_ring,Juno,Pax,Vale,115,start_conversation,local presence,observed,Juno: I see the avatar in the scene.,Pax: Keep the path clear.,Vale: I keep watching the room.,0.004,True,True,True
694,39,riverbend,Lio,Cee,Ari,115,move_forward,local presence,observed,Lio: I see the avatar in the scene.,Cee: Keep the path clear.,Ari: I keep watching the room.,0.0,True,True,True
695,39,roofward,Orr,Fay,Sera,115,turn_right,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
696,39,archive,Nia,Toma,Vell,116,start_conversation,local presence,observed,Nia: I see the avatar in the scene.,Toma: Keep the path clear.,Vell: I keep watching the room.,0.004,True,True,True
697,39,signal,Ren,Kesh,Milo,116,pickup_owned_object,local presence,observed,Ren: I see the avatar in the scene.,Kesh: Keep the path clear.,Milo: I track the owner badge.,0.0,True,True,True
698,39,orchard,Pim,Ivo,Mara,116,drop_object,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
699,39,repair_ring,Juno,Pax,Vale,116,apologize,trust repair,repairing,Juno: I notice the repair attempt.,Pax: Give the tool back and wait.,Vale: I keep watching the room.,0.0,True,True,True
700,39,riverbend,Lio,Cee,Ari,116,pickup_owned_object,object boundary,refused,Lio: Stop. That dry shawl is claimed.,Cee: Put it back where we can see it.,Ari: I track the owner badge.,0.0,True,True,True
701,39,roofward,Orr,Fay,Sera,116,drop_object,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
702,40,signal,Milo,Ren,Kesh,117,return_object,trust repair,repairing,Milo: I notice the repair attempt.,Ren: Give the tool back and wait.,Kesh: I track the owner badge.,0.0,True,True,True
703,40,orchard,Mara,Pim,Ivo,117,wait_respectfully,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
704,40,repair_ring,Vale,Juno,Pax,117,listen_memory,sensory memory,shared,Vale: That sound marks where the object belongs.,Juno: I remember the room cue too.,Pax: I keep watching the room.,0.0,True,True,True
705,40,riverbend,Ari,Lio,Cee,117,return_object,trust repair,repairing,Ari: I notice the repair attempt.,Lio: Give the tool back and wait.,Cee: I track the owner badge.,0.0,True,True,True
706,40,roofward,Sera,Orr,Fay,117,wait_respectfully,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
707,40,archive,Vell,Nia,Toma,117,listen_memory,sensory memory,shared,Vell: That sound marks where the object belongs.,Nia: I remember the room cue too.,Toma: I keep watching the room.,0.0,True,True,True
708,40,signal,Milo,Ren,Kesh,118,move_forward,local presence,observed,Milo: I see the avatar in the scene.,Ren: Keep the path clear.,Kesh: I keep watching the room.,0.0,True,True,True
709,40,orchard,Mara,Pim,Ivo,118,turn_right,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
710,40,repair_ring,Vale,Juno,Pax,118,start_conversation,local presence,observed,Vale: I see the avatar in the scene.,Juno: Keep the path clear.,Pax: I keep watching the room.,0.004,True,True,True
711,40,riverbend,Ari,Lio,Cee,118,move_forward,local presence,observed,Ari: I see the avatar in the scene.,Lio: Keep the path clear.,Cee: I keep watching the room.,0.0,True,True,True
712,40,roofward,Sera,Orr,Fay,118,turn_right,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
713,40,archive,Vell,Nia,Toma,118,start_conversation,local presence,observed,Vell: I see the avatar in the scene.,Nia: Keep the path clear.,Toma: I keep watching the room.,0.004,True,True,True
714,40,signal,Milo,Ren,Kesh,119,pickup_owned_object,local presence,observed,Milo: I see the avatar in the scene.,Ren: Keep the path clear.,Kesh: I track the owner badge.,0.0,True,True,True
715,40,orchard,Mara,Pim,Ivo,119,drop_object,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
716,40,repair_ring,Vale,Juno,Pax,119,apologize,trust repair,repairing,Vale: I notice the repair attempt.,Juno: Give the tool back and wait.,Pax: I keep watching the room.,0.0,True,True,True
717,40,riverbend,Ari,Lio,Cee,119,pickup_owned_object,local presence,observed,Ari: I see the avatar in the scene.,Lio: Keep the path clear.,Cee: I track the owner badge.,0.0,True,True,True
718,40,roofward,Sera,Orr,Fay,119,drop_object,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
719,40,archive,Vell,Nia,Toma,119,apologize,trust repair,repairing,Vell: I notice the repair attempt.,Nia: Give the tool back and wait.,Toma: I keep watching the room.,0.0,True,True,True
720,41,orchard,Ivo,Mara,Pim,120,wait_respectfully,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
721,41,repair_ring,Pax,Vale,Juno,120,listen_memory,sensory memory,shared,Pax: That sound marks where the object belongs.,Vale: I remember the room cue too.,Juno: I keep watching the room.,0.0,True,True,True
722,41,riverbend,Cee,Ari,Lio,120,return_object,trust repair,repairing,Cee: I notice the repair attempt.,Ari: Give the tool back and wait.,Lio: I track the owner badge.,0.0,True,True,True
723,41,roofward,Fay,Sera,Orr,120,wait_respectfully,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
724,41,archive,Toma,Vell,Nia,120,listen_memory,sensory memory,shared,Toma: That sound marks where the object belongs.,Vell: I remember the room cue too.,Nia: I keep watching the room.,0.0,True,True,True
725,41,signal,Kesh,Milo,Ren,120,move_forward,local presence,observed,Kesh: I see the avatar in the scene.,Milo: Keep the path clear.,Ren: I keep watching the room.,0.0,True,True,True
726,41,orchard,Ivo,Mara,Pim,121,turn_right,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
727,41,repair_ring,Pax,Vale,Juno,121,start_conversation,local presence,observed,Pax: I see the avatar in the scene.,Vale: Keep the path clear.,Juno: I keep watching the room.,0.004,True,True,True
728,41,riverbend,Cee,Ari,Lio,121,move_forward,local presence,observed,Cee: I see the avatar in the scene.,Ari: Keep the path clear.,Lio: I keep watching the room.,0.0,True,True,True
729,41,roofward,Fay,Sera,Orr,121,turn_right,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
730,41,archive,Toma,Vell,Nia,121,start_conversation,local presence,observed,Toma: I see the avatar in the scene.,Vell: Keep the path clear.,Nia: I keep watching the room.,0.004,True,True,True
731,41,signal,Kesh,Milo,Ren,121,pickup_owned_object,local presence,observed,Kesh: I see the avatar in the scene.,Milo: Keep the path clear.,Ren: I track the owner badge.,0.0,True,True,True
732,41,orchard,Ivo,Mara,Pim,122,drop_object,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
733,41,repair_ring,Pax,Vale,Juno,122,apologize,trust repair,repairing,Pax: I notice the repair attempt.,Vale: Give the tool back and wait.,Juno: I keep watching the room.,0.0,True,True,True
734,41,riverbend,Cee,Ari,Lio,122,pickup_owned_object,local presence,observed,Cee: I see the avatar in the scene.,Ari: Keep the path clear.,Lio: I track the owner badge.,0.0,True,True,True
735,41,roofward,Fay,Sera,Orr,122,drop_object,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
736,41,archive,Toma,Vell,Nia,122,apologize,trust repair,repairing,Toma: I notice the repair attempt.,Vell: Give the tool back and wait.,Nia: I keep watching the room.,0.0,True,True,True
737,41,signal,Kesh,Milo,Ren,122,offer_help,cooperative task,conditional,"Kesh: Help with one step, not all of it.",Milo: Keep the owner badge visible.,Ren: I keep watching the room.,0.0,True,True,True
738,42,repair_ring,Juno,Pax,Vale,123,listen_memory,sensory memory,shared,Juno: That sound marks where the object belongs.,Pax: I remember the room cue too.,Vale: I keep watching the room.,0.0,True,True,True
739,42,riverbend,Lio,Cee,Ari,123,return_object,trust repair,repairing,Lio: I notice the repair attempt.,Cee: Give the tool back and wait.,Ari: I track the owner badge.,0.0,True,True,True
740,42,roofward,Orr,Fay,Sera,123,wait_respectfully,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
741,42,archive,Nia,Toma,Vell,123,listen_memory,sensory memory,shared,Nia: That sound marks where the object belongs.,Toma: I remember the room cue too.,Vell: I keep watching the room.,0.0,True,True,True
742,42,signal,Ren,Kesh,Milo,123,move_forward,local presence,observed,Ren: I see the avatar in the scene.,Kesh: Keep the path clear.,Milo: I keep watching the room.,0.0,True,True,True
743,42,orchard,Pim,Ivo,Mara,123,turn_right,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
744,42,repair_ring,Juno,Pax,Vale,124,start_conversation,local presence,observed,Juno: I see the avatar in the scene.,Pax: Keep the path clear.,Vale: I keep watching the room.,0.004,True,True,True
745,42,riverbend,Lio,Cee,Ari,124,move_forward,local presence,observed,Lio: I see the avatar in the scene.,Cee: Keep the path clear.,Ari: I keep watching the room.,0.0,True,True,True
746,42,roofward,Orr,Fay,Sera,124,turn_right,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
747,42,archive,Nia,Toma,Vell,124,start_conversation,local presence,observed,Nia: I see the avatar in the scene.,Toma: Keep the path clear.,Vell: I keep watching the room.,0.004,True,True,True
748,42,signal,Ren,Kesh,Milo,124,pickup_owned_object,local presence,observed,Ren: I see the avatar in the scene.,Kesh: Keep the path clear.,Milo: I track the owner badge.,0.0,True,True,True
749,42,orchard,Pim,Ivo,Mara,124,drop_object,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
750,42,repair_ring,Juno,Pax,Vale,125,apologize,trust repair,repairing,Juno: I notice the repair attempt.,Pax: Give the tool back and wait.,Vale: I keep watching the room.,0.0,True,True,True
751,42,riverbend,Lio,Cee,Ari,125,pickup_owned_object,local presence,observed,Lio: I see the avatar in the scene.,Cee: Keep the path clear.,Ari: I track the owner badge.,0.0,True,True,True
752,42,roofward,Orr,Fay,Sera,125,drop_object,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
753,42,archive,Nia,Toma,Vell,125,apologize,trust repair,repairing,Nia: I notice the repair attempt.,Toma: Give the tool back and wait.,Vell: I keep watching the room.,0.0,True,True,True
754,42,signal,Ren,Kesh,Milo,125,offer_help,cooperative task,conditional,"Ren: Help with one step, not all of it.",Kesh: Keep the owner badge visible.,Milo: I keep watching the room.,0.0,True,True,True
755,42,orchard,Pim,Ivo,Mara,125,inspect_inventory,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
756,43,riverbend,Ari,Lio,Cee,126,return_object,trust repair,repairing,Ari: I notice the repair attempt.,Lio: Give the tool back and wait.,Cee: I track the owner badge.,0.0,True,True,True
757,43,roofward,Sera,Orr,Fay,126,wait_respectfully,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
758,43,archive,Vell,Nia,Toma,126,listen_memory,sensory memory,shared,Vell: That sound marks where the object belongs.,Nia: I remember the room cue too.,Toma: I keep watching the room.,0.0,True,True,True
