tick,day,resident,schedule_before,schedule_after,changed_by_avatar,changed_offscreen,diff_summary,agency_flag,visible_after_return
1090,61,Sera,seek tool,care duty,True,False,seek tool -> care duty by repair_trust,agency preserved,True
1091,61,Tovan,care duty,private task,False,False,care duty -> private task by move,agency preserved,True
1092,61,Nia,private task,recover focus,False,False,private task -> recover focus by talk,agency preserved,True
1093,61,Ari,recover focus,work,True,False,recover focus -> work by offer_help,agency preserved,True
1094,61,Fay,work,negotiate debt,True,False,work -> negotiate debt by borrow_tool,agency preserved,True
1095,61,Milo,rest,negotiate debt,True,False,rest -> negotiate debt by return_tool,agency preserved,True
1096,61,Sera,negotiate debt,care duty,True,False,negotiate debt -> care duty by interrupt_work,resident boundary respected,True
1097,61,Tovan,seek tool,care duty,False,True,seek tool -> care duty by wait_offscreen,agency preserved,True
1098,62,Nia,private task,recover focus,False,False,private task -> recover focus by move,agency preserved,True
1099,62,Ari,recover focus,work,False,False,recover focus -> work by talk,agency preserved,True
1100,62,Fay,work,rest,True,False,work -> rest by offer_help,agency preserved,True
1101,62,Milo,rest,seek tool,True,False,rest -> seek tool by borrow_tool,agency preserved,True
1102,62,Sera,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by return_tool,agency preserved,True
1103,62,Tovan,seek tool,private task,True,False,seek tool -> private task by interrupt_work,agency preserved,True
1104,62,Nia,care duty,private task,False,True,care duty -> private task by wait_offscreen,agency preserved,True
1105,62,Ari,private task,recover focus,True,False,private task -> recover focus by repair_trust,agency preserved,True
1106,62,Fay,recover focus,work,False,False,recover focus -> work by move,agency preserved,True
1107,62,Milo,work,rest,False,False,work -> rest by talk,agency preserved,True
1108,62,Sera,rest,negotiate debt,True,False,rest -> negotiate debt by offer_help,agency preserved,True
1109,62,Tovan,negotiate debt,care duty,True,False,negotiate debt -> care duty by borrow_tool,agency preserved,True
1110,62,Nia,seek tool,care duty,True,False,seek tool -> care duty by return_tool,agency preserved,True
1111,62,Ari,care duty,recover focus,True,False,care duty -> recover focus by interrupt_work,agency preserved,True
1112,62,Fay,private task,recover focus,False,True,private task -> recover focus by wait_offscreen,agency preserved,True
1113,62,Milo,recover focus,work,True,False,recover focus -> work by repair_trust,agency preserved,True
1114,62,Sera,work,rest,False,False,work -> rest by move,agency preserved,True
1115,62,Tovan,rest,negotiate debt,False,False,rest -> negotiate debt by talk,agency preserved,True
1116,63,Nia,seek tool,private task,True,False,seek tool -> private task by borrow_tool,resident boundary respected,True
1117,63,Ari,care duty,private task,True,False,care duty -> private task by return_tool,agency preserved,True
1118,63,Fay,private task,work,True,False,private task -> work by interrupt_work,agency preserved,True
1119,63,Milo,recover focus,work,False,True,recover focus -> work by wait_offscreen,agency preserved,True
1120,63,Sera,work,rest,True,False,work -> rest by repair_trust,agency preserved,True
1121,63,Tovan,rest,negotiate debt,False,False,rest -> negotiate debt by move,agency preserved,True
1122,63,Nia,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by talk,agency preserved,True
1123,63,Ari,seek tool,care duty,True,False,seek tool -> care duty by offer_help,agency preserved,True
1124,63,Fay,care duty,recover focus,True,False,care duty -> recover focus by borrow_tool,resident boundary respected,True
1125,63,Milo,private task,recover focus,True,False,private task -> recover focus by return_tool,agency preserved,True
1126,63,Sera,recover focus,rest,True,False,recover focus -> rest by interrupt_work,agency preserved,True
1127,63,Tovan,work,rest,False,True,work -> rest by wait_offscreen,agency preserved,True
1128,63,Nia,rest,negotiate debt,True,False,rest -> negotiate debt by repair_trust,agency preserved,True
1129,63,Ari,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by move,agency preserved,True
1130,63,Fay,seek tool,care duty,False,False,seek tool -> care duty by talk,agency preserved,True
1131,63,Milo,care duty,private task,True,False,care duty -> private task by offer_help,agency preserved,True
1132,63,Sera,private task,work,True,False,private task -> work by borrow_tool,resident boundary respected,True
1133,63,Tovan,recover focus,work,True,False,recover focus -> work by return_tool,agency preserved,True
1134,64,Nia,rest,negotiate debt,False,True,rest -> negotiate debt by wait_offscreen,agency preserved,True
1135,64,Ari,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by repair_trust,agency preserved,True
1136,64,Fay,seek tool,care duty,False,False,seek tool -> care duty by move,agency preserved,True
1137,64,Milo,care duty,private task,False,False,care duty -> private task by talk,agency preserved,True
1138,64,Sera,private task,recover focus,True,False,private task -> recover focus by offer_help,agency preserved,True
1139,64,Tovan,recover focus,rest,True,False,recover focus -> rest by borrow_tool,agency preserved,True
1140,64,Nia,work,rest,True,False,work -> rest by return_tool,agency preserved,True
1141,64,Ari,rest,seek tool,True,False,rest -> seek tool by interrupt_work,agency preserved,True
1142,64,Fay,negotiate debt,seek tool,False,True,negotiate debt -> seek tool by wait_offscreen,agency preserved,True
1143,64,Milo,seek tool,care duty,True,False,seek tool -> care duty by repair_trust,agency preserved,True
1144,64,Sera,care duty,private task,False,False,care duty -> private task by move,agency preserved,True
1145,64,Tovan,private task,recover focus,False,False,private task -> recover focus by talk,agency preserved,True
1146,64,Nia,recover focus,work,True,False,recover focus -> work by offer_help,agency preserved,True
1147,64,Ari,work,negotiate debt,True,False,work -> negotiate debt by borrow_tool,agency preserved,True
1148,64,Fay,rest,negotiate debt,True,False,rest -> negotiate debt by return_tool,agency preserved,True
1149,64,Milo,negotiate debt,care duty,True,False,negotiate debt -> care duty by interrupt_work,agency preserved,True
1150,64,Sera,seek tool,care duty,False,True,seek tool -> care duty by wait_offscreen,agency preserved,True
1151,64,Tovan,care duty,private task,True,True,care duty -> private task by repair_trust,agency preserved,True
1152,65,Nia,recover focus,work,False,False,recover focus -> work by talk,agency preserved,True
1153,65,Ari,work,rest,True,False,work -> rest by offer_help,agency preserved,True
1154,65,Fay,rest,seek tool,True,False,rest -> seek tool by borrow_tool,agency preserved,True
1155,65,Milo,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by return_tool,agency preserved,True
1156,65,Sera,seek tool,private task,True,False,seek tool -> private task by interrupt_work,resident boundary respected,True
1157,65,Tovan,care duty,private task,False,True,care duty -> private task by wait_offscreen,agency preserved,True
1158,65,Nia,private task,recover focus,True,False,private task -> recover focus by repair_trust,agency preserved,True
1159,65,Ari,recover focus,work,False,False,recover focus -> work by move,agency preserved,True
1160,65,Fay,work,rest,False,False,work -> rest by talk,agency preserved,True
1161,65,Milo,rest,negotiate debt,True,False,rest -> negotiate debt by offer_help,agency preserved,True
1162,65,Sera,negotiate debt,care duty,True,False,negotiate debt -> care duty by borrow_tool,agency preserved,True
1163,65,Tovan,seek tool,care duty,True,False,seek tool -> care duty by return_tool,agency preserved,True
1164,65,Nia,care duty,recover focus,True,False,care duty -> recover focus by interrupt_work,resident boundary respected,True
1165,65,Ari,private task,recover focus,False,True,private task -> recover focus by wait_offscreen,agency preserved,True
1166,65,Fay,recover focus,work,True,False,recover focus -> work by repair_trust,agency preserved,True
1167,65,Milo,work,rest,False,False,work -> rest by move,agency preserved,True
1168,65,Sera,rest,negotiate debt,False,False,rest -> negotiate debt by talk,agency preserved,True
1169,65,Tovan,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by offer_help,agency preserved,True
1170,66,Nia,care duty,private task,True,False,care duty -> private task by return_tool,agency preserved,True
1171,66,Ari,private task,work,True,False,private task -> work by interrupt_work,agency preserved,True
1172,66,Fay,recover focus,work,False,True,recover focus -> work by wait_offscreen,agency preserved,True
1173,66,Milo,work,rest,True,False,work -> rest by repair_trust,agency preserved,True
1174,66,Sera,rest,negotiate debt,False,False,rest -> negotiate debt by move,agency preserved,True
1175,66,Tovan,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by talk,agency preserved,True
1176,66,Nia,seek tool,care duty,True,False,seek tool -> care duty by offer_help,agency preserved,True
1177,66,Ari,care duty,recover focus,True,False,care duty -> recover focus by borrow_tool,agency preserved,True
1178,66,Fay,private task,recover focus,True,False,private task -> recover focus by return_tool,agency preserved,True
1179,66,Milo,recover focus,rest,True,False,recover focus -> rest by interrupt_work,agency preserved,True
1180,66,Sera,work,rest,False,True,work -> rest by wait_offscreen,agency preserved,True
1181,66,Tovan,rest,negotiate debt,True,False,rest -> negotiate debt by repair_trust,agency preserved,True
1182,66,Nia,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by move,agency preserved,True
1183,66,Ari,seek tool,care duty,False,False,seek tool -> care duty by talk,agency preserved,True
1184,66,Fay,care duty,private task,True,False,care duty -> private task by offer_help,agency preserved,True
1185,66,Milo,private task,work,True,False,private task -> work by borrow_tool,agency preserved,True
1186,66,Sera,recover focus,work,True,False,recover focus -> work by return_tool,agency preserved,True
1187,66,Tovan,work,negotiate debt,True,False,work -> negotiate debt by interrupt_work,agency preserved,True
1188,67,Nia,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by repair_trust,agency preserved,True
1189,67,Ari,seek tool,care duty,False,False,seek tool -> care duty by move,agency preserved,True
1190,67,Fay,care duty,private task,False,False,care duty -> private task by talk,agency preserved,True
1191,67,Milo,private task,recover focus,True,False,private task -> recover focus by offer_help,agency preserved,True
1192,67,Sera,recover focus,rest,True,False,recover focus -> rest by borrow_tool,resident boundary respected,True
1193,67,Tovan,work,rest,True,False,work -> rest by return_tool,agency preserved,True
1194,67,Nia,rest,seek tool,True,False,rest -> seek tool by interrupt_work,agency preserved,True
1195,67,Ari,negotiate debt,seek tool,False,True,negotiate debt -> seek tool by wait_offscreen,agency preserved,True
1196,67,Fay,seek tool,care duty,True,False,seek tool -> care duty by repair_trust,agency preserved,True
1197,67,Milo,care duty,private task,False,False,care duty -> private task by move,agency preserved,True
