tick,day,slot,phase,avatar_room,selected_resident,user_action,schedule_state,memory_key,debt_name,visible_consequence,save_restore_key,audit_key,all_core_loops_present,boundary_visible
365,21,5,bounded conversation,rain court,Sera,enter,carry water,v60:sera:repair_promise:d021:s05,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d021:t00365,audit:v60:tick:00365:resident:sera,True,True
366,21,6,schedule/debt,fiber loft,Tovan,talk,dry cloaks,v60:tovan:missed_greeting:d021:s06,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d021:t00366,audit:v60:tick:00366:resident:tovan,True,True
367,21,7,offscreen,west hearth,Nia,offer_help,map safe route,v60:nia:care_favor:d021:s07,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d021:t00367,audit:v60:tick:00367:resident:nia,True,True
368,21,8,consequence,river gate,Ari,return_tool,rest after rain,v60:ari:route_warning:d021:s08,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d021:t00368,audit:v60:tick:00368:resident:ari,True,True
369,21,9,save/restore,arrival court,Fay,inspect_memory,recover focus,v60:fay:tool_loan:d021:s09,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d021:t00369,audit:v60:tick:00369:resident:fay,True,True
370,21,10,audit replay,tool alcove,Milo,enter,repair awning,v60:milo:water_carry:d021:s10,water carry,state observed without history rewrite,ssrm:v60:snapshot:d021:t00370,audit:v60:tick:00370:resident:milo,True,True
371,21,11,arrival,rain court,Sera,talk,sort herbs,v60:sera:repair_promise:d021:s11,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d021:t00371,audit:v60:tick:00371:resident:sera,True,True
372,21,12,movement,fiber loft,Tovan,offer_help,carry water,v60:tovan:missed_greeting:d021:s12,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d021:t00372,audit:v60:tick:00372:resident:tovan,True,True
373,21,13,bounded conversation,west hearth,Nia,return_tool,dry cloaks,v60:nia:care_favor:d021:s13,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d021:t00373,audit:v60:tick:00373:resident:nia,True,True
374,21,14,schedule/debt,river gate,Ari,inspect_memory,map safe route,v60:ari:route_warning:d021:s14,route warning,state observed without history rewrite,ssrm:v60:snapshot:d021:t00374,audit:v60:tick:00374:resident:ari,True,True
375,21,15,offscreen,arrival court,Fay,enter,rest after rain,v60:fay:tool_loan:d021:s15,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d021:t00375,audit:v60:tick:00375:resident:fay,True,True
376,21,16,consequence,tool alcove,Milo,talk,recover focus,v60:milo:water_carry:d021:s16,water carry,state observed without history rewrite,ssrm:v60:snapshot:d021:t00376,audit:v60:tick:00376:resident:milo,True,True
377,21,17,save/restore,rain court,Sera,offer_help,repair awning,v60:sera:repair_promise:d021:s17,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d021:t00377,audit:v60:tick:00377:resident:sera,True,True
378,22,0,arrival,west hearth,Tovan,inspect_memory,carry water,v60:tovan:care_favor:d022:s00,care favor,state observed without history rewrite,ssrm:v60:snapshot:d022:t00378,audit:v60:tick:00378:resident:tovan,True,True
379,22,1,movement,river gate,Nia,enter,dry cloaks,v60:nia:route_warning:d022:s01,route warning,state observed without history rewrite,ssrm:v60:snapshot:d022:t00379,audit:v60:tick:00379:resident:nia,True,True
380,22,2,bounded conversation,arrival court,Ari,talk,map safe route,v60:ari:tool_loan:d022:s02,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d022:t00380,audit:v60:tick:00380:resident:ari,True,True
381,22,3,schedule/debt,tool alcove,Fay,offer_help,rest after rain,v60:fay:water_carry:d022:s03,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d022:t00381,audit:v60:tick:00381:resident:fay,True,True
382,22,4,offscreen,rain court,Milo,return_tool,recover focus,v60:milo:repair_promise:d022:s04,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d022:t00382,audit:v60:tick:00382:resident:milo,True,True
383,22,5,consequence,fiber loft,Sera,inspect_memory,repair awning,v60:sera:missed_greeting:d022:s05,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d022:t00383,audit:v60:tick:00383:resident:sera,True,True
384,22,6,save/restore,west hearth,Tovan,enter,sort herbs,v60:tovan:care_favor:d022:s06,care favor,state observed without history rewrite,ssrm:v60:snapshot:d022:t00384,audit:v60:tick:00384:resident:tovan,True,True
385,22,7,audit replay,river gate,Nia,talk,carry water,v60:nia:route_warning:d022:s07,route warning,state observed without history rewrite,ssrm:v60:snapshot:d022:t00385,audit:v60:tick:00385:resident:nia,True,True
386,22,8,arrival,arrival court,Ari,offer_help,dry cloaks,v60:ari:tool_loan:d022:s08,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d022:t00386,audit:v60:tick:00386:resident:ari,True,True
387,22,9,movement,tool alcove,Fay,return_tool,map safe route,v60:fay:water_carry:d022:s09,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d022:t00387,audit:v60:tick:00387:resident:fay,True,True
388,22,10,bounded conversation,rain court,Milo,inspect_memory,rest after rain,v60:milo:repair_promise:d022:s10,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d022:t00388,audit:v60:tick:00388:resident:milo,True,True
389,22,11,schedule/debt,fiber loft,Sera,enter,recover focus,v60:sera:missed_greeting:d022:s11,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d022:t00389,audit:v60:tick:00389:resident:sera,True,True
390,22,12,offscreen,west hearth,Tovan,talk,repair awning,v60:tovan:care_favor:d022:s12,care favor,state observed without history rewrite,ssrm:v60:snapshot:d022:t00390,audit:v60:tick:00390:resident:tovan,True,True
391,22,13,consequence,river gate,Nia,offer_help,sort herbs,v60:nia:route_warning:d022:s13,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d022:t00391,audit:v60:tick:00391:resident:nia,True,True
392,22,14,save/restore,arrival court,Ari,return_tool,carry water,v60:ari:tool_loan:d022:s14,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d022:t00392,audit:v60:tick:00392:resident:ari,True,True
393,22,15,audit replay,tool alcove,Fay,inspect_memory,dry cloaks,v60:fay:water_carry:d022:s15,water carry,state observed without history rewrite,ssrm:v60:snapshot:d022:t00393,audit:v60:tick:00393:resident:fay,True,True
394,22,16,arrival,rain court,Milo,enter,map safe route,v60:milo:repair_promise:d022:s16,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d022:t00394,audit:v60:tick:00394:resident:milo,True,True
395,22,17,movement,fiber loft,Sera,talk,rest after rain,v60:sera:missed_greeting:d022:s17,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d022:t00395,audit:v60:tick:00395:resident:sera,True,True
396,23,0,schedule/debt,river gate,Tovan,return_tool,repair awning,v60:tovan:route_warning:d023:s00,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d023:t00396,audit:v60:tick:00396:resident:tovan,True,True
397,23,1,offscreen,arrival court,Nia,inspect_memory,sort herbs,v60:nia:tool_loan:d023:s01,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d023:t00397,audit:v60:tick:00397:resident:nia,True,True
398,23,2,consequence,tool alcove,Ari,enter,carry water,v60:ari:water_carry:d023:s02,water carry,state observed without history rewrite,ssrm:v60:snapshot:d023:t00398,audit:v60:tick:00398:resident:ari,True,True
399,23,3,save/restore,rain court,Fay,talk,dry cloaks,v60:fay:repair_promise:d023:s03,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d023:t00399,audit:v60:tick:00399:resident:fay,True,True
400,23,4,audit replay,fiber loft,Milo,offer_help,map safe route,v60:milo:missed_greeting:d023:s04,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d023:t00400,audit:v60:tick:00400:resident:milo,True,True
401,23,5,arrival,west hearth,Sera,return_tool,rest after rain,v60:sera:care_favor:d023:s05,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d023:t00401,audit:v60:tick:00401:resident:sera,True,True
402,23,6,movement,river gate,Tovan,inspect_memory,recover focus,v60:tovan:route_warning:d023:s06,route warning,state observed without history rewrite,ssrm:v60:snapshot:d023:t00402,audit:v60:tick:00402:resident:tovan,True,True
403,23,7,bounded conversation,arrival court,Nia,enter,repair awning,v60:nia:tool_loan:d023:s07,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d023:t00403,audit:v60:tick:00403:resident:nia,True,True
404,23,8,schedule/debt,tool alcove,Ari,talk,sort herbs,v60:ari:water_carry:d023:s08,water carry,state observed without history rewrite,ssrm:v60:snapshot:d023:t00404,audit:v60:tick:00404:resident:ari,True,True
405,23,9,offscreen,rain court,Fay,offer_help,carry water,v60:fay:repair_promise:d023:s09,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d023:t00405,audit:v60:tick:00405:resident:fay,True,True
406,23,10,consequence,fiber loft,Milo,return_tool,dry cloaks,v60:milo:missed_greeting:d023:s10,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d023:t00406,audit:v60:tick:00406:resident:milo,True,True
407,23,11,save/restore,west hearth,Sera,inspect_memory,map safe route,v60:sera:care_favor:d023:s11,care favor,state observed without history rewrite,ssrm:v60:snapshot:d023:t00407,audit:v60:tick:00407:resident:sera,True,True
408,23,12,audit replay,river gate,Tovan,enter,rest after rain,v60:tovan:route_warning:d023:s12,route warning,state observed without history rewrite,ssrm:v60:snapshot:d023:t00408,audit:v60:tick:00408:resident:tovan,True,True
409,23,13,arrival,arrival court,Nia,talk,recover focus,v60:nia:tool_loan:d023:s13,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d023:t00409,audit:v60:tick:00409:resident:nia,True,True
410,23,14,movement,tool alcove,Ari,offer_help,repair awning,v60:ari:water_carry:d023:s14,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d023:t00410,audit:v60:tick:00410:resident:ari,True,True
411,23,15,bounded conversation,rain court,Fay,return_tool,sort herbs,v60:fay:repair_promise:d023:s15,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d023:t00411,audit:v60:tick:00411:resident:fay,True,True
412,23,16,schedule/debt,fiber loft,Milo,inspect_memory,carry water,v60:milo:missed_greeting:d023:s16,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d023:t00412,audit:v60:tick:00412:resident:milo,True,True
413,23,17,offscreen,west hearth,Sera,enter,dry cloaks,v60:sera:care_favor:d023:s17,care favor,state observed without history rewrite,ssrm:v60:snapshot:d023:t00413,audit:v60:tick:00413:resident:sera,True,True
414,24,0,save/restore,arrival court,Tovan,offer_help,rest after rain,v60:tovan:tool_loan:d024:s00,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d024:t00414,audit:v60:tick:00414:resident:tovan,True,True
415,24,1,audit replay,tool alcove,Nia,return_tool,recover focus,v60:nia:water_carry:d024:s01,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d024:t00415,audit:v60:tick:00415:resident:nia,True,True
416,24,2,arrival,rain court,Ari,inspect_memory,repair awning,v60:ari:repair_promise:d024:s02,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d024:t00416,audit:v60:tick:00416:resident:ari,True,True
417,24,3,movement,fiber loft,Fay,enter,sort herbs,v60:fay:missed_greeting:d024:s03,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d024:t00417,audit:v60:tick:00417:resident:fay,True,True
418,24,4,bounded conversation,west hearth,Milo,talk,carry water,v60:milo:care_favor:d024:s04,care favor,state observed without history rewrite,ssrm:v60:snapshot:d024:t00418,audit:v60:tick:00418:resident:milo,True,True
419,24,5,schedule/debt,river gate,Sera,offer_help,dry cloaks,v60:sera:route_warning:d024:s05,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d024:t00419,audit:v60:tick:00419:resident:sera,True,True
420,24,6,offscreen,arrival court,Tovan,return_tool,map safe route,v60:tovan:tool_loan:d024:s06,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d024:t00420,audit:v60:tick:00420:resident:tovan,True,True
421,24,7,consequence,tool alcove,Nia,inspect_memory,rest after rain,v60:nia:water_carry:d024:s07,water carry,state observed without history rewrite,ssrm:v60:snapshot:d024:t00421,audit:v60:tick:00421:resident:nia,True,True
422,24,8,save/restore,rain court,Ari,enter,recover focus,v60:ari:repair_promise:d024:s08,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d024:t00422,audit:v60:tick:00422:resident:ari,True,True
423,24,9,audit replay,fiber loft,Fay,talk,repair awning,v60:fay:missed_greeting:d024:s09,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d024:t00423,audit:v60:tick:00423:resident:fay,True,True
424,24,10,arrival,west hearth,Milo,offer_help,sort herbs,v60:milo:care_favor:d024:s10,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d024:t00424,audit:v60:tick:00424:resident:milo,True,True
425,24,11,movement,river gate,Sera,return_tool,carry water,v60:sera:route_warning:d024:s11,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d024:t00425,audit:v60:tick:00425:resident:sera,True,True
426,24,12,bounded conversation,arrival court,Tovan,inspect_memory,dry cloaks,v60:tovan:tool_loan:d024:s12,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d024:t00426,audit:v60:tick:00426:resident:tovan,True,True
427,24,13,schedule/debt,tool alcove,Nia,enter,map safe route,v60:nia:water_carry:d024:s13,water carry,state observed without history rewrite,ssrm:v60:snapshot:d024:t00427,audit:v60:tick:00427:resident:nia,True,True
428,24,14,offscreen,rain court,Ari,talk,rest after rain,v60:ari:repair_promise:d024:s14,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d024:t00428,audit:v60:tick:00428:resident:ari,True,True
429,24,15,consequence,fiber loft,Fay,offer_help,recover focus,v60:fay:missed_greeting:d024:s15,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d024:t00429,audit:v60:tick:00429:resident:fay,True,True
430,24,16,save/restore,west hearth,Milo,return_tool,repair awning,v60:milo:care_favor:d024:s16,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d024:t00430,audit:v60:tick:00430:resident:milo,True,True
431,24,17,audit replay,river gate,Sera,inspect_memory,sort herbs,v60:sera:route_warning:d024:s17,route warning,state observed without history rewrite,ssrm:v60:snapshot:d024:t00431,audit:v60:tick:00431:resident:sera,True,True
432,25,0,movement,tool alcove,Tovan,talk,dry cloaks,v60:tovan:water_carry:d025:s00,water carry,state observed without history rewrite,ssrm:v60:snapshot:d025:t00432,audit:v60:tick:00432:resident:tovan,True,True
433,25,1,bounded conversation,rain court,Nia,offer_help,map safe route,v60:nia:repair_promise:d025:s01,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d025:t00433,audit:v60:tick:00433:resident:nia,True,True
434,25,2,schedule/debt,fiber loft,Ari,return_tool,rest after rain,v60:ari:missed_greeting:d025:s02,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d025:t00434,audit:v60:tick:00434:resident:ari,True,True
435,25,3,offscreen,west hearth,Fay,inspect_memory,recover focus,v60:fay:care_favor:d025:s03,care favor,state observed without history rewrite,ssrm:v60:snapshot:d025:t00435,audit:v60:tick:00435:resident:fay,True,True
436,25,4,consequence,river gate,Milo,enter,repair awning,v60:milo:route_warning:d025:s04,route warning,state observed without history rewrite,ssrm:v60:snapshot:d025:t00436,audit:v60:tick:00436:resident:milo,True,True
437,25,5,save/restore,arrival court,Sera,talk,sort herbs,v60:sera:tool_loan:d025:s05,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d025:t00437,audit:v60:tick:00437:resident:sera,True,True
438,25,6,audit replay,tool alcove,Tovan,offer_help,carry water,v60:tovan:water_carry:d025:s06,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d025:t00438,audit:v60:tick:00438:resident:tovan,True,True
439,25,7,arrival,rain court,Nia,return_tool,dry cloaks,v60:nia:repair_promise:d025:s07,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d025:t00439,audit:v60:tick:00439:resident:nia,True,True
440,25,8,movement,fiber loft,Ari,inspect_memory,map safe route,v60:ari:missed_greeting:d025:s08,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d025:t00440,audit:v60:tick:00440:resident:ari,True,True
