tick_id,day,settlement_id,negotiator_a,negotiator_b,witness_id,object_id,avatar_state,topic,negotiation_round,terms_before,terms_after,outcome,continued_during_avatar_absence,visible_negotiation_trace,private_workspace_sealed
987,55,orchard,Suf,Ivo,Mara,dry cord,choose_repay,repair loan,164,due:53 holder:Mara,due:53 holder:Mara,avatar-present negotiation observed,False,True,True
988,55,repair_ring,Juno,Pax,Vale,cool cloth,choose_ignore,care loan,164,due:42 holder:Vale,due:42 holder:Vale,terms reviewed without avatar,True,True,True
989,55,riverbend,Lio,Cee,Nox,cedar plank,offer_return_help,repair loan,164,due:49 holder:Lio,due:49 holder:Lio,avatar-present negotiation observed,False,True,True
990,56,archive,Nia,Toma,Vell,signal spool,absent,memory loan,165,due:57 holder:Vell,due:57 holder:Vell,terms reviewed without avatar,True,True,True
991,56,signal,Ren,Kesh,Oda,oil lantern,listen_later,signal loan,165,due:55 holder:Oda,due:55 holder:Oda,terms reviewed without avatar,True,True,True
992,56,orchard,Pim,Suf,Ivo,dry cord,offer_return_help,repair loan,165,due:53 holder:Mara,due:53 holder:Mara,terms reviewed without avatar,True,True,True
993,56,repair_ring,Wren,Juno,Pax,cool cloth,choose_repay,care loan,165,due:42 holder:Vale,due:42 holder:Vale,avatar-present negotiation observed,False,True,True
994,56,riverbend,Ari,Lio,Cee,cedar plank,listen_later,repair loan,165,due:49 holder:Lio,due:49 holder:Lio,terms reviewed without avatar,True,True,True
995,56,roofward,Sera,Orr,Bex,herb ledger,offer_return_help,memory loan,165,due:50 holder:Bex,due:50 holder:Bex,avatar-present negotiation observed,False,True,True
996,56,archive,Vell,Rin,Nia,memory tag,choose_repay,archive loan,166,due:48 holder:Toma,due:48 holder:Toma,terms reviewed without avatar,True,True,True
997,56,signal,Oda,Milo,Ren,wind wrap,choose_ignore,care loan,166,due:55 holder:Kesh,due:55 holder:Kesh,terms reviewed without avatar,True,True,True
998,56,orchard,Ivo,Mara,Pim,seed satchel,absent,resource loan,166,due:53 holder:Pim,due:53 holder:Pim,terms reviewed without avatar,True,True,True
999,56,repair_ring,Pax,Vale,Wren,copper wire,listen_later,craft loan,166,due:51 holder:Juno,due:51 holder:Juno,terms reviewed without avatar,True,True,True
1000,56,riverbend,Cee,Nox,Ari,binding cord,choose_ignore,repair loan,166,due:40 holder:Lio,due:40 holder:Lio,terms reviewed without avatar,True,True,True
1001,56,roofward,Bex,Fay,Sera,shade cloth,absent,care loan,166,due:50 holder:Orr,due:59 holder:Orr,late loan renegotiated without avatar,True,True,True
1002,56,archive,Nia,Toma,Vell,signal spool,listen_later,memory loan,167,due:57 holder:Vell,due:57 holder:Vell,terms reviewed without avatar,True,True,True
1003,56,signal,Ren,Kesh,Oda,oil lantern,offer_return_help,signal loan,167,due:55 holder:Oda,due:55 holder:Oda,avatar-present negotiation observed,False,True,True
1004,56,orchard,Pim,Suf,Ivo,dry cord,choose_repay,repair loan,167,due:53 holder:Mara,due:53 holder:Mara,terms reviewed without avatar,True,True,True
1005,56,repair_ring,Wren,Juno,Pax,cool cloth,choose_ignore,care loan,167,due:42 holder:Vale,due:42 holder:Vale,terms reviewed without avatar,True,True,True
1006,56,riverbend,Ari,Lio,Cee,cedar plank,offer_return_help,repair loan,167,due:49 holder:Lio,due:49 holder:Lio,terms reviewed without avatar,True,True,True
1007,56,roofward,Sera,Orr,Bex,herb ledger,choose_repay,memory loan,167,due:50 holder:Bex,due:50 holder:Bex,avatar-present negotiation observed,False,True,True
1008,57,signal,Milo,Ren,Kesh,oil lantern,listen_later,signal loan,168,due:55 holder:Oda,due:55 holder:Oda,terms reviewed without avatar,True,True,True
1009,57,orchard,Mara,Pim,Suf,dry cord,offer_return_help,repair loan,168,due:53 holder:Mara,due:53 holder:Mara,avatar-present negotiation observed,False,True,True
1010,57,repair_ring,Vale,Wren,Juno,cool cloth,choose_repay,care loan,168,due:42 holder:Vale,due:42 holder:Vale,terms reviewed without avatar,True,True,True
1011,57,riverbend,Nox,Ari,Lio,cedar plank,listen_later,repair loan,168,due:49 holder:Lio,due:49 holder:Lio,terms reviewed without avatar,True,True,True
1012,57,roofward,Fay,Sera,Orr,herb ledger,offer_return_help,memory loan,168,due:50 holder:Bex,due:59 holder:Bex,late loan renegotiated without avatar,True,True,True
1013,57,archive,Toma,Vell,Rin,memory tag,choose_repay,archive loan,168,due:48 holder:Toma,due:48 holder:Toma,avatar-present negotiation observed,False,True,True
1014,57,signal,Kesh,Oda,Milo,wind wrap,choose_ignore,care loan,169,due:55 holder:Kesh,due:55 holder:Kesh,terms reviewed without avatar,True,True,True
1015,57,orchard,Suf,Ivo,Mara,seed satchel,absent,resource loan,169,due:53 holder:Pim,due:53 holder:Pim,terms reviewed without avatar,True,True,True
1016,57,repair_ring,Juno,Pax,Vale,copper wire,listen_later,craft loan,169,due:51 holder:Juno,due:51 holder:Juno,terms reviewed without avatar,True,True,True
1017,57,riverbend,Lio,Cee,Nox,binding cord,choose_ignore,repair loan,169,due:40 holder:Lio,due:40 holder:Lio,terms reviewed without avatar,True,True,True
1018,57,roofward,Orr,Bex,Fay,shade cloth,absent,care loan,169,due:59 holder:Orr,due:59 holder:Orr,terms reviewed without avatar,True,True,True
1019,57,archive,Rin,Nia,Toma,signal spool,listen_later,memory loan,169,due:57 holder:Vell,due:57 holder:Vell,terms reviewed without avatar,True,True,True
1020,57,signal,Milo,Ren,Kesh,oil lantern,offer_return_help,signal loan,170,due:55 holder:Oda,due:55 holder:Oda,terms reviewed without avatar,True,True,True
1021,57,orchard,Mara,Pim,Suf,dry cord,choose_repay,repair loan,170,due:53 holder:Mara,due:53 holder:Mara,avatar-present negotiation observed,False,True,True
1022,57,repair_ring,Vale,Wren,Juno,cool cloth,choose_ignore,care loan,170,due:42 holder:Vale,due:42 holder:Vale,terms reviewed without avatar,True,True,True
1023,57,riverbend,Nox,Ari,Lio,cedar plank,offer_return_help,repair loan,170,due:49 holder:Lio,due:49 holder:Lio,avatar-present negotiation observed,False,True,True
1024,57,roofward,Fay,Sera,Orr,herb ledger,choose_repay,memory loan,170,due:59 holder:Bex,due:59 holder:Bex,terms reviewed without avatar,True,True,True
1025,57,archive,Toma,Vell,Rin,memory tag,choose_ignore,archive loan,170,due:48 holder:Toma,due:48 holder:Toma,terms reviewed without avatar,True,True,True
1026,58,orchard,Ivo,Mara,Pim,dry cord,offer_return_help,repair loan,171,due:53 holder:Mara,due:53 holder:Mara,terms reviewed without avatar,True,True,True
1027,58,repair_ring,Pax,Vale,Wren,cool cloth,choose_repay,care loan,171,due:42 holder:Vale,due:42 holder:Vale,avatar-present negotiation observed,False,True,True
1028,58,riverbend,Cee,Nox,Ari,cedar plank,listen_later,repair loan,171,due:49 holder:Lio,due:49 holder:Lio,terms reviewed without avatar,True,True,True
1029,58,roofward,Bex,Fay,Sera,herb ledger,offer_return_help,memory loan,171,due:59 holder:Bex,due:59 holder:Bex,avatar-present negotiation observed,False,True,True
1030,58,archive,Nia,Toma,Vell,memory tag,choose_repay,archive loan,171,due:48 holder:Toma,due:48 holder:Toma,terms reviewed without avatar,True,True,True
1031,58,signal,Ren,Kesh,Oda,wind wrap,choose_ignore,care loan,171,due:55 holder:Kesh,due:55 holder:Kesh,terms reviewed without avatar,True,True,True
1032,58,orchard,Pim,Suf,Ivo,seed satchel,absent,resource loan,172,due:53 holder:Pim,due:53 holder:Pim,terms reviewed without avatar,True,True,True
1033,58,repair_ring,Wren,Juno,Pax,copper wire,listen_later,craft loan,172,due:51 holder:Juno,due:51 holder:Juno,terms reviewed without avatar,True,True,True
1034,58,riverbend,Ari,Lio,Cee,binding cord,choose_ignore,repair loan,172,due:40 holder:Lio,due:61 holder:Lio,late loan renegotiated without avatar,True,True,True
1035,58,roofward,Sera,Orr,Bex,shade cloth,absent,care loan,172,due:59 holder:Orr,due:59 holder:Orr,terms reviewed without avatar,True,True,True
1036,58,archive,Vell,Rin,Nia,signal spool,listen_later,memory loan,172,due:57 holder:Vell,due:57 holder:Vell,terms reviewed without avatar,True,True,True
1037,58,signal,Oda,Milo,Ren,oil lantern,offer_return_help,signal loan,172,due:55 holder:Oda,due:55 holder:Oda,avatar-present negotiation observed,False,True,True
1038,58,orchard,Ivo,Mara,Pim,dry cord,choose_repay,repair loan,173,due:53 holder:Mara,due:53 holder:Mara,terms reviewed without avatar,True,True,True
1039,58,repair_ring,Pax,Vale,Wren,cool cloth,choose_ignore,care loan,173,due:42 holder:Vale,due:42 holder:Vale,terms reviewed without avatar,True,True,True
1040,58,riverbend,Cee,Nox,Ari,cedar plank,offer_return_help,repair loan,173,due:49 holder:Lio,due:49 holder:Lio,terms reviewed without avatar,True,True,True
1041,58,roofward,Bex,Fay,Sera,herb ledger,choose_repay,memory loan,173,due:59 holder:Bex,due:59 holder:Bex,avatar-present negotiation observed,False,True,True
1042,58,archive,Nia,Toma,Vell,memory tag,choose_ignore,archive loan,173,due:48 holder:Toma,due:48 holder:Toma,terms reviewed without avatar,True,True,True
1043,58,signal,Ren,Kesh,Oda,wind wrap,absent,care loan,173,due:55 holder:Kesh,due:55 holder:Kesh,terms reviewed without avatar,True,True,True
1044,59,repair_ring,Juno,Pax,Vale,cool cloth,choose_repay,care loan,174,due:42 holder:Vale,due:42 holder:Vale,terms reviewed without avatar,True,True,True
1045,59,riverbend,Lio,Cee,Nox,cedar plank,listen_later,repair loan,174,due:49 holder:Lio,due:61 holder:Lio,late loan renegotiated without avatar,True,True,True
1046,59,roofward,Orr,Bex,Fay,herb ledger,offer_return_help,memory loan,174,due:59 holder:Bex,due:59 holder:Bex,terms reviewed without avatar,True,True,True
1047,59,archive,Rin,Nia,Toma,memory tag,choose_repay,archive loan,174,due:48 holder:Toma,due:48 holder:Toma,avatar-present negotiation observed,False,True,True
1048,59,signal,Milo,Ren,Kesh,wind wrap,choose_ignore,care loan,174,due:55 holder:Kesh,due:55 holder:Kesh,terms reviewed without avatar,True,True,True
1049,59,orchard,Mara,Pim,Suf,seed satchel,absent,resource loan,174,due:53 holder:Pim,due:53 holder:Pim,terms reviewed without avatar,True,True,True
1050,59,repair_ring,Vale,Wren,Juno,copper wire,listen_later,craft loan,175,due:51 holder:Juno,due:51 holder:Juno,terms reviewed without avatar,True,True,True
1051,59,riverbend,Nox,Ari,Lio,binding cord,choose_ignore,repair loan,175,due:61 holder:Lio,due:61 holder:Lio,terms reviewed without avatar,True,True,True
1052,59,roofward,Fay,Sera,Orr,shade cloth,absent,care loan,175,due:59 holder:Orr,due:59 holder:Orr,terms reviewed without avatar,True,True,True
1053,59,archive,Toma,Vell,Rin,signal spool,listen_later,memory loan,175,due:57 holder:Vell,due:57 holder:Vell,terms reviewed without avatar,True,True,True
1054,59,signal,Kesh,Oda,Milo,oil lantern,offer_return_help,signal loan,175,due:55 holder:Oda,due:55 holder:Oda,terms reviewed without avatar,True,True,True
1055,59,orchard,Suf,Ivo,Mara,dry cord,choose_repay,repair loan,175,due:53 holder:Mara,due:53 holder:Mara,avatar-present negotiation observed,False,True,True
1056,59,repair_ring,Juno,Pax,Vale,cool cloth,choose_ignore,care loan,176,due:42 holder:Vale,due:60 holder:Vale,late loan renegotiated without avatar,True,True,True
1057,59,riverbend,Lio,Cee,Nox,cedar plank,offer_return_help,repair loan,176,due:61 holder:Lio,due:61 holder:Lio,avatar-present negotiation observed,False,True,True
1058,59,roofward,Orr,Bex,Fay,herb ledger,choose_repay,memory loan,176,due:59 holder:Bex,due:59 holder:Bex,terms reviewed without avatar,True,True,True
1059,59,archive,Rin,Nia,Toma,memory tag,choose_ignore,archive loan,176,due:48 holder:Toma,due:48 holder:Toma,terms reviewed without avatar,True,True,True
1060,59,signal,Milo,Ren,Kesh,wind wrap,absent,care loan,176,due:55 holder:Kesh,due:55 holder:Kesh,terms reviewed without avatar,True,True,True
1061,59,orchard,Mara,Pim,Suf,seed satchel,listen_later,resource loan,176,due:53 holder:Pim,due:53 holder:Pim,terms reviewed without avatar,True,True,True
1062,60,riverbend,Ari,Lio,Cee,cedar plank,listen_later,repair loan,177,due:61 holder:Lio,due:61 holder:Lio,terms reviewed without avatar,True,True,True
1063,60,roofward,Sera,Orr,Bex,herb ledger,offer_return_help,memory loan,177,due:59 holder:Bex,due:59 holder:Bex,avatar-present negotiation observed,False,True,True
1064,60,archive,Vell,Rin,Nia,memory tag,choose_repay,archive loan,177,due:48 holder:Toma,due:48 holder:Toma,terms reviewed without avatar,True,True,True
1065,60,signal,Oda,Milo,Ren,wind wrap,choose_ignore,care loan,177,due:55 holder:Kesh,due:55 holder:Kesh,terms reviewed without avatar,True,True,True
1066,60,orchard,Ivo,Mara,Pim,seed satchel,absent,resource loan,177,due:53 holder:Pim,due:53 holder:Pim,terms reviewed without avatar,True,True,True
1067,60,repair_ring,Pax,Vale,Wren,copper wire,listen_later,craft loan,177,due:51 holder:Juno,due:63 holder:Juno,late loan renegotiated without avatar,True,True,True
1068,60,riverbend,Cee,Nox,Ari,binding cord,choose_ignore,repair loan,178,due:61 holder:Lio,due:61 holder:Lio,terms reviewed without avatar,True,True,True
1069,60,roofward,Bex,Fay,Sera,shade cloth,absent,care loan,178,due:59 holder:Orr,due:59 holder:Orr,terms reviewed without avatar,True,True,True
1070,60,archive,Nia,Toma,Vell,signal spool,listen_later,memory loan,178,due:57 holder:Vell,due:57 holder:Vell,terms reviewed without avatar,True,True,True
1071,60,signal,Ren,Kesh,Oda,oil lantern,offer_return_help,signal loan,178,due:55 holder:Oda,due:55 holder:Oda,avatar-present negotiation observed,False,True,True
1072,60,orchard,Pim,Suf,Ivo,dry cord,choose_repay,repair loan,178,due:53 holder:Mara,due:53 holder:Mara,terms reviewed without avatar,True,True,True
1073,60,repair_ring,Wren,Juno,Pax,cool cloth,choose_ignore,care loan,178,due:60 holder:Vale,due:60 holder:Vale,terms reviewed without avatar,True,True,True
1074,60,riverbend,Ari,Lio,Cee,cedar plank,offer_return_help,repair loan,179,due:61 holder:Lio,due:61 holder:Lio,terms reviewed without avatar,True,True,True
1075,60,roofward,Sera,Orr,Bex,herb ledger,choose_repay,memory loan,179,due:59 holder:Bex,due:59 holder:Bex,avatar-present negotiation observed,False,True,True
1076,60,archive,Vell,Rin,Nia,memory tag,choose_ignore,archive loan,179,due:48 holder:Toma,due:48 holder:Toma,terms reviewed without avatar,True,True,True
1077,60,signal,Oda,Milo,Ren,wind wrap,absent,care loan,179,due:55 holder:Kesh,due:55 holder:Kesh,terms reviewed without avatar,True,True,True
1078,60,orchard,Ivo,Mara,Pim,seed satchel,listen_later,resource loan,179,due:53 holder:Pim,due:62 holder:Pim,late loan renegotiated without avatar,True,True,True
1079,60,repair_ring,Pax,Vale,Wren,copper wire,offer_return_help,craft loan,179,due:63 holder:Juno,due:63 holder:Juno,avatar-present negotiation observed,False,True,True
1080,61,roofward,Fay,Sera,Orr,herb ledger,offer_return_help,memory loan,180,due:59 holder:Bex,due:59 holder:Bex,terms reviewed without avatar,True,True,True
1081,61,archive,Toma,Vell,Rin,memory tag,choose_repay,archive loan,180,due:48 holder:Toma,due:48 holder:Toma,avatar-present negotiation observed,False,True,True
1082,61,signal,Kesh,Oda,Milo,wind wrap,choose_ignore,care loan,180,due:55 holder:Kesh,due:55 holder:Kesh,terms reviewed without avatar,True,True,True
1083,61,orchard,Suf,Ivo,Mara,seed satchel,absent,resource loan,180,due:62 holder:Pim,due:62 holder:Pim,terms reviewed without avatar,True,True,True
1084,61,repair_ring,Juno,Pax,Vale,copper wire,listen_later,craft loan,180,due:63 holder:Juno,due:63 holder:Juno,terms reviewed without avatar,True,True,True
1085,61,riverbend,Lio,Cee,Nox,binding cord,choose_ignore,repair loan,180,due:61 holder:Lio,due:61 holder:Lio,terms reviewed without avatar,True,True,True
1086,61,roofward,Orr,Bex,Fay,shade cloth,absent,care loan,181,due:59 holder:Orr,due:59 holder:Orr,terms reviewed without avatar,True,True,True
1087,61,archive,Rin,Nia,Toma,signal spool,listen_later,memory loan,181,due:57 holder:Vell,due:57 holder:Vell,terms reviewed without avatar,True,True,True
1088,61,signal,Milo,Ren,Kesh,oil lantern,offer_return_help,signal loan,181,due:55 holder:Oda,due:55 holder:Oda,terms reviewed without avatar,True,True,True
1089,61,orchard,Mara,Pim,Suf,dry cord,choose_repay,repair loan,181,due:53 holder:Mara,due:53 holder:Mara,avatar-present negotiation observed,False,True,True
1090,61,repair_ring,Vale,Wren,Juno,cool cloth,choose_ignore,care loan,181,due:60 holder:Vale,due:60 holder:Vale,terms reviewed without avatar,True,True,True
1091,61,riverbend,Nox,Ari,Lio,cedar plank,offer_return_help,repair loan,181,due:61 holder:Lio,due:61 holder:Lio,avatar-present negotiation observed,False,True,True
1092,61,roofward,Fay,Sera,Orr,herb ledger,choose_repay,memory loan,182,due:59 holder:Bex,due:59 holder:Bex,terms reviewed without avatar,True,True,True
1093,61,archive,Toma,Vell,Rin,memory tag,choose_ignore,archive loan,182,due:48 holder:Toma,due:48 holder:Toma,terms reviewed without avatar,True,True,True
1094,61,signal,Kesh,Oda,Milo,wind wrap,absent,care loan,182,due:55 holder:Kesh,due:55 holder:Kesh,terms reviewed without avatar,True,True,True
1095,61,orchard,Suf,Ivo,Mara,seed satchel,listen_later,resource loan,182,due:62 holder:Pim,due:62 holder:Pim,terms reviewed without avatar,True,True,True
1096,61,repair_ring,Juno,Pax,Vale,copper wire,offer_return_help,craft loan,182,due:63 holder:Juno,due:63 holder:Juno,terms reviewed without avatar,True,True,True
1097,61,riverbend,Lio,Cee,Nox,binding cord,absent,repair loan,182,due:61 holder:Lio,due:61 holder:Lio,terms reviewed without avatar,True,True,True
1098,62,archive,Nia,Toma,Vell,memory tag,choose_repay,archive loan,183,due:48 holder:Toma,due:48 holder:Toma,terms reviewed without avatar,True,True,True
1099,62,signal,Ren,Kesh,Oda,wind wrap,choose_ignore,care loan,183,due:55 holder:Kesh,due:55 holder:Kesh,terms reviewed without avatar,True,True,True
