tick,day,resident,room,sound_level,smell_strength,temperature_c,wetness,light_level,pain_signal,fatigue_signal,overlay_intensity,sensory_frequency_hz,flower_phase,overlay_visible
847,48,Tovan,glasshouse,0.278385,0.404493,22.83,0.206167,0.582513,0.184976,0.266415,0.320492,3.366,root,True
848,48,Nia,river gate,0.263122,0.388088,22.689,0.692815,0.643127,0.024275,0.292885,0.384052,3.736,stem,True
849,48,Ari,west hearth,0.248801,0.37166,22.538,0.219473,0.7,0.023579,0.319356,0.313812,4.106,leaf,True
850,48,Fay,rain court,0.235494,0.355255,22.378,0.706132,0.751404,0.022889,0.345826,0.402833,4.476,bud,True
851,48,Milo,tool alcove,0.223268,0.33892,22.209,0.232782,0.795776,0.022205,0.372297,0.330875,4.846,bloom,True
852,48,Sera,fiber loft,0.212184,0.3227,22.031,0.239415,0.831769,0.021528,0.398768,0.337727,5.216,fruit,True
853,48,Tovan,glasshouse,0.202298,0.306641,21.845,0.246022,0.858289,0.020857,0.425238,0.343224,5.586,compost,True
854,48,Nia,river gate,0.193661,0.290789,21.651,0.732592,0.874531,0.180193,0.451709,0.453912,5.956,seed,True
855,48,Ari,west hearth,0.186315,0.275186,21.449,0.259119,0.88,0.019536,0.478179,0.349723,2.996,root,True
856,48,Fay,rain court,0.180298,0.259878,21.24,0.745591,0.874531,0.018887,0.50465,0.430639,3.366,stem,True
857,48,Milo,tool alcove,0.17564,0.244908,21.024,0.272001,0.858289,0.018245,0.531121,0.350034,3.736,leaf,True
858,48,Sera,fiber loft,0.172365,0.230316,20.802,0.27834,0.831769,0.017612,0.557591,0.347999,4.106,bud,True
859,48,Tovan,glasshouse,0.170488,0.216146,20.573,0.284599,0.795776,0.016986,0.584062,0.344676,4.476,bloom,True
860,48,Nia,river gate,0.17002,0.202435,20.339,0.77077,0.751404,0.016368,0.610532,0.420255,4.846,fruit,True
861,48,Ari,west hearth,0.170963,0.189223,20.099,0.296844,0.7,0.17576,0.637003,0.361632,5.216,compost,True
862,48,Fay,rain court,0.173311,0.176546,19.855,0.782813,0.643127,0.015159,0.663473,0.409072,5.586,seed,True
863,48,Milo,tool alcove,0.177054,0.164442,19.606,0.308668,0.582513,0.014568,0.689944,0.322865,5.956,root,True
864,49,Sera,glasshouse,0.182172,0.152942,22.83,0.314402,0.52,0.013986,0.239774,0.237213,2.75,root,True
865,49,Tovan,river gate,0.18864,0.14208,22.689,0.800006,0.582513,0.013414,0.266245,0.33215,3.12,stem,True
866,49,Nia,west hearth,0.196425,0.131886,22.538,0.325474,0.643127,0.012851,0.292715,0.26708,3.49,leaf,True
867,49,Ari,rain court,0.205487,0.122389,22.378,0.810798,0.7,0.172297,0.319186,0.38836,3.86,bud,True
868,49,Fay,tool alcove,0.215782,0.113616,22.209,0.335969,0.751404,0.011754,0.345656,0.295697,4.23,bloom,True
869,49,Milo,fiber loft,0.227256,0.10559,22.031,0.340982,0.795776,0.011221,0.372127,0.308826,4.6,fruit,True
870,49,Sera,glasshouse,0.239854,0.098336,21.845,0.34583,0.831769,0.010699,0.398598,0.320847,4.97,compost,True
871,49,Tovan,river gate,0.25351,0.091872,21.651,0.830505,0.858289,0.010187,0.425068,0.411572,5.34,seed,True
872,49,Nia,west hearth,0.268156,0.086217,21.449,0.355001,0.874531,0.009685,0.451539,0.340855,5.71,root,True
873,49,Ari,rain court,0.283718,0.081388,21.24,0.839313,0.88,0.009195,0.478009,0.428604,2.75,stem,True
874,49,Fay,tool alcove,0.300118,0.077397,21.024,0.363434,0.874531,0.168716,0.50448,0.381446,3.12,leaf,True
875,49,Milo,fiber loft,0.317274,0.074256,20.802,0.367359,0.858289,0.008248,0.530951,0.359396,3.49,bud,True
876,49,Sera,glasshouse,0.335098,0.071973,20.573,0.371082,0.831769,0.007791,0.557421,0.362522,3.86,bloom,True
877,49,Tovan,river gate,0.353501,0.070556,20.339,0.854598,0.795776,0.007347,0.583892,0.444278,4.23,fruit,True
878,49,Nia,west hearth,0.372391,0.070007,20.099,0.377902,0.751404,0.006914,0.610362,0.36483,4.6,compost,True
879,49,Ari,rain court,0.391671,0.070329,19.855,0.860991,0.7,0.006492,0.636833,0.444386,4.97,seed,True
880,49,Fay,tool alcove,0.411246,0.071521,19.606,0.383859,0.643127,0.006083,0.663303,0.36319,5.34,root,True
881,49,Milo,fiber loft,0.431016,0.073579,19.353,0.386503,0.582513,0.165687,0.689774,0.388179,5.71,stem,True
882,50,Sera,river gate,0.450881,0.076498,22.689,0.868918,0.52,0.005302,0.238595,0.360033,2.791,stem,True
883,50,Tovan,west hearth,0.470742,0.080269,22.538,0.391103,0.582513,0.00493,0.265066,0.299104,3.161,leaf,True
884,50,Nia,rain court,0.490499,0.084882,22.378,0.873053,0.643127,0.004571,0.291536,0.397945,3.531,bud,True
885,50,Ari,tool alcove,0.510051,0.090323,22.209,0.394767,0.7,0.004225,0.318007,0.336229,3.901,bloom,True
886,50,Fay,fiber loft,0.529301,0.096578,22.031,0.396241,0.751404,0.003891,0.344478,0.353649,4.271,fruit,True
887,50,Milo,glasshouse,0.548151,0.103629,21.845,0.397474,0.795776,0.163571,0.370948,0.396592,4.641,compost,True
888,50,Sera,river gate,0.566507,0.111456,21.651,0.878464,0.831769,0.003264,0.397419,0.464813,5.011,seed,True
889,50,Tovan,west hearth,0.584275,0.120038,21.449,0.39921,0.858289,0.00297,0.423889,0.398112,5.381,root,True
890,50,Nia,rain court,0.601367,0.129349,21.24,0.879711,0.874531,0.002689,0.45036,0.489668,5.751,stem,True
891,50,Ari,tool alcove,0.617697,0.139364,21.024,0.399965,0.88,0.002422,0.476831,0.41938,2.791,leaf,True
892,50,Fay,fiber loft,0.633181,0.150055,20.802,0.399973,0.874531,0.002168,0.503301,0.427202,3.161,bud,True
893,50,Milo,glasshouse,0.647742,0.161392,20.573,0.399735,0.858289,0.001928,0.529772,0.433143,3.531,bloom,True
894,50,Sera,river gate,0.661307,0.173343,20.339,0.879251,0.831769,0.161702,0.556242,0.543936,3.901,fruit,True
895,50,Tovan,west hearth,0.673807,0.185874,20.099,0.398521,0.795776,0.00149,0.582713,0.439697,4.271,compost,True
896,50,Nia,rain court,0.685179,0.19895,19.855,0.877547,0.751404,0.001291,0.609183,0.520592,4.641,seed,True
897,50,Ari,tool alcove,0.695367,0.212535,19.606,0.39633,0.7,0.001107,0.635654,0.440165,5.011,root,True
898,50,Fay,fiber loft,0.704318,0.22659,19.353,0.394872,0.643127,0.000936,0.662125,0.438661,5.381,stem,True
899,50,Milo,glasshouse,0.711987,0.241076,19.097,0.393174,0.582513,0.00078,0.688595,0.436354,5.751,leaf,True
900,51,Sera,west hearth,0.718336,0.255952,22.538,0.391239,0.52,0.160637,0.236428,0.380432,2.832,leaf,True
901,51,Tovan,rain court,0.723334,0.271176,22.378,0.86907,0.582513,0.000509,0.262898,0.451583,3.202,bud,True
902,51,Nia,tool alcove,0.726953,0.286706,22.209,0.386669,0.643127,0.000396,0.289369,0.38887,3.572,bloom,True
903,51,Ari,fiber loft,0.729178,0.302498,22.031,0.384041,0.7,0.000296,0.315839,0.405309,3.942,fruit,True
904,51,Fay,glasshouse,0.729996,0.318508,21.845,0.381187,0.751404,0.000211,0.34231,0.420603,4.312,compost,True
905,51,Milo,river gate,0.729402,0.33469,21.651,0.858113,0.795776,0.00014,0.368781,0.514484,4.682,seed,True
906,51,Sera,west hearth,0.727401,0.351,21.449,0.374823,0.831769,8.4e-05,0.395251,0.446721,5.052,root,True
907,51,Tovan,rain court,0.724002,0.367391,21.24,0.851321,0.858289,0.160042,0.421722,0.563794,5.422,stem,True
908,51,Nia,tool alcove,0.719223,0.383817,21.024,0.367611,0.874531,1.4e-05,0.448192,0.465565,5.792,leaf,True
909,51,Ari,fiber loft,0.713087,0.400233,20.802,0.3637,0.88,1e-06,0.474663,0.471947,2.832,bud,True
910,51,Fay,glasshouse,0.705625,0.416592,20.573,0.359591,0.874531,3e-06,0.501133,0.476246,3.202,bloom,True
911,51,Milo,river gate,0.696875,0.432848,20.339,0.835292,0.858289,1.8e-05,0.527604,0.558488,3.572,fruit,True
912,51,Sera,west hearth,0.686881,0.448956,20.099,0.350808,0.831769,4.8e-05,0.554075,0.478756,3.942,compost,True
913,51,Tovan,rain court,0.675694,0.46487,19.855,0.826144,0.795776,9.3e-05,0.580545,0.557187,4.312,seed,True
914,51,Nia,tool alcove,0.663369,0.480545,19.606,0.341308,0.751404,0.160152,0.607016,0.500632,4.682,root,True
915,51,Ari,fiber loft,0.649969,0.495939,19.353,0.336306,0.7,0.000226,0.633486,0.469321,5.052,stem,True
916,51,Fay,glasshouse,0.635562,0.511006,19.097,0.331144,0.643127,0.000313,0.659957,0.463518,5.422,leaf,True
917,51,Milo,river gate,0.620219,0.525706,18.838,0.805831,0.582513,0.000415,0.686428,0.536852,5.792,bud,True
918,52,Sera,rain court,0.604019,0.539997,22.378,0.800372,0.52,0.000532,0.233308,0.449705,2.873,bud,True
919,52,Tovan,tool alcove,0.587043,0.553838,22.209,0.314776,0.582513,0.000662,0.259778,0.383102,3.243,bloom,True
920,52,Nia,fiber loft,0.569376,0.567191,22.031,0.309051,0.643127,0.160807,0.286249,0.422634,3.613,fruit,True
921,52,Ari,glasshouse,0.551108,0.580019,21.845,0.303203,0.7,0.000966,0.312719,0.408003,3.983,compost,True
922,52,Fay,river gate,0.53233,0.592285,21.651,0.777242,0.751404,0.001139,0.33919,0.498931,4.353,seed,True
923,52,Milo,west hearth,0.513137,0.603954,21.449,0.291175,0.795776,0.001326,0.365661,0.428505,4.723,root,True
924,52,Sera,rain court,0.493626,0.614995,21.24,0.76501,0.831769,0.001527,0.392131,0.51651,5.093,stem,True
925,52,Tovan,tool alcove,0.473896,0.625375,21.024,0.278757,0.858289,0.001742,0.418602,0.442777,5.463,leaf,True
926,52,Nia,fiber loft,0.454045,0.635067,20.802,0.272423,0.874531,0.001971,0.445072,0.447185,5.833,bud,True
927,52,Ari,glasshouse,0.434173,0.644042,20.573,0.266017,0.88,0.162214,0.471543,0.476331,2.873,bloom,True
928,52,Fay,river gate,0.414382,0.652276,20.339,0.739548,0.874531,0.00247,0.498014,0.530203,3.243,fruit,True
929,52,Milo,west hearth,0.394769,0.659745,20.099,0.253025,0.858289,0.002739,0.524484,0.448842,3.613,compost,True
930,52,Sera,rain court,0.375435,0.666428,19.855,0.726457,0.831769,0.003023,0.550955,0.525678,3.983,seed,True
931,52,Tovan,tool alcove,0.356477,0.672307,19.606,0.239853,0.795776,0.003319,0.577425,0.44086,4.353,root,True
932,52,Nia,fiber loft,0.33799,0.677366,19.353,0.233222,0.751404,0.003629,0.603896,0.434584,4.723,stem,True
933,52,Ari,glasshouse,0.320068,0.681589,19.097,0.226572,0.7,0.003952,0.630367,0.427091,5.093,leaf,True
934,52,Fay,river gate,0.3028,0.684965,18.838,0.699913,0.643127,0.164287,0.656837,0.525322,5.463,bud,True
935,52,Milo,west hearth,0.286274,0.687484,18.577,0.213255,0.582513,0.004636,0.683308,0.409578,5.833,bloom,True
936,53,Sera,tool alcove,0.270573,0.689141,22.209,0.206606,0.52,0.004998,0.229288,0.320101,2.914,bloom,True
937,53,Tovan,fiber loft,0.255776,0.689928,22.031,0.199975,0.582513,0.005372,0.255759,0.331554,3.284,fruit,True
938,53,Nia,glasshouse,0.241958,0.689846,21.845,0.193372,0.643127,0.005758,0.282229,0.342715,3.654,compost,True
939,53,Ari,river gate,0.229188,0.688893,21.651,0.666805,0.7,0.006157,0.3087,0.433291,4.024,seed,True
940,53,Fay,west hearth,0.21753,0.687073,21.449,0.180283,0.751404,0.166569,0.33517,0.389672,4.394,root,True
941,53,Milo,rain court,0.207044,0.684391,21.24,0.653816,0.795776,0.006992,0.361641,0.45161,4.764,stem,True
942,53,Sera,tool alcove,0.197783,0.680854,21.024,0.167412,0.831769,0.007427,0.388112,0.378893,5.134,leaf,True
943,53,Tovan,fiber loft,0.189792,0.676472,20.802,0.16108,0.858289,0.007874,0.414582,0.384681,5.504,bud,True
944,53,Nia,glasshouse,0.183112,0.671257,20.573,0.154829,0.874531,0.008333,0.441053,0.388852,5.874,bloom,True
945,53,Ari,river gate,0.177777,0.665224,20.339,0.628666,0.88,0.008803,0.467523,0.471332,2.914,fruit,True
946,53,Fay,west hearth,0.173814,0.65839,20.099,0.142602,0.874531,0.009284,0.493994,0.392103,3.284,compost,True
947,53,Milo,rain court,0.171242,0.650775,19.855,0.616643,0.858289,0.169776,0.520465,0.497865,3.654,seed,True
948,53,Sera,tool alcove,0.170076,0.642399,19.606,0.130799,0.831769,0.01028,0.546935,0.38871,4.024,root,True
949,53,Tovan,fiber loft,0.170319,0.633286,19.353,0.125077,0.795776,0.010794,0.573406,0.384776,4.394,stem,True
950,53,Nia,glasshouse,0.171972,0.623462,19.097,0.119484,0.751404,0.011318,0.599876,0.379586,4.764,leaf,True
951,53,Ari,river gate,0.175026,0.612954,18.838,0.594029,0.7,0.011853,0.626347,0.453368,5.134,bud,True
952,53,Fay,west hearth,0.179465,0.601792,18.577,0.10872,0.643127,0.012398,0.652818,0.366387,5.504,bloom,True
953,53,Milo,rain court,0.185268,0.590007,18.314,0.583562,0.582513,0.012953,0.679288,0.438932,5.874,fruit,True
954,54,Sera,fiber loft,0.192405,0.577632,22.031,0.098564,0.52,0.013518,0.224437,0.271093,2.955,fruit,True
955,54,Tovan,glasshouse,0.200839,0.564702,21.845,0.093732,0.582513,0.014092,0.250907,0.284464,3.325,compost,True
956,54,Nia,river gate,0.210529,0.551254,21.651,0.569074,0.643127,0.014676,0.277378,0.377673,3.695,seed,True
957,54,Ari,west hearth,0.221426,0.537324,21.449,0.084594,0.7,0.015269,0.303849,0.31041,4.065,root,True
958,54,Fay,rain court,0.233474,0.522953,21.24,0.560299,0.751404,0.01587,0.330319,0.402387,4.435,stem,True
959,54,Milo,tool alcove,0.246614,0.50818,21.024,0.076196,0.795776,0.016481,0.35679,0.33334,4.805,leaf,True
960,54,Sera,fiber loft,0.260778,0.493048,20.802,0.07229,0.831769,0.1771,0.38326,0.369708,5.175,bud,True
961,54,Tovan,glasshouse,0.275896,0.477598,20.573,0.068586,0.858289,0.017727,0.409731,0.351304,5.545,bloom,True
962,54,Nia,river gate,0.291891,0.461873,20.339,0.545089,0.874531,0.018362,0.436201,0.437991,5.915,fruit,True
963,54,Ari,west hearth,0.308683,0.445919,20.099,0.061804,0.88,0.019005,0.462672,0.363014,2.955,compost,True
964,54,Fay,rain court,0.326187,0.42978,19.855,0.538736,0.874531,0.019656,0.489143,0.446339,3.325,seed,True
965,54,Milo,tool alcove,0.344315,0.413501,19.606,0.055888,0.858289,0.020314,0.515613,0.367987,3.695,root,True
966,54,Sera,fiber loft,0.362975,0.397128,19.353,0.053265,0.831769,0.020979,0.542084,0.368033,4.065,stem,True
967,54,Tovan,glasshouse,0.382074,0.380706,19.097,0.050871,0.795776,0.181651,0.568554,0.393272,4.435,leaf,True
968,54,Nia,river gate,0.401515,0.364283,18.838,0.528708,0.751404,0.02233,0.595025,0.443877,4.805,bud,True
969,54,Ari,west hearth,0.4212,0.347904,18.577,0.046779,0.7,0.023015,0.621496,0.360066,5.175,bloom,True
970,54,Fay,rain court,0.441031,0.331615,18.314,0.525087,0.643127,0.023706,0.647966,0.435422,5.545,fruit,True
971,54,Milo,tool alcove,0.460906,0.315462,18.049,0.043635,0.582513,0.024403,0.674437,0.350226,5.915,compost,True
972,55,Sera,glasshouse,0.480727,0.29949,21.845,0.042425,0.52,0.025105,0.218835,0.26443,2.996,compost,True
973,55,Tovan,river gate,0.500393,0.283744,21.651,0.521457,0.582513,0.185813,0.245306,0.386538,3.366,seed,True
974,55,Nia,west hearth,0.519805,0.268269,21.449,0.040734,0.643127,0.026527,0.271777,0.29504,3.736,root,True
975,55,Ari,rain court,0.538865,0.253107,21.24,0.520256,0.7,0.027244,0.298247,0.38962,4.106,stem,True
976,55,Fay,tool alcove,0.557478,0.238302,21.024,0.040024,0.751404,0.027967,0.324718,0.323315,4.476,leaf,True
977,55,Milo,fiber loft,0.575549,0.223895,20.802,0.040039,0.795776,0.028694,0.351188,0.335857,4.846,bud,True
978,55,Sera,glasshouse,0.592987,0.209926,20.573,0.040299,0.831769,0.029425,0.377659,0.347011,5.216,bloom,True
979,55,Tovan,river gate,0.609705,0.196434,20.339,0.520806,0.858289,0.03016,0.40413,0.436587,5.586,fruit,True
980,55,Nia,west hearth,0.625618,0.183458,20.099,0.041558,0.874531,0.190898,0.4306,0.391111,5.956,compost,True
981,55,Ari,rain court,0.640646,0.171035,19.855,0.522555,0.88,0.03164,0.457071,0.450491,2.996,seed,True
982,55,Fay,tool alcove,0.654714,0.159198,19.606,0.043794,0.874531,0.032385,0.483541,0.374694,3.366,root,True
983,55,Milo,fiber loft,0.667749,0.147981,19.353,0.045275,0.858289,0.033132,0.510012,0.377073,3.736,stem,True
984,55,Sera,glasshouse,0.679688,0.137415,19.097,0.046994,0.831769,0.033882,0.536483,0.377705,4.106,leaf,True
985,55,Tovan,river gate,0.69047,0.127531,18.838,0.528951,0.795776,0.034634,0.562953,0.456719,4.476,bud,True
986,55,Nia,west hearth,0.700039,0.118356,18.577,0.051141,0.751404,0.035388,0.589424,0.374292,4.846,bloom,True
987,55,Ari,rain court,0.708349,0.109916,18.314,0.533563,0.7,0.196144,0.615894,0.477311,5.216,fruit,True
988,55,Fay,tool alcove,0.715357,0.102234,18.049,0.056213,0.643127,0.036901,0.642365,0.366033,5.586,compost,True
989,55,Milo,fiber loft,0.721028,0.095332,17.783,0.059087,0.582513,0.037659,0.668835,0.360742,5.956,seed,True
990,56,Sera,river gate,0.725333,0.08923,21.651,0.542181,0.52,0.038418,0.212579,0.354623,2.75,seed,True
991,56,Tovan,west hearth,0.728251,0.083944,21.449,0.065491,0.582513,0.039178,0.239049,0.289738,3.12,root,True
992,56,Nia,rain court,0.729767,0.07949,21.24,0.549012,0.643127,0.039938,0.26552,0.384476,3.49,stem,True
993,56,Ari,tool alcove,0.729873,0.07588,21.024,0.072741,0.7,0.200698,0.291991,0.345197,3.86,leaf,True
994,56,Fay,fiber loft,0.728568,0.073123,20.802,0.076671,0.751404,0.041457,0.318461,0.331614,4.23,bud,True
995,56,Milo,glasshouse,0.725861,0.071229,20.573,0.080797,0.795776,0.042217,0.344932,0.343468,4.6,bloom,True
996,56,Sera,river gate,0.721763,0.070202,20.339,0.565113,0.831769,0.042975,0.371402,0.433871,4.97,fruit,True
997,56,Tovan,west hearth,0.716295,0.070044,20.099,0.089614,0.858289,0.043732,0.397873,0.362641,5.34,compost,True
998,56,Nia,rain court,0.709486,0.070758,19.855,0.574294,0.874531,0.044488,0.424344,0.44965,5.71,seed,True
999,56,Ari,tool alcove,0.70137,0.072339,19.606,0.099146,0.88,0.045243,0.450814,0.374819,2.75,root,True
1000,56,Fay,fiber loft,0.691986,0.074785,19.353,0.104163,0.874531,0.205995,0.477285,0.404791,3.12,stem,True
1001,56,Milo,glasshouse,0.681384,0.078088,19.097,0.109339,0.858289,0.046745,0.503755,0.3796,3.49,leaf,True
1002,56,Sera,river gate,0.669615,0.082238,18.838,0.594666,0.831769,0.047493,0.530226,0.459335,3.86,bud,True
1003,56,Tovan,west hearth,0.65674,0.087225,18.577,0.120138,0.795776,0.048238,0.556696,0.377469,4.23,bloom,True
1004,56,Nia,rain court,0.642823,0.093034,18.314,0.605746,0.751404,0.048981,0.583167,0.454192,4.6,fruit,True
1005,56,Ari,tool alcove,0.627935,0.099649,18.049,0.131483,0.7,0.049719,0.609638,0.369737,4.97,compost,True
1006,56,Fay,fiber loft,0.61215,0.107052,17.783,0.137341,0.643127,0.050455,0.636108,0.364372,5.34,seed,True
1007,56,Milo,glasshouse,0.595547,0.11522,17.516,0.143313,0.582513,0.211187,0.662579,0.38506,5.71,root,True
1008,57,Sera,west hearth,0.578212,0.124133,21.449,0.149389,0.52,0.051914,0.205772,0.27157,2.791,root,True
1009,57,Tovan,rain court,0.56023,0.133764,21.24,0.635562,0.582513,0.052637,0.232243,0.366158,3.161,stem,True
1010,57,Nia,tool alcove,0.541693,0.144086,21.024,0.161824,0.643127,0.053356,0.258713,0.300467,3.531,leaf,True
1011,57,Ari,fiber loft,0.522694,0.155071,20.802,0.168164,0.7,0.05407,0.285184,0.314197,3.901,bud,True
1012,57,Fay,glasshouse,0.503329,0.166688,20.573,0.174576,0.751404,0.054779,0.311655,0.327072,4.271,bloom,True
1013,57,Milo,river gate,0.483695,0.178904,20.339,0.66105,0.795776,0.215483,0.338125,0.445505,4.641,fruit,True
1014,57,Sera,west hearth,0.463891,0.191684,20.099,0.187578,0.831769,0.05618,0.364596,0.349283,5.011,compost,True
1015,57,Tovan,rain court,0.444017,0.204994,19.855,0.67415,0.858289,0.056873,0.391066,0.438231,5.381,seed,True
1016,57,Nia,tool alcove,0.424173,0.218795,19.606,0.200757,0.874531,0.057559,0.417537,0.365559,5.751,root,True
1017,57,Ari,fiber loft,0.40446,0.233048,19.353,0.20739,0.88,0.058238,0.444008,0.371191,2.791,stem,True
1018,57,Fay,glasshouse,0.384976,0.247714,19.097,0.214041,0.874531,0.058911,0.470478,0.375109,3.161,leaf,True
1019,57,Milo,river gate,0.365819,0.262752,18.838,0.7007,0.858289,0.059577,0.496949,0.457348,3.531,bud,True
1020,57,Sera,west hearth,0.347087,0.278119,18.577,0.227358,0.831769,0.220237,0.523419,0.404665,3.901,bloom,True
1021,57,Tovan,rain court,0.328873,0.293772,18.314,0.714006,0.795776,0.060889,0.54989,0.457201,4.271,fruit,True
1022,57,Nia,tool alcove,0.31127,0.309668,18.049,0.240634,0.751404,0.061533,0.576361,0.375145,4.641,compost,True
1023,57,Ari,fiber loft,0.294366,0.32576,17.783,0.247235,0.7,0.062169,0.602831,0.37206,5.011,seed,True
1024,57,Fay,glasshouse,0.278246,0.342006,17.516,0.253798,0.643127,0.062798,0.629302,0.368213,5.381,root,True
1025,57,Milo,river gate,0.262991,0.358357,17.25,0.740315,0.582513,0.063418,0.655772,0.443895,5.751,stem,True
1026,58,Sera,rain court,0.248679,0.37477,21.24,0.746777,0.52,0.22403,0.198531,0.385464,2.832,stem,True
1027,58,Tovan,tool alcove,0.235381,0.391197,21.024,0.273174,0.582513,0.064633,0.225001,0.295317,3.202,leaf,True
1028,58,Nia,fiber loft,0.223164,0.407593,20.802,0.279499,0.643127,0.065228,0.251472,0.311681,3.572,bud,True
1029,58,Ari,glasshouse,0.212091,0.423912,20.573,0.285743,0.7,0.065813,0.277943,0.327583,3.942,bloom,True
1030,58,Fay,river gate,0.202216,0.440107,20.339,0.771896,0.751404,0.066389,0.304413,0.422737,4.312,fruit,True
1031,58,Milo,west hearth,0.19359,0.456133,20.099,0.297951,0.795776,0.066955,0.330884,0.356882,4.682,compost,True
1032,58,Sera,rain court,0.186256,0.471945,19.855,0.7839,0.831769,0.067512,0.357354,0.449789,5.052,seed,True
1033,58,Tovan,tool alcove,0.180251,0.4875,19.606,0.309733,0.858289,0.228058,0.383825,0.407943,5.422,root,True
1034,58,Nia,fiber loft,0.175605,0.502752,19.353,0.315444,0.874531,0.068595,0.410296,0.391204,5.792,stem,True
1035,58,Ari,glasshouse,0.172342,0.51766,19.097,0.321024,0.88,0.069121,0.436766,0.399485,2.832,leaf,True
