tick_id,day,settlement_id,object_id,object_use,owner_id,lender_id,borrower_id,witness_id,loan_start_day,due_day,consent_state,custody_before,custody_after,loan_status,debt_before,debt_after,multi_day_terms_visible,protocol_valid
1008,57,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,57,59,deferred,Kesh,Kesh,deferred with terms,0.74,0.74,True,True
1010,57,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,57,61,granted,Juno,Wren,loan active,0.674,0.692,True,True
1011,57,riverbend,cedar plank,repair,Ari,Ari,Ari,Lio,57,62,granted,Lio,Ari,loan active,0.206,0.224,True,True
1012,57,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,57,59,granted,Bex,Sera,loan active,0.739,0.74,True,True
1014,57,signal,wind wrap,care,Oda,Oda,Oda,Milo,57,61,granted,Oda,Oda,loan active,0.656,0.674,True,True
1015,57,orchard,seed satchel,resource,Ivo,Ivo,Ivo,Mara,57,62,deferred,Mara,Mara,deferred with terms,0.242,0.242,True,True
1016,57,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,57,59,granted,Wren,Pax,loan active,0.739,0.74,True,True
1018,57,roofward,shade cloth,care,Bex,Bex,Bex,Fay,57,61,granted,Sera,Bex,loan active,0.638,0.656,True,True
1020,57,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,57,59,granted,Kesh,Ren,loan active,0.74,0.74,True,True
1022,57,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,57,61,deferred,Wren,Wren,deferred with terms,0.692,0.692,True,True
1024,57,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,57,59,granted,Sera,Sera,loan active,0.74,0.74,True,True
1025,57,archive,memory tag,archive,Vell,Vell,Vell,Rin,57,60,granted,Rin,Vell,loan active,0.26,0.278,True,True
1026,58,orchard,dry cord,repair,Pim,Pim,Mara,Pim,58,60,granted,Suf,Mara,loan active,0.74,0.74,True,True
1028,58,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,58,62,granted,Ari,Nox,loan active,0.638,0.656,True,True
1030,58,archive,memory tag,archive,Vell,Vell,Toma,Vell,58,60,granted,Vell,Toma,loan active,0.74,0.74,True,True
1032,58,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,58,62,granted,Mara,Suf,loan active,0.656,0.674,True,True
1034,58,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,58,60,granted,Nox,Lio,loan active,0.74,0.74,True,True
1035,58,roofward,shade cloth,care,Bex,Bex,Orr,Bex,58,61,granted,Bex,Orr,loan active,0.278,0.296,True,True
1036,58,archive,signal spool,memory,Nia,Nia,Rin,Nia,58,62,deferred,Toma,Toma,deferred with terms,0.674,0.674,True,True
1038,58,orchard,dry cord,repair,Pim,Pim,Mara,Pim,58,60,granted,Mara,Mara,loan active,0.74,0.74,True,True
1039,58,repair_ring,cool cloth,care,Wren,Wren,Vale,Wren,58,61,granted,Wren,Vale,loan active,0.242,0.26,True,True
1040,58,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,58,62,granted,Nox,Nox,loan active,0.656,0.674,True,True
1042,58,archive,memory tag,archive,Vell,Vell,Toma,Vell,58,60,granted,Toma,Toma,loan active,0.74,0.74,True,True
1044,59,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,59,61,granted,Vale,Pax,loan active,0.74,0.74,True,True
1045,59,riverbend,cedar plank,repair,Ari,Ari,Cee,Nox,59,62,granted,Nox,Cee,loan active,0.296,0.314,True,True
1046,59,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,59,63,granted,Sera,Bex,loan active,0.656,0.674,True,True
1048,59,signal,wind wrap,care,Oda,Oda,Ren,Kesh,59,61,granted,Oda,Ren,loan active,0.74,0.74,True,True
1049,59,orchard,seed satchel,resource,Ivo,Ivo,Pim,Suf,59,62,granted,Suf,Pim,loan active,0.26,0.278,True,True
1050,59,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,59,63,deferred,Pax,Pax,deferred with terms,0.692,0.692,True,True
1052,59,roofward,shade cloth,care,Bex,Bex,Sera,Orr,59,61,granted,Orr,Sera,loan active,0.74,0.74,True,True
1054,59,signal,oil lantern,signal,Ren,Ren,Oda,Milo,59,63,granted,Ren,Oda,loan active,0.674,0.692,True,True
1056,59,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,59,61,granted,Pax,Pax,loan active,0.739,0.74,True,True
1058,59,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,59,63,granted,Bex,Bex,loan active,0.674,0.692,True,True
1059,59,archive,memory tag,archive,Vell,Vell,Nia,Toma,59,64,granted,Toma,Nia,loan active,0.188,0.206,True,True
1060,59,signal,wind wrap,care,Oda,Oda,Ren,Kesh,59,61,granted,Ren,Ren,loan active,0.74,0.74,True,True
1062,60,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,60,62,granted,Cee,Lio,loan active,0.74,0.74,True,True
1064,60,archive,memory tag,archive,Vell,Vell,Rin,Nia,60,64,deferred,Nia,Nia,deferred with terms,0.674,0.674,True,True
1066,60,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,60,62,granted,Pim,Mara,loan active,0.74,0.74,True,True
1068,60,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,60,64,granted,Lio,Nox,loan active,0.674,0.692,True,True
1069,60,roofward,shade cloth,care,Bex,Bex,Fay,Sera,60,65,granted,Sera,Fay,loan active,0.206,0.224,True,True
1070,60,archive,signal spool,memory,Nia,Nia,Toma,Vell,60,62,granted,Toma,Toma,loan active,0.74,0.74,True,True
1072,60,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,60,64,granted,Mara,Suf,loan active,0.674,0.692,True,True
1073,60,repair_ring,cool cloth,care,Wren,Wren,Juno,Pax,60,65,granted,Pax,Juno,loan active,0.224,0.242,True,True
1074,60,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,60,62,granted,Lio,Lio,loan active,0.74,0.74,True,True
1076,60,archive,memory tag,archive,Vell,Vell,Rin,Nia,60,64,granted,Nia,Rin,loan active,0.674,0.692,True,True
1078,60,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,60,62,refused,Mara,Mara,refused without transfer,0.74,0.74,True,True
1080,61,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,61,63,granted,Bex,Sera,loan active,0.739,0.74,True,True
1082,61,signal,wind wrap,care,Oda,Oda,Oda,Milo,61,65,granted,Ren,Oda,loan active,0.692,0.71,True,True
1083,61,orchard,seed satchel,resource,Ivo,Ivo,Ivo,Mara,61,66,granted,Mara,Ivo,loan active,0.242,0.26,True,True
1084,61,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,61,63,granted,Pax,Pax,loan active,0.739,0.74,True,True
1086,61,roofward,shade cloth,care,Bex,Bex,Bex,Fay,61,65,granted,Fay,Bex,loan active,0.692,0.71,True,True
1088,61,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,61,63,granted,Oda,Ren,loan active,0.74,0.74,True,True
1090,61,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,61,65,granted,Juno,Wren,loan active,0.692,0.71,True,True
1092,61,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,61,63,deferred,Sera,Sera,deferred with terms,0.739,0.739,True,True
1093,61,archive,memory tag,archive,Vell,Vell,Vell,Rin,61,64,granted,Rin,Vell,loan active,0.278,0.296,True,True
1094,61,signal,wind wrap,care,Oda,Oda,Oda,Milo,61,65,granted,Oda,Oda,loan active,0.71,0.728,True,True
1096,61,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,61,63,granted,Pax,Pax,loan active,0.74,0.74,True,True
1098,62,archive,memory tag,archive,Vell,Vell,Toma,Vell,62,64,granted,Vell,Toma,loan active,0.74,0.74,True,True
1100,62,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,62,66,granted,Ivo,Suf,loan active,0.692,0.71,True,True
1102,62,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,62,64,granted,Nox,Lio,loan active,0.74,0.74,True,True
1103,62,roofward,shade cloth,care,Bex,Bex,Orr,Bex,62,65,granted,Bex,Orr,loan active,0.296,0.314,True,True
1104,62,archive,signal spool,memory,Nia,Nia,Rin,Nia,62,66,granted,Toma,Rin,loan active,0.692,0.71,True,True
1106,62,orchard,dry cord,repair,Pim,Pim,Mara,Pim,62,64,deferred,Suf,Suf,deferred with terms,0.74,0.74,True,True
1107,62,repair_ring,cool cloth,care,Wren,Wren,Vale,Wren,62,65,granted,Wren,Vale,loan active,0.26,0.278,True,True
1108,62,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,62,66,granted,Lio,Nox,loan active,0.692,0.71,True,True
1110,62,archive,memory tag,archive,Vell,Vell,Toma,Vell,62,64,granted,Toma,Toma,loan active,0.74,0.74,True,True
1112,62,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,62,66,granted,Suf,Suf,loan active,0.71,0.728,True,True
1114,62,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,62,64,granted,Lio,Lio,loan active,0.74,0.74,True,True
1116,63,signal,wind wrap,care,Oda,Oda,Ren,Kesh,63,65,granted,Oda,Ren,loan active,0.74,0.74,True,True
1117,63,orchard,seed satchel,resource,Ivo,Ivo,Pim,Suf,63,66,granted,Suf,Pim,loan active,0.278,0.296,True,True
1118,63,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,63,67,granted,Pax,Wren,loan active,0.71,0.728,True,True
1120,63,roofward,shade cloth,care,Bex,Bex,Sera,Orr,63,65,deferred,Orr,Orr,deferred with terms,0.738,0.738,True,True
1122,63,signal,oil lantern,signal,Ren,Ren,Oda,Milo,63,67,granted,Ren,Oda,loan active,0.728,0.74,True,True
1124,63,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,63,65,granted,Vale,Pax,loan active,0.74,0.74,True,True
1126,63,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,63,67,granted,Sera,Bex,loan active,0.71,0.728,True,True
1127,63,archive,memory tag,archive,Vell,Vell,Nia,Toma,63,68,deferred,Toma,Toma,deferred with terms,0.206,0.206,True,True
1128,63,signal,wind wrap,care,Oda,Oda,Ren,Kesh,63,65,granted,Ren,Ren,loan active,0.74,0.74,True,True
1130,63,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,63,67,granted,Wren,Wren,loan active,0.728,0.74,True,True
1132,63,roofward,shade cloth,care,Bex,Bex,Sera,Orr,63,65,granted,Orr,Sera,loan active,0.737,0.74,True,True
1134,64,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,64,66,deferred,Pim,Pim,deferred with terms,0.74,0.74,True,True
1136,64,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,64,68,granted,Lio,Nox,loan active,0.71,0.728,True,True
1137,64,roofward,shade cloth,care,Bex,Bex,Fay,Sera,64,69,granted,Sera,Fay,loan active,0.224,0.242,True,True
1138,64,archive,signal spool,memory,Nia,Nia,Toma,Vell,64,66,granted,Rin,Toma,loan active,0.74,0.74,True,True
1140,64,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,64,68,granted,Suf,Suf,loan active,0.728,0.74,True,True
1141,64,repair_ring,cool cloth,care,Wren,Wren,Juno,Pax,64,69,deferred,Pax,Pax,deferred with terms,0.242,0.242,True,True
1142,64,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,64,66,granted,Nox,Lio,loan active,0.74,0.74,True,True
1144,64,archive,memory tag,archive,Vell,Vell,Rin,Nia,64,68,granted,Toma,Rin,loan active,0.71,0.728,True,True
1146,64,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,64,66,granted,Pim,Mara,loan active,0.74,0.74,True,True
1148,64,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,64,68,deferred,Nox,Nox,deferred with terms,0.728,0.728,True,True
1150,64,archive,signal spool,memory,Nia,Nia,Toma,Vell,64,66,granted,Toma,Toma,loan active,0.74,0.74,True,True
1151,64,signal,oil lantern,signal,Ren,Ren,Kesh,Oda,64,67,granted,Oda,Kesh,loan active,0.278,0.296,True,True
1152,65,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,65,67,granted,Wren,Pax,loan active,0.739,0.74,True,True
1154,65,roofward,shade cloth,care,Bex,Bex,Bex,Fay,65,69,granted,Fay,Bex,loan active,0.728,0.74,True,True
1156,65,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,65,67,granted,Kesh,Ren,loan active,0.74,0.74,True,True
1158,65,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,65,69,granted,Pax,Wren,loan active,0.74,0.74,True,True
1160,65,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,65,67,granted,Bex,Sera,loan active,0.739,0.74,True,True
1161,65,archive,memory tag,archive,Vell,Vell,Vell,Rin,65,68,granted,Rin,Vell,loan active,0.296,0.314,True,True
1162,65,signal,wind wrap,care,Oda,Oda,Oda,Milo,65,69,deferred,Ren,Ren,deferred with terms,0.74,0.74,True,True
1164,65,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,65,67,granted,Pax,Pax,loan active,0.739,0.74,True,True
1166,65,roofward,shade cloth,care,Bex,Bex,Bex,Fay,65,69,granted,Bex,Bex,loan active,0.74,0.74,True,True
1168,65,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,65,67,granted,Ren,Ren,loan active,0.74,0.74,True,True
1170,66,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,66,68,granted,Nox,Lio,loan active,0.74,0.74,True,True
1171,66,roofward,shade cloth,care,Bex,Bex,Orr,Bex,66,69,granted,Bex,Orr,loan active,0.314,0.332,True,True
1172,66,archive,signal spool,memory,Nia,Nia,Rin,Nia,66,70,granted,Toma,Rin,loan active,0.728,0.74,True,True
1174,66,orchard,dry cord,repair,Pim,Pim,Mara,Pim,66,68,granted,Suf,Mara,loan active,0.74,0.74,True,True
1175,66,repair_ring,cool cloth,care,Wren,Wren,Vale,Wren,66,69,granted,Wren,Vale,loan active,0.278,0.296,True,True
1176,66,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,66,70,deferred,Lio,Lio,deferred with terms,0.728,0.728,True,True
1178,66,archive,memory tag,archive,Vell,Vell,Toma,Vell,66,68,granted,Vell,Toma,loan active,0.74,0.74,True,True
1180,66,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,66,70,granted,Mara,Suf,loan active,0.74,0.74,True,True
1182,66,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,66,68,granted,Lio,Lio,loan active,0.74,0.74,True,True
1184,66,archive,signal spool,memory,Nia,Nia,Rin,Nia,66,70,granted,Rin,Rin,loan active,0.74,0.74,True,True
1185,66,signal,oil lantern,signal,Ren,Ren,Milo,Ren,66,71,granted,Ren,Milo,loan active,0.224,0.242,True,True
1186,66,orchard,dry cord,repair,Pim,Pim,Mara,Pim,66,68,granted,Mara,Mara,loan active,0.74,0.74,True,True
1188,67,roofward,shade cloth,care,Bex,Bex,Sera,Orr,67,69,granted,Orr,Sera,loan active,0.74,0.74,True,True
1190,67,signal,oil lantern,signal,Ren,Ren,Oda,Milo,67,71,deferred,Milo,Milo,deferred with terms,0.74,0.74,True,True
1192,67,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,67,69,granted,Vale,Pax,loan active,0.739,0.74,True,True
1194,67,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,67,71,granted,Sera,Bex,loan active,0.74,0.74,True,True
1195,67,archive,memory tag,archive,Vell,Vell,Nia,Toma,67,72,granted,Toma,Nia,loan active,0.206,0.224,True,True
1196,67,signal,wind wrap,care,Oda,Oda,Ren,Kesh,67,69,granted,Ren,Ren,loan active,0.74,0.74,True,True
1198,67,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,67,71,granted,Pax,Wren,loan active,0.74,0.74,True,True
1200,67,roofward,shade cloth,care,Bex,Bex,Sera,Orr,67,69,granted,Sera,Sera,loan active,0.739,0.74,True,True
1202,67,signal,oil lantern,signal,Ren,Ren,Oda,Milo,67,71,granted,Milo,Oda,loan active,0.739,0.74,True,True
1204,67,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,67,69,deferred,Pax,Pax,deferred with terms,0.739,0.739,True,True
1205,67,riverbend,cedar plank,repair,Ari,Ari,Cee,Nox,67,70,granted,Lio,Cee,loan active,0.314,0.332,True,True
1206,68,archive,signal spool,memory,Nia,Nia,Toma,Vell,68,70,granted,Rin,Toma,loan active,0.74,0.74,True,True
1208,68,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,68,72,granted,Mara,Suf,loan active,0.74,0.74,True,True
1209,68,repair_ring,cool cloth,care,Wren,Wren,Juno,Pax,68,73,granted,Pax,Juno,loan active,0.242,0.26,True,True
1210,68,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,68,70,granted,Cee,Lio,loan active,0.74,0.74,True,True
1212,68,archive,memory tag,archive,Vell,Vell,Rin,Nia,68,72,granted,Nia,Rin,loan active,0.74,0.74,True,True
1214,68,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,68,70,granted,Suf,Mara,loan active,0.74,0.74,True,True
1216,68,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,68,72,granted,Lio,Nox,loan active,0.728,0.74,True,True
1218,68,archive,signal spool,memory,Nia,Nia,Toma,Vell,68,70,deferred,Toma,Toma,deferred with terms,0.74,0.74,True,True
1219,68,signal,oil lantern,signal,Ren,Ren,Kesh,Oda,68,71,granted,Oda,Kesh,loan active,0.296,0.314,True,True
1220,68,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,68,72,granted,Suf,Suf,loan active,0.74,0.74,True,True
1222,68,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,68,70,granted,Lio,Lio,loan active,0.74,0.74,True,True
1224,69,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,69,71,granted,Kesh,Ren,loan active,0.74,0.74,True,True
1226,69,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,69,73,granted,Juno,Wren,loan active,0.74,0.74,True,True
1228,69,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,69,71,granted,Bex,Sera,loan active,0.739,0.74,True,True
1229,69,archive,memory tag,archive,Vell,Vell,Vell,Rin,69,72,granted,Rin,Vell,loan active,0.314,0.332,True,True
1230,69,signal,wind wrap,care,Oda,Oda,Oda,Milo,69,73,granted,Ren,Oda,loan active,0.739,0.74,True,True
1232,69,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,69,71,refused,Wren,Wren,refused without transfer,0.738,0.738,True,True
1234,69,roofward,shade cloth,care,Bex,Bex,Bex,Fay,69,73,granted,Sera,Bex,loan active,0.74,0.74,True,True
1236,69,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,69,71,granted,Ren,Ren,loan active,0.74,0.74,True,True
1238,69,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,69,73,granted,Wren,Wren,loan active,0.74,0.74,True,True
1239,69,riverbend,cedar plank,repair,Ari,Ari,Ari,Lio,69,74,deferred,Lio,Lio,deferred with terms,0.224,0.224,True,True
1240,69,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,69,71,granted,Sera,Sera,loan active,0.74,0.74,True,True
1242,70,orchard,dry cord,repair,Pim,Pim,Mara,Pim,70,72,granted,Suf,Mara,loan active,0.74,0.74,True,True
1243,70,repair_ring,cool cloth,care,Wren,Wren,Vale,Wren,70,73,granted,Wren,Vale,loan active,0.296,0.314,True,True
1244,70,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,70,74,granted,Lio,Nox,loan active,0.74,0.74,True,True
1246,70,archive,memory tag,archive,Vell,Vell,Toma,Vell,70,72,deferred,Vell,Vell,deferred with terms,0.739,0.739,True,True
1248,70,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,70,74,granted,Mara,Suf,loan active,0.74,0.74,True,True
1250,70,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,70,72,granted,Nox,Lio,loan active,0.74,0.74,True,True
1252,70,archive,signal spool,memory,Nia,Nia,Rin,Nia,70,74,granted,Toma,Rin,loan active,0.74,0.74,True,True
1253,70,signal,oil lantern,signal,Ren,Ren,Milo,Ren,70,75,deferred,Ren,Ren,deferred with terms,0.242,0.242,True,True
1254,70,orchard,dry cord,repair,Pim,Pim,Mara,Pim,70,72,granted,Mara,Mara,loan active,0.739,0.74,True,True
1256,70,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,70,74,granted,Nox,Nox,loan active,0.74,0.74,True,True
1258,70,archive,memory tag,archive,Vell,Vell,Toma,Vell,70,72,granted,Vell,Toma,loan active,0.738,0.74,True,True
1260,71,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,71,73,deferred,Vale,Vale,deferred with terms,0.738,0.738,True,True
1262,71,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,71,75,granted,Sera,Bex,loan active,0.74,0.74,True,True
1263,71,archive,memory tag,archive,Vell,Vell,Nia,Toma,71,76,granted,Toma,Nia,loan active,0.224,0.242,True,True
1264,71,signal,wind wrap,care,Oda,Oda,Ren,Kesh,71,73,granted,Oda,Ren,loan active,0.74,0.74,True,True
1266,71,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,71,75,granted,Wren,Wren,loan active,0.74,0.74,True,True
1268,71,roofward,shade cloth,care,Bex,Bex,Sera,Orr,71,73,granted,Bex,Sera,loan active,0.74,0.74,True,True
1270,71,signal,oil lantern,signal,Ren,Ren,Oda,Milo,71,75,granted,Ren,Oda,loan active,0.739,0.74,True,True
1272,71,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,71,73,granted,Vale,Pax,loan active,0.737,0.74,True,True
1273,71,riverbend,cedar plank,repair,Ari,Ari,Cee,Nox,71,74,granted,Nox,Cee,loan active,0.332,0.35,True,True
1274,71,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,71,75,deferred,Bex,Bex,deferred with terms,0.74,0.74,True,True
1276,71,signal,wind wrap,care,Oda,Oda,Ren,Kesh,71,73,granted,Ren,Ren,loan active,0.74,0.74,True,True
1277,71,orchard,seed satchel,resource,Ivo,Ivo,Pim,Suf,71,74,granted,Suf,Pim,loan active,0.296,0.314,True,True
1278,72,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,72,74,granted,Cee,Lio,loan active,0.74,0.74,True,True
1280,72,archive,memory tag,archive,Vell,Vell,Rin,Nia,72,76,granted,Nia,Rin,loan active,0.74,0.74,True,True
1282,72,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,72,74,granted,Pim,Mara,loan active,0.739,0.74,True,True
1284,72,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,72,76,granted,Lio,Nox,loan active,0.74,0.74,True,True
1286,72,archive,signal spool,memory,Nia,Nia,Toma,Vell,72,74,granted,Rin,Toma,loan active,0.739,0.74,True,True
1287,72,signal,oil lantern,signal,Ren,Ren,Kesh,Oda,72,75,granted,Oda,Kesh,loan active,0.314,0.332,True,True
1288,72,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,72,76,deferred,Mara,Mara,deferred with terms,0.74,0.74,True,True
1290,72,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,72,74,granted,Lio,Lio,loan active,0.739,0.74,True,True
1292,72,archive,memory tag,archive,Vell,Vell,Rin,Nia,72,76,granted,Rin,Rin,loan active,0.74,0.74,True,True
1294,72,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,72,74,granted,Mara,Mara,loan active,0.739,0.74,True,True
1296,73,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,73,75,granted,Bex,Sera,loan active,0.739,0.74,True,True
1297,73,archive,memory tag,archive,Vell,Vell,Vell,Rin,73,76,granted,Rin,Vell,loan active,0.332,0.35,True,True
1298,73,signal,wind wrap,care,Oda,Oda,Oda,Milo,73,77,granted,Ren,Oda,loan active,0.739,0.74,True,True
1300,73,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,73,75,granted,Wren,Pax,loan active,0.739,0.74,True,True
1302,73,roofward,shade cloth,care,Bex,Bex,Bex,Fay,73,77,deferred,Sera,Sera,deferred with terms,0.74,0.74,True,True
1304,73,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,73,75,granted,Kesh,Ren,loan active,0.74,0.74,True,True
1306,73,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,73,77,granted,Pax,Wren,loan active,0.74,0.74,True,True
1307,73,riverbend,cedar plank,repair,Ari,Ari,Ari,Lio,73,78,granted,Lio,Ari,loan active,0.224,0.242,True,True
1308,73,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,73,75,granted,Sera,Sera,loan active,0.739,0.74,True,True
1310,73,signal,wind wrap,care,Oda,Oda,Oda,Milo,73,77,granted,Oda,Oda,loan active,0.74,0.74,True,True
1311,73,orchard,seed satchel,resource,Ivo,Ivo,Ivo,Mara,73,78,granted,Mara,Ivo,loan active,0.26,0.278,True,True
1312,73,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,73,75,granted,Pax,Pax,loan active,0.74,0.74,True,True
1314,74,archive,memory tag,archive,Vell,Vell,Toma,Vell,74,76,granted,Vell,Toma,loan active,0.74,0.74,True,True
1316,74,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,74,78,deferred,Ivo,Ivo,deferred with terms,0.74,0.74,True,True
