tick,day,snapshot_key,restored_room,restored_resident,restored_memory_key,restored_debt_name,replay_rows,audit_scrub_ready,restored_ok,localstorage_backed
708,40,ssrm:v60:snapshot:d040:t00708,west hearth,Tovan,v60:tovan:care_favor:d040:s06,care favor,220,True,True,True
709,40,ssrm:v60:snapshot:d040:t00709,river gate,Nia,v60:nia:route_warning:d040:s07,route warning,220,True,True,True
710,40,ssrm:v60:snapshot:d040:t00710,arrival court,Ari,v60:ari:tool_loan:d040:s08,tool loan,220,True,True,True
711,40,ssrm:v60:snapshot:d040:t00711,tool alcove,Fay,v60:fay:water_carry:d040:s09,water carry,220,True,True,True
712,40,ssrm:v60:snapshot:d040:t00712,rain court,Milo,v60:milo:repair_promise:d040:s10,repair promise,220,True,True,True
713,40,ssrm:v60:snapshot:d040:t00713,fiber loft,Sera,v60:sera:missed_greeting:d040:s11,missed greeting,220,True,True,True
714,40,ssrm:v60:snapshot:d040:t00714,west hearth,Tovan,v60:tovan:care_favor:d040:s12,care favor,220,True,True,True
715,40,ssrm:v60:snapshot:d040:t00715,river gate,Nia,v60:nia:route_warning:d040:s13,route warning,220,True,True,True
716,40,ssrm:v60:snapshot:d040:t00716,arrival court,Ari,v60:ari:tool_loan:d040:s14,tool loan,220,True,True,True
717,40,ssrm:v60:snapshot:d040:t00717,tool alcove,Fay,v60:fay:water_carry:d040:s15,water carry,220,True,True,True
718,40,ssrm:v60:snapshot:d040:t00718,rain court,Milo,v60:milo:repair_promise:d040:s16,repair promise,220,True,True,True
719,40,ssrm:v60:snapshot:d040:t00719,fiber loft,Sera,v60:sera:missed_greeting:d040:s17,missed greeting,220,True,True,True
720,41,ssrm:v60:snapshot:d041:t00720,river gate,Tovan,v60:tovan:route_warning:d041:s00,route warning,220,True,True,True
721,41,ssrm:v60:snapshot:d041:t00721,arrival court,Nia,v60:nia:tool_loan:d041:s01,tool loan,220,True,True,True
722,41,ssrm:v60:snapshot:d041:t00722,tool alcove,Ari,v60:ari:water_carry:d041:s02,water carry,220,True,True,True
723,41,ssrm:v60:snapshot:d041:t00723,rain court,Fay,v60:fay:repair_promise:d041:s03,repair promise,220,True,True,True
724,41,ssrm:v60:snapshot:d041:t00724,fiber loft,Milo,v60:milo:missed_greeting:d041:s04,missed greeting,220,True,True,True
725,41,ssrm:v60:snapshot:d041:t00725,west hearth,Sera,v60:sera:care_favor:d041:s05,care favor,220,True,True,True
726,41,ssrm:v60:snapshot:d041:t00726,river gate,Tovan,v60:tovan:route_warning:d041:s06,route warning,220,True,True,True
727,41,ssrm:v60:snapshot:d041:t00727,arrival court,Nia,v60:nia:tool_loan:d041:s07,tool loan,220,True,True,True
728,41,ssrm:v60:snapshot:d041:t00728,tool alcove,Ari,v60:ari:water_carry:d041:s08,water carry,220,True,True,True
729,41,ssrm:v60:snapshot:d041:t00729,rain court,Fay,v60:fay:repair_promise:d041:s09,repair promise,220,True,True,True
730,41,ssrm:v60:snapshot:d041:t00730,fiber loft,Milo,v60:milo:missed_greeting:d041:s10,missed greeting,220,True,True,True
731,41,ssrm:v60:snapshot:d041:t00731,west hearth,Sera,v60:sera:care_favor:d041:s11,care favor,220,True,True,True
732,41,ssrm:v60:snapshot:d041:t00732,river gate,Tovan,v60:tovan:route_warning:d041:s12,route warning,220,True,True,True
733,41,ssrm:v60:snapshot:d041:t00733,arrival court,Nia,v60:nia:tool_loan:d041:s13,tool loan,220,True,True,True
734,41,ssrm:v60:snapshot:d041:t00734,tool alcove,Ari,v60:ari:water_carry:d041:s14,water carry,220,True,True,True
735,41,ssrm:v60:snapshot:d041:t00735,rain court,Fay,v60:fay:repair_promise:d041:s15,repair promise,220,True,True,True
736,41,ssrm:v60:snapshot:d041:t00736,fiber loft,Milo,v60:milo:missed_greeting:d041:s16,missed greeting,220,True,True,True
737,41,ssrm:v60:snapshot:d041:t00737,west hearth,Sera,v60:sera:care_favor:d041:s17,care favor,220,True,True,True
738,42,ssrm:v60:snapshot:d042:t00738,arrival court,Tovan,v60:tovan:tool_loan:d042:s00,tool loan,220,True,True,True
739,42,ssrm:v60:snapshot:d042:t00739,tool alcove,Nia,v60:nia:water_carry:d042:s01,water carry,220,True,True,True
740,42,ssrm:v60:snapshot:d042:t00740,rain court,Ari,v60:ari:repair_promise:d042:s02,repair promise,220,True,True,True
741,42,ssrm:v60:snapshot:d042:t00741,fiber loft,Fay,v60:fay:missed_greeting:d042:s03,missed greeting,220,True,True,True
742,42,ssrm:v60:snapshot:d042:t00742,west hearth,Milo,v60:milo:care_favor:d042:s04,care favor,220,True,True,True
743,42,ssrm:v60:snapshot:d042:t00743,river gate,Sera,v60:sera:route_warning:d042:s05,route warning,220,True,True,True
744,42,ssrm:v60:snapshot:d042:t00744,arrival court,Tovan,v60:tovan:tool_loan:d042:s06,tool loan,220,True,True,True
745,42,ssrm:v60:snapshot:d042:t00745,tool alcove,Nia,v60:nia:water_carry:d042:s07,water carry,220,True,True,True
746,42,ssrm:v60:snapshot:d042:t00746,rain court,Ari,v60:ari:repair_promise:d042:s08,repair promise,220,True,True,True
747,42,ssrm:v60:snapshot:d042:t00747,fiber loft,Fay,v60:fay:missed_greeting:d042:s09,missed greeting,220,True,True,True
748,42,ssrm:v60:snapshot:d042:t00748,west hearth,Milo,v60:milo:care_favor:d042:s10,care favor,220,True,True,True
749,42,ssrm:v60:snapshot:d042:t00749,river gate,Sera,v60:sera:route_warning:d042:s11,route warning,220,True,True,True
750,42,ssrm:v60:snapshot:d042:t00750,arrival court,Tovan,v60:tovan:tool_loan:d042:s12,tool loan,220,True,True,True
751,42,ssrm:v60:snapshot:d042:t00751,tool alcove,Nia,v60:nia:water_carry:d042:s13,water carry,220,True,True,True
752,42,ssrm:v60:snapshot:d042:t00752,rain court,Ari,v60:ari:repair_promise:d042:s14,repair promise,220,True,True,True
753,42,ssrm:v60:snapshot:d042:t00753,fiber loft,Fay,v60:fay:missed_greeting:d042:s15,missed greeting,220,True,True,True
754,42,ssrm:v60:snapshot:d042:t00754,west hearth,Milo,v60:milo:care_favor:d042:s16,care favor,220,True,True,True
755,42,ssrm:v60:snapshot:d042:t00755,river gate,Sera,v60:sera:route_warning:d042:s17,route warning,220,True,True,True
756,43,ssrm:v60:snapshot:d043:t00756,tool alcove,Tovan,v60:tovan:water_carry:d043:s00,water carry,220,True,True,True
757,43,ssrm:v60:snapshot:d043:t00757,rain court,Nia,v60:nia:repair_promise:d043:s01,repair promise,220,True,True,True
758,43,ssrm:v60:snapshot:d043:t00758,fiber loft,Ari,v60:ari:missed_greeting:d043:s02,missed greeting,220,True,True,True
759,43,ssrm:v60:snapshot:d043:t00759,west hearth,Fay,v60:fay:care_favor:d043:s03,care favor,220,True,True,True
760,43,ssrm:v60:snapshot:d043:t00760,river gate,Milo,v60:milo:route_warning:d043:s04,route warning,220,True,True,True
761,43,ssrm:v60:snapshot:d043:t00761,arrival court,Sera,v60:sera:tool_loan:d043:s05,tool loan,220,True,True,True
762,43,ssrm:v60:snapshot:d043:t00762,tool alcove,Tovan,v60:tovan:water_carry:d043:s06,water carry,220,True,True,True
763,43,ssrm:v60:snapshot:d043:t00763,rain court,Nia,v60:nia:repair_promise:d043:s07,repair promise,220,True,True,True
764,43,ssrm:v60:snapshot:d043:t00764,fiber loft,Ari,v60:ari:missed_greeting:d043:s08,missed greeting,220,True,True,True
765,43,ssrm:v60:snapshot:d043:t00765,west hearth,Fay,v60:fay:care_favor:d043:s09,care favor,220,True,True,True
766,43,ssrm:v60:snapshot:d043:t00766,river gate,Milo,v60:milo:route_warning:d043:s10,route warning,220,True,True,True
767,43,ssrm:v60:snapshot:d043:t00767,arrival court,Sera,v60:sera:tool_loan:d043:s11,tool loan,220,True,True,True
768,43,ssrm:v60:snapshot:d043:t00768,tool alcove,Tovan,v60:tovan:water_carry:d043:s12,water carry,220,True,True,True
769,43,ssrm:v60:snapshot:d043:t00769,rain court,Nia,v60:nia:repair_promise:d043:s13,repair promise,220,True,True,True
770,43,ssrm:v60:snapshot:d043:t00770,fiber loft,Ari,v60:ari:missed_greeting:d043:s14,missed greeting,220,True,True,True
771,43,ssrm:v60:snapshot:d043:t00771,west hearth,Fay,v60:fay:care_favor:d043:s15,care favor,220,True,True,True
772,43,ssrm:v60:snapshot:d043:t00772,river gate,Milo,v60:milo:route_warning:d043:s16,route warning,220,True,True,True
773,43,ssrm:v60:snapshot:d043:t00773,arrival court,Sera,v60:sera:tool_loan:d043:s17,tool loan,220,True,True,True
774,44,ssrm:v60:snapshot:d044:t00774,rain court,Tovan,v60:tovan:repair_promise:d044:s00,repair promise,220,True,True,True
775,44,ssrm:v60:snapshot:d044:t00775,fiber loft,Nia,v60:nia:missed_greeting:d044:s01,missed greeting,220,True,True,True
776,44,ssrm:v60:snapshot:d044:t00776,west hearth,Ari,v60:ari:care_favor:d044:s02,care favor,220,True,True,True
777,44,ssrm:v60:snapshot:d044:t00777,river gate,Fay,v60:fay:route_warning:d044:s03,route warning,220,True,True,True
778,44,ssrm:v60:snapshot:d044:t00778,arrival court,Milo,v60:milo:tool_loan:d044:s04,tool loan,220,True,True,True
779,44,ssrm:v60:snapshot:d044:t00779,tool alcove,Sera,v60:sera:water_carry:d044:s05,water carry,220,True,True,True
780,44,ssrm:v60:snapshot:d044:t00780,rain court,Tovan,v60:tovan:repair_promise:d044:s06,repair promise,220,True,True,True
781,44,ssrm:v60:snapshot:d044:t00781,fiber loft,Nia,v60:nia:missed_greeting:d044:s07,missed greeting,220,True,True,True
782,44,ssrm:v60:snapshot:d044:t00782,west hearth,Ari,v60:ari:care_favor:d044:s08,care favor,220,True,True,True
783,44,ssrm:v60:snapshot:d044:t00783,river gate,Fay,v60:fay:route_warning:d044:s09,route warning,220,True,True,True
784,44,ssrm:v60:snapshot:d044:t00784,arrival court,Milo,v60:milo:tool_loan:d044:s10,tool loan,220,True,True,True
785,44,ssrm:v60:snapshot:d044:t00785,tool alcove,Sera,v60:sera:water_carry:d044:s11,water carry,220,True,True,True
786,44,ssrm:v60:snapshot:d044:t00786,rain court,Tovan,v60:tovan:repair_promise:d044:s12,repair promise,220,True,True,True
787,44,ssrm:v60:snapshot:d044:t00787,fiber loft,Nia,v60:nia:missed_greeting:d044:s13,missed greeting,220,True,True,True
788,44,ssrm:v60:snapshot:d044:t00788,west hearth,Ari,v60:ari:care_favor:d044:s14,care favor,220,True,True,True
789,44,ssrm:v60:snapshot:d044:t00789,river gate,Fay,v60:fay:route_warning:d044:s15,route warning,220,True,True,True
790,44,ssrm:v60:snapshot:d044:t00790,arrival court,Milo,v60:milo:tool_loan:d044:s16,tool loan,220,True,True,True
791,44,ssrm:v60:snapshot:d044:t00791,tool alcove,Sera,v60:sera:water_carry:d044:s17,water carry,220,True,True,True
792,45,ssrm:v60:snapshot:d045:t00792,fiber loft,Tovan,v60:tovan:missed_greeting:d045:s00,missed greeting,220,True,True,True
793,45,ssrm:v60:snapshot:d045:t00793,west hearth,Nia,v60:nia:care_favor:d045:s01,care favor,220,True,True,True
794,45,ssrm:v60:snapshot:d045:t00794,river gate,Ari,v60:ari:route_warning:d045:s02,route warning,220,True,True,True
795,45,ssrm:v60:snapshot:d045:t00795,arrival court,Fay,v60:fay:tool_loan:d045:s03,tool loan,220,True,True,True
796,45,ssrm:v60:snapshot:d045:t00796,tool alcove,Milo,v60:milo:water_carry:d045:s04,water carry,220,True,True,True
797,45,ssrm:v60:snapshot:d045:t00797,rain court,Sera,v60:sera:repair_promise:d045:s05,repair promise,220,True,True,True
798,45,ssrm:v60:snapshot:d045:t00798,fiber loft,Tovan,v60:tovan:missed_greeting:d045:s06,missed greeting,220,True,True,True
799,45,ssrm:v60:snapshot:d045:t00799,west hearth,Nia,v60:nia:care_favor:d045:s07,care favor,220,True,True,True
800,45,ssrm:v60:snapshot:d045:t00800,river gate,Ari,v60:ari:route_warning:d045:s08,route warning,220,True,True,True
801,45,ssrm:v60:snapshot:d045:t00801,arrival court,Fay,v60:fay:tool_loan:d045:s09,tool loan,220,True,True,True
802,45,ssrm:v60:snapshot:d045:t00802,tool alcove,Milo,v60:milo:water_carry:d045:s10,water carry,220,True,True,True
803,45,ssrm:v60:snapshot:d045:t00803,rain court,Sera,v60:sera:repair_promise:d045:s11,repair promise,220,True,True,True
804,45,ssrm:v60:snapshot:d045:t00804,fiber loft,Tovan,v60:tovan:missed_greeting:d045:s12,missed greeting,220,True,True,True
805,45,ssrm:v60:snapshot:d045:t00805,west hearth,Nia,v60:nia:care_favor:d045:s13,care favor,220,True,True,True
806,45,ssrm:v60:snapshot:d045:t00806,river gate,Ari,v60:ari:route_warning:d045:s14,route warning,220,True,True,True
807,45,ssrm:v60:snapshot:d045:t00807,arrival court,Fay,v60:fay:tool_loan:d045:s15,tool loan,220,True,True,True
808,45,ssrm:v60:snapshot:d045:t00808,tool alcove,Milo,v60:milo:water_carry:d045:s16,water carry,220,True,True,True
809,45,ssrm:v60:snapshot:d045:t00809,rain court,Sera,v60:sera:repair_promise:d045:s17,repair promise,220,True,True,True
810,46,ssrm:v60:snapshot:d046:t00810,west hearth,Tovan,v60:tovan:care_favor:d046:s00,care favor,220,True,True,True
811,46,ssrm:v60:snapshot:d046:t00811,river gate,Nia,v60:nia:route_warning:d046:s01,route warning,220,True,True,True
812,46,ssrm:v60:snapshot:d046:t00812,arrival court,Ari,v60:ari:tool_loan:d046:s02,tool loan,220,True,True,True
813,46,ssrm:v60:snapshot:d046:t00813,tool alcove,Fay,v60:fay:water_carry:d046:s03,water carry,220,True,True,True
814,46,ssrm:v60:snapshot:d046:t00814,rain court,Milo,v60:milo:repair_promise:d046:s04,repair promise,220,True,True,True
815,46,ssrm:v60:snapshot:d046:t00815,fiber loft,Sera,v60:sera:missed_greeting:d046:s05,missed greeting,220,True,True,True
816,46,ssrm:v60:snapshot:d046:t00816,west hearth,Tovan,v60:tovan:care_favor:d046:s06,care favor,220,True,True,True
817,46,ssrm:v60:snapshot:d046:t00817,river gate,Nia,v60:nia:route_warning:d046:s07,route warning,220,True,True,True
818,46,ssrm:v60:snapshot:d046:t00818,arrival court,Ari,v60:ari:tool_loan:d046:s08,tool loan,220,True,True,True
819,46,ssrm:v60:snapshot:d046:t00819,tool alcove,Fay,v60:fay:water_carry:d046:s09,water carry,220,True,True,True
820,46,ssrm:v60:snapshot:d046:t00820,rain court,Milo,v60:milo:repair_promise:d046:s10,repair promise,220,True,True,True
821,46,ssrm:v60:snapshot:d046:t00821,fiber loft,Sera,v60:sera:missed_greeting:d046:s11,missed greeting,220,True,True,True
822,46,ssrm:v60:snapshot:d046:t00822,west hearth,Tovan,v60:tovan:care_favor:d046:s12,care favor,220,True,True,True
823,46,ssrm:v60:snapshot:d046:t00823,river gate,Nia,v60:nia:route_warning:d046:s13,route warning,220,True,True,True
824,46,ssrm:v60:snapshot:d046:t00824,arrival court,Ari,v60:ari:tool_loan:d046:s14,tool loan,220,True,True,True
825,46,ssrm:v60:snapshot:d046:t00825,tool alcove,Fay,v60:fay:water_carry:d046:s15,water carry,220,True,True,True
826,46,ssrm:v60:snapshot:d046:t00826,rain court,Milo,v60:milo:repair_promise:d046:s16,repair promise,220,True,True,True
827,46,ssrm:v60:snapshot:d046:t00827,fiber loft,Sera,v60:sera:missed_greeting:d046:s17,missed greeting,220,True,True,True
828,47,ssrm:v60:snapshot:d047:t00828,river gate,Tovan,v60:tovan:route_warning:d047:s00,route warning,220,True,True,True
829,47,ssrm:v60:snapshot:d047:t00829,arrival court,Nia,v60:nia:tool_loan:d047:s01,tool loan,220,True,True,True
830,47,ssrm:v60:snapshot:d047:t00830,tool alcove,Ari,v60:ari:water_carry:d047:s02,water carry,220,True,True,True
831,47,ssrm:v60:snapshot:d047:t00831,rain court,Fay,v60:fay:repair_promise:d047:s03,repair promise,220,True,True,True
832,47,ssrm:v60:snapshot:d047:t00832,fiber loft,Milo,v60:milo:missed_greeting:d047:s04,missed greeting,220,True,True,True
833,47,ssrm:v60:snapshot:d047:t00833,west hearth,Sera,v60:sera:care_favor:d047:s05,care favor,220,True,True,True
834,47,ssrm:v60:snapshot:d047:t00834,river gate,Tovan,v60:tovan:route_warning:d047:s06,route warning,220,True,True,True
835,47,ssrm:v60:snapshot:d047:t00835,arrival court,Nia,v60:nia:tool_loan:d047:s07,tool loan,220,True,True,True
836,47,ssrm:v60:snapshot:d047:t00836,tool alcove,Ari,v60:ari:water_carry:d047:s08,water carry,220,True,True,True
837,47,ssrm:v60:snapshot:d047:t00837,rain court,Fay,v60:fay:repair_promise:d047:s09,repair promise,220,True,True,True
838,47,ssrm:v60:snapshot:d047:t00838,fiber loft,Milo,v60:milo:missed_greeting:d047:s10,missed greeting,220,True,True,True
839,47,ssrm:v60:snapshot:d047:t00839,west hearth,Sera,v60:sera:care_favor:d047:s11,care favor,220,True,True,True
840,47,ssrm:v60:snapshot:d047:t00840,river gate,Tovan,v60:tovan:route_warning:d047:s12,route warning,220,True,True,True
841,47,ssrm:v60:snapshot:d047:t00841,arrival court,Nia,v60:nia:tool_loan:d047:s13,tool loan,220,True,True,True
842,47,ssrm:v60:snapshot:d047:t00842,tool alcove,Ari,v60:ari:water_carry:d047:s14,water carry,220,True,True,True
843,47,ssrm:v60:snapshot:d047:t00843,rain court,Fay,v60:fay:repair_promise:d047:s15,repair promise,220,True,True,True
844,47,ssrm:v60:snapshot:d047:t00844,fiber loft,Milo,v60:milo:missed_greeting:d047:s16,missed greeting,220,True,True,True
845,47,ssrm:v60:snapshot:d047:t00845,west hearth,Sera,v60:sera:care_favor:d047:s17,care favor,220,True,True,True
846,48,ssrm:v60:snapshot:d048:t00846,arrival court,Tovan,v60:tovan:tool_loan:d048:s00,tool loan,220,True,True,True
847,48,ssrm:v60:snapshot:d048:t00847,tool alcove,Nia,v60:nia:water_carry:d048:s01,water carry,220,True,True,True
848,48,ssrm:v60:snapshot:d048:t00848,rain court,Ari,v60:ari:repair_promise:d048:s02,repair promise,220,True,True,True
849,48,ssrm:v60:snapshot:d048:t00849,fiber loft,Fay,v60:fay:missed_greeting:d048:s03,missed greeting,220,True,True,True
850,48,ssrm:v60:snapshot:d048:t00850,west hearth,Milo,v60:milo:care_favor:d048:s04,care favor,220,True,True,True
851,48,ssrm:v60:snapshot:d048:t00851,river gate,Sera,v60:sera:route_warning:d048:s05,route warning,220,True,True,True
852,48,ssrm:v60:snapshot:d048:t00852,arrival court,Tovan,v60:tovan:tool_loan:d048:s06,tool loan,220,True,True,True
853,48,ssrm:v60:snapshot:d048:t00853,tool alcove,Nia,v60:nia:water_carry:d048:s07,water carry,220,True,True,True
854,48,ssrm:v60:snapshot:d048:t00854,rain court,Ari,v60:ari:repair_promise:d048:s08,repair promise,220,True,True,True
855,48,ssrm:v60:snapshot:d048:t00855,fiber loft,Fay,v60:fay:missed_greeting:d048:s09,missed greeting,220,True,True,True
856,48,ssrm:v60:snapshot:d048:t00856,west hearth,Milo,v60:milo:care_favor:d048:s10,care favor,220,True,True,True
857,48,ssrm:v60:snapshot:d048:t00857,river gate,Sera,v60:sera:route_warning:d048:s11,route warning,220,True,True,True
858,48,ssrm:v60:snapshot:d048:t00858,arrival court,Tovan,v60:tovan:tool_loan:d048:s12,tool loan,220,True,True,True
859,48,ssrm:v60:snapshot:d048:t00859,tool alcove,Nia,v60:nia:water_carry:d048:s13,water carry,220,True,True,True
860,48,ssrm:v60:snapshot:d048:t00860,rain court,Ari,v60:ari:repair_promise:d048:s14,repair promise,220,True,True,True
861,48,ssrm:v60:snapshot:d048:t00861,fiber loft,Fay,v60:fay:missed_greeting:d048:s15,missed greeting,220,True,True,True
862,48,ssrm:v60:snapshot:d048:t00862,west hearth,Milo,v60:milo:care_favor:d048:s16,care favor,220,True,True,True
863,48,ssrm:v60:snapshot:d048:t00863,river gate,Sera,v60:sera:route_warning:d048:s17,route warning,220,True,True,True
864,49,ssrm:v60:snapshot:d049:t00864,tool alcove,Tovan,v60:tovan:water_carry:d049:s00,water carry,220,True,True,True
865,49,ssrm:v60:snapshot:d049:t00865,rain court,Nia,v60:nia:repair_promise:d049:s01,repair promise,220,True,True,True
866,49,ssrm:v60:snapshot:d049:t00866,fiber loft,Ari,v60:ari:missed_greeting:d049:s02,missed greeting,220,True,True,True
867,49,ssrm:v60:snapshot:d049:t00867,west hearth,Fay,v60:fay:care_favor:d049:s03,care favor,220,True,True,True
868,49,ssrm:v60:snapshot:d049:t00868,river gate,Milo,v60:milo:route_warning:d049:s04,route warning,220,True,True,True
869,49,ssrm:v60:snapshot:d049:t00869,arrival court,Sera,v60:sera:tool_loan:d049:s05,tool loan,220,True,True,True
870,49,ssrm:v60:snapshot:d049:t00870,tool alcove,Tovan,v60:tovan:water_carry:d049:s06,water carry,220,True,True,True
871,49,ssrm:v60:snapshot:d049:t00871,rain court,Nia,v60:nia:repair_promise:d049:s07,repair promise,220,True,True,True
872,49,ssrm:v60:snapshot:d049:t00872,fiber loft,Ari,v60:ari:missed_greeting:d049:s08,missed greeting,220,True,True,True
873,49,ssrm:v60:snapshot:d049:t00873,west hearth,Fay,v60:fay:care_favor:d049:s09,care favor,220,True,True,True
