tick_id,day,settlement_id,resident_id,project_id,project_name,scheduled_slot,task_site,project_stage,progress_before,progress_after,resident_owned_schedule,schedule_conflict_present,schedule_conflict_resolved,world_state_target,private_workspace_sealed,frequency_hz,flower_phase
564,32,glass_harbor,Puck,ed218dd38f,relight public lamp,day-032:tick-06:resident-led,lamp pier,work,0.135,0.146,True,False,True,lamp pier:relight public lamp,True,13.73204,0.931778
565,32,cinder_garden,Wren,a66b280afe,cool ash path,day-032:tick-07:resident-led,ash path,inspect,0.135,0.146,True,False,True,ash path:cool ash path,True,16.29532,0.956111
566,32,lichen_bridge,Kio,505b3ed3bc,test rope bridge,day-032:tick-08:resident-led,meal room,handoff,0.157,0.168,True,False,True,meal room:test rope bridge,True,14.97002,0.948444
567,32,orchid_engine,Cai,9567222324,tend orchid lamp,day-032:tick-09:resident-led,engine ring,restock,0.157,0.168,True,False,True,engine ring:tend orchid lamp,True,17.30295,0.974778
568,32,moss_ward,Milo,022ca473b4,drain rain path,day-032:tick-10:resident-led,blanket room,survey,0.146,0.157,True,False,True,blanket room:drain rain path,True,12.65517,0.932111
569,32,glass_harbor,Sera,e2517cc645,seal fog catcher,day-032:tick-11:resident-led,fog rail,prepare,0.146,0.157,True,False,True,fog rail:seal fog catcher,True,13.79817,0.948444
570,32,cinder_garden,Juno,46bd9e887d,shade seed rows,day-032:tick-12:resident-led,seed shelf,work,0.157,0.168,True,False,True,seed shelf:shade seed rows,True,16.36216,0.972778
571,32,lichen_bridge,Luma,ef4a1eb826,mark signal bell,day-032:tick-13:resident-led,signal post,inspect,0.157,0.168,True,False,True,signal post:mark signal bell,True,15.03516,0.965111
572,32,orchid_engine,Dax,5ea66d74e7,listen to valve pulse,day-032:tick-14:resident-led,orchid bay,handoff,0.146,0.157,True,True,True,orchid bay:listen to valve pulse,True,17.36717,0.991444
573,32,moss_ward,Tala,825eef3be9,copy root ledger,day-032:tick-15:resident-led,rain gate,restock,0.146,0.157,True,False,True,rain gate:copy root ledger,True,12.72017,0.948778
574,32,glass_harbor,Nia,aa85d5f3cf,relight public lamp,day-032:tick-16:resident-led,net room,survey,0.157,0.168,True,False,True,net room:relight public lamp,True,13.86416,0.965111
575,32,cinder_garden,Pax,bfe20f64e9,cool ash path,day-032:tick-17:resident-led,shade tent,prepare,0.157,0.168,True,False,True,shade tent:cool ash path,True,16.42716,0.989444
576,33,orchid_engine,Cai,fee339b1d9,clean gear wash,day-033:tick-00:resident-led,gear wash,inspect,0.168,0.179,True,False,True,gear wash:clean gear wash,True,17.42115,0.005333
577,33,moss_ward,Milo,d27f39c290,raise warm-cup shelf,day-033:tick-01:resident-led,root alcove,handoff,0.168,0.179,True,False,True,root alcove:raise warm-cup shelf,True,12.7745,0.962667
578,33,glass_harbor,Sera,c5ce3bb82a,mend fog net,day-033:tick-02:resident-led,lamp pier,restock,0.146,0.157,True,False,True,lamp pier:mend fog net,True,13.91538,0.979
579,33,cinder_garden,Juno,ab3857f6de,repair seed calendar,day-033:tick-03:resident-led,ash path,survey,0.146,0.157,True,False,True,ash path:repair seed calendar,True,16.47852,0.003333
580,33,lichen_bridge,Luma,6e76849c77,weave spare rope,day-033:tick-04:resident-led,meal room,prepare,0.166,0.177,True,False,True,meal room:weave spare rope,True,15.15318,0.995667
581,33,orchid_engine,Dax,1194905158,stabilize steam kettle,day-033:tick-05:resident-led,engine ring,work,0.168,0.179,True,False,True,engine ring:stabilize steam kettle,True,17.4865,0.022
582,33,moss_ward,Tala,ffd144b235,patch blanket loom,day-033:tick-06:resident-led,blanket room,inspect,0.146,0.157,True,False,True,blanket room:patch blanket loom,True,12.83738,0.979333
583,33,glass_harbor,Nia,e283abe06a,mark crossing rope,day-033:tick-07:resident-led,fog rail,handoff,0.146,0.157,True,True,True,fog rail:mark crossing rope,True,13.98052,0.995667
584,33,cinder_garden,Pax,f91854767d,sort ember fruit,day-033:tick-08:resident-led,seed shelf,restock,0.168,0.179,True,False,True,seed shelf:sort ember fruit,True,16.54536,0.02
585,33,lichen_bridge,Rin,47513db752,repair meal ledger,day-033:tick-09:resident-led,signal post,survey,0.168,0.179,True,False,True,signal post:repair meal ledger,True,15.21815,0.012333
586,33,orchid_engine,Eli,ee36774892,clean gear wash,day-033:tick-10:resident-led,orchid bay,prepare,0.146,0.157,True,False,True,orchid bay:clean gear wash,True,17.54917,0.038667
587,33,moss_ward,Ari,6666182d43,raise warm-cup shelf,day-033:tick-11:resident-led,rain gate,work,0.146,0.157,True,False,True,rain gate:raise warm-cup shelf,True,12.90231,0.996
588,33,glass_harbor,Oren,4691632fda,mend fog net,day-033:tick-12:resident-led,net room,inspect,0.166,0.177,True,False,True,net room:mend fog net,True,14.04746,0.012333
589,33,cinder_garden,Vale,669e90cbc3,repair seed calendar,day-033:tick-13:resident-led,shade tent,handoff,0.166,0.177,True,False,True,shade tent:repair seed calendar,True,16.61032,0.036667
590,33,lichen_bridge,Sol,797e050dde,weave spare rope,day-033:tick-14:resident-led,rope bridge,restock,0.155,0.166,True,False,True,rope bridge:weave spare rope,True,15.28247,0.029
591,33,orchid_engine,Bea,936769c116,stabilize steam kettle,day-033:tick-15:resident-led,gear wash,survey,0.155,0.166,True,False,True,gear wash:stabilize steam kettle,True,17.61533,0.055333
592,33,moss_ward,Fay,23961e054e,patch blanket loom,day-033:tick-16:resident-led,root alcove,prepare,0.168,0.179,True,False,True,root alcove:patch blanket loom,True,12.96964,0.012667
593,33,glass_harbor,Puck,4e34e5eca9,mark crossing rope,day-033:tick-17:resident-led,lamp pier,work,0.168,0.179,True,False,True,lamp pier:mark crossing rope,True,14.11236,0.029
594,34,lichen_bridge,Rin,0d07f43a57,mark signal bell,day-034:tick-00:resident-led,meal room,handoff,0.168,0.177,True,True,False,meal room:mark signal bell,True,15.33518,0.042889
595,34,orchid_engine,Eli,2432f12bb3,listen to valve pulse,day-034:tick-01:resident-led,engine ring,restock,0.168,0.179,True,False,True,engine ring:listen to valve pulse,True,17.6685,0.069222
596,34,moss_ward,Ari,2ea8f2d96e,copy root ledger,day-034:tick-02:resident-led,blanket room,survey,0.146,0.157,True,False,True,blanket room:copy root ledger,True,13.01952,0.026556
597,34,glass_harbor,Oren,fd03ad5da8,relight public lamp,day-034:tick-03:resident-led,fog rail,prepare,0.146,0.157,True,False,True,fog rail:relight public lamp,True,14.16301,0.042889
598,34,cinder_garden,Vale,5e37aea90d,cool ash path,day-034:tick-04:resident-led,seed shelf,work,0.168,0.179,True,False,True,seed shelf:cool ash path,True,16.72771,0.067222
599,34,lichen_bridge,Sol,72a63892cd,test rope bridge,day-034:tick-05:resident-led,signal post,inspect,0.168,0.179,True,False,True,signal post:test rope bridge,True,15.40099,0.059556
600,34,orchid_engine,Bea,ff802a82b5,tend orchid lamp,day-034:tick-06:resident-led,orchid bay,handoff,0.146,0.157,True,False,True,orchid bay:tend orchid lamp,True,17.73173,0.085889
601,34,moss_ward,Fay,b4068fee47,drain rain path,day-034:tick-07:resident-led,rain gate,restock,0.144,0.155,True,False,True,rain gate:drain rain path,True,13.08483,0.043222
602,34,glass_harbor,Puck,b9f27156b1,seal fog catcher,day-034:tick-08:resident-led,net room,survey,0.168,0.179,True,False,True,net room:seal fog catcher,True,14.22957,0.059556
603,34,cinder_garden,Wren,8d7a6c2aa4,shade seed rows,day-034:tick-09:resident-led,shade tent,prepare,0.168,0.179,True,False,True,shade tent:shade seed rows,True,16.7925,0.083889
604,34,lichen_bridge,Kio,a9335a1d29,mark signal bell,day-034:tick-10:resident-led,rope bridge,work,0.146,0.157,True,False,True,rope bridge:mark signal bell,True,15.46338,0.076222
605,34,orchid_engine,Cai,b31fad0817,listen to valve pulse,day-034:tick-11:resident-led,gear wash,inspect,0.146,0.157,True,True,True,gear wash:listen to valve pulse,True,17.79652,0.102556
606,34,moss_ward,Milo,48ae12c016,copy root ledger,day-034:tick-12:resident-led,root alcove,handoff,0.168,0.179,True,False,True,root alcove:copy root ledger,True,13.15171,0.059889
607,34,glass_harbor,Sera,ea7173b0ad,relight public lamp,day-034:tick-13:resident-led,lamp pier,restock,0.168,0.179,True,False,True,lamp pier:relight public lamp,True,14.29471,0.076222
608,34,cinder_garden,Juno,5f79a57e6f,cool ash path,day-034:tick-14:resident-led,ash path,survey,0.157,0.168,True,False,True,ash path:cool ash path,True,16.85672,0.100556
609,34,lichen_bridge,Luma,e1bab827b9,test rope bridge,day-034:tick-15:resident-led,meal room,prepare,0.157,0.168,True,False,True,meal room:test rope bridge,True,15.52972,0.092889
610,34,orchid_engine,Dax,3645f43e1d,tend orchid lamp,day-034:tick-16:resident-led,engine ring,work,0.166,0.177,True,False,True,engine ring:tend orchid lamp,True,17.86353,0.119222
611,34,moss_ward,Tala,28589c06c6,drain rain path,day-034:tick-17:resident-led,blanket room,inspect,0.168,0.179,True,False,True,blanket room:drain rain path,True,13.21671,0.076556
612,35,cinder_garden,Wren,88d6240bdd,repair seed calendar,day-035:tick-00:resident-led,seed shelf,restock,0.168,0.179,True,False,True,seed shelf:repair seed calendar,True,16.90971,0.114444
613,35,lichen_bridge,Kio,87e730b100,weave spare rope,day-035:tick-01:resident-led,signal post,survey,0.168,0.179,True,False,True,signal post:weave spare rope,True,15.58271,0.106778
614,35,orchid_engine,Cai,b805ef5f3b,stabilize steam kettle,day-035:tick-02:resident-led,orchid bay,prepare,0.146,0.157,True,False,True,orchid bay:stabilize steam kettle,True,17.91373,0.133111
615,35,moss_ward,Milo,037725c0bc,patch blanket loom,day-035:tick-03:resident-led,rain gate,work,0.146,0.157,True,False,True,rain gate:patch blanket loom,True,13.26708,0.090444
616,35,glass_harbor,Sera,39906512c4,mark crossing rope,day-035:tick-04:resident-led,net room,inspect,0.168,0.179,True,True,True,net room:mark crossing rope,True,14.41192,0.106778
617,35,cinder_garden,Juno,5d450b0d31,sort ember fruit,day-035:tick-05:resident-led,shade tent,handoff,0.168,0.179,True,False,True,shade tent:sort ember fruit,True,16.97506,0.131111
618,35,lichen_bridge,Luma,c11ee45638,repair meal ledger,day-035:tick-06:resident-led,rope bridge,restock,0.146,0.157,True,False,True,rope bridge:repair meal ledger,True,15.64594,0.123444
619,35,orchid_engine,Dax,fa2f54a5f1,clean gear wash,day-035:tick-07:resident-led,gear wash,survey,0.146,0.157,True,False,True,gear wash:clean gear wash,True,17.97908,0.149778
620,35,moss_ward,Tala,5b51e19d49,raise warm-cup shelf,day-035:tick-08:resident-led,root alcove,prepare,0.166,0.177,True,False,True,root alcove:raise warm-cup shelf,True,13.33374,0.107111
621,35,glass_harbor,Nia,b58364559a,mend fog net,day-035:tick-09:resident-led,lamp pier,work,0.168,0.179,True,False,True,lamp pier:mend fog net,True,14.47671,0.123444
622,35,cinder_garden,Pax,301d0ea001,repair seed calendar,day-035:tick-10:resident-led,ash path,inspect,0.146,0.157,True,False,True,ash path:repair seed calendar,True,17.03773,0.147778
623,35,lichen_bridge,Rin,84fdd2bf40,weave spare rope,day-035:tick-11:resident-led,meal room,handoff,0.146,0.157,True,False,True,meal room:weave spare rope,True,15.71073,0.140111
624,35,orchid_engine,Eli,b41913dbe2,stabilize steam kettle,day-035:tick-12:resident-led,engine ring,restock,0.166,0.177,True,False,True,engine ring:stabilize steam kettle,True,18.04553,0.166444
625,35,moss_ward,Ari,572d4e939c,patch blanket loom,day-035:tick-13:resident-led,blanket room,survey,0.166,0.177,True,False,True,blanket room:patch blanket loom,True,13.39867,0.123778
626,35,glass_harbor,Oren,5a399028bb,mark crossing rope,day-035:tick-14:resident-led,fog rail,prepare,0.155,0.166,True,False,True,fog rail:mark crossing rope,True,14.54103,0.140111
627,35,cinder_garden,Vale,cc7272cc69,sort ember fruit,day-035:tick-15:resident-led,seed shelf,work,0.157,0.166,True,True,False,seed shelf:sort ember fruit,True,17.10389,0.164444
628,35,lichen_bridge,Sol,76f402ab6a,repair meal ledger,day-035:tick-16:resident-led,signal post,inspect,0.168,0.179,True,False,True,signal post:repair meal ledger,True,15.7782,0.156778
629,35,orchid_engine,Bea,9a2f344251,clean gear wash,day-035:tick-17:resident-led,orchid bay,handoff,0.168,0.179,True,False,True,orchid bay:clean gear wash,True,18.11106,0.183111
630,36,glass_harbor,Nia,aa85d5f3cf,relight public lamp,day-036:tick-00:resident-led,net room,survey,0.168,0.177,True,True,False,net room:relight public lamp,True,14.59374,0.154
631,36,cinder_garden,Pax,bfe20f64e9,cool ash path,day-036:tick-01:resident-led,shade tent,prepare,0.168,0.179,True,False,True,shade tent:cool ash path,True,17.15706,0.178333
632,36,lichen_bridge,Rin,1ca3ca05c1,test rope bridge,day-036:tick-02:resident-led,rope bridge,work,0.146,0.157,True,False,True,rope bridge:test rope bridge,True,15.82794,0.170667
633,36,orchid_engine,Eli,79a49a3901,tend orchid lamp,day-036:tick-03:resident-led,gear wash,inspect,0.146,0.157,True,False,True,gear wash:tend orchid lamp,True,18.16108,0.197
634,36,moss_ward,Ari,27a5f6be30,drain rain path,day-036:tick-04:resident-led,root alcove,handoff,0.166,0.177,True,True,True,root alcove:drain rain path,True,13.51588,0.154333
635,36,glass_harbor,Oren,139ed15166,seal fog catcher,day-036:tick-05:resident-led,lamp pier,restock,0.166,0.177,True,False,True,lamp pier:seal fog catcher,True,14.65937,0.170667
636,36,cinder_garden,Vale,50e2b859c6,shade seed rows,day-036:tick-06:resident-led,ash path,survey,0.144,0.155,True,False,True,ash path:shade seed rows,True,17.22025,0.195
637,36,lichen_bridge,Sol,878bf0af37,mark signal bell,day-036:tick-07:resident-led,meal room,prepare,0.144,0.155,True,False,True,meal room:mark signal bell,True,15.89339,0.187333
638,36,orchid_engine,Bea,2899e764df,listen to valve pulse,day-036:tick-08:resident-led,engine ring,work,0.168,0.179,True,True,True,engine ring:listen to valve pulse,True,18.22827,0.213667
639,36,moss_ward,Fay,5147eb41b9,copy root ledger,day-036:tick-09:resident-led,blanket room,inspect,0.168,0.179,True,False,True,blanket room:copy root ledger,True,13.5812,0.171
640,36,glass_harbor,Puck,ed218dd38f,relight public lamp,day-036:tick-10:resident-led,fog rail,handoff,0.146,0.157,True,False,True,fog rail:relight public lamp,True,14.72194,0.187333
641,36,cinder_garden,Wren,a66b280afe,cool ash path,day-036:tick-11:resident-led,seed shelf,restock,0.146,0.157,True,False,True,seed shelf:cool ash path,True,17.28508,0.211667
642,36,lichen_bridge,Kio,505b3ed3bc,test rope bridge,day-036:tick-12:resident-led,signal post,survey,0.168,0.179,True,True,True,signal post:test rope bridge,True,15.95992,0.204
643,36,orchid_engine,Cai,9567222324,tend orchid lamp,day-036:tick-13:resident-led,orchid bay,prepare,0.168,0.179,True,False,True,orchid bay:tend orchid lamp,True,18.29306,0.230333
644,36,moss_ward,Milo,022ca473b4,drain rain path,day-036:tick-14:resident-led,rain gate,work,0.157,0.168,True,False,True,rain gate:drain rain path,True,13.64528,0.187667
645,36,glass_harbor,Sera,e2517cc645,seal fog catcher,day-036:tick-15:resident-led,net room,inspect,0.157,0.168,True,False,True,net room:seal fog catcher,True,14.78828,0.204
646,36,cinder_garden,Juno,46bd9e887d,shade seed rows,day-036:tick-16:resident-led,shade tent,handoff,0.168,0.179,True,True,True,shade tent:shade seed rows,True,17.35227,0.228333
647,36,lichen_bridge,Luma,ef4a1eb826,mark signal bell,day-036:tick-17:resident-led,rope bridge,restock,0.168,0.179,True,False,True,rope bridge:mark signal bell,True,16.02527,0.220667
648,37,moss_ward,Fay,23961e054e,patch blanket loom,day-037:tick-00:resident-led,root alcove,prepare,0.179,0.19,True,False,True,root alcove:patch blanket loom,True,13.6994,0.201556
649,37,glass_harbor,Puck,4e34e5eca9,mark crossing rope,day-037:tick-01:resident-led,lamp pier,work,0.179,0.19,True,True,True,lamp pier:mark crossing rope,True,14.84226,0.217889
650,37,cinder_garden,Wren,f54993de4d,sort ember fruit,day-037:tick-02:resident-led,ash path,inspect,0.157,0.168,True,False,True,ash path:sort ember fruit,True,17.40328,0.242222
651,37,lichen_bridge,Kio,e74a8726db,repair meal ledger,day-037:tick-03:resident-led,meal room,handoff,0.157,0.168,True,False,True,meal room:repair meal ledger,True,16.07628,0.234556
652,37,orchid_engine,Cai,fee339b1d9,clean gear wash,day-037:tick-04:resident-led,engine ring,restock,0.179,0.19,True,False,True,engine ring:clean gear wash,True,18.41126,0.260889
653,37,moss_ward,Milo,d27f39c290,raise warm-cup shelf,day-037:tick-05:resident-led,blanket room,survey,0.179,0.19,True,False,True,blanket room:raise warm-cup shelf,True,13.76461,0.218222
654,37,glass_harbor,Sera,c5ce3bb82a,mend fog net,day-037:tick-06:resident-led,fog rail,prepare,0.157,0.168,True,False,True,fog rail:mend fog net,True,14.90549,0.234556
655,37,cinder_garden,Juno,ab3857f6de,repair seed calendar,day-037:tick-07:resident-led,seed shelf,work,0.157,0.168,True,False,True,seed shelf:repair seed calendar,True,17.46863,0.258889
656,37,lichen_bridge,Luma,6e76849c77,weave spare rope,day-037:tick-08:resident-led,signal post,inspect,0.177,0.188,True,False,True,signal post:weave spare rope,True,16.14329,0.251222
657,37,orchid_engine,Dax,1194905158,stabilize steam kettle,day-037:tick-09:resident-led,orchid bay,handoff,0.179,0.19,True,False,True,orchid bay:stabilize steam kettle,True,18.47626,0.277556
658,37,moss_ward,Tala,ffd144b235,patch blanket loom,day-037:tick-10:resident-led,rain gate,restock,0.157,0.168,True,False,True,rain gate:patch blanket loom,True,13.82728,0.234889
659,37,glass_harbor,Nia,e283abe06a,mark crossing rope,day-037:tick-11:resident-led,net room,survey,0.157,0.168,True,False,True,net room:mark crossing rope,True,14.97028,0.251222
660,37,cinder_garden,Pax,f91854767d,sort ember fruit,day-037:tick-12:resident-led,shade tent,prepare,0.179,0.19,True,True,True,shade tent:sort ember fruit,True,17.53526,0.275556
661,37,lichen_bridge,Rin,47513db752,repair meal ledger,day-037:tick-13:resident-led,rope bridge,work,0.179,0.19,True,False,True,rope bridge:repair meal ledger,True,16.20826,0.267889
