tick_id,day,agent,route_id,public_memory_key,remembered_route_choice,remembered_forecast_revision,remembered_avatar_task,remembered_drill,remembered_reload_recovery,private_workspace_sealed,replay_pointer
798,50,Nia,archive_signal,v30:Nia:archive_signal:day50,stone kiosk path,rev:28 risk:0.50,tasks:17,score:0.74,recovery:0.94,True,replay:798:archive_signal
799,50,Milo,signal_orchard,v30:Milo:signal_orchard:day50,river lantern loop,rev:25 risk:0.49,tasks:20,score:0.68,recovery:0.94,True,replay:799:signal_orchard
800,51,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day51,market plank route,rev:28 risk:0.52,tasks:19,score:0.86,recovery:0.94,True,replay:800:orchard_riverbend
801,51,Juno,central_repair_ring,v30:Juno:central_repair_ring:day51,inner repair yard,rev:24 risk:0.44,tasks:18,score:0.83,recovery:0.94,True,replay:801:central_repair_ring
802,51,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day51,orchard ridge detour,rev:24 risk:0.47,tasks:20,score:0.86,recovery:0.94,True,replay:802:riverbend_roofward
803,51,Fay,roofward_archive,v30:Fay:roofward_archive:day51,cool archive lane,rev:22 risk:0.49,tasks:20,score:0.82,recovery:0.94,True,replay:803:roofward_archive
804,51,Nia,archive_signal,v30:Nia:archive_signal:day51,stone kiosk path,rev:28 risk:0.48,tasks:17,score:0.74,recovery:0.94,True,replay:804:archive_signal
805,51,Milo,signal_orchard,v30:Milo:signal_orchard:day51,river lantern loop,rev:25 risk:0.48,tasks:20,score:0.68,recovery:0.94,True,replay:805:signal_orchard
806,51,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day51,market plank route,rev:28 risk:0.52,tasks:19,score:0.86,recovery:0.94,True,replay:806:orchard_riverbend
807,51,Juno,central_repair_ring,v30:Juno:central_repair_ring:day51,inner repair yard,rev:24 risk:0.44,tasks:18,score:0.83,recovery:0.94,True,replay:807:central_repair_ring
808,51,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day51,orchard ridge detour,rev:25 risk:0.44,tasks:20,score:0.86,recovery:0.94,True,replay:808:riverbend_roofward
809,51,Fay,roofward_archive,v30:Fay:roofward_archive:day51,cool archive lane,rev:22 risk:0.49,tasks:20,score:0.82,recovery:0.94,True,replay:809:roofward_archive
810,51,Nia,archive_signal,v30:Nia:archive_signal:day51,stone kiosk path,rev:28 risk:0.46,tasks:17,score:0.74,recovery:0.94,True,replay:810:archive_signal
811,51,Milo,signal_orchard,v30:Milo:signal_orchard:day51,river lantern loop,rev:25 risk:0.47,tasks:20,score:0.71,recovery:0.94,True,replay:811:signal_orchard
812,51,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day51,market plank route,rev:28 risk:0.53,tasks:19,score:0.86,recovery:0.94,True,replay:812:orchard_riverbend
813,51,Juno,central_repair_ring,v30:Juno:central_repair_ring:day51,outer bell path,rev:24 risk:0.46,tasks:18,score:0.83,recovery:0.94,True,replay:813:central_repair_ring
814,51,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day51,orchard ridge detour,rev:25 risk:0.43,tasks:21,score:0.86,recovery:0.94,True,replay:814:riverbend_roofward
815,51,Fay,roofward_archive,v30:Fay:roofward_archive:day51,cool archive lane,rev:22 risk:0.49,tasks:20,score:0.82,recovery:0.94,True,replay:815:roofward_archive
816,52,Nia,archive_signal,v30:Nia:archive_signal:day52,stone kiosk path,rev:29 risk:0.52,tasks:17,score:0.74,recovery:0.94,True,replay:816:archive_signal
817,52,Milo,signal_orchard,v30:Milo:signal_orchard:day52,river lantern loop,rev:25 risk:0.44,tasks:20,score:0.71,recovery:0.94,True,replay:817:signal_orchard
818,52,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day52,market plank route,rev:28 risk:0.51,tasks:20,score:0.86,recovery:0.94,True,replay:818:orchard_riverbend
819,52,Juno,central_repair_ring,v30:Juno:central_repair_ring:day52,outer bell path,rev:24 risk:0.48,tasks:18,score:0.86,recovery:0.94,True,replay:819:central_repair_ring
820,52,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day52,orchard ridge detour,rev:25 risk:0.41,tasks:21,score:0.86,recovery:0.94,True,replay:820:riverbend_roofward
821,52,Fay,roofward_archive,v30:Fay:roofward_archive:day52,cool archive lane,rev:22 risk:0.48,tasks:20,score:0.82,recovery:0.94,True,replay:821:roofward_archive
822,52,Nia,archive_signal,v30:Nia:archive_signal:day52,stone kiosk path,rev:29 risk:0.51,tasks:17,score:0.74,recovery:0.94,True,replay:822:archive_signal
823,52,Milo,signal_orchard,v30:Milo:signal_orchard:day52,river lantern loop,rev:25 risk:0.48,tasks:20,score:0.74,recovery:0.94,True,replay:823:signal_orchard
824,52,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day52,market plank route,rev:29 risk:0.44,tasks:20,score:0.86,recovery:0.94,True,replay:824:orchard_riverbend
825,52,Juno,central_repair_ring,v30:Juno:central_repair_ring:day52,inner repair yard,rev:24 risk:0.47,tasks:18,score:0.86,recovery:0.94,True,replay:825:central_repair_ring
826,52,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day52,orchard ridge detour,rev:25 risk:0.43,tasks:22,score:0.86,recovery:0.94,True,replay:826:riverbend_roofward
827,52,Fay,roofward_archive,v30:Fay:roofward_archive:day52,cool archive lane,rev:22 risk:0.46,tasks:20,score:0.85,recovery:0.94,True,replay:827:roofward_archive
828,52,Nia,archive_signal,v30:Nia:archive_signal:day52,stone kiosk path,rev:29 risk:0.52,tasks:17,score:0.74,recovery:0.94,True,replay:828:archive_signal
829,52,Milo,signal_orchard,v30:Milo:signal_orchard:day52,river lantern loop,rev:25 risk:0.48,tasks:20,score:0.74,recovery:0.94,True,replay:829:signal_orchard
830,52,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day52,market plank route,rev:29 risk:0.42,tasks:20,score:0.86,recovery:0.94,True,replay:830:orchard_riverbend
831,52,Juno,central_repair_ring,v30:Juno:central_repair_ring:day52,inner repair yard,rev:24 risk:0.46,tasks:18,score:0.86,recovery:0.94,True,replay:831:central_repair_ring
832,53,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day53,orchard ridge detour,rev:26 risk:0.51,tasks:22,score:0.86,recovery:0.94,True,replay:832:riverbend_roofward
833,53,Fay,roofward_archive,v30:Fay:roofward_archive:day53,cool archive lane,rev:22 risk:0.47,tasks:20,score:0.85,recovery:0.94,True,replay:833:roofward_archive
834,53,Nia,archive_signal,v30:Nia:archive_signal:day53,stone kiosk path,rev:29 risk:0.50,tasks:18,score:0.74,recovery:0.94,True,replay:834:archive_signal
835,53,Milo,signal_orchard,v30:Milo:signal_orchard:day53,river lantern loop,rev:25 risk:0.49,tasks:20,score:0.74,recovery:0.94,True,replay:835:signal_orchard
836,53,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day53,market plank route,rev:29 risk:0.44,tasks:20,score:0.86,recovery:0.94,True,replay:836:orchard_riverbend
837,53,Juno,central_repair_ring,v30:Juno:central_repair_ring:day53,inner repair yard,rev:24 risk:0.44,tasks:18,score:0.86,recovery:0.94,True,replay:837:central_repair_ring
838,53,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day53,orchard ridge detour,rev:26 risk:0.50,tasks:22,score:0.86,recovery:0.94,True,replay:838:riverbend_roofward
839,53,Fay,roofward_archive,v30:Fay:roofward_archive:day53,cool archive lane,rev:22 risk:0.50,tasks:20,score:0.88,recovery:0.94,True,replay:839:roofward_archive
840,53,Nia,archive_signal,v30:Nia:archive_signal:day53,stone kiosk path,rev:30 risk:0.43,tasks:18,score:0.74,recovery:0.94,True,replay:840:archive_signal
841,53,Milo,signal_orchard,v30:Milo:signal_orchard:day53,river lantern loop,rev:25 risk:0.48,tasks:20,score:0.74,recovery:0.94,True,replay:841:signal_orchard
842,53,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day53,market plank route,rev:29 risk:0.44,tasks:21,score:0.86,recovery:0.94,True,replay:842:orchard_riverbend
843,53,Juno,central_repair_ring,v30:Juno:central_repair_ring:day53,inner repair yard,rev:24 risk:0.46,tasks:18,score:0.89,recovery:0.94,True,replay:843:central_repair_ring
844,53,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day53,orchard ridge detour,rev:26 risk:0.50,tasks:22,score:0.86,recovery:0.94,True,replay:844:riverbend_roofward
845,53,Fay,roofward_archive,v30:Fay:roofward_archive:day53,cool archive lane,rev:22 risk:0.50,tasks:20,score:0.88,recovery:0.94,True,replay:845:roofward_archive
846,53,Nia,archive_signal,v30:Nia:archive_signal:day53,stone kiosk path,rev:30 risk:0.45,tasks:19,score:0.74,recovery:0.94,True,replay:846:archive_signal
847,53,Milo,signal_orchard,v30:Milo:signal_orchard:day53,river lantern loop,rev:25 risk:0.46,tasks:20,score:0.74,recovery:0.94,True,replay:847:signal_orchard
848,54,Juno,central_repair_ring,v30:Juno:central_repair_ring:day54,inner repair yard,rev:25 risk:0.41,tasks:18,score:0.89,recovery:0.94,True,replay:848:central_repair_ring
849,54,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day54,orchard ridge detour,rev:26 risk:0.51,tasks:22,score:0.86,recovery:0.94,True,replay:849:riverbend_roofward
850,54,Fay,roofward_archive,v30:Fay:roofward_archive:day54,cool archive lane,rev:22 risk:0.47,tasks:20,score:0.88,recovery:0.94,True,replay:850:roofward_archive
851,54,Nia,archive_signal,v30:Nia:archive_signal:day54,stone kiosk path,rev:30 risk:0.47,tasks:19,score:0.74,recovery:0.94,True,replay:851:archive_signal
852,54,Milo,signal_orchard,v30:Milo:signal_orchard:day54,river lantern loop,rev:25 risk:0.47,tasks:20,score:0.74,recovery:0.94,True,replay:852:signal_orchard
853,54,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day54,fen track,rev:29 risk:0.42,tasks:21,score:0.86,recovery:0.94,True,replay:853:orchard_riverbend
854,54,Juno,central_repair_ring,v30:Juno:central_repair_ring:day54,inner repair yard,rev:25 risk:0.40,tasks:18,score:0.89,recovery:0.94,True,replay:854:central_repair_ring
855,54,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day54,orchard ridge detour,rev:26 risk:0.53,tasks:22,score:0.89,recovery:0.94,True,replay:855:riverbend_roofward
856,54,Fay,roofward_archive,v30:Fay:roofward_archive:day54,cool archive lane,rev:23 risk:0.43,tasks:20,score:0.88,recovery:0.94,True,replay:856:roofward_archive
857,54,Nia,archive_signal,v30:Nia:archive_signal:day54,stone kiosk path,rev:30 risk:0.46,tasks:19,score:0.74,recovery:0.94,True,replay:857:archive_signal
858,54,Milo,signal_orchard,v30:Milo:signal_orchard:day54,river lantern loop,rev:25 risk:0.47,tasks:21,score:0.74,recovery:0.94,True,replay:858:signal_orchard
859,54,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day54,fen track,rev:29 risk:0.44,tasks:21,score:0.89,recovery:0.94,True,replay:859:orchard_riverbend
860,54,Juno,central_repair_ring,v30:Juno:central_repair_ring:day54,inner repair yard,rev:25 risk:0.41,tasks:18,score:0.89,recovery:0.94,True,replay:860:central_repair_ring
861,54,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day54,orchard ridge detour,rev:26 risk:0.52,tasks:22,score:0.89,recovery:0.94,True,replay:861:riverbend_roofward
862,54,Fay,roofward_archive,v30:Fay:roofward_archive:day54,cool archive lane,rev:23 risk:0.45,tasks:21,score:0.88,recovery:0.94,True,replay:862:roofward_archive
863,54,Nia,archive_signal,v30:Nia:archive_signal:day54,stone kiosk path,rev:30 risk:0.44,tasks:19,score:0.74,recovery:0.94,True,replay:863:archive_signal
864,55,Milo,signal_orchard,v30:Milo:signal_orchard:day55,river lantern loop,rev:26 risk:0.42,tasks:21,score:0.74,recovery:0.94,True,replay:864:signal_orchard
865,55,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day55,market plank route,rev:29 risk:0.45,tasks:21,score:0.89,recovery:0.94,True,replay:865:orchard_riverbend
866,55,Juno,central_repair_ring,v30:Juno:central_repair_ring:day55,inner repair yard,rev:26 risk:0.48,tasks:19,score:0.89,recovery:0.94,True,replay:866:central_repair_ring
867,55,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day55,orchard ridge detour,rev:26 risk:0.52,tasks:22,score:0.91,recovery:0.94,True,replay:867:riverbend_roofward
868,55,Fay,roofward_archive,v30:Fay:roofward_archive:day55,cool archive lane,rev:23 risk:0.45,tasks:21,score:0.88,recovery:0.94,True,replay:868:roofward_archive
869,55,Nia,archive_signal,v30:Nia:archive_signal:day55,paper lane,rev:30 risk:0.46,tasks:19,score:0.74,recovery:0.94,True,replay:869:archive_signal
870,55,Milo,signal_orchard,v30:Milo:signal_orchard:day55,river lantern loop,rev:26 risk:0.41,tasks:21,score:0.74,recovery:0.94,True,replay:870:signal_orchard
871,55,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day55,market plank route,rev:29 risk:0.46,tasks:21,score:0.92,recovery:0.94,True,replay:871:orchard_riverbend
872,55,Juno,central_repair_ring,v30:Juno:central_repair_ring:day55,inner repair yard,rev:27 risk:0.53,tasks:19,score:0.89,recovery:0.94,True,replay:872:central_repair_ring
873,55,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day55,orchard ridge detour,rev:26 risk:0.49,tasks:22,score:0.91,recovery:0.94,True,replay:873:riverbend_roofward
874,55,Fay,roofward_archive,v30:Fay:roofward_archive:day55,cool archive lane,rev:23 risk:0.45,tasks:22,score:0.88,recovery:0.94,True,replay:874:roofward_archive
875,55,Nia,archive_signal,v30:Nia:archive_signal:day55,paper lane,rev:30 risk:0.47,tasks:19,score:0.77,recovery:0.94,True,replay:875:archive_signal
876,55,Milo,signal_orchard,v30:Milo:signal_orchard:day55,river lantern loop,rev:26 risk:0.41,tasks:21,score:0.74,recovery:0.94,True,replay:876:signal_orchard
877,55,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day55,market plank route,rev:29 risk:0.45,tasks:21,score:0.92,recovery:0.94,True,replay:877:orchard_riverbend
878,55,Juno,central_repair_ring,v30:Juno:central_repair_ring:day55,outer bell path,rev:28 risk:0.48,tasks:20,score:0.89,recovery:0.94,True,replay:878:central_repair_ring
879,55,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day55,orchard ridge detour,rev:26 risk:0.47,tasks:22,score:0.91,recovery:0.94,True,replay:879:riverbend_roofward
880,56,Fay,roofward_archive,v30:Fay:roofward_archive:day56,cool archive lane,rev:24 risk:0.41,tasks:22,score:0.88,recovery:0.94,True,replay:880:roofward_archive
881,56,Nia,archive_signal,v30:Nia:archive_signal:day56,stone kiosk path,rev:30 risk:0.46,tasks:19,score:0.77,recovery:0.94,True,replay:881:archive_signal
882,56,Milo,signal_orchard,v30:Milo:signal_orchard:day56,river lantern loop,rev:26 risk:0.43,tasks:22,score:0.74,recovery:0.94,True,replay:882:signal_orchard
883,56,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day56,market plank route,rev:30 risk:0.42,tasks:21,score:0.92,recovery:0.94,True,replay:883:orchard_riverbend
884,56,Juno,central_repair_ring,v30:Juno:central_repair_ring:day56,outer bell path,rev:28 risk:0.47,tasks:20,score:0.89,recovery:0.94,True,replay:884:central_repair_ring
885,56,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day56,orchard ridge detour,rev:26 risk:0.48,tasks:22,score:0.91,recovery:0.94,True,replay:885:riverbend_roofward
886,56,Fay,roofward_archive,v30:Fay:roofward_archive:day56,cool archive lane,rev:24 risk:0.39,tasks:22,score:0.88,recovery:0.94,True,replay:886:roofward_archive
887,56,Nia,archive_signal,v30:Nia:archive_signal:day56,stone kiosk path,rev:30 risk:0.47,tasks:19,score:0.80,recovery:0.94,True,replay:887:archive_signal
888,56,Milo,signal_orchard,v30:Milo:signal_orchard:day56,river lantern loop,rev:27 risk:0.49,tasks:22,score:0.74,recovery:0.94,True,replay:888:signal_orchard
889,56,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day56,market plank route,rev:31 risk:0.51,tasks:21,score:0.92,recovery:0.94,True,replay:889:orchard_riverbend
890,56,Juno,central_repair_ring,v30:Juno:central_repair_ring:day56,outer bell path,rev:28 risk:0.45,tasks:20,score:0.89,recovery:0.94,True,replay:890:central_repair_ring
891,56,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day56,orchard ridge detour,rev:26 risk:0.48,tasks:22,score:0.91,recovery:0.94,True,replay:891:riverbend_roofward
892,56,Fay,roofward_archive,v30:Fay:roofward_archive:day56,cool archive lane,rev:24 risk:0.43,tasks:22,score:0.88,recovery:0.94,True,replay:892:roofward_archive
893,56,Nia,archive_signal,v30:Nia:archive_signal:day56,stone kiosk path,rev:30 risk:0.45,tasks:19,score:0.80,recovery:0.94,True,replay:893:archive_signal
894,56,Milo,signal_orchard,v30:Milo:signal_orchard:day56,river lantern loop,rev:27 risk:0.48,tasks:23,score:0.74,recovery:0.94,True,replay:894:signal_orchard
895,56,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day56,market plank route,rev:32 risk:0.58,tasks:21,score:0.92,recovery:0.94,True,replay:895:orchard_riverbend
896,57,Juno,central_repair_ring,v30:Juno:central_repair_ring:day57,outer bell path,rev:29 risk:0.51,tasks:20,score:0.89,recovery:0.94,True,replay:896:central_repair_ring
897,57,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day57,orchard ridge detour,rev:26 risk:0.46,tasks:22,score:0.91,recovery:0.94,True,replay:897:riverbend_roofward
898,57,Fay,roofward_archive,v30:Fay:roofward_archive:day57,cool archive lane,rev:24 risk:0.44,tasks:23,score:0.88,recovery:0.94,True,replay:898:roofward_archive
899,57,Nia,archive_signal,v30:Nia:archive_signal:day57,stone kiosk path,rev:30 risk:0.49,tasks:19,score:0.83,recovery:0.94,True,replay:899:archive_signal
900,57,Milo,signal_orchard,v30:Milo:signal_orchard:day57,river lantern loop,rev:28 risk:0.43,tasks:23,score:0.74,recovery:0.94,True,replay:900:signal_orchard
901,57,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day57,market plank route,rev:32 risk:0.56,tasks:21,score:0.92,recovery:0.94,True,replay:901:orchard_riverbend
902,57,Juno,central_repair_ring,v30:Juno:central_repair_ring:day57,inner repair yard,rev:29 risk:0.51,tasks:20,score:0.89,recovery:0.94,True,replay:902:central_repair_ring
903,57,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day57,orchard ridge detour,rev:26 risk:0.46,tasks:22,score:0.94,recovery:0.94,True,replay:903:riverbend_roofward
904,57,Fay,roofward_archive,v30:Fay:roofward_archive:day57,cool archive lane,rev:25 risk:0.42,tasks:23,score:0.88,recovery:0.94,True,replay:904:roofward_archive
905,57,Nia,archive_signal,v30:Nia:archive_signal:day57,stone kiosk path,rev:30 risk:0.49,tasks:19,score:0.83,recovery:0.94,True,replay:905:archive_signal
906,57,Milo,signal_orchard,v30:Milo:signal_orchard:day57,river lantern loop,rev:29 risk:0.38,tasks:24,score:0.74,recovery:0.94,True,replay:906:signal_orchard
907,57,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day57,market plank route,rev:32 risk:0.53,tasks:21,score:0.95,recovery:0.94,True,replay:907:orchard_riverbend
908,57,Juno,central_repair_ring,v30:Juno:central_repair_ring:day57,outer bell path,rev:29 risk:0.53,tasks:20,score:0.89,recovery:0.94,True,replay:908:central_repair_ring
909,57,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day57,orchard ridge detour,rev:26 risk:0.44,tasks:22,score:0.94,recovery:0.94,True,replay:909:riverbend_roofward
910,57,Fay,roofward_archive,v30:Fay:roofward_archive:day57,cool archive lane,rev:25 risk:0.41,tasks:23,score:0.88,recovery:0.94,True,replay:910:roofward_archive
911,57,Nia,archive_signal,v30:Nia:archive_signal:day57,stone kiosk path,rev:30 risk:0.49,tasks:19,score:0.83,recovery:0.94,True,replay:911:archive_signal
912,58,Milo,signal_orchard,v30:Milo:signal_orchard:day58,river lantern loop,rev:30 risk:0.45,tasks:24,score:0.74,recovery:0.94,True,replay:912:signal_orchard
913,58,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day58,fen track,rev:32 risk:0.50,tasks:21,score:0.95,recovery:0.94,True,replay:913:orchard_riverbend
914,58,Juno,central_repair_ring,v30:Juno:central_repair_ring:day58,outer bell path,rev:29 risk:0.51,tasks:21,score:0.89,recovery:0.94,True,replay:914:central_repair_ring
915,58,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day58,orchard ridge detour,rev:26 risk:0.47,tasks:22,score:0.95,recovery:0.94,True,replay:915:riverbend_roofward
916,58,Fay,roofward_archive,v30:Fay:roofward_archive:day58,cool archive lane,rev:25 risk:0.40,tasks:23,score:0.88,recovery:0.94,True,replay:916:roofward_archive
917,58,Nia,archive_signal,v30:Nia:archive_signal:day58,stone kiosk path,rev:31 risk:0.43,tasks:19,score:0.83,recovery:0.94,True,replay:917:archive_signal
918,58,Milo,signal_orchard,v30:Milo:signal_orchard:day58,river lantern loop,rev:30 risk:0.46,tasks:24,score:0.74,recovery:0.94,True,replay:918:signal_orchard
919,58,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day58,market plank route,rev:32 risk:0.53,tasks:21,score:0.95,recovery:0.94,True,replay:919:orchard_riverbend
920,58,Juno,central_repair_ring,v30:Juno:central_repair_ring:day58,outer bell path,rev:30 risk:0.44,tasks:21,score:0.89,recovery:0.94,True,replay:920:central_repair_ring
921,58,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day58,orchard ridge detour,rev:26 risk:0.47,tasks:22,score:0.95,recovery:0.94,True,replay:921:riverbend_roofward
922,58,Fay,roofward_archive,v30:Fay:roofward_archive:day58,cool archive lane,rev:25 risk:0.42,tasks:24,score:0.88,recovery:0.94,True,replay:922:roofward_archive
923,58,Nia,archive_signal,v30:Nia:archive_signal:day58,stone kiosk path,rev:32 risk:0.37,tasks:19,score:0.83,recovery:0.94,True,replay:923:archive_signal
924,58,Milo,signal_orchard,v30:Milo:signal_orchard:day58,river lantern loop,rev:30 risk:0.47,tasks:24,score:0.74,recovery:0.94,True,replay:924:signal_orchard
925,58,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day58,market plank route,rev:32 risk:0.53,tasks:21,score:0.95,recovery:0.94,True,replay:925:orchard_riverbend
926,58,Juno,central_repair_ring,v30:Juno:central_repair_ring:day58,outer bell path,rev:30 risk:0.42,tasks:22,score:0.89,recovery:0.94,True,replay:926:central_repair_ring
927,58,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day58,orchard ridge detour,rev:26 risk:0.47,tasks:22,score:0.95,recovery:0.94,True,replay:927:riverbend_roofward
928,59,Fay,roofward_archive,v30:Fay:roofward_archive:day59,cool archive lane,rev:25 risk:0.43,tasks:24,score:0.88,recovery:0.94,True,replay:928:roofward_archive
929,59,Nia,archive_signal,v30:Nia:archive_signal:day59,paper lane,rev:32 risk:0.40,tasks:19,score:0.83,recovery:0.94,True,replay:929:archive_signal
930,59,Milo,signal_orchard,v30:Milo:signal_orchard:day59,river lantern loop,rev:30 risk:0.45,tasks:24,score:0.74,recovery:0.94,True,replay:930:signal_orchard
931,59,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day59,market plank route,rev:32 risk:0.53,tasks:21,score:0.95,recovery:0.94,True,replay:931:orchard_riverbend
932,59,Juno,central_repair_ring,v30:Juno:central_repair_ring:day59,outer bell path,rev:30 risk:0.43,tasks:22,score:0.89,recovery:0.94,True,replay:932:central_repair_ring
933,59,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day59,orchard ridge detour,rev:26 risk:0.45,tasks:22,score:0.95,recovery:0.94,True,replay:933:riverbend_roofward
934,59,Fay,roofward_archive,v30:Fay:roofward_archive:day59,cool archive lane,rev:26 risk:0.49,tasks:24,score:0.88,recovery:0.94,True,replay:934:roofward_archive
935,59,Nia,archive_signal,v30:Nia:archive_signal:day59,paper lane,rev:32 risk:0.44,tasks:19,score:0.85,recovery:0.94,True,replay:935:archive_signal
936,59,Milo,signal_orchard,v30:Milo:signal_orchard:day59,river lantern loop,rev:31 risk:0.40,tasks:24,score:0.74,recovery:0.94,True,replay:936:signal_orchard
937,59,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day59,market plank route,rev:32 risk:0.51,tasks:21,score:0.95,recovery:0.94,True,replay:937:orchard_riverbend
938,59,Juno,central_repair_ring,v30:Juno:central_repair_ring:day59,outer bell path,rev:30 risk:0.44,tasks:23,score:0.89,recovery:0.94,True,replay:938:central_repair_ring
939,59,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day59,orchard ridge detour,rev:26 risk:0.43,tasks:22,score:0.95,recovery:0.94,True,replay:939:riverbend_roofward
940,59,Fay,roofward_archive,v30:Fay:roofward_archive:day59,cool archive lane,rev:27 risk:0.56,tasks:24,score:0.88,recovery:0.94,True,replay:940:roofward_archive
941,59,Nia,archive_signal,v30:Nia:archive_signal:day59,stone kiosk path,rev:32 risk:0.44,tasks:19,score:0.85,recovery:0.94,True,replay:941:archive_signal
942,59,Milo,signal_orchard,v30:Milo:signal_orchard:day59,river lantern loop,rev:31 risk:0.42,tasks:25,score:0.74,recovery:0.94,True,replay:942:signal_orchard
943,59,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day59,market plank route,rev:32 risk:0.49,tasks:21,score:0.95,recovery:0.94,True,replay:943:orchard_riverbend
944,60,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day60,orchard ridge detour,rev:27 risk:0.48,tasks:22,score:0.95,recovery:0.94,True,replay:944:riverbend_roofward
945,60,Fay,roofward_archive,v30:Fay:roofward_archive:day60,cool archive lane,rev:27 risk:0.56,tasks:24,score:0.88,recovery:0.94,True,replay:945:roofward_archive
946,60,Nia,archive_signal,v30:Nia:archive_signal:day60,stone kiosk path,rev:32 risk:0.43,tasks:20,score:0.85,recovery:0.94,True,replay:946:archive_signal
947,60,Milo,signal_orchard,v30:Milo:signal_orchard:day60,river lantern loop,rev:31 risk:0.44,tasks:25,score:0.77,recovery:0.94,True,replay:947:signal_orchard
948,60,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day60,market plank route,rev:32 risk:0.49,tasks:21,score:0.95,recovery:0.94,True,replay:948:orchard_riverbend
949,60,Juno,central_repair_ring,v30:Juno:central_repair_ring:day60,inner repair yard,rev:30 risk:0.42,tasks:23,score:0.89,recovery:0.94,True,replay:949:central_repair_ring
950,60,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day60,orchard ridge detour,rev:28 risk:0.43,tasks:22,score:0.95,recovery:0.94,True,replay:950:riverbend_roofward
951,60,Fay,roofward_archive,v30:Fay:roofward_archive:day60,cool archive lane,rev:27 risk:0.57,tasks:24,score:0.91,recovery:0.94,True,replay:951:roofward_archive
952,60,Nia,archive_signal,v30:Nia:archive_signal:day60,stone kiosk path,rev:33 risk:0.39,tasks:20,score:0.85,recovery:0.94,True,replay:952:archive_signal
953,60,Milo,signal_orchard,v30:Milo:signal_orchard:day60,dusk road,rev:31 risk:0.43,tasks:25,score:0.77,recovery:0.94,True,replay:953:signal_orchard
954,60,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day60,market plank route,rev:32 risk:0.49,tasks:22,score:0.95,recovery:0.94,True,replay:954:orchard_riverbend
955,60,Juno,central_repair_ring,v30:Juno:central_repair_ring:day60,inner repair yard,rev:30 risk:0.44,tasks:23,score:0.92,recovery:0.94,True,replay:955:central_repair_ring
956,60,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day60,orchard ridge detour,rev:29 risk:0.49,tasks:22,score:0.95,recovery:0.94,True,replay:956:riverbend_roofward
