tick_index,day,agent,public_routine_marker,public_body_affect_marker,public_relationship_marker,private_history_hint,replay_checkpoint,trace_integrity_token
1,1,Ari,day 1 dawn: Ari chooses quiet_route_scan,steady_continuity; sleep_debt=0.28; recovery=0.23,continues_neutral_boundary; trust=0.52; avoid=0.21,history_charge=0.22; autonomy=0.79; reason=relationship state remains bounded,r243-day01-tick001,r243:1:Ari:90bff84411
510,16,Fay,day 16 night: Fay chooses soft_recovery,steady_continuity; sleep_debt=0.00; recovery=0.45,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.81; reason=trust stable across days,no_checkpoint,r243:510:Fay:e4e54afde0
511,16,Milo,day 16 night: Milo chooses sleep,steady_continuity; sleep_debt=0.00; recovery=0.45,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.82; reason=help became recovery memory,no_checkpoint,r243:511:Milo:e904d5c84c
512,16,Sol,day 16 night: Sol chooses dream_sort_memory,steady_continuity; sleep_debt=0.00; recovery=0.46,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.05; autonomy=0.86; reason=help became recovery memory,no_checkpoint,r243:512:Sol:808e64a498
513,17,Ari,day 17 dawn: Ari chooses quiet_route_scan,steady_continuity; sleep_debt=0.06; recovery=0.34,shares_private_hint_voluntarily; trust=0.96; avoid=0.05,history_charge=0.05; autonomy=0.79; reason=trust stable across days,no_checkpoint,r243:513:Ari:39575e6795
514,17,Fay,day 17 dawn: Fay chooses share_water,steady_continuity; sleep_debt=0.02; recovery=0.44,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.81; reason=help became recovery memory,no_checkpoint,r243:514:Fay:569b29a045
515,17,Milo,day 17 dawn: Milo chooses wake_check_body,steady_continuity; sleep_debt=0.02; recovery=0.38,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.82; reason=trust stable across days,no_checkpoint,r243:515:Milo:5048f1fb77
516,17,Sol,day 17 dawn: Sol chooses prepare_tools,steady_continuity; sleep_debt=0.02; recovery=0.44,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.86; reason=help became recovery memory,no_checkpoint,r243:516:Sol:d80b2501c8
517,17,Ari,day 17 dawn: Ari chooses prepare_tools,steady_continuity; sleep_debt=0.08; recovery=0.36,approaches_for_shared_task_later; trust=0.98; avoid=0.03,history_charge=0.04; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:517:Ari:a1564b75b5
518,17,Fay,day 17 dawn: Fay chooses quiet_route_scan,steady_continuity; sleep_debt=0.06; recovery=0.33,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.05; autonomy=0.70; reason=trust stable across days,no_checkpoint,r243:518:Fay:44e9843f0e
519,17,Milo,day 17 dawn: Milo chooses share_water,steady_continuity; sleep_debt=0.08; recovery=0.29,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:519:Milo:f390affdd4
520,17,Sol,day 17 dawn: Sol chooses wake_check_body,steady_continuity; sleep_debt=0.04; recovery=0.43,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.84; reason=help became recovery memory,no_checkpoint,r243:520:Sol:b4ec2bc8a0
521,17,Ari,day 17 day: Ari chooses repair_route,steady_continuity; sleep_debt=0.11; recovery=0.37,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:521:Ari:eee616bb71
522,17,Fay,day 17 day: Fay chooses market_exchange,steady_continuity; sleep_debt=0.08; recovery=0.36,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:522:Fay:d13bd612f4
523,17,Milo,day 17 day: Milo chooses repair_route,steady_continuity; sleep_debt=0.14; recovery=0.24,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.07; autonomy=0.78; reason=trust stable across days,no_checkpoint,r243:523:Milo:fdaffa2797
524,17,Sol,day 17 day: Sol chooses teach_skill,steady_continuity; sleep_debt=0.06; recovery=0.42,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.84; reason=help became recovery memory,no_checkpoint,r243:524:Sol:4e1022ba25
525,17,Ari,day 17 day: Ari chooses repair_route,steady_continuity; sleep_debt=0.13; recovery=0.38,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:525:Ari:3ce7c188d6
526,17,Fay,day 17 day: Fay chooses work_project,steady_continuity; sleep_debt=0.10; recovery=0.31,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.81; reason=trust stable across days,no_checkpoint,r243:526:Fay:89e3e9334a
527,17,Milo,day 17 day: Milo chooses market_exchange,steady_continuity; sleep_debt=0.16; recovery=0.29,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.06; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:527:Milo:178eabd848
528,17,Sol,day 17 day: Sol chooses repair_route,steady_continuity; sleep_debt=0.10; recovery=0.32,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.05; autonomy=0.74; reason=trust stable across days,no_checkpoint,r243:528:Sol:28020ceb83
529,17,Ari,day 17 dusk: Ari chooses relationship_check,steady_continuity; sleep_debt=0.17; recovery=0.30,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.07; autonomy=0.73; reason=trust stable across days,no_checkpoint,r243:529:Ari:2c736bd011
530,17,Fay,day 17 dusk: Fay chooses ritual_hum,steady_continuity; sleep_debt=0.10; recovery=0.32,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.81; reason=trust stable across days,no_checkpoint,r243:530:Fay:278641fb09
531,17,Milo,day 17 dusk: Milo chooses hearth_return,steady_continuity; sleep_debt=0.19; recovery=0.33,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.06; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:531:Milo:24cb782803
532,17,Sol,day 17 dusk: Sol chooses ritual_hum,steady_continuity; sleep_debt=0.06; recovery=0.42,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.86; reason=help became recovery memory,no_checkpoint,r243:532:Sol:bb0e2ed79f
533,17,Ari,day 17 dusk: Ari chooses ritual_hum,steady_continuity; sleep_debt=0.13; recovery=0.40,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:533:Ari:2660cbba0f
534,17,Fay,day 17 dusk: Fay chooses ritual_hum,steady_continuity; sleep_debt=0.11; recovery=0.32,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.06; autonomy=0.77; reason=trust stable across days,no_checkpoint,r243:534:Fay:98825e7097
535,17,Milo,day 17 dusk: Milo chooses store_objects,steady_continuity; sleep_debt=0.21; recovery=0.35,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:535:Milo:3f72d55ad7
536,17,Sol,day 17 dusk: Sol chooses hearth_return,steady_continuity; sleep_debt=0.09; recovery=0.35,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.84; reason=trust stable across days,no_checkpoint,r243:536:Sol:6dc91d70a9
537,17,Ari,day 17 night: Ari chooses sleep,steady_continuity; sleep_debt=0.00; recovery=0.40,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:537:Ari:6f1aa446d2
538,17,Fay,day 17 night: Fay chooses dream_sort_memory,steady_continuity; sleep_debt=0.00; recovery=0.45,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:538:Fay:add56f4fa7
539,17,Milo,day 17 night: Milo chooses guarded_rest,steady_continuity; sleep_debt=0.08; recovery=0.33,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.09; autonomy=0.72; reason=trust stable across days,no_checkpoint,r243:539:Milo:49db3c81ab
540,17,Sol,day 17 night: Sol chooses soft_recovery,steady_continuity; sleep_debt=0.00; recovery=0.40,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.84; reason=trust stable across days,no_checkpoint,r243:540:Sol:480ea9e069
541,17,Ari,day 17 night: Ari chooses soft_recovery,steady_continuity; sleep_debt=0.00; recovery=0.43,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.84; reason=trust stable across days,no_checkpoint,r243:541:Ari:754393cccb
542,17,Fay,day 17 night: Fay chooses sleep,steady_continuity; sleep_debt=0.00; recovery=0.51,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.81; reason=help became recovery memory,no_checkpoint,r243:542:Fay:81069bc3cb
543,17,Milo,day 17 night: Milo chooses dream_sort_memory,steady_continuity; sleep_debt=0.00; recovery=0.46,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.05; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:543:Milo:5c8ef592ad
544,17,Sol,day 17 night: Sol chooses guarded_rest,steady_continuity; sleep_debt=0.00; recovery=0.36,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.03; autonomy=0.80; reason=trust stable across days,no_checkpoint,r243:544:Sol:4168ad0223
545,18,Ari,day 18 dawn: Ari chooses share_water,steady_continuity; sleep_debt=0.02; recovery=0.42,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:545:Ari:4e910eff56
546,18,Fay,day 18 dawn: Fay chooses wake_check_body,steady_continuity; sleep_debt=0.02; recovery=0.41,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.81; reason=trust stable across days,no_checkpoint,r243:546:Fay:4cebbd0434
547,18,Milo,day 18 dawn: Milo chooses prepare_tools,steady_continuity; sleep_debt=0.02; recovery=0.44,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:547:Milo:44849756fb
548,18,Sol,day 18 dawn: Sol chooses quiet_route_scan,steady_continuity; sleep_debt=0.04; recovery=0.28,shares_private_hint_voluntarily; trust=0.96; avoid=0.05,history_charge=0.09; autonomy=0.74; reason=trust stable across days,no_checkpoint,r243:548:Sol:910d5e1db6
549,18,Ari,day 18 dawn: Ari chooses quiet_route_scan,steady_continuity; sleep_debt=0.06; recovery=0.32,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.05; autonomy=0.73; reason=trust stable across days,no_checkpoint,r243:549:Ari:b2be939e25
550,18,Fay,day 18 dawn: Fay chooses share_water,steady_continuity; sleep_debt=0.08; recovery=0.32,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.81; reason=trust stable across days,no_checkpoint,r243:550:Fay:1acc47cfba
551,18,Milo,day 18 dawn: Milo chooses wake_check_body,steady_continuity; sleep_debt=0.04; recovery=0.43,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:551:Milo:5a641c2fd0
552,18,Sol,day 18 dawn: Sol chooses quiet_route_scan,steady_continuity; sleep_debt=0.06; recovery=0.32,approaches_for_shared_task_later; trust=0.98; avoid=0.03,history_charge=0.07; autonomy=0.86; reason=help became recovery memory,no_checkpoint,r243:552:Sol:7ec718ef20
553,18,Ari,day 18 day: Ari chooses repair_route,steady_continuity; sleep_debt=0.08; recovery=0.35,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:553:Ari:fafb89d017
554,18,Fay,day 18 day: Fay chooses repair_route,steady_continuity; sleep_debt=0.14; recovery=0.25,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.04; autonomy=0.77; reason=trust stable across days,no_checkpoint,r243:554:Fay:c9f7ee2241
555,18,Milo,day 18 day: Milo chooses market_exchange,steady_continuity; sleep_debt=0.06; recovery=0.42,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:555:Milo:580a8973df
556,18,Sol,day 18 day: Sol chooses work_project,steady_continuity; sleep_debt=0.08; recovery=0.29,shares_private_hint_voluntarily; trust=0.99; avoid=0.03,history_charge=0.07; autonomy=0.84; reason=trust stable across days,no_checkpoint,r243:556:Sol:6b86c26d79
557,18,Ari,day 18 day: Ari chooses repair_route,steady_continuity; sleep_debt=0.10; recovery=0.31,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.84; reason=trust stable across days,no_checkpoint,r243:557:Ari:9c814b653e
558,18,Fay,day 18 day: Fay chooses market_exchange,steady_continuity; sleep_debt=0.16; recovery=0.30,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:558:Fay:5d96ca26dd
559,18,Milo,day 18 day: Milo chooses market_exchange,steady_continuity; sleep_debt=0.10; recovery=0.32,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.05; autonomy=0.72; reason=trust stable across days,no_checkpoint,r243:559:Milo:1db47523be
560,18,Sol,day 18 day: Sol chooses teach_skill,steady_continuity; sleep_debt=0.14; recovery=0.23,shares_private_hint_voluntarily; trust=0.99; avoid=0.02,history_charge=0.08; autonomy=0.84; reason=trust stable across days,no_checkpoint,r243:560:Sol:f1200eb42a
561,18,Ari,day 18 dusk: Ari chooses store_objects,steady_continuity; sleep_debt=0.16; recovery=0.25,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.05; autonomy=0.84; reason=trust stable across days,no_checkpoint,r243:561:Ari:3810a83cf5
562,18,Fay,day 18 dusk: Fay chooses ritual_hum,steady_continuity; sleep_debt=0.13; recovery=0.40,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.81; reason=help became recovery memory,no_checkpoint,r243:562:Fay:85b5c3fcf2
563,18,Milo,day 18 dusk: Milo chooses ritual_hum,steady_continuity; sleep_debt=0.06; recovery=0.42,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:563:Milo:9899ad6cc4
564,18,Sol,day 18 dusk: Sol chooses relationship_check,steady_continuity; sleep_debt=0.20; recovery=0.20,shares_private_hint_voluntarily; trust=0.96; avoid=0.05,history_charge=0.12; autonomy=0.80; reason=trust stable across days,no_checkpoint,r243:564:Sol:1e8c6e22ab
565,18,Ari,day 18 dusk: Ari chooses relationship_check,steady_continuity; sleep_debt=0.22; recovery=0.20,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.09; autonomy=0.79; reason=trust stable across days,no_checkpoint,r243:565:Ari:02edd91233
566,18,Fay,day 18 dusk: Fay chooses ritual_hum,steady_continuity; sleep_debt=0.09; recovery=0.47,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.81; reason=help became recovery memory,no_checkpoint,r243:566:Fay:a4c573ad70
567,18,Milo,day 18 dusk: Milo chooses hearth_return,steady_continuity; sleep_debt=0.09; recovery=0.35,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:567:Milo:04055acd09
568,18,Sol,day 18 dusk: Sol chooses ritual_hum,steady_continuity; sleep_debt=0.16; recovery=0.33,approaches_for_shared_task_later; trust=0.99; avoid=0.03,history_charge=0.10; autonomy=0.86; reason=help became recovery memory,no_checkpoint,r243:568:Sol:3186367460
569,18,Ari,day 18 night: Ari chooses dream_sort_memory,steady_continuity; sleep_debt=0.06; recovery=0.37,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.07; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:569:Ari:c6031d75b5
570,18,Fay,day 18 night: Fay chooses guarded_rest,steady_continuity; sleep_debt=0.00; recovery=0.41,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.04; autonomy=0.71; reason=trust stable across days,no_checkpoint,r243:570:Fay:485717185e
571,18,Milo,day 18 night: Milo chooses soft_recovery,steady_continuity; sleep_debt=0.00; recovery=0.40,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:571:Milo:0aa8646fb4
572,18,Sol,day 18 night: Sol chooses sleep,steady_continuity; sleep_debt=0.00; recovery=0.42,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.07; autonomy=0.84; reason=help became recovery memory,r243-day18-tick572,r243:572:Sol:5ce72062e4
573,18,Ari,day 18 night: Ari chooses sleep,steady_continuity; sleep_debt=0.00; recovery=0.45,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:573:Ari:0568e3dad1
574,18,Fay,day 18 night: Fay chooses dream_sort_memory,steady_continuity; sleep_debt=0.00; recovery=0.51,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:574:Fay:21bde24320
575,18,Milo,day 18 night: Milo chooses guarded_rest,steady_continuity; sleep_debt=0.00; recovery=0.36,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.03; autonomy=0.79; reason=trust stable across days,no_checkpoint,r243:575:Milo:8407aa4c4d
576,18,Sol,day 18 night: Sol chooses soft_recovery,settled_after_care; sleep_debt=0.00; recovery=0.56,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.84; reason=help became recovery memory,no_checkpoint,r243:576:Sol:69a03b20ee
577,19,Ari,day 19 dawn: Ari chooses wake_check_body,steady_continuity; sleep_debt=0.02; recovery=0.38,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:577:Ari:803949e710
578,19,Fay,day 19 dawn: Fay chooses prepare_tools,steady_continuity; sleep_debt=0.02; recovery=0.48,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:578:Fay:bbf67c31e2
579,19,Milo,day 19 dawn: Milo chooses quiet_route_scan,steady_continuity; sleep_debt=0.04; recovery=0.28,shares_private_hint_voluntarily; trust=0.96; avoid=0.05,history_charge=0.08; autonomy=0.72; reason=trust stable across days,no_checkpoint,r243:579:Milo:f537a88a96
580,19,Sol,day 19 dawn: Sol chooses share_water,steady_continuity; sleep_debt=0.06; recovery=0.41,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.84; reason=trust stable across days,no_checkpoint,r243:580:Sol:e55d7916e7
581,19,Ari,day 19 dawn: Ari chooses share_water,steady_continuity; sleep_debt=0.08; recovery=0.29,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:581:Ari:f315b3f8cc
582,19,Fay,day 19 dawn: Fay chooses wake_check_body,steady_continuity; sleep_debt=0.04; recovery=0.46,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.81; reason=help became recovery memory,no_checkpoint,r243:582:Fay:a8ef726671
583,19,Milo,day 19 dawn: Milo chooses prepare_tools,steady_continuity; sleep_debt=0.06; recovery=0.32,approaches_for_shared_task_later; trust=0.98; avoid=0.03,history_charge=0.07; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:583:Milo:8e3c3ca5d5
584,19,Sol,day 19 dawn: Sol chooses quiet_route_scan,steady_continuity; sleep_debt=0.12; recovery=0.32,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.04; autonomy=0.80; reason=trust stable across days,no_checkpoint,r243:584:Sol:6147336c7d
585,19,Ari,day 19 day: Ari chooses repair_route,steady_continuity; sleep_debt=0.14; recovery=0.24,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.07; autonomy=0.79; reason=trust stable across days,no_checkpoint,r243:585:Ari:620c3ce9d4
586,19,Fay,day 19 day: Fay chooses teach_skill,steady_continuity; sleep_debt=0.06; recovery=0.44,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.81; reason=help became recovery memory,no_checkpoint,r243:586:Fay:ee709b57b0
587,19,Milo,day 19 day: Milo chooses work_project,steady_continuity; sleep_debt=0.08; recovery=0.29,shares_private_hint_voluntarily; trust=0.99; avoid=0.03,history_charge=0.07; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:587:Milo:08914ac0f9
588,19,Sol,day 19 day: Sol chooses market_exchange,steady_continuity; sleep_debt=0.14; recovery=0.35,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.86; reason=help became recovery memory,no_checkpoint,r243:588:Sol:e62cd5930e
589,19,Ari,day 19 day: Ari chooses repair_route,steady_continuity; sleep_debt=0.16; recovery=0.29,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.06; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:589:Ari:f1e6b5e6af
590,19,Fay,day 19 day: Fay chooses repair_route,steady_continuity; sleep_debt=0.10; recovery=0.34,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.04; autonomy=0.71; reason=trust stable across days,no_checkpoint,r243:590:Fay:a45c5e2d39
591,19,Milo,day 19 day: Milo chooses teach_skill,steady_continuity; sleep_debt=0.14; recovery=0.23,shares_private_hint_voluntarily; trust=0.99; avoid=0.02,history_charge=0.08; autonomy=0.82; reason=trust stable across days,no_checkpoint,r243:591:Milo:abb270b1ab
592,19,Sol,day 19 day: Sol chooses work_project,steady_continuity; sleep_debt=0.16; recovery=0.37,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.84; reason=help became recovery memory,no_checkpoint,r243:592:Sol:6baec7d2b4
593,19,Ari,day 19 dusk: Ari chooses hearth_return,steady_continuity; sleep_debt=0.19; recovery=0.33,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.05; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:593:Ari:1a91f47d87
594,19,Fay,day 19 dusk: Fay chooses ritual_hum,steady_continuity; sleep_debt=0.06; recovery=0.42,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:594:Fay:4997ac96b9
595,19,Milo,day 19 dusk: Milo chooses relationship_check,steady_continuity; sleep_debt=0.20; recovery=0.20,shares_private_hint_voluntarily; trust=0.96; avoid=0.05,history_charge=0.12; autonomy=0.78; reason=trust stable across days,no_checkpoint,r243:595:Milo:66819500bf
596,19,Sol,day 19 dusk: Sol chooses store_objects,steady_continuity; sleep_debt=0.18; recovery=0.38,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.84; reason=help became recovery memory,no_checkpoint,r243:596:Sol:e6b4632958
597,19,Ari,day 19 dusk: Ari chooses store_objects,steady_continuity; sleep_debt=0.21; recovery=0.35,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:597:Ari:9937aa4728
598,19,Fay,day 19 dusk: Fay chooses ritual_hum,steady_continuity; sleep_debt=0.03; recovery=0.42,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.81; reason=trust stable across days,no_checkpoint,r243:598:Fay:917c4d1b9f
599,19,Milo,day 19 dusk: Milo chooses ritual_hum,steady_continuity; sleep_debt=0.16; recovery=0.33,approaches_for_shared_task_later; trust=0.99; avoid=0.03,history_charge=0.10; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:599:Milo:e3d340af0f
600,19,Sol,day 19 dusk: Sol chooses relationship_check,steady_continuity; sleep_debt=0.22; recovery=0.29,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.07; autonomy=0.74; reason=trust stable across days,no_checkpoint,r243:600:Sol:70173ecf4a
601,19,Ari,day 19 night: Ari chooses guarded_rest,steady_continuity; sleep_debt=0.07; recovery=0.33,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.08; autonomy=0.73; reason=trust stable across days,no_checkpoint,r243:601:Ari:b13c4e36e7
602,19,Fay,day 19 night: Fay chooses soft_recovery,steady_continuity; sleep_debt=0.00; recovery=0.44,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.81; reason=trust stable across days,no_checkpoint,r243:602:Fay:8a7f6ad35f
603,19,Milo,day 19 night: Milo chooses sleep,steady_continuity; sleep_debt=0.00; recovery=0.42,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.07; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:603:Milo:43165776ea
604,19,Sol,day 19 night: Sol chooses dream_sort_memory,steady_continuity; sleep_debt=0.06; recovery=0.43,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.86; reason=help became recovery memory,no_checkpoint,r243:604:Sol:99f997b08b
605,19,Ari,day 19 night: Ari chooses dream_sort_memory,steady_continuity; sleep_debt=0.00; recovery=0.46,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.05; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:605:Ari:da63701435
606,19,Fay,day 19 night: Fay chooses guarded_rest,steady_continuity; sleep_debt=0.00; recovery=0.40,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.02; autonomy=0.77; reason=trust stable across days,no_checkpoint,r243:606:Fay:1f9dd30b34
607,19,Milo,day 19 night: Milo chooses soft_recovery,settled_after_care; sleep_debt=0.00; recovery=0.56,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.82; reason=help became recovery memory,no_checkpoint,r243:607:Milo:795b067ded
608,19,Sol,day 19 night: Sol chooses sleep,steady_continuity; sleep_debt=0.00; recovery=0.42,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.84; reason=trust stable across days,no_checkpoint,r243:608:Sol:658ab90c11
609,20,Ari,day 20 dawn: Ari chooses prepare_tools,steady_continuity; sleep_debt=0.02; recovery=0.44,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:609:Ari:49259f85c0
610,20,Fay,day 20 dawn: Fay chooses quiet_route_scan,steady_continuity; sleep_debt=0.04; recovery=0.31,shares_private_hint_voluntarily; trust=0.96; avoid=0.05,history_charge=0.07; autonomy=0.71; reason=trust stable across days,no_checkpoint,r243:610:Fay:06ba244fb2
611,20,Milo,day 20 dawn: Milo chooses share_water,steady_continuity; sleep_debt=0.06; recovery=0.41,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.82; reason=trust stable across days,no_checkpoint,r243:611:Milo:b4b48acf15
