tick_id,day,agent_id,dominant_need,dominant_feeling,current_focus,active_memory_key,relationship_concern,intended_next_action,predicted_next_event,suppressed_action,self_note_hash,private_workspace_sealed,public_leakage_blocked
555,47,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-170488,True,True
556,47,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-866689,True,True
557,47,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-066857,True,True
558,47,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-976317,True,True
559,47,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-286988,True,True
560,47,Ari,protect boundary,settled,keep the west route dry,memory:Ari:6,avatar respect,say no,avatar asks again,ignore request,v36-085219,True,True
561,47,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-169989,True,True
562,47,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-295244,True,True
563,47,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-066358,True,True
564,48,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-975818,True,True
565,48,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-870409,True,True
566,48,Ari,protect boundary,settled,cedar repair kit,memory:Ari:6,avatar reliability,say no,avatar asks again,ignore request,v36-937639,True,True
567,48,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-170985,True,True
568,48,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-867186,True,True
569,48,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-067354,True,True
570,48,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-862277,True,True
571,48,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-869910,True,True
572,48,Ari,protect boundary,settled,keep the west route dry,memory:Ari:6,avatar respect,say no,avatar asks again,ignore request,v36-085716,True,True
573,48,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-836505,True,True
574,48,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-866687,True,True
575,48,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-867333,True,True
576,49,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-863273,True,True
577,49,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-286986,True,True
578,49,Ari,protect boundary,settled,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,ignore request,v36-086712,True,True
579,49,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-837501,True,True
580,49,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-295242,True,True
581,49,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-066356,True,True
582,49,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-975816,True,True
583,49,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-286487,True,True
584,49,Ari,protect boundary,settled,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,ignore request,v36-086213,True,True
585,49,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-170983,True,True
586,49,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-296238,True,True
587,49,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-067352,True,True
588,50,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-287317,True,True
589,50,Ari,protect boundary,settled,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,ignore request,v36-087043,True,True
590,50,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-836337,True,True
591,50,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-295573,True,True
592,50,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-066687,True,True
593,50,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-976147,True,True
594,50,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-286818,True,True
595,50,Ari,protect boundary,settled,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,ignore request,v36-086544,True,True
596,50,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-171314,True,True
597,50,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-296569,True,True
598,50,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-067683,True,True
599,50,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-977143,True,True
600,51,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-284833,True,True
601,51,Ari,protect boundary,settled,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,ignore request,v36-084559,True,True
602,51,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-835348,True,True
603,51,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-294584,True,True
604,51,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-866176,True,True
605,51,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-862116,True,True
606,51,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-869749,True,True
607,51,Ari,protect boundary,settled,cedar repair kit,memory:Ari:6,avatar reliability,say no,avatar asks again,ignore request,v36-936979,True,True
608,51,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-836344,True,True
609,51,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-866526,True,True
610,51,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-865677,True,True
611,51,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-974659,True,True
612,52,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-285330,True,True
613,52,Ari,protect boundary,settled,cedar repair kit,memory:Ari:6,avatar reliability,say no,avatar asks again,ignore request,v36-936480,True,True
614,52,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-169826,True,True
615,52,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-295081,True,True
616,52,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-066195,True,True
617,52,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-975655,True,True
618,52,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-286326,True,True
619,52,Ari,protect boundary,settled,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,ignore request,v36-086052,True,True
620,52,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-169327,True,True
621,52,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-294582,True,True
622,52,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-065696,True,True
623,52,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar waits,ignore request,v36-975156,True,True
624,53,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-869747,True,True
625,53,Ari,protect boundary,settled,cedar repair kit,memory:Ari:6,avatar respect,say no,avatar asks again,ignore request,v36-936977,True,True
626,53,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-170323,True,True
627,53,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-866524,True,True
628,53,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-867170,True,True
629,53,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-863110,True,True
630,53,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-869248,True,True
631,53,Ari,protect boundary,settled,cedar repair kit,memory:Ari:6,avatar respect,say no,avatar asks again,ignore request,v36-936478,True,True
632,53,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-835843,True,True
633,53,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-866025,True,True
634,53,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-066193,True,True
635,53,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-975653,True,True
636,54,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-286324,True,True
637,54,Ari,protect boundary,settled,keep the west route dry,memory:Ari:6,avatar respect,say no,avatar asks again,ignore request,v36-086050,True,True
638,54,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-170820,True,True
639,54,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-296075,True,True
640,54,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-065694,True,True
641,54,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-975154,True,True
642,54,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-285825,True,True
643,54,Ari,protect boundary,settled,keep the west route dry,memory:Ari:6,avatar respect,say no,avatar asks again,ignore request,v36-085551,True,True
644,54,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-170321,True,True
645,54,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-295576,True,True
646,54,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar waits,withdraw,v36-066690,True,True
647,54,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar waits,ignore request,v36-976150,True,True
648,55,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-870741,True,True
649,55,Ari,protect boundary,settled,keep the west route dry,memory:Ari:6,avatar respect,say no,avatar asks again,ignore request,v36-086547,True,True
650,55,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-835841,True,True
651,55,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-866023,True,True
652,55,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-866669,True,True
