tick,day,avatar_x,avatar_y,avatar_room,entered_world,movement_command,collision_or_boundary,nearby_resident,visible_scene_changed,playable_input_bound
1309,73,338,128,rain court,True,south,clear path,Nia,True,True
1310,73,355,152,fiber loft,True,east,clear path,Ari,True,True
1311,73,372,176,west hearth,True,west,clear path,Fay,True,True
1312,73,389,200,river gate,True,wait,clear path,Milo,True,True
1313,73,406,224,arrival court,True,click,clear path,Sera,True,True
1314,74,428,454,rain court,True,south,clear path,Tovan,True,True
1315,74,445,478,fiber loft,True,east,clear path,Nia,True,True
1316,74,462,502,west hearth,True,west,clear path,Ari,True,True
1317,74,479,86,river gate,True,wait,soft room boundary,Fay,True,True
1318,74,496,110,arrival court,True,click,clear path,Milo,True,True
1319,74,513,134,tool alcove,True,north,clear path,Sera,True,True
1320,74,530,158,rain court,True,south,clear path,Tovan,True,True
1321,74,547,182,fiber loft,True,east,clear path,Nia,True,True
1322,74,564,206,west hearth,True,west,clear path,Ari,True,True
1323,74,581,230,river gate,True,wait,clear path,Fay,True,True
1324,74,598,254,arrival court,True,click,clear path,Milo,True,True
1325,74,615,278,tool alcove,True,north,clear path,Sera,True,True
1326,74,632,302,rain court,True,south,clear path,Tovan,True,True
1327,74,649,326,fiber loft,True,east,clear path,Nia,True,True
1328,74,666,350,west hearth,True,west,clear path,Ari,True,True
1329,74,683,374,river gate,True,wait,clear path,Fay,True,True
1330,74,700,398,arrival court,True,click,clear path,Milo,True,True
1331,74,717,422,tool alcove,True,north,clear path,Sera,True,True
1332,75,739,212,fiber loft,True,east,clear path,Tovan,True,True
1333,75,756,236,west hearth,True,west,clear path,Nia,True,True
1334,75,773,260,river gate,True,wait,clear path,Ari,True,True
1335,75,790,284,arrival court,True,click,clear path,Fay,True,True
1336,75,807,308,tool alcove,True,north,clear path,Milo,True,True
1337,75,824,332,rain court,True,south,clear path,Sera,True,True
1338,75,841,356,fiber loft,True,east,clear path,Tovan,True,True
1339,75,858,380,west hearth,True,west,clear path,Nia,True,True
1340,75,875,404,river gate,True,wait,clear path,Ari,True,True
1341,75,892,428,arrival court,True,click,clear path,Fay,True,True
1342,75,909,452,tool alcove,True,north,clear path,Milo,True,True
1343,75,926,476,rain court,True,south,clear path,Sera,True,True
1344,75,83,500,fiber loft,True,east,soft room boundary,Tovan,True,True
1345,75,100,84,west hearth,True,west,soft room boundary,Nia,True,True
1346,75,117,108,river gate,True,wait,soft room boundary,Ari,True,True
1347,75,134,132,arrival court,True,click,clear path,Fay,True,True
1348,75,151,156,tool alcove,True,north,clear path,Milo,True,True
1349,75,168,180,rain court,True,south,clear path,Sera,True,True
1350,76,190,410,west hearth,True,west,clear path,Tovan,True,True
1351,76,207,434,river gate,True,wait,clear path,Nia,True,True
1352,76,224,458,arrival court,True,click,clear path,Ari,True,True
1353,76,241,482,tool alcove,True,north,clear path,Fay,True,True
1354,76,258,506,rain court,True,south,clear path,Milo,True,True
1355,76,275,90,fiber loft,True,east,soft room boundary,Sera,True,True
1356,76,292,114,west hearth,True,west,clear path,Tovan,True,True
1357,76,309,138,river gate,True,wait,clear path,Nia,True,True
1358,76,326,162,arrival court,True,click,clear path,Ari,True,True
1359,76,343,186,tool alcove,True,north,clear path,Fay,True,True
1360,76,360,210,rain court,True,south,clear path,Milo,True,True
1361,76,377,234,fiber loft,True,east,clear path,Sera,True,True
1362,76,394,258,west hearth,True,west,clear path,Tovan,True,True
1363,76,411,282,river gate,True,wait,clear path,Nia,True,True
1364,76,428,306,arrival court,True,click,clear path,Ari,True,True
1365,76,445,330,tool alcove,True,north,clear path,Fay,True,True
1366,76,462,354,rain court,True,south,clear path,Milo,True,True
1367,76,479,378,fiber loft,True,east,clear path,Sera,True,True
1368,77,501,168,river gate,True,wait,clear path,Tovan,True,True
1369,77,518,192,arrival court,True,click,clear path,Nia,True,True
1370,77,535,216,tool alcove,True,north,clear path,Ari,True,True
1371,77,552,240,rain court,True,south,clear path,Fay,True,True
1372,77,569,264,fiber loft,True,east,clear path,Milo,True,True
1373,77,586,288,west hearth,True,west,clear path,Sera,True,True
1374,77,603,312,river gate,True,wait,clear path,Tovan,True,True
1375,77,620,336,arrival court,True,click,clear path,Nia,True,True
1376,77,637,360,tool alcove,True,north,clear path,Ari,True,True
1377,77,654,384,rain court,True,south,clear path,Fay,True,True
1378,77,671,408,fiber loft,True,east,clear path,Milo,True,True
1379,77,688,432,west hearth,True,west,clear path,Sera,True,True
1380,77,705,456,river gate,True,wait,clear path,Tovan,True,True
1381,77,722,480,arrival court,True,click,clear path,Nia,True,True
1382,77,739,504,tool alcove,True,north,clear path,Ari,True,True
1383,77,756,88,rain court,True,south,soft room boundary,Fay,True,True
1384,77,773,112,fiber loft,True,east,clear path,Milo,True,True
1385,77,790,136,west hearth,True,west,clear path,Sera,True,True
1386,78,812,366,arrival court,True,click,clear path,Tovan,True,True
1387,78,829,390,tool alcove,True,north,clear path,Nia,True,True
1388,78,846,414,rain court,True,south,clear path,Ari,True,True
1389,78,863,438,fiber loft,True,east,clear path,Fay,True,True
1390,78,880,462,west hearth,True,west,clear path,Milo,True,True
1391,78,897,486,river gate,True,wait,clear path,Sera,True,True
1392,78,914,510,arrival court,True,click,clear path,Tovan,True,True
1393,78,931,94,tool alcove,True,north,soft room boundary,Nia,True,True
1394,78,88,118,rain court,True,south,soft room boundary,Ari,True,True
1395,78,105,142,fiber loft,True,east,soft room boundary,Fay,True,True
1396,78,122,166,west hearth,True,west,clear path,Milo,True,True
1397,78,139,190,river gate,True,wait,clear path,Sera,True,True
1398,78,156,214,arrival court,True,click,clear path,Tovan,True,True
1399,78,173,238,tool alcove,True,north,clear path,Nia,True,True
1400,78,190,262,rain court,True,south,clear path,Ari,True,True
1401,78,207,286,fiber loft,True,east,clear path,Fay,True,True
1402,78,224,310,west hearth,True,west,clear path,Milo,True,True
1403,78,241,334,river gate,True,wait,clear path,Sera,True,True
1404,79,263,124,tool alcove,True,north,clear path,Tovan,True,True
1405,79,280,148,rain court,True,south,clear path,Nia,True,True
1406,79,297,172,fiber loft,True,east,clear path,Ari,True,True
1407,79,314,196,west hearth,True,west,clear path,Fay,True,True
1408,79,331,220,river gate,True,wait,clear path,Milo,True,True
1409,79,348,244,arrival court,True,click,clear path,Sera,True,True
1410,79,365,268,tool alcove,True,north,clear path,Tovan,True,True
1411,79,382,292,rain court,True,south,clear path,Nia,True,True
1412,79,399,316,fiber loft,True,east,clear path,Ari,True,True
1413,79,416,340,west hearth,True,west,clear path,Fay,True,True
1414,79,433,364,river gate,True,wait,clear path,Milo,True,True
1415,79,450,388,arrival court,True,click,clear path,Sera,True,True
1416,79,467,412,tool alcove,True,north,clear path,Tovan,True,True
1417,79,484,436,rain court,True,south,clear path,Nia,True,True
1418,79,501,460,fiber loft,True,east,clear path,Ari,True,True
1419,79,518,484,west hearth,True,west,clear path,Fay,True,True
1420,79,535,508,river gate,True,wait,clear path,Milo,True,True
1421,79,552,92,arrival court,True,click,soft room boundary,Sera,True,True
1422,80,574,322,rain court,True,south,clear path,Tovan,True,True
1423,80,591,346,fiber loft,True,east,clear path,Nia,True,True
1424,80,608,370,west hearth,True,west,clear path,Ari,True,True
1425,80,625,394,river gate,True,wait,clear path,Fay,True,True
1426,80,642,418,arrival court,True,click,clear path,Milo,True,True
1427,80,659,442,tool alcove,True,north,clear path,Sera,True,True
1428,80,676,466,rain court,True,south,clear path,Tovan,True,True
1429,80,693,490,fiber loft,True,east,clear path,Nia,True,True
1430,80,710,514,west hearth,True,west,clear path,Ari,True,True
1431,80,727,98,river gate,True,wait,soft room boundary,Fay,True,True
1432,80,744,122,arrival court,True,click,clear path,Milo,True,True
1433,80,761,146,tool alcove,True,north,clear path,Sera,True,True
1434,80,778,170,rain court,True,south,clear path,Tovan,True,True
1435,80,795,194,fiber loft,True,east,clear path,Nia,True,True
1436,80,812,218,west hearth,True,west,clear path,Ari,True,True
1437,80,829,242,river gate,True,wait,clear path,Fay,True,True
1438,80,846,266,arrival court,True,click,clear path,Milo,True,True
1439,80,863,290,tool alcove,True,north,clear path,Sera,True,True
1440,81,885,80,fiber loft,True,east,soft room boundary,Tovan,True,True
1441,81,902,104,west hearth,True,west,soft room boundary,Nia,True,True
1442,81,919,128,river gate,True,wait,clear path,Ari,True,True
1443,81,936,152,arrival court,True,click,clear path,Fay,True,True
1444,81,93,176,tool alcove,True,north,soft room boundary,Milo,True,True
1445,81,110,200,rain court,True,south,clear path,Sera,True,True
1446,81,127,224,fiber loft,True,east,clear path,Tovan,True,True
1447,81,144,248,west hearth,True,west,clear path,Nia,True,True
1448,81,161,272,river gate,True,wait,clear path,Ari,True,True
1449,81,178,296,arrival court,True,click,clear path,Fay,True,True
1450,81,195,320,tool alcove,True,north,clear path,Milo,True,True
1451,81,212,344,rain court,True,south,clear path,Sera,True,True
1452,81,229,368,fiber loft,True,east,clear path,Tovan,True,True
1453,81,246,392,west hearth,True,west,clear path,Nia,True,True
1454,81,263,416,river gate,True,wait,clear path,Ari,True,True
1455,81,280,440,arrival court,True,click,clear path,Fay,True,True
1456,81,297,464,tool alcove,True,north,clear path,Milo,True,True
1457,81,314,488,rain court,True,south,clear path,Sera,True,True
1458,82,336,278,west hearth,True,west,clear path,Tovan,True,True
1459,82,353,302,river gate,True,wait,clear path,Nia,True,True
1460,82,370,326,arrival court,True,click,clear path,Ari,True,True
1461,82,387,350,tool alcove,True,north,clear path,Fay,True,True
1462,82,404,374,rain court,True,south,clear path,Milo,True,True
1463,82,421,398,fiber loft,True,east,clear path,Sera,True,True
1464,82,438,422,west hearth,True,west,clear path,Tovan,True,True
1465,82,455,446,river gate,True,wait,clear path,Nia,True,True
1466,82,472,470,arrival court,True,click,clear path,Ari,True,True
1467,82,489,494,tool alcove,True,north,clear path,Fay,True,True
1468,82,506,518,rain court,True,south,clear path,Milo,True,True
1469,82,523,102,fiber loft,True,east,soft room boundary,Sera,True,True
1470,82,540,126,west hearth,True,west,clear path,Tovan,True,True
1471,82,557,150,river gate,True,wait,clear path,Nia,True,True
1472,82,574,174,arrival court,True,click,clear path,Ari,True,True
1473,82,591,198,tool alcove,True,north,clear path,Fay,True,True
1474,82,608,222,rain court,True,south,clear path,Milo,True,True
1475,82,625,246,fiber loft,True,east,clear path,Sera,True,True
1476,83,647,476,river gate,True,wait,clear path,Tovan,True,True
1477,83,664,500,arrival court,True,click,clear path,Nia,True,True
1478,83,681,84,tool alcove,True,north,soft room boundary,Ari,True,True
1479,83,698,108,rain court,True,south,soft room boundary,Fay,True,True
1480,83,715,132,fiber loft,True,east,clear path,Milo,True,True
1481,83,732,156,west hearth,True,west,clear path,Sera,True,True
1482,83,749,180,river gate,True,wait,clear path,Tovan,True,True
1483,83,766,204,arrival court,True,click,clear path,Nia,True,True
1484,83,783,228,tool alcove,True,north,clear path,Ari,True,True
1485,83,800,252,rain court,True,south,clear path,Fay,True,True
1486,83,817,276,fiber loft,True,east,clear path,Milo,True,True
1487,83,834,300,west hearth,True,west,clear path,Sera,True,True
1488,83,851,324,river gate,True,wait,clear path,Tovan,True,True
1489,83,868,348,arrival court,True,click,clear path,Nia,True,True
1490,83,885,372,tool alcove,True,north,clear path,Ari,True,True
1491,83,902,396,rain court,True,south,clear path,Fay,True,True
1492,83,919,420,fiber loft,True,east,clear path,Milo,True,True
1493,83,936,444,west hearth,True,west,clear path,Sera,True,True
1494,84,98,234,arrival court,True,click,soft room boundary,Tovan,True,True
1495,84,115,258,tool alcove,True,north,clear path,Nia,True,True
1496,84,132,282,rain court,True,south,clear path,Ari,True,True
1497,84,149,306,fiber loft,True,east,clear path,Fay,True,True
1498,84,166,330,west hearth,True,west,clear path,Milo,True,True
1499,84,183,354,river gate,True,wait,clear path,Sera,True,True
1500,84,200,378,arrival court,True,click,clear path,Tovan,True,True
1501,84,217,402,tool alcove,True,north,clear path,Nia,True,True
1502,84,234,426,rain court,True,south,clear path,Ari,True,True
1503,84,251,450,fiber loft,True,east,clear path,Fay,True,True
1504,84,268,474,west hearth,True,west,clear path,Milo,True,True
1505,84,285,498,river gate,True,wait,clear path,Sera,True,True
1506,84,302,82,arrival court,True,click,soft room boundary,Tovan,True,True
1507,84,319,106,tool alcove,True,north,soft room boundary,Nia,True,True
1508,84,336,130,rain court,True,south,clear path,Ari,True,True
1509,84,353,154,fiber loft,True,east,clear path,Fay,True,True
1510,84,370,178,west hearth,True,west,clear path,Milo,True,True
1511,84,387,202,river gate,True,wait,clear path,Sera,True,True
1512,85,409,432,tool alcove,True,north,clear path,Tovan,True,True
1513,85,426,456,rain court,True,south,clear path,Nia,True,True
1514,85,443,480,fiber loft,True,east,clear path,Ari,True,True
1515,85,460,504,west hearth,True,west,clear path,Fay,True,True
1516,85,477,88,river gate,True,wait,soft room boundary,Milo,True,True
1517,85,494,112,arrival court,True,click,clear path,Sera,True,True
1518,85,511,136,tool alcove,True,north,clear path,Tovan,True,True
1519,85,528,160,rain court,True,south,clear path,Nia,True,True
1520,85,545,184,fiber loft,True,east,clear path,Ari,True,True
1521,85,562,208,west hearth,True,west,clear path,Fay,True,True
1522,85,579,232,river gate,True,wait,clear path,Milo,True,True
1523,85,596,256,arrival court,True,click,clear path,Sera,True,True
1524,85,613,280,tool alcove,True,north,clear path,Tovan,True,True
1525,85,630,304,rain court,True,south,clear path,Nia,True,True
1526,85,647,328,fiber loft,True,east,clear path,Ari,True,True
1527,85,664,352,west hearth,True,west,clear path,Fay,True,True
1528,85,681,376,river gate,True,wait,clear path,Milo,True,True
1529,85,698,400,arrival court,True,click,clear path,Sera,True,True
1530,86,720,190,rain court,True,south,clear path,Tovan,True,True
1531,86,737,214,fiber loft,True,east,clear path,Nia,True,True
1532,86,754,238,west hearth,True,west,clear path,Ari,True,True
1533,86,771,262,river gate,True,wait,clear path,Fay,True,True
1534,86,788,286,arrival court,True,click,clear path,Milo,True,True
1535,86,805,310,tool alcove,True,north,clear path,Sera,True,True
1536,86,822,334,rain court,True,south,clear path,Tovan,True,True
