tick,day,resident,minigame_id,step,action,failure_cause,failure_animation,recoverable,retry_visible,progress_before,progress_after
808,45,Fay,repair-09-fay,bind,Fay attempts bind while avatar route is ask_repair,none,sparks fade,True,False,0.888889,0.943889
809,45,Milo,repair-09-milo,brace,Milo attempts brace while avatar route is ask_help,misaligned brace,thread unspools,True,True,0.944444,0.912444
810,46,Sera,repair-10-sera,test,Sera attempts test while avatar route is offer_tool,tool slips,patch peels back,True,True,0.08,0.048
811,46,Tovan,repair-10-tovan,return,Tovan attempts return while avatar route is apologize,none,steady success pulse,True,False,0.135556,0.190556
812,46,Nia,repair-10-nia,align,Nia attempts align while avatar route is ask_sensory,misaligned brace,shake head and reset,True,True,0.191111,0.159111
813,46,Ari,repair-10-ari,bind,Ari attempts bind while avatar route is request_space,tool slips,sparks fade,True,True,0.246667,0.214667
814,46,Fay,repair-10-fay,brace,Fay attempts brace while avatar route is thank_resident,none,thread unspools,True,False,0.302222,0.357222
815,46,Milo,repair-10-milo,dry,Milo attempts dry while avatar route is ask_repair,misaligned brace,tool clatters softly,True,True,0.357778,0.325778
816,46,Sera,repair-10-sera,test,Sera attempts test while avatar route is ask_help,tool slips,patch peels back,True,True,0.413333,0.381333
817,46,Tovan,repair-10-tovan,return,Tovan attempts return while avatar route is offer_tool,none,steady success pulse,True,False,0.468889,0.523889
818,46,Nia,repair-10-nia,align,Nia attempts align while avatar route is apologize,misaligned brace,shake head and reset,True,True,0.524444,0.492444
819,46,Ari,repair-10-ari,bind,Ari attempts bind while avatar route is ask_sensory,tool slips,sparks fade,True,True,0.58,0.548
820,46,Fay,repair-10-fay,brace,Fay attempts brace while avatar route is request_space,none,thread unspools,True,False,0.635556,0.690556
821,46,Milo,repair-10-milo,dry,Milo attempts dry while avatar route is thank_resident,misaligned brace,tool clatters softly,True,True,0.691111,0.659111
822,46,Sera,repair-10-sera,test,Sera attempts test while avatar route is ask_repair,tool slips,patch peels back,True,True,0.746667,0.714667
823,46,Tovan,repair-10-tovan,return,Tovan attempts return while avatar route is ask_help,none,steady success pulse,True,False,0.802222,0.857222
824,46,Nia,repair-10-nia,align,Nia attempts align while avatar route is offer_tool,misaligned brace,shake head and reset,True,True,0.857778,0.825778
825,46,Ari,repair-10-ari,bind,Ari attempts bind while avatar route is apologize,tool slips,sparks fade,True,True,0.913333,0.881333
826,46,Fay,repair-10-fay,brace,Fay attempts brace while avatar route is ask_sensory,none,thread unspools,True,False,0.968889,1.0
827,46,Milo,repair-10-milo,dry,Milo attempts dry while avatar route is request_space,misaligned brace,tool clatters softly,True,True,0.98,0.948
828,47,Sera,repair-11-sera,return,Sera attempts return while avatar route is thank_resident,tool slips,steady success pulse,True,True,0.16,0.128
829,47,Tovan,repair-11-tovan,align,Tovan attempts align while avatar route is ask_repair,none,shake head and reset,True,False,0.215556,0.270556
830,47,Nia,repair-11-nia,bind,Nia attempts bind while avatar route is ask_help,misaligned brace,sparks fade,True,True,0.271111,0.239111
831,47,Ari,repair-11-ari,brace,Ari attempts brace while avatar route is offer_tool,tool slips,thread unspools,True,True,0.326667,0.294667
832,47,Fay,repair-11-fay,dry,Fay attempts dry while avatar route is apologize,none,tool clatters softly,True,False,0.382222,0.437222
833,47,Milo,repair-11-milo,test,Milo attempts test while avatar route is ask_sensory,misaligned brace,patch peels back,True,True,0.437778,0.405778
834,47,Sera,repair-11-sera,return,Sera attempts return while avatar route is request_space,tool slips,steady success pulse,True,True,0.493333,0.461333
835,47,Tovan,repair-11-tovan,align,Tovan attempts align while avatar route is thank_resident,none,shake head and reset,True,False,0.548889,0.603889
836,47,Nia,repair-11-nia,bind,Nia attempts bind while avatar route is ask_repair,misaligned brace,sparks fade,True,True,0.604444,0.572444
837,47,Ari,repair-11-ari,brace,Ari attempts brace while avatar route is ask_help,tool slips,thread unspools,True,True,0.66,0.628
838,47,Fay,repair-11-fay,dry,Fay attempts dry while avatar route is offer_tool,none,tool clatters softly,True,False,0.715556,0.770556
839,47,Milo,repair-11-milo,test,Milo attempts test while avatar route is apologize,misaligned brace,patch peels back,True,True,0.771111,0.739111
840,47,Sera,repair-11-sera,return,Sera attempts return while avatar route is ask_sensory,tool slips,steady success pulse,True,True,0.826667,0.794667
841,47,Tovan,repair-11-tovan,align,Tovan attempts align while avatar route is request_space,none,shake head and reset,True,False,0.882222,0.937222
842,47,Nia,repair-11-nia,bind,Nia attempts bind while avatar route is thank_resident,misaligned brace,sparks fade,True,True,0.937778,0.905778
843,47,Ari,repair-11-ari,brace,Ari attempts brace while avatar route is ask_repair,tool slips,thread unspools,True,True,0.98,0.948
844,47,Fay,repair-11-fay,dry,Fay attempts dry while avatar route is ask_help,none,tool clatters softly,True,False,0.98,1.0
845,47,Milo,repair-11-milo,test,Milo attempts test while avatar route is offer_tool,misaligned brace,patch peels back,True,True,0.98,0.948
846,48,Sera,repair-00-sera,align,Sera attempts align while avatar route is apologize,tool slips,shake head and reset,True,True,0.0,0.0
847,48,Tovan,repair-00-tovan,bind,Tovan attempts bind while avatar route is ask_sensory,none,sparks fade,True,False,0.055556,0.110556
848,48,Nia,repair-00-nia,brace,Nia attempts brace while avatar route is request_space,misaligned brace,thread unspools,True,True,0.111111,0.079111
849,48,Ari,repair-00-ari,dry,Ari attempts dry while avatar route is thank_resident,tool slips,tool clatters softly,True,True,0.166667,0.134667
850,48,Fay,repair-00-fay,test,Fay attempts test while avatar route is ask_repair,none,patch peels back,True,False,0.222222,0.277222
851,48,Milo,repair-00-milo,return,Milo attempts return while avatar route is ask_help,misaligned brace,steady success pulse,True,True,0.277778,0.245778
852,48,Sera,repair-00-sera,align,Sera attempts align while avatar route is offer_tool,tool slips,shake head and reset,True,True,0.333333,0.301333
853,48,Tovan,repair-00-tovan,bind,Tovan attempts bind while avatar route is apologize,none,sparks fade,True,False,0.388889,0.443889
854,48,Nia,repair-00-nia,brace,Nia attempts brace while avatar route is ask_sensory,misaligned brace,thread unspools,True,True,0.444444,0.412444
855,48,Ari,repair-00-ari,dry,Ari attempts dry while avatar route is request_space,tool slips,tool clatters softly,True,True,0.5,0.468
856,48,Fay,repair-00-fay,test,Fay attempts test while avatar route is thank_resident,none,patch peels back,True,False,0.555556,0.610556
857,48,Milo,repair-00-milo,return,Milo attempts return while avatar route is ask_repair,misaligned brace,steady success pulse,True,True,0.611111,0.579111
858,48,Sera,repair-00-sera,align,Sera attempts align while avatar route is ask_help,tool slips,shake head and reset,True,True,0.666667,0.634667
859,48,Tovan,repair-00-tovan,bind,Tovan attempts bind while avatar route is offer_tool,none,sparks fade,True,False,0.722222,0.777222
860,48,Nia,repair-00-nia,brace,Nia attempts brace while avatar route is apologize,misaligned brace,thread unspools,True,True,0.777778,0.745778
861,48,Ari,repair-00-ari,dry,Ari attempts dry while avatar route is ask_sensory,tool slips,tool clatters softly,True,True,0.833333,0.801333
862,48,Fay,repair-00-fay,test,Fay attempts test while avatar route is request_space,none,patch peels back,True,False,0.888889,0.943889
863,48,Milo,repair-00-milo,return,Milo attempts return while avatar route is thank_resident,misaligned brace,steady success pulse,True,True,0.944444,0.912444
864,49,Sera,repair-01-sera,bind,Sera attempts bind while avatar route is ask_repair,tool slips,sparks fade,True,True,0.08,0.048
865,49,Tovan,repair-01-tovan,brace,Tovan attempts brace while avatar route is ask_help,none,thread unspools,True,False,0.135556,0.190556
866,49,Nia,repair-01-nia,dry,Nia attempts dry while avatar route is offer_tool,misaligned brace,tool clatters softly,True,True,0.191111,0.159111
867,49,Ari,repair-01-ari,test,Ari attempts test while avatar route is apologize,tool slips,patch peels back,True,True,0.246667,0.214667
868,49,Fay,repair-01-fay,return,Fay attempts return while avatar route is ask_sensory,none,steady success pulse,True,False,0.302222,0.357222
869,49,Milo,repair-01-milo,align,Milo attempts align while avatar route is request_space,misaligned brace,shake head and reset,True,True,0.357778,0.325778
870,49,Sera,repair-01-sera,bind,Sera attempts bind while avatar route is thank_resident,tool slips,sparks fade,True,True,0.413333,0.381333
871,49,Tovan,repair-01-tovan,brace,Tovan attempts brace while avatar route is ask_repair,none,thread unspools,True,False,0.468889,0.523889
872,49,Nia,repair-01-nia,dry,Nia attempts dry while avatar route is ask_help,misaligned brace,tool clatters softly,True,True,0.524444,0.492444
873,49,Ari,repair-01-ari,test,Ari attempts test while avatar route is offer_tool,tool slips,patch peels back,True,True,0.58,0.548
874,49,Fay,repair-01-fay,return,Fay attempts return while avatar route is apologize,none,steady success pulse,True,False,0.635556,0.690556
875,49,Milo,repair-01-milo,align,Milo attempts align while avatar route is ask_sensory,misaligned brace,shake head and reset,True,True,0.691111,0.659111
876,49,Sera,repair-01-sera,bind,Sera attempts bind while avatar route is request_space,tool slips,sparks fade,True,True,0.746667,0.714667
877,49,Tovan,repair-01-tovan,brace,Tovan attempts brace while avatar route is thank_resident,none,thread unspools,True,False,0.802222,0.857222
878,49,Nia,repair-01-nia,dry,Nia attempts dry while avatar route is ask_repair,misaligned brace,tool clatters softly,True,True,0.857778,0.825778
879,49,Ari,repair-01-ari,test,Ari attempts test while avatar route is ask_help,tool slips,patch peels back,True,True,0.913333,0.881333
880,49,Fay,repair-01-fay,return,Fay attempts return while avatar route is offer_tool,none,steady success pulse,True,False,0.968889,1.0
881,49,Milo,repair-01-milo,align,Milo attempts align while avatar route is apologize,misaligned brace,shake head and reset,True,True,0.98,0.948
882,50,Sera,repair-02-sera,brace,Sera attempts brace while avatar route is ask_sensory,tool slips,thread unspools,True,True,0.16,0.128
883,50,Tovan,repair-02-tovan,dry,Tovan attempts dry while avatar route is request_space,none,tool clatters softly,True,False,0.215556,0.270556
884,50,Nia,repair-02-nia,test,Nia attempts test while avatar route is thank_resident,misaligned brace,patch peels back,True,True,0.271111,0.239111
885,50,Ari,repair-02-ari,return,Ari attempts return while avatar route is ask_repair,tool slips,steady success pulse,True,True,0.326667,0.294667
886,50,Fay,repair-02-fay,align,Fay attempts align while avatar route is ask_help,none,shake head and reset,True,False,0.382222,0.437222
887,50,Milo,repair-02-milo,bind,Milo attempts bind while avatar route is offer_tool,misaligned brace,sparks fade,True,True,0.437778,0.405778
888,50,Sera,repair-02-sera,brace,Sera attempts brace while avatar route is apologize,tool slips,thread unspools,True,True,0.493333,0.461333
889,50,Tovan,repair-02-tovan,dry,Tovan attempts dry while avatar route is ask_sensory,none,tool clatters softly,True,False,0.548889,0.603889
890,50,Nia,repair-02-nia,test,Nia attempts test while avatar route is request_space,misaligned brace,patch peels back,True,True,0.604444,0.572444
891,50,Ari,repair-02-ari,return,Ari attempts return while avatar route is thank_resident,tool slips,steady success pulse,True,True,0.66,0.628
892,50,Fay,repair-02-fay,align,Fay attempts align while avatar route is ask_repair,none,shake head and reset,True,False,0.715556,0.770556
893,50,Milo,repair-02-milo,bind,Milo attempts bind while avatar route is ask_help,misaligned brace,sparks fade,True,True,0.771111,0.739111
894,50,Sera,repair-02-sera,brace,Sera attempts brace while avatar route is offer_tool,tool slips,thread unspools,True,True,0.826667,0.794667
895,50,Tovan,repair-02-tovan,dry,Tovan attempts dry while avatar route is apologize,none,tool clatters softly,True,False,0.882222,0.937222
896,50,Nia,repair-02-nia,test,Nia attempts test while avatar route is ask_sensory,misaligned brace,patch peels back,True,True,0.937778,0.905778
897,50,Ari,repair-02-ari,return,Ari attempts return while avatar route is request_space,tool slips,steady success pulse,True,True,0.98,0.948
898,50,Fay,repair-02-fay,align,Fay attempts align while avatar route is thank_resident,none,shake head and reset,True,False,0.98,1.0
899,50,Milo,repair-02-milo,bind,Milo attempts bind while avatar route is ask_repair,misaligned brace,sparks fade,True,True,0.98,0.948
900,51,Sera,repair-03-sera,dry,Sera attempts dry while avatar route is ask_help,tool slips,tool clatters softly,True,True,0.0,0.0
901,51,Tovan,repair-03-tovan,test,Tovan attempts test while avatar route is offer_tool,none,patch peels back,True,False,0.055556,0.110556
902,51,Nia,repair-03-nia,return,Nia attempts return while avatar route is apologize,misaligned brace,steady success pulse,True,True,0.111111,0.079111
903,51,Ari,repair-03-ari,align,Ari attempts align while avatar route is ask_sensory,tool slips,shake head and reset,True,True,0.166667,0.134667
904,51,Fay,repair-03-fay,bind,Fay attempts bind while avatar route is request_space,none,sparks fade,True,False,0.222222,0.277222
