tick_id,day,settlement_id,object_id,lender_id,borrower_id,route_weather,exposure_temperature_delta,wetness_delta,cold_risk_before,cold_risk_after,loan_condition,borrower_choice,shelter_available,object_protected,visible_weather_tag,bounded_exposure
1048,59,lichen_bridge,signal bell,Rin,Luma,hail,-0.154,0.108,0.6185,0.65484,warning:0.44,route changed through shelter,True,True,True,True
1049,59,orchid_engine,orchid lamp,Dax,Dax,engine heat,0.0825,0.0,0.446,0.479,comfort:0.44,route changed through shelter,True,True,True,True
1050,59,moss_ward,lamp hook,Ari,Tala,rain,-0.0375,0.192,0.633,0.65316,safety:0.44,route changed through shelter,True,True,True,True
1051,59,glass_harbor,brass lantern,Nia,Nia,clear,0.022,0.0,0.668,0.6592,route light:0.44,route changed through shelter,True,True,True,True
1052,59,cinder_garden,seed tray,Pax,Pax,cold night,-0.09,0.008,0.34,0.30526,food:0.44,loan continues with weather tag,True,True,True,True
1053,59,lichen_bridge,meal ledger,Sol,Rin,hail,-0.105,0.108,0.59718,0.648,nutrition:0.44,route changed through shelter,True,True,True,True
1055,59,moss_ward,moss cart,Milo,Ari,rain,-0.055,0.192,0.63468,0.65484,transport:0.44,route changed through shelter,True,True,True,True
1057,59,cinder_garden,shade pole,Vale,Vale,cold night,-0.09,0.008,0.31,0.274,shelter:0.44,loan delayed until weather clears,True,True,True,True
1058,59,lichen_bridge,rope kit,Luma,Sol,hail,-0.105,0.108,0.6185,0.65484,repair:0.44,route changed through shelter,True,True,True,True
1059,59,orchid_engine,meal box,Eli,Bea,engine heat,0.0825,0.0,0.575,0.608,food:0.44,route changed through shelter,True,True,True,True
1060,59,moss_ward,water jar,Fay,Fay,rain,-0.0375,0.192,0.668,0.668,hydration:0.44,route changed through shelter,True,True,True,True
1061,59,glass_harbor,net spool,Oren,Puck,clear,0.015,0.0,0.574,0.568,repair:0.44,route changed through shelter,True,True,True,True
1062,60,lichen_bridge,signal bell,Rin,Luma,rain,-0.055,0.192,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
1063,60,orchid_engine,orchid lamp,Dax,Dax,clear,0.015,0.0,0.596,0.602,comfort:0.44,route changed through shelter,True,True,True,True
1065,60,glass_harbor,brass lantern,Nia,Nia,spray,-0.055,0.096,0.6252,0.65728,route light:0.44,route changed through shelter,True,True,True,True
1066,60,cinder_garden,seed tray,Pax,Pax,heat,0.09,0.0,0.14376,0.17976,food:0.44,loan continues with weather tag,True,True,True,True
1067,60,lichen_bridge,meal ledger,Sol,Rin,rain,-0.0375,0.192,0.668,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
1069,60,moss_ward,moss cart,Milo,Ari,clear,0.022,0.0,0.668,0.6592,transport:0.44,route changed through shelter,True,True,True,True
1070,60,glass_harbor,tea kettle,Sera,Oren,spray,-0.0375,0.096,0.634,0.65908,comfort:0.44,route changed through shelter,True,True,True,True
1071,60,cinder_garden,shade pole,Vale,Vale,heat,0.09,0.0,0.274,0.31,shelter:0.44,loan delayed until weather clears,True,True,True,True
1072,60,lichen_bridge,rope kit,Luma,Sol,rain,-0.0375,0.192,0.65484,0.668,repair:0.44,route changed through shelter,True,True,True,True
1073,60,orchid_engine,meal box,Eli,Bea,clear,0.015,0.0,0.608,0.614,food:0.44,route changed through shelter,True,True,True,True
1075,60,glass_harbor,net spool,Oren,Puck,spray,-0.0375,0.096,0.568,0.59308,repair:0.44,route changed through shelter,True,True,True,True
1076,60,cinder_garden,ash broom,Wren,Wren,heat,0.09,0.0,0.2235,0.2595,cleaning:0.44,loan continues with weather tag,True,True,True,True
1077,60,lichen_bridge,signal bell,Rin,Kio,rain,-0.055,0.192,0.658,0.668,warning:0.44,route changed through shelter,True,True,True,True
1079,60,moss_ward,lamp hook,Ari,Milo,clear,0.015,0.0,0.6095,0.6035,safety:0.44,route changed through shelter,True,True,True,True
1081,61,lichen_bridge,meal ledger,Sol,Rin,cold fog,-0.075,0.088,0.668,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
1082,61,orchid_engine,valve key,Bea,Eli,drizzle,-0.03,0.08,0.561,0.5574,repair:0.44,route changed through shelter,True,True,True,True
1083,61,moss_ward,moss cart,Milo,Ari,mist,-0.033,0.064,0.6252,0.64512,transport:0.44,route changed through shelter,True,True,True,True
1084,61,glass_harbor,tea kettle,Sera,Oren,sleet,-0.0975,0.216,0.608,0.647,comfort:0.44,route changed through shelter,True,True,True,True
1085,61,cinder_garden,shade pole,Vale,Vale,clear,0.015,0.0,0.34,0.34,shelter:0.44,loan delayed until weather clears,True,True,True,True
1086,61,lichen_bridge,rope kit,Luma,Sol,cold fog,-0.075,0.088,0.608,0.638,repair:0.44,route changed through shelter,True,True,True,True
1087,61,orchid_engine,meal box,Eli,Bea,drizzle,-0.03,0.08,0.606,0.6024,food:0.44,route changed through shelter,True,True,True,True
1088,61,moss_ward,water jar,Fay,Fay,mist,-0.0225,0.064,0.6095,0.62522,hydration:0.44,route changed through shelter,True,True,True,True
1089,61,glass_harbor,net spool,Oren,Puck,sleet,-0.0975,0.216,0.59308,0.636,repair:0.44,route changed through shelter,True,True,True,True
1091,61,lichen_bridge,signal bell,Rin,Kio,cold fog,-0.11,0.088,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
1092,61,orchid_engine,orchid lamp,Dax,Cai,drizzle,-0.03,0.08,0.606,0.6024,comfort:0.44,route changed through shelter,True,True,True,True
1093,61,moss_ward,lamp hook,Ari,Milo,mist,-0.0225,0.064,0.6035,0.61922,safety:0.44,route changed through shelter,True,True,True,True
1094,61,glass_harbor,brass lantern,Nia,Sera,sleet,-0.143,0.216,0.663,0.668,route light:0.44,route changed through shelter,True,True,True,True
1095,61,cinder_garden,seed tray,Pax,Juno,clear,0.015,0.0,0.279,0.285,food:0.44,loan continues with weather tag,True,True,True,True
1096,61,lichen_bridge,meal ledger,Sol,Luma,cold fog,-0.075,0.088,0.668,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
1097,61,orchid_engine,valve key,Bea,Dax,drizzle,-0.03,0.08,0.556,0.551,repair:0.44,route changed through shelter,True,True,True,True
1098,62,glass_harbor,tea kettle,Sera,Oren,wind,-0.03,0.016,0.668,0.668,comfort:0.44,route changed through shelter,True,True,True,True
1099,62,cinder_garden,shade pole,Vale,Vale,dry gale,0.015,0.0,0.34,0.34,shelter:0.44,loan delayed until weather clears,True,True,True,True
1100,62,lichen_bridge,rope kit,Luma,Sol,crosswind,-0.0225,0.016,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
1101,62,orchid_engine,meal box,Eli,Bea,steam leak,0.0525,0.112,0.596,0.617,food:0.44,route changed through shelter,True,True,True,True
1102,62,moss_ward,water jar,Fay,Fay,cold rain,-0.0825,0.24,0.66422,0.668,hydration:0.44,route changed through shelter,True,True,True,True
1103,62,glass_harbor,net spool,Oren,Puck,wind,-0.03,0.016,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
1104,62,cinder_garden,ash broom,Wren,Wren,dry gale,0.015,0.0,0.276,0.282,cleaning:0.44,loan continues with weather tag,True,True,True,True
1105,62,lichen_bridge,signal bell,Rin,Kio,crosswind,-0.033,0.016,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
1106,62,orchid_engine,orchid lamp,Dax,Cai,steam leak,0.0525,0.112,0.596,0.617,comfort:0.44,route changed through shelter,True,True,True,True
1107,62,moss_ward,lamp hook,Ari,Milo,cold rain,-0.0825,0.24,0.61922,0.66142,safety:0.44,route changed through shelter,True,True,True,True
1108,62,glass_harbor,brass lantern,Nia,Sera,wind,-0.044,0.016,0.668,0.668,route light:0.44,route changed through shelter,True,True,True,True
1109,62,cinder_garden,seed tray,Pax,Juno,dry gale,0.015,0.0,0.285,0.291,food:0.44,loan continues with weather tag,True,True,True,True
1110,62,lichen_bridge,meal ledger,Sol,Luma,crosswind,-0.0225,0.016,0.668,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
1111,62,orchid_engine,valve key,Bea,Dax,steam leak,0.0525,0.112,0.551,0.572,repair:0.44,route changed through shelter,True,True,True,True
1112,62,moss_ward,moss cart,Milo,Tala,cold rain,-0.121,0.24,0.668,0.668,transport:0.44,route changed through shelter,True,True,True,True
1113,62,glass_harbor,tea kettle,Sera,Nia,wind,-0.03,0.016,0.648,0.66,comfort:0.44,route changed through shelter,True,True,True,True
1114,62,cinder_garden,shade pole,Vale,Pax,dry gale,0.015,0.0,0.34,0.34,shelter:0.44,loan continues with weather tag,True,True,True,True
1115,62,lichen_bridge,rope kit,Luma,Rin,crosswind,-0.0225,0.016,0.5925,0.60318,repair:0.44,route changed through shelter,True,True,True,True
1116,63,moss_ward,water jar,Fay,Fay,wind,-0.03,0.016,0.668,0.668,hydration:0.44,route changed through shelter,True,True,True,True
1117,63,glass_harbor,net spool,Oren,Puck,fog,-0.03,0.056,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
1118,63,cinder_garden,ash broom,Wren,Wren,dust wind,0.0375,0.0,0.337,0.34,cleaning:0.44,loan continues with weather tag,True,True,True,True
1119,63,lichen_bridge,signal bell,Rin,Kio,clear,0.022,0.0,0.6525,0.6437,warning:0.44,route changed through shelter,True,True,True,True
1120,63,orchid_engine,orchid lamp,Dax,Cai,cold draft,-0.0675,0.016,0.603,0.576,comfort:0.44,route changed through shelter,True,True,True,True
1121,63,moss_ward,lamp hook,Ari,Milo,wind,-0.03,0.016,0.668,0.668,safety:0.44,route changed through shelter,True,True,True,True
1122,63,glass_harbor,brass lantern,Nia,Sera,fog,-0.044,0.056,0.608,0.6256,route light:0.44,route changed through shelter,True,True,True,True
1123,63,cinder_garden,seed tray,Pax,Juno,dust wind,0.0375,0.0,0.34,0.34,food:0.44,loan continues with weather tag,True,True,True,True
1125,63,orchid_engine,valve key,Bea,Dax,cold draft,-0.0675,0.016,0.572,0.545,repair:0.44,route changed through shelter,True,True,True,True
1126,63,moss_ward,moss cart,Milo,Tala,wind,-0.044,0.016,0.668,0.668,transport:0.44,route changed through shelter,True,True,True,True
1127,63,glass_harbor,tea kettle,Sera,Nia,fog,-0.03,0.056,0.66,0.668,comfort:0.44,route changed through shelter,True,True,True,True
1128,63,cinder_garden,shade pole,Vale,Pax,dust wind,0.0375,0.0,0.34,0.34,shelter:0.44,loan continues with weather tag,True,True,True,True
1129,63,lichen_bridge,rope kit,Luma,Rin,clear,0.015,0.0,0.60318,0.59718,repair:0.44,route changed through shelter,True,True,True,True
1130,63,orchid_engine,meal box,Eli,Eli,cold draft,-0.0675,0.016,0.621,0.594,food:0.44,route changed through shelter,True,True,True,True
1131,63,moss_ward,water jar,Fay,Ari,wind,-0.03,0.016,0.6575,0.65918,hydration:0.44,route changed through shelter,True,True,True,True
1132,63,glass_harbor,net spool,Oren,Oren,fog,-0.03,0.056,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
1133,63,cinder_garden,ash broom,Wren,Vale,dust wind,0.0375,0.0,0.34,0.34,cleaning:0.44,loan continues with weather tag,True,False,True,True
1135,64,moss_ward,lamp hook,Ari,Milo,rain,-0.0375,0.192,0.633,0.65316,safety:0.44,route changed through shelter,True,True,True,True
1137,64,cinder_garden,seed tray,Pax,Juno,cold night,-0.09,0.008,0.34,0.30526,food:0.44,loan continues with weather tag,True,True,True,True
1138,64,lichen_bridge,meal ledger,Sol,Luma,hail,-0.105,0.108,0.5585,0.61184,nutrition:0.44,route changed through shelter,True,True,True,True
1139,64,orchid_engine,valve key,Bea,Dax,engine heat,0.0825,0.0,0.455,0.488,repair:0.44,route changed through shelter,True,True,True,True
1140,64,moss_ward,moss cart,Milo,Tala,rain,-0.055,0.192,0.6575,0.668,transport:0.44,route changed through shelter,True,True,True,True
1141,64,glass_harbor,tea kettle,Sera,Nia,clear,0.015,0.0,0.668,0.662,comfort:0.44,route changed through shelter,True,True,True,True
1142,64,cinder_garden,shade pole,Vale,Pax,cold night,-0.09,0.008,0.295,0.26026,shelter:0.44,loan continues with weather tag,True,True,True,True
1143,64,lichen_bridge,rope kit,Luma,Rin,hail,-0.105,0.108,0.59718,0.648,repair:0.44,route changed through shelter,True,True,True,True
1145,64,moss_ward,water jar,Fay,Ari,rain,-0.0375,0.192,0.65918,0.668,hydration:0.44,route changed through shelter,True,True,True,True
1147,64,cinder_garden,ash broom,Wren,Vale,cold night,-0.09,0.008,0.34,0.30526,cleaning:0.44,loan continues with weather tag,True,True,True,True
1148,64,lichen_bridge,signal bell,Rin,Sol,hail,-0.154,0.108,0.6185,0.65484,warning:0.44,route changed through shelter,True,True,True,True
1149,64,orchid_engine,orchid lamp,Dax,Bea,engine heat,0.0825,0.0,0.62,0.62,comfort:0.44,route changed through shelter,True,True,True,True
1150,64,moss_ward,lamp hook,Ari,Fay,rain,-0.0375,0.192,0.6435,0.66366,safety:0.44,route changed through shelter,True,True,True,True
1151,64,glass_harbor,brass lantern,Nia,Puck,clear,0.022,0.0,0.574,0.5652,route light:0.44,route changed through shelter,True,True,True,True
1152,65,lichen_bridge,meal ledger,Sol,Luma,rain,-0.0375,0.192,0.668,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
1153,65,orchid_engine,valve key,Bea,Dax,clear,0.015,0.0,0.605,0.611,repair:0.44,route changed through shelter,True,True,True,True
1155,65,glass_harbor,tea kettle,Sera,Nia,spray,-0.0375,0.096,0.628,0.65308,comfort:0.44,route changed through shelter,True,True,True,True
1156,65,cinder_garden,shade pole,Vale,Pax,heat,0.09,0.0,0.14376,0.17976,shelter:0.44,loan continues with weather tag,True,True,True,True
1157,65,lichen_bridge,rope kit,Luma,Rin,rain,-0.0375,0.192,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
1159,65,moss_ward,water jar,Fay,Ari,clear,0.015,0.0,0.668,0.662,hydration:0.44,route changed through shelter,True,True,True,True
1160,65,glass_harbor,net spool,Oren,Oren,spray,-0.0375,0.096,0.634,0.65908,repair:0.44,route changed through shelter,True,True,True,True
1161,65,cinder_garden,ash broom,Wren,Vale,heat,0.09,0.0,0.30526,0.34126,cleaning:0.44,loan continues with weather tag,True,True,True,True
1162,65,lichen_bridge,signal bell,Rin,Sol,rain,-0.055,0.192,0.65484,0.668,warning:0.44,route changed through shelter,True,True,True,True
1163,65,orchid_engine,orchid lamp,Dax,Bea,clear,0.015,0.0,0.62,0.62,comfort:0.44,route changed through shelter,True,True,True,True
1165,65,glass_harbor,brass lantern,Nia,Puck,spray,-0.055,0.096,0.5652,0.59728,route light:0.44,route changed through shelter,True,True,True,True
1166,65,cinder_garden,seed tray,Pax,Wren,heat,0.09,0.0,0.2235,0.2595,food:0.44,loan continues with weather tag,True,False,True,True
1167,65,lichen_bridge,meal ledger,Sol,Kio,rain,-0.0375,0.192,0.668,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
1169,65,moss_ward,moss cart,Milo,Milo,clear,0.022,0.0,0.634,0.6252,transport:0.44,route changed through shelter,True,True,True,True
1171,66,lichen_bridge,rope kit,Luma,Rin,cold fog,-0.075,0.088,0.608,0.638,repair:0.44,route changed through shelter,True,True,True,True
1172,66,orchid_engine,meal box,Eli,Eli,drizzle,-0.03,0.08,0.581,0.5774,food:0.44,route changed through shelter,True,True,True,True
1173,66,moss_ward,water jar,Fay,Ari,mist,-0.0225,0.064,0.6035,0.61922,hydration:0.44,route changed through shelter,True,True,True,True
1174,66,glass_harbor,net spool,Oren,Oren,sleet,-0.0975,0.216,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
1175,66,cinder_garden,ash broom,Wren,Vale,clear,0.015,0.0,0.34,0.34,cleaning:0.44,loan continues with weather tag,True,True,True,True
1176,66,lichen_bridge,signal bell,Rin,Sol,cold fog,-0.11,0.088,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
1177,66,orchid_engine,orchid lamp,Dax,Bea,drizzle,-0.03,0.08,0.606,0.6024,comfort:0.44,route changed through shelter,True,True,True,True
1178,66,moss_ward,lamp hook,Ari,Fay,mist,-0.0225,0.064,0.62966,0.64538,safety:0.44,route changed through shelter,True,True,True,True
1179,66,glass_harbor,brass lantern,Nia,Puck,sleet,-0.143,0.216,0.59728,0.6584,route light:0.44,route changed through shelter,True,True,True,True
1181,66,lichen_bridge,meal ledger,Sol,Kio,cold fog,-0.075,0.088,0.668,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
1182,66,orchid_engine,valve key,Bea,Cai,drizzle,-0.03,0.08,0.606,0.6024,repair:0.44,route changed through shelter,True,True,True,True
1183,66,moss_ward,moss cart,Milo,Milo,mist,-0.033,0.064,0.6252,0.64512,transport:0.44,route changed through shelter,True,True,True,True
1184,66,glass_harbor,tea kettle,Sera,Sera,sleet,-0.0975,0.216,0.6606,0.668,comfort:0.44,route changed through shelter,True,True,True,True
1185,66,cinder_garden,shade pole,Vale,Juno,clear,0.015,0.0,0.279,0.285,shelter:0.44,loan continues with weather tag,True,True,True,True
1186,66,lichen_bridge,rope kit,Luma,Luma,cold fog,-0.075,0.088,0.608,0.638,repair:0.44,route changed through shelter,True,True,True,True
1187,66,orchid_engine,meal box,Eli,Dax,drizzle,-0.03,0.08,0.556,0.551,food:0.44,route changed through shelter,True,True,True,True
1188,67,glass_harbor,net spool,Oren,Oren,wind,-0.03,0.016,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
1189,67,cinder_garden,ash broom,Wren,Vale,dry gale,0.015,0.0,0.295,0.301,cleaning:0.44,loan continues with weather tag,True,True,True,True
1190,67,lichen_bridge,signal bell,Rin,Sol,crosswind,-0.033,0.016,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
1191,67,orchid_engine,orchid lamp,Dax,Bea,steam leak,0.0525,0.112,0.596,0.617,comfort:0.44,route changed through shelter,True,True,True,True
1192,67,moss_ward,lamp hook,Ari,Fay,cold rain,-0.0825,0.24,0.668,0.668,safety:0.44,route changed through shelter,True,True,True,True
1193,67,glass_harbor,brass lantern,Nia,Puck,wind,-0.044,0.016,0.668,0.668,route light:0.44,route changed through shelter,True,True,True,True
1194,67,cinder_garden,seed tray,Pax,Wren,dry gale,0.015,0.0,0.276,0.282,food:0.44,loan continues with weather tag,True,True,True,True
1195,67,lichen_bridge,meal ledger,Sol,Kio,crosswind,-0.0225,0.016,0.668,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
1196,67,orchid_engine,valve key,Bea,Cai,steam leak,0.0525,0.112,0.551,0.572,repair:0.44,route changed through shelter,True,True,True,True
