tick,day,slot,resident,room,canvas_focus,conversation_frame,sensory_frame,gesture_frame,inventory_frame,minigame_frame,consequence_frame,replay_frame_key,boundary_visible
1090,61,10,Fay,tool alcove,Fay@tool alcove,1090,1090,1090,1090,1090,1090,v57-replay-01090,True
1091,61,11,Milo,fiber loft,Milo@fiber loft,1091,1091,1091,1091,1091,1091,v57-replay-01091,True
1092,61,12,Sera,glasshouse,Sera@glasshouse,1092,1092,1092,1092,1092,1092,v57-replay-01092,True
1093,61,13,Tovan,river gate,Tovan@river gate,1093,1093,1093,1093,1093,1093,v57-replay-01093,True
1094,61,14,Nia,west hearth,Nia@west hearth,1094,1094,1094,1094,1094,1094,v57-replay-01094,True
1095,61,15,Ari,rain court,Ari@rain court,1095,1095,1095,1095,1095,1095,v57-replay-01095,True
1096,61,16,Fay,tool alcove,Fay@tool alcove,1096,1096,1096,1096,1096,1096,v57-replay-01096,True
1097,61,17,Milo,fiber loft,Milo@fiber loft,1097,1097,1097,1097,1097,1097,v57-replay-01097,True
1098,62,0,Sera,river gate,Sera@river gate,1098,1098,1098,1098,1098,1098,v57-replay-01098,True
1099,62,1,Tovan,west hearth,Tovan@west hearth,1099,1099,1099,1099,1099,1099,v57-replay-01099,True
1100,62,2,Nia,rain court,Nia@rain court,1100,1100,1100,1100,1100,1100,v57-replay-01100,True
1101,62,3,Ari,tool alcove,Ari@tool alcove,1101,1101,1101,1101,1101,1101,v57-replay-01101,True
1102,62,4,Fay,fiber loft,Fay@fiber loft,1102,1102,1102,1102,1102,1102,v57-replay-01102,True
1103,62,5,Milo,glasshouse,Milo@glasshouse,1103,1103,1103,1103,1103,1103,v57-replay-01103,True
1104,62,6,Sera,river gate,Sera@river gate,1104,1104,1104,1104,1104,1104,v57-replay-01104,True
1105,62,7,Tovan,west hearth,Tovan@west hearth,1105,1105,1105,1105,1105,1105,v57-replay-01105,True
1106,62,8,Nia,rain court,Nia@rain court,1106,1106,1106,1106,1106,1106,v57-replay-01106,True
1107,62,9,Ari,tool alcove,Ari@tool alcove,1107,1107,1107,1107,1107,1107,v57-replay-01107,True
1108,62,10,Fay,fiber loft,Fay@fiber loft,1108,1108,1108,1108,1108,1108,v57-replay-01108,True
1109,62,11,Milo,glasshouse,Milo@glasshouse,1109,1109,1109,1109,1109,1109,v57-replay-01109,True
1110,62,12,Sera,river gate,Sera@river gate,1110,1110,1110,1110,1110,1110,v57-replay-01110,True
1111,62,13,Tovan,west hearth,Tovan@west hearth,1111,1111,1111,1111,1111,1111,v57-replay-01111,True
1112,62,14,Nia,rain court,Nia@rain court,1112,1112,1112,1112,1112,1112,v57-replay-01112,True
1113,62,15,Ari,tool alcove,Ari@tool alcove,1113,1113,1113,1113,1113,1113,v57-replay-01113,True
1114,62,16,Fay,fiber loft,Fay@fiber loft,1114,1114,1114,1114,1114,1114,v57-replay-01114,True
1115,62,17,Milo,glasshouse,Milo@glasshouse,1115,1115,1115,1115,1115,1115,v57-replay-01115,True
1116,63,0,Sera,west hearth,Sera@west hearth,1116,1116,1116,1116,1116,1116,v57-replay-01116,True
1117,63,1,Tovan,rain court,Tovan@rain court,1117,1117,1117,1117,1117,1117,v57-replay-01117,True
1118,63,2,Nia,tool alcove,Nia@tool alcove,1118,1118,1118,1118,1118,1118,v57-replay-01118,True
1119,63,3,Ari,fiber loft,Ari@fiber loft,1119,1119,1119,1119,1119,1119,v57-replay-01119,True
1120,63,4,Fay,glasshouse,Fay@glasshouse,1120,1120,1120,1120,1120,1120,v57-replay-01120,True
1121,63,5,Milo,river gate,Milo@river gate,1121,1121,1121,1121,1121,1121,v57-replay-01121,True
1122,63,6,Sera,west hearth,Sera@west hearth,1122,1122,1122,1122,1122,1122,v57-replay-01122,True
1123,63,7,Tovan,rain court,Tovan@rain court,1123,1123,1123,1123,1123,1123,v57-replay-01123,True
1124,63,8,Nia,tool alcove,Nia@tool alcove,1124,1124,1124,1124,1124,1124,v57-replay-01124,True
1125,63,9,Ari,fiber loft,Ari@fiber loft,1125,1125,1125,1125,1125,1125,v57-replay-01125,True
1126,63,10,Fay,glasshouse,Fay@glasshouse,1126,1126,1126,1126,1126,1126,v57-replay-01126,True
1127,63,11,Milo,river gate,Milo@river gate,1127,1127,1127,1127,1127,1127,v57-replay-01127,True
1128,63,12,Sera,west hearth,Sera@west hearth,1128,1128,1128,1128,1128,1128,v57-replay-01128,True
1129,63,13,Tovan,rain court,Tovan@rain court,1129,1129,1129,1129,1129,1129,v57-replay-01129,True
1130,63,14,Nia,tool alcove,Nia@tool alcove,1130,1130,1130,1130,1130,1130,v57-replay-01130,True
1131,63,15,Ari,fiber loft,Ari@fiber loft,1131,1131,1131,1131,1131,1131,v57-replay-01131,True
1132,63,16,Fay,glasshouse,Fay@glasshouse,1132,1132,1132,1132,1132,1132,v57-replay-01132,True
1133,63,17,Milo,river gate,Milo@river gate,1133,1133,1133,1133,1133,1133,v57-replay-01133,True
1134,64,0,Sera,rain court,Sera@rain court,1134,1134,1134,1134,1134,1134,v57-replay-01134,True
1135,64,1,Tovan,tool alcove,Tovan@tool alcove,1135,1135,1135,1135,1135,1135,v57-replay-01135,True
1136,64,2,Nia,fiber loft,Nia@fiber loft,1136,1136,1136,1136,1136,1136,v57-replay-01136,True
1137,64,3,Ari,glasshouse,Ari@glasshouse,1137,1137,1137,1137,1137,1137,v57-replay-01137,True
1138,64,4,Fay,river gate,Fay@river gate,1138,1138,1138,1138,1138,1138,v57-replay-01138,True
1139,64,5,Milo,west hearth,Milo@west hearth,1139,1139,1139,1139,1139,1139,v57-replay-01139,True
1140,64,6,Sera,rain court,Sera@rain court,1140,1140,1140,1140,1140,1140,v57-replay-01140,True
1141,64,7,Tovan,tool alcove,Tovan@tool alcove,1141,1141,1141,1141,1141,1141,v57-replay-01141,True
1142,64,8,Nia,fiber loft,Nia@fiber loft,1142,1142,1142,1142,1142,1142,v57-replay-01142,True
1143,64,9,Ari,glasshouse,Ari@glasshouse,1143,1143,1143,1143,1143,1143,v57-replay-01143,True
1144,64,10,Fay,river gate,Fay@river gate,1144,1144,1144,1144,1144,1144,v57-replay-01144,True
1145,64,11,Milo,west hearth,Milo@west hearth,1145,1145,1145,1145,1145,1145,v57-replay-01145,True
1146,64,12,Sera,rain court,Sera@rain court,1146,1146,1146,1146,1146,1146,v57-replay-01146,True
1147,64,13,Tovan,tool alcove,Tovan@tool alcove,1147,1147,1147,1147,1147,1147,v57-replay-01147,True
1148,64,14,Nia,fiber loft,Nia@fiber loft,1148,1148,1148,1148,1148,1148,v57-replay-01148,True
1149,64,15,Ari,glasshouse,Ari@glasshouse,1149,1149,1149,1149,1149,1149,v57-replay-01149,True
1150,64,16,Fay,river gate,Fay@river gate,1150,1150,1150,1150,1150,1150,v57-replay-01150,True
1151,64,17,Milo,west hearth,Milo@west hearth,1151,1151,1151,1151,1151,1151,v57-replay-01151,True
1152,65,0,Sera,tool alcove,Sera@tool alcove,1152,1152,1152,1152,1152,1152,v57-replay-01152,True
1153,65,1,Tovan,fiber loft,Tovan@fiber loft,1153,1153,1153,1153,1153,1153,v57-replay-01153,True
1154,65,2,Nia,glasshouse,Nia@glasshouse,1154,1154,1154,1154,1154,1154,v57-replay-01154,True
1155,65,3,Ari,river gate,Ari@river gate,1155,1155,1155,1155,1155,1155,v57-replay-01155,True
1156,65,4,Fay,west hearth,Fay@west hearth,1156,1156,1156,1156,1156,1156,v57-replay-01156,True
1157,65,5,Milo,rain court,Milo@rain court,1157,1157,1157,1157,1157,1157,v57-replay-01157,True
1158,65,6,Sera,tool alcove,Sera@tool alcove,1158,1158,1158,1158,1158,1158,v57-replay-01158,True
1159,65,7,Tovan,fiber loft,Tovan@fiber loft,1159,1159,1159,1159,1159,1159,v57-replay-01159,True
1160,65,8,Nia,glasshouse,Nia@glasshouse,1160,1160,1160,1160,1160,1160,v57-replay-01160,True
1161,65,9,Ari,river gate,Ari@river gate,1161,1161,1161,1161,1161,1161,v57-replay-01161,True
1162,65,10,Fay,west hearth,Fay@west hearth,1162,1162,1162,1162,1162,1162,v57-replay-01162,True
1163,65,11,Milo,rain court,Milo@rain court,1163,1163,1163,1163,1163,1163,v57-replay-01163,True
1164,65,12,Sera,tool alcove,Sera@tool alcove,1164,1164,1164,1164,1164,1164,v57-replay-01164,True
1165,65,13,Tovan,fiber loft,Tovan@fiber loft,1165,1165,1165,1165,1165,1165,v57-replay-01165,True
1166,65,14,Nia,glasshouse,Nia@glasshouse,1166,1166,1166,1166,1166,1166,v57-replay-01166,True
1167,65,15,Ari,river gate,Ari@river gate,1167,1167,1167,1167,1167,1167,v57-replay-01167,True
1168,65,16,Fay,west hearth,Fay@west hearth,1168,1168,1168,1168,1168,1168,v57-replay-01168,True
1169,65,17,Milo,rain court,Milo@rain court,1169,1169,1169,1169,1169,1169,v57-replay-01169,True
1170,66,0,Sera,fiber loft,Sera@fiber loft,1170,1170,1170,1170,1170,1170,v57-replay-01170,True
1171,66,1,Tovan,glasshouse,Tovan@glasshouse,1171,1171,1171,1171,1171,1171,v57-replay-01171,True
1172,66,2,Nia,river gate,Nia@river gate,1172,1172,1172,1172,1172,1172,v57-replay-01172,True
1173,66,3,Ari,west hearth,Ari@west hearth,1173,1173,1173,1173,1173,1173,v57-replay-01173,True
1174,66,4,Fay,rain court,Fay@rain court,1174,1174,1174,1174,1174,1174,v57-replay-01174,True
1175,66,5,Milo,tool alcove,Milo@tool alcove,1175,1175,1175,1175,1175,1175,v57-replay-01175,True
1176,66,6,Sera,fiber loft,Sera@fiber loft,1176,1176,1176,1176,1176,1176,v57-replay-01176,True
1177,66,7,Tovan,glasshouse,Tovan@glasshouse,1177,1177,1177,1177,1177,1177,v57-replay-01177,True
1178,66,8,Nia,river gate,Nia@river gate,1178,1178,1178,1178,1178,1178,v57-replay-01178,True
1179,66,9,Ari,west hearth,Ari@west hearth,1179,1179,1179,1179,1179,1179,v57-replay-01179,True
1180,66,10,Fay,rain court,Fay@rain court,1180,1180,1180,1180,1180,1180,v57-replay-01180,True
1181,66,11,Milo,tool alcove,Milo@tool alcove,1181,1181,1181,1181,1181,1181,v57-replay-01181,True
1182,66,12,Sera,fiber loft,Sera@fiber loft,1182,1182,1182,1182,1182,1182,v57-replay-01182,True
1183,66,13,Tovan,glasshouse,Tovan@glasshouse,1183,1183,1183,1183,1183,1183,v57-replay-01183,True
1184,66,14,Nia,river gate,Nia@river gate,1184,1184,1184,1184,1184,1184,v57-replay-01184,True
1185,66,15,Ari,west hearth,Ari@west hearth,1185,1185,1185,1185,1185,1185,v57-replay-01185,True
1186,66,16,Fay,rain court,Fay@rain court,1186,1186,1186,1186,1186,1186,v57-replay-01186,True
1187,66,17,Milo,tool alcove,Milo@tool alcove,1187,1187,1187,1187,1187,1187,v57-replay-01187,True
1188,67,0,Sera,glasshouse,Sera@glasshouse,1188,1188,1188,1188,1188,1188,v57-replay-01188,True
1189,67,1,Tovan,river gate,Tovan@river gate,1189,1189,1189,1189,1189,1189,v57-replay-01189,True
1190,67,2,Nia,west hearth,Nia@west hearth,1190,1190,1190,1190,1190,1190,v57-replay-01190,True
1191,67,3,Ari,rain court,Ari@rain court,1191,1191,1191,1191,1191,1191,v57-replay-01191,True
1192,67,4,Fay,tool alcove,Fay@tool alcove,1192,1192,1192,1192,1192,1192,v57-replay-01192,True
1193,67,5,Milo,fiber loft,Milo@fiber loft,1193,1193,1193,1193,1193,1193,v57-replay-01193,True
1194,67,6,Sera,glasshouse,Sera@glasshouse,1194,1194,1194,1194,1194,1194,v57-replay-01194,True
1195,67,7,Tovan,river gate,Tovan@river gate,1195,1195,1195,1195,1195,1195,v57-replay-01195,True
1196,67,8,Nia,west hearth,Nia@west hearth,1196,1196,1196,1196,1196,1196,v57-replay-01196,True
1197,67,9,Ari,rain court,Ari@rain court,1197,1197,1197,1197,1197,1197,v57-replay-01197,True
1198,67,10,Fay,tool alcove,Fay@tool alcove,1198,1198,1198,1198,1198,1198,v57-replay-01198,True
1199,67,11,Milo,fiber loft,Milo@fiber loft,1199,1199,1199,1199,1199,1199,v57-replay-01199,True
1200,67,12,Sera,glasshouse,Sera@glasshouse,1200,1200,1200,1200,1200,1200,v57-replay-01200,True
1201,67,13,Tovan,river gate,Tovan@river gate,1201,1201,1201,1201,1201,1201,v57-replay-01201,True
1202,67,14,Nia,west hearth,Nia@west hearth,1202,1202,1202,1202,1202,1202,v57-replay-01202,True
1203,67,15,Ari,rain court,Ari@rain court,1203,1203,1203,1203,1203,1203,v57-replay-01203,True
1204,67,16,Fay,tool alcove,Fay@tool alcove,1204,1204,1204,1204,1204,1204,v57-replay-01204,True
1205,67,17,Milo,fiber loft,Milo@fiber loft,1205,1205,1205,1205,1205,1205,v57-replay-01205,True
1206,68,0,Sera,river gate,Sera@river gate,1206,1206,1206,1206,1206,1206,v57-replay-01206,True
1207,68,1,Tovan,west hearth,Tovan@west hearth,1207,1207,1207,1207,1207,1207,v57-replay-01207,True
1208,68,2,Nia,rain court,Nia@rain court,1208,1208,1208,1208,1208,1208,v57-replay-01208,True
1209,68,3,Ari,tool alcove,Ari@tool alcove,1209,1209,1209,1209,1209,1209,v57-replay-01209,True
1210,68,4,Fay,fiber loft,Fay@fiber loft,1210,1210,1210,1210,1210,1210,v57-replay-01210,True
1211,68,5,Milo,glasshouse,Milo@glasshouse,1211,1211,1211,1211,1211,1211,v57-replay-01211,True
1212,68,6,Sera,river gate,Sera@river gate,1212,1212,1212,1212,1212,1212,v57-replay-01212,True
1213,68,7,Tovan,west hearth,Tovan@west hearth,1213,1213,1213,1213,1213,1213,v57-replay-01213,True
1214,68,8,Nia,rain court,Nia@rain court,1214,1214,1214,1214,1214,1214,v57-replay-01214,True
1215,68,9,Ari,tool alcove,Ari@tool alcove,1215,1215,1215,1215,1215,1215,v57-replay-01215,True
1216,68,10,Fay,fiber loft,Fay@fiber loft,1216,1216,1216,1216,1216,1216,v57-replay-01216,True
1217,68,11,Milo,glasshouse,Milo@glasshouse,1217,1217,1217,1217,1217,1217,v57-replay-01217,True
1218,68,12,Sera,river gate,Sera@river gate,1218,1218,1218,1218,1218,1218,v57-replay-01218,True
1219,68,13,Tovan,west hearth,Tovan@west hearth,1219,1219,1219,1219,1219,1219,v57-replay-01219,True
1220,68,14,Nia,rain court,Nia@rain court,1220,1220,1220,1220,1220,1220,v57-replay-01220,True
1221,68,15,Ari,tool alcove,Ari@tool alcove,1221,1221,1221,1221,1221,1221,v57-replay-01221,True
1222,68,16,Fay,fiber loft,Fay@fiber loft,1222,1222,1222,1222,1222,1222,v57-replay-01222,True
1223,68,17,Milo,glasshouse,Milo@glasshouse,1223,1223,1223,1223,1223,1223,v57-replay-01223,True
1224,69,0,Sera,west hearth,Sera@west hearth,1224,1224,1224,1224,1224,1224,v57-replay-01224,True
1225,69,1,Tovan,rain court,Tovan@rain court,1225,1225,1225,1225,1225,1225,v57-replay-01225,True
1226,69,2,Nia,tool alcove,Nia@tool alcove,1226,1226,1226,1226,1226,1226,v57-replay-01226,True
1227,69,3,Ari,fiber loft,Ari@fiber loft,1227,1227,1227,1227,1227,1227,v57-replay-01227,True
1228,69,4,Fay,glasshouse,Fay@glasshouse,1228,1228,1228,1228,1228,1228,v57-replay-01228,True
1229,69,5,Milo,river gate,Milo@river gate,1229,1229,1229,1229,1229,1229,v57-replay-01229,True
1230,69,6,Sera,west hearth,Sera@west hearth,1230,1230,1230,1230,1230,1230,v57-replay-01230,True
1231,69,7,Tovan,rain court,Tovan@rain court,1231,1231,1231,1231,1231,1231,v57-replay-01231,True
1232,69,8,Nia,tool alcove,Nia@tool alcove,1232,1232,1232,1232,1232,1232,v57-replay-01232,True
1233,69,9,Ari,fiber loft,Ari@fiber loft,1233,1233,1233,1233,1233,1233,v57-replay-01233,True
1234,69,10,Fay,glasshouse,Fay@glasshouse,1234,1234,1234,1234,1234,1234,v57-replay-01234,True
1235,69,11,Milo,river gate,Milo@river gate,1235,1235,1235,1235,1235,1235,v57-replay-01235,True
1236,69,12,Sera,west hearth,Sera@west hearth,1236,1236,1236,1236,1236,1236,v57-replay-01236,True
1237,69,13,Tovan,rain court,Tovan@rain court,1237,1237,1237,1237,1237,1237,v57-replay-01237,True
1238,69,14,Nia,tool alcove,Nia@tool alcove,1238,1238,1238,1238,1238,1238,v57-replay-01238,True
1239,69,15,Ari,fiber loft,Ari@fiber loft,1239,1239,1239,1239,1239,1239,v57-replay-01239,True
1240,69,16,Fay,glasshouse,Fay@glasshouse,1240,1240,1240,1240,1240,1240,v57-replay-01240,True
1241,69,17,Milo,river gate,Milo@river gate,1241,1241,1241,1241,1241,1241,v57-replay-01241,True
1242,70,0,Sera,rain court,Sera@rain court,1242,1242,1242,1242,1242,1242,v57-replay-01242,True
1243,70,1,Tovan,tool alcove,Tovan@tool alcove,1243,1243,1243,1243,1243,1243,v57-replay-01243,True
1244,70,2,Nia,fiber loft,Nia@fiber loft,1244,1244,1244,1244,1244,1244,v57-replay-01244,True
1245,70,3,Ari,glasshouse,Ari@glasshouse,1245,1245,1245,1245,1245,1245,v57-replay-01245,True
1246,70,4,Fay,river gate,Fay@river gate,1246,1246,1246,1246,1246,1246,v57-replay-01246,True
1247,70,5,Milo,west hearth,Milo@west hearth,1247,1247,1247,1247,1247,1247,v57-replay-01247,True
1248,70,6,Sera,rain court,Sera@rain court,1248,1248,1248,1248,1248,1248,v57-replay-01248,True
1249,70,7,Tovan,tool alcove,Tovan@tool alcove,1249,1249,1249,1249,1249,1249,v57-replay-01249,True
1250,70,8,Nia,fiber loft,Nia@fiber loft,1250,1250,1250,1250,1250,1250,v57-replay-01250,True
1251,70,9,Ari,glasshouse,Ari@glasshouse,1251,1251,1251,1251,1251,1251,v57-replay-01251,True
1252,70,10,Fay,river gate,Fay@river gate,1252,1252,1252,1252,1252,1252,v57-replay-01252,True
1253,70,11,Milo,west hearth,Milo@west hearth,1253,1253,1253,1253,1253,1253,v57-replay-01253,True
1254,70,12,Sera,rain court,Sera@rain court,1254,1254,1254,1254,1254,1254,v57-replay-01254,True
1255,70,13,Tovan,tool alcove,Tovan@tool alcove,1255,1255,1255,1255,1255,1255,v57-replay-01255,True
1256,70,14,Nia,fiber loft,Nia@fiber loft,1256,1256,1256,1256,1256,1256,v57-replay-01256,True
1257,70,15,Ari,glasshouse,Ari@glasshouse,1257,1257,1257,1257,1257,1257,v57-replay-01257,True
1258,70,16,Fay,river gate,Fay@river gate,1258,1258,1258,1258,1258,1258,v57-replay-01258,True
1259,70,17,Milo,west hearth,Milo@west hearth,1259,1259,1259,1259,1259,1259,v57-replay-01259,True
1260,71,0,Sera,tool alcove,Sera@tool alcove,1260,1260,1260,1260,1260,1260,v57-replay-01260,True
1261,71,1,Tovan,fiber loft,Tovan@fiber loft,1261,1261,1261,1261,1261,1261,v57-replay-01261,True
1262,71,2,Nia,glasshouse,Nia@glasshouse,1262,1262,1262,1262,1262,1262,v57-replay-01262,True
1263,71,3,Ari,river gate,Ari@river gate,1263,1263,1263,1263,1263,1263,v57-replay-01263,True
1264,71,4,Fay,west hearth,Fay@west hearth,1264,1264,1264,1264,1264,1264,v57-replay-01264,True
1265,71,5,Milo,rain court,Milo@rain court,1265,1265,1265,1265,1265,1265,v57-replay-01265,True
1266,71,6,Sera,tool alcove,Sera@tool alcove,1266,1266,1266,1266,1266,1266,v57-replay-01266,True
1267,71,7,Tovan,fiber loft,Tovan@fiber loft,1267,1267,1267,1267,1267,1267,v57-replay-01267,True
1268,71,8,Nia,glasshouse,Nia@glasshouse,1268,1268,1268,1268,1268,1268,v57-replay-01268,True
1269,71,9,Ari,river gate,Ari@river gate,1269,1269,1269,1269,1269,1269,v57-replay-01269,True
1270,71,10,Fay,west hearth,Fay@west hearth,1270,1270,1270,1270,1270,1270,v57-replay-01270,True
1271,71,11,Milo,rain court,Milo@rain court,1271,1271,1271,1271,1271,1271,v57-replay-01271,True
1272,71,12,Sera,tool alcove,Sera@tool alcove,1272,1272,1272,1272,1272,1272,v57-replay-01272,True
1273,71,13,Tovan,fiber loft,Tovan@fiber loft,1273,1273,1273,1273,1273,1273,v57-replay-01273,True
1274,71,14,Nia,glasshouse,Nia@glasshouse,1274,1274,1274,1274,1274,1274,v57-replay-01274,True
1275,71,15,Ari,river gate,Ari@river gate,1275,1275,1275,1275,1275,1275,v57-replay-01275,True
1276,71,16,Fay,west hearth,Fay@west hearth,1276,1276,1276,1276,1276,1276,v57-replay-01276,True
1277,71,17,Milo,rain court,Milo@rain court,1277,1277,1277,1277,1277,1277,v57-replay-01277,True
1278,72,0,Sera,fiber loft,Sera@fiber loft,1278,1278,1278,1278,1278,1278,v57-replay-01278,True
1279,72,1,Tovan,glasshouse,Tovan@glasshouse,1279,1279,1279,1279,1279,1279,v57-replay-01279,True
1280,72,2,Nia,river gate,Nia@river gate,1280,1280,1280,1280,1280,1280,v57-replay-01280,True
1281,72,3,Ari,west hearth,Ari@west hearth,1281,1281,1281,1281,1281,1281,v57-replay-01281,True
1282,72,4,Fay,rain court,Fay@rain court,1282,1282,1282,1282,1282,1282,v57-replay-01282,True
1283,72,5,Milo,tool alcove,Milo@tool alcove,1283,1283,1283,1283,1283,1283,v57-replay-01283,True
1284,72,6,Sera,fiber loft,Sera@fiber loft,1284,1284,1284,1284,1284,1284,v57-replay-01284,True
1285,72,7,Tovan,glasshouse,Tovan@glasshouse,1285,1285,1285,1285,1285,1285,v57-replay-01285,True
1286,72,8,Nia,river gate,Nia@river gate,1286,1286,1286,1286,1286,1286,v57-replay-01286,True
1287,72,9,Ari,west hearth,Ari@west hearth,1287,1287,1287,1287,1287,1287,v57-replay-01287,True
1288,72,10,Fay,rain court,Fay@rain court,1288,1288,1288,1288,1288,1288,v57-replay-01288,True
1289,72,11,Milo,tool alcove,Milo@tool alcove,1289,1289,1289,1289,1289,1289,v57-replay-01289,True
1290,72,12,Sera,fiber loft,Sera@fiber loft,1290,1290,1290,1290,1290,1290,v57-replay-01290,True
1291,72,13,Tovan,glasshouse,Tovan@glasshouse,1291,1291,1291,1291,1291,1291,v57-replay-01291,True
1292,72,14,Nia,river gate,Nia@river gate,1292,1292,1292,1292,1292,1292,v57-replay-01292,True
1293,72,15,Ari,west hearth,Ari@west hearth,1293,1293,1293,1293,1293,1293,v57-replay-01293,True
1294,72,16,Fay,rain court,Fay@rain court,1294,1294,1294,1294,1294,1294,v57-replay-01294,True
1295,72,17,Milo,tool alcove,Milo@tool alcove,1295,1295,1295,1295,1295,1295,v57-replay-01295,True
1296,73,0,Sera,glasshouse,Sera@glasshouse,1296,1296,1296,1296,1296,1296,v57-replay-01296,True
1297,73,1,Tovan,river gate,Tovan@river gate,1297,1297,1297,1297,1297,1297,v57-replay-01297,True
