tick,day,cause_action,affected_resident,affected_resource,immediate_feedback,delayed_feedback,recovery_action,recoverable,consequence_visible_in_ui,audit_link
936,53,return_tool,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:00936:resident:tovan
937,53,inspect_memory,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:00937:resident:nia
938,53,enter,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:00938:resident:ari
939,53,talk,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:00939:resident:fay
940,53,offer_help,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:00940:resident:milo
941,53,return_tool,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:00941:resident:sera
942,53,inspect_memory,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:00942:resident:tovan
943,53,enter,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:00943:resident:nia
944,53,talk,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:00944:resident:ari
945,53,offer_help,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:00945:resident:fay
946,53,return_tool,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:00946:resident:milo
947,53,inspect_memory,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:00947:resident:sera
948,53,enter,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:00948:resident:tovan
949,53,talk,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:00949:resident:nia
950,53,offer_help,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:00950:resident:ari
951,53,return_tool,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:00951:resident:fay
952,53,inspect_memory,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:00952:resident:milo
953,53,enter,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:00953:resident:sera
954,54,offer_help,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:00954:resident:tovan
955,54,return_tool,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:00955:resident:nia
956,54,inspect_memory,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:00956:resident:ari
957,54,enter,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:00957:resident:fay
958,54,talk,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:00958:resident:milo
959,54,offer_help,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:00959:resident:sera
960,54,return_tool,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:00960:resident:tovan
961,54,inspect_memory,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:00961:resident:nia
962,54,enter,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:00962:resident:ari
963,54,talk,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:00963:resident:fay
964,54,offer_help,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:00964:resident:milo
965,54,return_tool,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:00965:resident:sera
966,54,inspect_memory,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:00966:resident:tovan
967,54,enter,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:00967:resident:nia
968,54,talk,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:00968:resident:ari
969,54,offer_help,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:00969:resident:fay
970,54,return_tool,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:00970:resident:milo
971,54,inspect_memory,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:00971:resident:sera
972,55,talk,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:00972:resident:tovan
973,55,offer_help,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:00973:resident:nia
974,55,return_tool,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:00974:resident:ari
975,55,inspect_memory,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:00975:resident:fay
976,55,enter,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:00976:resident:milo
977,55,talk,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:00977:resident:sera
978,55,offer_help,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:00978:resident:tovan
979,55,return_tool,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:00979:resident:nia
980,55,inspect_memory,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:00980:resident:ari
981,55,enter,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:00981:resident:fay
982,55,talk,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:00982:resident:milo
983,55,offer_help,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:00983:resident:sera
984,55,return_tool,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:00984:resident:tovan
985,55,inspect_memory,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:00985:resident:nia
986,55,enter,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:00986:resident:ari
987,55,talk,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:00987:resident:fay
988,55,offer_help,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:00988:resident:milo
989,55,return_tool,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:00989:resident:sera
990,56,enter,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:00990:resident:tovan
991,56,talk,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:00991:resident:nia
992,56,offer_help,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:00992:resident:ari
993,56,return_tool,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:00993:resident:fay
994,56,inspect_memory,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:00994:resident:milo
995,56,enter,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:00995:resident:sera
996,56,talk,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:00996:resident:tovan
