tick_id,day,session_id,settlement_id,resident_id,phrase,prior_memory,visible_consequence,trust_before,trust_after,proximity_before,proximity_after,consequence_saved,reply_bounded_to_phrasebook,no_autonomous_language_claim,no_llm_call
1388,78,canvas-session-013,lichen_bridge,Kio,rope safe,prior:rope safe:canvas-session-013,shares a bowl marker,0.95,0.95,0.716,0.72,True,True,True,True
1389,78,canvas-session-013,orchid_engine,Cai,gear lane,prior:gear lane:canvas-session-013,waits without flinch,0.95,0.95,0.716,0.72,True,True,True,True
1390,78,canvas-session-013,moss_ward,Milo,ledger no touch,prior:ledger no touch:canvas-session-013,keeps respectful distance,0.95,0.95,0.764,0.768,True,True,True,True
1391,78,canvas-session-013,glass_harbor,Sera,lamp bright,prior:lamp bright:canvas-session-013,warns before fog,0.95,0.95,0.716,0.72,True,True,True,True
1392,78,canvas-session-013,cinder_garden,Juno,shade first,prior:shade first:canvas-session-013,moves closer to shade,0.95,0.95,0.716,0.72,True,True,True,True
1393,78,canvas-session-013,lichen_bridge,Luma,bowl shared,prior:bowl shared:canvas-session-013,offers spare knot,0.95,0.95,0.72,0.724,True,True,True,True
1394,78,canvas-session-013,orchid_engine,Dax,valve wait,prior:valve wait:canvas-session-013,keeps valve boundary,0.95,0.95,0.72,0.724,True,True,True,True
1395,78,canvas-session-013,moss_ward,Tala,loom wait,prior:loom wait:canvas-session-013,approaches after help,0.95,0.95,0.762,0.768,True,True,True,True
1396,78,canvas-session-013,glass_harbor,Nia,tea first,prior:tea first:canvas-session-013,lets avatar carry small part,0.95,0.95,0.716,0.72,True,True,True,True
1397,78,canvas-session-013,cinder_garden,Pax,seed sleep,prior:seed sleep:canvas-session-013,remembers cooled path,0.95,0.95,0.716,0.72,True,True,True,True
1398,78,canvas-session-013,lichen_bridge,Rin,signal hush,prior:signal hush:canvas-session-013,signals from a distance,0.95,0.95,0.716,0.72,True,True,True,True
1399,78,canvas-session-013,orchid_engine,Eli,orchid rest,prior:orchid rest:canvas-session-013,trusts slow repair,0.95,0.95,0.716,0.72,True,True,True,True
1400,78,canvas-session-013,moss_ward,Ari,path dry,prior:path dry:canvas-session-013,shares safer route,0.95,0.95,0.76,0.764,True,True,True,True
1401,78,canvas-session-013,glass_harbor,Oren,net keeper,prior:net keeper:canvas-session-013,faces avatar longer,0.95,0.95,0.716,0.72,True,True,True,True
1402,78,canvas-session-013,cinder_garden,Vale,cool hand,prior:cool hand:canvas-session-013,accepts slow handoff,0.95,0.95,0.72,0.724,True,True,True,True
1403,78,canvas-session-013,lichen_bridge,Sol,rope safe,prior:rope safe:canvas-session-013,shares a bowl marker,0.95,0.95,0.72,0.724,True,True,True,True
1404,79,canvas-session-014,moss_ward,Tala,ledger no touch,prior:ledger no touch:canvas-session-014,keeps respectful distance,0.95,0.95,0.768,0.772,True,True,True,True
1405,79,canvas-session-014,glass_harbor,Nia,lamp bright,prior:lamp bright:canvas-session-014,warns before fog,0.95,0.95,0.72,0.724,True,True,True,True
1406,79,canvas-session-014,cinder_garden,Pax,shade first,prior:shade first:canvas-session-014,moves closer to shade,0.95,0.95,0.72,0.724,True,True,True,True
1407,79,canvas-session-014,lichen_bridge,Rin,bowl shared,prior:bowl shared:canvas-session-014,offers spare knot,0.95,0.95,0.72,0.724,True,True,True,True
1408,79,canvas-session-014,orchid_engine,Eli,valve wait,prior:valve wait:canvas-session-014,keeps valve boundary,0.95,0.95,0.72,0.724,True,True,True,True
1409,79,canvas-session-014,moss_ward,Ari,loom wait,prior:loom wait:canvas-session-014,approaches after help,0.95,0.95,0.764,0.77,True,True,True,True
1410,79,canvas-session-014,glass_harbor,Oren,tea first,prior:tea first:canvas-session-014,lets avatar carry small part,0.95,0.95,0.72,0.724,True,True,True,True
1411,79,canvas-session-014,cinder_garden,Vale,seed sleep,prior:seed sleep:canvas-session-014,remembers cooled path,0.95,0.95,0.724,0.728,True,True,True,True
1412,79,canvas-session-014,lichen_bridge,Sol,signal hush,prior:signal hush:canvas-session-014,signals from a distance,0.95,0.95,0.724,0.728,True,True,True,True
1413,79,canvas-session-014,orchid_engine,Bea,orchid rest,prior:orchid rest:canvas-session-014,trusts slow repair,0.95,0.95,0.72,0.724,True,True,True,True
1414,79,canvas-session-014,moss_ward,Fay,path dry,prior:path dry:canvas-session-014,shares safer route,0.95,0.95,0.768,0.772,True,True,True,True
1415,79,canvas-session-014,glass_harbor,Puck,net keeper,prior:net keeper:canvas-session-014,faces avatar longer,0.95,0.95,0.72,0.724,True,True,True,True
1416,79,canvas-session-014,cinder_garden,Wren,cool hand,prior:cool hand:canvas-session-014,accepts slow handoff,0.95,0.95,0.72,0.724,True,True,True,True
1417,79,canvas-session-014,lichen_bridge,Kio,rope safe,prior:rope safe:canvas-session-014,shares a bowl marker,0.95,0.95,0.72,0.724,True,True,True,True
1418,79,canvas-session-014,orchid_engine,Cai,gear lane,prior:gear lane:canvas-session-014,waits without flinch,0.95,0.95,0.72,0.724,True,True,True,True
1419,79,canvas-session-014,moss_ward,Milo,ledger no touch,prior:ledger no touch:canvas-session-014,keeps respectful distance,0.95,0.95,0.768,0.772,True,True,True,True
1420,79,canvas-session-014,glass_harbor,Sera,lamp bright,prior:lamp bright:canvas-session-014,warns before fog,0.95,0.95,0.72,0.724,True,True,True,True
1421,79,canvas-session-014,cinder_garden,Juno,shade first,prior:shade first:canvas-session-014,moves closer to shade,0.95,0.95,0.72,0.724,True,True,True,True
1422,80,canvas-session-014,orchid_engine,Bea,valve wait,prior:valve wait:canvas-session-014,keeps valve boundary,0.95,0.95,0.724,0.728,True,True,True,True
1423,80,canvas-session-014,moss_ward,Fay,loom wait,prior:loom wait:canvas-session-014,approaches after help,0.95,0.95,0.772,0.778,True,True,True,True
1424,80,canvas-session-014,glass_harbor,Puck,tea first,prior:tea first:canvas-session-014,lets avatar carry small part,0.95,0.95,0.724,0.728,True,True,True,True
1425,80,canvas-session-014,cinder_garden,Wren,seed sleep,prior:seed sleep:canvas-session-014,remembers cooled path,0.95,0.95,0.724,0.728,True,True,True,True
1426,80,canvas-session-014,lichen_bridge,Kio,signal hush,prior:signal hush:canvas-session-014,signals from a distance,0.95,0.95,0.724,0.728,True,True,True,True
1427,80,canvas-session-014,orchid_engine,Cai,orchid rest,prior:orchid rest:canvas-session-014,trusts slow repair,0.95,0.95,0.724,0.728,True,True,True,True
1428,80,canvas-session-014,moss_ward,Milo,path dry,prior:path dry:canvas-session-014,shares safer route,0.95,0.95,0.772,0.776,True,True,True,True
1429,80,canvas-session-014,glass_harbor,Sera,net keeper,prior:net keeper:canvas-session-014,faces avatar longer,0.95,0.95,0.724,0.728,True,True,True,True
1430,80,canvas-session-014,cinder_garden,Juno,cool hand,prior:cool hand:canvas-session-014,accepts slow handoff,0.95,0.95,0.724,0.728,True,True,True,True
1431,80,canvas-session-014,lichen_bridge,Luma,rope safe,prior:rope safe:canvas-session-014,shares a bowl marker,0.95,0.95,0.724,0.728,True,True,True,True
1432,80,canvas-session-014,orchid_engine,Dax,gear lane,prior:gear lane:canvas-session-014,waits without flinch,0.95,0.95,0.724,0.728,True,True,True,True
1433,80,canvas-session-014,moss_ward,Tala,ledger no touch,prior:ledger no touch:canvas-session-014,keeps respectful distance,0.95,0.95,0.772,0.776,True,True,True,True
1434,80,canvas-session-014,glass_harbor,Nia,lamp bright,prior:lamp bright:canvas-session-014,warns before fog,0.95,0.95,0.724,0.728,True,True,True,True
1435,80,canvas-session-014,cinder_garden,Pax,shade first,prior:shade first:canvas-session-014,moves closer to shade,0.95,0.95,0.724,0.728,True,True,True,True
1436,80,canvas-session-014,lichen_bridge,Rin,bowl shared,prior:bowl shared:canvas-session-014,offers spare knot,0.95,0.95,0.724,0.728,True,True,True,True
1437,80,canvas-session-014,orchid_engine,Eli,valve wait,prior:valve wait:canvas-session-014,keeps valve boundary,0.95,0.95,0.724,0.728,True,True,True,True
1438,80,canvas-session-014,moss_ward,Ari,loom wait,prior:loom wait:canvas-session-014,approaches after help,0.95,0.95,0.77,0.776,True,True,True,True
1439,80,canvas-session-014,glass_harbor,Oren,tea first,prior:tea first:canvas-session-014,lets avatar carry small part,0.95,0.95,0.724,0.728,True,True,True,True
1440,81,canvas-session-014,lichen_bridge,Luma,signal hush,prior:signal hush:canvas-session-014,signals from a distance,0.95,0.95,0.728,0.732,True,True,True,True
1441,81,canvas-session-014,orchid_engine,Dax,orchid rest,prior:orchid rest:canvas-session-014,trusts slow repair,0.95,0.95,0.728,0.732,True,True,True,True
1442,81,canvas-session-014,moss_ward,Tala,path dry,prior:path dry:canvas-session-014,shares safer route,0.95,0.95,0.776,0.78,True,True,True,True
1443,81,canvas-session-014,glass_harbor,Nia,net keeper,prior:net keeper:canvas-session-014,faces avatar longer,0.95,0.95,0.728,0.732,True,True,True,True
1444,81,canvas-session-014,cinder_garden,Pax,cool hand,prior:cool hand:canvas-session-014,accepts slow handoff,0.95,0.95,0.728,0.732,True,True,True,True
1445,81,canvas-session-014,lichen_bridge,Rin,rope safe,prior:rope safe:canvas-session-014,shares a bowl marker,0.95,0.95,0.728,0.732,True,True,True,True
1446,81,canvas-session-014,orchid_engine,Eli,gear lane,prior:gear lane:canvas-session-014,waits without flinch,0.95,0.95,0.728,0.732,True,True,True,True
1447,81,canvas-session-014,moss_ward,Ari,ledger no touch,prior:ledger no touch:canvas-session-014,keeps respectful distance,0.95,0.95,0.776,0.78,True,True,True,True
1448,81,canvas-session-014,glass_harbor,Oren,lamp bright,prior:lamp bright:canvas-session-014,warns before fog,0.95,0.95,0.728,0.732,True,True,True,True
1449,81,canvas-session-014,cinder_garden,Vale,shade first,prior:shade first:canvas-session-014,moves closer to shade,0.95,0.95,0.728,0.732,True,True,True,True
1450,81,canvas-session-014,lichen_bridge,Sol,bowl shared,prior:bowl shared:canvas-session-014,offers spare knot,0.95,0.95,0.728,0.732,True,True,True,True
1451,81,canvas-session-014,orchid_engine,Bea,valve wait,prior:valve wait:canvas-session-014,keeps valve boundary,0.95,0.95,0.728,0.732,True,True,True,True
1452,81,canvas-session-014,moss_ward,Fay,loom wait,prior:loom wait:canvas-session-014,approaches after help,0.95,0.95,0.778,0.784,True,True,True,True
1453,81,canvas-session-014,glass_harbor,Puck,tea first,prior:tea first:canvas-session-014,lets avatar carry small part,0.95,0.95,0.728,0.732,True,True,True,True
1454,81,canvas-session-014,cinder_garden,Wren,seed sleep,prior:seed sleep:canvas-session-014,remembers cooled path,0.95,0.95,0.728,0.732,True,True,True,True
1455,81,canvas-session-014,lichen_bridge,Kio,signal hush,prior:signal hush:canvas-session-014,signals from a distance,0.95,0.95,0.728,0.732,True,True,True,True
1456,81,canvas-session-014,orchid_engine,Cai,orchid rest,prior:orchid rest:canvas-session-014,trusts slow repair,0.95,0.95,0.728,0.732,True,True,True,True
1457,81,canvas-session-014,moss_ward,Milo,path dry,prior:path dry:canvas-session-014,shares safer route,0.95,0.95,0.776,0.78,True,True,True,True
1458,82,canvas-session-014,cinder_garden,Vale,cool hand,prior:cool hand:canvas-session-014,accepts slow handoff,0.95,0.95,0.732,0.736,True,True,True,True
1459,82,canvas-session-014,lichen_bridge,Sol,rope safe,prior:rope safe:canvas-session-014,shares a bowl marker,0.95,0.95,0.732,0.736,True,True,True,True
1460,82,canvas-session-014,orchid_engine,Bea,gear lane,prior:gear lane:canvas-session-014,waits without flinch,0.95,0.95,0.732,0.736,True,True,True,True
1461,82,canvas-session-014,moss_ward,Fay,ledger no touch,prior:ledger no touch:canvas-session-014,keeps respectful distance,0.95,0.95,0.784,0.788,True,True,True,True
1462,82,canvas-session-014,glass_harbor,Puck,lamp bright,prior:lamp bright:canvas-session-014,warns before fog,0.95,0.95,0.732,0.736,True,True,True,True
1463,82,canvas-session-014,cinder_garden,Wren,shade first,prior:shade first:canvas-session-014,moves closer to shade,0.95,0.95,0.732,0.736,True,True,True,True
1464,82,canvas-session-014,lichen_bridge,Kio,bowl shared,prior:bowl shared:canvas-session-014,offers spare knot,0.95,0.95,0.732,0.736,True,True,True,True
1465,82,canvas-session-014,orchid_engine,Cai,valve wait,prior:valve wait:canvas-session-014,keeps valve boundary,0.95,0.95,0.732,0.736,True,True,True,True
1466,82,canvas-session-014,moss_ward,Milo,loom wait,prior:loom wait:canvas-session-014,approaches after help,0.95,0.95,0.78,0.786,True,True,True,True
1467,82,canvas-session-014,glass_harbor,Sera,tea first,prior:tea first:canvas-session-014,lets avatar carry small part,0.95,0.95,0.728,0.732,True,True,True,True
1468,82,canvas-session-014,cinder_garden,Juno,seed sleep,prior:seed sleep:canvas-session-014,remembers cooled path,0.95,0.95,0.728,0.732,True,True,True,True
1469,82,canvas-session-014,lichen_bridge,Luma,signal hush,prior:signal hush:canvas-session-014,signals from a distance,0.95,0.95,0.732,0.736,True,True,True,True
1470,82,canvas-session-014,orchid_engine,Dax,orchid rest,prior:orchid rest:canvas-session-014,trusts slow repair,0.95,0.95,0.732,0.736,True,True,True,True
1471,82,canvas-session-014,moss_ward,Tala,path dry,prior:path dry:canvas-session-014,shares safer route,0.95,0.95,0.78,0.784,True,True,True,True
1472,82,canvas-session-014,glass_harbor,Nia,net keeper,prior:net keeper:canvas-session-014,faces avatar longer,0.95,0.95,0.732,0.736,True,True,True,True
1473,82,canvas-session-014,cinder_garden,Pax,cool hand,prior:cool hand:canvas-session-014,accepts slow handoff,0.95,0.95,0.732,0.736,True,True,True,True
1474,82,canvas-session-014,lichen_bridge,Rin,rope safe,prior:rope safe:canvas-session-014,shares a bowl marker,0.95,0.95,0.732,0.736,True,True,True,True
1475,82,canvas-session-014,orchid_engine,Eli,gear lane,prior:gear lane:canvas-session-014,waits without flinch,0.95,0.95,0.732,0.736,True,True,True,True
1476,83,canvas-session-014,glass_harbor,Sera,lamp bright,prior:lamp bright:canvas-session-014,warns before fog,0.95,0.95,0.732,0.736,True,True,True,True
1477,83,canvas-session-014,cinder_garden,Juno,shade first,prior:shade first:canvas-session-014,moves closer to shade,0.95,0.95,0.732,0.736,True,True,True,True
1478,83,canvas-session-014,lichen_bridge,Luma,bowl shared,prior:bowl shared:canvas-session-014,offers spare knot,0.95,0.95,0.736,0.74,True,True,True,True
1479,83,canvas-session-014,orchid_engine,Dax,valve wait,prior:valve wait:canvas-session-014,keeps valve boundary,0.95,0.95,0.736,0.74,True,True,True,True
1480,83,canvas-session-014,moss_ward,Tala,loom wait,prior:loom wait:canvas-session-014,approaches after help,0.95,0.95,0.784,0.79,True,True,True,True
1481,83,canvas-session-014,glass_harbor,Nia,tea first,prior:tea first:canvas-session-014,lets avatar carry small part,0.95,0.95,0.736,0.74,True,True,True,True
1482,83,canvas-session-014,cinder_garden,Pax,seed sleep,prior:seed sleep:canvas-session-014,remembers cooled path,0.95,0.95,0.736,0.74,True,True,True,True
1483,83,canvas-session-014,lichen_bridge,Rin,signal hush,prior:signal hush:canvas-session-014,signals from a distance,0.95,0.95,0.736,0.74,True,True,True,True
1484,83,canvas-session-014,orchid_engine,Eli,orchid rest,prior:orchid rest:canvas-session-014,trusts slow repair,0.95,0.95,0.736,0.74,True,True,True,True
1485,83,canvas-session-014,moss_ward,Ari,path dry,prior:path dry:canvas-session-014,shares safer route,0.95,0.95,0.78,0.784,True,True,True,True
1486,83,canvas-session-014,glass_harbor,Oren,net keeper,prior:net keeper:canvas-session-014,faces avatar longer,0.95,0.95,0.732,0.736,True,True,True,True
1487,83,canvas-session-014,cinder_garden,Vale,cool hand,prior:cool hand:canvas-session-014,accepts slow handoff,0.95,0.95,0.736,0.74,True,True,True,True
1488,83,canvas-session-014,lichen_bridge,Sol,rope safe,prior:rope safe:canvas-session-014,shares a bowl marker,0.95,0.95,0.736,0.74,True,True,True,True
1489,83,canvas-session-014,orchid_engine,Bea,gear lane,prior:gear lane:canvas-session-014,waits without flinch,0.95,0.95,0.736,0.74,True,True,True,True
1490,83,canvas-session-014,moss_ward,Fay,ledger no touch,prior:ledger no touch:canvas-session-014,keeps respectful distance,0.95,0.95,0.788,0.792,True,True,True,True
1491,83,canvas-session-014,glass_harbor,Puck,lamp bright,prior:lamp bright:canvas-session-014,warns before fog,0.95,0.95,0.736,0.74,True,True,True,True
1492,83,canvas-session-014,cinder_garden,Wren,shade first,prior:shade first:canvas-session-014,moves closer to shade,0.95,0.95,0.736,0.74,True,True,True,True
1493,83,canvas-session-014,lichen_bridge,Kio,bowl shared,prior:bowl shared:canvas-session-014,offers spare knot,0.95,0.95,0.736,0.74,True,True,True,True
1494,84,canvas-session-014,moss_ward,Ari,loom wait,prior:loom wait:canvas-session-014,approaches after help,0.95,0.95,0.784,0.79,True,True,True,True
1495,84,canvas-session-014,glass_harbor,Oren,tea first,prior:tea first:canvas-session-014,lets avatar carry small part,0.95,0.95,0.736,0.74,True,True,True,True
1496,84,canvas-session-014,cinder_garden,Vale,seed sleep,prior:seed sleep:canvas-session-014,remembers cooled path,0.95,0.95,0.74,0.744,True,True,True,True
1497,84,canvas-session-014,lichen_bridge,Sol,signal hush,prior:signal hush:canvas-session-014,signals from a distance,0.95,0.95,0.74,0.744,True,True,True,True
