tick_id,day,settlement_id,resident_id,turn_index,avatar_phrase,resident_phrase,intent,response_key,confidence_before,confidence_after,misunderstanding_risk,bounded_phrasebook,no_llm_call,private_workspace_not_dumped,frequency_hz,flower_phase
731,41,cinder_garden,Wren,146,I offer cool stone,cool hand means wait,answer bounded phrase,answer_known,0.784,0.79,0.04,True,True,True,21.64776,0.473426
732,41,lichen_bridge,Kio,146,I do not step on rope,bell has keeper,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,20.34636,0.467056
733,41,orchid_engine,Cai,146,I need translation,say it with palms,repair uncertainty,gesture_repair,0.858,0.86,0.04,True,True,True,22.68076,0.494685
734,41,moss_ward,Milo,146,I wait,warm cup first,repair uncertainty,admit_unknown,0.776,0.794,0.04,True,True,True,18.01342,0.453315
735,41,glass_harbor,Sera,147,I ask net owner,lamp stays bright,offer bounded aid,offer_trade,0.78,0.784,0.04,True,True,True,19.1622,0.470944
736,41,cinder_garden,Juno,147,I offer cool stone,cool hand means wait,respect boundary,step_back,0.86,0.86,0.04,True,True,True,21.75852,0.496574
737,41,lichen_bridge,Luma,147,I do not step on rope,bell has keeper,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,20.42928,0.490204
738,42,moss_ward,Ari,147,I offer trade,blanket path clear,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,18.11018,0.472667
739,42,glass_harbor,Oren,148,I do not dim lamp,fog catcher closed,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,19.25276,0.490296
740,42,cinder_garden,Vale,148,I need translation,repeat without hurry,offer bounded aid,offer_trade,0.796,0.8,0.04,True,True,True,21.79924,0.515926
741,42,lichen_bridge,Sol,148,I touch rope post,signal hush first,respect boundary,step_back,0.792,0.802,0.04,True,True,True,20.48072,0.509556
742,42,orchid_engine,Bea,147,I ask valve custom,orchid lamp rests,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,22.83922,0.537185
743,42,moss_ward,Fay,148,I offer trade,blanket path clear,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,18.18868,0.495815
744,42,glass_harbor,Puck,149,I do not dim lamp,fog catcher closed,repair uncertainty,gesture_repair,0.792,0.81,0.04,True,True,True,19.32014,0.513444
745,42,cinder_garden,Wren,149,I need translation,repeat without hurry,repair uncertainty,admit_unknown,0.79,0.808,0.04,True,True,True,21.89098,0.539074
746,42,lichen_bridge,Kio,149,I touch rope post,signal hush first,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,20.58618,0.532704
747,42,orchid_engine,Cai,148,I ask valve custom,orchid lamp rests,respect boundary,step_back,0.86,0.86,0.04,True,True,True,22.91876,0.560333
748,42,moss_ward,Milo,149,I offer trade,blanket path clear,answer bounded phrase,answer_known,0.794,0.8,0.04,True,True,True,18.25446,0.518963
749,42,glass_harbor,Sera,150,I do not dim lamp,fog catcher closed,repair uncertainty,ask_clarify,0.784,0.802,0.04,True,True,True,19.40594,0.536593
750,42,cinder_garden,Juno,150,I need translation,repeat without hurry,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,21.99652,0.562222
751,42,lichen_bridge,Luma,150,I touch rope post,signal hush first,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,20.66728,0.555852
752,42,orchid_engine,Dax,149,I ask valve custom,orchid lamp rests,offer bounded aid,offer_trade,0.78,0.784,0.04,True,True,True,22.97548,0.583481
753,42,moss_ward,Tala,150,I offer trade,blanket path clear,respect boundary,step_back,0.768,0.778,0.04,True,True,True,18.33828,0.542111
754,42,glass_harbor,Nia,151,I do not dim lamp,fog catcher closed,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,19.51452,0.559741
755,42,cinder_garden,Pax,151,I need translation,repeat without hurry,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,22.07372,0.58537
756,43,orchid_engine,Bea,150,I do not turn key,cup before engine,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,23.07722,0.602833
757,43,moss_ward,Fay,151,I need translation,speak slower,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,18.4285,0.561463
758,43,glass_harbor,Puck,152,I wait by lamp,tea before crossing,respect boundary,step_back,0.81,0.82,0.04,True,True,True,19.56286,0.579093
759,43,cinder_garden,Wren,152,I ask seed path,seed rows sleep,answer bounded phrase,answer_known,0.808,0.814,0.04,True,True,True,22.13202,0.604722
760,43,lichen_bridge,Kio,151,I offer rope help,meal room welcomes,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,20.82418,0.598352
761,43,orchid_engine,Cai,151,I do not turn key,cup before engine,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,23.15728,0.625981
762,43,moss_ward,Milo,152,I need translation,speak slower,repair uncertainty,admit_unknown,0.8,0.818,0.04,True,True,True,18.49768,0.584611
763,43,glass_harbor,Sera,153,I wait by lamp,tea before crossing,offer bounded aid,offer_trade,0.802,0.806,0.04,True,True,True,19.64692,0.602241
764,43,cinder_garden,Juno,153,I ask seed path,seed rows sleep,respect boundary,step_back,0.86,0.86,0.04,True,True,True,22.23634,0.62787
765,43,lichen_bridge,Luma,152,I offer rope help,meal room welcomes,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,20.90658,0.6215
766,43,orchid_engine,Dax,152,I do not turn key,cup before engine,repair uncertainty,ask_clarify,0.784,0.802,0.04,True,True,True,23.2187,0.64913
767,43,moss_ward,Tala,153,I need translation,speak slower,repair uncertainty,gesture_repair,0.778,0.796,0.04,True,True,True,18.58202,0.607759
768,43,glass_harbor,Nia,154,I wait by lamp,tea before crossing,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,19.75252,0.625389
769,43,cinder_garden,Pax,154,I ask seed path,seed rows sleep,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,22.31354,0.651019
770,43,lichen_bridge,Rin,153,I offer rope help,meal room welcomes,respect boundary,step_back,0.778,0.788,0.04,True,True,True,20.96628,0.644648
771,43,orchid_engine,Eli,153,I do not turn key,cup before engine,answer bounded phrase,answer_known,0.782,0.788,0.04,True,True,True,23.30692,0.672278
772,43,moss_ward,Ari,154,I need translation,speak slower,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,18.69,0.630907
773,43,glass_harbor,Oren,155,I wait by lamp,tea before crossing,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,19.83206,0.648537
774,44,lichen_bridge,Kio,154,I need translation,gesture again,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,21.064,0.664
775,44,orchid_engine,Cai,154,I wait outside ring,valve listener first,respect boundary,step_back,0.86,0.86,0.04,True,True,True,23.39528,0.69163
776,44,moss_ward,Milo,155,I ask rain custom,rain clay is named,answer bounded phrase,answer_known,0.818,0.824,0.04,True,True,True,18.73872,0.650259
777,44,glass_harbor,Sera,156,I offer salt token,net has keeper,repair uncertainty,ask_clarify,0.806,0.824,0.04,True,True,True,19.89014,0.667889
778,44,cinder_garden,Juno,155,I do not cross rows,ash path open,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,22.47434,0.693519
779,44,lichen_bridge,Luma,155,I need translation,gesture again,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,21.14562,0.687148
780,44,orchid_engine,Dax,155,I wait outside ring,valve listener first,offer bounded aid,offer_trade,0.802,0.806,0.04,True,True,True,23.45968,0.714778
781,44,moss_ward,Tala,156,I ask rain custom,rain clay is named,respect boundary,step_back,0.796,0.806,0.04,True,True,True,18.82292,0.673407
782,44,glass_harbor,Nia,157,I offer salt token,net has keeper,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,19.99182,0.691037
783,44,cinder_garden,Pax,156,I do not cross rows,ash path open,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,22.55154,0.716667
784,44,lichen_bridge,Rin,156,I need translation,gesture again,repair uncertainty,gesture_repair,0.788,0.806,0.04,True,True,True,21.2095,0.710296
785,44,orchid_engine,Eli,156,I wait outside ring,valve listener first,repair uncertainty,admit_unknown,0.788,0.806,0.04,True,True,True,23.55118,0.737926
786,44,moss_ward,Ari,157,I ask rain custom,rain clay is named,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,18.92982,0.696556
787,44,glass_harbor,Oren,158,I offer salt token,net has keeper,respect boundary,step_back,0.86,0.86,0.04,True,True,True,20.07006,0.714185
788,44,cinder_garden,Vale,157,I do not cross rows,ash path open,answer bounded phrase,answer_known,0.8,0.806,0.04,True,True,True,22.61698,0.739815
789,44,lichen_bridge,Sol,157,I need translation,gesture again,repair uncertainty,ask_clarify,0.802,0.82,0.04,True,True,True,21.30246,0.733444
790,44,orchid_engine,Bea,157,I wait outside ring,valve listener first,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,23.65652,0.761074
791,44,moss_ward,Fay,158,I ask rain custom,rain clay is named,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,19.0065,0.719704
792,45,cinder_garden,Juno,158,I bow to shade,shade cloth first,respect boundary,step_back,0.86,0.86,0.04,True,True,True,22.71234,0.759167
793,45,lichen_bridge,Luma,158,I ask bell custom,rope has tension,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,21.38492,0.752796
794,45,orchid_engine,Dax,158,I offer gear cloth,gear lane open,repair uncertainty,ask_clarify,0.806,0.824,0.04,True,True,True,23.70342,0.780426
795,45,moss_ward,Tala,159,I do not touch,trade can wait,repair uncertainty,gesture_repair,0.806,0.824,0.04,True,True,True,19.06614,0.739056
796,45,glass_harbor,Nia,159,I need translation,repeat with bell,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,20.22982,0.756685
797,45,cinder_garden,Pax,159,I bow to shade,shade cloth first,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,22.79136,0.782315
798,45,lichen_bridge,Rin,159,I ask bell custom,rope has tension,respect boundary,step_back,0.806,0.816,0.04,True,True,True,21.4504,0.775944
799,45,orchid_engine,Eli,159,I offer gear cloth,gear lane open,answer bounded phrase,answer_known,0.806,0.812,0.04,True,True,True,23.79222,0.803574
800,45,moss_ward,Ari,160,I do not touch,trade can wait,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,19.16834,0.762204
801,45,glass_harbor,Oren,160,I need translation,repeat with bell,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,20.30806,0.779833
802,45,cinder_garden,Vale,160,I bow to shade,shade cloth first,repair uncertainty,admit_unknown,0.806,0.824,0.04,True,True,True,22.8602,0.805463
803,45,lichen_bridge,Sol,160,I ask bell custom,rope has tension,offer bounded aid,offer_trade,0.82,0.824,0.04,True,True,True,21.54344,0.799093
804,45,orchid_engine,Bea,160,I offer gear cloth,gear lane open,respect boundary,step_back,0.86,0.86,0.04,True,True,True,23.89452,0.826722
805,45,moss_ward,Fay,161,I do not touch,trade can wait,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,19.2458,0.785352
806,45,glass_harbor,Puck,161,I need translation,repeat with bell,repair uncertainty,ask_clarify,0.82,0.838,0.04,True,True,True,20.38408,0.802981
807,45,cinder_garden,Wren,161,I bow to shade,shade cloth first,repair uncertainty,gesture_repair,0.814,0.832,0.04,True,True,True,22.95428,0.828611
808,45,lichen_bridge,Kio,161,I ask bell custom,rope has tension,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,21.64252,0.822241
809,45,orchid_engine,Cai,161,I offer gear cloth,gear lane open,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,23.97328,0.84987
810,46,glass_harbor,Nia,162,I ask net owner,lamp stays bright,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,20.46912,0.822333
811,46,cinder_garden,Pax,162,I offer cool stone,cool hand means wait,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,23.02936,0.847963
812,46,lichen_bridge,Rin,162,I do not step on rope,bell has keeper,repair uncertainty,gesture_repair,0.816,0.834,0.04,True,True,True,21.69414,0.841593
813,46,orchid_engine,Eli,162,I need translation,say it with palms,repair uncertainty,admit_unknown,0.812,0.83,0.04,True,True,True,24.03544,0.869222
814,46,moss_ward,Ari,162,I wait,warm cup first,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,19.40816,0.827852
815,46,glass_harbor,Oren,163,I ask net owner,lamp stays bright,respect boundary,step_back,0.86,0.86,0.04,True,True,True,20.54788,0.845481
816,46,cinder_garden,Vale,163,I offer cool stone,cool hand means wait,answer bounded phrase,answer_known,0.824,0.83,0.04,True,True,True,23.10124,0.871111
817,46,lichen_bridge,Sol,163,I do not step on rope,bell has keeper,repair uncertainty,ask_clarify,0.824,0.842,0.04,True,True,True,21.78666,0.864741
818,46,orchid_engine,Bea,163,I need translation,say it with palms,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,24.13304,0.89237
819,46,moss_ward,Fay,163,I wait,warm cup first,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,19.4838,0.851
820,46,glass_harbor,Puck,164,I ask net owner,lamp stays bright,offer bounded aid,offer_trade,0.838,0.842,0.04,True,True,True,20.62506,0.86863
821,46,cinder_garden,Wren,164,I offer cool stone,cool hand means wait,respect boundary,step_back,0.832,0.842,0.04,True,True,True,23.197,0.894259
822,46,lichen_bridge,Kio,164,I do not step on rope,bell has keeper,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,21.88182,0.887889
823,46,orchid_engine,Cai,164,I need translation,say it with palms,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,24.21128,0.915519
824,46,moss_ward,Milo,164,I wait,warm cup first,repair uncertainty,gesture_repair,0.824,0.842,0.04,True,True,True,19.55994,0.874148
825,46,glass_harbor,Sera,165,I ask net owner,lamp stays bright,repair uncertainty,admit_unknown,0.824,0.842,0.04,True,True,True,20.71318,0.891778
826,46,cinder_garden,Juno,165,I offer cool stone,cool hand means wait,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,23.29086,0.917407
827,46,lichen_bridge,Luma,165,I do not step on rope,bell has keeper,respect boundary,step_back,0.86,0.86,0.04,True,True,True,21.96292,0.911037
828,47,moss_ward,Ari,165,I offer trade,blanket path clear,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,19.64616,0.8935
829,47,glass_harbor,Oren,166,I do not dim lamp,fog catcher closed,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,20.78588,0.91113
830,47,cinder_garden,Vale,166,I need translation,repeat without hurry,repair uncertainty,admit_unknown,0.83,0.848,0.04,True,True,True,23.3455,0.936759
831,47,lichen_bridge,Sol,166,I touch rope post,signal hush first,offer bounded aid,offer_trade,0.842,0.846,0.04,True,True,True,22.02764,0.930389
832,47,orchid_engine,Bea,165,I ask valve custom,orchid lamp rests,respect boundary,step_back,0.86,0.86,0.04,True,True,True,24.37104,0.958019
833,47,moss_ward,Fay,166,I offer trade,blanket path clear,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,19.7231,0.916648
834,47,glass_harbor,Puck,167,I do not dim lamp,fog catcher closed,repair uncertainty,ask_clarify,0.842,0.86,0.04,True,True,True,20.86828,0.934278
835,47,cinder_garden,Wren,167,I need translation,repeat without hurry,repair uncertainty,gesture_repair,0.842,0.86,0.04,True,True,True,23.44022,0.959907
836,47,lichen_bridge,Kio,167,I touch rope post,signal hush first,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,22.12086,0.953537
837,47,orchid_engine,Cai,166,I ask valve custom,orchid lamp rests,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,24.4511,0.981167
838,47,moss_ward,Milo,167,I offer trade,blanket path clear,respect boundary,step_back,0.842,0.852,0.04,True,True,True,19.80084,0.939796
839,47,glass_harbor,Sera,168,I do not dim lamp,fog catcher closed,answer bounded phrase,answer_known,0.842,0.848,0.04,True,True,True,20.95422,0.957426
840,47,cinder_garden,Juno,168,I need translation,repeat without hurry,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,23.52886,0.983056
841,47,lichen_bridge,Luma,168,I touch rope post,signal hush first,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,22.20092,0.976685
842,47,orchid_engine,Dax,167,I ask valve custom,orchid lamp rests,repair uncertainty,admit_unknown,0.824,0.842,0.04,True,True,True,24.52646,0.004315
843,47,moss_ward,Tala,168,I offer trade,blanket path clear,offer bounded aid,offer_trade,0.824,0.828,0.04,True,True,True,19.88512,0.962944
844,47,glass_harbor,Nia,169,I do not dim lamp,fog catcher closed,respect boundary,step_back,0.86,0.86,0.04,True,True,True,21.04816,0.980574
845,47,cinder_garden,Pax,169,I need translation,repeat without hurry,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,23.60918,0.006204
846,48,orchid_engine,Bea,168,I do not turn key,cup before engine,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,24.60904,0.023667
847,48,moss_ward,Fay,169,I need translation,speak slower,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,19.9611,0.982296
848,48,glass_harbor,Puck,170,I wait by lamp,tea before crossing,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,21.1081,0.999926
849,48,cinder_garden,Wren,170,I ask seed path,seed rows sleep,respect boundary,step_back,0.86,0.86,0.04,True,True,True,23.67822,0.025556
850,48,lichen_bridge,Kio,169,I offer rope help,meal room welcomes,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,22.36016,0.019185
